Orthogroup	Prab	Prbk
OG0001130	Prab.g_00935	Prbk.g_00062
OG0001131	Prab.g_01125	Prbk.g_00627
OG0001132	Prab.g_01135	Prbk.g_02595
OG0001133	Prab.g_01169	Prbk.g_02613
OG0001134	Prab.g_01186	Prbk.g_02195
OG0001135	Prab.g_01189	Prbk.g_02197
OG0001136	Prab.g_01216	Prbk.g_01021
OG0001137	Prab.g_01227	Prbk.g_00155
OG0001138	Prab.g_01245	Prbk.g_00137
OG0001139	Prab.g_01246	Prbk.g_00135
OG0001140	Prab.g_01247	Prbk.g_00134
OG0001141	Prab.g_01248	Prbk.g_00133
OG0001142	Prab.g_01249	Prbk.g_00132
OG0001143	Prab.g_01256	Prbk.g_01504
OG0001144	Prab.g_01261	Prbk.g_00188
OG0001145	Prab.g_01318	Prbk.g_01194
OG0001146	Prab.g_01330	Prbk.g_01178
OG0001147	Prab.g_01347	Prbk.g_02120
OG0001148	Prab.g_01362	Prbk.g_02051
OG0001149	Prab.g_01363	Prbk.g_02050
OG0001150	Prab.g_01364	Prbk.g_02049
OG0001151	Prab.g_01375	Prbk.g_02037
OG0001152	Prab.g_01376	Prbk.g_02036
OG0001153	Prab.g_01498	Prbk.g_01217
OG0001154	Prab.g_01499	Prbk.g_01216
OG0001155	Prab.g_01511	Prbk.g_02004
OG0001156	Prab.g_01514	Prbk.g_02001
OG0001157	Prab.g_01515	Prbk.g_02596
OG0001158	Prab.g_01516	Prbk.g_02000
OG0001159	Prab.g_01517	Prbk.g_01999
OG0001160	Prab.g_01541	Prbk.g_00934
OG0001161	Prab.g_01553	Prbk.g_02593
OG0001162	Prab.g_01567	Prbk.g_01788
OG0001163	Prab.g_01661	Prbk.g_00920
OG0001164	Prab.g_01665	Prbk.g_00915
OG0001165	Prab.g_01668	Prbk.g_00912
OG0001166	Prab.g_01688	Prbk.g_01438
OG0001167	Prab.g_01705	Prbk.g_01417
OG0001168	Prab.g_01707	Prbk.g_01415
OG0001169	Prab.g_01709	Prbk.g_01413
OG0001170	Prab.g_01711	Prbk.g_01411
OG0001171	Prab.g_01720	Prbk.g_01401
OG0001172	Prab.g_01734	Prbk.g_01908
OG0001173	Prab.g_01735	Prbk.g_01909
OG0001174	Prab.g_01743	Prbk.g_01917
OG0001175	Prab.g_01744	Prbk.g_01918
OG0001176	Prab.g_01751	Prbk.g_00991
OG0001177	Prab.g_01753	Prbk.g_00993
OG0001178	Prab.g_01758	Prbk.g_00901
OG0001179	Prab.g_01786	Prbk.g_00962
OG0001180	Prab.g_01808	Prbk.g_00804
OG0001181	Prab.g_01812	Prbk.g_00808
OG0001182	Prab.g_01819	Prbk.g_00817
OG0001183	Prab.g_01823	Prbk.g_00845
OG0001184	Prab.g_01838	Prbk.g_00521
OG0001185	Prab.g_01852	Prbk.g_00231
OG0001186	Prab.g_01875	Prbk.g_01568
OG0001187	Prab.g_01880	Prbk.g_01572
OG0001188	Prab.g_01882	Prbk.g_01576
OG0001189	Prab.g_01899	Prbk.g_01598
OG0001190	Prab.g_01903	Prbk.g_02160
OG0001191	Prab.g_01913	Prbk.g_02173
OG0001192	Prab.g_01918	Prbk.g_02180
OG0001193	Prab.g_01928	Prbk.g_02218
OG0001194	Prab.g_01929	Prbk.g_02224
OG0001195	Prab.g_01930	Prbk.g_02225
OG0001196	Prab.g_01943	Prbk.g_02261
OG0001197	Prab.g_01944	Prbk.g_02263
OG0001198	Prab.g_01952	Prbk.g_02275
OG0001199	Prab.g_00066	Prbk.g_01314
OG0001200	Prab.g_00068	Prbk.g_01312
OG0001201	Prab.g_00099	Prbk.g_00010
OG0001202	Prab.g_00190	Prbk.g_01254
OG0001204	Prab.g_00233	Prbk.g_01013
OG0001205	Prab.g_00448	Prbk.g_00318
OG0001206	Prab.g_00467	Prbk.g_02089
OG0001207	Prab.g_00481	Prbk.g_02053
OG0001208	Prab.g_00486	Prbk.g_02063
OG0001209	Prab.g_00539	Prbk.g_01083
OG0001210	Prab.g_00544	Prbk.g_01095
OG0001211	Prab.g_00554	Prbk.g_01892
OG0001212	Prab.g_00600	Prbk.g_01140
OG0001213	Prab.g_00634	Prbk.g_02623
OG0001214	Prab.g_00642	Prbk.g_02633
OG0001215	Prab.g_00695	Prbk.g_01816
OG0001216	Prab.g_00725	Prbk.g_00616
OG0001217	Prab.g_00768	Prbk.g_01872
OG0001218	Prab.g_00776	Prbk.g_01205
OG0001219	Prab.g_00829	Prbk.g_02367
OG0001220	Prab.g_00891	Prbk.g_02559
OG0001221	Prab.g_01057	Prbk.g_02420
OG0001222	Prab.g_01018	Prbk.g_02189
OG0001223	Prab.g_00992	Prbk.g_02299
OG0001225	Prab.g_00931	Prbk.g_00058
OG0001226	Prab.g_01120	Prbk.g_01682
OG0001227	Prab.g_01138	Prbk.g_02022
OG0001228	Prab.g_01264	Prbk.g_00183
OG0001229	Prab.g_01358	Prbk.g_00923
OG0001230	Prab.g_01458	Prbk.g_00249
OG0001231	Prab.g_01565	Prbk.g_01637
OG0001232	Prab.g_01692	Prbk.g_01433
OG0001233	Prab.g_01712	Prbk.g_01410
OG0001234	Prab.g_01746	Prbk.g_01921
OG0001235	Prab.g_01755	Prbk.g_00996
OG0001237	Prab.g_01839	Prbk.g_00524
OG0001238	Prab.g_01914	Prbk.g_02174
OG0001239	Prab.g_00063	Prbk.g_01317
OG0001240	Prab.g_00084	Prbk.g_00027
OG0001241	Prab.g_00092	Prbk.g_00017
OG0001242	Prab.g_00110	Prbk.g_00200
OG0001245	Prab.g_00368	Prbk.g_01693
OG0001246	Prab.g_00508	Prbk.g_01044
OG0001247	Prab.g_00688	Prbk.g_02509
OG0001248	Prab.g_00690	Prbk.g_01805
OG0001249	Prab.g_00818	Prbk.g_00865
OG0001250	Prab.g_00880	Prbk.g_02538
OG0001252	Prab.g_00938	Prbk.g_00065
OG0001253	Prab.g_01139	Prbk.g_01700
OG0001254	Prab.g_01188	Prbk.g_02196
OG0001255	Prab.g_01203	Prbk.g_01776
OG0001258	Prab.g_01666	Prbk.g_00914
OG0001259	Prab.g_01710	Prbk.g_01412
OG0001260	Prab.g_01726	Prbk.g_01382
OG0001261	Prab.g_01794	Prbk.g_00953
OG0001262	Prab.g_01897	Prbk.g_01595
OG0001265	Prab.g_00109	Prbk.g_00198
OG0001266	Prab.g_00194	Prbk.g_01250
OG0001267	Prab.g_00268	Prbk.g_00417
OG0001268	Prab.g_00326	Prbk.g_00877
OG0001269	Prab.g_00347	Prbk.g_02556
OG0001270	Prab.g_00437	Prbk.g_00330
OG0001271	Prab.g_00476	Prbk.g_02110
OG0001272	Prab.g_00490	Prbk.g_02067
OG0001273	Prab.g_00636	Prbk.g_02626
OG0001274	Prab.g_00710	Prbk.g_00651
OG0001275	Prab.g_00982	Prbk.g_00570
OG0001276	Prab.g_00954	Prbk.g_00587
OG0001277	Prab.g_01127	Prbk.g_02247
OG0001278	Prab.g_01269	Prbk.g_00176
OG0001279	Prab.g_01590	Prbk.g_01933
OG0001280	Prab.g_01325	Prbk.g_01186
OG0001281	Prab.g_01331	Prbk.g_01177
OG0001283	Prab.g_01381	Prbk.g_02256
OG0001285	Prab.g_01695	Prbk.g_01429
OG0001286	Prab.g_01806	Prbk.g_00802
OG0001288	Prab.g_01868	Prbk.g_01534
OG0001290	Prab.g_00091	Prbk.g_00018
OG0001291	Prab.g_00125	Prbk.g_00553
OG0001292	Prab.g_00238	Prbk.g_01007
OG0001293	Prab.g_00250	Prbk.g_00381
OG0001294	Prab.g_00366	Prbk.g_00707
OG0001295	Prab.g_00472	Prbk.g_01098
OG0001297	Prab.g_00518	Prbk.g_01053
OG0001298	Prab.g_00581	Prbk.g_01114
OG0001300	Prab.g_00698	Prbk.g_01801
OG0001301	Prab.g_00701	Prbk.g_01761
OG0001302	Prab.g_00827	Prbk.g_01455
OG0001303	Prab.g_00749	Prbk.g_02365
OG0001308	Prab.g_01476	Prbk.g_00277
OG0001309	Prab.g_01562	Prbk.g_01059
OG0001310	Prab.g_01681	Prbk.g_01444
OG0001311	Prab.g_00952	Prbk.g_00589
OG0001312	Prab.g_01029	Prbk.g_02354
OG0001316	Prab.g_00130	Prbk.g_00560
OG0001319	Prab.g_00261	Prbk.g_00407
OG0001321	Prab.g_00457	Prbk.g_00309
OG0001322	Prab.g_00458	Prbk.g_00308
OG0001323	Prab.g_00523	Prbk.g_01062
OG0001324	Prab.g_00699	Prbk.g_01800
OG0001326	Prab.g_01095	Prbk.g_02231
OG0001328	Prab.g_01137	Prbk.g_02413
OG0001329	Prab.g_01178	Prbk.g_01661
OG0001331	Prab.g_01366	Prbk.g_02047
OG0001332	Prab.g_01509	Prbk.g_02016
OG0001333	Prab.g_01706	Prbk.g_01416
OG0001334	Prab.g_01826	Prbk.g_00849
OG0001335	Prab.g_01827	Prbk.g_00850
OG0001336	Prab.g_01940	Prbk.g_02257
OG0001339	Prab.g_00094	Prbk.g_00015
OG0001340	Prab.g_00316	Prbk.g_00860
OG0001341	Prab.g_00765	Prbk.g_02519
OG0001344	Prab.g_01223	Prbk.g_00142
OG0001348	Prab.g_01595	Prbk.g_00671
OG0001352	Prab.g_00685	Prbk.g_01767
OG0001353	Prab.g_00872	Prbk.g_02529
OG0001354	Prab.g_01000	Prbk.g_02308
OG0001356	Prab.g_00793	Prbk.g_02191
OG0001358	Prab.g_00624	Prbk.g_02607
OG0001360	Prab.g_01140	Prbk.g_00123
OG0001361	Prab.g_01235	Prbk.g_00102
OG0001362	Prab.g_01480	Prbk.g_00281
OG0001363	Prab.g_01482	Prbk.g_00283
OG0001365	Prab.g_01907	Prbk.g_02165
OG0001371	Prab.g_00684	Prbk.g_01361
OG0001372	Prab.g_00775, Prab.g_00803	Prbk.g_01468
OG0001373	Prab.g_01096	Prbk.g_02230
OG0001374	Prab.g_01088	Prbk.g_02238
OG0001376	Prab.g_01106	Prbk.g_02183
OG0001377	Prab.g_01107	Prbk.g_02182
OG0001378	Prab.g_01149	Prbk.g_00337
OG0001379	Prab.g_01320	Prbk.g_01191
OG0001380	Prab.g_01349	Prbk.g_02564
OG0001381	Prab.g_01354	Prbk.g_00629
OG0001382	Prab.g_01581	Prbk.g_00623
OG0001385	Prab.g_01099	Prbk.g_02227
OG0001386	Prab.g_01098	Prbk.g_02228
OG0001387	Prab.g_01097	Prbk.g_02229
OG0001388	Prab.g_01094	Prbk.g_02232
OG0001389	Prab.g_01093	Prbk.g_02233
OG0001390	Prab.g_01092	Prbk.g_02234
OG0001391	Prab.g_01091	Prbk.g_02235
OG0001392	Prab.g_01090	Prbk.g_02236
OG0001393	Prab.g_01089	Prbk.g_02237
OG0001394	Prab.g_01053	Prbk.g_02437
OG0001395	Prab.g_00942	Prbk.g_00600
OG0001397	Prab.g_01481	Prbk.g_00282
OG0001398	Prab.g_01603	Prbk.g_01694
OG0001399	Prab.g_01748	Prbk.g_00834, Prbk.g_00821
OG0001403	Prab.g_00030	Prbk.g_01618
OG0001405	Prab.g_00314	Prbk.g_00852
OG0001406	Prab.g_01105	Prbk.g_02184
OG0001409	Prab.g_01226	Prbk.g_00153
OG0001414	Prab.g_00220	Prbk.g_01364
OG0001415	Prab.g_00222	Prbk.g_01135
OG0001416	Prab.g_00464	Prbk.g_01180
OG0001418	Prab.g_00689	Prbk.g_01925
OG0001422	Prab.g_01592	Prbk.g_02082
OG0001423	Prab.g_00406	Prbk.g_02679, Prbk.g_01945
OG0001425	Prab.g_01917	Prbk.g_02177
OG0001434	Prab.g_01049	Prbk.g_02441
OG0001437	Prab.g_00221	Prbk.g_01136
OG0001438	Prab.g_00281	Prbk.g_00432
OG0001441	Prab.g_00525	Prbk.g_01064
OG0001442	Prab.g_00752	Prbk.g_02445
OG0001443	Prab.g_01604	Prbk.g_00922
OG0001446	Prab.g_00071	Prbk.g_01665
OG0001449	Prab.g_00389	Prbk.g_01465
OG0001450	Prab.g_00692	Prbk.g_01827
OG0001451	Prab.g_00901	Prbk.g_00598
OG0001455	Prab.g_01171, Prab.g_01634	Prbk.g_00694
OG0001461	Prab.g_01286	Prbk.g_00296
OG0001462	Prab.g_00034	Prbk.g_01611
OG0001463	Prab.g_00274	Prbk.g_00425
OG0001464	Prab.g_00317	Prbk.g_00861
OG0001472	Prab.g_01561	Prbk.g_01841
OG0001474	Prab.g_00327	Prbk.g_00878
OG0001481	Prab.g_00362	Prbk.g_00303
OG0001484	Prab.g_00769	Prbk.g_00625
OG0001485	Prab.g_00922, Prab.g_01290	Prbk.g_02012
OG0001491	Prab.g_00825	Prbk.g_01642
OG0001500	Prab.g_00252	Prbk.g_01365
OG0001501	Prab.g_00712	Prbk.g_00169
OG0001503	Prab.g_01194	Prbk.g_01456
OG0001506	Prab.g_01507	Prbk.g_01654
OG0001525	Prab.g_01570	Prbk.g_02665
OG0001527	Prab.g_00567	Prbk.g_01878
OG0001550	Prab.g_01174	Prbk.g_01692
OG0001553	Prab.g_01463	Prbk.g_00256
OG0001555	Prab.g_01575	Prbk.g_01476
OG0001565	Prab.g_00426	Prbk.g_02513
OG0001569	Prab.g_01145	Prbk.g_02659
OG0001572	Prab.g_00415	Prbk.g_01332
OG0001598	Prab.g_01626	Prbk.g_01039
OG0001605	Prab.g_00961	Prbk.g_01656
OG0001634	Prab.g_01589	Prbk.g_00710
OG0001684	Prab.g_00593	Prbk.g_01128
OG0001698	Prab.g_01113	Prbk.g_01771
OG0001835	Prab.g_00398	Prbk.g_01759
OG0002154	Prab.g_01383	Prbk.g_00540
