Orthogroup	Prat	Syam
OG0001178	Prat.g_01597	Syam.g_01995
OG0001179	Prat.g_01710	Syam.g_00351
OG0001180	Prat.g_01732	Syam.g_00378
OG0001181	Prat.g_01736	Syam.g_00382
OG0001182	Prat.g_01745	Syam.g_00391
OG0001183	Prat.g_01749	Syam.g_00396
OG0001184	Prat.g_01766	Syam.g_00143
OG0001185	Prat.g_01783	Syam.g_00121
OG0001186	Prat.g_01807	Syam.g_00076
OG0001187	Prat.g_01810	Syam.g_00073
OG0001188	Prat.g_01812	Syam.g_00070
OG0001189	Prat.g_01829	Syam.g_00054
OG0001190	Prat.g_01834	Syam.g_02313
OG0001191	Prat.g_01844	Syam.g_02324
OG0001192	Prat.g_01849	Syam.g_02330
OG0001193	Prat.g_01863	Syam.g_02355
OG0001194	Prat.g_01864	Syam.g_02357
OG0001195	Prat.g_01865	Syam.g_02358
OG0001196	Prat.g_01881	Syam.g_02429
OG0001197	Prat.g_01883	Syam.g_02431
OG0001198	Prat.g_01890	Syam.g_02443
OG0001200	Prat.g_00073	Syam.g_02070
OG0001201	Prat.g_00105	Syam.g_02122
OG0001202	Prat.g_00201	Syam.g_02255
OG0001203	Prat.g_00243	Syam.g_00511
OG0001205	Prat.g_00406	Syam.g_01852
OG0001206	Prat.g_00425	Syam.g_01680
OG0001208	Prat.g_00442	Syam.g_00585
OG0001209	Prat.g_00497	Syam.g_00654
OG0001210	Prat.g_00501	Syam.g_00663
OG0001211	Prat.g_00511	Syam.g_00678
OG0001212	Prat.g_00558	Syam.g_01717
OG0001213	Prat.g_00593	Syam.g_01479
OG0001214	Prat.g_01088	Syam.g_01466
OG0001215	Prat.g_00764	Syam.g_00808
OG0001216	Prat.g_00790	Syam.g_01245
OG0001217	Prat.g_01486	Syam.g_01403
OG0001218	Prat.g_01217	Syam.g_01662
OG0001219	Prat.g_00863	Syam.g_01080
OG0001220	Prat.g_00984	Syam.g_01754
OG0001221	Prat.g_00728	Syam.g_01334
OG0001222	Prat.g_00944	Syam.g_01111
OG0001224	Prat.g_00961	Syam.g_00770
OG0001225	Prat.g_00963	Syam.g_00772
OG0001226	Prat.g_00078	Syam.g_01425
OG0001227	Prat.g_01197	Syam.g_02340
OG0001228	Prat.g_01106	Syam.g_01858
OG0001229	Prat.g_01228	Syam.g_00796
OG0001230	Prat.g_01343	Syam.g_01603
OG0001232	Prat.g_01614	Syam.g_02022
OG0001233	Prat.g_01635	Syam.g_01895
OG0001234	Prat.g_01672	Syam.g_00306
OG0001235	Prat.g_01676	Syam.g_00313
OG0001236	Prat.g_01763	Syam.g_00146
OG0001237	Prat.g_01767	Syam.g_00141
OG0001238	Prat.g_01845	Syam.g_02326
OG0001239	Prat.g_00068	Syam.g_02065
OG0001240	Prat.g_00090	Syam.g_02105
OG0001241	Prat.g_00099	Syam.g_02115
OG0001244	Prat.g_00140	Syam.g_02188
OG0001245	Prat.g_00671	Syam.g_01057
OG0001246	Prat.g_01485, Prat.g_00467	Syam.g_00611
OG0001247	Prat.g_00757	Syam.g_01253
OG0001248	Prat.g_00759	Syam.g_01256
OG0001249	Prat.g_00345	Syam.g_00436
OG0001250	Prat.g_00997	Syam.g_00731
OG0001251	Prat.g_00695	Syam.g_02365
OG0001253	Prat.g_01480	Syam.g_01021
OG0001254	Prat.g_01559	Syam.g_00916
OG0001255	Prat.g_01172	Syam.g_01056
OG0001256	Prat.g_01446	Syam.g_01976
OG0001258	Prat.g_01588	Syam.g_01986
OG0001259	Prat.g_01633	Syam.g_01893
OG0001260	Prat.g_01651	Syam.g_01912
OG0001261	Prat.g_01717	Syam.g_00360
OG0001262	Prat.g_01827	Syam.g_00056
OG0001263	Prat.g_00127	Syam.g_02159
OG0001265	Prat.g_00117	Syam.g_02143
OG0001266	Prat.g_00205	Syam.g_02259
OG0001267	Prat.g_00287	Syam.g_00230
OG0001268	Prat.g_00353	Syam.g_00463
OG0001269	Prat.g_00985	Syam.g_00956
OG0001270	Prat.g_00394	Syam.g_01871
OG0001271	Prat.g_00431	Syam.g_01671
OG0001272	Prat.g_00446	Syam.g_00589
OG0001273	Prat.g_01095	Syam.g_01472
OG0001274	Prat.g_00228	Syam.g_02285
OG0001275	Prat.g_00922	Syam.g_01174
OG0001276	Prat.g_00936	Syam.g_01190
OG0001277	Prat.g_00817	Syam.g_02415
OG0001278	Prat.g_01102	Syam.g_00862
OG0001279	Prat.g_00828	Syam.g_01590
OG0001280	Prat.g_01248	Syam.g_01827
OG0001281	Prat.g_01254	Syam.g_01837
OG0001282	Prat.g_01292	Syam.g_00574
OG0001283	Prat.g_01877	Syam.g_02424
OG0001284	Prat.g_01433	Syam.g_01960
OG0001285	Prat.g_01617	Syam.g_02380
OG0001286	Prat.g_01730	Syam.g_00376
OG0001287	Prat.g_01790	Syam.g_00113
OG0001288	Prat.g_01800	Syam.g_00102
OG0001289	Prat.g_00085	Syam.g_02089
OG0001290	Prat.g_00098	Syam.g_02114
OG0001291	Prat.g_00135	Syam.g_02170
OG0001292	Prat.g_00254	Syam.g_00276
OG0001293	Prat.g_00268	Syam.g_00256
OG0001294	Prat.g_01546	Syam.g_01365
OG0001295	Prat.g_01215	Syam.g_00665
OG0001296	Prat.g_00472	Syam.g_00617
OG0001297	Prat.g_00477	Syam.g_00621
OG0001298	Prat.g_00541	Syam.g_01738
OG0001299	Prat.g_01057	Syam.g_01371
OG0001300	Prat.g_00768	Syam.g_00800
OG0001301	Prat.g_00773	Syam.g_00786
OG0001302	Prat.g_00859	Syam.g_01437
OG0001303	Prat.g_01550	Syam.g_01082
OG0001304	Prat.g_00949	Syam.g_01204
OG0001305	Prat.g_00969	Syam.g_00780
OG0001306	Prat.g_01170	Syam.g_01811
OG0001307	Prat.g_01283	Syam.g_00945
OG0001308	Prat.g_01363	Syam.g_01623
OG0001309	Prat.g_00481	Syam.g_00628
OG0001311	Prat.g_00938	Syam.g_01192
OG0001312	Prat.g_00872	Syam.g_01092
OG0001316	Prat.g_00139	Syam.g_02176
OG0001317	Prat.g_00239	Syam.g_00505
OG0001319	Prat.g_00280	Syam.g_00241
OG0001321	Prat.g_00413	Syam.g_01846
OG0001322	Prat.g_00414	Syam.g_01845
OG0001324	Prat.g_00769	Syam.g_00799
OG0001325	Prat.g_00793	Syam.g_01241
OG0001327	Prat.g_00704	Syam.g_01359
OG0001330	Prat.g_01468	Syam.g_01819
OG0001331	Prat.g_01297	Syam.g_00569
OG0001332	Prat.g_01403	Syam.g_01919
OG0001333	Prat.g_01629	Syam.g_01889
OG0001334	Prat.g_01752	Syam.g_00405
OG0001335	Prat.g_01753	Syam.g_00406
OG0001336	Prat.g_01878	Syam.g_02425
OG0001337	Prat.g_00339	Syam.g_00402, Syam.g_00424
OG0001338	Prat.g_00342	Syam.g_00419, Syam.g_00985, Syam.g_01533, Syam.g_00428
OG0001339	Prat.g_00101	Syam.g_02117
OG0001340	Prat.g_00340	Syam.g_00425
OG0001341	Prat.g_01225	Syam.g_00795
OG0001343	Prat.g_00692	Syam.g_02361
OG0001344	Prat.g_01152	Syam.g_01790
OG0001346	Prat.g_01250	Syam.g_01831
OG0001348	Prat.g_00827	Syam.g_00750
OG0001351	Prat.g_00416	Syam.g_01695
OG0001352	Prat.g_00753	Syam.g_00644
OG0001353	Prat.g_01005	Syam.g_00742
OG0001354	Prat.g_00906	Syam.g_01145
OG0001359	Prat.g_00693	Syam.g_02360
OG0001361	Prat.g_01138	Syam.g_01767
OG0001362	Prat.g_01367	Syam.g_01628
OG0001363	Prat.g_01369	Syam.g_01630
OG0001364	Prat.g_01755	Syam.g_00158
OG0001368	Prat.g_00632, Prat.g_00818	Syam.g_00283
OG0001370	Prat.g_00422	Syam.g_02033, Syam.g_01536, Syam.g_01942
OG0001372	Prat.g_01503	Syam.g_00450, Syam.g_00984
OG0001375	Prat.g_00691	Syam.g_02362
OG0001379	Prat.g_01243	Syam.g_01821
OG0001380	Prat.g_01178	Syam.g_01409
OG0001381	Prat.g_01181	Syam.g_00939
OG0001394	Prat.g_00732	Syam.g_01321
OG0001397	Prat.g_01368	Syam.g_01629
OG0001398	Prat.g_00810	Syam.g_01052
OG0001400	Prat.g_01458	Syam.g_00836
OG0001401	Prat.g_00850	Syam.g_00738, Syam.g_00737
OG0001402	Prat.g_00588	Syam.g_01490
OG0001404	Prat.g_00065	Syam.g_02061
OG0001405	Prat.g_00333	Syam.g_00408
OG0001407	Prat.g_01521	Syam.g_00645
OG0001414	Prat.g_00233	Syam.g_00940
OG0001416	Prat.g_00421	Syam.g_01834
OG0001419	Prat.g_01522	Syam.g_00646
OG0001421	Prat.g_01447	Syam.g_01019
OG0001422	Prat.g_00660, Prat.g_00659	Syam.g_01822
OG0001425	Prat.g_01848	Syam.g_02329
OG0001428	Prat.g_00173	Syam.g_02220
OG0001429	Prat.g_00864	Syam.g_01083
OG0001430	Prat.g_01216	Syam.g_02305
OG0001434	Prat.g_00737	Syam.g_01316
OG0001435	Prat.g_00711	Syam.g_01353
OG0001438	Prat.g_00301	Syam.g_00215
OG0001441	Prat.g_00484	Syam.g_00633
OG0001443	Prat.g_01227	Syam.g_02335
OG0001448	Prat.g_00658	Syam.g_02342
OG0001452	Prat.g_00697	Syam.g_00268
OG0001461	Prat.g_00378	Syam.g_00928
OG0001465	Prat.g_00779	Syam.g_01250
OG0001467	Prat.g_01290	Syam.g_01438
OG0001468	Prat.g_00679	Syam.g_01435
OG0001477	Prat.g_01514, Prat.g_01515	Syam.g_00789
OG0001484	Prat.g_00635	Syam.g_02378
OG0001487	Prat.g_01395	Syam.g_01661
OG0001488	Prat.g_01143	Syam.g_01774
OG0001489	Prat.g_01741	Syam.g_00387
OG0001495	Prat.g_01681	Syam.g_00318
OG0001496	Prat.g_01512	Syam.g_00791
OG0001497	Prat.g_01513	Syam.g_00790
OG0001498	Prat.g_00371	Syam.g_00490
OG0001499	Prat.g_00667	Syam.g_02154, Syam.g_01397
OG0001510	Prat.g_01794	Syam.g_00109
OG0001511	Prat.g_00109	Syam.g_02129
OG0001512	Prat.g_01231	Syam.g_00512
OG0001514	Prat.g_01511	Syam.g_00792
OG0001515	Prat.g_00766	Syam.g_00804
OG0001516	Prat.g_01060	Syam.g_01374
OG0001517	Prat.g_01328, Prat.g_00349	Syam.g_00458
OG0001518	Prat.g_01847	Syam.g_02328
OG0001519	Prat.g_01852	Syam.g_02337
OG0001526	Prat.g_01460	Syam.g_02183
OG0001527	Prat.g_00526	Syam.g_00693
OG0001529	Prat.g_00043	Syam.g_00047
OG0001530	Prat.g_00108	Syam.g_02127
OG0001531	Prat.g_00244	Syam.g_00513
OG0001532	Prat.g_01125	Syam.g_00897
OG0001534	Prat.g_00950	Syam.g_01205
OG0001535	Prat.g_00935	Syam.g_01188
OG0001536	Prat.g_00892	Syam.g_01119
OG0001537	Prat.g_00729	Syam.g_01333
OG0001538	Prat.g_01032	Syam.g_01285
OG0001539	Prat.g_00706	Syam.g_01357
OG0001540	Prat.g_00129	Syam.g_02161
OG0001541	Prat.g_00181	Syam.g_02229
OG0001542	Prat.g_00187	Syam.g_02238
OG0001543	Prat.g_01221	Syam.g_02271
OG0001544	Prat.g_01851	Syam.g_02336
OG0001545	Prat.g_01868	Syam.g_02414
OG0001548	Prat.g_00643	Syam.g_01420
OG0001549	Prat.g_00975	Syam.g_01761
OG0001557	Prat.g_00733	Syam.g_01320
OG0001558	Prat.g_00846	Syam.g_00019
OG0001559	Prat.g_00107	Syam.g_02126
OG0001560	Prat.g_00097	Syam.g_02113
OG0001561	Prat.g_00940	Syam.g_01195
OG0001562	Prat.g_00927	Syam.g_01180
OG0001563	Prat.g_01725	Syam.g_00370
OG0001574	Prat.g_00524	Syam.g_00691
OG0001575	Prat.g_00529	Syam.g_00696
OG0001576	Prat.g_01262	Syam.g_01699
OG0001577	Prat.g_01160	Syam.g_01799
OG0001579	Prat.g_00337	Syam.g_00418
OG0001580	Prat.g_00050	Syam.g_02300
OG0001589	Prat.g_01638	Syam.g_01897
OG0001591	Prat.g_00746	Syam.g_01363
OG0001592	Prat.g_00049	Syam.g_02301
OG0001602	Prat.g_00778	Syam.g_01251
OG0001614	Prat.g_01782	Syam.g_00123
OG0001616	Prat.g_01133	Syam.g_00909
OG0001617	Prat.g_00770	Syam.g_00797
OG0001619	Prat.g_00882	Syam.g_01108
OG0001620	Prat.g_00357	Syam.g_00470
OG0001621	Prat.g_00259	Syam.g_00267
OG0001622	Prat.g_01876	Syam.g_02423
OG0001625	Prat.g_00265	Syam.g_00262
OG0001636	Prat.g_00035	Syam.g_00040
OG0001639	Prat.g_01406	Syam.g_01924
OG0001640	Prat.g_00954	Syam.g_00756
OG0001643	Prat.g_01085	Syam.g_01463
OG0001644	Prat.g_00806	Syam.g_01229
OG0001652	Prat.g_00844	Syam.g_00018
OG0001654	Prat.g_01404	Syam.g_01922
OG0001655	Prat.g_01230	Syam.g_00838, Syam.g_01691
OG0001656	Prat.g_00336	Syam.g_00413
OG0001657	Prat.g_00155	Syam.g_02202
OG0001658	Prat.g_00045	Syam.g_02312
OG0001669	Prat.g_00041	Syam.g_00088
OG0001673	Prat.g_00237	Syam.g_00503
OG0001676	Prat.g_00338	Syam.g_00412
OG0001678	Prat.g_01659	Syam.g_00291
OG0001691	Prat.g_00952	Syam.g_01497
OG0001692	Prat.g_01347	Syam.g_01608
OG0001693	Prat.g_00625	Syam.g_00775
OG0001694	Prat.g_00289	Syam.g_00228
OG0001703	Prat.g_00437	Syam.g_00577
OG0001713	Prat.g_01149	Syam.g_01783
OG0001717	Prat.g_00168	Syam.g_02215
OG0001729	Prat.g_00247	Syam.g_00516
OG0001737	Prat.g_00836	Syam.g_00209
OG0001752	Prat.g_01653	Syam.g_01914
OG0001761	Prat.g_00578	Syam.g_01505
OG0001769	Prat.g_01222	Syam.g_01449
OG0001771	Prat.g_01576	Syam.g_00958
OG0001795	Prat.g_00675	Syam.g_01940
OG0001803	Prat.g_00402	Syam.g_01856
OG0001810	Prat.g_00832	Syam.g_02174
OG0001813	Prat.g_01855	Syam.g_02345
OG0001816	Prat.g_00703	Syam.g_01360
OG0001835	Prat.g_01543	Syam.g_00964
OG0001907	Prat.g_01459	Syam.g_02180
OG0001916	Prat.g_00457	Syam.g_00600
OG0001974	Prat.g_01491	Syam.g_02309
OG0002154	Prat.g_01289	Syam.g_02181
OG0002177	Prat.g_00598	Syam.g_01406
OG0002237	Prat.g_01096	Syam.g_01474
OG0002247	Prat.g_00535	Syam.g_01748
OG0002285	Prat.g_00875	Syam.g_01095
OG0002296	Prat.g_01377	Syam.g_01638
OG0002434	Prat.g_00521	Syam.g_00687
OG0002579	Prat.g_01288	Syam.g_02182
OG0003228	Prat.g_01461	Syam.g_02184
OG0004666	Prat.g_00612	Syam.g_02045
