Orthogroup	Prat	Syan
OG0001176	Prat.g_01678	Syan.g_02253
OG0001177	Prat.g_01680	Syan.g_02256
OG0001179	Prat.g_01710	Syan.g_02218
OG0001180	Prat.g_01732	Syan.g_02191
OG0001181	Prat.g_01736	Syan.g_02187
OG0001182	Prat.g_01745	Syan.g_02179
OG0001183	Prat.g_01749	Syan.g_02166
OG0001184	Prat.g_01766	Syan.g_01929
OG0001185	Prat.g_01783	Syan.g_01902
OG0001186	Prat.g_01807	Syan.g_01864
OG0001187	Prat.g_01810	Syan.g_01811
OG0001188	Prat.g_01812	Syan.g_01806
OG0001189	Prat.g_01829	Syan.g_01723
OG0001190	Prat.g_01834	Syan.g_01565
OG0001191	Prat.g_01844	Syan.g_01578
OG0001192	Prat.g_01849	Syan.g_01585
OG0001193	Prat.g_01863	Syan.g_01626
OG0001194	Prat.g_01864	Syan.g_01627
OG0001195	Prat.g_01865	Syan.g_01628
OG0001196	Prat.g_01881	Syan.g_01693
OG0001197	Prat.g_01883	Syan.g_01695
OG0001198	Prat.g_01890	Syan.g_01793
OG0001200	Prat.g_00073	Syan.g_02915
OG0001201	Prat.g_00105	Syan.g_02975
OG0001202	Prat.g_00201	Syan.g_03084
OG0001203	Prat.g_00243	Syan.g_02426
OG0001205	Prat.g_00406	Syan.g_01337
OG0001206	Prat.g_00425	Syan.g_02880
OG0001207	Prat.g_00436	Syan.g_02772
OG0001208	Prat.g_00442	Syan.g_02762
OG0001209	Prat.g_00497	Syan.g_01163
OG0001210	Prat.g_00501	Syan.g_00830
OG0001211	Prat.g_00511	Syan.g_00852
OG0001212	Prat.g_00558	Syan.g_01002
OG0001213	Prat.g_00593	Syan.g_01141
OG0001214	Prat.g_01088	Syan.g_00814
OG0001215	Prat.g_00764	Syan.g_00539
OG0001216	Prat.g_00790	Syan.g_00319
OG0001217	Prat.g_01486	Syan.g_00617
OG0001218	Prat.g_01217	Syan.g_02837
OG0001219	Prat.g_00863	Syan.g_00477
OG0001220	Prat.g_00984	Syan.g_00203
OG0001221	Prat.g_00728	Syan.g_01446
OG0001222	Prat.g_00944	Syan.g_00552
OG0001223	Prat.g_00914	Syan.g_00599
OG0001224	Prat.g_00961	Syan.g_00294
OG0001225	Prat.g_00963	Syan.g_00292
OG0001226	Prat.g_00078	Syan.g_02922
OG0001227	Prat.g_01197	Syan.g_00940
OG0001228	Prat.g_01106	Syan.g_01938
OG0001229	Prat.g_01228	Syan.g_02631
OG0001230	Prat.g_01343	Syan.g_01288
OG0001232	Prat.g_01614	Syan.g_01439
OG0001233	Prat.g_01635	Syan.g_01461
OG0001234	Prat.g_01672	Syan.g_01995
OG0001235	Prat.g_01676	Syan.g_02130
OG0001236	Prat.g_01763	Syan.g_01933
OG0001237	Prat.g_01767	Syan.g_01928
OG0001239	Prat.g_00068	Syan.g_02910
OG0001240	Prat.g_00090	Syan.g_02963
OG0001243	Prat.g_00125	Syan.g_02289
OG0001244	Prat.g_00140	Syan.g_03004
OG0001245	Prat.g_00671	Syan.g_00179
OG0001246	Prat.g_01485, Prat.g_00467	Syan.g_02734
OG0001247	Prat.g_00757	Syan.g_00199
OG0001249	Prat.g_00345	Syan.g_02150
OG0001250	Prat.g_00997	Syan.g_00382
OG0001251	Prat.g_00695	Syan.g_00490
OG0001253	Prat.g_01480	Syan.g_00099
OG0001254	Prat.g_01559	Syan.g_01148
OG0001256	Prat.g_01446	Syan.g_01384
OG0001258	Prat.g_01588	Syan.g_01395
OG0001259	Prat.g_01633	Syan.g_01459
OG0001260	Prat.g_01651	Syan.g_01478
OG0001261	Prat.g_01717	Syan.g_02209
OG0001262	Prat.g_01827	Syan.g_01721
OG0001263	Prat.g_00127	Syan.g_02286
OG0001264	Prat.g_01473	Syan.g_02949
OG0001265	Prat.g_00117	Syan.g_02299
OG0001266	Prat.g_00205	Syan.g_03088
OG0001267	Prat.g_00287	Syan.g_02023
OG0001268	Prat.g_00353	Syan.g_02138
OG0001270	Prat.g_00394	Syan.g_02393
OG0001271	Prat.g_00431	Syan.g_02849
OG0001272	Prat.g_00446	Syan.g_02758
OG0001274	Prat.g_00228	Syan.g_01528
OG0001275	Prat.g_00922	Syan.g_00628
OG0001276	Prat.g_00936	Syan.g_00360
OG0001277	Prat.g_00817	Syan.g_00007
OG0001278	Prat.g_01102	Syan.g_02585
OG0001279	Prat.g_00828	Syan.g_01306
OG0001281	Prat.g_01254	Syan.g_01220
OG0001282	Prat.g_01292	Syan.g_02774
OG0001283	Prat.g_01877	Syan.g_01687
OG0001284	Prat.g_01433	Syan.g_01369
OG0001285	Prat.g_01617	Syan.g_00977
OG0001286	Prat.g_01730	Syan.g_02193
OG0001287	Prat.g_01790	Syan.g_01894
OG0001289	Prat.g_00085	Syan.g_02942
OG0001291	Prat.g_00135	Syan.g_02273
OG0001292	Prat.g_00254	Syan.g_02091
OG0001293	Prat.g_00268	Syan.g_02051
OG0001294	Prat.g_01546	Syan.g_00758
OG0001295	Prat.g_01215	Syan.g_00836
OG0001296	Prat.g_00472	Syan.g_02728
OG0001297	Prat.g_00477	Syan.g_02724
OG0001298	Prat.g_00541	Syan.g_00944
OG0001299	Prat.g_01057	Syan.g_00764
OG0001303	Prat.g_01550	Syan.g_00479
OG0001304	Prat.g_00949	Syan.g_00345
OG0001305	Prat.g_00969	Syan.g_00191
OG0001306	Prat.g_01170	Syan.g_02714
OG0001308	Prat.g_01363	Syan.g_01248
OG0001309	Prat.g_00481	Syan.g_01196
OG0001310	Prat.g_01604	Syan.g_01422
OG0001311	Prat.g_00938	Syan.g_00358
OG0001312	Prat.g_00872	Syan.g_00496
OG0001313	Prat.g_00849	Syan.g_02860
OG0001317	Prat.g_00239	Syan.g_02422
OG0001318	Prat.g_00263	Syan.g_02060
OG0001319	Prat.g_00280	Syan.g_02034
OG0001325	Prat.g_00793	Syan.g_00323
OG0001327	Prat.g_00704	Syan.g_00753
OG0001329	Prat.g_01542	Syan.g_00838
OG0001330	Prat.g_01468	Syan.g_01202
OG0001331	Prat.g_01297	Syan.g_02779
OG0001332	Prat.g_01403	Syan.g_00412
OG0001333	Prat.g_01629	Syan.g_01455
OG0001336	Prat.g_01878	Syan.g_01688
OG0001337	Prat.g_00339	Syan.g_02151
OG0001341	Prat.g_01225	Syan.g_00524
OG0001346	Prat.g_01250	Syan.g_01214
OG0001351	Prat.g_00416	Syan.g_02804
OG0001353	Prat.g_01005	Syan.g_00372
OG0001354	Prat.g_00906	Syan.g_00585
OG0001361	Prat.g_01138	Syan.g_02658
OG0001364	Prat.g_01755	Syan.g_01950
OG0001365	Prat.g_01838	Syan.g_01570
OG0001368	Prat.g_00632, Prat.g_00818	Syan.g_02098
OG0001369	Prat.g_01269	Syan.g_02962
OG0001371	Prat.g_00752	Syan.g_02927, Syan.g_02928
OG0001379	Prat.g_01243	Syan.g_01206
OG0001380	Prat.g_01178	Syan.g_00442
OG0001394	Prat.g_00732	Syan.g_00722
OG0001398	Prat.g_00810	Syan.g_02932
OG0001400	Prat.g_01458	Syan.g_02263
OG0001401	Prat.g_00850	Syan.g_00376
OG0001402	Prat.g_00588	Syan.g_00011
OG0001403	Prat.g_00032	Syan.g_01744
OG0001404	Prat.g_00065	Syan.g_00343
OG0001407	Prat.g_01521	Syan.g_00455
OG0001409	Prat.g_01148	Syan.g_00284
OG0001415	Prat.g_00235	Syan.g_01004
OG0001416	Prat.g_00421	Syan.g_00103
OG0001418	Prat.g_00758	Syan.g_02689
OG0001419	Prat.g_01522	Syan.g_00454
OG0001422	Prat.g_00660, Prat.g_00659	Syan.g_00645
OG0001425	Prat.g_01848	Syan.g_01584
OG0001428	Prat.g_00173	Syan.g_03039
OG0001429	Prat.g_00864	Syan.g_00480
OG0001434	Prat.g_00737	Syan.g_00717
OG0001435	Prat.g_00711	Syan.g_00745
OG0001437	Prat.g_00234	Syan.g_01005
OG0001438	Prat.g_00301	Syan.g_02009
OG0001441	Prat.g_00484	Syan.g_01191
OG0001443	Prat.g_01227	Syan.g_01590
OG0001452	Prat.g_00697	Syan.g_02066
OG0001461	Prat.g_00378	Syan.g_00657
OG0001467	Prat.g_01290	Syan.g_00107
OG0001487	Prat.g_01395	Syan.g_02836
OG0001488	Prat.g_01143	Syan.g_02666
OG0001489	Prat.g_01741	Syan.g_02182
OG0001495	Prat.g_01681	Syan.g_02257
OG0001496	Prat.g_01512	Syan.g_01154
OG0001497	Prat.g_01513	Syan.g_01155
OG0001498	Prat.g_00371	Syan.g_02317
OG0001510	Prat.g_01794	Syan.g_01890
OG0001511	Prat.g_00109	Syan.g_02983
OG0001512	Prat.g_01231	Syan.g_02428
OG0001515	Prat.g_00766	Syan.g_00505
OG0001516	Prat.g_01060	Syan.g_00172
OG0001517	Prat.g_01328, Prat.g_00349	Syan.g_02143
OG0001518	Prat.g_01847	Syan.g_01582
OG0001519	Prat.g_01852	Syan.g_01592
OG0001527	Prat.g_00526	Syan.g_00867
OG0001529	Prat.g_00043	Syan.g_01730
OG0001530	Prat.g_00108	Syan.g_02981
OG0001531	Prat.g_00244	Syan.g_01511, Syan.g_02436
OG0001532	Prat.g_01125	Syan.g_02637
OG0001534	Prat.g_00950	Syan.g_00344
OG0001535	Prat.g_00935	Syan.g_00362
OG0001536	Prat.g_00892	Syan.g_00560
OG0001537	Prat.g_00729	Syan.g_00729
OG0001538	Prat.g_01032	Syan.g_00685
OG0001539	Prat.g_00706	Syan.g_00750
OG0001540	Prat.g_00129	Syan.g_02284
OG0001541	Prat.g_00181	Syan.g_03048
OG0001542	Prat.g_00187	Syan.g_03059
OG0001543	Prat.g_01221	Syan.g_03110
OG0001544	Prat.g_01851	Syan.g_01591
OG0001545	Prat.g_01868	Syan.g_01661
OG0001549	Prat.g_00975	Syan.g_00077
OG0001553	Prat.g_01349	Syan.g_01282
OG0001557	Prat.g_00733	Syan.g_00721
OG0001558	Prat.g_00846	Syan.g_01760
OG0001559	Prat.g_00107	Syan.g_02980
OG0001560	Prat.g_00097	Syan.g_02969
OG0001561	Prat.g_00940	Syan.g_00356
OG0001562	Prat.g_00927	Syan.g_00650
OG0001563	Prat.g_01725	Syan.g_02200
OG0001566	Prat.g_00750	Syan.g_01072
OG0001574	Prat.g_00524	Syan.g_00865
OG0001575	Prat.g_00529	Syan.g_00870
OG0001576	Prat.g_01262	Syan.g_01242
OG0001577	Prat.g_01160	Syan.g_02701
OG0001580	Prat.g_00050	Syan.g_01551
OG0001584	Prat.g_01047	Syan.g_00701
OG0001589	Prat.g_01638	Syan.g_01463
OG0001591	Prat.g_00746	Syan.g_00756
OG0001592	Prat.g_00049	Syan.g_01552
OG0001614	Prat.g_01782	Syan.g_01905
OG0001616	Prat.g_01133	Syan.g_02649
OG0001617	Prat.g_00770	Syan.g_01033
OG0001619	Prat.g_00882	Syan.g_00549
OG0001620	Prat.g_00357	Syan.g_02131
OG0001621	Prat.g_00259	Syan.g_02064
OG0001622	Prat.g_01876	Syan.g_01686
OG0001625	Prat.g_00265	Syan.g_02057
OG0001636	Prat.g_00035	Syan.g_01738
OG0001639	Prat.g_01406	Syan.g_02407
OG0001640	Prat.g_00954	Syan.g_00309
OG0001642	Prat.g_00986	Syan.g_02603
OG0001643	Prat.g_01085	Syan.g_00811
OG0001644	Prat.g_00806	Syan.g_00336
OG0001652	Prat.g_00844	Syan.g_01762
OG0001654	Prat.g_01404	Syan.g_02409
OG0001655	Prat.g_01230	Syan.g_00416
OG0001657	Prat.g_00155	Syan.g_03019
OG0001658	Prat.g_00045	Syan.g_01564
OG0001669	Prat.g_00041	Syan.g_02176
OG0001671	Prat.g_00837	Syan.g_03115, Syan.g_01514
OG0001673	Prat.g_00237	Syan.g_02896
OG0001678	Prat.g_01659	Syan.g_02109
OG0001679	Prat.g_00343	Syan.g_02307
OG0001691	Prat.g_00952	Syan.g_01609
OG0001692	Prat.g_01347	Syan.g_01284
OG0001693	Prat.g_00625	Syan.g_00196
OG0001694	Prat.g_00289	Syan.g_02021
OG0001703	Prat.g_00437	Syan.g_02770
OG0001717	Prat.g_00168	Syan.g_03034
OG0001729	Prat.g_00247	Syan.g_01506, Syan.g_02440
OG0001731	Prat.g_01419	Syan.g_01353
OG0001737	Prat.g_00836	Syan.g_02002
OG0001748	Prat.g_00838	Syan.g_01516
OG0001752	Prat.g_01653	Syan.g_01481
OG0001761	Prat.g_00578	Syan.g_00207
OG0001769	Prat.g_01222	Syan.g_00794
OG0001771	Prat.g_01576	Syan.g_01176
OG0001782	Prat.g_01498	Syan.g_01869
OG0001803	Prat.g_00402	Syan.g_01341
OG0001810	Prat.g_00832	Syan.g_02265
OG0001813	Prat.g_01855	Syan.g_01613
OG0001816	Prat.g_00703	Syan.g_00754
OG0001837	Prat.g_00839	Syan.g_01515
OG0001907	Prat.g_01459	Syan.g_00148
OG0001955	Prat.g_01218	Syan.g_00517
OG0001974	Prat.g_01491	Syan.g_00279
OG0001977	Prat.g_01859	Syan.g_01621
OG0001996	Prat.g_00030	Syan.g_01746
OG0002052	Prat.g_00945	Syan.g_00061
OG0002097	Prat.g_01321	Syan.g_01105
OG0002154	Prat.g_01289	Syan.g_00846
OG0002246	Prat.g_01537	Syan.g_02323
OG0002247	Prat.g_00535	Syan.g_00877
OG0002274	Prat.g_01319	Syan.g_01104
OG0002285	Prat.g_00875	Syan.g_00499
OG0002296	Prat.g_01377	Syan.g_02814
OG0002379	Prat.g_01536	Syan.g_00214
OG0002486	Prat.g_01497	Syan.g_01870
OG0002495	Prat.g_01541	Syan.g_00177
OG0002700	Prat.g_01205	Syan.g_02461
OG0002893	Prat.g_01322	Syan.g_01113
