Orthogroup	Prat	Syaq
OG0001144	Prat.g_01110	Syaq.g_00166
OG0001145	Prat.g_01241	Syaq.g_00284
OG0001146	Prat.g_01253	Syaq.g_00305
OG0001147	Prat.g_01287	Syaq.g_00438
OG0001148	Prat.g_01293	Syaq.g_01761
OG0001149	Prat.g_01294	Syaq.g_01760
OG0001150	Prat.g_01295	Syaq.g_01759
OG0001151	Prat.g_01306	Syaq.g_01746
OG0001152	Prat.g_01307	Syaq.g_01745
OG0001153	Prat.g_01387	Syaq.g_00413
OG0001154	Prat.g_01388	Syaq.g_00414
OG0001155	Prat.g_01407	Syaq.g_01739
OG0001156	Prat.g_01410	Syaq.g_01729
OG0001157	Prat.g_01411	Syaq.g_01728
OG0001158	Prat.g_01412	Syaq.g_01727
OG0001159	Prat.g_01413	Syaq.g_01726
OG0001160	Prat.g_01439	Syaq.g_01693
OG0001161	Prat.g_01502	Syaq.g_01233
OG0001162	Prat.g_01500	Syaq.g_00331
OG0001163	Prat.g_01583	Syaq.g_01685
OG0001164	Prat.g_01587	Syaq.g_01679
OG0001165	Prat.g_01590	Syaq.g_01674
OG0001166	Prat.g_01610	Syaq.g_01652
OG0001167	Prat.g_01628	Syaq.g_01039
OG0001169	Prat.g_01632	Syaq.g_01620
OG0001170	Prat.g_01634	Syaq.g_01618
OG0001171	Prat.g_01645	Syaq.g_01607
OG0001172	Prat.g_01660	Syaq.g_00690
OG0001173	Prat.g_01661	Syaq.g_00689
OG0001174	Prat.g_01669	Syaq.g_00681
OG0001175	Prat.g_01670	Syaq.g_00680
OG0001176	Prat.g_01678	Syaq.g_00656
OG0001177	Prat.g_01680	Syaq.g_00658
OG0001178	Prat.g_01597	Syaq.g_01667
OG0001179	Prat.g_01710	Syaq.g_00626
OG0001180	Prat.g_01732	Syaq.g_00600
OG0001181	Prat.g_01736	Syaq.g_00596
OG0001182	Prat.g_01745	Syaq.g_00587
OG0001183	Prat.g_01749	Syaq.g_00579
OG0001184	Prat.g_01766	Syaq.g_00995
OG0001185	Prat.g_01783	Syaq.g_01022
OG0001186	Prat.g_01807	Syaq.g_01058
OG0001187	Prat.g_01810	Syaq.g_01061
OG0001188	Prat.g_01812	Syaq.g_01065
OG0001189	Prat.g_01829	Syaq.g_01095
OG0001190	Prat.g_01834	Syaq.g_01264
OG0001191	Prat.g_01844	Syaq.g_01248
OG0001192	Prat.g_01849	Syaq.g_01242
OG0001193	Prat.g_01863	Syaq.g_01217
OG0001194	Prat.g_01864	Syaq.g_01214
OG0001195	Prat.g_01865	Syaq.g_01213
OG0001196	Prat.g_01881	Syaq.g_01169
OG0001197	Prat.g_01883	Syaq.g_01167
OG0001198	Prat.g_01890	Syaq.g_01153
OG0001200	Prat.g_00073	Syaq.g_01551
OG0001201	Prat.g_00105	Syaq.g_01486
OG0001202	Prat.g_00201	Syaq.g_01358
OG0001203	Prat.g_00243	Syaq.g_01581
OG0001205	Prat.g_00406	Syaq.g_00491
OG0001206	Prat.g_00425	Syaq.g_00468
OG0001207	Prat.g_00436	Syaq.g_01764
OG0001208	Prat.g_00442	Syaq.g_01774
OG0001209	Prat.g_00497	Syaq.g_01841
OG0001210	Prat.g_00501	Syaq.g_01852
OG0001211	Prat.g_00511	Syaq.g_01932
OG0001212	Prat.g_00558	Syaq.g_01990
OG0001213	Prat.g_00593	Syaq.g_02072
OG0001214	Prat.g_01088	Syaq.g_02084
OG0001215	Prat.g_00764	Syaq.g_02580
OG0001216	Prat.g_00790	Syaq.g_00026
OG0001217	Prat.g_01486	Syaq.g_01885
OG0001218	Prat.g_01217	Syaq.g_00423
OG0001219	Prat.g_00863	Syaq.g_02434
OG0001220	Prat.g_00984	Syaq.g_02412
OG0001221	Prat.g_00728	Syaq.g_02300
OG0001222	Prat.g_00944	Syaq.g_02472
OG0001223	Prat.g_00914	Syaq.g_02516
OG0001224	Prat.g_00961	Syaq.g_02683
OG0001225	Prat.g_00963	Syaq.g_02681
OG0001226	Prat.g_00078	Syaq.g_01543
OG0001227	Prat.g_01197	Syaq.g_00333
OG0001230	Prat.g_01343	Syaq.g_00361
OG0001232	Prat.g_01614	Syaq.g_01643
OG0001233	Prat.g_01635	Syaq.g_01617
OG0001234	Prat.g_01672	Syaq.g_00676
OG0001235	Prat.g_01676	Syaq.g_00665
OG0001236	Prat.g_01763	Syaq.g_00990
OG0001237	Prat.g_01767	Syaq.g_00999
OG0001238	Prat.g_01845	Syaq.g_01246
OG0001239	Prat.g_00068	Syaq.g_01556
OG0001240	Prat.g_00090	Syaq.g_01502
OG0001241	Prat.g_00099	Syaq.g_01492
OG0001243	Prat.g_00125	Syaq.g_01457
OG0001244	Prat.g_00140	Syaq.g_01430
OG0001245	Prat.g_00671	Syaq.g_01916
OG0001246	Prat.g_01485, Prat.g_00467	Syaq.g_01802
OG0001248	Prat.g_00759	Syaq.g_01891
OG0001249	Prat.g_00345	Syaq.g_00563
OG0001250	Prat.g_00997	Syaq.g_02389
OG0001251	Prat.g_00695	Syaq.g_02135
OG0001253	Prat.g_01480	Syaq.g_01918
OG0001254	Prat.g_01559	Syaq.g_02214
OG0001255	Prat.g_01172	Syaq.g_02111
OG0001256	Prat.g_01446	Syaq.g_01686
OG0001258	Prat.g_01588	Syaq.g_01676
OG0001259	Prat.g_01633	Syaq.g_01619
OG0001260	Prat.g_01651	Syaq.g_01595
OG0001261	Prat.g_01717	Syaq.g_00617
OG0001262	Prat.g_01827	Syaq.g_01093
OG0001263	Prat.g_00127	Syaq.g_01454
OG0001264	Prat.g_01473	Syaq.g_01513
OG0001265	Prat.g_00117	Syaq.g_01466
OG0001266	Prat.g_00205	Syaq.g_01354
OG0001267	Prat.g_00287	Syaq.g_00763
OG0001268	Prat.g_00353	Syaq.g_00553
OG0001269	Prat.g_00985	Syaq.g_01866
OG0001270	Prat.g_00394	Syaq.g_00504
OG0001271	Prat.g_00431	Syaq.g_00445
OG0001272	Prat.g_00446	Syaq.g_01778
OG0001273	Prat.g_01095	Syaq.g_02077
OG0001274	Prat.g_00228	Syaq.g_01303
OG0001275	Prat.g_00922	Syaq.g_02531
OG0001276	Prat.g_00936	Syaq.g_00062
OG0001278	Prat.g_01102	Syaq.g_00155
OG0001279	Prat.g_00828	Syaq.g_01867
OG0001280	Prat.g_01248	Syaq.g_00294
OG0001281	Prat.g_01254	Syaq.g_00306
OG0001282	Prat.g_01292	Syaq.g_01762
OG0001283	Prat.g_01877	Syaq.g_01175
OG0001284	Prat.g_01433	Syaq.g_01700
OG0001285	Prat.g_01617	Syaq.g_01639
OG0001286	Prat.g_01730	Syaq.g_00602
OG0001287	Prat.g_01790	Syaq.g_01030
OG0001289	Prat.g_00085	Syaq.g_01528
OG0001290	Prat.g_00098	Syaq.g_01493
OG0001291	Prat.g_00135	Syaq.g_01444
OG0001293	Prat.g_00268	Syaq.g_00736
OG0001294	Prat.g_01546	Syaq.g_02252
OG0001296	Prat.g_00472	Syaq.g_01808
OG0001297	Prat.g_00477	Syaq.g_01812
OG0001298	Prat.g_00541	Syaq.g_01967
OG0001299	Prat.g_01057	Syaq.g_02246
OG0001300	Prat.g_00768	Syaq.g_02589
OG0001301	Prat.g_00773	Syaq.g_02602
OG0001302	Prat.g_00859	Syaq.g_02115
OG0001303	Prat.g_01550	Syaq.g_02437
OG0001304	Prat.g_00949	Syaq.g_00049
OG0001305	Prat.g_00969	Syaq.g_02673
OG0001306	Prat.g_01170	Syaq.g_00267
OG0001308	Prat.g_01363	Syaq.g_00385
OG0001312	Prat.g_00872	Syaq.g_02449
OG0001313	Prat.g_00849	Syaq.g_00458, Syaq.g_00459
OG0001316	Prat.g_00139	Syaq.g_01437
OG0001317	Prat.g_00239	Syaq.g_01576
OG0001318	Prat.g_00263	Syaq.g_00728
OG0001319	Prat.g_00280	Syaq.g_00751
OG0001321	Prat.g_00413	Syaq.g_00483
OG0001322	Prat.g_00414	Syaq.g_00482
OG0001324	Prat.g_00769	Syaq.g_02590
OG0001325	Prat.g_00793	Syaq.g_00030
OG0001327	Prat.g_00704	Syaq.g_02259
OG0001329	Prat.g_01542	Syaq.g_02113
OG0001330	Prat.g_01468	Syaq.g_00287
OG0001331	Prat.g_01297	Syaq.g_01757
OG0001333	Prat.g_01629	Syaq.g_01622
OG0001336	Prat.g_01878	Syaq.g_01174
OG0001337	Prat.g_00339	Syaq.g_00564
OG0001343	Prat.g_00692	Syaq.g_00700
OG0001346	Prat.g_01250	Syaq.g_00298
OG0001348	Prat.g_00827	Syaq.g_02703
OG0001350	Prat.g_00242	Syaq.g_01580
OG0001351	Prat.g_00416	Syaq.g_00476
OG0001352	Prat.g_00753	Syaq.g_01904
OG0001353	Prat.g_01005	Syaq.g_02379
OG0001354	Prat.g_00906	Syaq.g_02503
OG0001359	Prat.g_00693	Syaq.g_00699
OG0001361	Prat.g_01138	Syaq.g_00216
OG0001364	Prat.g_01755	Syaq.g_00972
OG0001365	Prat.g_01838	Syaq.g_01259
OG0001368	Prat.g_00632, Prat.g_00818	Syaq.g_00708
OG0001369	Prat.g_01269	Syaq.g_01503
OG0001375	Prat.g_00691	Syaq.g_00701
OG0001379	Prat.g_01243	Syaq.g_00289
OG0001380	Prat.g_01178	Syaq.g_01915
OG0001394	Prat.g_00732	Syaq.g_02307
OG0001401	Prat.g_00850	Syaq.g_02383
OG0001402	Prat.g_00588	Syaq.g_02061
OG0001409	Prat.g_01148	Syaq.g_00229
OG0001416	Prat.g_00421	Syaq.g_00303
OG0001418	Prat.g_00758	Syaq.g_00243
OG0001428	Prat.g_00173	Syaq.g_01396
OG0001429	Prat.g_00864	Syaq.g_02438
OG0001430	Prat.g_01216	Syaq.g_01271
OG0001434	Prat.g_00737	Syaq.g_02312
OG0001435	Prat.g_00711	Syaq.g_02265
OG0001438	Prat.g_00301	Syaq.g_00778
OG0001441	Prat.g_00484	Syaq.g_01822
OG0001443	Prat.g_01227	Syaq.g_01236
OG0001448	Prat.g_00658	Syaq.g_01873
OG0001452	Prat.g_00697	Syaq.g_00723
OG0001461	Prat.g_00378	Syaq.g_02163
OG0001465	Prat.g_00779	Syaq.g_02704
OG0001467	Prat.g_01290	Syaq.g_00354
OG0001477	Prat.g_01514, Prat.g_01515	Syaq.g_02599
OG0001484	Prat.g_00635	Syaq.g_02628
OG0001487	Prat.g_01395	Syaq.g_00422
OG0001488	Prat.g_01143	Syaq.g_00224
OG0001489	Prat.g_01741	Syaq.g_00591
OG0001494	Prat.g_01271	Syaq.g_00931
OG0001495	Prat.g_01681	Syaq.g_00659
OG0001496	Prat.g_01512	Syaq.g_02596
OG0001497	Prat.g_01513	Syaq.g_02598
OG0001498	Prat.g_00371	Syaq.g_00528
OG0001510	Prat.g_01794	Syaq.g_01034
OG0001511	Prat.g_00109	Syaq.g_01478
OG0001512	Prat.g_01231	Syaq.g_01583
OG0001514	Prat.g_01511	Syaq.g_02595
OG0001515	Prat.g_00766	Syaq.g_02585
OG0001516	Prat.g_01060	Syaq.g_02243
OG0001517	Prat.g_01328, Prat.g_00349	Syaq.g_00558
OG0001518	Prat.g_01847	Syaq.g_01244
OG0001519	Prat.g_01852	Syaq.g_01234
OG0001527	Prat.g_00526	Syaq.g_01946
OG0001529	Prat.g_00043	Syaq.g_01102
OG0001530	Prat.g_00108	Syaq.g_01480
OG0001531	Prat.g_00244	Syaq.g_01584
OG0001532	Prat.g_01125	Syaq.g_00195
OG0001534	Prat.g_00950	Syaq.g_00048
OG0001535	Prat.g_00935	Syaq.g_00065
OG0001536	Prat.g_00892	Syaq.g_02480
OG0001537	Prat.g_00729	Syaq.g_02301
OG0001538	Prat.g_01032	Syaq.g_02345
OG0001539	Prat.g_00706	Syaq.g_02261
OG0001540	Prat.g_00129	Syaq.g_01452
OG0001541	Prat.g_00181	Syaq.g_01387
OG0001542	Prat.g_00187	Syaq.g_01379
OG0001544	Prat.g_01851	Syaq.g_01235
OG0001545	Prat.g_01868	Syaq.g_01185
OG0001549	Prat.g_00975	Syaq.g_02416
OG0001553	Prat.g_01349	Syaq.g_00368
OG0001557	Prat.g_00733	Syaq.g_02308
OG0001558	Prat.g_00846	Syaq.g_01130
OG0001559	Prat.g_00107	Syaq.g_01481
OG0001560	Prat.g_00097	Syaq.g_01494
OG0001561	Prat.g_00940	Syaq.g_00059
OG0001562	Prat.g_00927	Syaq.g_00073
OG0001563	Prat.g_01725	Syaq.g_00608
OG0001574	Prat.g_00524	Syaq.g_01944
OG0001575	Prat.g_00529	Syaq.g_01949
OG0001576	Prat.g_01262	Syaq.g_00326
OG0001577	Prat.g_01160	Syaq.g_00254
OG0001580	Prat.g_00050	Syaq.g_01275
OG0001591	Prat.g_00746	Syaq.g_02254
OG0001592	Prat.g_00049	Syaq.g_01274
OG0001602	Prat.g_00778	Syaq.g_02705
OG0001613	Prat.g_01747	Syaq.g_00582
OG0001614	Prat.g_01782	Syaq.g_01020
OG0001616	Prat.g_01133	Syaq.g_00208
OG0001617	Prat.g_00770	Syaq.g_02593
OG0001619	Prat.g_00882	Syaq.g_02469
OG0001620	Prat.g_00357	Syaq.g_00546
OG0001621	Prat.g_00259	Syaq.g_00724
OG0001622	Prat.g_01876	Syaq.g_01176
OG0001625	Prat.g_00265	Syaq.g_00730
OG0001636	Prat.g_00035	Syaq.g_01109
OG0001639	Prat.g_01406	Syaq.g_01738
OG0001640	Prat.g_00954	Syaq.g_02695
OG0001642	Prat.g_00986	Syaq.g_02411
OG0001643	Prat.g_01085	Syaq.g_02087
OG0001652	Prat.g_00844	Syaq.g_01132
OG0001654	Prat.g_01404	Syaq.g_01736
OG0001657	Prat.g_00155	Syaq.g_01413
OG0001658	Prat.g_00045	Syaq.g_01265
OG0001671	Prat.g_00837	Syaq.g_01316
OG0001673	Prat.g_00237	Syaq.g_01569
OG0001678	Prat.g_01659	Syaq.g_00691
OG0001679	Prat.g_00343	Syaq.g_02436
OG0001692	Prat.g_01347	Syaq.g_00366
OG0001693	Prat.g_00625	Syaq.g_02678
OG0001694	Prat.g_00289	Syaq.g_00765
OG0001703	Prat.g_00437	Syaq.g_01765
OG0001713	Prat.g_01149	Syaq.g_00232
OG0001729	Prat.g_00247	Syaq.g_01589
OG0001731	Prat.g_01419	Syaq.g_01717
OG0001737	Prat.g_00836	Syaq.g_00843
OG0001748	Prat.g_00838	Syaq.g_01314
OG0001752	Prat.g_01653	Syaq.g_01593
OG0001761	Prat.g_00578	Syaq.g_02021
OG0001770	Prat.g_01553	Syaq.g_02165
OG0001803	Prat.g_00402	Syaq.g_00495
OG0001810	Prat.g_00832	Syaq.g_01439
OG0001813	Prat.g_01855	Syaq.g_01230
OG0001816	Prat.g_00703	Syaq.g_02258
OG0001837	Prat.g_00839	Syaq.g_01315
OG0001907	Prat.g_01459	Syaq.g_01433
OG0001916	Prat.g_00457	Syaq.g_01790
OG0001974	Prat.g_01491	Syaq.g_01268
OG0001996	Prat.g_00030	Syaq.g_01116
OG0002052	Prat.g_00945	Syaq.g_02551
OG0002237	Prat.g_01096	Syaq.g_02075
OG0002246	Prat.g_01537	Syaq.g_00518
OG0002247	Prat.g_00535	Syaq.g_01957
OG0002296	Prat.g_01377	Syaq.g_00399
OG0002349	Prat.g_01637	Syaq.g_01615
OG0002445	Prat.g_01279	Syaq.g_00021
OG0003495	Prat.g_00143	Syaq.g_00908
OG0003665	Prat.g_01317	Syaq.g_01733
