Orthogroup	Pral	Prad
OG0001163	Pral.g_00295	Prad.g_01640
OG0001164	Pral.g_00296	Prad.g_01639
OG0001165	Pral.g_00297	Prad.g_01638
OG0001166	Pral.g_00298	Prad.g_01637
OG0001167	Pral.g_00300	Prad.g_01636
OG0001168	Pral.g_00301	Prad.g_01635
OG0001169	Pral.g_00302	Prad.g_01634
OG0001170	Pral.g_00303	Prad.g_01633
OG0001171	Pral.g_00304	Prad.g_01632
OG0001172	Pral.g_00306	Prad.g_01630
OG0001173	Pral.g_00308	Prad.g_01628
OG0001174	Pral.g_00309	Prad.g_01627
OG0001175	Pral.g_00310	Prad.g_01626
OG0001176	Pral.g_00312	Prad.g_01625
OG0001177	Pral.g_00314	Prad.g_01623
OG0001178	Pral.g_00317	Prad.g_01621
OG0001179	Pral.g_00318	Prad.g_01620
OG0001180	Pral.g_00319	Prad.g_01619
OG0001181	Pral.g_00320	Prad.g_01618
OG0001182	Pral.g_00321	Prad.g_01617
OG0001183	Pral.g_00322	Prad.g_01616
OG0001184	Pral.g_00324	Prad.g_01614
OG0001185	Pral.g_00326	Prad.g_01611
OG0001186	Pral.g_00327	Prad.g_01610
OG0001187	Pral.g_00328	Prad.g_01609
OG0001188	Pral.g_00329	Prad.g_01608
OG0001189	Pral.g_00330	Prad.g_01607
OG0001190	Pral.g_00331	Prad.g_01606
OG0001191	Pral.g_00332	Prad.g_01605
OG0001192	Pral.g_00333	Prad.g_01604
OG0001193	Pral.g_00334	Prad.g_01603
OG0001194	Pral.g_00335	Prad.g_01602
OG0001195	Pral.g_00336	Prad.g_01601
OG0001196	Pral.g_00337	Prad.g_01600
OG0001197	Pral.g_00338	Prad.g_01599
OG0001198	Pral.g_00339	Prad.g_01598
OG0001199	Pral.g_00340	Prad.g_01597
OG0001200	Pral.g_00341	Prad.g_01596
OG0001201	Pral.g_00342	Prad.g_01595
OG0001202	Pral.g_00343	Prad.g_01594
OG0001203	Pral.g_00345	Prad.g_01592
OG0001204	Pral.g_00347	Prad.g_01590
OG0001205	Pral.g_00349	Prad.g_01589
OG0001206	Pral.g_00350	Prad.g_01588
OG0001207	Pral.g_00351	Prad.g_01587
OG0001208	Pral.g_00352	Prad.g_01586
OG0001209	Pral.g_00353	Prad.g_01585
OG0001210	Pral.g_00354	Prad.g_01584
OG0001211	Pral.g_00355	Prad.g_01583
OG0001212	Pral.g_00356	Prad.g_01582
OG0001213	Pral.g_00357	Prad.g_01581
OG0001214	Pral.g_00359	Prad.g_01579
OG0001215	Pral.g_00360	Prad.g_01578
OG0001216	Pral.g_00361	Prad.g_01577
OG0001217	Pral.g_00362	Prad.g_01576
OG0001218	Pral.g_00363	Prad.g_01575
OG0001219	Pral.g_00366	Prad.g_01572
OG0001220	Pral.g_00367	Prad.g_01571
OG0001221	Pral.g_00373	Prad.g_01568
OG0001222	Pral.g_00374	Prad.g_01567
OG0001223	Pral.g_00375	Prad.g_01566
OG0001224	Pral.g_00377	Prad.g_01565
OG0001225	Pral.g_00378	Prad.g_01564
OG0001226	Pral.g_00379	Prad.g_01563
OG0001227	Pral.g_00380	Prad.g_01562
OG0001228	Pral.g_00381	Prad.g_01561
OG0001229	Pral.g_00382	Prad.g_01560
OG0001230	Pral.g_00383	Prad.g_01559
OG0001231	Pral.g_00384	Prad.g_01558
OG0001232	Pral.g_00386	Prad.g_01557
OG0001233	Pral.g_00387	Prad.g_01556
OG0001234	Pral.g_00388	Prad.g_01555
OG0001235	Pral.g_00389	Prad.g_01554
OG0001236	Pral.g_00391	Prad.g_01552
OG0001237	Pral.g_00392	Prad.g_01551
OG0001238	Pral.g_00396	Prad.g_01549
OG0001239	Pral.g_00397	Prad.g_01548
OG0001240	Pral.g_00398	Prad.g_01547
OG0001241	Pral.g_00401	Prad.g_01545
OG0001242	Pral.g_00402	Prad.g_01544
OG0001243	Pral.g_00403	Prad.g_01543
OG0001244	Pral.g_00404	Prad.g_01542
OG0001245	Pral.g_00405	Prad.g_01541
OG0001246	Pral.g_00406	Prad.g_01540
OG0001247	Pral.g_00407	Prad.g_01539
OG0001248	Pral.g_00408	Prad.g_01538
OG0001249	Pral.g_00409	Prad.g_01537
OG0001250	Pral.g_00410	Prad.g_01536
OG0001251	Pral.g_00955	Prad.g_01901
OG0001252	Pral.g_00907	Prad.g_01855
OG0001253	Pral.g_00895	Prad.g_01841
OG0001254	Pral.g_00758	Prad.g_01710
OG0001255	Pral.g_00699	Prad.g_01658
OG0001257	Pral.g_00609	Prad.g_00025
OG0001259	Pral.g_00499	Prad.g_01379
OG0001260	Pral.g_01689	Prad.g_01091
OG0001262	Pral.g_01539	Prad.g_00297
OG0001263	Pral.g_01347	Prad.g_00276
OG0001264	Pral.g_01800	Prad.g_00246
OG0001265	Pral.g_01598	Prad.g_00137
OG0001266	Pral.g_00967, Pral.g_01320	Prad.g_00995
OG0001268	Pral.g_01364	Prad.g_01499
OG0001269	Pral.g_01238	Prad.g_00611
OG0001270	Pral.g_01116	Prad.g_00474
OG0001271	Pral.g_01102	Prad.g_00463
OG0001273	Pral.g_00572	Prad.g_00420
OG0001276	Pral.g_01040	Prad.g_00384
OG0001278	Pral.g_00098	Prad.g_00949
OG0001279	Pral.g_00102	Prad.g_00945
OG0001280	Pral.g_00105	Prad.g_00942
OG0001281	Pral.g_00175	Prad.g_00876
OG0001282	Pral.g_00112	Prad.g_00851
OG0001283	Pral.g_00285	Prad.g_00769
OG0001285	Pral.g_00346	Prad.g_01591
OG0001286	Pral.g_00400	Prad.g_01546
OG0001287	Pral.g_01891	Prad.g_01299
OG0001288	Pral.g_00657	Prad.g_00070
OG0001290	Pral.g_01013	Prad.g_01956
OG0001291	Pral.g_00976	Prad.g_01922
OG0001293	Pral.g_00971	Prad.g_01917
OG0001294	Pral.g_00954	Prad.g_01900
OG0001295	Pral.g_00926	Prad.g_01874
OG0001296	Pral.g_00919	Prad.g_01868
OG0001299	Pral.g_00787	Prad.g_01739
OG0001300	Pral.g_00671	Prad.g_00736
OG0001301	Pral.g_01438	Prad.g_01426
OG0001302	Pral.g_01890	Prad.g_01096
OG0001303	Pral.g_01308	Prad.g_01100
OG0001305	Pral.g_01565	Prad.g_01022
OG0001306	Pral.g_01703	Prad.g_00988
OG0001308	Pral.g_01038	Prad.g_00647
OG0001309	Pral.g_00348	Prad.g_00649
OG0001310	Pral.g_01701	Prad.g_00660
OG0001312	Pral.g_01237	Prad.g_00610
OG0001314	Pral.g_00130	Prad.g_00918
OG0001315	Pral.g_00166	Prad.g_00883
OG0001316	Pral.g_00281	Prad.g_00773
OG0001318	Pral.g_00904	Prad.g_01852
OG0001319	Pral.g_00802	Prad.g_01753
OG0001321	Pral.g_00451	Prad.g_01207
OG0001322	Pral.g_01670	Prad.g_01126
OG0001323	Pral.g_01810	Prad.g_01003
OG0001325	Pral.g_00034	Prad.g_00653
OG0001326	Pral.g_00046	Prad.g_00338
OG0001327	Pral.g_01047	Prad.g_00340
OG0001328	Pral.g_01276	Prad.g_00623
OG0001329	Pral.g_00394	Prad.g_00574
OG0001330	Pral.g_01069	Prad.g_00424
OG0001331	Pral.g_00103	Prad.g_00944
OG0001332	Pral.g_00155	Prad.g_00894
OG0001333	Pral.g_00247	Prad.g_00803
OG0001334	Pral.g_00307	Prad.g_01629
OG0001335	Pral.g_00344	Prad.g_01593
OG0001336	Pral.g_00917	Prad.g_01865
OG0001337	Pral.g_00927	Prad.g_01875
OG0001338	Pral.g_00670	Prad.g_01847
OG0001339	Pral.g_00841	Prad.g_01788
OG0001340	Pral.g_00791	Prad.g_01743
OG0001341	Pral.g_00778	Prad.g_01730
OG0001342	Pral.g_00759	Prad.g_01711
OG0001343	Pral.g_00693	Prad.g_01652
OG0001344	Pral.g_00025	Prad.g_00731
OG0001345	Pral.g_00660	Prad.g_00668
OG0001346	Pral.g_00620	Prad.g_00035
OG0001347	Pral.g_00605	Prad.g_00021
OG0001348	Pral.g_00016, Pral.g_00586	Prad.g_00125
OG0001349	Pral.g_00581	Prad.g_00120
OG0001350	Pral.g_00576	Prad.g_00115
OG0001351	Pral.g_00511	Prad.g_01366
OG0001352	Pral.g_01760	Prad.g_01256
OG0001353	Pral.g_00818	Prad.g_01277
OG0001355	Pral.g_01529	Prad.g_00307
OG0001356	Pral.g_01822	Prad.g_00262
OG0001357	Pral.g_01585	Prad.g_00158
OG0001358	Pral.g_01597	Prad.g_00138
OG0001359	Pral.g_00073	Prad.g_01525
OG0001360	Pral.g_00072	Prad.g_01524
OG0001361	Pral.g_01425	Prad.g_01445
OG0001362	Pral.g_00024	Prad.g_01216
OG0001363	Pral.g_01263	Prad.g_00563
OG0001364	Pral.g_01082	Prad.g_00444
OG0001365	Pral.g_01055	Prad.g_00376
OG0001366	Pral.g_00144	Prad.g_00904
OG0001368	Pral.g_00315	Prad.g_01622
OG0001371	Pral.g_00981	Prad.g_01926
OG0001372	Pral.g_00979	Prad.g_01925
OG0001373	Pral.g_00972	Prad.g_01918
OG0001374	Pral.g_00960	Prad.g_01906
OG0001375	Pral.g_00909	Prad.g_01858
OG0001376	Pral.g_00806	Prad.g_01757
OG0001377	Pral.g_00782	Prad.g_01735
OG0001378	Pral.g_00766	Prad.g_01719
OG0001379	Pral.g_01119	Prad.g_00748
OG0001380	Pral.g_01744	Prad.g_01980
OG0001381	Pral.g_00634	Prad.g_00053
OG0001382	Pral.g_00628	Prad.g_00046
OG0001383	Pral.g_00579	Prad.g_00118
OG0001384	Pral.g_00570	Prad.g_00110
OG0001385	Pral.g_01468	Prad.g_01240
OG0001386	Pral.g_01768	Prad.g_01248
OG0001387	Pral.g_01767	Prad.g_01250
OG0001388	Pral.g_01755	Prad.g_01260
OG0001389	Pral.g_01724	Prad.g_01054
OG0001390	Pral.g_01304	Prad.g_01090
OG0001391	Pral.g_01664	Prad.g_01131
OG0001392	Pral.g_01823	Prad.g_00263
OG0001393	Pral.g_01821	Prad.g_00261
OG0001394	Pral.g_01794	Prad.g_00240
OG0001395	Pral.g_01791	Prad.g_00237
OG0001397	Pral.g_01577	Prad.g_01034
OG0001398	Pral.g_01557	Prad.g_01014
OG0001399	Pral.g_01834	Prad.g_01005
OG0001400	Pral.g_00051	Prad.g_00997
OG0001401	Pral.g_01855	Prad.g_01320
OG0001402	Pral.g_01352	Prad.g_01510
OG0001403	Pral.g_01280	Prad.g_00627
OG0001404	Pral.g_01693	Prad.g_00603
OG0001405	Pral.g_01221	Prad.g_00593
OG0001406	Pral.g_01117	Prad.g_00475
OG0001407	Pral.g_01113	Prad.g_00472
OG0001408	Pral.g_01068	Prad.g_00423
OG0001409	Pral.g_01862	Prad.g_00409
OG0001410	Pral.g_01303	Prad.g_00395
OG0001412	Pral.g_01651	Prad.g_00205
OG0001413	Pral.g_01888	Prad.g_01213
OG0001414	Pral.g_01326	Prad.g_01932
OG0001415	Pral.g_00713	Prad.g_01665
OG0001416	Pral.g_00568	Prad.g_00108
OG0001419	Pral.g_01659	Prad.g_01135
OG0001420	Pral.g_01819	Prad.g_00259
OG0001421	Pral.g_01814	Prad.g_00255
OG0001423	Pral.g_01892	Prad.g_01523
OG0001424	Pral.g_01067	Prad.g_00074
OG0001426	Pral.g_00395	Prad.g_01550
OG0001427	Pral.g_00087, Pral.g_01294	Prad.g_00737
OG0001430	Pral.g_01844	Prad.g_00145
OG0001432	Pral.g_00052	Prad.g_00996
OG0001433	Pral.g_01843	Prad.g_00312
OG0001435	Pral.g_01863	Prad.g_00411
OG0001437	Pral.g_01673	Prad.g_01045
OG0001438	Pral.g_00467	Prad.g_01409
OG0001439	Pral.g_01520	Prad.g_01178
OG0001440	Pral.g_01602	Prad.g_00134
OG0001441	Pral.g_00426	Prad.g_00640
OG0001443	Pral.g_01349	Prad.g_01513
OG0001444	Pral.g_01389	Prad.g_01477
OG0001445	Pral.g_00054	Prad.g_01202
OG0001446	Pral.g_00053	Prad.g_01204
OG0001447	Pral.g_01329	Prad.g_01205
OG0001452	Pral.g_00365	Prad.g_01573
OG0001453	Pral.g_00070	Prad.g_00378
OG0001454	Pral.g_01851	Prad.g_00743
OG0001455	Pral.g_01865	Prad.g_01191
OG0001456	Pral.g_00500	Prad.g_01378
OG0001457	Pral.g_01735	Prad.g_01276
OG0001459	Pral.g_01223	Prad.g_01124
OG0001460	Pral.g_00448	Prad.g_00285
OG0001461	Pral.g_01478	Prad.g_00213
OG0001462	Pral.g_01330	Prad.g_00146
OG0001463	Pral.g_00630	Prad.g_01006
OG0001464	Pral.g_00428	Prad.g_01001
OG0001465	Pral.g_01309	Prad.g_00334
OG0001466	Pral.g_01053	Prad.g_00348
OG0001467	Pral.g_01168	Prad.g_00518
OG0001468	Pral.g_00273	Prad.g_00780
OG0001469	Pral.g_01365	Prad.g_01498
OG0001470	Pral.g_00719	Prad.g_01671
OG0001481	Pral.g_01386	Prad.g_01480
OG0001483	Pral.g_01287	Prad.g_00364
OG0001484	Pral.g_01264	Prad.g_00562
OG0001485	Pral.g_00168	Prad.g_00881
OG0001486	Pral.g_01779	Prad.g_00225
OG0001491	Pral.g_01858	Prad.g_01121
OG0001492	Pral.g_01521	Prad.g_01179
OG0001504	Pral.g_01784	Prad.g_00230
OG0001505	Pral.g_00425	Prad.g_01189
OG0001506	Pral.g_01325	Prad.g_00984
OG0001507	Pral.g_01348	Prad.g_01514
OG0001510	Pral.g_00265	Prad.g_00788
OG0001516	Pral.g_00989	Prad.g_00164
OG0001519	Pral.g_00035	Prad.g_00722
OG0001522	Pral.g_01854	Prad.g_00075, Prad.g_00962
OG0001523	Pral.g_01846	Prad.g_01933
OG0001524	Pral.g_01880	Prad.g_00733
OG0001527	Pral.g_00047	Prad.g_00638
OG0001528	Pral.g_01690	Prad.g_01217
OG0001538	Pral.g_01866	Prad.g_00337
OG0001544	Pral.g_00434	Prad.g_00082
OG0001546	Pral.g_01672	Prad.g_01046
OG0001551	Pral.g_01523	Prad.g_01660
OG0001557	Pral.g_01766	Prad.g_01251
OG0001589	Pral.g_01057	Prad.g_00387
OG0001590	Pral.g_00745	Prad.g_01698
OG0001598	Pral.g_01817	Prad.g_00257
OG0001605	Pral.g_00197	Prad.g_00857
OG0001610	Pral.g_01736	Prad.g_01275
OG0001613	Pral.g_01061	Prad.g_00278
OG0001614	Pral.g_01583	Prad.g_00160
OG0001646	Pral.g_01882	Prad.g_00695
OG0001675	Pral.g_00017	Prad.g_00654
OG0001694	Pral.g_01229	Prad.g_01186
OG0001714	Pral.g_01120	Prad.g_00573
OG0001735	Pral.g_00068	Prad.g_00079
OG0001736	Pral.g_01783	Prad.g_00229
OG0001851	Pral.g_01676	Prad.g_01042
OG0001879	Pral.g_00669	Prad.g_00085
OG0001880	Pral.g_01733	Prad.g_00570
OG0001916	Pral.g_01678	Prad.g_01040
OG0001917	Pral.g_01677	Prad.g_01041
OG0001918	Pral.g_01685	Prad.g_01322
OG0002548	Pral.g_01675	Prad.g_01043
OG0002549	Pral.g_01674	Prad.g_01044
OG0002551	Pral.g_01684	Prad.g_01323
OG0002552	Pral.g_01682	Prad.g_01325
OG0002553	Pral.g_01680	Prad.g_01327
OG0003098	Pral.g_01683	Prad.g_01324
OG0003099	Pral.g_01681	Prad.g_01326
