Orthogroup	Pram	Prbc
OG0001102	Pram.g_01741	Prbc.g_00313
OG0001103	Pram.g_01742	Prbc.g_00312
OG0001104	Pram.g_01743	Prbc.g_00311
OG0001105	Pram.g_01744	Prbc.g_00310
OG0001106	Pram.g_01745	Prbc.g_00309
OG0001107	Pram.g_01746	Prbc.g_00308
OG0001108	Pram.g_01747	Prbc.g_00307
OG0001109	Pram.g_01748	Prbc.g_00306
OG0001110	Pram.g_01749	Prbc.g_00305
OG0001111	Pram.g_01750	Prbc.g_00304
OG0001112	Pram.g_01751	Prbc.g_00303
OG0001113	Pram.g_01752	Prbc.g_00302
OG0001114	Pram.g_01753	Prbc.g_00301
OG0001115	Pram.g_01754	Prbc.g_00300
OG0001116	Pram.g_01755	Prbc.g_00299
OG0001117	Pram.g_01756	Prbc.g_00298
OG0001118	Pram.g_01757	Prbc.g_00297
OG0001119	Pram.g_01758	Prbc.g_00296
OG0001120	Pram.g_01759	Prbc.g_00295
OG0001121	Pram.g_01761	Prbc.g_00293
OG0001122	Pram.g_01762	Prbc.g_00292
OG0001123	Pram.g_01763	Prbc.g_00291
OG0001124	Pram.g_01765	Prbc.g_00289
OG0001125	Pram.g_01767	Prbc.g_00287
OG0001126	Pram.g_01768	Prbc.g_00286
OG0001127	Pram.g_01771	Prbc.g_00283
OG0001128	Pram.g_01772	Prbc.g_00282
OG0001129	Pram.g_01773	Prbc.g_00281
OG0001130	Pram.g_01776	Prbc.g_00278
OG0001131	Pram.g_01777	Prbc.g_00277
OG0001132	Pram.g_01778	Prbc.g_00276
OG0001133	Pram.g_01779	Prbc.g_00275
OG0001134	Pram.g_01780	Prbc.g_00274
OG0001135	Pram.g_01781	Prbc.g_00273
OG0001136	Pram.g_01782	Prbc.g_00272
OG0001137	Pram.g_01783	Prbc.g_00271
OG0001138	Pram.g_01784	Prbc.g_00270
OG0001139	Pram.g_01786	Prbc.g_00268
OG0001140	Pram.g_01787	Prbc.g_00267
OG0001141	Pram.g_01788	Prbc.g_00266
OG0001142	Pram.g_01793	Prbc.g_00248
OG0001143	Pram.g_01794	Prbc.g_00247
OG0001144	Pram.g_01795	Prbc.g_00246
OG0001145	Pram.g_01796	Prbc.g_00245
OG0001146	Pram.g_01797	Prbc.g_00244
OG0001147	Pram.g_01798	Prbc.g_00243
OG0001148	Pram.g_01799	Prbc.g_00242
OG0001149	Pram.g_01801	Prbc.g_00241
OG0001150	Pram.g_01802	Prbc.g_00240
OG0001151	Pram.g_01806	Prbc.g_00237
OG0001152	Pram.g_01807	Prbc.g_00236
OG0001153	Pram.g_01808	Prbc.g_00235
OG0001154	Pram.g_01810	Prbc.g_00233
OG0001155	Pram.g_01812	Prbc.g_00231
OG0001156	Pram.g_01814	Prbc.g_00229
OG0001157	Pram.g_01816	Prbc.g_00227
OG0001158	Pram.g_01818	Prbc.g_00225
OG0001159	Pram.g_01819	Prbc.g_00224
OG0001160	Pram.g_01820	Prbc.g_00223
OG0001161	Pram.g_01821	Prbc.g_00222
OG0001162	Pram.g_01822	Prbc.g_00221
OG0001163	Pram.g_01823	Prbc.g_00220
OG0001164	Pram.g_01824	Prbc.g_00219
OG0001165	Pram.g_01825	Prbc.g_00218
OG0001166	Pram.g_01826	Prbc.g_00217
OG0001167	Pram.g_01828	Prbc.g_00216
OG0001168	Pram.g_01829	Prbc.g_00215
OG0001169	Pram.g_01830	Prbc.g_00214
OG0001170	Pram.g_01831	Prbc.g_00213
OG0001171	Pram.g_01832	Prbc.g_00212
OG0001172	Pram.g_01834	Prbc.g_00210
OG0001173	Pram.g_01836	Prbc.g_00208
OG0001174	Pram.g_01837	Prbc.g_00207
OG0001175	Pram.g_01838	Prbc.g_00206
OG0001176	Pram.g_01840	Prbc.g_00204
OG0001177	Pram.g_01842	Prbc.g_00202
OG0001178	Pram.g_01845	Prbc.g_00198
OG0001179	Pram.g_01846	Prbc.g_00197
OG0001180	Pram.g_01847	Prbc.g_00196
OG0001181	Pram.g_01848	Prbc.g_00195
OG0001182	Pram.g_01849	Prbc.g_00194
OG0001183	Pram.g_01850	Prbc.g_00193
OG0001184	Pram.g_01852	Prbc.g_00189
OG0001185	Pram.g_01854	Prbc.g_00965
OG0001186	Pram.g_01855	Prbc.g_00966
OG0001187	Pram.g_01856	Prbc.g_00967
OG0001188	Pram.g_01857	Prbc.g_00968
OG0001189	Pram.g_01858	Prbc.g_00969
OG0001190	Pram.g_01859	Prbc.g_00970
OG0001191	Pram.g_01860	Prbc.g_00971
OG0001192	Pram.g_01861	Prbc.g_00972
OG0001193	Pram.g_01862	Prbc.g_00973
OG0001194	Pram.g_01863	Prbc.g_00974
OG0001195	Pram.g_01864	Prbc.g_00975
OG0001196	Pram.g_01865	Prbc.g_00976
OG0001197	Pram.g_01866	Prbc.g_00977
OG0001198	Pram.g_01867	Prbc.g_00978
OG0001199	Pram.g_01868	Prbc.g_00979
OG0001200	Pram.g_01869	Prbc.g_00980
OG0001201	Pram.g_01870	Prbc.g_00981
OG0001202	Pram.g_01871	Prbc.g_00982
OG0001203	Pram.g_01873	Prbc.g_00984
OG0001204	Pram.g_01875	Prbc.g_00986
OG0001205	Pram.g_01877	Prbc.g_00988
OG0001206	Pram.g_01878	Prbc.g_00989
OG0001207	Pram.g_01879	Prbc.g_00990
OG0001208	Pram.g_01880	Prbc.g_00991
OG0001209	Pram.g_01881	Prbc.g_00992
OG0001210	Pram.g_01882	Prbc.g_00993
OG0001211	Pram.g_01883	Prbc.g_00994
OG0001212	Pram.g_01884	Prbc.g_00995
OG0001213	Pram.g_01885	Prbc.g_00996
OG0001214	Pram.g_01887	Prbc.g_00998
OG0001215	Pram.g_01888	Prbc.g_00999
OG0001216	Pram.g_01889	Prbc.g_01000
OG0001217	Pram.g_01890	Prbc.g_01001
OG0001218	Pram.g_01891	Prbc.g_01002
OG0001219	Pram.g_01894	Prbc.g_01005
OG0001220	Pram.g_01895	Prbc.g_01006
OG0001221	Pram.g_01900	Prbc.g_01011
OG0001222	Pram.g_01901	Prbc.g_01012
OG0001223	Pram.g_01902	Prbc.g_01013
OG0001224	Pram.g_01904	Prbc.g_01015
OG0001225	Pram.g_01905	Prbc.g_01016
OG0001226	Pram.g_01906	Prbc.g_01017
OG0001227	Pram.g_01907	Prbc.g_01018
OG0001228	Pram.g_01908	Prbc.g_01019
OG0001229	Pram.g_01909	Prbc.g_01020
OG0001230	Pram.g_01910	Prbc.g_01021
OG0001231	Pram.g_01911	Prbc.g_01022
OG0001232	Pram.g_01913	Prbc.g_01043
OG0001233	Pram.g_01914	Prbc.g_01044
OG0001234	Pram.g_01915	Prbc.g_01045
OG0001235	Pram.g_01916	Prbc.g_01046
OG0001236	Pram.g_01918	Prbc.g_01048
OG0001237	Pram.g_01919	Prbc.g_01049
OG0001238	Pram.g_01924	Prbc.g_01052
OG0001239	Pram.g_01925	Prbc.g_01053
OG0001240	Pram.g_01926	Prbc.g_01054
OG0001241	Pram.g_01929	Prbc.g_01057
OG0001242	Pram.g_01930	Prbc.g_01060
OG0001243	Pram.g_01931	Prbc.g_01061
OG0001244	Pram.g_01932	Prbc.g_01062
OG0001245	Pram.g_01933	Prbc.g_01063
OG0001246	Pram.g_01934	Prbc.g_01065
OG0001247	Pram.g_01935	Prbc.g_01066
OG0001248	Pram.g_01936	Prbc.g_01067
OG0001249	Pram.g_01937	Prbc.g_01068
OG0001250	Pram.g_01938	Prbc.g_01069
OG0001251	Pram.g_00076	Prbc.g_00481
OG0001252	Pram.g_00124	Prbc.g_00433
OG0001253	Pram.g_00135	Prbc.g_00421
OG0001254	Pram.g_00269	Prbc.g_01173
OG0001255	Pram.g_00327	Prbc.g_01245
OG0001257	Pram.g_00418	Prbc.g_01542
OG0001258	Pram.g_00434	Prbc.g_01557
OG0001259	Pram.g_00527	Prbc.g_01666
OG0001260	Pram.g_00903	Prbc.g_02071, Prbc.g_01377
OG0001261	Pram.g_00844	Prbc.g_01894
OG0001262	Pram.g_00862	Prbc.g_00068
OG0001263	Pram.g_01161	Prbc.g_01953
OG0001264	Pram.g_00733	Prbc.g_01976
OG0001265	Pram.g_00981	Prbc.g_02086
OG0001266	Pram.g_00577	Prbc.g_00930
OG0001267	Pram.g_01157	Prbc.g_01463
OG0001268	Pram.g_01143	Prbc.g_01449
OG0001269	Pram.g_01477	Prbc.g_00586
OG0001270	Pram.g_01334	Prbc.g_00750
OG0001271	Pram.g_01322	Prbc.g_00762
OG0001272	Pram.g_00658	Prbc.g_00069, Prbc.g_01940
OG0001273	Pram.g_01272	Prbc.g_01598
OG0001274	Pram.g_01590	Prbc.g_00799
OG0001276	Pram.g_01003	Prbc.g_00802
OG0001277	Pram.g_01599	Prbc.g_00811, Prbc.g_00909
OG0001278	Pram.g_01624	Prbc.g_00825
OG0001279	Pram.g_01627	Prbc.g_00829
OG0001280	Pram.g_01630	Prbc.g_00831
OG0001281	Pram.g_01700	Prbc.g_00937
OG0001282	Pram.g_01637	Prbc.g_01309
OG0001283	Pram.g_01813	Prbc.g_00230
OG0001284	Pram.g_01844	Prbc.g_00199
OG0001285	Pram.g_01874	Prbc.g_00985
OG0001286	Pram.g_01928	Prbc.g_01056
OG0001287	Pram.g_01516	Prbc.g_00116
OG0001288	Pram.g_00372	Prbc.g_01498
OG0001290	Pram.g_00017	Prbc.g_01100
OG0001291	Pram.g_00056	Prbc.g_00502
OG0001292	Pram.g_00059	Prbc.g_00499
OG0001293	Pram.g_00061	Prbc.g_00497
OG0001294	Pram.g_00077	Prbc.g_00480
OG0001295	Pram.g_00105	Prbc.g_00452
OG0001296	Pram.g_00112	Prbc.g_00445
OG0001297	Pram.g_00184	Prbc.g_00372
OG0001298	Pram.g_00231	Prbc.g_01141
OG0001299	Pram.g_00240	Prbc.g_01148
OG0001300	Pram.g_01213	Prbc.g_02120
OG0001303	Pram.g_01196	Prbc.g_01829
OG0001304	Pram.g_00897	Prbc.g_02104
OG0001305	Pram.g_00892	Prbc.g_02109
OG0001307	Pram.g_01214	Prbc.g_01985
OG0001308	Pram.g_01275	Prbc.g_02114
OG0001311	Pram.g_01106	Prbc.g_01413
OG0001312	Pram.g_01476	Prbc.g_00587
OG0001313	Pram.g_00357	Prbc.g_01833
OG0001314	Pram.g_01655	Prbc.g_00853
OG0001316	Pram.g_01809	Prbc.g_00234
OG0001318	Pram.g_00127	Prbc.g_00429
OG0001319	Pram.g_00225	Prbc.g_00332
OG0001322	Pram.g_01189	Prbc.g_01822
OG0001323	Pram.g_00723	Prbc.g_01966
OG0001324	Pram.g_00625	Prbc.g_00041
OG0001325	Pram.g_00648	Prbc.g_01348, Prbc.g_02182
OG0001326	Pram.g_00629	Prbc.g_00143
OG0001327	Pram.g_01276	Prbc.g_00559
OG0001329	Pram.g_01922	Prbc.g_01050
OG0001330	Pram.g_01289	Prbc.g_00795
OG0001332	Pram.g_01680	Prbc.g_00877
OG0001333	Pram.g_01774	Prbc.g_00280
OG0001334	Pram.g_01835	Prbc.g_00209
OG0001335	Pram.g_01872	Prbc.g_00983
OG0001336	Pram.g_00114	Prbc.g_00442
OG0001338	Pram.g_01246	Prbc.g_02147
OG0001348	Pram.g_00680	Prbc.g_01584
OG0001349	Pram.g_00446	Prbc.g_01589
OG0001350	Pram.g_00451	Prbc.g_01594
OG0001352	Pram.g_00772	Prbc.g_01763
OG0001356	Pram.g_00711	Prbc.g_01956, Prbc.g_01957
OG0001359	Pram.g_01551	Prbc.g_00901
OG0001360	Pram.g_01552	Prbc.g_00902
OG0001362	Pram.g_01253	Prbc.g_00133
OG0001364	Pram.g_01302	Prbc.g_00781
OG0001365	Pram.g_00041	Prbc.g_02000
OG0001368	Pram.g_01843	Prbc.g_00200
OG0001369	Pram.g_00982	Prbc.g_02087
OG0001370	Pram.g_00610, Pram.g_00624, Pram.g_00649	Prbc.g_00130, Prbc.g_00149
OG0001371	Pram.g_00051	Prbc.g_00506
OG0001372	Pram.g_00053	Prbc.g_00505
OG0001373	Pram.g_00060	Prbc.g_00498
OG0001374	Pram.g_00071	Prbc.g_00486
OG0001376	Pram.g_00221	Prbc.g_00336
OG0001377	Pram.g_00245	Prbc.g_01152
OG0001379	Pram.g_01337	Prbc.g_00748
OG0001380	Pram.g_00788	Prbc.g_02116
OG0001381	Pram.g_00394	Prbc.g_01515
OG0001382	Pram.g_00399	Prbc.g_01523
OG0001383	Pram.g_00448	Prbc.g_01591
OG0001385	Pram.g_01043	Prbc.g_01744
OG0001386	Pram.g_00764	Prbc.g_01754
OG0001387	Pram.g_00766	Prbc.g_01756
OG0001388	Pram.g_00777	Prbc.g_01768
OG0001389	Pram.g_01025	Prbc.g_01792
OG0001390	Pram.g_01533	Prbc.g_00539
OG0001391	Pram.g_00907	Prbc.g_02002
OG0001392	Pram.g_00710	Prbc.g_01955
OG0001393	Pram.g_00712	Prbc.g_01958
OG0001394	Pram.g_00739	Prbc.g_01982
OG0001395	Pram.g_00742	Prbc.g_01986
OG0001397	Pram.g_00993	Prbc.g_02095
OG0001398	Pram.g_00884	Prbc.g_01931
OG0001399	Pram.g_00702	Prbc.g_01954
OG0001400	Pram.g_01202	Prbc.g_01947
OG0001401	Pram.g_00698	Prbc.g_00615
OG0001402	Pram.g_01155	Prbc.g_01461
OG0001403	Pram.g_01231	Prbc.g_00567
OG0001404	Pram.g_00996	Prbc.g_02160
OG0001405	Pram.g_01467	Prbc.g_00658
OG0001406	Pram.g_01335	Prbc.g_00749
OG0001407	Pram.g_01332	Prbc.g_00753
OG0001408	Pram.g_01288	Prbc.g_00796
OG0001409	Pram.g_01563	Prbc.g_00613
OG0001410	Pram.g_01526	Prbc.g_02169
OG0001411	Pram.g_01594	Prbc.g_02194, Prbc.g_01365
OG0001412	Pram.g_00920	Prbc.g_02014
OG0001413	Pram.g_01620	Prbc.g_00533
OG0001414	Pram.g_01553	Prbc.g_00249
OG0001415	Pram.g_00314	Prbc.g_01218
OG0001416	Pram.g_00459	Prbc.g_01601
OG0001417	Pram.g_00765	Prbc.g_01755
OG0001418	Pram.g_00660	Prbc.g_00115
OG0001419	Pram.g_00912	Prbc.g_02006
OG0001420	Pram.g_00714	Prbc.g_00923
OG0001421	Pram.g_00718	Prbc.g_01963
OG0001422	Pram.g_00650	Prbc.g_01814
OG0001423	Pram.g_01509	Prbc.g_00158
OG0001424	Pram.g_01286	Prbc.g_00904
OG0001426	Pram.g_01923	Prbc.g_01051
OG0001428	Pram.g_01408	Prbc.g_00679
OG0001429	Pram.g_00953	Prbc.g_02046
OG0001431	Pram.g_00695	Prbc.g_01946
OG0001438	Pram.g_00558	Prbc.g_01697
OG0001441	Pram.g_01508	Prbc.g_00063
OG0001442	Pram.g_01598	Prbc.g_00803
OG0001443	Pram.g_01158	Prbc.g_01464
OG0001445	Pram.g_01210	Prbc.g_00652
OG0001446	Pram.g_00363	Prbc.g_00653
OG0001447	Pram.g_01166	Prbc.g_00654
OG0001448	Pram.g_01256	Prbc.g_01806
OG0001452	Pram.g_01893	Prbc.g_01004
OG0001455	Pram.g_00637	Prbc.g_02156
OG0001459	Pram.g_01470	Prbc.g_00514
OG0001461	Pram.g_01032	Prbc.g_01848
OG0001465	Pram.g_01197	Prbc.g_01945
OG0001466	Pram.g_01277	Prbc.g_01278
OG0001469	Pram.g_01142	Prbc.g_01448
OG0001472	Pram.g_00878	Prbc.g_01925
OG0001473	Pram.g_00906	Prbc.g_02001
OG0001482	Pram.g_00362	Prbc.g_01520
OG0001487	Pram.g_00563	Prbc.g_01701
OG0001492	Pram.g_00842	Prbc.g_01892
OG0001504	Pram.g_00749	Prbc.g_01993
OG0001505	Pram.g_00641	Prbc.g_00527, Prbc.g_01311
OG0001507	Pram.g_01159	Prbc.g_01465
OG0001510	Pram.g_01792	Prbc.g_00250
OG0001512	Pram.g_00611	Prbc.g_01367, Prbc.g_00016, Prbc.g_00002, Prbc.g_01352, Prbc.g_00621
OG0001516	Pram.g_01487	Prbc.g_02056
OG0001519	Pram.g_00628	Prbc.g_00078
OG0001522	Pram.g_00682, Pram.g_01562	Prbc.g_00630
OG0001526	Pram.g_00716	Prbc.g_01961
OG0001527	Pram.g_01515	Prbc.g_01342
OG0001530	Pram.g_01623	Prbc.g_00601
OG0001535	Pram.g_00875	Prbc.g_01922
OG0001538	Pram.g_00666	Prbc.g_00581
OG0001544	Pram.g_01257	Prbc.g_00146
OG0001545	Pram.g_00730	Prbc.g_01973
OG0001546	Pram.g_00846	Prbc.g_01896
OG0001547	Pram.g_00646, Pram.g_00623	Prbc.g_01324
OG0001548	Pram.g_00657, Pram.g_01194	Prbc.g_00251
OG0001587	Pram.g_01575	Prbc.g_00014
OG0001588	Pram.g_01543	Prbc.g_00905
OG0001605	Pram.g_01721	Prbc.g_00956
OG0001608	Pram.g_01273	Prbc.g_00961
OG0001616	Pram.g_01593	Prbc.g_00049
OG0001622	Pram.g_01518	Prbc.g_00007
OG0001632	Pram.g_01280	Prbc.g_01283
OG0001633	Pram.g_01274	Prbc.g_00924
OG0001634	Pram.g_01519	Prbc.g_00008
OG0001635	Pram.g_01520	Prbc.g_00009
OG0001636	Pram.g_01521	Prbc.g_00010
OG0001637	Pram.g_00622, Pram.g_00647	Prbc.g_01137
OG0001646	Pram.g_00630	Prbc.g_01305
OG0001714	Pram.g_01338	Prbc.g_00747
OG0001715	Pram.g_01839	Prbc.g_00205
OG0001716	Pram.g_01108	Prbc.g_01415
OG0001717	Pram.g_00708	Prbc.g_02127
OG0001718	Pram.g_00701	Prbc.g_00516
OG0001719	Pram.g_00329	Prbc.g_01247
OG0001721	Pram.g_00676	Prbc.g_00139
OG0001736	Pram.g_00750	Prbc.g_01994
OG0001737	Pram.g_00025	Prbc.g_01119
OG0001738	Pram.g_00096	Prbc.g_00461
OG0001739	Pram.g_00095	Prbc.g_00462
OG0001740	Pram.g_00094	Prbc.g_00463
OG0001741	Pram.g_00084	Prbc.g_00473
OG0001742	Pram.g_01192	Prbc.g_00820
OG0001743	Pram.g_00226	Prbc.g_00331
OG0001744	Pram.g_01678	Prbc.g_00875
OG0001745	Pram.g_00504	Prbc.g_01645
OG0001746	Pram.g_01243	Prbc.g_00578
OG0001747	Pram.g_01126	Prbc.g_01432
OG0001748	Pram.g_00783	Prbc.g_01774
OG0001749	Pram.g_00773	Prbc.g_01764
OG0001750	Pram.g_00994	Prbc.g_02096
OG0001751	Pram.g_00984	Prbc.g_02089
OG0001752	Pram.g_00979	Prbc.g_02084
OG0001753	Pram.g_00939	Prbc.g_02032
OG0001754	Pram.g_00902	Prbc.g_02099
OG0001755	Pram.g_00746	Prbc.g_01990
OG0001756	Pram.g_00814	Prbc.g_01863
OG0001757	Pram.g_01541	Prbc.g_00547
OG0001758	Pram.g_00863	Prbc.g_00597
OG0001759	Pram.g_00871	Prbc.g_01918
OG0001760	Pram.g_00725	Prbc.g_01968
OG0001761	Pram.g_00762	Prbc.g_01751
OG0001762	Pram.g_01046	Prbc.g_01741
OG0001763	Pram.g_00107	Prbc.g_00450
OG0001764	Pram.g_00353	Prbc.g_01269
OG0001765	Pram.g_00320	Prbc.g_01224
OG0001766	Pram.g_00319	Prbc.g_01223
OG0001767	Pram.g_00318	Prbc.g_01222
OG0001768	Pram.g_00317	Prbc.g_01221
OG0001769	Pram.g_00316	Prbc.g_01220
OG0001770	Pram.g_01785	Prbc.g_00269
OG0001771	Pram.g_01769	Prbc.g_00285
OG0001772	Pram.g_00116	Prbc.g_00440
OG0001773	Pram.g_00044	Prbc.g_01783
OG0001774	Pram.g_00164	Prbc.g_00392
OG0001775	Pram.g_00170	Prbc.g_00386
OG0001776	Pram.g_01538	Prbc.g_01939
OG0001777	Pram.g_01892	Prbc.g_01003
OG0001778	Pram.g_01896	Prbc.g_01007
OG0001779	Pram.g_01897	Prbc.g_01008
OG0001780	Pram.g_00989	Prbc.g_01937
OG0001781	Pram.g_01903	Prbc.g_01014
OG0001782	Pram.g_01912	Prbc.g_01041
OG0001797	Pram.g_01555	Prbc.g_00156
OG0001799	Pram.g_01285	Prbc.g_01949
OG0001801	Pram.g_01525	Prbc.g_00090
OG0001802	Pram.g_00643	Prbc.g_00551
OG0001805	Pram.g_00709	Prbc.g_00524, Prbc.g_02118
OG0001827	Pram.g_00626	Prbc.g_01282
OG0001832	Pram.g_01132	Prbc.g_01438
OG0001834	Pram.g_00639	Prbc.g_02122
OG0001835	Pram.g_01591	Prbc.g_00053, Prbc.g_01328
OG0001836	Pram.g_01167	Prbc.g_00651
OG0001853	Pram.g_01615	Prbc.g_00552, Prbc.g_00020
OG0001856	Pram.g_01181	Prbc.g_00617, Prbc.g_00548, Prbc.g_01293
OG0001858	Pram.g_01612	Prbc.g_00021, Prbc.g_01364
OG0001871	Pram.g_01259	Prbc.g_01340
OG0001889	Pram.g_01614	Prbc.g_00553
OG0001890	Pram.g_01613	Prbc.g_00554
OG0001903	Pram.g_01568	Prbc.g_01281
OG0001904	Pram.g_01528	Prbc.g_00818
OG0001915	Pram.g_01040	Prbc.g_01747
OG0001922	Pram.g_00652	Prbc.g_00120
OG0001924	Pram.g_01269	Prbc.g_00005
OG0001926	Pram.g_01572	Prbc.g_02188
OG0001927	Pram.g_00703	Prbc.g_00522
OG0001928	Pram.g_00323	Prbc.g_01226
OG0001929	Pram.g_00403	Prbc.g_01527
OG0001930	Pram.g_00432	Prbc.g_01555
OG0001931	Pram.g_00800	Prbc.g_01786
OG0001932	Pram.g_01015	Prbc.g_01802
OG0001933	Pram.g_01260	Prbc.g_01926
OG0001934	Pram.g_00715	Prbc.g_01960
OG0001935	Pram.g_01000	Prbc.g_02115
OG0001936	Pram.g_00664	Prbc.g_00611
OG0001937	Pram.g_00654	Prbc.g_01306
OG0001938	Pram.g_00686	Prbc.g_01313
OG0001939	Pram.g_00272	Prbc.g_01335
OG0001941	Pram.g_00575	Prbc.g_01384
OG0001942	Pram.g_00574	Prbc.g_01385
OG0001943	Pram.g_01172	Prbc.g_01477
OG0001944	Pram.g_01297	Prbc.g_00786
OG0001945	Pram.g_01550	Prbc.g_00900
OG0001946	Pram.g_01171	Prbc.g_00928
OG0001947	Pram.g_01267	Prbc.g_00962
OG0001948	Pram.g_01803	Prbc.g_00239
OG0001965	Pram.g_01217	Prbc.g_02175
OG0001975	Pram.g_00997	Prbc.g_00523
OG0001976	Pram.g_01264	Prbc.g_01419
OG0001977	Pram.g_00767	Prbc.g_00648
OG0001978	Pram.g_01617	Prbc.g_00907
OG0001979	Pram.g_01619	Prbc.g_00926
OG0002007	Pram.g_00967	Prbc.g_02060
OG0002010	Pram.g_00684	Prbc.g_02148
OG0002011	Pram.g_01211	Prbc.g_00612
OG0002012	Pram.g_01186	Prbc.g_00118
OG0002013	Pram.g_00798	Prbc.g_01304
OG0002014	Pram.g_01163	Prbc.g_01469
OG0002016	Pram.g_01195	Prbc.g_00824
OG0002017	Pram.g_01203	Prbc.g_00537
OG0002018	Pram.g_01209	Prbc.g_00034
OG0002045	Pram.g_01570	Prbc.g_02172
OG0002048	Pram.g_01002	Prbc.g_00058
OG0002050	Pram.g_00705	Prbc.g_01952
OG0002061	Pram.g_01595	Prbc.g_00054
OG0002079	Pram.g_00360	Prbc.g_00534
OG0002091	Pram.g_01565	Prbc.g_00017, Prbc.g_00101, Prbc.g_01350
OG0002093	Pram.g_00699	Prbc.g_01472
OG0002100	Pram.g_00694	Prbc.g_00635, Prbc.g_01564
OG0002159	Pram.g_00583	Prbc.g_01577
OG0002213	Pram.g_00578	Prbc.g_01058
OG0002216	Pram.g_01506	Prbc.g_01308
OG0002319	Pram.g_01952	Prbc.g_01815
OG0002320	Pram.g_01560	Prbc.g_01817
OG0002321	Pram.g_01504	Prbc.g_00141
OG0002322	Pram.g_00674	Prbc.g_00159
OG0002425	Pram.g_00672	Prbc.g_01824
OG0002427	Pram.g_01252	Prbc.g_01948
OG0002429	Pram.g_00580	Prbc.g_02141
OG0002433	Pram.g_01661	Prbc.g_00859
