Orthogroup	Pram	Praj
OG0001147	Pram.g_01798	Praj.g_01980
OG0001148	Pram.g_01799	Praj.g_01981
OG0001149	Pram.g_01801	Praj.g_01982
OG0001150	Pram.g_01802	Praj.g_01983
OG0001151	Pram.g_01806	Praj.g_01986
OG0001152	Pram.g_01807	Praj.g_01987
OG0001153	Pram.g_01808	Praj.g_01988
OG0001154	Pram.g_01810	Praj.g_01990
OG0001155	Pram.g_01812	Praj.g_01992
OG0001156	Pram.g_01814	Praj.g_01994
OG0001157	Pram.g_01816	Praj.g_01996
OG0001158	Pram.g_01818	Praj.g_01998
OG0001159	Pram.g_01819	Praj.g_01999
OG0001160	Pram.g_01820	Praj.g_02000
OG0001161	Pram.g_01821	Praj.g_02001
OG0001162	Pram.g_01822	Praj.g_02002
OG0001163	Pram.g_01823	Praj.g_02003
OG0001164	Pram.g_01824	Praj.g_02004
OG0001165	Pram.g_01825	Praj.g_02005
OG0001166	Pram.g_01826	Praj.g_02006
OG0001167	Pram.g_01828	Praj.g_02007
OG0001168	Pram.g_01829	Praj.g_02008
OG0001169	Pram.g_01830	Praj.g_02009
OG0001170	Pram.g_01831	Praj.g_02010
OG0001171	Pram.g_01832	Praj.g_02011
OG0001172	Pram.g_01834	Praj.g_02013
OG0001173	Pram.g_01836	Praj.g_02015
OG0001174	Pram.g_01837	Praj.g_02016
OG0001175	Pram.g_01838	Praj.g_02017
OG0001176	Pram.g_01840	Praj.g_02019
OG0001177	Pram.g_01842	Praj.g_02021
OG0001178	Pram.g_01845	Praj.g_02025
OG0001179	Pram.g_01846	Praj.g_02026
OG0001180	Pram.g_01847	Praj.g_02027
OG0001181	Pram.g_01848	Praj.g_02028
OG0001182	Pram.g_01849	Praj.g_02030
OG0001183	Pram.g_01850	Praj.g_02031
OG0001184	Pram.g_01852	Praj.g_02046
OG0001185	Pram.g_01854	Praj.g_02059
OG0001186	Pram.g_01855	Praj.g_02060
OG0001187	Pram.g_01856	Praj.g_02061
OG0001188	Pram.g_01857	Praj.g_02062
OG0001189	Pram.g_01858	Praj.g_02063
OG0001190	Pram.g_01859	Praj.g_02064
OG0001191	Pram.g_01860	Praj.g_02065
OG0001192	Pram.g_01861	Praj.g_02066
OG0001193	Pram.g_01862	Praj.g_02067
OG0001194	Pram.g_01863	Praj.g_02068
OG0001195	Pram.g_01864	Praj.g_02069
OG0001196	Pram.g_01865	Praj.g_02070
OG0001197	Pram.g_01866	Praj.g_02071
OG0001198	Pram.g_01867	Praj.g_02072
OG0001199	Pram.g_01868	Praj.g_02073
OG0001200	Pram.g_01869	Praj.g_02074
OG0001201	Pram.g_01870	Praj.g_02075
OG0001202	Pram.g_01871	Praj.g_02076
OG0001203	Pram.g_01873	Praj.g_02078
OG0001204	Pram.g_01875	Praj.g_02080
OG0001205	Pram.g_01877	Praj.g_02082
OG0001206	Pram.g_01878	Praj.g_02083
OG0001207	Pram.g_01879	Praj.g_02084
OG0001208	Pram.g_01880	Praj.g_02085
OG0001209	Pram.g_01881	Praj.g_02086
OG0001210	Pram.g_01882	Praj.g_02087
OG0001211	Pram.g_01883	Praj.g_02088
OG0001212	Pram.g_01884	Praj.g_02089
OG0001213	Pram.g_01885	Praj.g_02090
OG0001214	Pram.g_01887	Praj.g_02092
OG0001215	Pram.g_01888	Praj.g_02093
OG0001216	Pram.g_01889	Praj.g_02094
OG0001217	Pram.g_01890	Praj.g_02095
OG0001218	Pram.g_01891	Praj.g_02096
OG0001219	Pram.g_01894	Praj.g_02099
OG0001220	Pram.g_01895	Praj.g_02100
OG0001221	Pram.g_01900	Praj.g_02105
OG0001222	Pram.g_01901	Praj.g_02106
OG0001223	Pram.g_01902	Praj.g_02107
OG0001224	Pram.g_01904	Praj.g_02109
OG0001225	Pram.g_01905	Praj.g_02110
OG0001226	Pram.g_01906	Praj.g_02111
OG0001227	Pram.g_01907	Praj.g_02112
OG0001228	Pram.g_01908	Praj.g_02113
OG0001229	Pram.g_01909	Praj.g_02114
OG0001230	Pram.g_01910	Praj.g_02115
OG0001231	Pram.g_01911	Praj.g_02116
OG0001232	Pram.g_01913	Praj.g_02124
OG0001233	Pram.g_01914	Praj.g_02125
OG0001234	Pram.g_01915	Praj.g_02126
OG0001235	Pram.g_01916	Praj.g_02127
OG0001236	Pram.g_01918	Praj.g_02129
OG0001237	Pram.g_01919	Praj.g_02130
OG0001238	Pram.g_01924	Praj.g_02134
OG0001239	Pram.g_01925	Praj.g_02135
OG0001240	Pram.g_01926	Praj.g_02136
OG0001241	Pram.g_01929	Praj.g_02139
OG0001242	Pram.g_01930	Praj.g_02141
OG0001243	Pram.g_01931	Praj.g_02142
OG0001244	Pram.g_01932	Praj.g_02143
OG0001245	Pram.g_01933	Praj.g_02144
OG0001246	Pram.g_01934	Praj.g_02145
OG0001247	Pram.g_01935	Praj.g_02146
OG0001248	Pram.g_01936	Praj.g_02147
OG0001249	Pram.g_01937	Praj.g_02148
OG0001250	Pram.g_01938	Praj.g_02149
OG0001251	Pram.g_00076	Praj.g_00130
OG0001252	Pram.g_00124	Praj.g_00178
OG0001253	Pram.g_00135	Praj.g_00190
OG0001254	Pram.g_00269	Praj.g_00316
OG0001255	Pram.g_00327	Praj.g_00379
OG0001257	Pram.g_00418	Praj.g_00475
OG0001258	Pram.g_00434	Praj.g_00490
OG0001259	Pram.g_00527	Praj.g_00577
OG0001260	Pram.g_00903	Praj.g_00982, Praj.g_01392
OG0001261	Pram.g_00844	Praj.g_00805
OG0001262	Pram.g_00862	Praj.g_01326
OG0001263	Pram.g_01161	Praj.g_00864
OG0001264	Pram.g_00733	Praj.g_00886
OG0001265	Pram.g_00981	Praj.g_00997
OG0001267	Pram.g_01157	Praj.g_01477
OG0001268	Pram.g_01143	Praj.g_01463
OG0001269	Pram.g_01477	Praj.g_01547
OG0001270	Pram.g_01334	Praj.g_01673
OG0001271	Pram.g_01322	Praj.g_01685
OG0001272	Pram.g_00658	Praj.g_01327, Praj.g_00851
OG0001273	Pram.g_01272	Praj.g_00510
OG0001274	Pram.g_01590	Praj.g_01723
OG0001276	Pram.g_01003	Praj.g_01726
OG0001277	Pram.g_01599	Praj.g_01735, Praj.g_01844
OG0001278	Pram.g_01624	Praj.g_01761
OG0001279	Pram.g_01627	Praj.g_01765
OG0001280	Pram.g_01630	Praj.g_01767
OG0001281	Pram.g_01700	Praj.g_01872
OG0001282	Pram.g_01637	Praj.g_01236
OG0001283	Pram.g_01813	Praj.g_01993
OG0001284	Pram.g_01844	Praj.g_02024
OG0001285	Pram.g_01874	Praj.g_02079
OG0001286	Pram.g_01928	Praj.g_02138
OG0001287	Pram.g_01516	Praj.g_01139
OG0001288	Pram.g_00372	Praj.g_00431
OG0001290	Pram.g_00017	Praj.g_00030
OG0001291	Pram.g_00056	Praj.g_00109
OG0001292	Pram.g_00059	Praj.g_00112
OG0001293	Pram.g_00061	Praj.g_00114
OG0001294	Pram.g_00077	Praj.g_00131
OG0001295	Pram.g_00105	Praj.g_00159
OG0001296	Pram.g_00112	Praj.g_00166
OG0001297	Pram.g_00184	Praj.g_00239
OG0001298	Pram.g_00231	Praj.g_00284
OG0001299	Pram.g_00240	Praj.g_00291
OG0001300	Pram.g_01213	Praj.g_01031
OG0001302	Pram.g_01529	Praj.g_01745
OG0001303	Pram.g_01196	Praj.g_00740
OG0001304	Pram.g_00897	Praj.g_01015
OG0001305	Pram.g_00892	Praj.g_01020
OG0001307	Pram.g_01214	Praj.g_00895
OG0001308	Pram.g_01275	Praj.g_01025
OG0001311	Pram.g_01106	Praj.g_01429
OG0001312	Pram.g_01476	Praj.g_01548
OG0001313	Pram.g_00357	Praj.g_00744
OG0001314	Pram.g_01655	Praj.g_01789
OG0001316	Pram.g_01809	Praj.g_01989
OG0001318	Pram.g_00127	Praj.g_00182
OG0001319	Pram.g_00225	Praj.g_00278
OG0001322	Pram.g_01189	Praj.g_00733
OG0001323	Pram.g_00723	Praj.g_00876
OG0001324	Pram.g_00625	Praj.g_01378
OG0001325	Pram.g_00648	Praj.g_01277
OG0001326	Pram.g_00629	Praj.g_01165
OG0001327	Pram.g_01276	Praj.g_01521
OG0001328	Pram.g_01235	Praj.g_01533
OG0001329	Pram.g_01922	Praj.g_02132
OG0001330	Pram.g_01289	Praj.g_01719
OG0001332	Pram.g_01680	Praj.g_01813
OG0001333	Pram.g_01774	Praj.g_01956
OG0001334	Pram.g_01835	Praj.g_02014
OG0001335	Pram.g_01872	Praj.g_02077
OG0001336	Pram.g_00114	Praj.g_00169
OG0001338	Pram.g_01246	Praj.g_01059
OG0001348	Pram.g_00680	Praj.g_00496
OG0001349	Pram.g_00446	Praj.g_00501
OG0001350	Pram.g_00451	Praj.g_00506
OG0001352	Pram.g_00772	Praj.g_00674
OG0001356	Pram.g_00711	Praj.g_00867
OG0001359	Pram.g_01551	Praj.g_01837
OG0001360	Pram.g_01552	Praj.g_01838
OG0001362	Pram.g_01253	Praj.g_01155
OG0001363	Pram.g_01438	Praj.g_02035
OG0001364	Pram.g_01302	Praj.g_01705
OG0001365	Pram.g_00041	Praj.g_00910
OG0001368	Pram.g_01843	Praj.g_02023
OG0001369	Pram.g_00982	Praj.g_00998
OG0001370	Pram.g_00610, Pram.g_00624, Pram.g_00649	Praj.g_01152, Praj.g_01171
OG0001371	Pram.g_00051	Praj.g_00105
OG0001372	Pram.g_00053	Praj.g_00106
OG0001373	Pram.g_00060	Praj.g_00113
OG0001374	Pram.g_00071	Praj.g_00125
OG0001376	Pram.g_00221	Praj.g_00274
OG0001377	Pram.g_00245	Praj.g_00295
OG0001379	Pram.g_01337	Praj.g_01671
OG0001380	Pram.g_00788	Praj.g_01027
OG0001381	Pram.g_00394	Praj.g_00448
OG0001382	Pram.g_00399	Praj.g_00456
OG0001383	Pram.g_00448	Praj.g_00503
OG0001385	Pram.g_01043	Praj.g_00655
OG0001386	Pram.g_00764	Praj.g_00665
OG0001387	Pram.g_00766	Praj.g_00667
OG0001388	Pram.g_00777	Praj.g_00679
OG0001389	Pram.g_01025	Praj.g_00703
OG0001390	Pram.g_01533	Praj.g_00069
OG0001391	Pram.g_00907	Praj.g_00912
OG0001392	Pram.g_00710	Praj.g_00866
OG0001393	Pram.g_00712	Praj.g_00868
OG0001394	Pram.g_00739	Praj.g_00892
OG0001395	Pram.g_00742	Praj.g_00896
OG0001397	Pram.g_00993	Praj.g_01006
OG0001398	Pram.g_00884	Praj.g_00842
OG0001399	Pram.g_00702	Praj.g_00865
OG0001400	Pram.g_01202	Praj.g_00858
OG0001401	Pram.g_00698	Praj.g_01094
OG0001402	Pram.g_01155	Praj.g_01475
OG0001403	Pram.g_01231	Praj.g_01529
OG0001404	Pram.g_00996	Praj.g_01073
OG0001405	Pram.g_01467	Praj.g_01576
OG0001406	Pram.g_01335	Praj.g_01672
OG0001407	Pram.g_01332	Praj.g_01676
OG0001408	Pram.g_01288	Praj.g_01720
OG0001409	Pram.g_01563	Praj.g_01096
OG0001410	Pram.g_01526	Praj.g_01082
OG0001411	Pram.g_01594	Praj.g_00412
OG0001412	Pram.g_00920	Praj.g_00924
OG0001414	Pram.g_01553	Praj.g_01974
OG0001415	Pram.g_00314	Praj.g_00361
OG0001416	Pram.g_00459	Praj.g_00513
OG0001417	Pram.g_00765	Praj.g_00666
OG0001418	Pram.g_00660	Praj.g_01138
OG0001419	Pram.g_00912	Praj.g_00916
OG0001420	Pram.g_00714	Praj.g_01858
OG0001421	Pram.g_00718	Praj.g_00873
OG0001422	Pram.g_00650	Praj.g_00725
OG0001423	Pram.g_01509	Praj.g_01181
OG0001424	Pram.g_01286	Praj.g_01840
OG0001426	Pram.g_01923	Praj.g_02133
OG0001429	Pram.g_00953	Praj.g_00956
OG0001431	Pram.g_00695	Praj.g_00857
OG0001438	Pram.g_00558	Praj.g_00608
OG0001441	Pram.g_01508	Praj.g_01319
OG0001442	Pram.g_01598	Praj.g_01727
OG0001443	Pram.g_01158	Praj.g_01478
OG0001445	Pram.g_01210	Praj.g_01570
OG0001446	Pram.g_00363	Praj.g_01571
OG0001447	Pram.g_01166	Praj.g_01572
OG0001448	Pram.g_01256	Praj.g_00717
OG0001451	Pram.g_00613	Praj.g_01598
OG0001452	Pram.g_01893	Praj.g_02098
OG0001455	Pram.g_00637	Praj.g_01068
OG0001459	Pram.g_01470	Praj.g_00098
OG0001461	Pram.g_01032	Praj.g_00759
OG0001465	Pram.g_01197	Praj.g_00856
OG0001466	Pram.g_01277	Praj.g_01206
OG0001472	Pram.g_00878	Praj.g_00837
OG0001473	Pram.g_00906	Praj.g_00911
OG0001482	Pram.g_00362	Praj.g_00453
OG0001487	Pram.g_00563	Praj.g_00612
OG0001492	Pram.g_00842	Praj.g_00803
OG0001504	Pram.g_00749	Praj.g_00903
OG0001505	Pram.g_00641	Praj.g_01238
OG0001507	Pram.g_01159	Praj.g_01479
OG0001510	Pram.g_01792	Praj.g_01973
OG0001516	Pram.g_01487	Praj.g_00967
OG0001522	Pram.g_00682, Pram.g_01562	Praj.g_01293
OG0001526	Pram.g_00716	Praj.g_00871
OG0001527	Pram.g_01515	Praj.g_01270
OG0001530	Pram.g_01623	Praj.g_01117
OG0001535	Pram.g_00875	Praj.g_00834
OG0001538	Pram.g_00666	Praj.g_01544
OG0001541	Pram.g_01414	Praj.g_02050
OG0001544	Pram.g_01257	Praj.g_01168
OG0001545	Pram.g_00730	Praj.g_00883
OG0001546	Pram.g_00846	Praj.g_00807
OG0001547	Pram.g_00646, Pram.g_00623	Praj.g_01250
OG0001548	Pram.g_00657, Pram.g_01194	Praj.g_01972
OG0001587	Pram.g_01575	Praj.g_01381
OG0001588	Pram.g_01543	Praj.g_01841
OG0001605	Pram.g_01721	Praj.g_01890
OG0001608	Pram.g_01273	Praj.g_01895
OG0001616	Pram.g_01593	Praj.g_01330
OG0001622	Pram.g_01518	Praj.g_01367
OG0001632	Pram.g_01280	Praj.g_01211
OG0001633	Pram.g_01274	Praj.g_01859
OG0001634	Pram.g_01519	Praj.g_01368
OG0001635	Pram.g_01520	Praj.g_01369
OG0001636	Pram.g_01521	Praj.g_01370
OG0001646	Pram.g_00630	Praj.g_01233
OG0001714	Pram.g_01338	Praj.g_01670
OG0001715	Pram.g_01839	Praj.g_02018
OG0001716	Pram.g_01108	Praj.g_01431
OG0001717	Pram.g_00708	Praj.g_01039
OG0001718	Pram.g_00701	Praj.g_00096
OG0001719	Pram.g_00329	Praj.g_00381
OG0001721	Pram.g_00676	Praj.g_01161
OG0001736	Pram.g_00750	Praj.g_00904
OG0001737	Pram.g_00025	Praj.g_00045
OG0001738	Pram.g_00096	Praj.g_00150
OG0001739	Pram.g_00095	Praj.g_00149
OG0001740	Pram.g_00094	Praj.g_00148
OG0001741	Pram.g_00084	Praj.g_00138
OG0001742	Pram.g_01192	Praj.g_01746
OG0001743	Pram.g_00226	Praj.g_00279
OG0001744	Pram.g_01678	Praj.g_01811
OG0001745	Pram.g_00504	Praj.g_00556
OG0001746	Pram.g_01243	Praj.g_01541
OG0001747	Pram.g_01126	Praj.g_01448
OG0001748	Pram.g_00783	Praj.g_00685
OG0001749	Pram.g_00773	Praj.g_00675
OG0001750	Pram.g_00994	Praj.g_01007
OG0001751	Pram.g_00984	Praj.g_01000
OG0001752	Pram.g_00979	Praj.g_00996
OG0001753	Pram.g_00939	Praj.g_00942
OG0001754	Pram.g_00902	Praj.g_01010
OG0001755	Pram.g_00746	Praj.g_00900
OG0001756	Pram.g_00814	Praj.g_00774
OG0001757	Pram.g_01541	Praj.g_00077
OG0001758	Pram.g_00863	Praj.g_01558
OG0001759	Pram.g_00871	Praj.g_00830
OG0001760	Pram.g_00725	Praj.g_00878
OG0001761	Pram.g_00762	Praj.g_00662
OG0001762	Pram.g_01046	Praj.g_00652
OG0001763	Pram.g_00107	Praj.g_00161
OG0001764	Pram.g_00353	Praj.g_00404
OG0001765	Pram.g_00320	Praj.g_00367
OG0001766	Pram.g_00319	Praj.g_00366
OG0001767	Pram.g_00318	Praj.g_00365
OG0001768	Pram.g_00317	Praj.g_00364
OG0001769	Pram.g_00316	Praj.g_00363
OG0001770	Pram.g_01785	Praj.g_01967
OG0001771	Pram.g_01769	Praj.g_01951
OG0001772	Pram.g_00116	Praj.g_00171
OG0001773	Pram.g_00044	Praj.g_00694
OG0001774	Pram.g_00164	Praj.g_00219
OG0001775	Pram.g_00170	Praj.g_00225
OG0001776	Pram.g_01538	Praj.g_00850
OG0001777	Pram.g_01892	Praj.g_02097
OG0001778	Pram.g_01896	Praj.g_02101
OG0001779	Pram.g_01897	Praj.g_02102
OG0001780	Pram.g_00989	Praj.g_00848
OG0001781	Pram.g_01903	Praj.g_02108
OG0001782	Pram.g_01912	Praj.g_02122
OG0001797	Pram.g_01555	Praj.g_01179
OG0001799	Pram.g_01285	Praj.g_00860
OG0001801	Pram.g_01525	Praj.g_01342
OG0001802	Pram.g_00643	Praj.g_01513
OG0001805	Pram.g_00709	Praj.g_00088, Praj.g_01029
OG0001821	Pram.g_01609	Praj.g_01906
OG0001827	Pram.g_00626	Praj.g_01210
OG0001832	Pram.g_01132	Praj.g_01454
OG0001834	Pram.g_00639	Praj.g_01033
OG0001835	Pram.g_01591	Praj.g_01364, Praj.g_01254
OG0001836	Pram.g_01167	Praj.g_01569
OG0001856	Pram.g_01181	Praj.g_01093, Praj.g_00078, Praj.g_01221
OG0001871	Pram.g_01259	Praj.g_01268
OG0001903	Pram.g_01568	Praj.g_01209
OG0001904	Pram.g_01528	Praj.g_01743
OG0001915	Pram.g_01040	Praj.g_00658
OG0001922	Pram.g_00652	Praj.g_01143
OG0001926	Pram.g_01572	Praj.g_00083
OG0001927	Pram.g_00703	Praj.g_00090
OG0001928	Pram.g_00323	Praj.g_00369
OG0001929	Pram.g_00403	Praj.g_00460
OG0001930	Pram.g_00432	Praj.g_00488
OG0001931	Pram.g_00800	Praj.g_00697
OG0001932	Pram.g_01015	Praj.g_00713
OG0001933	Pram.g_01260	Praj.g_00838
OG0001934	Pram.g_00715	Praj.g_00870
OG0001935	Pram.g_01000	Praj.g_01026
OG0001936	Pram.g_00664	Praj.g_01098
OG0001937	Pram.g_00654	Praj.g_01234
OG0001938	Pram.g_00686	Praj.g_01240
OG0001939	Pram.g_00272	Praj.g_01261
OG0001941	Pram.g_00575	Praj.g_01399
OG0001942	Pram.g_00574	Praj.g_01400
OG0001943	Pram.g_01172	Praj.g_01491
OG0001944	Pram.g_01297	Praj.g_01710
OG0001945	Pram.g_01550	Praj.g_01836
OG0001946	Pram.g_01171	Praj.g_01864
OG0001947	Pram.g_01267	Praj.g_01896
OG0001948	Pram.g_01803	Praj.g_01984
OG0001965	Pram.g_01217	Praj.g_01088
OG0001975	Pram.g_00997	Praj.g_00089
OG0001976	Pram.g_01264	Praj.g_01435
OG0001977	Pram.g_00767	Praj.g_01566
OG0001978	Pram.g_01617	Praj.g_01842
OG0001979	Pram.g_01619	Praj.g_01862
OG0002007	Pram.g_00967	Praj.g_00971
OG0002010	Pram.g_00684	Praj.g_01060
OG0002011	Pram.g_01211	Praj.g_01097
OG0002012	Pram.g_01186	Praj.g_01141
OG0002013	Pram.g_00798	Praj.g_01232
OG0002014	Pram.g_01163	Praj.g_01483
OG0002016	Pram.g_01195	Praj.g_01750
OG0002045	Pram.g_01570	Praj.g_01085
OG0002048	Pram.g_01002	Praj.g_01315
OG0002085	Pram.g_00348	Praj.g_00398
OG0002091	Pram.g_01565	Praj.g_01354
OG0002093	Pram.g_00699	Praj.g_01486
OG0002213	Pram.g_00578	Praj.g_02140
OG0002216	Pram.g_01506	Praj.g_01235
OG0002319	Pram.g_01952	Praj.g_00726
OG0002320	Pram.g_01560	Praj.g_00728
OG0002321	Pram.g_01504	Praj.g_01163
OG0002322	Pram.g_00674	Praj.g_01182
OG0002425	Pram.g_00672	Praj.g_00735
OG0002427	Pram.g_01252	Praj.g_00859
OG0002429	Pram.g_00580	Praj.g_01053
OG0002433	Pram.g_01661	Praj.g_01795
