Orthogroup	Prap	Syag
OG0001167	Prap.g_01742	Syag.g_02383
OG0001168	Prap.g_01740	Syag.g_01740
OG0001169	Prap.g_01738	Syag.g_01742
OG0001170	Prap.g_01736	Syag.g_01744
OG0001171	Prap.g_01726	Syag.g_01755
OG0001172	Prap.g_01710	Syag.g_02693
OG0001173	Prap.g_01709	Syag.g_02694
OG0001174	Prap.g_01701	Syag.g_02703
OG0001175	Prap.g_01700	Syag.g_02704
OG0001176	Prap.g_01692	Syag.g_02723
OG0001177	Prap.g_01690	Syag.g_02720
OG0001178	Prap.g_01774	Syag.g_01694
OG0001179	Prap.g_01660	Syag.g_02754
OG0001180	Prap.g_01636	Syag.g_02780
OG0001181	Prap.g_01632	Syag.g_02784
OG0001182	Prap.g_01624	Syag.g_02793
OG0001183	Prap.g_01619	Syag.g_02798
OG0001184	Prap.g_01601	Syag.g_02428
OG0001185	Prap.g_01585	Syag.g_02399
OG0001186	Prap.g_01561	Syag.g_02364
OG0001187	Prap.g_01558	Syag.g_02361
OG0001188	Prap.g_01556	Syag.g_02359
OG0001189	Prap.g_01540	Syag.g_02334
OG0001190	Prap.g_01535	Syag.g_02126
OG0001191	Prap.g_01525	Syag.g_02142
OG0001192	Prap.g_01520	Syag.g_02149
OG0001193	Prap.g_01508	Syag.g_02182
OG0001194	Prap.g_01507	Syag.g_02185
OG0001195	Prap.g_01506	Syag.g_02186
OG0001196	Prap.g_01490	Syag.g_02254
OG0001197	Prap.g_01488	Syag.g_02256
OG0001198	Prap.g_01868	Syag.g_02269
OG0001199	Prap.g_00876	Syag.g_01825
OG0001201	Prap.g_01068	Syag.g_01886
OG0001202	Prap.g_00970	Syag.g_02032
OG0001203	Prap.g_01474	Syag.g_01783
OG0001204	Prap.g_01468	Syag.g_02673
OG0001206	Prap.g_01301	Syag.g_01328
OG0001207	Prap.g_01290	Syag.g_01536
OG0001208	Prap.g_01285	Syag.g_01526
OG0001209	Prap.g_01234	Syag.g_01451
OG0001210	Prap.g_01229	Syag.g_01442
OG0001211	Prap.g_01219	Syag.g_00272
OG0001212	Prap.g_01172	Syag.g_00334
OG0001213	Prap.g_01137	Syag.g_00394
OG0001214	Prap.g_00390	Syag.g_00412
OG0001215	Prap.g_00810	Syag.g_01014
OG0001216	Prap.g_00789	Syag.g_00920
OG0001217	Prap.g_00036	Syag.g_00151
OG0001218	Prap.g_00519	Syag.g_01364
OG0001219	Prap.g_00685	Syag.g_00767
OG0001220	Prap.g_00727	Syag.g_00743
OG0001221	Prap.g_00847	Syag.g_00628
OG0001222	Prap.g_00307	Syag.g_00797
OG0001223	Prap.g_00275	Syag.g_00843
OG0001224	Prap.g_00704	Syag.g_00969
OG0001225	Prap.g_00706	Syag.g_00971
OG0001226	Prap.g_01129	Syag.g_01835
OG0001227	Prap.g_00504	Syag.g_01240
OG0001228	Prap.g_00406	Syag.g_00709
OG0001229	Prap.g_00518	Syag.g_00997
OG0001230	Prap.g_00114	Syag.g_01430
OG0001231	Prap.g_01344	Syag.g_02289
OG0001233	Prap.g_01735	Syag.g_01745
OG0001234	Prap.g_01698	Syag.g_02708
OG0001235	Prap.g_01694	Syag.g_02715
OG0001236	Prap.g_01604	Syag.g_02432
OG0001237	Prap.g_01600	Syag.g_02426
OG0001238	Prap.g_01524	Syag.g_02144
OG0001239	Prap.g_00879	Syag.g_01822
OG0001240	Prap.g_01085	Syag.g_01869
OG0001241	Prap.g_01075	Syag.g_01879
OG0001243	Prap.g_01048	Syag.g_01920
OG0001244	Prap.g_01033	Syag.g_01948
OG0001245	Prap.g_00495	Syag.g_00213
OG0001247	Prap.g_00817	Syag.g_00710
OG0001248	Prap.g_00815	Syag.g_00175
OG0001249	Prap.g_01375	Syag.g_02837
OG0001250	Prap.g_00740	Syag.g_00725
OG0001251	Prap.g_00659	Syag.g_00472
OG0001252	Prap.g_00699	Syag.g_00960
OG0001253	Prap.g_01126	Syag.g_00094
OG0001254	Prap.g_01881	Syag.g_02165
OG0001255	Prap.g_00474	Syag.g_00440
OG0001256	Prap.g_00210	Syag.g_01673
OG0001258	Prap.g_01783	Syag.g_01683
OG0001259	Prap.g_01737	Syag.g_01743
OG0001260	Prap.g_01720	Syag.g_01763
OG0001261	Prap.g_01652	Syag.g_02763
OG0001263	Prap.g_01046	Syag.g_01923
OG0001265	Prap.g_01056	Syag.g_01910
OG0001266	Prap.g_00966	Syag.g_02036
OG0001267	Prap.g_01430	Syag.g_02598
OG0001268	Prap.g_01367	Syag.g_02850
OG0001269	Prap.g_00728	Syag.g_00480
OG0001270	Prap.g_01332	Syag.g_00030
OG0001271	Prap.g_01295	Syag.g_01353
OG0001272	Prap.g_01281	Syag.g_01522
OG0001273	Prap.g_00396	Syag.g_00405
OG0001274	Prap.g_00942	Syag.g_02076
OG0001275	Prap.g_00285	Syag.g_00857
OG0001276	Prap.g_00299	Syag.g_00874
OG0001278	Prap.g_00402	Syag.g_01054
OG0001279	Prap.g_00610	Syag.g_00490
OG0001280	Prap.g_00560	Syag.g_01189
OG0001281	Prap.g_00566	Syag.g_01219
OG0001282	Prap.g_00060	Syag.g_01538
OG0001283	Prap.g_01493	Syag.g_02248
OG0001284	Prap.g_00196	Syag.g_01656
OG0001285	Prap.g_01752	Syag.g_00142, Syag.g_02205
OG0001286	Prap.g_01638	Syag.g_02778
OG0001287	Prap.g_01578	Syag.g_02391
OG0001288	Prap.g_01568	Syag.g_02373
OG0001289	Prap.g_01091	Syag.g_01850
OG0001290	Prap.g_01076	Syag.g_01878
OG0001291	Prap.g_01038	Syag.g_01933
OG0001292	Prap.g_01463	Syag.g_02667
OG0001293	Prap.g_01450	Syag.g_02625
OG0001295	Prap.g_01919	Syag.g_00968
OG0001296	Prap.g_01258	Syag.g_01492
OG0001297	Prap.g_01253	Syag.g_01488
OG0001298	Prap.g_01192	Syag.g_00309
OG0001299	Prap.g_00359	Syag.g_00582
OG0001300	Prap.g_00806	Syag.g_01003
OG0001301	Prap.g_00801	Syag.g_00987
OG0001302	Prap.g_00688	Syag.g_00442
OG0001303	Prap.g_01817	Syag.g_00769
OG0001304	Prap.g_00312	Syag.g_00890
OG0001305	Prap.g_00712	Syag.g_00981
OG0001306	Prap.g_00471	Syag.g_01160
OG0001307	Prap.g_01927	Syag.g_00577
OG0001308	Prap.g_00131	Syag.g_01406
OG0001309	Prap.g_00238	Syag.g_01482
OG0001311	Prap.g_00301	Syag.g_00876
OG0001312	Prap.g_00676	Syag.g_00779
OG0001315	Prap.g_00509	Syag.g_02796
OG0001316	Prap.g_01034	Syag.g_01940
OG0001317	Prap.g_01478	Syag.g_01787
OG0001318	Prap.g_01454	Syag.g_02633
OG0001319	Prap.g_01437	Syag.g_02609
OG0001321	Prap.g_01315	Syag.g_00050
OG0001322	Prap.g_01314	Syag.g_00051
OG0001323	Prap.g_01248	Syag.g_01479
OG0001324	Prap.g_00805	Syag.g_01002
OG0001325	Prap.g_00342	Syag.g_00916
OG0001328	Prap.g_00542	Syag.g_00620
OG0001329	Prap.g_01820	Syag.g_00498
OG0001330	Prap.g_00227	Syag.g_01181
OG0001331	Prap.g_00065	Syag.g_01543
OG0001332	Prap.g_00167	Syag.g_01611
OG0001333	Prap.g_01741	Syag.g_01739
OG0001334	Prap.g_01616	Syag.g_02807
OG0001335	Prap.g_01615	Syag.g_02808
OG0001337	Prap.g_01380	Syag.g_02804, Syag.g_02835, Syag.g_02824
OG0001338	Prap.g_01377	Syag.g_02818, Syag.g_02831, Syag.g_01431, Syag.g_02827
OG0001339	Prap.g_01073	Syag.g_01881
OG0001341	Prap.g_00511	Syag.g_00233
OG0001343	Prap.g_00662	Syag.g_00562
OG0001344	Prap.g_00452	Syag.g_01136
OG0001345	Prap.g_00436	Syag.g_01108
OG0001346	Prap.g_00562	Syag.g_01193
OG0001348	Prap.g_01921	Syag.g_00941
OG0001349	Prap.g_00083	Syag.g_02479
OG0001351	Prap.g_01309	Syag.g_00055
OG0001352	Prap.g_00821	Syag.g_01459
OG0001353	Prap.g_00750	Syag.g_00716
OG0001354	Prap.g_00267	Syag.g_00830
OG0001356	Prap.g_01791	Syag.g_00942
OG0001357	Prap.g_00535	Syag.g_00465
OG0001359	Prap.g_00661	Syag.g_00561
OG0001364	Prap.g_01613	Syag.g_02448
OG0001365	Prap.g_01531	Syag.g_02131
OG0001368	Prap.g_00536, Prap.g_00007, Prap.g_00646	Syag.g_02674
OG0001369	Prap.g_01086	Syag.g_01868
OG0001370	Prap.g_01304	Syag.g_01660, Syag.g_01395, Syag.g_02204
OG0001375	Prap.g_00663	Syag.g_00563
OG0001379	Prap.g_00555	Syag.g_01183
OG0001380	Prap.g_00521	Syag.g_00252
OG0001394	Prap.g_00843	Syag.g_00635
OG0001398	Prap.g_01896	Syag.g_00751
OG0001401	Prap.g_00745	Syag.g_00720
OG0001402	Prap.g_01143	Syag.g_00379
OG0001403	Prap.g_00924	Syag.g_02308
OG0001404	Prap.g_00882	Syag.g_01818
OG0001409	Prap.g_00448	Syag.g_01125
OG0001410	Prap.g_01926	Syag.g_00576
OG0001411	Prap.g_00889	Syag.g_02424
OG0001419	Prap.g_00527	Syag.g_01466
OG0001425	Prap.g_01521	Syag.g_02148
OG0001428	Prap.g_00998	Syag.g_01981
OG0001429	Prap.g_00684	Syag.g_00770
OG0001433	Prap.g_01792	Syag.g_00943
OG0001435	Prap.g_00862	Syag.g_00605
OG0001443	Prap.g_00517	Syag.g_02157
OG0001448	Prap.g_01311	Syag.g_01350
OG0001460	Prap.g_01793	Syag.g_00944
OG0001461	Prap.g_00898	Syag.g_00521
OG0001465	Prap.g_00794	Syag.g_00940
OG0001467	Prap.g_01947	Syag.g_01322
OG0001472	Prap.g_01120	Syag.g_00104
OG0001477	Prap.g_00587	Syag.g_00990
OG0001484	Prap.g_00226	Syag.g_02203
OG0001486	Prap.g_00458	Syag.g_01143
OG0001487	Prap.g_00161	Syag.g_01365
OG0001488	Prap.g_00443	Syag.g_01119
OG0001489	Prap.g_01627	Syag.g_02789, Syag.g_00515
OG0001496	Prap.g_00589	Syag.g_00993
OG0001497	Prap.g_00588	Syag.g_00991
OG0001498	Prap.g_01348	Syag.g_00006
OG0001510	Prap.g_01574	Syag.g_02386
OG0001511	Prap.g_01064	Syag.g_01893
OG0001512	Prap.g_00513	Syag.g_01781
OG0001514	Prap.g_00590	Syag.g_00994
OG0001515	Prap.g_00808	Syag.g_01007
OG0001516	Prap.g_00362	Syag.g_00579
OG0001517	Prap.g_01371	Syag.g_02844
OG0001518	Prap.g_01522	Syag.g_02146
OG0001519	Prap.g_01517	Syag.g_02161
OG0001525	Prap.g_01814	Syag.g_00464
OG0001527	Prap.g_01206	Syag.g_00287
OG0001529	Prap.g_00914	Syag.g_02327
OG0001530	Prap.g_01065	Syag.g_01891
OG0001531	Prap.g_01473	Syag.g_01780
OG0001532	Prap.g_00425	Syag.g_01089
OG0001534	Prap.g_00313	Syag.g_00891
OG0001535	Prap.g_00297	Syag.g_00871
OG0001536	Prap.g_00253	Syag.g_00805
OG0001537	Prap.g_00846	Syag.g_00629
OG0001538	Prap.g_00778	Syag.g_00672
OG0001539	Prap.g_00868	Syag.g_00601
OG0001540	Prap.g_01044	Syag.g_01925
OG0001541	Prap.g_00990	Syag.g_01990
OG0001542	Prap.g_00984	Syag.g_01999
OG0001543	Prap.g_00547	Syag.g_02058
OG0001544	Prap.g_01518	Syag.g_02158
OG0001545	Prap.g_01503	Syag.g_02238
OG0001557	Prap.g_00842	Syag.g_00636
OG0001559	Prap.g_01066	Syag.g_01890
OG0001560	Prap.g_01077	Syag.g_01877
OG0001561	Prap.g_00303	Syag.g_00878
OG0001562	Prap.g_00290	Syag.g_00863
OG0001563	Prap.g_01643	Syag.g_02772
OG0001564	Prap.g_00895	Syag.g_02208
OG0001565	Prap.g_00636	Syag.g_00449
OG0001572	Prap.g_00609	Syag.g_00086
OG0001574	Prap.g_01208	Syag.g_00285
OG0001575	Prap.g_01203	Syag.g_00290
OG0001576	Prap.g_00575	Syag.g_01233
OG0001577	Prap.g_00461	Syag.g_01146
OG0001579	Prap.g_01382	Syag.g_02813, Syag.g_02817
OG0001580	Prap.g_00907	Syag.g_02112
OG0001588	Prap.g_01341	Syag.g_02446
OG0001589	Prap.g_01733	Syag.g_01748
OG0001591	Prap.g_00829	Syag.g_00595
OG0001592	Prap.g_00908	Syag.g_02113
OG0001614	Prap.g_01586	Syag.g_02401
OG0001616	Prap.g_00433	Syag.g_01102
OG0001617	Prap.g_00804	Syag.g_00998
OG0001619	Prap.g_00246	Syag.g_00794
OG0001620	Prap.g_01363	Syag.g_02857
OG0001621	Prap.g_01458	Syag.g_02637
OG0001622	Prap.g_01494	Syag.g_02247
OG0001636	Prap.g_00920	Syag.g_02314
OG0001638	Prap.g_01768	Syag.g_01700
OG0001639	Prap.g_00170	Syag.g_01615
OG0001640	Prap.g_00696	Syag.g_00955
OG0001641	Prap.g_00278	Syag.g_00847
OG0001642	Prap.g_00729	Syag.g_00742
OG0001643	Prap.g_00387	Syag.g_00415
OG0001644	Prap.g_00332	Syag.g_00902
OG0001654	Prap.g_00168	Syag.g_01613
OG0001656	Prap.g_01383	Syag.g_02816
OG0001657	Prap.g_01015	Syag.g_01962
OG0001658	Prap.g_00912	Syag.g_02125
OG0001659	Prap.g_01916	Syag.g_01093
OG0001676	Prap.g_01381	Syag.g_02815
OG0001678	Prap.g_01711	Syag.g_02692
OG0001691	Prap.g_00694	Syag.g_00486
OG0001693	Prap.g_01835	Syag.g_00976
OG0001709	Prap.g_00097	Syag.g_02478
OG0001717	Prap.g_00594	Syag.g_01976
OG0001733	Prap.g_01795	Syag.g_00597
OG0001747	Prap.g_01340	Syag.g_01945
OG0001758	Prap.g_01801	Syag.g_00524
OG0001770	Prap.g_01864	Syag.g_00523
OG0001771	Prap.g_01852	Syag.g_00180
OG0001807	Prap.g_00896	Syag.g_02452
OG0001875	Prap.g_01802	Syag.g_00525
OG0001876	Prap.g_01803	Syag.g_00526
OG0001916	Prap.g_01271	Syag.g_01510
OG0001917	Prap.g_00298	Syag.g_00873
OG0001965	Prap.g_01845	Syag.g_01457
OG0001996	Prap.g_00926	Syag.g_02306
OG0002003	Prap.g_00028	Syag.g_01009
OG0002019	Prap.g_01913	Syag.g_02511
OG0002106	Prap.g_00533	Syag.g_01417
OG0002122	Prap.g_00027	Syag.g_01010
OG0002177	Prap.g_01132	Syag.g_01022
OG0002246	Prap.g_01831	Syag.g_00015
OG0002344	Prap.g_01353	Syag.g_01900, Syag.g_02869
OG0002348	Prap.g_01922	Syag.g_00117
OG0002433	Prap.g_01897	Syag.g_00123
OG0002835	Prap.g_01828	Syag.g_00247, Syag.g_00135
