Orthogroup	Prap	Prai
OG0001167	Prap.g_01742	Prai.g_01674
OG0001168	Prap.g_01740	Prai.g_01676
OG0001169	Prap.g_01738	Prai.g_01678
OG0001170	Prap.g_01736	Prai.g_01680
OG0001171	Prap.g_01726	Prai.g_01689
OG0001172	Prap.g_01710	Prai.g_01704
OG0001173	Prap.g_01709	Prai.g_01705
OG0001174	Prap.g_01701	Prai.g_01713
OG0001175	Prap.g_01700	Prai.g_01714
OG0001176	Prap.g_01692	Prai.g_01721
OG0001177	Prap.g_01690	Prai.g_01724
OG0001178	Prap.g_01774	Prai.g_01729
OG0001179	Prap.g_01660	Prai.g_01761
OG0001180	Prap.g_01636	Prai.g_01788
OG0001181	Prap.g_01632	Prai.g_01792
OG0001182	Prap.g_01624	Prai.g_01799
OG0001183	Prap.g_01619	Prai.g_01803
OG0001184	Prap.g_01601	Prai.g_01819
OG0001185	Prap.g_01585	Prai.g_01833
OG0001186	Prap.g_01561	Prai.g_01856
OG0001187	Prap.g_01558	Prai.g_01862
OG0001188	Prap.g_01556	Prai.g_01864
OG0001189	Prap.g_01540	Prai.g_01881
OG0001190	Prap.g_01535	Prai.g_01885
OG0001191	Prap.g_01525	Prai.g_01895
OG0001192	Prap.g_01520	Prai.g_01899
OG0001193	Prap.g_01508	Prai.g_01909
OG0001194	Prap.g_01507	Prai.g_01910
OG0001195	Prap.g_01506	Prai.g_01911
OG0001196	Prap.g_01490	Prai.g_01924
OG0001197	Prap.g_01488	Prai.g_01925
OG0001198	Prap.g_01868	Prai.g_01933
OG0001199	Prap.g_00876	Prai.g_00074
OG0001201	Prap.g_01068	Prai.g_00108
OG0001202	Prap.g_00970	Prai.g_00210
OG0001203	Prap.g_01474	Prai.g_00249
OG0001204	Prap.g_01468	Prai.g_00256
OG0001205	Prap.g_01321	Prai.g_00476
OG0001206	Prap.g_01301	Prai.g_00493
OG0001207	Prap.g_01290	Prai.g_00507
OG0001208	Prap.g_01285	Prai.g_00512
OG0001209	Prap.g_01234	Prai.g_00563
OG0001210	Prap.g_01229	Prai.g_00568
OG0001211	Prap.g_01219	Prai.g_00578
OG0001212	Prap.g_01172	Prai.g_00624
OG0001213	Prap.g_01137	Prai.g_00658
OG0001214	Prap.g_00390	Prai.g_00666
OG0001215	Prap.g_00810	Prai.g_00719
OG0001216	Prap.g_00789	Prai.g_00750
OG0001217	Prap.g_00036	Prai.g_00894
OG0001218	Prap.g_00519	Prai.g_00887
OG0001219	Prap.g_00685	Prai.g_00858
OG0001220	Prap.g_00727	Prai.g_00795
OG0001221	Prap.g_00847	Prai.g_01035
OG0001222	Prap.g_00307	Prai.g_00997
OG0001223	Prap.g_00275	Prai.g_00971
OG0001224	Prap.g_00704	Prai.g_00922
OG0001225	Prap.g_00706	Prai.g_00920
OG0001226	Prap.g_01129	Prai.g_01083
OG0001227	Prap.g_00504	Prai.g_01101
OG0001228	Prap.g_00406	Prai.g_01218
OG0001229	Prap.g_00518	Prai.g_01368
OG0001230	Prap.g_00114	Prai.g_01455
OG0001231	Prap.g_01344	Prai.g_01560
OG0001233	Prap.g_01735	Prai.g_01681
OG0001234	Prap.g_01698	Prai.g_01716
OG0001235	Prap.g_01694	Prai.g_01726
OG0001236	Prap.g_01604	Prai.g_01816
OG0001237	Prap.g_01600	Prai.g_01820
OG0001238	Prap.g_01524	Prai.g_01896
OG0001239	Prap.g_00879	Prai.g_00071
OG0001240	Prap.g_01085	Prai.g_00093
OG0001241	Prap.g_01075	Prai.g_00101
OG0001242	Prap.g_01055	Prai.g_00119
OG0001243	Prap.g_01048	Prai.g_00125
OG0001244	Prap.g_01033	Prai.g_00141
OG0001245	Prap.g_00495	Prai.g_00392
OG0001247	Prap.g_00817	Prai.g_00712
OG0001248	Prap.g_00815	Prai.g_00714
OG0001249	Prap.g_01375	Prai.g_00869
OG0001250	Prap.g_00740	Prai.g_00806
OG0001252	Prap.g_00699	Prai.g_00927
OG0001253	Prap.g_01126	Prai.g_01102
OG0001254	Prap.g_01881	Prai.g_01145
OG0001255	Prap.g_00474	Prai.g_01156
OG0001256	Prap.g_00210	Prai.g_01553
OG0001258	Prap.g_01783	Prai.g_01635
OG0001259	Prap.g_01737	Prai.g_01679
OG0001260	Prap.g_01720	Prai.g_01695
OG0001261	Prap.g_01652	Prai.g_01769
OG0001263	Prap.g_01046	Prai.g_00128
OG0001265	Prap.g_01056	Prai.g_00118
OG0001266	Prap.g_00966	Prai.g_00214
OG0001267	Prap.g_01430	Prai.g_00293
OG0001268	Prap.g_01367	Prai.g_00352
OG0001269	Prap.g_00728	Prai.g_00372
OG0001270	Prap.g_01332	Prai.g_00465
OG0001271	Prap.g_01295	Prai.g_00502
OG0001272	Prap.g_01281	Prai.g_00516
OG0001273	Prap.g_00396	Prai.g_00660
OG0001275	Prap.g_00285	Prai.g_00961
OG0001276	Prap.g_00299	Prai.g_00942
OG0001277	Prap.g_01502	Prai.g_01090
OG0001278	Prap.g_00402	Prai.g_01223
OG0001279	Prap.g_00610	Prai.g_01583
OG0001280	Prap.g_00560	Prai.g_01334
OG0001281	Prap.g_00566	Prai.g_01340
OG0001282	Prap.g_00060	Prai.g_01371
OG0001284	Prap.g_00196	Prai.g_01532
OG0001285	Prap.g_01752	Prai.g_01664
OG0001286	Prap.g_01638	Prai.g_01786
OG0001287	Prap.g_01578	Prai.g_01840
OG0001288	Prap.g_01568	Prai.g_01849
OG0001289	Prap.g_01091	Prai.g_00087
OG0001290	Prap.g_01076	Prai.g_00100
OG0001291	Prap.g_01038	Prai.g_00135
OG0001292	Prap.g_01463	Prai.g_00261
OG0001293	Prap.g_01450	Prai.g_00274
OG0001295	Prap.g_01919	Prai.g_00498
OG0001296	Prap.g_01258	Prai.g_00539
OG0001298	Prap.g_01192	Prai.g_00605
OG0001299	Prap.g_00359	Prai.g_00695
OG0001300	Prap.g_00806	Prai.g_00722
OG0001301	Prap.g_00801	Prai.g_00725
OG0001302	Prap.g_00688	Prai.g_00860
OG0001304	Prap.g_00312	Prai.g_00933
OG0001305	Prap.g_00712	Prai.g_00914
OG0001306	Prap.g_00471	Prai.g_01158
OG0001307	Prap.g_01927	Prai.g_01354
OG0001308	Prap.g_00131	Prai.g_01473
OG0001309	Prap.g_00238	Prai.g_01557
OG0001310	Prap.g_01766	Prai.g_01650
OG0001312	Prap.g_00676	Prai.g_01008
OG0001314	Prap.g_00644	Prai.g_00439
OG0001315	Prap.g_00509	Prai.g_00061
OG0001316	Prap.g_01034	Prai.g_00140
OG0001317	Prap.g_01478	Prai.g_00245
OG0001318	Prap.g_01454	Prai.g_00269
OG0001320	Prap.g_01851, Prap.g_01818	Prai.g_01259
OG0001321	Prap.g_01315	Prai.g_00482
OG0001322	Prap.g_01314	Prai.g_00483
OG0001323	Prap.g_01248	Prai.g_00548
OG0001324	Prap.g_00805	Prai.g_00723
OG0001325	Prap.g_00342	Prai.g_00753
OG0001327	Prap.g_00870	Prai.g_01075
OG0001328	Prap.g_00542	Prai.g_01100
OG0001330	Prap.g_00227	Prai.g_01309
OG0001331	Prap.g_00065	Prai.g_01376
OG0001332	Prap.g_00167	Prai.g_01504
OG0001333	Prap.g_01741	Prai.g_01675
OG0001334	Prap.g_01616	Prai.g_01806
OG0001335	Prap.g_01615	Prai.g_01807
OG0001339	Prap.g_01073	Prai.g_00103
OG0001340	Prap.g_01379	Prai.g_00341
OG0001341	Prap.g_00511	Prai.g_00897
OG0001343	Prap.g_00662	Prai.g_01062
OG0001344	Prap.g_00452	Prai.g_01175
OG0001345	Prap.g_00436	Prai.g_01190
OG0001346	Prap.g_00562	Prai.g_01336
OG0001348	Prap.g_01921	Prai.g_01587
OG0001351	Prap.g_01309	Prai.g_00485
OG0001352	Prap.g_00821	Prai.g_00709
OG0001353	Prap.g_00750	Prai.g_00815
OG0001355	Prap.g_00321	Prai.g_01272
OG0001359	Prap.g_00661	Prai.g_01061
OG0001362	Prap.g_00135	Prai.g_01477
OG0001363	Prap.g_00137	Prai.g_01479
OG0001364	Prap.g_01613	Prai.g_01809
OG0001365	Prap.g_01531	Prai.g_01889
OG0001369	Prap.g_01086	Prai.g_00092
OG0001371	Prap.g_00822	Prai.g_00708
OG0001372	Prap.g_01128	Prai.g_00909
OG0001375	Prap.g_00663	Prai.g_01063
OG0001381	Prap.g_00481	Prai.g_01364
OG0001382	Prap.g_00524	Prai.g_01575
OG0001394	Prap.g_00843	Prai.g_01031
OG0001397	Prap.g_00136	Prai.g_01478
OG0001398	Prap.g_01896	Prai.g_01601
OG0001403	Prap.g_00924	Prai.g_00030
OG0001404	Prap.g_00882	Prai.g_00068
OG0001407	Prap.g_00528	Prai.g_01081
OG0001409	Prap.g_00448	Prai.g_01178
OG0001410	Prap.g_01926	Prai.g_01355
OG0001414	Prap.g_01483	Prai.g_00240
OG0001415	Prap.g_01481	Prai.g_00242
OG0001418	Prap.g_00816	Prai.g_00713
OG0001419	Prap.g_00527	Prai.g_01082
OG0001421	Prap.g_00211	Prai.g_01554
OG0001422	Prap.g_00531	Prai.g_01585
OG0001424	Prap.g_00017	Prai.g_01059
OG0001428	Prap.g_00998	Prai.g_00183
OG0001430	Prap.g_00520	Prai.g_01271
OG0001437	Prap.g_01482	Prai.g_00241
OG0001440	Prap.g_01815, Prap.g_01821	Prai.g_00448
OG0001443	Prap.g_00517	Prai.g_01602
OG0001446	Prap.g_00025	Prai.g_00079
OG0001448	Prap.g_01311	Prai.g_00380
OG0001450	Prap.g_00813	Prai.g_00716
OG0001451	Prap.g_00716	Prai.g_00786
OG0001463	Prap.g_01423	Prai.g_00299
OG0001464	Prap.g_01378	Prai.g_00342
OG0001465	Prap.g_00794	Prai.g_00731
OG0001467	Prap.g_01947	Prai.g_00868
OG0001468	Prap.g_00671	Prai.g_01073
OG0001472	Prap.g_01120	Prai.g_01556
OG0001477	Prap.g_00587	Prai.g_01254
OG0001481	Prap.g_00541	Prai.g_00386
OG0001483	Prap.g_01863	Prai.g_01613
OG0001484	Prap.g_00226	Prai.g_00893
OG0001485	Prap.g_00618	Prai.g_01270
OG0001486	Prap.g_00458	Prai.g_01169
OG0001491	Prap.g_00691	Prai.g_00862
OG0001496	Prap.g_00589	Prai.g_01252
OG0001497	Prap.g_00588	Prai.g_01253
OG0001500	Prap.g_01448	Prai.g_00276
OG0001501	Prap.g_00872	Prai.g_00733
OG0001503	Prap.g_00031	Prai.g_01151
OG0001505	Prap.g_00003	Prai.g_01394
OG0001506	Prap.g_00165	Prai.g_01502
OG0001514	Prap.g_00590	Prai.g_01251
OG0001521	Prap.g_00693	Prai.g_00896
OG0001522	Prap.g_00749	Prai.g_00814
OG0001523	Prap.g_01878	Prai.g_01147
OG0001524	Prap.g_01877	Prai.g_01148
OG0001526	Prap.g_00894	Prai.g_01699
OG0001527	Prap.g_01206	Prai.g_00591
OG0001532	Prap.g_00425	Prai.g_01199
OG0001549	Prap.g_00718	Prai.g_00788
OG0001550	Prap.g_00035	Prai.g_01134
OG0001552	Prap.g_00214	Prai.g_01237
OG0001562	Prap.g_00290	Prai.g_00949
OG0001565	Prap.g_00636	Prai.g_00447
OG0001566	Prap.g_00825	Prai.g_00705
OG0001569	Prap.g_00647	Prai.g_01108
OG0001571	Prap.g_00607	Prai.g_01128
OG0001581	Prap.g_00580	Prai.g_00155
OG0001583	Prap.g_00692	Prai.g_00863
OG0001584	Prap.g_00349	Prai.g_01016
OG0001587	Prap.g_01718	Prai.g_01697
OG0001588	Prap.g_01341	Prai.g_00778
OG0001595	Prap.g_00884	Prai.g_00067
OG0001596	Prap.g_00875	Prai.g_00075
OG0001597	Prap.g_00162	Prai.g_00376
OG0001598	Prap.g_00803	Prai.g_01267
OG0001599	Prap.g_01303	Prai.g_00491
OG0001600	Prap.g_01256	Prai.g_00541
OG0001601	Prap.g_00827	Prai.g_00703
OG0001603	Prap.g_00689	Prai.g_00861
OG0001604	Prap.g_00850	Prai.g_01038
OG0001605	Prap.g_00030	Prai.g_00950
OG0001606	Prap.g_00040	Prai.g_00738
OG0001607	Prap.g_00620	Prai.g_01149
OG0001608	Prap.g_00315	Prai.g_01361
OG0001609	Prap.g_00163	Prai.g_01501
OG0001610	Prap.g_00166	Prai.g_01503
OG0001611	Prap.g_01858	Prai.g_01566
OG0001626	Prap.g_00625	Prai.g_00898
OG0001628	Prap.g_01130	Prai.g_01293
OG0001629	Prap.g_00598	Prai.g_00886
OG0001630	Prap.g_00654	Prai.g_01056
OG0001631	Prap.g_00616	Prai.g_01078
OG0001648	Prap.g_01843	Prai.g_00385
OG0001649	Prap.g_00038	Prai.g_01079
OG0001650	Prap.g_01819, Prap.g_01914	Prai.g_00746
OG0001651	Prap.g_00492	Prai.g_01565
OG0001661	Prap.g_00629	Prai.g_01621
OG0001662	Prap.g_01894	Prai.g_01118
OG0001663	Prap.g_00475	Prai.g_01155
OG0001664	Prap.g_01890	Prai.g_01295
OG0001665	Prap.g_00482	Prai.g_01298
OG0001669	Prap.g_00579, Prap.g_01837	Prai.g_00043
OG0001684	Prap.g_01179	Prai.g_01275, Prai.g_00617
OG0001685	Prap.g_01125	Prai.g_00785
OG0001686	Prap.g_00496	Prai.g_00951
OG0001687	Prap.g_01305	Prai.g_01072
OG0001689	Prap.g_01570	Prai.g_01847
OG0001699	Prap.g_01884	Prai.g_01618
OG0001701	Prap.g_00893	Prai.g_01700
OG0001705	Prap.g_01716	Prai.g_00414
OG0001707	Prap.g_00503	Prai.g_01095
OG0001710	Prap.g_01112	Prai.g_01719
OG0001725	Prap.g_01905	Prai.g_00401
OG0001746	Prap.g_01902	Prai.g_01260
OG0001820	Prap.g_00019	Prai.g_01306
OG0001922	Prap.g_00103	Prai.g_01350
OG0001988	Prap.g_00537	Prai.g_00371
OG0002019	Prap.g_01913	Prai.g_01304
OG0002034	Prap.g_01134	Prai.g_01231
OG0002106	Prap.g_00533	Prai.g_00396
OG0002326	Prap.g_01842	Prai.g_01150
OG0002583	Prap.g_00232	Prai.g_01322
OG0003221	Prap.g_01933	Prai.g_00042
