Orthogroup	Prap	Syas
OG0001180	Prap.g_01636	Syas.g_01583
OG0001181	Prap.g_01632	Syas.g_01579
OG0001182	Prap.g_01624	Syas.g_01571
OG0001183	Prap.g_01619	Syas.g_01564
OG0001184	Prap.g_01601	Syas.g_02188
OG0001185	Prap.g_01585	Syas.g_02162
OG0001186	Prap.g_01561	Syas.g_02113
OG0001187	Prap.g_01558	Syas.g_02111
OG0001189	Prap.g_01540	Syas.g_02089
OG0001190	Prap.g_01535	Syas.g_01881
OG0001191	Prap.g_01525	Syas.g_01900
OG0001193	Prap.g_01508	Syas.g_01952
OG0001194	Prap.g_01507	Syas.g_01953
OG0001195	Prap.g_01506	Syas.g_01954
OG0001196	Prap.g_01490	Syas.g_02010
OG0001197	Prap.g_01488	Syas.g_02012
OG0001198	Prap.g_01868	Syas.g_02031
OG0001199	Prap.g_00876	Syas.g_02516
OG0001201	Prap.g_01068	Syas.g_02419
OG0001202	Prap.g_00970	Syas.g_02270
OG0001203	Prap.g_01474	Syas.g_02557
OG0001204	Prap.g_01468	Syas.g_01687
OG0001205	Prap.g_01321	Syas.g_02745
OG0001207	Prap.g_01290	Syas.g_01260
OG0001208	Prap.g_01285	Syas.g_01251
OG0001209	Prap.g_01234	Syas.g_00065
OG0001210	Prap.g_01229	Syas.g_00761
OG0001211	Prap.g_01219	Syas.g_00788
OG0001212	Prap.g_01172	Syas.g_00847
OG0001213	Prap.g_01137	Syas.g_00100
OG0001214	Prap.g_00390	Syas.g_00744
OG0001215	Prap.g_00810	Syas.g_02245
OG0001217	Prap.g_00036	Syas.g_01397, Syas.g_02493
OG0001218	Prap.g_00519	Syas.g_01309
OG0001219	Prap.g_00685	Syas.g_00399
OG0001220	Prap.g_00727	Syas.g_02447
OG0001221	Prap.g_00847	Syas.g_02669
OG0001222	Prap.g_00307	Syas.g_00448
OG0001223	Prap.g_00275	Syas.g_00541
OG0001224	Prap.g_00704	Syas.g_01015
OG0001225	Prap.g_00706	Syas.g_01017
OG0001226	Prap.g_01129	Syas.g_02506
OG0001227	Prap.g_00504	Syas.g_00824
OG0001228	Prap.g_00406	Syas.g_02195
OG0001229	Prap.g_00518	Syas.g_00285
OG0001230	Prap.g_00114	Syas.g_02806
OG0001231	Prap.g_01344	Syas.g_02050
OG0001233	Prap.g_01735	Syas.g_02592
OG0001234	Prap.g_01698	Syas.g_01310
OG0001235	Prap.g_01694	Syas.g_01646
OG0001236	Prap.g_01604	Syas.g_02191
OG0001237	Prap.g_01600	Syas.g_02187
OG0001238	Prap.g_01524	Syas.g_01901
OG0001239	Prap.g_00879	Syas.g_02519
OG0001240	Prap.g_01085	Syas.g_02435
OG0001241	Prap.g_01075	Syas.g_02427
OG0001242	Prap.g_01055	Syas.g_02398
OG0001243	Prap.g_01048	Syas.g_02391
OG0001244	Prap.g_01033	Syas.g_02370
OG0001245	Prap.g_00495	Syas.g_00524
OG0001249	Prap.g_01375	Syas.g_01547
OG0001250	Prap.g_00740	Syas.g_00239
OG0001251	Prap.g_00659	Syas.g_00516, Syas.g_00408
OG0001252	Prap.g_00699	Syas.g_00994
OG0001253	Prap.g_01126	Syas.g_00143
OG0001255	Prap.g_00474	Syas.g_00492
OG0001256	Prap.g_00210	Syas.g_02698
OG0001258	Prap.g_01783	Syas.g_02688
OG0001259	Prap.g_01737	Syas.g_02594
OG0001260	Prap.g_01720	Syas.g_02572
OG0001261	Prap.g_01652	Syas.g_01599
OG0001263	Prap.g_01046	Syas.g_02388
OG0001265	Prap.g_01056	Syas.g_02399
OG0001266	Prap.g_00966	Syas.g_02266
OG0001267	Prap.g_01430	Syas.g_01753
OG0001268	Prap.g_01367	Syas.g_01535
OG0001269	Prap.g_00728	Syas.g_00510
OG0001270	Prap.g_01332	Syas.g_01499
OG0001271	Prap.g_01295	Syas.g_01336
OG0001272	Prap.g_01281	Syas.g_01247
OG0001273	Prap.g_00396	Syas.g_00751
OG0001274	Prap.g_00942	Syas.g_01849
OG0001275	Prap.g_00285	Syas.g_00554
OG0001276	Prap.g_00299	Syas.g_00215
OG0001277	Prap.g_01502	Syas.g_00110
OG0001278	Prap.g_00402	Syas.g_01074
OG0001279	Prap.g_00610	Syas.g_02792
OG0001280	Prap.g_00560	Syas.g_01095
OG0001281	Prap.g_00566	Syas.g_02845
OG0001282	Prap.g_00060	Syas.g_01262
OG0001284	Prap.g_00196	Syas.g_02124, Syas.g_02713
OG0001286	Prap.g_01638	Syas.g_01585
OG0001287	Prap.g_01578	Syas.g_00136
OG0001288	Prap.g_01568	Syas.g_02144
OG0001289	Prap.g_01091	Syas.g_02474
OG0001290	Prap.g_01076	Syas.g_02428
OG0001291	Prap.g_01038	Syas.g_02378
OG0001292	Prap.g_01463	Syas.g_01693
OG0001293	Prap.g_01450	Syas.g_01720
OG0001295	Prap.g_01919	Syas.g_00770
OG0001296	Prap.g_01258	Syas.g_01217
OG0001297	Prap.g_01253	Syas.g_01213
OG0001298	Prap.g_01192	Syas.g_00829
OG0001299	Prap.g_00359	Syas.g_00700
OG0001303	Prap.g_01817	Syas.g_00400
OG0001304	Prap.g_00312	Syas.g_00199
OG0001305	Prap.g_00712	Syas.g_01027
OG0001306	Prap.g_00471	Syas.g_01202
OG0001307	Prap.g_01927	Syas.g_01923
OG0001308	Prap.g_00131	Syas.g_02830
OG0001309	Prap.g_00238	Syas.g_00003
OG0001310	Prap.g_01766	Syas.g_02666
OG0001311	Prap.g_00301	Syas.g_00213
OG0001312	Prap.g_00676	Syas.g_00414
OG0001314	Prap.g_00644	Syas.g_01925
OG0001315	Prap.g_00509	Syas.g_01566
OG0001317	Prap.g_01478	Syas.g_02553
OG0001318	Prap.g_01454	Syas.g_01706
OG0001319	Prap.g_01437	Syas.g_01736
OG0001323	Prap.g_01248	Syas.g_00006
OG0001325	Prap.g_00342	Syas.g_00179
OG0001327	Prap.g_00870	Syas.g_00687
OG0001329	Prap.g_01820	Syas.g_00773
OG0001330	Prap.g_00227	Syas.g_02865
OG0001331	Prap.g_00065	Syas.g_01267
OG0001333	Prap.g_01741	Syas.g_02598
OG0001337	Prap.g_01380	Syas.g_01548
OG0001339	Prap.g_01073	Syas.g_02425
OG0001345	Prap.g_00436	Syas.g_01132
OG0001346	Prap.g_00562	Syas.g_02853
OG0001348	Prap.g_01921	Syas.g_00119
OG0001351	Prap.g_01309	Syas.g_01280
OG0001353	Prap.g_00750	Syas.g_00228
OG0001354	Prap.g_00267	Syas.g_00526
OG0001355	Prap.g_00321	Syas.g_01057
OG0001356	Prap.g_01791	Syas.g_01715, Syas.g_00972
OG0001357	Prap.g_00535	Syas.g_00764
OG0001364	Prap.g_01613	Syas.g_02212
OG0001365	Prap.g_01531	Syas.g_01886
OG0001371	Prap.g_00822	Syas.g_02499
OG0001379	Prap.g_00555	Syas.g_02861
OG0001380	Prap.g_00521	Syas.g_00126
OG0001394	Prap.g_00843	Syas.g_00627
OG0001398	Prap.g_01896	Syas.g_02481
OG0001401	Prap.g_00745	Syas.g_00233
OG0001402	Prap.g_01143	Syas.g_00112
OG0001403	Prap.g_00924	Syas.g_02069
OG0001409	Prap.g_00448	Syas.g_00154
OG0001411	Prap.g_00889	Syas.g_01156
OG0001418	Prap.g_00816	Syas.g_01177
OG0001423	Prap.g_00633	Syas.g_02532
OG0001428	Prap.g_00998	Syas.g_02325
OG0001429	Prap.g_00684	Syas.g_00401
OG0001433	Prap.g_01792	Syas.g_01398
OG0001435	Prap.g_00862	Syas.g_00678
OG0001443	Prap.g_00517	Syas.g_01910
OG0001450	Prap.g_00813	Syas.g_02208, Syas.g_00474
OG0001451	Prap.g_00716	Syas.g_02342, Syas.g_02343
OG0001460	Prap.g_01793	Syas.g_01399
OG0001461	Prap.g_00898	Syas.g_00566
OG0001476	Prap.g_00449	Syas.g_00155
OG0001477	Prap.g_00587	Syas.g_00934
OG0001484	Prap.g_00226	Syas.g_00166, Syas.g_00167
OG0001486	Prap.g_00458	Syas.g_01186
OG0001488	Prap.g_00443	Syas.g_01142
OG0001489	Prap.g_01627	Syas.g_01574
OG0001496	Prap.g_00589	Syas.g_00936
OG0001497	Prap.g_00588	Syas.g_00935
OG0001498	Prap.g_01348	Syas.g_01511
OG0001505	Prap.g_00003	Syas.g_02135
OG0001510	Prap.g_01574	Syas.g_02151
OG0001511	Prap.g_01064	Syas.g_02413
OG0001512	Prap.g_00513	Syas.g_02559
OG0001514	Prap.g_00590	Syas.g_00937
OG0001515	Prap.g_00808	Syas.g_00734
OG0001516	Prap.g_00362	Syas.g_00703
OG0001517	Prap.g_01371	Syas.g_01540
OG0001518	Prap.g_01522	Syas.g_01903
OG0001519	Prap.g_01517	Syas.g_01912
OG0001522	Prap.g_00749	Syas.g_00369
OG0001527	Prap.g_01206	Syas.g_00803
OG0001529	Prap.g_00914	Syas.g_02082
OG0001530	Prap.g_01065	Syas.g_02415
OG0001531	Prap.g_01473	Syas.g_02560
OG0001532	Prap.g_00425	Syas.g_01113
OG0001534	Prap.g_00313	Syas.g_00198
OG0001535	Prap.g_00297	Syas.g_00218
OG0001536	Prap.g_00253	Syas.g_00456
OG0001537	Prap.g_00846	Syas.g_00651
OG0001538	Prap.g_00778	Syas.g_00591
OG0001539	Prap.g_00868	Syas.g_00683
OG0001540	Prap.g_01044	Syas.g_02386
OG0001541	Prap.g_00990	Syas.g_02316
OG0001542	Prap.g_00984	Syas.g_02294
OG0001543	Prap.g_00547	Syas.g_02230
OG0001544	Prap.g_01518	Syas.g_01911
OG0001545	Prap.g_01503	Syas.g_01982
OG0001549	Prap.g_00718	Syas.g_00482
OG0001557	Prap.g_00842	Syas.g_00626
OG0001559	Prap.g_01066	Syas.g_02416
OG0001560	Prap.g_01077	Syas.g_02429
OG0001561	Prap.g_00303	Syas.g_00211
OG0001562	Prap.g_00290	Syas.g_00560
OG0001563	Prap.g_01643	Syas.g_01590
OG0001564	Prap.g_00895	Syas.g_01034
OG0001565	Prap.g_00636	Syas.g_00351
OG0001574	Prap.g_01208	Syas.g_00801
OG0001575	Prap.g_01203	Syas.g_00806
OG0001576	Prap.g_00575	Syas.g_02834
OG0001577	Prap.g_00461	Syas.g_01189
OG0001580	Prap.g_00907	Syas.g_01875
OG0001584	Prap.g_00349	Syas.g_00607
OG0001587	Prap.g_01718	Syas.g_02569
OG0001589	Prap.g_01733	Syas.g_02589
OG0001591	Prap.g_00829	Syas.g_00690
OG0001592	Prap.g_00908	Syas.g_01877
OG0001614	Prap.g_01586	Syas.g_02165
OG0001616	Prap.g_00433	Syas.g_01127
OG0001617	Prap.g_00804	Syas.g_00076
OG0001619	Prap.g_00246	Syas.g_00445
OG0001620	Prap.g_01363	Syas.g_01528
OG0001621	Prap.g_01458	Syas.g_01702
OG0001622	Prap.g_01494	Syas.g_02002
OG0001636	Prap.g_00920	Syas.g_02075
OG0001638	Prap.g_01768	Syas.g_02670
OG0001639	Prap.g_00170	Syas.g_01477
OG0001640	Prap.g_00696	Syas.g_00989
OG0001641	Prap.g_00278	Syas.g_00545
OG0001643	Prap.g_00387	Syas.g_00741
OG0001644	Prap.g_00332	Syas.g_00921, Syas.g_00767
OG0001654	Prap.g_00168	Syas.g_01475
OG0001657	Prap.g_01015	Syas.g_02355
OG0001659	Prap.g_01916	Syas.g_01118
OG0001678	Prap.g_01711	Syas.g_01666
OG0001679	Prap.g_01376	Syas.g_02407
OG0001693	Prap.g_01835	Syas.g_01022
OG0001717	Prap.g_00594	Syas.g_02330
OG0001733	Prap.g_01795	Syas.g_00974
OG0001769	Prap.g_00508	Syas.g_00723
OG0001771	Prap.g_01852	Syas.g_00034
OG0001842	Prap.g_00022	Syas.g_00658
OG0001917	Prap.g_00298	Syas.g_00216
OG0001930	Prap.g_00023	Syas.g_00657
OG0001931	Prap.g_00024	Syas.g_00656
OG0001955	Prap.g_01908	Syas.g_00480
OG0001956	Prap.g_00722	Syas.g_00971
OG0001977	Prap.g_01512	Syas.g_01942
OG0001996	Prap.g_00926	Syas.g_02067
OG0002003	Prap.g_00028	Syas.g_00491
OG0002019	Prap.g_01913	Syas.g_02163
OG0002098	Prap.g_01935	Syas.g_02608
OG0002109	Prap.g_00033	Syas.g_02770
OG0002348	Prap.g_01922	Syas.g_00879
OG0002389	Prap.g_01623	Syas.g_01570
