Orthogroup	Syaa	Syak
OG0001109	Syaa.g_01349	Syak.g_00495
OG0001110	Syaa.g_01347	Syak.g_00493
OG0001111	Syaa.g_01345	Syak.g_00491
OG0001112	Syaa.g_01343	Syak.g_00489
OG0001113	Syaa.g_01342	Syak.g_00406
OG0001114	Syaa.g_01341	Syak.g_00488
OG0001115	Syaa.g_01337	Syak.g_00484
OG0001116	Syaa.g_01335	Syak.g_00482
OG0001117	Syaa.g_01334	Syak.g_00481
OG0001118	Syaa.g_01333	Syak.g_00480
OG0001119	Syaa.g_01331	Syak.g_00478
OG0001120	Syaa.g_01328	Syak.g_00474
OG0001121	Syaa.g_01125	Syak.g_00114
OG0001123	Syaa.g_01294	Syak.g_00650
OG0001124	Syaa.g_01292	Syak.g_00652
OG0001125	Syaa.g_01290	Syak.g_00654
OG0001126	Syaa.g_00864	Syak.g_00757
OG0001127	Syaa.g_00865	Syak.g_00756
OG0001128	Syaa.g_00868	Syak.g_00753
OG0001129	Syaa.g_00870	Syak.g_00751
OG0001130	Syaa.g_00871	Syak.g_00750
OG0001131	Syaa.g_01108	Syak.g_00389
OG0001132	Syaa.g_01468	Syak.g_00120
OG0001133	Syaa.g_01656	Syak.g_00014
OG0001134	Syaa.g_01028	Syak.g_00273
OG0001135	Syaa.g_01030	Syak.g_00274
OG0001136	Syaa.g_00767	Syak.g_00901
OG0001137	Syaa.g_00786	Syak.g_00876
OG0001138	Syaa.g_01002	Syak.g_00839
OG0001139	Syaa.g_01000	Syak.g_00837
OG0001140	Syaa.g_00999	Syak.g_00836
OG0001141	Syaa.g_00998	Syak.g_00835
OG0001142	Syaa.g_00997	Syak.g_00834
OG0001143	Syaa.g_00987	Syak.g_00826
OG0001144	Syaa.g_00978	Syak.g_00815
OG0001145	Syaa.g_00748	Syak.g_00922
OG0001146	Syaa.g_00729	Syak.g_00943
OG0001147	Syaa.g_01837	Syak.g_01113
OG0001148	Syaa.g_02061	Syak.g_02563
OG0001149	Syaa.g_02062	Syak.g_02562
OG0001150	Syaa.g_02063	Syak.g_02561
OG0001151	Syaa.g_02076	Syak.g_02548
OG0001153	Syaa.g_01811	Syak.g_01084
OG0001154	Syaa.g_01812	Syak.g_01085
OG0001156	Syaa.g_00623	Syak.g_02477
OG0001157	Syaa.g_00622	Syak.g_02476
OG0001158	Syaa.g_00619	Syak.g_02475
OG0001159	Syaa.g_00618	Syak.g_02474
OG0001160	Syaa.g_00574	Syak.g_02437
OG0001161	Syaa.g_02620	Syak.g_01906
OG0001162	Syaa.g_01203	Syak.g_00959
OG0001163	Syaa.g_00566	Syak.g_02429
OG0001164	Syaa.g_00560	Syak.g_02423
OG0001165	Syaa.g_00555	Syak.g_02418
OG0001166	Syaa.g_00527	Syak.g_02394
OG0001167	Syaa.g_00673	Syak.g_02366
OG0001168	Syaa.g_00672	Syak.g_02364
OG0001169	Syaa.g_00670	Syak.g_02362
OG0001170	Syaa.g_00668	Syak.g_02360
OG0001171	Syaa.g_00655	Syak.g_02349
OG0001172	Syaa.g_02347	Syak.g_01388
OG0001173	Syaa.g_02346	Syak.g_01387
OG0001174	Syaa.g_02338	Syak.g_01379
OG0001175	Syaa.g_02337	Syak.g_01378
OG0001176	Syaa.g_02314	Syak.g_01354
OG0001177	Syaa.g_02316	Syak.g_01356
OG0001178	Syaa.g_00546	Syak.g_02411
OG0001179	Syaa.g_02268	Syak.g_01324
OG0001181	Syaa.g_02239	Syak.g_01296
OG0001182	Syaa.g_02230	Syak.g_01287
OG0001183	Syaa.g_02224	Syak.g_01282
OG0001184	Syaa.g_00151	Syak.g_01571
OG0001186	Syaa.g_00081	Syak.g_01709
OG0001187	Syaa.g_00082	Syak.g_01712
OG0001188	Syaa.g_00075	Syak.g_01714
OG0001189	Syaa.g_00057	Syak.g_01736
OG0001190	Syaa.g_02592	Syak.g_01942
OG0001191	Syaa.g_02605	Syak.g_01928
OG0001192	Syaa.g_02612	Syak.g_01921
OG0001193	Syaa.g_02658	Syak.g_01888
OG0001194	Syaa.g_02660	Syak.g_01882
OG0001195	Syaa.g_02661	Syak.g_01881
OG0001196	Syaa.g_02741	Syak.g_01811
OG0001197	Syaa.g_02743	Syak.g_01809
OG0001198	Syaa.g_02755	Syak.g_01798
OG0001199	Syaa.g_00347	Syak.g_02249
OG0001200	Syaa.g_00345	Syak.g_02247
OG0001201	Syaa.g_02381	Syak.g_02191
OG0001202	Syaa.g_02528	Syak.g_02061
OG0001203	Syaa.g_02106	Syak.g_02307
OG0001204	Syaa.g_00316	Syak.g_01404
OG0001205	Syaa.g_00713	Syak.g_01181
OG0001206	Syaa.g_01855	Syak.g_01148
OG0001207	Syaa.g_02058	Syak.g_02566
OG0001208	Syaa.g_02049	Syak.g_02576
OG0001209	Syaa.g_01977	Syak.g_02643
OG0001210	Syaa.g_01967	Syak.g_02654
OG0001211	Syaa.g_01950	Syak.g_02669
OG0001212	Syaa.g_01892	Syak.g_02728
OG0001213	Syaa.g_01646	Syak.g_00025
OG0001214	Syaa.g_01631	Syak.g_00037
OG0001215	Syaa.g_00914	Syak.g_00697
OG0001216	Syaa.g_01238	Syak.g_00805
OG0001217	Syaa.g_01559	Syak.g_00138
OG0001218	Syaa.g_01820	Syak.g_01093
OG0001219	Syaa.g_01404	Syak.g_00551
OG0001220	Syaa.g_00812	Syak.g_00580
OG0001221	Syaa.g_01111	Syak.g_00390
OG0001222	Syaa.g_01371	Syak.g_00517
OG0001223	Syaa.g_01326	Syak.g_00472
OG0001224	Syaa.g_00874	Syak.g_00739
OG0001226	Syaa.g_01579	Syak.g_02239
OG0001227	Syaa.g_02622	Syak.g_00963
OG0001228	Syaa.g_00695	Syak.g_00619
OG0001229	Syaa.g_00899	Syak.g_00711
OG0001230	Syaa.g_01764	Syak.g_01030
OG0001231	Syaa.g_00017	Syak.g_01777
OG0001232	Syaa.g_00508	Syak.g_02385
OG0001233	Syaa.g_00667	Syak.g_02359
OG0001234	Syaa.g_02333	Syak.g_01374
OG0001235	Syaa.g_02323	Syak.g_01362
OG0001236	Syaa.g_00154	Syak.g_01568
OG0001238	Syaa.g_02607	Syak.g_01926
OG0001239	Syaa.g_00350	Syak.g_02252
OG0001240	Syaa.g_02364	Syak.g_02206
OG0001241	Syaa.g_02374	Syak.g_02197
OG0001242	Syaa.g_02407	Syak.g_02168
OG0001243	Syaa.g_02415	Syak.g_02160
OG0001244	Syaa.g_02445	Syak.g_02132
OG0001245	Syaa.g_01492	Syak.g_00248
OG0001246	Syaa.g_02023	Syak.g_02604
OG0001247	Syaa.g_01207	Syak.g_00618
OG0001248	Syaa.g_01204	Syak.g_00147
OG0001250	Syaa.g_00832	Syak.g_00602
OG0001251	Syaa.g_02667	Syak.g_01875
OG0001252	Syaa.g_00867	Syak.g_00754
OG0001253	Syaa.g_01467	Syak.g_00250
OG0001254	Syaa.g_01029	Syak.g_00272
OG0001255	Syaa.g_01696	Syak.g_00066
OG0001256	Syaa.g_00567	Syak.g_02430
OG0001257	Syaa.g_00405	Syak.g_02502
OG0001258	Syaa.g_00557	Syak.g_02420
OG0001259	Syaa.g_00669	Syak.g_02361
OG0001260	Syaa.g_00642	Syak.g_02332
OG0001261	Syaa.g_02259	Syak.g_01315
OG0001262	Syaa.g_00059	Syak.g_01734
OG0001263	Syaa.g_02418	Syak.g_02157
OG0001265	Syaa.g_02405	Syak.g_02170
OG0001266	Syaa.g_02532	Syak.g_02057
OG0001267	Syaa.g_00262	Syak.g_01459
OG0001268	Syaa.g_02176	Syak.g_01240
OG0001269	Syaa.g_01499	Syak.g_02323
OG0001270	Syaa.g_00701	Syak.g_01194
OG0001271	Syaa.g_01845	Syak.g_01121
OG0001272	Syaa.g_02045	Syak.g_02580
OG0001273	Syaa.g_01639	Syak.g_00030
OG0001274	Syaa.g_02563	Syak.g_01988
OG0001275	Syaa.g_01311	Syak.g_00633
OG0001276	Syaa.g_01295	Syak.g_00649
OG0001277	Syaa.g_02724	Syak.g_01829
OG0001278	Syaa.g_00966	Syak.g_00671
OG0001279	Syaa.g_01749	Syak.g_00105
OG0001280	Syaa.g_00738	Syak.g_00933
OG0001281	Syaa.g_00728	Syak.g_00944
OG0001282	Syaa.g_02060	Syak.g_02564
OG0001283	Syaa.g_02734	Syak.g_01818
OG0001284	Syaa.g_00583	Syak.g_02446
OG0001286	Syaa.g_02245	Syak.g_01301
OG0001287	Syaa.g_00121	Syak.g_01652
OG0001289	Syaa.g_00327	Syak.g_02222
OG0001290	Syaa.g_02373	Syak.g_02198
OG0001291	Syaa.g_02428	Syak.g_02147
OG0001292	Syaa.g_00310	Syak.g_01410
OG0001293	Syaa.g_00288	Syak.g_01432
OG0001294	Syaa.g_01076	Syak.g_00355
OG0001295	Syaa.g_01964	Syak.g_00740
OG0001296	Syaa.g_02017	Syak.g_02610
OG0001297	Syaa.g_02013	Syak.g_02614
OG0001298	Syaa.g_01913	Syak.g_02703
OG0001299	Syaa.g_01070	Syak.g_00349
OG0001300	Syaa.g_00905	Syak.g_00706
OG0001301	Syaa.g_00891	Syak.g_00721
OG0001302	Syaa.g_01600	Syak.g_00068
OG0001303	Syaa.g_01402	Syak.g_00548
OG0001304	Syaa.g_01281	Syak.g_00664
OG0001305	Syaa.g_00885	Syak.g_00728
OG0001306	Syaa.g_00753	Syak.g_00915
OG0001309	Syaa.g_02005	Syak.g_02620
OG0001311	Syaa.g_01293	Syak.g_00651
OG0001312	Syaa.g_01391	Syak.g_00537
OG0001315	Syaa.g_02226	Syak.g_01284
OG0001316	Syaa.g_02434	Syak.g_02140
OG0001317	Syaa.g_02112	Syak.g_02302
OG0001318	Syaa.g_00296	Syak.g_01424
OG0001319	Syaa.g_00273	Syak.g_01448
OG0001321	Syaa.g_00719	Syak.g_01172
OG0001322	Syaa.g_00720	Syak.g_01171
OG0001323	Syaa.g_02002	Syak.g_02623
OG0001324	Syaa.g_00904	Syak.g_00707
OG0001325	Syaa.g_01243	Syak.g_00800
OG0001326	Syaa.g_00396, Syaa.g_02672	Syak.g_01870, Syak.g_01154
OG0001327	Syaa.g_01083	Syak.g_00362
OG0001328	Syaa.g_01104	Syak.g_00383
OG0001330	Syaa.g_00746	Syak.g_00925
OG0001331	Syaa.g_02065	Syak.g_02559
OG0001334	Syaa.g_02216	Syak.g_01274
OG0001335	Syaa.g_02215	Syak.g_01273
OG0001336	Syaa.g_02735	Syak.g_01817
OG0001337	Syaa.g_02200	Syak.g_01262
OG0001338	Syaa.g_02206, Syaa.g_02184, Syaa.g_02195	Syak.g_01258
OG0001340	Syaa.g_02199	Syak.g_01261
OG0001343	Syaa.g_02664	Syak.g_01877
OG0001344	Syaa.g_00775	Syak.g_00893
OG0001345	Syaa.g_00803	Syak.g_00856
OG0001346	Syaa.g_00734	Syak.g_00937
OG0001347	Syaa.g_00195	Syak.g_01885
OG0001347	Syaa.g_00445	Syak.g_01622
OG0001348	Syaa.g_00847	Syak.g_00774
OG0001350	Syaa.g_02107	Syak.g_02306
OG0001351	Syaa.g_01863	Syak.g_01164
OG0001352	Syaa.g_01987	Syak.g_00764
OG0001353	Syaa.g_00841	Syak.g_00612
OG0001354	Syaa.g_01338	Syak.g_00485
OG0001355	Syaa.g_01524	Syak.g_00144
OG0001356	Syaa.g_00848	Syak.g_00773
OG0001357	Syaa.g_02307	Syak.g_00092
OG0001358	Syaa.g_01663	Syak.g_00007
OG0001359	Syaa.g_02663	Syak.g_01878
OG0001360	Syaa.g_00805	Syak.g_00854
OG0001361	Syaa.g_00800	Syak.g_00859
OG0001364	Syaa.g_00171	Syak.g_01552
OG0001366	Syaa.g_00524	Syak.g_02391
OG0001368	Syaa.g_00317	Syak.g_01403
OG0001369	Syaa.g_02363	Syak.g_02207
OG0001373	Syaa.g_02671	Syak.g_01871
OG0001374	Syaa.g_02679	Syak.g_01863
OG0001375	Syaa.g_02665	Syak.g_01876
OG0001376	Syaa.g_02614	Syak.g_01916
OG0001377	Syaa.g_02613	Syak.g_01917
OG0001378	Syaa.g_00700	Syak.g_01196
OG0001379	Syaa.g_00744	Syak.g_00927
OG0001382	Syaa.g_01866	Syak.g_01169
OG0001385	Syaa.g_02668	Syak.g_01874
OG0001386	Syaa.g_02669	Syak.g_01873
OG0001387	Syaa.g_02670	Syak.g_01872
OG0001388	Syaa.g_02673	Syak.g_01869
OG0001389	Syaa.g_02674	Syak.g_01868
OG0001390	Syaa.g_02675	Syak.g_01867
OG0001391	Syaa.g_02676	Syak.g_01866
OG0001392	Syaa.g_02677	Syak.g_01865
OG0001393	Syaa.g_02678	Syak.g_01864
OG0001394	Syaa.g_01118	Syak.g_00399
OG0001395	Syaa.g_01267	Syak.g_00789
OG0001396	Syaa.g_00196	Syak.g_01884
OG0001398	Syaa.g_01424	Syak.g_00571
OG0001401	Syaa.g_00837	Syak.g_00608
OG0001402	Syaa.g_01658	Syak.g_00012
OG0001405	Syaa.g_02213	Syak.g_01271
OG0001406	Syaa.g_02615	Syak.g_01915
OG0001408	Syaa.g_00953	Syak.g_00087
OG0001411	Syaa.g_00457	Syak.g_01581
OG0001412	Syaa.g_00442	Syak.g_01621
OG0001413	Syaa.g_01590	Syak.g_00103
OG0001416	Syaa.g_00731	Syak.g_00941
OG0001417	Syaa.g_01339	Syak.g_00486
OG0001420	Syaa.g_01991	Syak.g_02635
OG0001422	Syaa.g_00743	Syak.g_00928
OG0001426	Syaa.g_01744	Syak.g_00246
OG0001430	Syaa.g_02584	Syak.g_01949, Syak.g_00314
OG0001432	Syaa.g_00930	Syak.g_00095
OG0001433	Syaa.g_00849	Syak.g_00771
OG0001434	Syaa.g_01123	Syak.g_00404
OG0001435	Syaa.g_01090	Syak.g_00369
OG0001438	Syaa.g_00247	Syak.g_01475
OG0001439	Syaa.g_00221	Syak.g_01506
OG0001442	Syaa.g_01138	Syak.g_00415
OG0001443	Syaa.g_02617	Syak.g_01909
OG0001444	Syaa.g_02357	Syak.g_02212
OG0001447	Syaa.g_02416	Syak.g_02159
OG0001448	Syaa.g_00423	Syak.g_00121
OG0001449	Syaa.g_02098, Syaa.g_01042	Syak.g_01401
OG0001452	Syaa.g_00301	Syak.g_01419
OG0001453	Syaa.g_01319	Syak.g_00465
OG0001454	Syaa.g_01580	Syak.g_00249
OG0001456	Syaa.g_02687	Syak.g_01855
OG0001457	Syaa.g_02688	Syak.g_01854
OG0001458	Syaa.g_02689	Syak.g_01853
OG0001459	Syaa.g_01040	Syak.g_00311
OG0001460	Syaa.g_00850	Syak.g_00770
OG0001461	Syaa.g_02328	Syak.g_00276
OG0001465	Syaa.g_01211	Syak.g_00775
OG0001467	Syaa.g_01601	Syak.g_01022
OG0001470	Syaa.g_00693	Syak.g_01592
OG0001471	Syaa.g_00226	Syak.g_01501
OG0001473	Syaa.g_01603	Syak.g_00102
OG0001474	Syaa.g_02175	Syak.g_01239
OG0001475	Syaa.g_00691	Syak.g_01594
OG0001477	Syaa.g_00893	Syak.g_00718
OG0001479	Syaa.g_02178	Syak.g_01242
OG0001480	Syaa.g_00810	Syak.g_00084
OG0001482	Syaa.g_01329	Syak.g_00476
OG0001486	Syaa.g_00768	Syak.g_00900
OG0001488	Syaa.g_00791	Syak.g_00872
OG0001489	Syaa.g_02234	Syak.g_01291, Syak.g_00278
OG0001492	Syaa.g_00969	Syak.g_00668
OG0001493	Syaa.g_00961	Syak.g_00676
OG0001495	Syaa.g_02317	Syak.g_01357
OG0001496	Syaa.g_00895	Syak.g_00715
OG0001497	Syaa.g_00894	Syak.g_00717
OG0001498	Syaa.g_02148	Syak.g_01214
OG0001502	Syaa.g_00819	Syak.g_00586
OG0001504	Syaa.g_01039	Syak.g_00310
OG0001508	Syaa.g_00694	Syak.g_01591
OG0001509	Syaa.g_00197	Syak.g_01706
OG0001510	Syaa.g_00116	Syak.g_01662
OG0001511	Syaa.g_02389	Syak.g_02183
OG0001512	Syaa.g_02105	Syak.g_02308
OG0001513	Syaa.g_00150	Syak.g_01572
OG0001514	Syaa.g_00896	Syak.g_00714
OG0001515	Syaa.g_00909	Syak.g_00701
OG0001516	Syaa.g_01067	Syak.g_00346
OG0001517	Syaa.g_02181	Syak.g_01245
OG0001518	Syaa.g_02609	Syak.g_01924
OG0001519	Syaa.g_02619	Syak.g_01907
OG0001520	Syaa.g_01929	Syak.g_02689
OG0001527	Syaa.g_01936	Syak.g_02682
OG0001528	Syaa.g_00692	Syak.g_01593
OG0001529	Syaa.g_00050	Syak.g_01743
OG0001530	Syaa.g_02387	Syak.g_02185
OG0001531	Syaa.g_02104	Syak.g_02309
OG0001532	Syaa.g_01001	Syak.g_00838
OG0001533	Syaa.g_01857	Syak.g_01155
OG0001533	Syaa.g_01868	Syak.g_01198
OG0001534	Syaa.g_01280	Syak.g_00665
OG0001535	Syaa.g_01297	Syak.g_00646
OG0001536	Syaa.g_01362	Syak.g_00508
OG0001537	Syaa.g_01112	Syak.g_00392
OG0001538	Syaa.g_01159	Syak.g_00439
OG0001539	Syaa.g_01085	Syak.g_00364
OG0001540	Syaa.g_02420	Syak.g_02155
OG0001541	Syaa.g_02490	Syak.g_02089
OG0001542	Syaa.g_02499	Syak.g_02080
OG0001543	Syaa.g_02547	Syak.g_02007
OG0001544	Syaa.g_02618	Syak.g_01908
OG0001545	Syaa.g_02723	Syak.g_01830
OG0001546	Syaa.g_01997	Syak.g_02627
OG0001547	Syaa.g_01420	Syak.g_00564
OG0001549	Syaa.g_00806	Syak.g_00577
OG0001551	Syaa.g_00853	Syak.g_00689
OG0001554	Syaa.g_02590	Syak.g_01945
OG0001556	Syaa.g_01008	Syak.g_00845
OG0001557	Syaa.g_01119	Syak.g_00400
OG0001558	Syaa.g_00022	Syak.g_01774
OG0001559	Syaa.g_02386	Syak.g_02186
OG0001560	Syaa.g_02372	Syak.g_02199
OG0001561	Syaa.g_01291	Syak.g_00653
OG0001562	Syaa.g_01305	Syak.g_00639
OG0001563	Syaa.g_02250	Syak.g_01306
OG0001564	Syaa.g_02683	Syak.g_01860
OG0001567	Syaa.g_01421	Syak.g_00565
OG0001568	Syaa.g_01416	Syak.g_00562
OG0001570	Syaa.g_01693	Syak.g_00574
OG0001572	Syaa.g_01180	Syak.g_00097
OG0001573	Syaa.g_02519	Syak.g_01697
OG0001573	Syaa.g_01013	Syak.g_01819, Syak.g_00978
OG0001574	Syaa.g_01938	Syak.g_02680
OG0001577	Syaa.g_00765	Syak.g_00903
OG0001578	Syaa.g_00369, Syaa.g_01036, Syaa.g_01576	Syak.g_00229
OG0001579	Syaa.g_02207	Syak.g_01267
OG0001580	Syaa.g_02580	Syak.g_01953
OG0001582	Syaa.g_01746	Syak.g_00231
OG0001588	Syaa.g_00168	Syak.g_01554
OG0001589	Syaa.g_00664	Syak.g_02356
OG0001590	Syaa.g_01640	Syak.g_00029
OG0001591	Syaa.g_01078	Syak.g_00357
OG0001592	Syaa.g_02581	Syak.g_01952
OG0001593	Syaa.g_00942, Syaa.g_01127	Syak.g_02516
OG0001594	Syaa.g_01755	Syak.g_01004
OG0001602	Syaa.g_01210	Syak.g_00776
OG0001614	Syaa.g_00130	Syak.g_01641
OG0001615	Syaa.g_01958	Syak.g_02660
OG0001616	Syaa.g_01024	Syak.g_00851
OG0001617	Syaa.g_00901	Syak.g_00710
OG0001618	Syaa.g_01254	Syak.g_00793
OG0001619	Syaa.g_01374	Syak.g_00520
OG0001620	Syaa.g_02169	Syak.g_01233
OG0001621	Syaa.g_00300	Syak.g_01420
OG0001622	Syaa.g_02733	Syak.g_01820
OG0001623	Syaa.g_02194	Syak.g_01257
OG0001624	Syaa.g_01587	Syak.g_00226
OG0001624	Syaa.g_02623	Syak.g_00077
OG0001625	Syaa.g_00294	Syak.g_01426
OG0001633	Syaa.g_00855	Syak.g_00662
OG0001634	Syaa.g_01073	Syak.g_00352
OG0001635	Syaa.g_00094	Syak.g_01690
OG0001636	Syaa.g_00043	Syak.g_01751
OG0001637	Syaa.g_00650, Syaa.g_00649, Syaa.g_00651	Syak.g_02340, Syak.g_02337
OG0001638	Syaa.g_00538	Syak.g_02404
OG0001639	Syaa.g_00626	Syak.g_02481
OG0001640	Syaa.g_00862	Syak.g_00759
OG0001641	Syaa.g_01321	Syak.g_00467
OG0001642	Syaa.g_00814	Syak.g_00581
OG0001643	Syaa.g_01628	Syak.g_00040
OG0001644	Syaa.g_01263	Syak.g_00783
OG0001645	Syaa.g_01965	Syak.g_02655
OG0001645	Syaa.g_01491	Syak.g_00575
OG0001646	Syaa.g_01520, Syaa.g_01561	Syak.g_00140
OG0001647	Syaa.g_00271	Syak.g_01450
OG0001652	Syaa.g_00018	Syak.g_01776
OG0001653	Syaa.g_02360	Syak.g_02209
OG0001654	Syaa.g_00628	Syak.g_02483
OG0001655	Syaa.g_01723	Syak.g_00131
OG0001656	Syaa.g_02209	Syak.g_01268
OG0001657	Syaa.g_02464	Syak.g_02117
OG0001658	Syaa.g_02591	Syak.g_01943
OG0001659	Syaa.g_01006	Syak.g_00842
OG0001660	Syaa.g_02158, Syaa.g_02395	Syak.g_01223, Syak.g_02179
OG0001666	Syaa.g_01506	Syak.g_00212
OG0001671	Syaa.g_02552	Syak.g_02002
OG0001672	Syaa.g_00339	Syak.g_02241
OG0001673	Syaa.g_02114	Syak.g_02299
OG0001675	Syaa.g_01307	Syak.g_00637
OG0001677	Syaa.g_02223, Syaa.g_01003	Syak.g_01281
OG0001678	Syaa.g_02348	Syak.g_01389
OG0001680	Syaa.g_00533	Syak.g_02400
OG0001681	Syaa.g_00384, Syaa.g_00412	Syak.g_00984
OG0001682	Syaa.g_01247	Syak.g_00287
OG0001692	Syaa.g_01769	Syak.g_01035
OG0001693	Syaa.g_00880	Syak.g_00735, Syak.g_00733
OG0001694	Syaa.g_00260	Syak.g_01461
OG0001695	Syaa.g_02708	Syak.g_01836
OG0001700	Syaa.g_01423	Syak.g_00320, Syak.g_00570
OG0001702	Syaa.g_00322	Syak.g_02217
OG0001703	Syaa.g_02057	Syak.g_02567
OG0001712	Syaa.g_01487	Syak.g_00225
OG0001713	Syaa.g_00783	Syak.g_00881
OG0001714	Syaa.g_00084, Syaa.g_00425	Syak.g_01615
OG0001715	Syaa.g_01563	Syak.g_00122
OG0001716	Syaa.g_00817	Syak.g_00584, Syak.g_02046, Syak.g_01670
OG0001717	Syaa.g_02476	Syak.g_02104
OG0001729	Syaa.g_02100	Syak.g_02314
OG0001730	Syaa.g_02090, Syaa.g_02091, Syaa.g_02092	Syak.g_02326
OG0001731	Syaa.g_00599	Syak.g_02463
OG0001732	Syaa.g_00984	Syak.g_00822
OG0001733	Syaa.g_01080	Syak.g_00359
OG0001734	Syaa.g_00816	Syak.g_00583
OG0001735	Syaa.g_01060	Syak.g_00331
OG0001737	Syaa.g_00241	Syak.g_01481
OG0001738	Syaa.g_00204	Syak.g_01523
OG0001739	Syaa.g_02706	Syak.g_01838
OG0001740	Syaa.g_02720	Syak.g_01833
OG0001747	Syaa.g_02442	Syak.g_02135
OG0001749	Syaa.g_00186	Syak.g_01539
OG0001750	Syaa.g_02358	Syak.g_02211
OG0001751	Syaa.g_02115	Syak.g_02298
OG0001752	Syaa.g_00639	Syak.g_02328
OG0001753	Syaa.g_00646	Syak.g_00888
OG0001754	Syaa.g_00647	Syak.g_02335
OG0001755	Syaa.g_02006	Syak.g_02619
OG0001759	Syaa.g_01505	Syak.g_00214
OG0001760	Syaa.g_01500	Syak.g_02319
OG0001761	Syaa.g_01679	Syak.g_02757
OG0001762	Syaa.g_01314	Syak.g_00630
OG0001763	Syaa.g_01327	Syak.g_00473
OG0001764	Syaa.g_01412	Syak.g_00559
OG0001766	Syaa.g_00230	Syak.g_01491
OG0001767	Syaa.g_00179	Syak.g_01545
OG0001768	Syaa.g_02505	Syak.g_02074
OG0001769	Syaa.g_01614	Syak.g_00972
OG0001770	Syaa.g_00115	Syak.g_00323
OG0001771	Syaa.g_01514	Syak.g_00145
OG0001783	Syaa.g_00126	Syak.g_01647
OG0001784	Syaa.g_02354	Syak.g_02216
OG0001785	Syaa.g_00648	Syak.g_02336, Syak.g_02339
OG0001786	Syaa.g_00581	Syak.g_02444
OG0001787	Syaa.g_01981	Syak.g_02639
OG0001788	Syaa.g_01978	Syak.g_02642
OG0001789	Syaa.g_00736	Syak.g_00935
OG0001790	Syaa.g_00760	Syak.g_00908
OG0001792	Syaa.g_00977	Syak.g_00814
OG0001794	Syaa.g_01283	Syak.g_00661
OG0001796	Syaa.g_01303	Syak.g_00641
OG0001797	Syaa.g_01382	Syak.g_00528
OG0001798	Syaa.g_01655	Syak.g_00015
OG0001799	Syaa.g_01617	Syak.g_00052
OG0001800	Syaa.g_01750	Syak.g_00993, Syak.g_00992
OG0001801	Syaa.g_01759	Syak.g_01024
OG0001803	Syaa.g_00709	Syak.g_01185
OG0001804	Syaa.g_02147	Syak.g_01213
OG0001805	Syaa.g_00305	Syak.g_01415
OG0001806	Syaa.g_00272	Syak.g_01449
OG0001807	Syaa.g_00176	Syak.g_01548
OG0001808	Syaa.g_00163	Syak.g_01557
OG0001810	Syaa.g_02432	Syak.g_02142
OG0001811	Syaa.g_02497	Syak.g_02082
OG0001812	Syaa.g_02582	Syak.g_01951
OG0001813	Syaa.g_02646	Syak.g_01901
OG0001814	Syaa.g_02744	Syak.g_01808
OG0001815	Syaa.g_02753	Syak.g_01800
OG0001816	Syaa.g_01082	Syak.g_00361
OG0001838	Syaa.g_00008	Syak.g_01786
OG0001839	Syaa.g_00039	Syak.g_01755
OG0001840	Syaa.g_00056	Syak.g_01737
OG0001841	Syaa.g_00063	Syak.g_01730
OG0001843	Syaa.g_00131	Syak.g_01640
OG0001844	Syaa.g_00132	Syak.g_01639
OG0001845	Syaa.g_00133	Syak.g_01638
OG0001846	Syaa.g_02408	Syak.g_02167
OG0001847	Syaa.g_02406	Syak.g_02169
OG0001848	Syaa.g_02402	Syak.g_02173
OG0001849	Syaa.g_00328	Syak.g_02223
OG0001850	Syaa.g_00337	Syak.g_02238
OG0001851	Syaa.g_00343	Syak.g_02245
OG0001852	Syaa.g_00344	Syak.g_02246
OG0001853	Syaa.g_00351	Syak.g_02253
OG0001854	Syaa.g_02109	Syak.g_02304
OG0001856	Syaa.g_00575	Syak.g_02438
OG0001857	Syaa.g_00578	Syak.g_02441
OG0001858	Syaa.g_00606	Syak.g_02468
OG0001859	Syaa.g_02069	Syak.g_02555
OG0001860	Syaa.g_02055	Syak.g_02569
OG0001861	Syaa.g_02044	Syak.g_02581
OG0001862	Syaa.g_02033	Syak.g_02593
OG0001863	Syaa.g_02028	Syak.g_02599
OG0001864	Syaa.g_01969	Syak.g_02652
OG0001866	Syaa.g_01878	Syak.g_02743
OG0001867	Syaa.g_01681	Syak.g_02755
OG0001868	Syaa.g_00732	Syak.g_00940
OG0001869	Syaa.g_00764	Syak.g_00904
OG0001870	Syaa.g_00773	Syak.g_00895
OG0001871	Syaa.g_00778	Syak.g_00890
OG0001872	Syaa.g_00970	Syak.g_00809
OG0001873	Syaa.g_01023	Syak.g_00850
OG0001874	Syaa.g_01026	Syak.g_00853
OG0001877	Syaa.g_00908	Syak.g_00702
OG0001878	Syaa.g_01310	Syak.g_00634
OG0001879	Syaa.g_01316	Syak.g_00627
OG0001880	Syaa.g_01352	Syak.g_00499
OG0001881	Syaa.g_01354	Syak.g_00500
OG0001882	Syaa.g_01379	Syak.g_00525
OG0001883	Syaa.g_01384	Syak.g_00531
OG0001884	Syaa.g_01393	Syak.g_00113
OG0001885	Syaa.g_01407	Syak.g_00553
OG0001886	Syaa.g_01411	Syak.g_00557
OG0001887	Syaa.g_01103	Syak.g_00382
OG0001888	Syaa.g_01131	Syak.g_00408
OG0001889	Syaa.g_01186	Syak.g_00449
OG0001890	Syaa.g_00825	Syak.g_00595
