Orthogroup	Syaa	Prae
OG0001118	Syaa.g_01333	Prae.g_00978
OG0001119	Syaa.g_01331	Prae.g_00979
OG0001120	Syaa.g_01328	Prae.g_00981
OG0001121	Syaa.g_01125	Prae.g_01128, Prae.g_00984
OG0001122	Syaa.g_01301	Prae.g_01012
OG0001123	Syaa.g_01294	Prae.g_01016
OG0001124	Syaa.g_01292	Prae.g_01018
OG0001125	Syaa.g_01290	Prae.g_01019
OG0001126	Syaa.g_00864	Prae.g_01029
OG0001127	Syaa.g_00865	Prae.g_01030
OG0001128	Syaa.g_00868	Prae.g_01032
OG0001129	Syaa.g_00870	Prae.g_01033
OG0001130	Syaa.g_00871	Prae.g_01034
OG0001131	Syaa.g_01108	Prae.g_01072
OG0001132	Syaa.g_01468	Prae.g_01081
OG0001133	Syaa.g_01656	Prae.g_01115
OG0001134	Syaa.g_01028	Prae.g_01130
OG0001135	Syaa.g_01030	Prae.g_01133
OG0001136	Syaa.g_00767	Prae.g_01160
OG0001137	Syaa.g_00786	Prae.g_01171
OG0001138	Syaa.g_01002	Prae.g_01189
OG0001139	Syaa.g_01000	Prae.g_01190
OG0001140	Syaa.g_00999	Prae.g_01191
OG0001141	Syaa.g_00998	Prae.g_01192
OG0001142	Syaa.g_00997	Prae.g_01193
OG0001143	Syaa.g_00987	Prae.g_01200
OG0001144	Syaa.g_00978	Prae.g_01205
OG0001145	Syaa.g_00748	Prae.g_01320
OG0001146	Syaa.g_00729	Prae.g_01333
OG0001147	Syaa.g_01837	Prae.g_01354
OG0001148	Syaa.g_02061	Prae.g_01370
OG0001149	Syaa.g_02062	Prae.g_01371
OG0001150	Syaa.g_02063	Prae.g_01372
OG0001151	Syaa.g_02076	Prae.g_01383
OG0001152	Syaa.g_02077	Prae.g_01384
OG0001153	Syaa.g_01811	Prae.g_01491
OG0001154	Syaa.g_01812	Prae.g_01492
OG0001156	Syaa.g_00623	Prae.g_01507
OG0001157	Syaa.g_00622	Prae.g_01508
OG0001158	Syaa.g_00619	Prae.g_01509
OG0001159	Syaa.g_00618	Prae.g_01510
OG0001160	Syaa.g_00574	Prae.g_01534
OG0001161	Syaa.g_02620	Prae.g_01547
OG0001162	Syaa.g_01203	Prae.g_01558
OG0001163	Syaa.g_00566	Prae.g_01615
OG0001164	Syaa.g_00560	Prae.g_01619
OG0001165	Syaa.g_00555	Prae.g_01622
OG0001166	Syaa.g_00527	Prae.g_01642
OG0001167	Syaa.g_00673	Prae.g_01659
OG0001168	Syaa.g_00672	Prae.g_01661
OG0001169	Syaa.g_00670	Prae.g_01663
OG0001170	Syaa.g_00668	Prae.g_01665
OG0001171	Syaa.g_00655	Prae.g_01674
OG0001172	Syaa.g_02347	Prae.g_01689
OG0001173	Syaa.g_02346	Prae.g_01690
OG0001174	Syaa.g_02338	Prae.g_01698
OG0001175	Syaa.g_02337	Prae.g_01699
OG0001176	Syaa.g_02314	Prae.g_01706
OG0001177	Syaa.g_02316	Prae.g_01709
OG0001178	Syaa.g_00546	Prae.g_01714
OG0001179	Syaa.g_02268	Prae.g_01742
OG0001180	Syaa.g_02243	Prae.g_01765
OG0001181	Syaa.g_02239	Prae.g_01769
OG0001182	Syaa.g_02230	Prae.g_01776
OG0001183	Syaa.g_02224	Prae.g_01780
OG0001184	Syaa.g_00151	Prae.g_01796
OG0001186	Syaa.g_00081	Prae.g_01833
OG0001187	Syaa.g_00082	Prae.g_01837
OG0001188	Syaa.g_00075	Prae.g_01839
OG0001189	Syaa.g_00057	Prae.g_01856
OG0001190	Syaa.g_02592	Prae.g_01860
OG0001191	Syaa.g_02605	Prae.g_01870
OG0001192	Syaa.g_02612	Prae.g_01875
OG0001193	Syaa.g_02658	Prae.g_01885
OG0001194	Syaa.g_02660	Prae.g_01886
OG0001195	Syaa.g_02661	Prae.g_01887
OG0001196	Syaa.g_02741	Prae.g_01900
OG0001197	Syaa.g_02743	Prae.g_01901
OG0001198	Syaa.g_02755	Prae.g_01908
OG0001199	Syaa.g_00347	Prae.g_00074
OG0001200	Syaa.g_00345	Prae.g_00076
OG0001201	Syaa.g_02381	Prae.g_00107
OG0001202	Syaa.g_02528	Prae.g_00202
OG0001203	Syaa.g_02106	Prae.g_00241
OG0001204	Syaa.g_00316	Prae.g_00246
OG0001205	Syaa.g_00713	Prae.g_00419
OG0001206	Syaa.g_01855	Prae.g_00436
OG0001207	Syaa.g_02058	Prae.g_00451
OG0001208	Syaa.g_02049	Prae.g_00456
OG0001209	Syaa.g_01977	Prae.g_00510
OG0001210	Syaa.g_01967	Prae.g_00515
OG0001211	Syaa.g_01950	Prae.g_00525
OG0001212	Syaa.g_01892	Prae.g_00570
OG0001213	Syaa.g_01646	Prae.g_00603
OG0001214	Syaa.g_01631	Prae.g_00611
OG0001215	Syaa.g_00914	Prae.g_00664
OG0001216	Syaa.g_01238	Prae.g_00713
OG0001217	Syaa.g_01559	Prae.g_00752
OG0001218	Syaa.g_01820	Prae.g_00759
OG0001219	Syaa.g_01404	Prae.g_00794
OG0001220	Syaa.g_00812	Prae.g_00857
OG0001221	Syaa.g_01111	Prae.g_00919
OG0001222	Syaa.g_01371	Prae.g_00956
OG0001223	Syaa.g_01326	Prae.g_00982
OG0001224	Syaa.g_00874	Prae.g_01036
OG0001225	Syaa.g_00876	Prae.g_01038
OG0001226	Syaa.g_01579	Prae.g_01066
OG0001227	Syaa.g_02622	Prae.g_01084
OG0001228	Syaa.g_00695	Prae.g_01208
OG0001229	Syaa.g_00899	Prae.g_01366
OG0001230	Syaa.g_01764	Prae.g_01451
OG0001231	Syaa.g_00017	Prae.g_01556
OG0001232	Syaa.g_00508	Prae.g_01646
OG0001233	Syaa.g_00667	Prae.g_01666
OG0001234	Syaa.g_02333	Prae.g_01701
OG0001235	Syaa.g_02323	Prae.g_01711
OG0001236	Syaa.g_00154	Prae.g_01793
OG0001238	Syaa.g_02607	Prae.g_01871
OG0001239	Syaa.g_00350	Prae.g_00071
OG0001240	Syaa.g_02364	Prae.g_00093
OG0001241	Syaa.g_02374	Prae.g_00101
OG0001242	Syaa.g_02407	Prae.g_00119
OG0001243	Syaa.g_02415	Prae.g_00125
OG0001244	Syaa.g_02445	Prae.g_00141
OG0001245	Syaa.g_01492	Prae.g_00380
OG0001246	Syaa.g_02023	Prae.g_00478
OG0001247	Syaa.g_01207	Prae.g_00657
OG0001248	Syaa.g_01204	Prae.g_00659
OG0001250	Syaa.g_00832	Prae.g_00846
OG0001251	Syaa.g_02667	Prae.g_00893
OG0001252	Syaa.g_00867	Prae.g_01031
OG0001253	Syaa.g_01467	Prae.g_01085
OG0001254	Syaa.g_01029	Prae.g_01132
OG0001255	Syaa.g_01696	Prae.g_01147
OG0001256	Syaa.g_00567	Prae.g_01549
OG0001257	Syaa.g_01418, Syaa.g_00405	Prae.g_01555
OG0001258	Syaa.g_00557	Prae.g_01620
OG0001259	Syaa.g_00669	Prae.g_01664
OG0001260	Syaa.g_00642	Prae.g_01680
OG0001261	Syaa.g_02259	Prae.g_01750
OG0001262	Syaa.g_00059	Prae.g_01854
OG0001263	Syaa.g_02418	Prae.g_00128
OG0001265	Syaa.g_02405	Prae.g_00118
OG0001266	Syaa.g_02532	Prae.g_00206
OG0001267	Syaa.g_00262	Prae.g_00281
OG0001268	Syaa.g_02176	Prae.g_00339
OG0001269	Syaa.g_01499	Prae.g_00358
OG0001270	Syaa.g_00701	Prae.g_00408
OG0001271	Syaa.g_01845	Prae.g_00446
OG0001272	Syaa.g_02045	Prae.g_00460
OG0001273	Syaa.g_01639	Prae.g_00605
OG0001274	Syaa.g_02563	Prae.g_00677
OG0001275	Syaa.g_01311	Prae.g_00992
OG0001276	Syaa.g_01295	Prae.g_01015
OG0001277	Syaa.g_02724	Prae.g_01074
OG0001278	Syaa.g_00966	Prae.g_01213
OG0001279	Syaa.g_01749	Prae.g_01265
OG0001280	Syaa.g_00738	Prae.g_01328
OG0001281	Syaa.g_00728	Prae.g_01334
OG0001282	Syaa.g_02060	Prae.g_01369
OG0001283	Syaa.g_02734	Prae.g_01388
OG0001284	Syaa.g_00583	Prae.g_01529
OG0001286	Syaa.g_02245	Prae.g_01762
OG0001287	Syaa.g_00121	Prae.g_01817
OG0001289	Syaa.g_00327	Prae.g_00087
OG0001290	Syaa.g_02373	Prae.g_00100
OG0001291	Syaa.g_02428	Prae.g_00135
OG0001292	Syaa.g_00310	Prae.g_00251
OG0001293	Syaa.g_00288	Prae.g_00264
OG0001294	Syaa.g_01076	Prae.g_00378
OG0001295	Syaa.g_01964	Prae.g_00441
OG0001296	Syaa.g_02017	Prae.g_00483
OG0001297	Syaa.g_02013	Prae.g_00488
OG0001298	Syaa.g_01913	Prae.g_00551
OG0001299	Syaa.g_01070	Prae.g_00640
OG0001300	Syaa.g_00905	Prae.g_00667
OG0001301	Syaa.g_00891	Prae.g_00670
OG0001302	Syaa.g_01600	Prae.g_00793
OG0001303	Syaa.g_01402	Prae.g_00996
OG0001304	Syaa.g_01281	Prae.g_01025
OG0001305	Syaa.g_00885	Prae.g_01044
OG0001306	Syaa.g_00753	Prae.g_01149
OG0001309	Syaa.g_02005	Prae.g_01553
OG0001310	Syaa.g_00535	Prae.g_01635
OG0001311	Syaa.g_01293	Prae.g_01017
OG0001315	Syaa.g_02226	Prae.g_00061
OG0001316	Syaa.g_02434	Prae.g_00140
OG0001317	Syaa.g_02112	Prae.g_00237
OG0001318	Syaa.g_00296	Prae.g_00259
OG0001319	Syaa.g_00273	Prae.g_00275
OG0001321	Syaa.g_00719	Prae.g_00425
OG0001322	Syaa.g_00720	Prae.g_00426
OG0001323	Syaa.g_02002	Prae.g_00493
OG0001324	Syaa.g_00904	Prae.g_00668
OG0001325	Syaa.g_01243	Prae.g_00716
OG0001326	Syaa.g_00396, Syaa.g_02672	Prae.g_00881
OG0001327	Syaa.g_01083	Prae.g_01057
OG0001328	Syaa.g_01104	Prae.g_01083
OG0001330	Syaa.g_00746	Prae.g_01292
OG0001331	Syaa.g_02065	Prae.g_01374
OG0001334	Syaa.g_02216	Prae.g_01783
OG0001335	Syaa.g_02215	Prae.g_01784
OG0001336	Syaa.g_02735	Prae.g_01897
OG0001339	Syaa.g_02376	Prae.g_00103
OG0001340	Syaa.g_02199	Prae.g_00329
OG0001341	Syaa.g_00897	Prae.g_00750
OG0001343	Syaa.g_02664	Prae.g_00890
OG0001344	Syaa.g_00775	Prae.g_01167
OG0001345	Syaa.g_00803	Prae.g_01182
OG0001346	Syaa.g_00734	Prae.g_01330
OG0001348	Syaa.g_00847	Prae.g_01578
OG0001351	Syaa.g_01863	Prae.g_00428
OG0001352	Syaa.g_01987	Prae.g_00654
OG0001353	Syaa.g_00841	Prae.g_00838
OG0001354	Syaa.g_01338	Prae.g_00974
OG0001356	Syaa.g_00848	Prae.g_01231
OG0001358	Syaa.g_01663	Prae.g_00594
OG0001359	Syaa.g_02663	Prae.g_00891
OG0001360	Syaa.g_00805	Prae.g_01086
OG0001361	Syaa.g_00800	Prae.g_01179
OG0001362	Syaa.g_01789	Prae.g_01473
OG0001363	Syaa.g_01791	Prae.g_01475
OG0001364	Syaa.g_00171	Prae.g_01786
OG0001369	Syaa.g_02363	Prae.g_00092
OG0001373	Syaa.g_02671	Prae.g_00880
OG0001374	Syaa.g_02679	Prae.g_00888
OG0001375	Syaa.g_02665	Prae.g_00889
OG0001376	Syaa.g_02614	Prae.g_01050
OG0001377	Syaa.g_02613	Prae.g_01051
OG0001378	Syaa.g_00700	Prae.g_01095
OG0001379	Syaa.g_00744	Prae.g_01323
OG0001382	Syaa.g_01866	Prae.g_01570
OG0001385	Syaa.g_02668	Prae.g_00877
OG0001386	Syaa.g_02669	Prae.g_00878
OG0001387	Syaa.g_02670	Prae.g_00879
OG0001388	Syaa.g_02673	Prae.g_00882
OG0001389	Syaa.g_02674	Prae.g_00883
OG0001390	Syaa.g_02675	Prae.g_00884
OG0001391	Syaa.g_02676	Prae.g_00885
OG0001392	Syaa.g_02677	Prae.g_00886
OG0001393	Syaa.g_02678	Prae.g_00887
OG0001395	Syaa.g_01267	Prae.g_01027
OG0001398	Syaa.g_01424	Prae.g_01583
OG0001401	Syaa.g_00837	Prae.g_00687
OG0001402	Syaa.g_01658	Prae.g_00767
OG0001404	Syaa.g_00355	Prae.g_00068
OG0001405	Syaa.g_02213	Prae.g_00327
OG0001406	Syaa.g_02615	Prae.g_01049
OG0001407	Syaa.g_01986	Prae.g_01064
OG0001408	Syaa.g_00953	Prae.g_01069
OG0001413	Syaa.g_01590	Prae.g_01544
OG0001416	Syaa.g_00731	Prae.g_00433
OG0001417	Syaa.g_01339	Prae.g_00443
OG0001419	Syaa.g_01985	Prae.g_01065
OG0001420	Syaa.g_01991	Prae.g_01104
OG0001421	Syaa.g_01583, Syaa.g_01469	Prae.g_01550
OG0001422	Syaa.g_00743	Prae.g_01576
OG0001428	Syaa.g_02481	Prae.g_00175
OG0001430	Syaa.g_02584	Prae.g_01287
OG0001432	Syaa.g_00930	Prae.g_01542
OG0001433	Syaa.g_00849	Prae.g_01232
OG0001438	Syaa.g_00247	Prae.g_00294
OG0001439	Syaa.g_00221	Prae.g_00308
OG0001441	Syaa.g_02000	Prae.g_00495
OG0001442	Syaa.g_01138	Prae.g_00741
OG0001447	Syaa.g_02416	Prae.g_00126
OG0001448	Syaa.g_00423	Prae.g_00366
OG0001449	Syaa.g_02098, Syaa.g_01042	Prae.g_00394
OG0001452	Syaa.g_00301	Prae.g_00895
OG0001453	Syaa.g_01319	Prae.g_00986
OG0001454	Syaa.g_01580	Prae.g_01079
OG0001456	Syaa.g_02687	Prae.g_01140
OG0001457	Syaa.g_02688	Prae.g_01141
OG0001458	Syaa.g_02689	Prae.g_01142
OG0001459	Syaa.g_01040	Prae.g_01277
OG0001460	Syaa.g_00850	Prae.g_01233
OG0001461	Syaa.g_02328	Prae.g_01228
OG0001465	Syaa.g_01211	Prae.g_00676
OG0001467	Syaa.g_01601	Prae.g_00785
OG0001468	Syaa.g_01597	Prae.g_01054
OG0001471	Syaa.g_00226	Prae.g_01545
OG0001473	Syaa.g_01603	Prae.g_01834
OG0001474	Syaa.g_02175	Prae.g_00340
OG0001480	Syaa.g_00810	Prae.g_00368
OG0001482	Syaa.g_01329	Prae.g_00431
OG0001486	Syaa.g_00768	Prae.g_01161
OG0001492	Syaa.g_00969	Prae.g_01210
OG0001493	Syaa.g_00961	Prae.g_01218
OG0001494	Syaa.g_00483	Prae.g_01399
OG0001495	Syaa.g_02317	Prae.g_01708
OG0001499	Syaa.g_01698	Prae.g_00060
OG0001502	Syaa.g_00819	Prae.g_00776
OG0001504	Syaa.g_01039	Prae.g_01278
OG0001520	Syaa.g_01929	Prae.g_00389
OG0001523	Syaa.g_02713	Prae.g_01134
OG0001524	Syaa.g_02714	Prae.g_01135
OG0001546	Syaa.g_01997	Prae.g_00498
OG0001547	Syaa.g_01420	Prae.g_00778
OG0001548	Syaa.g_01573	Prae.g_00782
OG0001549	Syaa.g_00806	Prae.g_00864
OG0001551	Syaa.g_00853	Prae.g_01139
OG0001552	Syaa.g_01229	Prae.g_01225
OG0001554	Syaa.g_02590	Prae.g_01551
OG0001556	Syaa.g_01008	Prae.g_01237
OG0001558	Syaa.g_00022	Prae.g_00690
OG0001567	Syaa.g_01421	Prae.g_00777
OG0001568	Syaa.g_01416	Prae.g_00779
OG0001570	Syaa.g_01693	Prae.g_01106
OG0001582	Syaa.g_01746	Prae.g_00442
OG0001586	Syaa.g_00479	Prae.g_01404
OG0001602	Syaa.g_01210	Prae.g_00675
OG0001607	Syaa.g_01519	Prae.g_01136
OG0001613	Syaa.g_02227	Prae.g_01778
OG0001625	Syaa.g_00294	Prae.g_00261
OG0001627	Syaa.g_00629	Prae.g_00756
OG0001633	Syaa.g_00855	Prae.g_01365
OG0001635	Syaa.g_00094	Prae.g_01601
OG0001652	Syaa.g_00018	Prae.g_00688
OG0001666	Syaa.g_01506, Syaa.g_00399	Prae.g_01276
OG0001667	Syaa.g_01129	Prae.g_01295
OG0001671	Syaa.g_02552	Prae.g_00695
OG0001700	Syaa.g_01423	Prae.g_01234
OG0001718	Syaa.g_00941	Prae.g_00362
OG0001749	Syaa.g_00186, Syaa.g_00459	Prae.g_01394
OG0001991	Syaa.g_01102	Prae.g_01254
OG0001995	Syaa.g_00925	Prae.g_01259
OG0002374	Syaa.g_00991	Prae.g_01230
OG0002425	Syaa.g_00466	Prae.g_01403
OG0002488	Syaa.g_00170	Prae.g_01435
OG0002490	Syaa.g_00468	Prae.g_01424
OG0002695	Syaa.g_00478	Prae.g_01405
OG0002787	Syaa.g_01554	Prae.g_01301
OG0002788	Syaa.g_01553	Prae.g_01302
OG0002789	Syaa.g_01552	Prae.g_01303
OG0002790	Syaa.g_01551	Prae.g_01304
OG0002791	Syaa.g_01550	Prae.g_01305
OG0002792	Syaa.g_01549	Prae.g_01306
OG0002793	Syaa.g_01548	Prae.g_01307
OG0002794	Syaa.g_00484	Prae.g_01398
OG0003034	Syaa.g_00460	Prae.g_01392
OG0004055	Syaa.g_00482	Prae.g_01400
OG0004056	Syaa.g_00470	Prae.g_01423
