Orthogroup	Syaa	Prbb
OG0001070	Syaa.g_01903	Prbb.g_00588
OG0001071	Syaa.g_01902	Prbb.g_00589
OG0001072	Syaa.g_01898	Prbb.g_00590
OG0001073	Syaa.g_01884	Prbb.g_00604
OG0001074	Syaa.g_01678	Prbb.g_00616
OG0001075	Syaa.g_01676	Prbb.g_00617
OG0001076	Syaa.g_01659	Prbb.g_00624
OG0001077	Syaa.g_01647	Prbb.g_00629
OG0001078	Syaa.g_01632	Prbb.g_00637
OG0001079	Syaa.g_01619	Prbb.g_00648
OG0001080	Syaa.g_01443	Prbb.g_00654
OG0001081	Syaa.g_01056	Prbb.g_00656
OG0001082	Syaa.g_01057	Prbb.g_00657
OG0001083	Syaa.g_01064	Prbb.g_00662
OG0001084	Syaa.g_01065	Prbb.g_00664
OG0001085	Syaa.g_01075	Prbb.g_00674
OG0001086	Syaa.g_01077	Prbb.g_00675
OG0001087	Syaa.g_00920	Prbb.g_00694
OG0001088	Syaa.g_00916	Prbb.g_00695
OG0001089	Syaa.g_00890	Prbb.g_00705
OG0001090	Syaa.g_01237	Prbb.g_00714
OG0001091	Syaa.g_01239	Prbb.g_00716
OG0001092	Syaa.g_01242	Prbb.g_00717
OG0001093	Syaa.g_01248	Prbb.g_00722
OG0001094	Syaa.g_01148	Prbb.g_00777
OG0001095	Syaa.g_01185	Prbb.g_00796
OG0001096	Syaa.g_01200	Prbb.g_00811
OG0001097	Syaa.g_00828	Prbb.g_00830
OG0001098	Syaa.g_01441	Prbb.g_00847
OG0001099	Syaa.g_02400	Prbb.g_00917
OG0001100	Syaa.g_01086	Prbb.g_00924
OG0001101	Syaa.g_01088	Prbb.g_00926
OG0001102	Syaa.g_01091	Prbb.g_00929
OG0001103	Syaa.g_01093	Prbb.g_00931
OG0001104	Syaa.g_01133	Prbb.g_00763
OG0001105	Syaa.g_01137	Prbb.g_00767
OG0001106	Syaa.g_01372	Prbb.g_00979
OG0001107	Syaa.g_01359	Prbb.g_00989
OG0001108	Syaa.g_01350	Prbb.g_00993
OG0001109	Syaa.g_01349	Prbb.g_00994
OG0001110	Syaa.g_01347	Prbb.g_00996
OG0001111	Syaa.g_01345	Prbb.g_00997
OG0001112	Syaa.g_01343	Prbb.g_00998
OG0001113	Syaa.g_01342	Prbb.g_00999
OG0001114	Syaa.g_01341	Prbb.g_01000
OG0001115	Syaa.g_01337	Prbb.g_01002
OG0001116	Syaa.g_01335	Prbb.g_01003
OG0001117	Syaa.g_01334	Prbb.g_01004
OG0001118	Syaa.g_01333	Prbb.g_01005
OG0001119	Syaa.g_01331	Prbb.g_01006
OG0001120	Syaa.g_01328	Prbb.g_01007
OG0001121	Syaa.g_01125	Prbb.g_01627
OG0001122	Syaa.g_01301	Prbb.g_01038
OG0001123	Syaa.g_01294	Prbb.g_01043
OG0001124	Syaa.g_01292	Prbb.g_01045
OG0001125	Syaa.g_01290	Prbb.g_01047
OG0001126	Syaa.g_00864	Prbb.g_01058
OG0001127	Syaa.g_00865	Prbb.g_01059
OG0001128	Syaa.g_00868	Prbb.g_01062
OG0001129	Syaa.g_00870	Prbb.g_01063
OG0001130	Syaa.g_00871	Prbb.g_01064
OG0001131	Syaa.g_01108	Prbb.g_00897
OG0001132	Syaa.g_01468	Prbb.g_01108
OG0001133	Syaa.g_01656	Prbb.g_01085
OG0001134	Syaa.g_01028	Prbb.g_01887
OG0001135	Syaa.g_01030	Prbb.g_01890
OG0001136	Syaa.g_00767	Prbb.g_01520
OG0001137	Syaa.g_00786	Prbb.g_01507
OG0001138	Syaa.g_01002	Prbb.g_01486
OG0001139	Syaa.g_01000	Prbb.g_01484
OG0001140	Syaa.g_00999	Prbb.g_01483
OG0001141	Syaa.g_00998	Prbb.g_01482
OG0001142	Syaa.g_00997	Prbb.g_01481
OG0001143	Syaa.g_00987	Prbb.g_01474
OG0001144	Syaa.g_00978	Prbb.g_01469
OG0001145	Syaa.g_00748	Prbb.g_01578
OG0001146	Syaa.g_00729	Prbb.g_01590
OG0001147	Syaa.g_01837	Prbb.g_01612
OG0001148	Syaa.g_02061	Prbb.g_01641
OG0001149	Syaa.g_02062	Prbb.g_01642
OG0001150	Syaa.g_02063	Prbb.g_01643
OG0001151	Syaa.g_02076	Prbb.g_01654
OG0001152	Syaa.g_02077	Prbb.g_01655
OG0001153	Syaa.g_01811	Prbb.g_01716
OG0001154	Syaa.g_01812	Prbb.g_01717
OG0001156	Syaa.g_00623	Prbb.g_01736
OG0001157	Syaa.g_00622	Prbb.g_01737
OG0001158	Syaa.g_00619	Prbb.g_01738
OG0001159	Syaa.g_00618	Prbb.g_01739
OG0001160	Syaa.g_00574	Prbb.g_01765
OG0001161	Syaa.g_02620	Prbb.g_01555
OG0001162	Syaa.g_01203	Prbb.g_01778
OG0001163	Syaa.g_00566	Prbb.g_01815
OG0001164	Syaa.g_00560	Prbb.g_01819
OG0001165	Syaa.g_00555	Prbb.g_01822
OG0001166	Syaa.g_00527	Prbb.g_01840
OG0001167	Syaa.g_00673	Prbb.g_01858
OG0001168	Syaa.g_00672	Prbb.g_01859
OG0001169	Syaa.g_00670	Prbb.g_01861
OG0001170	Syaa.g_00668	Prbb.g_01863
OG0001171	Syaa.g_00655	Prbb.g_01873
OG0001172	Syaa.g_02347	Prbb.g_01926
OG0001173	Syaa.g_02346	Prbb.g_01927
OG0001174	Syaa.g_02338	Prbb.g_01935
OG0001175	Syaa.g_02337	Prbb.g_01936
OG0001176	Syaa.g_02314	Prbb.g_01947
OG0001177	Syaa.g_02316	Prbb.g_01945
OG0001178	Syaa.g_00546	Prbb.g_01279
OG0001179	Syaa.g_02268	Prbb.g_01984
OG0001180	Syaa.g_02243	Prbb.g_02007
OG0001181	Syaa.g_02239	Prbb.g_02011
OG0001182	Syaa.g_02230	Prbb.g_02019
OG0001183	Syaa.g_02224	Prbb.g_02025
OG0001184	Syaa.g_00151	Prbb.g_02041
OG0001186	Syaa.g_00081	Prbb.g_02097
OG0001187	Syaa.g_00082	Prbb.g_02100
OG0001188	Syaa.g_00075	Prbb.g_02102
OG0001189	Syaa.g_00057	Prbb.g_02119
OG0001190	Syaa.g_02592	Prbb.g_02124
OG0001191	Syaa.g_02605	Prbb.g_02134
OG0001192	Syaa.g_02612	Prbb.g_02139
OG0001193	Syaa.g_02658	Prbb.g_02152
OG0001194	Syaa.g_02660	Prbb.g_02153
OG0001195	Syaa.g_02661	Prbb.g_02154
OG0001196	Syaa.g_02741	Prbb.g_02175
OG0001197	Syaa.g_02743	Prbb.g_02177
OG0001198	Syaa.g_02755	Prbb.g_02186
OG0001199	Syaa.g_00347	Prbb.g_00129
OG0001200	Syaa.g_00345	Prbb.g_00131
OG0001201	Syaa.g_02381	Prbb.g_00163
OG0001202	Syaa.g_02528	Prbb.g_00256
OG0001203	Syaa.g_02106	Prbb.g_00295
OG0001204	Syaa.g_00316	Prbb.g_00301
OG0001205	Syaa.g_00713	Prbb.g_00450
OG0001206	Syaa.g_01855	Prbb.g_00469
OG0001207	Syaa.g_02058	Prbb.g_00480
OG0001208	Syaa.g_02049	Prbb.g_00487
OG0001209	Syaa.g_01977	Prbb.g_00538
OG0001210	Syaa.g_01967	Prbb.g_00543
OG0001211	Syaa.g_01950	Prbb.g_00554
OG0001212	Syaa.g_01892	Prbb.g_00596
OG0001213	Syaa.g_01646	Prbb.g_00630
OG0001214	Syaa.g_01631	Prbb.g_00638
OG0001215	Syaa.g_00914	Prbb.g_00696
OG0001216	Syaa.g_01238	Prbb.g_00715
OG0001217	Syaa.g_01559	Prbb.g_00108
OG0001218	Syaa.g_01820	Prbb.g_00754
OG0001219	Syaa.g_01404	Prbb.g_00960
OG0001220	Syaa.g_00812	Prbb.g_00837
OG0001221	Syaa.g_01111	Prbb.g_00944
OG0001222	Syaa.g_01371	Prbb.g_00893
OG0001223	Syaa.g_01326	Prbb.g_01008
OG0001224	Syaa.g_00874	Prbb.g_01066
OG0001225	Syaa.g_00876	Prbb.g_01068
OG0001227	Syaa.g_02622	Prbb.g_01090
OG0001228	Syaa.g_00695	Prbb.g_01465
OG0001229	Syaa.g_00899	Prbb.g_01201
OG0001230	Syaa.g_01764	Prbb.g_01678
OG0001231	Syaa.g_00017	Prbb.g_00758
OG0001232	Syaa.g_00508	Prbb.g_01844
OG0001233	Syaa.g_00667	Prbb.g_01864
OG0001234	Syaa.g_02333	Prbb.g_01938
OG0001235	Syaa.g_02323	Prbb.g_01942
OG0001236	Syaa.g_00154	Prbb.g_02038
OG0001238	Syaa.g_02607	Prbb.g_02135
OG0001239	Syaa.g_00350	Prbb.g_00126
OG0001240	Syaa.g_02364	Prbb.g_00148
OG0001241	Syaa.g_02374	Prbb.g_00157
OG0001242	Syaa.g_02407	Prbb.g_00176
OG0001243	Syaa.g_02415	Prbb.g_00183
OG0001244	Syaa.g_02445	Prbb.g_00199
OG0001245	Syaa.g_01492	Prbb.g_01288
OG0001246	Syaa.g_02023	Prbb.g_00508
OG0001247	Syaa.g_01207	Prbb.g_00689
OG0001248	Syaa.g_01204	Prbb.g_00691
OG0001251	Syaa.g_02667	Prbb.g_01913
OG0001252	Syaa.g_00867	Prbb.g_01061
OG0001253	Syaa.g_01467	Prbb.g_01783
OG0001254	Syaa.g_01029	Prbb.g_01889
OG0001255	Syaa.g_01696	Prbb.g_01534
OG0001256	Syaa.g_00567	Prbb.g_01774
OG0001257	Syaa.g_01418, Syaa.g_00405	Prbb.g_01779
OG0001258	Syaa.g_00557	Prbb.g_01820
OG0001259	Syaa.g_00669	Prbb.g_01862
OG0001260	Syaa.g_00642	Prbb.g_01879
OG0001261	Syaa.g_02259	Prbb.g_01992
OG0001262	Syaa.g_00059	Prbb.g_02117
OG0001263	Syaa.g_02418	Prbb.g_00186
OG0001269	Syaa.g_01499	Prbb.g_00836
OG0001273	Syaa.g_01639	Prbb.g_00632
OG0001277	Syaa.g_02724	Prbb.g_02163
OG0001279	Syaa.g_01749	Prbb.g_01196
OG0001280	Syaa.g_00738	Prbb.g_01585
OG0001281	Syaa.g_00728	Prbb.g_01591
OG0001282	Syaa.g_02060	Prbb.g_01640
OG0001283	Syaa.g_02734	Prbb.g_02171
OG0001284	Syaa.g_00583	Prbb.g_01759
OG0001286	Syaa.g_02245	Prbb.g_02005
OG0001287	Syaa.g_00121	Prbb.g_02063
OG0001289	Syaa.g_00327	Prbb.g_00142
OG0001290	Syaa.g_02373	Prbb.g_00156
OG0001294	Syaa.g_01076	Prbb.g_01553, Prbb.g_01628
OG0001295	Syaa.g_01964	Prbb.g_01542
OG0001296	Syaa.g_02017	Prbb.g_00513
OG0001297	Syaa.g_02013	Prbb.g_00518
OG0001299	Syaa.g_01070	Prbb.g_00669
OG0001300	Syaa.g_00905	Prbb.g_00701
OG0001301	Syaa.g_00891	Prbb.g_00703
OG0001302	Syaa.g_01600	Prbb.g_00958
OG0001303	Syaa.g_01402	Prbb.g_01388
OG0001304	Syaa.g_01281	Prbb.g_01052
OG0001305	Syaa.g_00885	Prbb.g_00888
OG0001306	Syaa.g_00753	Prbb.g_01532
OG0001309	Syaa.g_02005	Prbb.g_00522
OG0001310	Syaa.g_00535	Prbb.g_01834
OG0001311	Syaa.g_01293	Prbb.g_01044
OG0001312	Syaa.g_01391	Prbb.g_00969
OG0001315	Syaa.g_02226	Prbb.g_02023
OG0001316	Syaa.g_02434	Prbb.g_00197
OG0001317	Syaa.g_02112	Prbb.g_00291
OG0001318	Syaa.g_00296	Prbb.g_00312
OG0001321	Syaa.g_00719	Prbb.g_00456
OG0001322	Syaa.g_00720	Prbb.g_00457
OG0001324	Syaa.g_00904	Prbb.g_00702
OG0001325	Syaa.g_01243	Prbb.g_00718
OG0001326	Syaa.g_00396, Syaa.g_02672	Prbb.g_01905
OG0001327	Syaa.g_01083	Prbb.g_00921
OG0001328	Syaa.g_01104	Prbb.g_00940
OG0001330	Syaa.g_00746	Prbb.g_01579
OG0001331	Syaa.g_02065	Prbb.g_01645
OG0001334	Syaa.g_02216	Prbb.g_02028
OG0001335	Syaa.g_02215	Prbb.g_02029
OG0001336	Syaa.g_02735	Prbb.g_02172
OG0001337	Syaa.g_02219, Syaa.g_02200	Prbb.g_00383
OG0001339	Syaa.g_02376	Prbb.g_00159
OG0001340	Syaa.g_02199	Prbb.g_00384
OG0001341	Syaa.g_00897	Prbb.g_00086
OG0001343	Syaa.g_02664	Prbb.g_00912
OG0001344	Syaa.g_00775	Prbb.g_01512
OG0001345	Syaa.g_00803	Prbb.g_01496
OG0001346	Syaa.g_00734	Prbb.g_01587
OG0001347	Syaa.g_00195	Prbb.g_02088
OG0001348	Syaa.g_00847	Prbb.g_01125
OG0001349	Syaa.g_00454	Prbb.g_00876
OG0001350	Syaa.g_02107	Prbb.g_00294
OG0001351	Syaa.g_01863	Prbb.g_00459
OG0001352	Syaa.g_01987	Prbb.g_00685
OG0001354	Syaa.g_01338	Prbb.g_01001
OG0001355	Syaa.g_01524	Prbb.g_01781
OG0001356	Syaa.g_00848	Prbb.g_01164
OG0001357	Syaa.g_02307	Prbb.g_01814
OG0001358	Syaa.g_01663	Prbb.g_00621
OG0001359	Syaa.g_02663	Prbb.g_00913
OG0001360	Syaa.g_00805	Prbb.g_01494
OG0001362	Syaa.g_01789	Prbb.g_01700
OG0001363	Syaa.g_01791	Prbb.g_00465
OG0001366	Syaa.g_01369	Prbb.g_01629, Prbb.g_00047, Prbb.g_01955
OG0001368	Syaa.g_00317	Prbb.g_01213, Prbb.g_01193
OG0001369	Syaa.g_02363	Prbb.g_00147
OG0001370	Syaa.g_01218, Syaa.g_02140, Syaa.g_02680	Prbb.g_01235
OG0001373	Syaa.g_02671	Prbb.g_01904
OG0001374	Syaa.g_02679	Prbb.g_01912
OG0001375	Syaa.g_02665	Prbb.g_00911
OG0001376	Syaa.g_02614	Prbb.g_00899
OG0001377	Syaa.g_02613	Prbb.g_00900
OG0001378	Syaa.g_00700	Prbb.g_00439
OG0001385	Syaa.g_02668	Prbb.g_01901
OG0001386	Syaa.g_02669	Prbb.g_01902
OG0001387	Syaa.g_02670	Prbb.g_01903
OG0001388	Syaa.g_02673	Prbb.g_01906
OG0001389	Syaa.g_02674	Prbb.g_01907
OG0001390	Syaa.g_02675	Prbb.g_01908
OG0001391	Syaa.g_02676	Prbb.g_01909
OG0001392	Syaa.g_02677	Prbb.g_01910
OG0001393	Syaa.g_02678	Prbb.g_01911
OG0001394	Syaa.g_01118	Prbb.g_00948
OG0001395	Syaa.g_01267	Prbb.g_01055
OG0001396	Syaa.g_00444, Syaa.g_00196, Syaa.g_01018	Prbb.g_02089
OG0001398	Syaa.g_01424	Prbb.g_00732
OG0001401	Syaa.g_00837	Prbb.g_00820
OG0001402	Syaa.g_01658	Prbb.g_00625
OG0001404	Syaa.g_00355	Prbb.g_00123
OG0001405	Syaa.g_02213	Prbb.g_00377
OG0001406	Syaa.g_02615	Prbb.g_00898
OG0001407	Syaa.g_01986	Prbb.g_00903
OG0001408	Syaa.g_00953	Prbb.g_00097
OG0001412	Syaa.g_00442	Prbb.g_02086
OG0001413	Syaa.g_01590	Prbb.g_00759
OG0001417	Syaa.g_01339	Prbb.g_01552
OG0001419	Syaa.g_01985	Prbb.g_00750
OG0001420	Syaa.g_01991	Prbb.g_01183
OG0001421	Syaa.g_01583, Syaa.g_01469	Prbb.g_01775
OG0001422	Syaa.g_00743	Prbb.g_01086
OG0001423	Syaa.g_00365	Prbb.g_01665, Prbb.g_01664
OG0001430	Syaa.g_02584	Prbb.g_00901
OG0001432	Syaa.g_00930	Prbb.g_01033
OG0001433	Syaa.g_00849	Prbb.g_01163
OG0001434	Syaa.g_01123	Prbb.g_00953
OG0001435	Syaa.g_01090	Prbb.g_00928
OG0001439	Syaa.g_00221	Prbb.g_00358
OG0001441	Syaa.g_02000	Prbb.g_00525
OG0001442	Syaa.g_01138	Prbb.g_01667
OG0001443	Syaa.g_02617	Prbb.g_01896
OG0001447	Syaa.g_02416	Prbb.g_00184
OG0001453	Syaa.g_01319	Prbb.g_01011
OG0001454	Syaa.g_01580	Prbb.g_01280
OG0001456	Syaa.g_02687	Prbb.g_01559
OG0001457	Syaa.g_02688	Prbb.g_01558
OG0001458	Syaa.g_02689	Prbb.g_01557
OG0001460	Syaa.g_00850	Prbb.g_01162
OG0001461	Syaa.g_02328	Prbb.g_01437
OG0001467	Syaa.g_01601	Prbb.g_00115
OG0001468	Syaa.g_01597	Prbb.g_00910
OG0001470	Syaa.g_00693	Prbb.g_00853
OG0001471	Syaa.g_00226	Prbb.g_01554
OG0001473	Syaa.g_01603	Prbb.g_01623
OG0001474	Syaa.g_02175	Prbb.g_00399
OG0001475	Syaa.g_00691	Prbb.g_00855
OG0001477	Syaa.g_00893	Prbb.g_01415
OG0001480	Syaa.g_00810	Prbb.g_01215
OG0001482	Syaa.g_01329	Prbb.g_01089
OG0001486	Syaa.g_00768	Prbb.g_01519
OG0001487	Syaa.g_01819	Prbb.g_01724
OG0001488	Syaa.g_00791	Prbb.g_01503
OG0001489	Syaa.g_02234	Prbb.g_02016
OG0001494	Syaa.g_00483	Prbb.g_00870
OG0001495	Syaa.g_02317	Prbb.g_01944
OG0001496	Syaa.g_00895	Prbb.g_01413
OG0001497	Syaa.g_00894	Prbb.g_01414
OG0001498	Syaa.g_02148	Prbb.g_00417
OG0001499	Syaa.g_01698	Prbb.g_00110
OG0001505	Syaa.g_00495	Prbb.g_00857
OG0001507	Syaa.g_02137	Prbb.g_01181
OG0001508	Syaa.g_00694	Prbb.g_02096
OG0001509	Syaa.g_00085, Syaa.g_00440, Syaa.g_00197	Prbb.g_02090
OG0001510	Syaa.g_00116	Prbb.g_02067
OG0001511	Syaa.g_02389	Prbb.g_00167
OG0001512	Syaa.g_02105	Prbb.g_01801
OG0001513	Syaa.g_00150	Prbb.g_00050
OG0001514	Syaa.g_00896	Prbb.g_01412
OG0001515	Syaa.g_00909	Prbb.g_00699
OG0001516	Syaa.g_01067	Prbb.g_00666
OG0001517	Syaa.g_02181	Prbb.g_00395
OG0001518	Syaa.g_02609	Prbb.g_02137
OG0001519	Syaa.g_02619	Prbb.g_02142
OG0001523	Syaa.g_02713	Prbb.g_01892
OG0001524	Syaa.g_02714	Prbb.g_01893
OG0001528	Syaa.g_00692	Prbb.g_00854
OG0001529	Syaa.g_00050	Prbb.g_00056
OG0001530	Syaa.g_02387	Prbb.g_00166
OG0001531	Syaa.g_02104	Prbb.g_00296
OG0001532	Syaa.g_01001	Prbb.g_01485
OG0001534	Syaa.g_01280	Prbb.g_01053
OG0001535	Syaa.g_01297	Prbb.g_01041
OG0001536	Syaa.g_01362	Prbb.g_00987
OG0001537	Syaa.g_01112	Prbb.g_00945
OG0001538	Syaa.g_01159	Prbb.g_00788
OG0001539	Syaa.g_01085	Prbb.g_00923
OG0001540	Syaa.g_02420	Prbb.g_00188
OG0001541	Syaa.g_02490	Prbb.g_00236
OG0001542	Syaa.g_02499	Prbb.g_00242
OG0001543	Syaa.g_02547	Prbb.g_00896
OG0001544	Syaa.g_02618	Prbb.g_02141
OG0001545	Syaa.g_02723	Prbb.g_02162
OG0001548	Syaa.g_01573	Prbb.g_01105
OG0001549	Syaa.g_00806	Prbb.g_00846
OG0001551	Syaa.g_00853	Prbb.g_01898
OG0001552	Syaa.g_01229	Prbb.g_01895
OG0001556	Syaa.g_01008	Prbb.g_01154
OG0001557	Syaa.g_01119	Prbb.g_00949
OG0001559	Syaa.g_02386	Prbb.g_00165
OG0001560	Syaa.g_02372	Prbb.g_00155
OG0001561	Syaa.g_01291	Prbb.g_01046
OG0001562	Syaa.g_01305	Prbb.g_01035
OG0001563	Syaa.g_02250	Prbb.g_02000
OG0001564	Syaa.g_02683	Prbb.g_00863
OG0001570	Syaa.g_01693	Prbb.g_01331
OG0001575	Syaa.g_01933	Prbb.g_00569
OG0001577	Syaa.g_00765	Prbb.g_01522
OG0001578	Syaa.g_00369, Syaa.g_01036, Syaa.g_01576	Prbb.g_01408
OG0001579	Syaa.g_02207	Prbb.g_00381
OG0001582	Syaa.g_01746	Prbb.g_01551
OG0001586	Syaa.g_00479, Syaa.g_00431	Prbb.g_00872
OG0001589	Syaa.g_00664	Prbb.g_01866
OG0001591	Syaa.g_01078	Prbb.g_00676
OG0001607	Syaa.g_01519	Prbb.g_01223
OG0001613	Syaa.g_02227	Prbb.g_02022
OG0001623	Syaa.g_02194	Prbb.g_00385
OG0001633	Syaa.g_00855	Prbb.g_01920
OG0001634	Syaa.g_01073	Prbb.g_00672
OG0001642	Syaa.g_00814	Prbb.g_01621
OG0001644	Syaa.g_01263	Prbb.g_00728
OG0001656	Syaa.g_02209	Prbb.g_00380
OG0001659	Syaa.g_01006	Prbb.g_01489
OG0001667	Syaa.g_01129	Prbb.g_01206
OG0001673	Syaa.g_02114	Prbb.g_00289
OG0001691	Syaa.g_01665	Prbb.g_01056
OG0001692	Syaa.g_01769	Prbb.g_01682
OG0001694	Syaa.g_00260	Prbb.g_00333
OG0001695	Syaa.g_02708	Prbb.g_02158
OG0001700	Syaa.g_01423	Prbb.g_01161
OG0001703	Syaa.g_02057	Prbb.g_00481
OG0001709	Syaa.g_00453	Prbb.g_00875
OG0001713	Syaa.g_00783	Prbb.g_01131
OG0001715	Syaa.g_01563	Prbb.g_01219
OG0001718	Syaa.g_00941	Prbb.g_01140
OG0001733	Syaa.g_01080	Prbb.g_01152
OG0001738	Syaa.g_00204	Prbb.g_00371
OG0001739	Syaa.g_02706	Prbb.g_02157
OG0001740	Syaa.g_02720	Prbb.g_02161
OG0001755	Syaa.g_02006	Prbb.g_00856
OG0001769	Syaa.g_01614	Prbb.g_01441
OG0001810	Syaa.g_02432	Prbb.g_00709
OG0001816	Syaa.g_01082	Prbb.g_00920
OG0001907	Syaa.g_02441	Prbb.g_00198
OG0001915	Syaa.g_02750	Prbb.g_02179
OG0001916	Syaa.g_02034	Prbb.g_00500
OG0001917	Syaa.g_01296	Prbb.g_01042
OG0001954	Syaa.g_01438	Prbb.g_01209
OG0001979	Syaa.g_00911	Prbb.g_00041
OG0001990	Syaa.g_02721	Prbb.g_00074
OG0001991	Syaa.g_01102	Prbb.g_01165
OG0002001	Syaa.g_02453	Prbb.g_01810
OG0002227	Syaa.g_02611	Prbb.g_01156
OG0002347	Syaa.g_00512	Prbb.g_01850
OG0002374	Syaa.g_00991	Prbb.g_01159
OG0002381	Syaa.g_02454	Prbb.g_01616
OG0002490	Syaa.g_00468	Prbb.g_00869
OG0002506	Syaa.g_00878	Prbb.g_00906
OG0002507	Syaa.g_00939	Prbb.g_01387, Prbb.g_01024
OG0002794	Syaa.g_00484	Prbb.g_00871
OG0002808	Syaa.g_00044	Prbb.g_00034
OG0004275	Syaa.g_02635	Prbb.g_01661
