Orthogroup	Prbi	Prap
OG0001127	Prbi.g_01939	Prap.g_01641
OG0001128	Prbi.g_01940	Prap.g_01640
OG0001129	Prbi.g_01941	Prap.g_01639
OG0001130	Prbi.g_01944	Prap.g_01636
OG0001131	Prbi.g_01945	Prap.g_01635
OG0001132	Prbi.g_01946	Prap.g_01634
OG0001133	Prbi.g_01947	Prap.g_01633
OG0001134	Prbi.g_01948	Prap.g_01632
OG0001135	Prbi.g_01949	Prap.g_01631
OG0001136	Prbi.g_01950	Prap.g_01630
OG0001137	Prbi.g_01951	Prap.g_01629
OG0001138	Prbi.g_01952	Prap.g_01628
OG0001139	Prbi.g_01953	Prap.g_01626
OG0001140	Prbi.g_01954	Prap.g_01625
OG0001141	Prbi.g_01955	Prap.g_01624
OG0001142	Prbi.g_01958	Prap.g_01620
OG0001143	Prbi.g_01959	Prap.g_01619
OG0001144	Prbi.g_01960	Prap.g_01618
OG0001145	Prbi.g_01961	Prap.g_01617
OG0001146	Prbi.g_01962	Prap.g_01616
OG0001147	Prbi.g_01963	Prap.g_01615
OG0001148	Prbi.g_01964	Prap.g_01614
OG0001149	Prbi.g_01966	Prap.g_01612
OG0001150	Prbi.g_01967	Prap.g_01611
OG0001151	Prbi.g_01969	Prap.g_01607
OG0001152	Prbi.g_01970	Prap.g_01606
OG0001153	Prbi.g_01971	Prap.g_01605
OG0001154	Prbi.g_01973	Prap.g_01603
OG0001155	Prbi.g_01975	Prap.g_01601
OG0001156	Prbi.g_01977	Prap.g_01599
OG0001157	Prbi.g_01978	Prap.g_01597
OG0001158	Prbi.g_01980	Prap.g_01595
OG0001159	Prbi.g_01981	Prap.g_01594
OG0001160	Prbi.g_01982	Prap.g_01593
OG0001161	Prbi.g_01983	Prap.g_01592
OG0001162	Prbi.g_01984	Prap.g_01591
OG0001163	Prbi.g_01985	Prap.g_01590
OG0001164	Prbi.g_01986	Prap.g_01589
OG0001165	Prbi.g_01987	Prap.g_01588
OG0001166	Prbi.g_01988	Prap.g_01587
OG0001167	Prbi.g_01989	Prap.g_01585
OG0001168	Prbi.g_01990	Prap.g_01584
OG0001169	Prbi.g_01991	Prap.g_01583
OG0001170	Prbi.g_01992	Prap.g_01582
OG0001171	Prbi.g_01993	Prap.g_01581
OG0001172	Prbi.g_01995	Prap.g_01579
OG0001173	Prbi.g_01997	Prap.g_01577
OG0001174	Prbi.g_01998	Prap.g_01576
OG0001175	Prbi.g_01999	Prap.g_01575
OG0001176	Prbi.g_02000	Prap.g_01573
OG0001177	Prbi.g_02002	Prap.g_01571
OG0001178	Prbi.g_02005	Prap.g_01568
OG0001179	Prbi.g_02006	Prap.g_01567
OG0001180	Prbi.g_02007	Prap.g_01566
OG0001181	Prbi.g_02008	Prap.g_01565
OG0001182	Prbi.g_02009	Prap.g_01564
OG0001183	Prbi.g_02010	Prap.g_01563
OG0001184	Prbi.g_02012	Prap.g_01561
OG0001185	Prbi.g_02027	Prap.g_01559
OG0001186	Prbi.g_02028	Prap.g_01558
OG0001187	Prbi.g_02030	Prap.g_01557
OG0001188	Prbi.g_02031	Prap.g_01556
OG0001189	Prbi.g_02032	Prap.g_01555
OG0001190	Prbi.g_02033	Prap.g_01554
OG0001191	Prbi.g_02034	Prap.g_01553
OG0001192	Prbi.g_02035	Prap.g_01552
OG0001193	Prbi.g_02036	Prap.g_01551
OG0001194	Prbi.g_02037	Prap.g_01550
OG0001195	Prbi.g_02038	Prap.g_01549
OG0001196	Prbi.g_02039	Prap.g_01548
OG0001197	Prbi.g_02040	Prap.g_01547
OG0001198	Prbi.g_02041	Prap.g_01546
OG0001199	Prbi.g_02042	Prap.g_01545
OG0001200	Prbi.g_02043	Prap.g_01544
OG0001201	Prbi.g_02044	Prap.g_01543
OG0001202	Prbi.g_02045	Prap.g_01542
OG0001203	Prbi.g_02047	Prap.g_01541
OG0001204	Prbi.g_02049	Prap.g_01539
OG0001205	Prbi.g_02050	Prap.g_01537
OG0001206	Prbi.g_02051	Prap.g_01536
OG0001207	Prbi.g_02052	Prap.g_01535
OG0001208	Prbi.g_02053	Prap.g_01534
OG0001209	Prbi.g_02054	Prap.g_01533
OG0001210	Prbi.g_02055	Prap.g_01532
OG0001211	Prbi.g_02056	Prap.g_01531
OG0001212	Prbi.g_02057	Prap.g_01530
OG0001213	Prbi.g_02058	Prap.g_01529
OG0001214	Prbi.g_02060	Prap.g_01527
OG0001215	Prbi.g_02061	Prap.g_01526
OG0001216	Prbi.g_02062	Prap.g_01525
OG0001217	Prbi.g_02063	Prap.g_01524
OG0001218	Prbi.g_02064	Prap.g_01523
OG0001219	Prbi.g_02067	Prap.g_01520
OG0001220	Prbi.g_02068	Prap.g_01519
OG0001221	Prbi.g_02071	Prap.g_01515
OG0001222	Prbi.g_02072	Prap.g_01514
OG0001223	Prbi.g_02073	Prap.g_01513
OG0001224	Prbi.g_02074	Prap.g_01511
OG0001225	Prbi.g_02075	Prap.g_01510
OG0001226	Prbi.g_02076	Prap.g_01509
OG0001227	Prbi.g_02077	Prap.g_01508
OG0001228	Prbi.g_02078	Prap.g_01507
OG0001229	Prbi.g_02079	Prap.g_01506
OG0001230	Prbi.g_02080	Prap.g_01505
OG0001231	Prbi.g_02081	Prap.g_01504
OG0001232	Prbi.g_02082	Prap.g_01501
OG0001233	Prbi.g_02083	Prap.g_01500
OG0001234	Prbi.g_02084	Prap.g_01499
OG0001235	Prbi.g_02085	Prap.g_01498
OG0001236	Prbi.g_02087	Prap.g_01496
OG0001237	Prbi.g_02088	Prap.g_01495
OG0001238	Prbi.g_02090	Prap.g_01492
OG0001239	Prbi.g_02091	Prap.g_01491
OG0001240	Prbi.g_02092	Prap.g_01490
OG0001241	Prbi.g_02094	Prap.g_01874
OG0001242	Prbi.g_02095	Prap.g_01873
OG0001243	Prbi.g_02096	Prap.g_01872
OG0001244	Prbi.g_02097	Prap.g_01871
OG0001245	Prbi.g_02098	Prap.g_01870
OG0001246	Prbi.g_02099	Prap.g_01869
OG0001247	Prbi.g_02100	Prap.g_01868
OG0001248	Prbi.g_02101	Prap.g_00056
OG0001249	Prbi.g_02102	Prap.g_00055
OG0001250	Prbi.g_02103	Prap.g_00054
OG0001251	Prbi.g_01522	Prap.g_01086
OG0001252	Prbi.g_00146	Prap.g_01036
OG0001253	Prbi.g_00174	Prap.g_01021
OG0001254	Prbi.g_00305	Prap.g_01429
OG0001255	Prbi.g_00357	Prap.g_01373
OG0001257	Prbi.g_00485	Prap.g_01285
OG0001258	Prbi.g_00501	Prap.g_01269
OG0001259	Prbi.g_00592	Prap.g_01178
OG0001260	Prbi.g_00791	Prap.g_00693
OG0001261	Prbi.g_00882	Prap.g_00747
OG0001262	Prbi.g_00898	Prap.g_00730
OG0001263	Prbi.g_00918	Prap.g_00477
OG0001264	Prbi.g_00950	Prap.g_00859
OG0001265	Prbi.g_01062	Prap.g_00300
OG0001266	Prbi.g_01111	Prap.g_01129
OG0001267	Prbi.g_01191	Prap.g_00474
OG0001268	Prbi.g_01204	Prap.g_00459
OG0001269	Prbi.g_01422	Prap.g_01927
OG0001270	Prbi.g_01630	Prap.g_00164
OG0001271	Prbi.g_01641	Prap.g_00177
OG0001272	Prbi.g_01683	Prap.g_01120
OG0001273	Prbi.g_01684	Prap.g_00238
OG0001274	Prbi.g_01689	Prap.g_01907
OG0001275	Prbi.g_01705	Prap.g_00531
OG0001276	Prbi.g_01724	Prap.g_00321
OG0001277	Prbi.g_01738	Prap.g_01820
OG0001278	Prbi.g_01779	Prap.g_01788
OG0001279	Prbi.g_01783	Prap.g_01784
OG0001281	Prbi.g_01851	Prap.g_01710
OG0001282	Prbi.g_01877	Prap.g_01774
OG0001283	Prbi.g_01976	Prap.g_01600
OG0001284	Prbi.g_02004	Prap.g_01569
OG0001285	Prbi.g_02048	Prap.g_01540
OG0001286	Prbi.g_02093	Prap.g_01488
OG0001288	Prbi.g_00438	Prap.g_01329
OG0001290	Prbi.g_00030	Prap.g_00924
OG0001291	Prbi.g_00078	Prap.g_00879
OG0001292	Prbi.g_00081	Prap.g_00876
OG0001294	Prbi.g_00100	Prap.g_01085
OG0001295	Prbi.g_00127	Prap.g_01055
OG0001296	Prbi.g_00133	Prap.g_01048
OG0001297	Prbi.g_00223	Prap.g_00970
OG0001298	Prbi.g_00267	Prap.g_01468
OG0001299	Prbi.g_00276	Prap.g_01459
OG0001300	Prbi.g_00397	Prap.g_00541
OG0001301	Prbi.g_00640	Prap.g_00390
OG0001302	Prbi.g_00796	Prap.g_01899, Prap.g_01848
OG0001303	Prbi.g_00800	Prap.g_00519
OG0001304	Prbi.g_01077	Prap.g_00699
OG0001305	Prbi.g_01082	Prap.g_00704
OG0001306	Prbi.g_01119	Prap.g_01502
OG0001307	Prbi.g_01129	Prap.g_00542
OG0001308	Prbi.g_01153	Prap.g_00228
OG0001309	Prbi.g_01155	Prap.g_01538
OG0001310	Prbi.g_01166	Prap.g_00035
OG0001311	Prbi.g_01235	Prap.g_00423
OG0001312	Prbi.g_01423	Prap.g_01926
OG0001313	Prbi.g_01687	Prap.g_01344
OG0001315	Prbi.g_01844	Prap.g_01720
OG0001316	Prbi.g_01972	Prap.g_01604
OG0001318	Prbi.g_00149	Prap.g_01033
OG0001319	Prbi.g_00262	Prap.g_01474
OG0001320	Prbi.g_00469	Prap.g_01919
OG0001321	Prbi.g_00802	Prap.g_01130
OG0001322	Prbi.g_00828	Prap.g_00505
OG0001323	Prbi.g_01102	Prap.g_00870
OG0001324	Prbi.g_01137	Prap.g_00647
OG0001325	Prbi.g_01159	Prap.g_00607
OG0001326	Prbi.g_01360	Prap.g_01911
OG0001327	Prbi.g_01362	Prap.g_00227
OG0001328	Prbi.g_01396	Prap.g_00566
OG0001329	Prbi.g_01459	Prap.g_01493
OG0001330	Prbi.g_01680	Prap.g_00210
OG0001331	Prbi.g_01784	Prap.g_01783
OG0001332	Prbi.g_01833	Prap.g_01731
OG0001333	Prbi.g_01942	Prap.g_01638
OG0001334	Prbi.g_01996	Prap.g_01578
OG0001336	Prbi.g_00136	Prap.g_01046
OG0001337	Prbi.g_00126	Prap.g_01056
OG0001338	Prbi.g_00168	Prap.g_00580
OG0001339	Prbi.g_00227	Prap.g_00966
OG0001340	Prbi.g_00272	Prap.g_01463
OG0001341	Prbi.g_00285	Prap.g_01450
OG0001342	Prbi.g_00304	Prap.g_01430
OG0001343	Prbi.g_00363	Prap.g_01367
OG0001345	Prbi.g_00435	Prap.g_01332
OG0001346	Prbi.g_00475	Prap.g_01295
OG0001347	Prbi.g_00489	Prap.g_01281
OG0001349	Prbi.g_00512	Prap.g_01258
OG0001350	Prbi.g_00517	Prap.g_01253
OG0001351	Prbi.g_00579	Prap.g_01192
OG0001352	Prbi.g_00685	Prap.g_00819
OG0001353	Prbi.g_00707	Prap.g_00942
OG0001354	Prbi.g_00831	Prap.g_00692
OG0001355	Prbi.g_00888	Prap.g_00740
OG0001356	Prbi.g_00932	Prap.g_00662
OG0001357	Prbi.g_01037	Prap.g_00285
OG0001358	Prbi.g_01061	Prap.g_00299
OG0001359	Prbi.g_01178	Prap.g_01878
OG0001360	Prbi.g_01179	Prap.g_01877
OG0001361	Prbi.g_01257	Prap.g_00402
OG0001362	Prbi.g_01332	Prap.g_00610
OG0001363	Prbi.g_01490	Prap.g_00890
OG0001364	Prbi.g_01660	Prap.g_00196
OG0001365	Prbi.g_01278	Prap.g_00894
OG0001366	Prbi.g_01824	Prap.g_01741
OG0001368	Prbi.g_02003	Prap.g_01570
OG0001369	Prbi.g_01063	Prap.g_00301
OG0001371	Prbi.g_00074	Prap.g_00884
OG0001372	Prbi.g_00075	Prap.g_00882
OG0001373	Prbi.g_00082	Prap.g_00875
OG0001374	Prbi.g_00094	Prap.g_01091
OG0001375	Prbi.g_00143	Prap.g_01038
OG0001376	Prbi.g_00258	Prap.g_01478
OG0001377	Prbi.g_00280	Prap.g_01454
OG0001378	Prbi.g_00296	Prap.g_01437
OG0001379	Prbi.g_00386	Prap.g_00162
OG0001380	Prbi.g_00427	Prap.g_00803
OG0001381	Prbi.g_00455	Prap.g_01309
OG0001382	Prbi.g_00462	Prap.g_01303
OG0001383	Prbi.g_00514	Prap.g_01256
OG0001384	Prbi.g_00522	Prap.g_01248
OG0001385	Prbi.g_00669	Prap.g_00359
OG0001386	Prbi.g_00677	Prap.g_00827
OG0001387	Prbi.g_00679	Prap.g_00825
OG0001388	Prbi.g_00689	Prap.g_00814
OG0001389	Prbi.g_00750	Prap.g_00342
OG0001390	Prbi.g_00790	Prap.g_00511
OG0001391	Prbi.g_00833	Prap.g_00689
OG0001392	Prbi.g_00931	Prap.g_00663
OG0001393	Prbi.g_00933	Prap.g_00661
OG0001394	Prbi.g_00956	Prap.g_00853
OG0001395	Prbi.g_00959	Prap.g_00850
OG0001396	Prbi.g_01041	Prap.g_01817
OG0001397	Prbi.g_01071	Prap.g_00312
OG0001398	Prbi.g_01090	Prap.g_00712
OG0001399	Prbi.g_01100	Prap.g_00671
OG0001400	Prbi.g_01109	Prap.g_00528
OG0001401	Prbi.g_01116	Prap.g_00040
OG0001402	Prbi.g_01193	Prap.g_00471
OG0001403	Prbi.g_01392	Prap.g_00562
OG0001404	Prbi.g_01430	Prap.g_00315
OG0001405	Prbi.g_01440	Prap.g_00060
OG0001406	Prbi.g_01629	Prap.g_00163
OG0001407	Prbi.g_01632	Prap.g_00166
OG0001408	Prbi.g_01681	Prap.g_00211
OG0001409	Prbi.g_01693	Prap.g_01858
OG0001410	Prbi.g_01707	Prap.g_01921
OG0001412	Prbi.g_00990	Prap.g_00676
OG0001414	Prbi.g_00068	Prap.g_00509
OG0001417	Prbi.g_00678	Prap.g_00826
OG0001418	Prbi.g_00803	Prap.g_00598
OG0001419	Prbi.g_00836	Prap.g_00684
OG0001420	Prbi.g_00935	Prap.g_00659
OG0001421	Prbi.g_00940	Prap.g_00654
OG0001422	Prbi.g_01105	Prap.g_00616
OG0001423	Prbi.g_01180	Prap.g_00620
OG0001424	Prbi.g_01271	Prap.g_00214
OG0001425	Prbi.g_01699	Prap.g_00524
OG0001427	Prbi.g_00396	Prap.g_01843
OG0001429	Prbi.g_01019	Prap.g_00267
OG0001430	Prbi.g_01054	Prap.g_00030
OG0001431	Prbi.g_01107	Prap.g_00038
OG0001432	Prbi.g_01110	Prap.g_00527
OG0001434	Prbi.g_01407	Prap.g_01914, Prap.g_01819
OG0001435	Prbi.g_01691	Prap.g_00492
OG0001436	Prbi.g_01301	Prap.g_01791
OG0001439	Prbi.g_00879	Prap.g_00750
OG0001440	Prbi.g_01065	Prap.g_00304
OG0001441	Prbi.g_01147	Prap.g_01894
OG0001443	Prbi.g_01190	Prap.g_00475
OG0001444	Prbi.g_01226	Prap.g_00436
OG0001445	Prbi.g_01770, Prbi.g_01317	Prap.g_01890
OG0001446	Prbi.g_01768, Prbi.g_01319	Prap.g_01889
OG0001447	Prbi.g_01767, Prbi.g_01320	Prap.g_00482
OG0001449	Prbi.g_01590	Prap.g_00083
OG0001451	Prbi.g_02024, Prbi.g_01567	Prap.g_00633
OG0001452	Prbi.g_02066	Prap.g_01521
OG0001454	Prbi.g_00391	Prap.g_01311
OG0001456	Prbi.g_00591	Prap.g_01179
OG0001457	Prbi.g_00706	Prap.g_00794
OG0001458	Prbi.g_00789	Prap.g_00625
OG0001459	Prbi.g_00826	Prap.g_01947
OG0001460	Prbi.g_00910	Prap.g_01125
OG0001461	Prbi.g_00982	Prap.g_00349
OG0001462	Prbi.g_01053	Prap.g_00496
OG0001463	Prbi.g_01099	Prap.g_01305
OG0001465	Prbi.g_01356	Prap.g_00520
OG0001466	Prbi.g_01369	Prap.g_00226
OG0001468	Prbi.g_01965	Prap.g_01613
OG0001469	Prbi.g_01205	Prap.g_00458
OG0001483	Prbi.g_01385	Prap.g_00555
OG0001484	Prbi.g_01491	Prap.g_00889
OG0001485	Prbi.g_01846	Prap.g_01718
OG0001487	Prbi.g_00808	Prap.g_01143
OG0001488	Prbi.g_00196	Prap.g_00998
OG0001489	Prbi.g_00399	Prap.g_01688
OG0001490	Prbi.g_00422	Prap.g_01716
OG0001492	Prbi.g_00880	Prap.g_00749
OG0001504	Prbi.g_00966	Prap.g_00843
OG0001505	Prbi.g_01044	Prap.g_01901
OG0001506	Prbi.g_01124	Prap.g_00503
OG0001509	Prbi.g_01867	Prap.g_01112
OG0001519	Prbi.g_00413	Prap.g_01905
OG0001520	Prbi.g_01302	Prap.g_01792
OG0001521	Prbi.g_01279	Prap.g_00893
OG0001522	Prbi.g_01751	Prap.g_01859, Prap.g_00018
OG0001526	Prbi.g_00938	Prap.g_00656
OG0001530	Prbi.g_01303	Prap.g_01793
OG0001541	Prbi.g_01509	Prap.g_00003
OG0001545	Prbi.g_00947	Prap.g_00862
OG0001558	Prbi.g_01328	Prap.g_00019
OG0001574	Prbi.g_01326	Prap.g_00609
OG0001579	Prbi.g_01498	Prap.g_00097
OG0001580	Prbi.g_01469	Prap.g_00085
OG0001581	Prbi.g_01471	Prap.g_00088
OG0001587	Prbi.g_01545	Prap.g_00898
OG0001593	Prbi.g_00461	Prap.g_01304
OG0001617	Prbi.g_01406	Prap.g_00103
OG0001627	Prbi.g_01306, Prbi.g_00153, Prbi.g_01409	Prap.g_01866
OG0001631	Prbi.g_01265	Prap.g_01134
OG0001637	Prbi.g_00723, Prbi.g_00783	Prap.g_00644
OG0001720	Prbi.g_01485	Prap.g_00895
OG0001736	Prbi.g_00967	Prap.g_00842
OG0001798	Prbi.g_00160	Prap.g_01809
OG0001800	Prbi.g_01761	Prap.g_01847
OG0001828	Prbi.g_01309	Prap.g_01842
OG0001836	Prbi.g_01766, Prbi.g_01321	Prap.g_00483
OG0001853	Prbi.g_01756	Prap.g_01801
OG0001858	Prbi.g_01537	Prap.g_01864
OG0001888	Prbi.g_01529	Prap.g_01849
OG0001889	Prbi.g_01757	Prap.g_01802
OG0001890	Prbi.g_01758	Prap.g_01803
OG0002067	Prbi.g_00159	Prap.g_00642
OG0002219	Prbi.g_01886, Prbi.g_00721	Prap.g_01115
OG0002325	Prbi.g_01273	Prap.g_01027
