Orthogroup	Syai	Prai
OG0001178	Syai.g_02383	Prai.g_01729
OG0001179	Syai.g_00385	Prai.g_01761
OG0001180	Syai.g_00410	Prai.g_01788
OG0001181	Syai.g_00414	Prai.g_01792
OG0001182	Syai.g_00423	Prai.g_01799
OG0001183	Syai.g_00429	Prai.g_01803
OG0001184	Syai.g_00156	Prai.g_01819
OG0001185	Syai.g_00117	Prai.g_01833
OG0001186	Syai.g_00084	Prai.g_01856
OG0001187	Syai.g_00081	Prai.g_01862
OG0001188	Syai.g_00078	Prai.g_01864
OG0001189	Syai.g_00061	Prai.g_01881
OG0001190	Syai.g_02776	Prai.g_01885
OG0001191	Syai.g_02788	Prai.g_01895
OG0001192	Syai.g_02793	Prai.g_01899
OG0001193	Syai.g_02835	Prai.g_01909
OG0001194	Syai.g_02838	Prai.g_01910
OG0001195	Syai.g_02839	Prai.g_01911
OG0001196	Syai.g_02913	Prai.g_01924
OG0001197	Syai.g_02915	Prai.g_01925
OG0001198	Syai.g_02930	Prai.g_01933
OG0001199	Syai.g_02480	Prai.g_00074
OG0001200	Syai.g_02482	Prai.g_00076
OG0001202	Syai.g_02674	Prai.g_00210
OG0001203	Syai.g_00540	Prai.g_00249
OG0001204	Syai.g_00312	Prai.g_00256
OG0001205	Syai.g_02212	Prai.g_00476
OG0001206	Syai.g_00853	Prai.g_00493
OG0001207	Syai.g_00629	Prai.g_00507
OG0001208	Syai.g_00640	Prai.g_00512
OG0001209	Syai.g_00711	Prai.g_00563
OG0001210	Syai.g_00720	Prai.g_00568
OG0001211	Syai.g_00735	Prai.g_00578
OG0001212	Syai.g_00799	Prai.g_00624
OG0001213	Syai.g_01082	Prai.g_00658
OG0001214	Syai.g_01106	Prai.g_00666
OG0001215	Syai.g_01958	Prai.g_00719
OG0001216	Syai.g_01388	Prai.g_00750
OG0001217	Syai.g_01185	Prai.g_00894
OG0001218	Syai.g_00893	Prai.g_00887
OG0001219	Syai.g_01561	Prai.g_00858
OG0001220	Syai.g_02087	Prai.g_00795
OG0001221	Syai.g_01284	Prai.g_01035
OG0001222	Syai.g_01516	Prai.g_00997
OG0001223	Syai.g_01463	Prai.g_00971
OG0001224	Syai.g_02011	Prai.g_00922
OG0001225	Syai.g_02009	Prai.g_00920
OG0001226	Syai.g_01154	Prai.g_01083
OG0001227	Syai.g_02806	Prai.g_01101
OG0001228	Syai.g_02218	Prai.g_01218
OG0001229	Syai.g_01986	Prai.g_01368
OG0001230	Syai.g_00964	Prai.g_01455
OG0001231	Syai.g_00017	Prai.g_01560
OG0001232	Syai.g_02410	Prai.g_01661
OG0001233	Syai.g_02261	Prai.g_01681
OG0001234	Syai.g_00337	Prai.g_01716
OG0001235	Syai.g_00343	Prai.g_01726
OG0001236	Syai.g_00159	Prai.g_01816
OG0001237	Syai.g_00137	Prai.g_01820
OG0001238	Syai.g_02789	Prai.g_01896
OG0001239	Syai.g_02477	Prai.g_00071
OG0001240	Syai.g_02527	Prai.g_00093
OG0001241	Syai.g_02537	Prai.g_00101
OG0001242	Syai.g_02566	Prai.g_00119
OG0001243	Syai.g_02573	Prai.g_00125
OG0001244	Syai.g_02605	Prai.g_00141
OG0001245	Syai.g_02091	Prai.g_00392
OG0001246	Syai.g_00666	Prai.g_00534
OG0001247	Syai.g_01380	Prai.g_00712
OG0001248	Syai.g_01377	Prai.g_00714
OG0001249	Syai.g_00464	Prai.g_00869
OG0001250	Syai.g_02053	Prai.g_00806
OG0001252	Syai.g_02018	Prai.g_00927
OG0001254	Syai.g_01744	Prai.g_01145
OG0001255	Syai.g_01915	Prai.g_01156
OG0001256	Syai.g_02362	Prai.g_01553
OG0001257	Syai.g_00848	Prai.g_01559
OG0001258	Syai.g_02372	Prai.g_01635
OG0001259	Syai.g_02259	Prai.g_01679
OG0001260	Syai.g_02281	Prai.g_01695
OG0001261	Syai.g_00394	Prai.g_01769
OG0001262	Syai.g_00063	Prai.g_01879
OG0001263	Syai.g_02576	Prai.g_00128
OG0001265	Syai.g_02563	Prai.g_00118
OG0001266	Syai.g_02679	Prai.g_00214
OG0001267	Syai.g_00259	Prai.g_00293
OG0001268	Syai.g_00492	Prai.g_00352
OG0001269	Syai.g_01699	Prai.g_00372
OG0001270	Syai.g_02231	Prai.g_00465
OG0001271	Syai.g_00862	Prai.g_00502
OG0001272	Syai.g_00644	Prai.g_00516
OG0001273	Syai.g_01099	Prai.g_00660
OG0001275	Syai.g_01447	Prai.g_00961
OG0001276	Syai.g_01431	Prai.g_00942
OG0001277	Syai.g_02899	Prai.g_01090
OG0001278	Syai.g_01799	Prai.g_01223
OG0001279	Syai.g_00991	Prai.g_01583
OG0001280	Syai.g_02176	Prai.g_01334
OG0001281	Syai.g_02186	Prai.g_01340
OG0001282	Syai.g_00627	Prai.g_01371
OG0001284	Syai.g_02338	Prai.g_01532
OG0001285	Syai.g_02866	Prai.g_01664
OG0001286	Syai.g_00408	Prai.g_01786
OG0001287	Syai.g_00109	Prai.g_01840
OG0001289	Syai.g_02504	Prai.g_00087
OG0001290	Syai.g_02536	Prai.g_00100
OG0001291	Syai.g_02587	Prai.g_00135
OG0001292	Syai.g_00306	Prai.g_00261
OG0001293	Syai.g_00285	Prai.g_00274
OG0001294	Syai.g_01242	Prai.g_00389
OG0001295	Syai.g_00722	Prai.g_00498
OG0001296	Syai.g_00672	Prai.g_00539
OG0001298	Syai.g_00773	Prai.g_00605
OG0001299	Syai.g_01236	Prai.g_00695
OG0001300	Syai.g_01982	Prai.g_00722
OG0001301	Syai.g_01995	Prai.g_00725
OG0001302	Syai.g_01142	Prai.g_00860
OG0001304	Syai.g_01418	Prai.g_00933
OG0001305	Syai.g_02001	Prai.g_00914
OG0001306	Syai.g_02160	Prai.g_01158
OG0001307	Syai.g_01717	Prai.g_01354
OG0001308	Syai.g_00943	Prai.g_01473
OG0001309	Syai.g_00682	Prai.g_01557
OG0001312	Syai.g_01549	Prai.g_01008
OG0001314	Syai.g_01341, Syai.g_01810	Prai.g_00439
OG0001315	Syai.g_00427	Prai.g_00061
OG0001316	Syai.g_02593	Prai.g_00140
OG0001317	Syai.g_00534	Prai.g_00245
OG0001318	Syai.g_00293	Prai.g_00269
OG0001321	Syai.g_02195	Prai.g_00482
OG0001322	Syai.g_02194	Prai.g_00483
OG0001323	Syai.g_00685	Prai.g_00548
OG0001324	Syai.g_01983	Prai.g_00723
OG0001325	Syai.g_01392	Prai.g_00753
OG0001327	Syai.g_01250	Prai.g_01075
OG0001328	Syai.g_01278	Prai.g_01100
OG0001330	Syai.g_02167	Prai.g_01309
OG0001331	Syai.g_00622	Prai.g_01376
OG0001332	Syai.g_02293	Prai.g_01504
OG0001333	Syai.g_02255	Prai.g_01675
OG0001334	Syai.g_00438	Prai.g_01806
OG0001335	Syai.g_00439	Prai.g_01807
OG0001336	Syai.g_02909	Prai.g_01921
OG0001339	Syai.g_02539	Prai.g_00103
OG0001340	Syai.g_00453	Prai.g_00341
OG0001343	Syai.g_02842	Prai.g_01062
OG0001344	Syai.g_02139	Prai.g_01175
OG0001345	Syai.g_02110	Prai.g_01190
OG0001346	Syai.g_02180	Prai.g_01336
OG0001348	Syai.g_02033	Prai.g_01587
OG0001349	Syai.g_02417	Prai.g_01407
OG0001351	Syai.g_00843	Prai.g_00485
OG0001352	Syai.g_00700	Prai.g_00709
OG0001353	Syai.g_02042	Prai.g_00815
OG0001355	Syai.g_01698	Prai.g_01272
OG0001359	Syai.g_02841	Prai.g_01061
OG0001360	Syai.g_02107	Prai.g_01103
OG0001361	Syai.g_02113	Prai.g_01187
OG0001362	Syai.g_00938	Prai.g_01477
OG0001363	Syai.g_00936	Prai.g_01479
OG0001364	Syai.g_00173	Prai.g_01809
OG0001375	Syai.g_02843	Prai.g_01063
OG0001376	Syai.g_02795	Prai.g_01069
OG0001377	Syai.g_02794	Prai.g_01070
OG0001378	Syai.g_02232	Prai.g_01112
OG0001381	Syai.g_02819, Syai.g_01723	Prai.g_01364
OG0001394	Syai.g_01290	Prai.g_01031
OG0001395	Syai.g_01410	Prai.g_00931
OG0001397	Syai.g_00937	Prai.g_01478
OG0001398	Syai.g_01587	Prai.g_01601
OG0001404	Syai.g_02473	Prai.g_00068
OG0001405	Syai.g_00441	Prai.g_00339
OG0001406	Syai.g_02796	Prai.g_01068
OG0001407	Syai.g_00701	Prai.g_01081
OG0001408	Syai.g_01831	Prai.g_01086
OG0001413	Syai.g_01148	Prai.g_01547
OG0001414	Syai.g_01722	Prai.g_00240
OG0001416	Syai.g_02183	Prai.g_00490
OG0001417	Syai.g_01478	Prai.g_00500
OG0001419	Syai.g_00702	Prai.g_01082
OG0001420	Syai.g_00697	Prai.g_01122
OG0001421	Syai.g_01621	Prai.g_01554
OG0001422	Syai.g_02171	Prai.g_01585
OG0001428	Syai.g_02637	Prai.g_00183
OG0001430	Syai.g_02768	Prai.g_01271
OG0001432	Syai.g_01943	Prai.g_01545
OG0001438	Syai.g_00244	Prai.g_00306
OG0001439	Syai.g_00219	Prai.g_00320
OG0001441	Syai.g_00687	Prai.g_00550
OG0001443	Syai.g_02800	Prai.g_01602
OG0001446	Syai.g_00832	Prai.g_00079
OG0001447	Syai.g_02574	Prai.g_00126
OG0001448	Syai.g_02808	Prai.g_00380
OG0001449	Syai.g_00315	Prai.g_00413
OG0001452	Syai.g_00298	Prai.g_01058
OG0001453	Syai.g_01455	Prai.g_00967
OG0001454	Syai.g_01153	Prai.g_01096
OG0001459	Syai.g_01712	Prai.g_01552
OG0001462	Syai.g_00045	Prai.g_00034
OG0001465	Syai.g_01384	Prai.g_00731
OG0001467	Syai.g_01141	Prai.g_00868
OG0001468	Syai.g_01144	Prai.g_01073
OG0001471	Syai.g_00224	Prai.g_01548
OG0001472	Syai.g_01931	Prai.g_01556
OG0001473	Syai.g_01130	Prai.g_01857
OG0001474	Syai.g_00493	Prai.g_00353
OG0001475	Syai.g_02237	Prai.g_00152
OG0001477	Syai.g_01992	Prai.g_01254
OG0001480	Syai.g_02088	Prai.g_00382
OG0001482	Syai.g_01468	Prai.g_00488
OG0001484	Syai.g_02864	Prai.g_00893
OG0001492	Syai.g_01796	Prai.g_01220
OG0001493	Syai.g_01820	Prai.g_01228
OG0001495	Syai.g_00349	Prai.g_01723
OG0001496	Syai.g_01990	Prai.g_01252
OG0001497	Syai.g_01991	Prai.g_01253
OG0001499	Syai.g_00831, Syai.g_01189	Prai.g_00060
OG0001502	Syai.g_02079	Prai.g_00877
OG0001507	Syai.g_01671	Prai.g_01245
OG0001508	Syai.g_02234	Prai.g_01432
OG0001514	Syai.g_01989	Prai.g_01251
OG0001520	Syai.g_00757	Prai.g_00406
OG0001527	Syai.g_00749	Prai.g_00591
OG0001532	Syai.g_01764	Prai.g_01199
OG0001547	Syai.g_01580	Prai.g_00875
OG0001548	Syai.g_01157	Prai.g_00871
OG0001549	Syai.g_02106	Prai.g_00788
OG0001552	Syai.g_01018	Prai.g_01237
OG0001554	Syai.g_02774	Prai.g_01555
OG0001555	Syai.g_01645	Prai.g_01569
OG0001562	Syai.g_01441	Prai.g_00949
OG0001567	Syai.g_01581	Prai.g_00876
OG0001568	Syai.g_01578	Prai.g_00874
OG0001582	Syai.g_01500	Prai.g_00499
OG0001588	Syai.g_00170	Prai.g_00778
OG0001602	Syai.g_01383	Prai.g_00730
OG0001625	Syai.g_00291	Prai.g_00271
OG0001633	Syai.g_00995	Prai.g_01367
OG0001634	Syai.g_01239	Prai.g_01582
OG0001647	Syai.g_00268	Prai.g_00285
OG0001667	Syai.g_01923	Prai.g_01311
OG0001712	Syai.g_01634	Prai.g_00427
OG0001726	Syai.g_01593, Syai.g_01594	Prai.g_00425
OG0001924	Syai.g_01058	Prai.g_01283
OG0001925	Syai.g_01057	Prai.g_01284
OG0001926	Syai.g_01056	Prai.g_01285
OG0001927	Syai.g_01055	Prai.g_01286
OG0001993	Syai.g_01060	Prai.g_01281
OG0001994	Syai.g_01059	Prai.g_01282
OG0002106	Syai.g_00555	Prai.g_00396
OG0002112	Syai.g_00231	Prai.g_00417
OG0002157	Syai.g_00230	Prai.g_00418
OG0002158	Syai.g_00232	Prai.g_00416
OG0002244	Syai.g_01672	Prai.g_01244
OG0002395	Syai.g_00229	Prai.g_01628
OG0002396	Syai.g_00369	Prai.g_01745
OG0002489	Syai.g_00596, Syai.g_01023	Prai.g_01241, Prai.g_00421, Prai.g_00420
OG0002721	Syai.g_02086	Prai.g_01320
OG0002916	Syai.g_02746	Prai.g_01413
