Orthogroup	Syai	Praa
OG0001176	Syai.g_00352	Praa.g_01719
OG0001177	Syai.g_00350	Praa.g_01722
OG0001178	Syai.g_02383	Praa.g_01727
OG0001179	Syai.g_00385	Praa.g_01759
OG0001180	Syai.g_00410	Praa.g_01781
OG0001181	Syai.g_00414	Praa.g_01785
OG0001182	Syai.g_00423	Praa.g_01792
OG0001183	Syai.g_00429	Praa.g_01797
OG0001184	Syai.g_00156	Praa.g_01813
OG0001185	Syai.g_00117	Praa.g_01827
OG0001186	Syai.g_00084	Praa.g_01850
OG0001187	Syai.g_00081	Praa.g_01854
OG0001188	Syai.g_00078	Praa.g_01857
OG0001189	Syai.g_00061	Praa.g_01874
OG0001190	Syai.g_02776	Praa.g_01878
OG0001191	Syai.g_02788	Praa.g_01888
OG0001192	Syai.g_02793	Praa.g_01892
OG0001193	Syai.g_02835	Praa.g_01902
OG0001194	Syai.g_02838	Praa.g_01903
OG0001195	Syai.g_02839	Praa.g_01904
OG0001196	Syai.g_02913	Praa.g_01917
OG0001197	Syai.g_02915	Praa.g_01918
OG0001198	Syai.g_02930	Praa.g_01925
OG0001199	Syai.g_02480	Praa.g_00074
OG0001200	Syai.g_02482	Praa.g_00076
OG0001202	Syai.g_02674	Praa.g_00199
OG0001203	Syai.g_00540	Praa.g_00238
OG0001204	Syai.g_00312	Praa.g_00243
OG0001205	Syai.g_02212	Praa.g_00444
OG0001206	Syai.g_00853	Praa.g_00462
OG0001207	Syai.g_00629	Praa.g_00477
OG0001208	Syai.g_00640	Praa.g_00482
OG0001209	Syai.g_00711	Praa.g_00535
OG0001210	Syai.g_00720	Praa.g_00540
OG0001211	Syai.g_00735	Praa.g_00551
OG0001212	Syai.g_00799	Praa.g_00596
OG0001213	Syai.g_01082	Praa.g_00629
OG0001214	Syai.g_01106	Praa.g_00637
OG0001215	Syai.g_01958	Praa.g_00690
OG0001216	Syai.g_01388	Praa.g_00713
OG0001217	Syai.g_01185	Praa.g_00751
OG0001218	Syai.g_00893	Praa.g_00758
OG0001219	Syai.g_01561	Praa.g_00791
OG0001220	Syai.g_02087	Praa.g_00856
OG0001221	Syai.g_01284	Praa.g_00918
OG0001222	Syai.g_01516	Praa.g_00956
OG0001223	Syai.g_01463	Praa.g_00982
OG0001224	Syai.g_02011	Praa.g_01035
OG0001225	Syai.g_02009	Praa.g_01037
OG0001226	Syai.g_01154	Praa.g_01064
OG0001227	Syai.g_02806	Praa.g_01083
OG0001228	Syai.g_02218	Praa.g_01204
OG0001229	Syai.g_01986	Praa.g_01364
OG0001230	Syai.g_00964	Praa.g_01468
OG0001231	Syai.g_00017	Praa.g_01574
OG0001232	Syai.g_02410	Praa.g_01658
OG0001233	Syai.g_02261	Praa.g_01679
OG0001234	Syai.g_00337	Praa.g_01714
OG0001235	Syai.g_00343	Praa.g_01724
OG0001236	Syai.g_00159	Praa.g_01810
OG0001237	Syai.g_00137	Praa.g_01814
OG0001238	Syai.g_02789	Praa.g_01889
OG0001239	Syai.g_02477	Praa.g_00071
OG0001240	Syai.g_02527	Praa.g_00093
OG0001241	Syai.g_02537	Praa.g_00101
OG0001242	Syai.g_02566	Praa.g_00119
OG0001243	Syai.g_02573	Praa.g_00125
OG0001244	Syai.g_02605	Praa.g_00141
OG0001245	Syai.g_02091	Praa.g_00379
OG0001246	Syai.g_00666	Praa.g_00504
OG0001247	Syai.g_01380	Praa.g_00683
OG0001248	Syai.g_01377	Praa.g_00685
OG0001249	Syai.g_00464	Praa.g_00780
OG0001250	Syai.g_02053	Praa.g_00845
OG0001251	Syai.g_02845	Praa.g_00893
OG0001252	Syai.g_02018	Praa.g_01030
OG0001254	Syai.g_01744	Praa.g_01129
OG0001255	Syai.g_01915	Praa.g_01144
OG0001256	Syai.g_02362	Praa.g_01567
OG0001257	Syai.g_00848	Praa.g_01573
OG0001258	Syai.g_02372	Praa.g_01632
OG0001259	Syai.g_02259	Praa.g_01677
OG0001260	Syai.g_02281	Praa.g_01694
OG0001261	Syai.g_00394	Praa.g_01767
OG0001262	Syai.g_00063	Praa.g_01872
OG0001265	Syai.g_02563	Praa.g_00118
OG0001266	Syai.g_02679	Praa.g_00203
OG0001267	Syai.g_00259	Praa.g_00280
OG0001268	Syai.g_00492	Praa.g_00339
OG0001269	Syai.g_01699	Praa.g_00358
OG0001270	Syai.g_02231	Praa.g_00434
OG0001271	Syai.g_00862	Praa.g_00472
OG0001272	Syai.g_00644	Praa.g_00486
OG0001273	Syai.g_01099	Praa.g_00631
OG0001274	Syai.g_02706	Praa.g_00703
OG0001275	Syai.g_01447	Praa.g_00992
OG0001276	Syai.g_01431	Praa.g_01014
OG0001277	Syai.g_02899	Praa.g_01072
OG0001278	Syai.g_01799	Praa.g_01209
OG0001279	Syai.g_00991	Praa.g_01257
OG0001280	Syai.g_02176	Praa.g_01317
OG0001281	Syai.g_02186	Praa.g_01323
OG0001282	Syai.g_00627	Praa.g_01367
OG0001283	Syai.g_02908	Praa.g_01386
OG0001284	Syai.g_02338	Praa.g_01547
OG0001285	Syai.g_02866	Praa.g_01661
OG0001286	Syai.g_00408	Praa.g_01779
OG0001287	Syai.g_00109	Praa.g_01834
OG0001289	Syai.g_02504	Praa.g_00087
OG0001290	Syai.g_02536	Praa.g_00100
OG0001291	Syai.g_02587	Praa.g_00135
OG0001292	Syai.g_00306	Praa.g_00248
OG0001293	Syai.g_00285	Praa.g_00261
OG0001294	Syai.g_01242	Praa.g_00377
OG0001295	Syai.g_00722	Praa.g_00467
OG0001296	Syai.g_00672	Praa.g_00509
OG0001297	Syai.g_00676	Praa.g_00514
OG0001298	Syai.g_00773	Praa.g_00577
OG0001299	Syai.g_01236	Praa.g_00666
OG0001300	Syai.g_01982	Praa.g_00693
OG0001301	Syai.g_01995	Praa.g_00696
OG0001302	Syai.g_01142	Praa.g_00789
OG0001303	Syai.g_01559	Praa.g_00996
OG0001304	Syai.g_01418	Praa.g_01024
OG0001305	Syai.g_02001	Praa.g_01043
OG0001306	Syai.g_02160	Praa.g_01146
OG0001307	Syai.g_01717	Praa.g_01349
OG0001308	Syai.g_00943	Praa.g_01486
OG0001309	Syai.g_00682	Praa.g_01571
OG0001315	Syai.g_00427	Praa.g_00062
OG0001316	Syai.g_02593	Praa.g_00140
OG0001317	Syai.g_00534	Praa.g_00234
OG0001318	Syai.g_00293	Praa.g_00256
OG0001319	Syai.g_00270	Praa.g_00272
OG0001321	Syai.g_02195	Praa.g_00450
OG0001322	Syai.g_02194	Praa.g_00451
OG0001323	Syai.g_00685	Praa.g_00519
OG0001324	Syai.g_01983	Praa.g_00694
OG0001325	Syai.g_01392	Praa.g_00716
OG0001326	Syai.g_02856	Praa.g_00881
OG0001327	Syai.g_01250	Praa.g_01055
OG0001328	Syai.g_01278	Praa.g_01082
OG0001330	Syai.g_02167	Praa.g_01289
OG0001331	Syai.g_00622	Praa.g_01372
OG0001332	Syai.g_02293	Praa.g_01519
OG0001333	Syai.g_02255	Praa.g_01673
OG0001334	Syai.g_00438	Praa.g_01800
OG0001335	Syai.g_00439	Praa.g_01801
OG0001336	Syai.g_02909	Praa.g_01914
OG0001339	Syai.g_02539	Praa.g_00103
OG0001340	Syai.g_00453	Praa.g_00328
OG0001343	Syai.g_02842	Praa.g_00890
OG0001344	Syai.g_02139	Praa.g_01163
OG0001345	Syai.g_02110	Praa.g_01178
OG0001346	Syai.g_02180	Praa.g_01319
OG0001348	Syai.g_02033	Praa.g_01595
OG0001349	Syai.g_02417	Praa.g_01624, Praa.g_01794
OG0001351	Syai.g_00843	Praa.g_00453
OG0001352	Syai.g_00700	Praa.g_00680
OG0001353	Syai.g_02042	Praa.g_00836
OG0001354	Syai.g_01477	Praa.g_00974
OG0001355	Syai.g_01698	Praa.g_01605
OG0001359	Syai.g_02841	Praa.g_00891
OG0001360	Syai.g_02107	Praa.g_01085
OG0001361	Syai.g_02113	Praa.g_01175
OG0001362	Syai.g_00938	Praa.g_01490
OG0001363	Syai.g_00936	Praa.g_01492
OG0001364	Syai.g_00173	Praa.g_01803
OG0001370	Syai.g_02317	Praa.g_00459
OG0001373	Syai.g_02855	Praa.g_00880
OG0001374	Syai.g_02863	Praa.g_00888
OG0001375	Syai.g_02843	Praa.g_00889
OG0001376	Syai.g_02795	Praa.g_01049
OG0001377	Syai.g_02794	Praa.g_01050
OG0001378	Syai.g_02232	Praa.g_01094
OG0001379	Syai.g_02169	Praa.g_01312
OG0001380	Syai.g_01168	Praa.g_01354
OG0001381	Syai.g_02819, Syai.g_01723	Praa.g_01360
OG0001385	Syai.g_02852	Praa.g_00877
OG0001386	Syai.g_02853	Praa.g_00878
OG0001387	Syai.g_02854	Praa.g_00879
OG0001388	Syai.g_02857	Praa.g_00882
OG0001389	Syai.g_02858	Praa.g_00883
OG0001390	Syai.g_02859	Praa.g_00884
OG0001391	Syai.g_02860	Praa.g_00885
OG0001392	Syai.g_02861	Praa.g_00886
OG0001393	Syai.g_02862	Praa.g_00887
OG0001394	Syai.g_01290	Praa.g_00922
OG0001395	Syai.g_01410	Praa.g_01026
OG0001397	Syai.g_00937	Praa.g_01491
OG0001398	Syai.g_01587	Praa.g_01601
OG0001404	Syai.g_02473	Praa.g_00068
OG0001405	Syai.g_00441	Praa.g_00326
OG0001406	Syai.g_02796	Praa.g_01048
OG0001407	Syai.g_00701	Praa.g_01062
OG0001408	Syai.g_01831	Praa.g_01067
OG0001413	Syai.g_01148	Praa.g_01562
OG0001414	Syai.g_01722	Praa.g_00229
OG0001416	Syai.g_02183	Praa.g_00458
OG0001417	Syai.g_01478	Praa.g_00469
OG0001419	Syai.g_00702	Praa.g_01063
OG0001420	Syai.g_00697	Praa.g_01103
OG0001421	Syai.g_01621	Praa.g_01568
OG0001422	Syai.g_02171	Praa.g_01593
OG0001428	Syai.g_02637	Praa.g_00172
OG0001430	Syai.g_02768	Praa.g_01284
OG0001432	Syai.g_01943	Praa.g_01560
OG0001438	Syai.g_00244	Praa.g_00293
OG0001439	Syai.g_00219	Praa.g_00307
OG0001441	Syai.g_00687	Praa.g_00521
OG0001442	Syai.g_01305	Praa.g_00741
OG0001446	Syai.g_00832	Praa.g_00079
OG0001447	Syai.g_02574	Praa.g_00126
OG0001448	Syai.g_02808	Praa.g_00366
OG0001449	Syai.g_00315	Praa.g_00393
OG0001452	Syai.g_00298	Praa.g_00894
OG0001453	Syai.g_01455	Praa.g_00986
OG0001454	Syai.g_01153	Praa.g_01078
OG0001456	Syai.g_02873	Praa.g_01137
OG0001457	Syai.g_02874	Praa.g_01138
OG0001458	Syai.g_02875	Praa.g_01139
OG0001459	Syai.g_01712	Praa.g_01273
OG0001462	Syai.g_00045	Praa.g_00034
OG0001465	Syai.g_01384	Praa.g_00702
OG0001467	Syai.g_01141	Praa.g_00781
OG0001468	Syai.g_01144	Praa.g_01053
OG0001471	Syai.g_00224	Praa.g_01563
OG0001472	Syai.g_01931	Praa.g_01570
OG0001473	Syai.g_01130	Praa.g_01851
OG0001479	Syai.g_00490	Praa.g_00337
OG0001480	Syai.g_02088	Praa.g_00368
OG0001482	Syai.g_01468	Praa.g_00456
OG0001484	Syai.g_02864	Praa.g_01296
OG0001492	Syai.g_01796	Praa.g_01206
OG0001493	Syai.g_01820	Praa.g_01214
OG0001495	Syai.g_00349	Praa.g_01721
OG0001499	Syai.g_00831, Syai.g_01189	Praa.g_00061
OG0001502	Syai.g_02079	Praa.g_00772
OG0001504	Syai.g_01713	Praa.g_01274
OG0001507	Syai.g_01671	Praa.g_01619
OG0001520	Syai.g_00757	Praa.g_00388
OG0001546	Syai.g_00690	Praa.g_00524
OG0001547	Syai.g_01580	Praa.g_00774
OG0001548	Syai.g_01157	Praa.g_00778
OG0001549	Syai.g_02106	Praa.g_00863
OG0001551	Syai.g_02028	Praa.g_01136
OG0001552	Syai.g_01018	Praa.g_01223
OG0001554	Syai.g_02774	Praa.g_01569
OG0001555	Syai.g_01645	Praa.g_01583
OG0001567	Syai.g_01581	Praa.g_00773
OG0001568	Syai.g_01578	Praa.g_00775
OG0001572	Syai.g_00564	Praa.g_01251
OG0001582	Syai.g_01500	Praa.g_00468
OG0001585	Syai.g_01635	Praa.g_01262
OG0001602	Syai.g_01383	Praa.g_00701
OG0001625	Syai.g_00291	Praa.g_00258
OG0001633	Syai.g_00995	Praa.g_01363
OG0001647	Syai.g_00268	Praa.g_00273
OG0001667	Syai.g_01923	Praa.g_01292
OG0002063	Syai.g_01856, Syai.g_01833	Praa.g_00403
OG0002416	Syai.g_01181	Praa.g_01219
OG0002692	Syai.g_01618	Praa.g_01603
