Orthogroup	Syai	Prbe
OG0001123	Syai.g_01430	Prbe.g_01393
OG0001124	Syai.g_01428	Prbe.g_01395
OG0001125	Syai.g_01426	Prbe.g_01397
OG0001126	Syai.g_02021	Prbe.g_01308
OG0001127	Syai.g_02020	Prbe.g_01307
OG0001128	Syai.g_02017	Prbe.g_01305
OG0001129	Syai.g_02015	Prbe.g_01304
OG0001130	Syai.g_02014	Prbe.g_01303
OG0001131	Syai.g_01281	Prbe.g_01919
OG0001132	Syai.g_01620	Prbe.g_00071
OG0001133	Syai.g_01072	Prbe.g_00374
OG0001134	Syai.g_01745	Prbe.g_00041
OG0001136	Syai.g_02146	Prbe.g_01552
OG0001137	Syai.g_02126	Prbe.g_01540
OG0001138	Syai.g_01763	Prbe.g_01519
OG0001139	Syai.g_01765	Prbe.g_01517
OG0001140	Syai.g_01766	Prbe.g_01516
OG0001141	Syai.g_01767	Prbe.g_01515
OG0001142	Syai.g_01768	Prbe.g_01514
OG0001143	Syai.g_01778	Prbe.g_01507
OG0001144	Syai.g_01788	Prbe.g_01502
OG0001145	Syai.g_02165	Prbe.g_00901
OG0001146	Syai.g_02185	Prbe.g_00889
OG0001147	Syai.g_00869	Prbe.g_00869
OG0001148	Syai.g_00626	Prbe.g_00371
OG0001149	Syai.g_00625	Prbe.g_00370
OG0001150	Syai.g_00624	Prbe.g_00369
OG0001151	Syai.g_00611	Prbe.g_00358
OG0001152	Syai.g_00610	Prbe.g_00357
OG0001153	Syai.g_00903	Prbe.g_00279
OG0001154	Syai.g_00901	Prbe.g_00278
OG0001155	Syai.g_02298	Prbe.g_00261
OG0001156	Syai.g_02301	Prbe.g_00258
OG0001157	Syai.g_02302	Prbe.g_00257
OG0001158	Syai.g_02303	Prbe.g_00256
OG0001159	Syai.g_02304	Prbe.g_00255
OG0001160	Syai.g_02355	Prbe.g_00229
OG0001161	Syai.g_02803	Prbe.g_01042
OG0001162	Syai.g_01374	Prbe.g_00017
OG0001163	Syai.g_02363	Prbe.g_00994
OG0001164	Syai.g_02369	Prbe.g_00990
OG0001165	Syai.g_02374	Prbe.g_00987
OG0001166	Syai.g_02400	Prbe.g_00966
OG0001167	Syai.g_02254	Prbe.g_00949
OG0001168	Syai.g_02256	Prbe.g_00947
OG0001169	Syai.g_02258	Prbe.g_00945
OG0001170	Syai.g_02260	Prbe.g_00943
OG0001171	Syai.g_02270	Prbe.g_00933
OG0001172	Syai.g_00323	Prbe.g_01113
OG0001173	Syai.g_00324	Prbe.g_01112
OG0001174	Syai.g_00332	Prbe.g_01104
OG0001175	Syai.g_00333	Prbe.g_01103
OG0001176	Syai.g_00352	Prbe.g_01095
OG0001177	Syai.g_00350	Prbe.g_01093
OG0001178	Syai.g_02383	Prbe.g_00980
OG0001179	Syai.g_00385	Prbe.g_00853
OG0001180	Syai.g_00410	Prbe.g_00830
OG0001181	Syai.g_00414	Prbe.g_00826
OG0001182	Syai.g_00423	Prbe.g_00818
OG0001183	Syai.g_00429	Prbe.g_00813
OG0001184	Syai.g_00156	Prbe.g_00795
OG0001185	Syai.g_00117	Prbe.g_00779
OG0001186	Syai.g_00084	Prbe.g_00747
OG0001187	Syai.g_00081	Prbe.g_00750
OG0001188	Syai.g_00078	Prbe.g_00752
OG0001189	Syai.g_00061	Prbe.g_01146
OG0001190	Syai.g_02776	Prbe.g_01151
OG0001191	Syai.g_02788	Prbe.g_01161
OG0001192	Syai.g_02793	Prbe.g_01166
OG0001193	Syai.g_02835	Prbe.g_01178
OG0001194	Syai.g_02838	Prbe.g_01179
OG0001195	Syai.g_02839	Prbe.g_01180
OG0001196	Syai.g_02913	Prbe.g_01196
OG0001197	Syai.g_02915	Prbe.g_01198
OG0001198	Syai.g_02930	Prbe.g_01062
OG0001199	Syai.g_02480	Prbe.g_00179
OG0001200	Syai.g_02482	Prbe.g_00181
OG0001202	Syai.g_02674	Prbe.g_01748
OG0001203	Syai.g_00540	Prbe.g_01790
OG0001204	Syai.g_00312	Prbe.g_01796
OG0001205	Syai.g_02212	Prbe.g_01943
OG0001206	Syai.g_00853	Prbe.g_00667
OG0001207	Syai.g_00629	Prbe.g_00656
OG0001208	Syai.g_00640	Prbe.g_00651
OG0001209	Syai.g_00711	Prbe.g_00600
OG0001210	Syai.g_00720	Prbe.g_00595
OG0001211	Syai.g_00735	Prbe.g_00585
OG0001212	Syai.g_00799	Prbe.g_00538
OG0001213	Syai.g_01082	Prbe.g_00503
OG0001214	Syai.g_01106	Prbe.g_01483
OG0001215	Syai.g_01958	Prbe.g_00465
OG0001216	Syai.g_01388	Prbe.g_01216
OG0001217	Syai.g_01185	Prbe.g_00055
OG0001218	Syai.g_00893	Prbe.g_01612
OG0001219	Syai.g_01561	Prbe.g_01321
OG0001220	Syai.g_02087	Prbe.g_01278
OG0001221	Syai.g_01284	Prbe.g_00428
OG0001222	Syai.g_01516	Prbe.g_01400
OG0001223	Syai.g_01463	Prbe.g_01368
OG0001224	Syai.g_02011	Prbe.g_01301
OG0001225	Syai.g_02009	Prbe.g_01299
OG0001226	Syai.g_01154	Prbe.g_00495
OG0001227	Syai.g_02806	Prbe.g_01597
OG0001228	Syai.g_02218	Prbe.g_01499
OG0001229	Syai.g_01986	Prbe.g_01611
OG0001230	Syai.g_00964	Prbe.g_00318
OG0001231	Syai.g_00017	Prbe.g_01920
OG0001232	Syai.g_02410	Prbe.g_00962
OG0001233	Syai.g_02261	Prbe.g_00942
OG0001234	Syai.g_00337	Prbe.g_01101
OG0001235	Syai.g_00343	Prbe.g_01097
OG0001236	Syai.g_00159	Prbe.g_00798
OG0001237	Syai.g_00137	Prbe.g_00794
OG0001238	Syai.g_02789	Prbe.g_01162
OG0001239	Syai.g_02477	Prbe.g_00176
OG0001240	Syai.g_02527	Prbe.g_01633
OG0001241	Syai.g_02537	Prbe.g_01643
OG0001242	Syai.g_02566	Prbe.g_01663
OG0001243	Syai.g_02573	Prbe.g_01670
OG0001244	Syai.g_02605	Prbe.g_01685
OG0001245	Syai.g_02091	Prbe.g_01588
OG0001247	Syai.g_01380	Prbe.g_00458
OG0001248	Syai.g_01377	Prbe.g_00460
OG0001249	Syai.g_00464	Prbe.g_01889
OG0001250	Syai.g_02053	Prbe.g_01265
OG0001251	Syai.g_02845	Prbe.g_00106
OG0001252	Syai.g_02018	Prbe.g_01306
OG0001254	Syai.g_01744	Prbe.g_00043
OG0001255	Syai.g_01915	Prbe.g_01567
OG0001256	Syai.g_02362	Prbe.g_00222
OG0001258	Syai.g_02372	Prbe.g_00989
OG0001259	Syai.g_02259	Prbe.g_00944
OG0001260	Syai.g_02281	Prbe.g_00927
OG0001261	Syai.g_00394	Prbe.g_00845
OG0001262	Syai.g_00063	Prbe.g_01144
OG0001263	Syai.g_02576	Prbe.g_01672
OG0001265	Syai.g_02563	Prbe.g_01662
OG0001266	Syai.g_02679	Prbe.g_01752
OG0001267	Syai.g_00259	Prbe.g_01834
OG0001268	Syai.g_00492	Prbe.g_01897
OG0001269	Syai.g_01699	Prbe.g_01277
OG0001270	Syai.g_02231	Prbe.g_01932
OG0001271	Syai.g_00862	Prbe.g_00661
OG0001272	Syai.g_00644	Prbe.g_00647
OG0001273	Syai.g_01099	Prbe.g_01489
OG0001274	Syai.g_02706	Prbe.g_01776
OG0001275	Syai.g_01447	Prbe.g_01378
OG0001276	Syai.g_01431	Prbe.g_01392
OG0001277	Syai.g_02899	Prbe.g_01184
OG0001278	Syai.g_01799	Prbe.g_01495
OG0001279	Syai.g_00991	Prbe.g_00721
OG0001280	Syai.g_02176	Prbe.g_00894
OG0001281	Syai.g_02186	Prbe.g_00888
OG0001282	Syai.g_00627	Prbe.g_00372
OG0001283	Syai.g_02908	Prbe.g_01193
OG0001284	Syai.g_02338	Prbe.g_00236
OG0001285	Syai.g_02866	Prbe.g_00959
OG0001286	Syai.g_00408	Prbe.g_00832
OG0001287	Syai.g_00109	Prbe.g_00772
OG0001289	Syai.g_02504	Prbe.g_00191
OG0001290	Syai.g_02536	Prbe.g_01642
OG0001291	Syai.g_02587	Prbe.g_01680
OG0001292	Syai.g_00306	Prbe.g_01801
OG0001293	Syai.g_00285	Prbe.g_01814
OG0001295	Syai.g_00722	Prbe.g_00005
OG0001296	Syai.g_00672	Prbe.g_00624
OG0001297	Syai.g_00676	Prbe.g_00619
OG0001298	Syai.g_00773	Prbe.g_00558
OG0001299	Syai.g_01236	Prbe.g_01452
OG0001300	Syai.g_01982	Prbe.g_01199
OG0001301	Syai.g_01995	Prbe.g_01204
OG0001302	Syai.g_01142	Prbe.g_01317
OG0001303	Syai.g_01559	Prbe.g_01023
OG0001304	Syai.g_01418	Prbe.g_01405
OG0001305	Syai.g_02001	Prbe.g_01293
OG0001306	Syai.g_02160	Prbe.g_01564
OG0001307	Syai.g_01717	Prbe.g_00398
OG0001308	Syai.g_00943	Prbe.g_00301
OG0001309	Syai.g_00682	Prbe.g_00194
OG0001311	Syai.g_01429	Prbe.g_01394
OG0001312	Syai.g_01549	Prbe.g_01330
OG0001314	Syai.g_01341, Syai.g_01810	Prbe.g_00688
OG0001315	Syai.g_00427	Prbe.g_01602
OG0001316	Syai.g_02593	Prbe.g_01684
OG0001317	Syai.g_00534	Prbe.g_01786
OG0001318	Syai.g_00293	Prbe.g_01810
OG0001319	Syai.g_00270	Prbe.g_01827
OG0001321	Syai.g_02195	Prbe.g_01949
OG0001322	Syai.g_02194	Prbe.g_01950
OG0001323	Syai.g_00685	Prbe.g_00614
OG0001324	Syai.g_01983	Prbe.g_01200
OG0001325	Syai.g_01392	Prbe.g_01435
OG0001327	Syai.g_01250	Prbe.g_00405
OG0001328	Syai.g_01278	Prbe.g_00912
OG0001330	Syai.g_02167	Prbe.g_00205
OG0001331	Syai.g_00622	Prbe.g_00367
OG0001332	Syai.g_02293	Prbe.g_00265
OG0001333	Syai.g_02255	Prbe.g_00948
OG0001334	Syai.g_00438	Prbe.g_00810
OG0001335	Syai.g_00439	Prbe.g_00809
OG0001337	Syai.g_00434, Syai.g_00452	Prbe.g_01884
OG0001338	Syai.g_00448, Syai.g_01658, Syai.g_00456	Prbe.g_01887
OG0001339	Syai.g_02539	Prbe.g_01645
OG0001340	Syai.g_00453	Prbe.g_01885
OG0001343	Syai.g_02842	Prbe.g_00103
OG0001344	Syai.g_02139	Prbe.g_01545
OG0001345	Syai.g_02110	Prbe.g_01529
OG0001346	Syai.g_02180	Prbe.g_00892
OG0001348	Syai.g_02033	Prbe.g_00003
OG0001349	Syai.g_02417	Prbe.g_00349
OG0001350	Syai.g_00539	Prbe.g_01789
OG0001351	Syai.g_00843	Prbe.g_00675
OG0001352	Syai.g_00700	Prbe.g_00454
OG0001353	Syai.g_02042	Prbe.g_01255
OG0001354	Syai.g_01477	Prbe.g_01360
OG0001355	Syai.g_01698	Prbe.g_01414
OG0001356	Syai.g_02032	Prbe.g_00997
OG0001357	Syai.g_00918, Syai.g_01612	Prbe.g_01628
OG0001359	Syai.g_02841	Prbe.g_00104
OG0001362	Syai.g_00938	Prbe.g_00297
OG0001363	Syai.g_00936	Prbe.g_00295
OG0001364	Syai.g_00173	Prbe.g_00807
OG0001368	Syai.g_00313	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686
OG0001370	Syai.g_02317	Prbe.g_00670
OG0001375	Syai.g_02843	Prbe.g_00102
OG0001379	Syai.g_02169	Prbe.g_00899
OG0001380	Syai.g_01168	Prbe.g_01614
OG0001381	Syai.g_02819, Syai.g_01723	Prbe.g_01574
OG0001394	Syai.g_01290	Prbe.g_00432
OG0001397	Syai.g_00937	Prbe.g_00296
OG0001398	Syai.g_01587	Prbe.g_00028
OG0001401	Syai.g_02046, Syai.g_02047	Prbe.g_01260
OG0001402	Syai.g_01070	Prbe.g_00509
OG0001404	Syai.g_02473	Prbe.g_00173
OG0001407	Syai.g_00701	Prbe.g_01621
OG0001414	Syai.g_01722	Prbe.g_01781
OG0001419	Syai.g_00702	Prbe.g_01620
OG0001421	Syai.g_01621	Prbe.g_00221
OG0001422	Syai.g_02171	Prbe.g_01624
OG0001423	Syai.g_02446, Syai.g_02822, Syai.g_02466	Prbe.g_00698
OG0001425	Syai.g_02792	Prbe.g_01165
OG0001428	Syai.g_02637	Prbe.g_01720
OG0001430	Syai.g_02768	Prbe.g_01613
OG0001433	Syai.g_02031	Prbe.g_00998
OG0001435	Syai.g_01256	Prbe.g_00413
OG0001443	Syai.g_02800	Prbe.g_01610
OG0001446	Syai.g_00832	Prbe.g_00066
OG0001448	Syai.g_02808	Prbe.g_00677
OG0001460	Syai.g_02030	Prbe.g_00999
OG0001461	Syai.g_01730	Prbe.g_00157
OG0001465	Syai.g_01384	Prbe.g_01211
OG0001467	Syai.g_01141	Prbe.g_00378
OG0001468	Syai.g_01144	Prbe.g_00094
OG0001472	Syai.g_01931	Prbe.g_00486
OG0001476	Syai.g_02131	Prbe.g_01542
OG0001477	Syai.g_01992	Prbe.g_00744
OG0001484	Syai.g_02864	Prbe.g_00206
OG0001487	Syai.g_00894	Prbe.g_00271
OG0001488	Syai.g_02121	Prbe.g_01536
OG0001489	Syai.g_00419	Prbe.g_00821
OG0001496	Syai.g_01990	Prbe.g_00742
OG0001497	Syai.g_01991	Prbe.g_00743
OG0001498	Syai.g_00518	Prbe.g_01916
OG0001510	Syai.g_00105	Prbe.g_00768
OG0001511	Syai.g_02549	Prbe.g_01654
OG0001512	Syai.g_00541	Prbe.g_01606
OG0001514	Syai.g_01989	Prbe.g_00741
OG0001515	Syai.g_01978	Prbe.g_00467
OG0001516	Syai.g_01233	Prbe.g_01455
OG0001517	Syai.g_00487	Prbe.g_01893
OG0001518	Syai.g_02791	Prbe.g_01164
OG0001519	Syai.g_02802	Prbe.g_01169
OG0001527	Syai.g_00749	Prbe.g_00572
OG0001529	Syai.g_00054	Prbe.g_00141
OG0001530	Syai.g_02547	Prbe.g_01653
OG0001531	Syai.g_00542	Prbe.g_01791
OG0001532	Syai.g_01764	Prbe.g_01518
OG0001534	Syai.g_01417	Prbe.g_01406
OG0001535	Syai.g_01433	Prbe.g_01390
OG0001536	Syai.g_01508	Prbe.g_01346
OG0001537	Syai.g_01285	Prbe.g_00429
OG0001538	Syai.g_01326	Prbe.g_01227
OG0001539	Syai.g_01252	Prbe.g_00407
OG0001540	Syai.g_02578	Prbe.g_01674
OG0001541	Syai.g_02646	Prbe.g_01728
OG0001542	Syai.g_02655	Prbe.g_01734
OG0001543	Syai.g_02692	Prbe.g_00907
OG0001544	Syai.g_02801	Prbe.g_01168
OG0001545	Syai.g_02898	Prbe.g_01183
OG0001549	Syai.g_02106	Prbe.g_01287
OG0001552	Syai.g_01018	Prbe.g_00218
OG0001557	Syai.g_01291	Prbe.g_00433
OG0001559	Syai.g_02546	Prbe.g_01652
OG0001560	Syai.g_02535	Prbe.g_01641
OG0001561	Syai.g_01427	Prbe.g_01396
OG0001562	Syai.g_01441	Prbe.g_01383
OG0001563	Syai.g_00403	Prbe.g_00837
OG0001564	Syai.g_02869	Prbe.g_00160
OG0001572	Syai.g_00564	Prbe.g_00722
OG0001574	Syai.g_00747	Prbe.g_00574
OG0001575	Syai.g_00752	Prbe.g_00569
OG0001576	Syai.g_00817	Prbe.g_00879
OG0001577	Syai.g_02148	Prbe.g_01554
OG0001579	Syai.g_00447	Prbe.g_01882
OG0001580	Syai.g_02758	Prbe.g_00148
OG0001588	Syai.g_00170	Prbe.g_01923
OG0001589	Syai.g_02263	Prbe.g_00940
OG0001591	Syai.g_01244	Prbe.g_00446
OG0001592	Syai.g_02760	Prbe.g_00147
OG0001614	Syai.g_00119	Prbe.g_00780
OG0001616	Syai.g_01751	Prbe.g_01526
OG0001617	Syai.g_01985	Prbe.g_01201
OG0001619	Syai.g_01519	Prbe.g_01339
OG0001620	Syai.g_00499	Prbe.g_01901
OG0001621	Syai.g_00297	Prbe.g_01806
OG0001622	Syai.g_02907	Prbe.g_01192
OG0001638	Syai.g_02390	Prbe.g_00974
OG0001639	Syai.g_02297	Prbe.g_00262
OG0001640	Syai.g_02022	Prbe.g_01309
OG0001641	Syai.g_01457	Prbe.g_01371
OG0001642	Syai.g_02085	Prbe.g_01276
OG0001643	Syai.g_01109	Prbe.g_01480
OG0001644	Syai.g_01406	Prbe.g_01425
OG0001654	Syai.g_02295	Prbe.g_00264
OG0001656	Syai.g_00445	Prbe.g_01881
OG0001657	Syai.g_02619	Prbe.g_01703
OG0001658	Syai.g_02775	Prbe.g_00143
OG0001659	Syai.g_01759	Prbe.g_00008
OG0001676	Syai.g_00444	Prbe.g_01883
OG0001678	Syai.g_00322	Prbe.g_00918
OG0001679	Syai.g_00756	Prbe.g_01888
OG0001691	Syai.g_01064	Prbe.g_01311
OG0001717	Syai.g_02632	Prbe.g_00737
OG0001733	Syai.g_01247	Prbe.g_01001
OG0001747	Syai.g_02600	Prbe.g_01924
OG0001758	Syai.g_01708	Prbe.g_01007
OG0001769	Syai.g_01123	Prbe.g_01601
OG0001771	Syai.g_01697	Prbe.g_01129
OG0001807	Syai.g_00177	Prbe.g_00159
OG0001842	Syai.g_02289	Prbe.g_00069
OG0001875	Syai.g_01707	Prbe.g_01008
OG0001876	Syai.g_01706	Prbe.g_01009
OG0001916	Syai.g_00655	Prbe.g_00637
OG0001917	Syai.g_01432	Prbe.g_01391
OG0001930	Syai.g_02290	Prbe.g_00068
OG0001931	Syai.g_02291	Prbe.g_00067
OG0001965	Syai.g_01131	Prbe.g_01051
OG0001996	Syai.g_00036	Prbe.g_00129
OG0002106	Syai.g_00555	Prbe.g_01626
OG0002177	Syai.g_01182	Prbe.g_00498
OG0002293	Syai.g_00879	Prbe.g_00727
OG0002348	Syai.g_01637	Prbe.g_00002
OG0002384	Syai.g_00598	Prbe.g_01014
OG0002389	Syai.g_00424	Prbe.g_00817
OG0002436	Syai.g_00606	Prbe.g_01132
OG0002487	Syai.g_01842	Prbe.g_00910
OG0002518	Syai.g_01532, Syai.g_01662	Prbe.g_00479
OG0002663	Syai.g_02098	Prbe.g_01006
OG0002927	Syai.g_00581	Prbe.g_01318
