Orthogroup	Syai	Prbb
OG0001122	Syai.g_01437	Prbb.g_01038
OG0001123	Syai.g_01430	Prbb.g_01043
OG0001124	Syai.g_01428	Prbb.g_01045
OG0001125	Syai.g_01426	Prbb.g_01047
OG0001126	Syai.g_02021	Prbb.g_01058
OG0001127	Syai.g_02020	Prbb.g_01059
OG0001128	Syai.g_02017	Prbb.g_01062
OG0001129	Syai.g_02015	Prbb.g_01063
OG0001130	Syai.g_02014	Prbb.g_01064
OG0001131	Syai.g_01281	Prbb.g_00897
OG0001132	Syai.g_01620	Prbb.g_01108
OG0001133	Syai.g_01072	Prbb.g_01085
OG0001134	Syai.g_01745	Prbb.g_01887
OG0001136	Syai.g_02146	Prbb.g_01520
OG0001137	Syai.g_02126	Prbb.g_01507
OG0001138	Syai.g_01763	Prbb.g_01486
OG0001139	Syai.g_01765	Prbb.g_01484
OG0001140	Syai.g_01766	Prbb.g_01483
OG0001141	Syai.g_01767	Prbb.g_01482
OG0001142	Syai.g_01768	Prbb.g_01481
OG0001143	Syai.g_01778	Prbb.g_01474
OG0001144	Syai.g_01788	Prbb.g_01469
OG0001145	Syai.g_02165	Prbb.g_01578
OG0001146	Syai.g_02185	Prbb.g_01590
OG0001147	Syai.g_00869	Prbb.g_01612
OG0001148	Syai.g_00626	Prbb.g_01641
OG0001149	Syai.g_00625	Prbb.g_01642
OG0001150	Syai.g_00624	Prbb.g_01643
OG0001151	Syai.g_00611	Prbb.g_01654
OG0001152	Syai.g_00610	Prbb.g_01655
OG0001153	Syai.g_00903	Prbb.g_01716
OG0001154	Syai.g_00901	Prbb.g_01717
OG0001155	Syai.g_02298	Prbb.g_01733
OG0001156	Syai.g_02301	Prbb.g_01736
OG0001157	Syai.g_02302	Prbb.g_01737
OG0001158	Syai.g_02303	Prbb.g_01738
OG0001159	Syai.g_02304	Prbb.g_01739
OG0001160	Syai.g_02355	Prbb.g_01765
OG0001161	Syai.g_02803	Prbb.g_01555
OG0001162	Syai.g_01374	Prbb.g_01778
OG0001163	Syai.g_02363	Prbb.g_01815
OG0001164	Syai.g_02369	Prbb.g_01819
OG0001165	Syai.g_02374	Prbb.g_01822
OG0001166	Syai.g_02400	Prbb.g_01840
OG0001167	Syai.g_02254	Prbb.g_01858
OG0001168	Syai.g_02256	Prbb.g_01859
OG0001169	Syai.g_02258	Prbb.g_01861
OG0001170	Syai.g_02260	Prbb.g_01863
OG0001171	Syai.g_02270	Prbb.g_01873
OG0001172	Syai.g_00323	Prbb.g_01926
OG0001173	Syai.g_00324	Prbb.g_01927
OG0001174	Syai.g_00332	Prbb.g_01935
OG0001175	Syai.g_00333	Prbb.g_01936
OG0001176	Syai.g_00352	Prbb.g_01947
OG0001177	Syai.g_00350	Prbb.g_01945
OG0001178	Syai.g_02383	Prbb.g_01279
OG0001179	Syai.g_00385	Prbb.g_01984
OG0001180	Syai.g_00410	Prbb.g_02007
OG0001181	Syai.g_00414	Prbb.g_02011
OG0001182	Syai.g_00423	Prbb.g_02019
OG0001183	Syai.g_00429	Prbb.g_02025
OG0001184	Syai.g_00156	Prbb.g_02041
OG0001185	Syai.g_00117	Prbb.g_02056
OG0001186	Syai.g_00084	Prbb.g_02097
OG0001187	Syai.g_00081	Prbb.g_02100
OG0001188	Syai.g_00078	Prbb.g_02102
OG0001189	Syai.g_00061	Prbb.g_02119
OG0001190	Syai.g_02776	Prbb.g_02124
OG0001191	Syai.g_02788	Prbb.g_02134
OG0001192	Syai.g_02793	Prbb.g_02139
OG0001193	Syai.g_02835	Prbb.g_02152
OG0001194	Syai.g_02838	Prbb.g_02153
OG0001195	Syai.g_02839	Prbb.g_02154
OG0001196	Syai.g_02913	Prbb.g_02175
OG0001197	Syai.g_02915	Prbb.g_02177
OG0001198	Syai.g_02930	Prbb.g_02186
OG0001199	Syai.g_02480	Prbb.g_00129
OG0001200	Syai.g_02482	Prbb.g_00131
OG0001202	Syai.g_02674	Prbb.g_00256
OG0001203	Syai.g_00540	Prbb.g_00295
OG0001204	Syai.g_00312	Prbb.g_00301
OG0001205	Syai.g_02212	Prbb.g_00450
OG0001206	Syai.g_00853	Prbb.g_00469
OG0001207	Syai.g_00629	Prbb.g_00480
OG0001208	Syai.g_00640	Prbb.g_00487
OG0001209	Syai.g_00711	Prbb.g_00538
OG0001210	Syai.g_00720	Prbb.g_00543
OG0001211	Syai.g_00735	Prbb.g_00554
OG0001212	Syai.g_00799	Prbb.g_00596
OG0001213	Syai.g_01082	Prbb.g_00630
OG0001214	Syai.g_01106	Prbb.g_00638
OG0001215	Syai.g_01958	Prbb.g_00696
OG0001216	Syai.g_01388	Prbb.g_00715
OG0001217	Syai.g_01185	Prbb.g_00108
OG0001218	Syai.g_00893	Prbb.g_00754
OG0001219	Syai.g_01561	Prbb.g_00960
OG0001220	Syai.g_02087	Prbb.g_00837
OG0001221	Syai.g_01284	Prbb.g_00944
OG0001222	Syai.g_01516	Prbb.g_00893
OG0001223	Syai.g_01463	Prbb.g_01008
OG0001224	Syai.g_02011	Prbb.g_01066
OG0001225	Syai.g_02009	Prbb.g_01068
OG0001227	Syai.g_02806	Prbb.g_01090
OG0001228	Syai.g_02218	Prbb.g_01465
OG0001229	Syai.g_01986	Prbb.g_01201
OG0001230	Syai.g_00964	Prbb.g_01678
OG0001231	Syai.g_00017	Prbb.g_00758
OG0001232	Syai.g_02410	Prbb.g_01844
OG0001233	Syai.g_02261	Prbb.g_01864
OG0001234	Syai.g_00337	Prbb.g_01938
OG0001235	Syai.g_00343	Prbb.g_01942
OG0001236	Syai.g_00159	Prbb.g_02038
OG0001237	Syai.g_00137	Prbb.g_02042
OG0001238	Syai.g_02789	Prbb.g_02135
OG0001239	Syai.g_02477	Prbb.g_00126
OG0001240	Syai.g_02527	Prbb.g_00148
OG0001241	Syai.g_02537	Prbb.g_00157
OG0001242	Syai.g_02566	Prbb.g_00176
OG0001243	Syai.g_02573	Prbb.g_00183
OG0001244	Syai.g_02605	Prbb.g_00199
OG0001245	Syai.g_02091	Prbb.g_01288
OG0001246	Syai.g_00666	Prbb.g_00508
OG0001247	Syai.g_01380	Prbb.g_00689
OG0001248	Syai.g_01377	Prbb.g_00691
OG0001249	Syai.g_00464	Prbb.g_00389
OG0001251	Syai.g_02845	Prbb.g_01913
OG0001252	Syai.g_02018	Prbb.g_01061
OG0001254	Syai.g_01744	Prbb.g_01889
OG0001255	Syai.g_01915	Prbb.g_01534
OG0001256	Syai.g_02362	Prbb.g_01774
OG0001257	Syai.g_00848	Prbb.g_01779
OG0001258	Syai.g_02372	Prbb.g_01820
OG0001259	Syai.g_02259	Prbb.g_01862
OG0001260	Syai.g_02281	Prbb.g_01879
OG0001261	Syai.g_00394	Prbb.g_01992
OG0001262	Syai.g_00063	Prbb.g_02117
OG0001263	Syai.g_02576	Prbb.g_00186
OG0001269	Syai.g_01699	Prbb.g_00836
OG0001273	Syai.g_01099	Prbb.g_00632
OG0001277	Syai.g_02899	Prbb.g_02163
OG0001279	Syai.g_00991	Prbb.g_01196
OG0001280	Syai.g_02176	Prbb.g_01585
OG0001281	Syai.g_02186	Prbb.g_01591
OG0001282	Syai.g_00627	Prbb.g_01640
OG0001283	Syai.g_02908	Prbb.g_02171
OG0001284	Syai.g_02338	Prbb.g_01759
OG0001285	Syai.g_02866	Prbb.g_01847
OG0001286	Syai.g_00408	Prbb.g_02005
OG0001287	Syai.g_00109	Prbb.g_02063
OG0001289	Syai.g_02504	Prbb.g_00142
OG0001290	Syai.g_02536	Prbb.g_00156
OG0001294	Syai.g_01242	Prbb.g_01628, Prbb.g_01553
OG0001295	Syai.g_00722	Prbb.g_01542
OG0001296	Syai.g_00672	Prbb.g_00513
OG0001297	Syai.g_00676	Prbb.g_00518
OG0001299	Syai.g_01236	Prbb.g_00669
OG0001300	Syai.g_01982	Prbb.g_00701
OG0001301	Syai.g_01995	Prbb.g_00703
OG0001302	Syai.g_01142	Prbb.g_00958
OG0001303	Syai.g_01559	Prbb.g_01388
OG0001304	Syai.g_01418	Prbb.g_01052
OG0001305	Syai.g_02001	Prbb.g_00888
OG0001306	Syai.g_02160	Prbb.g_01532
OG0001307	Syai.g_01717	Prbb.g_01609
OG0001308	Syai.g_00943	Prbb.g_01696
OG0001309	Syai.g_00682	Prbb.g_00522
OG0001311	Syai.g_01429	Prbb.g_01044
OG0001312	Syai.g_01549	Prbb.g_00969
OG0001315	Syai.g_00427	Prbb.g_02023
OG0001316	Syai.g_02593	Prbb.g_00197
OG0001317	Syai.g_00534	Prbb.g_00291
OG0001318	Syai.g_00293	Prbb.g_00312
OG0001321	Syai.g_02195	Prbb.g_00456
OG0001322	Syai.g_02194	Prbb.g_00457
OG0001324	Syai.g_01983	Prbb.g_00702
OG0001325	Syai.g_01392	Prbb.g_00718
OG0001326	Syai.g_02856	Prbb.g_01905
OG0001327	Syai.g_01250	Prbb.g_00921
OG0001328	Syai.g_01278	Prbb.g_00940
OG0001330	Syai.g_02167	Prbb.g_01579
OG0001331	Syai.g_00622	Prbb.g_01645
OG0001332	Syai.g_02293	Prbb.g_01731
OG0001334	Syai.g_00438	Prbb.g_02028
OG0001335	Syai.g_00439	Prbb.g_02029
OG0001336	Syai.g_02909	Prbb.g_02172
OG0001337	Syai.g_00434, Syai.g_00452	Prbb.g_00383
OG0001339	Syai.g_02539	Prbb.g_00159
OG0001340	Syai.g_00453	Prbb.g_00384
OG0001343	Syai.g_02842	Prbb.g_00912
OG0001344	Syai.g_02139	Prbb.g_01512
OG0001345	Syai.g_02110	Prbb.g_01496
OG0001346	Syai.g_02180	Prbb.g_01587
OG0001347	Syai.g_02766	Prbb.g_02088
OG0001348	Syai.g_02033	Prbb.g_01125
OG0001349	Syai.g_02417	Prbb.g_00876
OG0001351	Syai.g_00843	Prbb.g_00459
OG0001352	Syai.g_00700	Prbb.g_00685
OG0001354	Syai.g_01477	Prbb.g_01001
OG0001355	Syai.g_01698	Prbb.g_01781
OG0001356	Syai.g_02032	Prbb.g_01164
OG0001357	Syai.g_00918, Syai.g_01612	Prbb.g_01814
OG0001359	Syai.g_02841	Prbb.g_00913
OG0001360	Syai.g_02107	Prbb.g_01494
OG0001362	Syai.g_00938	Prbb.g_01700
OG0001363	Syai.g_00936	Prbb.g_00465
OG0001366	Syai.g_02512	Prbb.g_00047, Prbb.g_01955
OG0001368	Syai.g_00313	Prbb.g_01213, Prbb.g_01193
OG0001370	Syai.g_02317	Prbb.g_01235
OG0001373	Syai.g_02855	Prbb.g_01904
OG0001374	Syai.g_02863	Prbb.g_01912
OG0001375	Syai.g_02843	Prbb.g_00911
OG0001376	Syai.g_02795	Prbb.g_00899
OG0001377	Syai.g_02794	Prbb.g_00900
OG0001378	Syai.g_02232	Prbb.g_00439
OG0001380	Syai.g_01168	Prbb.g_01541
OG0001381	Syai.g_02819, Syai.g_01723	Prbb.g_01637
OG0001385	Syai.g_02852	Prbb.g_01901
OG0001386	Syai.g_02853	Prbb.g_01902
OG0001387	Syai.g_02854	Prbb.g_01903
OG0001388	Syai.g_02857	Prbb.g_01906
OG0001389	Syai.g_02858	Prbb.g_01907
OG0001390	Syai.g_02859	Prbb.g_01908
OG0001391	Syai.g_02860	Prbb.g_01909
OG0001392	Syai.g_02861	Prbb.g_01910
OG0001393	Syai.g_02862	Prbb.g_01911
OG0001394	Syai.g_01290	Prbb.g_00948
OG0001395	Syai.g_01410	Prbb.g_01055
OG0001397	Syai.g_00937	Prbb.g_01701
OG0001398	Syai.g_01587	Prbb.g_00732
OG0001401	Syai.g_02046, Syai.g_02047	Prbb.g_00820
OG0001402	Syai.g_01070	Prbb.g_00625
OG0001404	Syai.g_02473	Prbb.g_00123
OG0001405	Syai.g_00441	Prbb.g_00377
OG0001406	Syai.g_02796	Prbb.g_00898
OG0001407	Syai.g_00701	Prbb.g_00903
OG0001408	Syai.g_01831	Prbb.g_00097
OG0001413	Syai.g_01148	Prbb.g_00759
OG0001414	Syai.g_01722	Prbb.g_00285
OG0001417	Syai.g_01478	Prbb.g_01552
OG0001419	Syai.g_00702	Prbb.g_00750
OG0001420	Syai.g_00697	Prbb.g_01183
OG0001421	Syai.g_01621	Prbb.g_01775
OG0001422	Syai.g_02171	Prbb.g_01086
OG0001423	Syai.g_02446, Syai.g_02822, Syai.g_02466	Prbb.g_01665, Prbb.g_01664
OG0001425	Syai.g_02792	Prbb.g_02138
OG0001430	Syai.g_02768	Prbb.g_00901
OG0001432	Syai.g_01943	Prbb.g_01033
OG0001433	Syai.g_02031	Prbb.g_01163
OG0001435	Syai.g_01256	Prbb.g_00928
OG0001439	Syai.g_00219	Prbb.g_00358
OG0001441	Syai.g_00687	Prbb.g_00525
OG0001442	Syai.g_01305	Prbb.g_01667
OG0001443	Syai.g_02800	Prbb.g_01896
OG0001446	Syai.g_00832	Prbb.g_00134
OG0001447	Syai.g_02574	Prbb.g_00184
OG0001453	Syai.g_01455	Prbb.g_01011
OG0001454	Syai.g_01153	Prbb.g_01280
OG0001456	Syai.g_02873	Prbb.g_01559
OG0001457	Syai.g_02874	Prbb.g_01558
OG0001458	Syai.g_02875	Prbb.g_01557
OG0001460	Syai.g_02030	Prbb.g_01162
OG0001461	Syai.g_01730	Prbb.g_01437
OG0001467	Syai.g_01141	Prbb.g_00115
OG0001468	Syai.g_01144	Prbb.g_00910
OG0001470	Syai.g_02235	Prbb.g_00853
OG0001471	Syai.g_00224	Prbb.g_01554
OG0001472	Syai.g_01931	Prbb.g_01371
OG0001473	Syai.g_01130	Prbb.g_01623
OG0001474	Syai.g_00493	Prbb.g_00399
OG0001475	Syai.g_02237	Prbb.g_00855
OG0001476	Syai.g_02131	Prbb.g_01509
OG0001477	Syai.g_01992	Prbb.g_01415
OG0001480	Syai.g_02088	Prbb.g_01215
OG0001482	Syai.g_01468	Prbb.g_01089
OG0001484	Syai.g_02864	Prbb.g_01248
OG0001487	Syai.g_00894	Prbb.g_01724
OG0001488	Syai.g_02121	Prbb.g_01503
OG0001489	Syai.g_00419	Prbb.g_02016
OG0001495	Syai.g_00349	Prbb.g_01944
OG0001496	Syai.g_01990	Prbb.g_01413
OG0001497	Syai.g_01991	Prbb.g_01414
OG0001498	Syai.g_00518	Prbb.g_00417
OG0001499	Syai.g_00831, Syai.g_01189	Prbb.g_00110
OG0001507	Syai.g_01671	Prbb.g_01181
OG0001508	Syai.g_02234	Prbb.g_02096
OG0001510	Syai.g_00105	Prbb.g_02067
OG0001511	Syai.g_02549	Prbb.g_00167
OG0001512	Syai.g_00541	Prbb.g_01801
OG0001514	Syai.g_01989	Prbb.g_01412
OG0001515	Syai.g_01978	Prbb.g_00699
OG0001516	Syai.g_01233	Prbb.g_00666
OG0001517	Syai.g_00487	Prbb.g_00395
OG0001518	Syai.g_02791	Prbb.g_02137
OG0001519	Syai.g_02802	Prbb.g_02142
OG0001528	Syai.g_02236	Prbb.g_00854
OG0001529	Syai.g_00054	Prbb.g_00056
OG0001530	Syai.g_02547	Prbb.g_00166
OG0001531	Syai.g_00542	Prbb.g_00296
OG0001532	Syai.g_01764	Prbb.g_01485
OG0001534	Syai.g_01417	Prbb.g_01053
OG0001535	Syai.g_01433	Prbb.g_01041
OG0001536	Syai.g_01508	Prbb.g_00987
OG0001537	Syai.g_01285	Prbb.g_00945
OG0001538	Syai.g_01326	Prbb.g_00788
OG0001539	Syai.g_01252	Prbb.g_00923
OG0001540	Syai.g_02578	Prbb.g_00188
OG0001541	Syai.g_02646	Prbb.g_00236
OG0001542	Syai.g_02655	Prbb.g_00242
OG0001543	Syai.g_02692	Prbb.g_00896
OG0001544	Syai.g_02801	Prbb.g_02141
OG0001545	Syai.g_02898	Prbb.g_02162
OG0001548	Syai.g_01157	Prbb.g_01105
OG0001549	Syai.g_02106	Prbb.g_00846
OG0001551	Syai.g_02028	Prbb.g_01898
OG0001552	Syai.g_01018	Prbb.g_01895
OG0001555	Syai.g_01645	Prbb.g_01803
OG0001556	Syai.g_01757	Prbb.g_01154
OG0001557	Syai.g_01291	Prbb.g_00949
OG0001559	Syai.g_02546	Prbb.g_00165
OG0001560	Syai.g_02535	Prbb.g_00155
OG0001561	Syai.g_01427	Prbb.g_01046
OG0001562	Syai.g_01441	Prbb.g_01035
OG0001563	Syai.g_00403	Prbb.g_02000
OG0001564	Syai.g_02869	Prbb.g_00863
OG0001575	Syai.g_00752	Prbb.g_00569
OG0001576	Syai.g_00817	Prbb.g_01599
OG0001577	Syai.g_02148	Prbb.g_01522
OG0001578	Syai.g_01155	Prbb.g_01408
OG0001579	Syai.g_00447	Prbb.g_00381
OG0001582	Syai.g_01500	Prbb.g_01551
OG0001585	Syai.g_01635	Prbb.g_01306
OG0001586	Syai.g_02464	Prbb.g_00872
OG0001589	Syai.g_02263	Prbb.g_01866
OG0001591	Syai.g_01244	Prbb.g_00676
OG0001623	Syai.g_00457	Prbb.g_00385
OG0001633	Syai.g_00995	Prbb.g_01920
OG0001634	Syai.g_01239	Prbb.g_00672
OG0001642	Syai.g_02085	Prbb.g_01621
OG0001644	Syai.g_01406	Prbb.g_00728
OG0001656	Syai.g_00445	Prbb.g_00380
OG0001659	Syai.g_01759	Prbb.g_01489
OG0001667	Syai.g_01923	Prbb.g_01206
OG0001673	Syai.g_00532	Prbb.g_00289
OG0001676	Syai.g_00444	Prbb.g_00382
OG0001691	Syai.g_01064	Prbb.g_01056
OG0001692	Syai.g_00959	Prbb.g_01682
OG0001694	Syai.g_00257	Prbb.g_00333
OG0001695	Syai.g_02894	Prbb.g_02158
OG0001700	Syai.g_01204	Prbb.g_01161
OG0001703	Syai.g_00630	Prbb.g_00481
OG0001713	Syai.g_02130	Prbb.g_01131
OG0001715	Syai.g_01166	Prbb.g_01219
OG0001733	Syai.g_01247	Prbb.g_01152
OG0001738	Syai.g_00204	Prbb.g_00371
OG0001739	Syai.g_02892	Prbb.g_02157
OG0001740	Syai.g_02896	Prbb.g_02161
OG0001755	Syai.g_00681	Prbb.g_00856
OG0001758	Syai.g_01708	Prbb.g_01572
OG0001769	Syai.g_01123	Prbb.g_01441
OG0001810	Syai.g_02591	Prbb.g_00709
OG0001816	Syai.g_01249	Prbb.g_00920
OG0001835	Syai.g_00585, Syai.g_01690	Prbb.g_01417
OG0001875	Syai.g_01707	Prbb.g_01573
OG0001876	Syai.g_01706	Prbb.g_01574
OG0001907	Syai.g_02597	Prbb.g_00198
OG0001915	Syai.g_02922	Prbb.g_02179
OG0001916	Syai.g_00655	Prbb.g_00500
OG0001917	Syai.g_01432	Prbb.g_01042
OG0001954	Syai.g_01600	Prbb.g_01209
OG0001979	Syai.g_01961	Prbb.g_00041
OG0001990	Syai.g_02897	Prbb.g_00074
OG0001991	Syai.g_01203	Prbb.g_01165
OG0002001	Syai.g_01964	Prbb.g_01810
OG0002018	Syai.g_02895	Prbb.g_02160
OG0002177	Syai.g_01182	Prbb.g_01454
OG0002293	Syai.g_00879	Prbb.g_01079
OG0002380	Syai.g_00478	Prbb.g_01431
OG0002384	Syai.g_00598	Prbb.g_01308, Prbb.g_01567
OG0002507	Syai.g_01683	Prbb.g_01387, Prbb.g_01024
OG0002813	Syai.g_02436	Prbb.g_01268, Prbb.g_01430
OG0002916	Syai.g_02746	Prbb.g_01807
OG0005683	Syai.g_02518	Prbb.g_01568
OG0005684	Syai.g_02517	Prbb.g_01569
