Orthogroup	Syai	Prab
OG0001174	Syai.g_00332	Prab.g_01743
OG0001175	Syai.g_00333	Prab.g_01744
OG0001176	Syai.g_00352	Prab.g_01751
OG0001177	Syai.g_00350	Prab.g_01753
OG0001178	Syai.g_02383	Prab.g_01758
OG0001179	Syai.g_00385	Prab.g_01786
OG0001180	Syai.g_00410	Prab.g_01808
OG0001181	Syai.g_00414	Prab.g_01812
OG0001182	Syai.g_00423	Prab.g_01819
OG0001183	Syai.g_00429	Prab.g_01823
OG0001184	Syai.g_00156	Prab.g_01838
OG0001185	Syai.g_00117	Prab.g_01852
OG0001186	Syai.g_00084	Prab.g_01875
OG0001187	Syai.g_00081	Prab.g_01880
OG0001188	Syai.g_00078	Prab.g_01882
OG0001189	Syai.g_00061	Prab.g_01899
OG0001190	Syai.g_02776	Prab.g_01903
OG0001191	Syai.g_02788	Prab.g_01913
OG0001192	Syai.g_02793	Prab.g_01918
OG0001193	Syai.g_02835	Prab.g_01928
OG0001194	Syai.g_02838	Prab.g_01929
OG0001195	Syai.g_02839	Prab.g_01930
OG0001196	Syai.g_02913	Prab.g_01943
OG0001197	Syai.g_02915	Prab.g_01944
OG0001198	Syai.g_02930	Prab.g_01952
OG0001199	Syai.g_02480	Prab.g_00066
OG0001200	Syai.g_02482	Prab.g_00068
OG0001202	Syai.g_02674	Prab.g_00190
OG0001204	Syai.g_00312	Prab.g_00233
OG0001205	Syai.g_02212	Prab.g_00448
OG0001206	Syai.g_00853	Prab.g_00467
OG0001207	Syai.g_00629	Prab.g_00481
OG0001208	Syai.g_00640	Prab.g_00486
OG0001209	Syai.g_00711	Prab.g_00539
OG0001210	Syai.g_00720	Prab.g_00544
OG0001211	Syai.g_00735	Prab.g_00554
OG0001212	Syai.g_00799	Prab.g_00600
OG0001213	Syai.g_01082	Prab.g_00634
OG0001214	Syai.g_01106	Prab.g_00642
OG0001215	Syai.g_01958	Prab.g_00695
OG0001216	Syai.g_01388	Prab.g_00725
OG0001217	Syai.g_01185	Prab.g_00768
OG0001218	Syai.g_00893	Prab.g_00776
OG0001219	Syai.g_01561	Prab.g_00829
OG0001220	Syai.g_02087	Prab.g_00891
OG0001221	Syai.g_01284	Prab.g_01057
OG0001222	Syai.g_01516	Prab.g_01018
OG0001223	Syai.g_01463	Prab.g_00992
OG0001225	Syai.g_02009	Prab.g_00931
OG0001226	Syai.g_01154	Prab.g_01120
OG0001227	Syai.g_02806	Prab.g_01138
OG0001228	Syai.g_02218	Prab.g_01264
OG0001229	Syai.g_01986	Prab.g_01358
OG0001230	Syai.g_00964	Prab.g_01458
OG0001231	Syai.g_00017	Prab.g_01565
OG0001232	Syai.g_02410	Prab.g_01692
OG0001233	Syai.g_02261	Prab.g_01712
OG0001234	Syai.g_00337	Prab.g_01746
OG0001235	Syai.g_00343	Prab.g_01755
OG0001237	Syai.g_00137	Prab.g_01839
OG0001238	Syai.g_02789	Prab.g_01914
OG0001239	Syai.g_02477	Prab.g_00063
OG0001240	Syai.g_02527	Prab.g_00084
OG0001241	Syai.g_02537	Prab.g_00092
OG0001242	Syai.g_02566	Prab.g_00110
OG0001244	Syai.g_02605	Prab.g_00131
OG0001245	Syai.g_02091	Prab.g_00368
OG0001246	Syai.g_00666	Prab.g_00508
OG0001247	Syai.g_01380	Prab.g_00688
OG0001248	Syai.g_01377	Prab.g_00690
OG0001249	Syai.g_00464	Prab.g_00818
OG0001250	Syai.g_02053	Prab.g_00880
OG0001251	Syai.g_02845	Prab.g_01083
OG0001252	Syai.g_02018	Prab.g_00938
OG0001254	Syai.g_01744	Prab.g_01188
OG0001255	Syai.g_01915	Prab.g_01203
OG0001256	Syai.g_02362	Prab.g_01558
OG0001257	Syai.g_00848	Prab.g_01564
OG0001258	Syai.g_02372	Prab.g_01666
OG0001259	Syai.g_02259	Prab.g_01710
OG0001260	Syai.g_02281	Prab.g_01726
OG0001261	Syai.g_00394	Prab.g_01794
OG0001262	Syai.g_00063	Prab.g_01897
OG0001265	Syai.g_02563	Prab.g_00109
OG0001266	Syai.g_02679	Prab.g_00194
OG0001267	Syai.g_00259	Prab.g_00268
OG0001268	Syai.g_00492	Prab.g_00326
OG0001269	Syai.g_01699	Prab.g_00347
OG0001270	Syai.g_02231	Prab.g_00437
OG0001271	Syai.g_00862	Prab.g_00476
OG0001272	Syai.g_00644	Prab.g_00490
OG0001273	Syai.g_01099	Prab.g_00636
OG0001274	Syai.g_02706	Prab.g_00710
OG0001275	Syai.g_01447	Prab.g_00982
OG0001276	Syai.g_01431	Prab.g_00954
OG0001277	Syai.g_02899	Prab.g_01127
OG0001278	Syai.g_01799	Prab.g_01269
OG0001279	Syai.g_00991	Prab.g_01590
OG0001280	Syai.g_02176	Prab.g_01325
OG0001281	Syai.g_02186	Prab.g_01331
OG0001282	Syai.g_00627	Prab.g_01361
OG0001283	Syai.g_02908	Prab.g_01381
OG0001284	Syai.g_02338	Prab.g_01536
OG0001285	Syai.g_02866	Prab.g_01695
OG0001286	Syai.g_00408	Prab.g_01806
OG0001287	Syai.g_00109	Prab.g_01859
OG0001289	Syai.g_02504	Prab.g_00079
OG0001290	Syai.g_02536	Prab.g_00091
OG0001291	Syai.g_02587	Prab.g_00125
OG0001292	Syai.g_00306	Prab.g_00238
OG0001293	Syai.g_00285	Prab.g_00250
OG0001294	Syai.g_01242	Prab.g_00366
OG0001295	Syai.g_00722	Prab.g_00472
OG0001296	Syai.g_00672	Prab.g_00513
OG0001297	Syai.g_00676	Prab.g_00518
OG0001298	Syai.g_00773	Prab.g_00581
OG0001299	Syai.g_01236	Prab.g_00671
OG0001300	Syai.g_01982	Prab.g_00698
OG0001301	Syai.g_01995	Prab.g_00701
OG0001302	Syai.g_01142	Prab.g_00827
OG0001303	Syai.g_01559	Prab.g_00749
OG0001304	Syai.g_01418	Prab.g_00944
OG0001305	Syai.g_02001	Prab.g_00925
OG0001306	Syai.g_02160	Prab.g_01205
OG0001308	Syai.g_00943	Prab.g_01476
OG0001309	Syai.g_00682	Prab.g_01562
OG0001311	Syai.g_01429	Prab.g_00952
OG0001312	Syai.g_01549	Prab.g_01029
OG0001315	Syai.g_00427	Prab.g_00053
OG0001316	Syai.g_02593	Prab.g_00130
OG0001317	Syai.g_00534	Prab.g_00225
OG0001318	Syai.g_00293	Prab.g_00246
OG0001319	Syai.g_00270	Prab.g_00261
OG0001321	Syai.g_02195	Prab.g_00457
OG0001322	Syai.g_02194	Prab.g_00458
OG0001323	Syai.g_00685	Prab.g_00523
OG0001324	Syai.g_01983	Prab.g_00699
OG0001325	Syai.g_01392	Prab.g_00728
OG0001326	Syai.g_02856	Prab.g_01095
OG0001327	Syai.g_01250	Prab.g_01112
OG0001328	Syai.g_01278	Prab.g_01137
OG0001331	Syai.g_00622	Prab.g_01366
OG0001332	Syai.g_02293	Prab.g_01509
OG0001333	Syai.g_02255	Prab.g_01706
OG0001334	Syai.g_00438	Prab.g_01826
OG0001335	Syai.g_00439	Prab.g_01827
OG0001336	Syai.g_02909	Prab.g_01940
OG0001339	Syai.g_02539	Prab.g_00094
OG0001340	Syai.g_00453	Prab.g_00316
OG0001343	Syai.g_02842	Prab.g_01086
OG0001344	Syai.g_02139	Prab.g_01223
OG0001345	Syai.g_02110	Prab.g_01238
OG0001346	Syai.g_02180	Prab.g_01327
OG0001348	Syai.g_02033	Prab.g_01595
OG0001349	Syai.g_02417	Prab.g_01408, Prab.g_01395
OG0001352	Syai.g_00700	Prab.g_00685
OG0001353	Syai.g_02042	Prab.g_00872
OG0001354	Syai.g_01477	Prab.g_01000
OG0001356	Syai.g_02032	Prab.g_00793
OG0001359	Syai.g_02841	Prab.g_01085
OG0001360	Syai.g_02107	Prab.g_01140
OG0001361	Syai.g_02113	Prab.g_01235
OG0001362	Syai.g_00938	Prab.g_01480
OG0001363	Syai.g_00936	Prab.g_01482
OG0001364	Syai.g_00173	Prab.g_01829
OG0001373	Syai.g_02855	Prab.g_01096
OG0001374	Syai.g_02863	Prab.g_01088
OG0001375	Syai.g_02843	Prab.g_01087
OG0001376	Syai.g_02795	Prab.g_01106
OG0001377	Syai.g_02794	Prab.g_01107
OG0001378	Syai.g_02232	Prab.g_01149
OG0001379	Syai.g_02169	Prab.g_01320
OG0001380	Syai.g_01168	Prab.g_01349
OG0001381	Syai.g_02819, Syai.g_01723	Prab.g_01354
OG0001385	Syai.g_02852	Prab.g_01099
OG0001386	Syai.g_02853	Prab.g_01098
OG0001387	Syai.g_02854	Prab.g_01097
OG0001388	Syai.g_02857	Prab.g_01094
OG0001389	Syai.g_02858	Prab.g_01093
OG0001390	Syai.g_02859	Prab.g_01092
OG0001391	Syai.g_02860	Prab.g_01091
OG0001392	Syai.g_02861	Prab.g_01090
OG0001393	Syai.g_02862	Prab.g_01089
OG0001394	Syai.g_01290	Prab.g_01053
OG0001395	Syai.g_01410	Prab.g_00942
OG0001397	Syai.g_00937	Prab.g_01481
OG0001398	Syai.g_01587	Prab.g_01603
OG0001404	Syai.g_02473	Prab.g_00060
OG0001405	Syai.g_00441	Prab.g_00314
OG0001406	Syai.g_02796	Prab.g_01105
OG0001407	Syai.g_00701	Prab.g_01118
OG0001408	Syai.g_01831	Prab.g_01123
OG0001413	Syai.g_01148	Prab.g_01551
OG0001414	Syai.g_01722	Prab.g_00220
OG0001416	Syai.g_02183	Prab.g_00464
OG0001417	Syai.g_01478	Prab.g_00474
OG0001419	Syai.g_00702	Prab.g_01119
OG0001420	Syai.g_00697	Prab.g_01158
OG0001421	Syai.g_01621	Prab.g_01559
OG0001422	Syai.g_02171	Prab.g_01592
OG0001423	Syai.g_02446, Syai.g_02822, Syai.g_02466	Prab.g_00406
OG0001425	Syai.g_02792	Prab.g_01917
OG0001428	Syai.g_02637	Prab.g_00163
OG0001432	Syai.g_01943	Prab.g_01549
OG0001433	Syai.g_02031	Prab.g_00792
OG0001438	Syai.g_00244	Prab.g_00281
OG0001439	Syai.g_00219	Prab.g_00295
OG0001441	Syai.g_00687	Prab.g_00525
OG0001442	Syai.g_01305	Prab.g_00752
OG0001443	Syai.g_02800	Prab.g_01604
OG0001446	Syai.g_00832	Prab.g_00071
OG0001447	Syai.g_02574	Prab.g_00116
OG0001448	Syai.g_02808	Prab.g_00356
OG0001449	Syai.g_00315	Prab.g_00389
OG0001452	Syai.g_00298	Prab.g_01081
OG0001453	Syai.g_01455	Prab.g_00988
OG0001454	Syai.g_01153	Prab.g_01133
OG0001456	Syai.g_02873	Prab.g_01197
OG0001457	Syai.g_02874	Prab.g_01198
OG0001458	Syai.g_02875	Prab.g_01199
OG0001459	Syai.g_01712	Prab.g_01653, Prab.g_01557
OG0001460	Syai.g_02030	Prab.g_00791
OG0001461	Syai.g_01730	Prab.g_01286
OG0001462	Syai.g_00045	Prab.g_00034
OG0001465	Syai.g_01384	Prab.g_00707
OG0001468	Syai.g_01144	Prab.g_01110
OG0001471	Syai.g_00224	Prab.g_01552
OG0001472	Syai.g_01931	Prab.g_01561
OG0001473	Syai.g_01130	Prab.g_01877
OG0001474	Syai.g_00493	Prab.g_00327
OG0001480	Syai.g_02088	Prab.g_00357
OG0001482	Syai.g_01468	Prab.g_00462
OG0001484	Syai.g_02864	Prab.g_00769
OG0001492	Syai.g_01796	Prab.g_01266
OG0001493	Syai.g_01820	Prab.g_01274
OG0001499	Syai.g_00831, Syai.g_01189	Prab.g_00052
OG0001502	Syai.g_02079	Prab.g_00810
OG0001504	Syai.g_01713	Prab.g_01652
OG0001507	Syai.g_01671	Prab.g_01586
OG0001527	Syai.g_00749	Prab.g_00567
OG0001546	Syai.g_00690	Prab.g_00528
OG0001547	Syai.g_01580	Prab.g_00812
OG0001548	Syai.g_01157	Prab.g_00816
OG0001551	Syai.g_02028	Prab.g_01196
OG0001552	Syai.g_01018	Prab.g_01282
OG0001554	Syai.g_02774	Prab.g_01560
OG0001555	Syai.g_01645	Prab.g_01575
OG0001556	Syai.g_01757	Prab.g_00785
OG0001567	Syai.g_01581	Prab.g_00811
OG0001568	Syai.g_01578	Prab.g_00813
OG0001572	Syai.g_00564	Prab.g_00415
OG0001582	Syai.g_01500	Prab.g_00473
OG0001585	Syai.g_01635	Prab.g_00399
OG0001588	Syai.g_00170	Prab.g_01384
OG0001602	Syai.g_01383	Prab.g_00706
OG0001633	Syai.g_00995	Prab.g_01357
OG0001634	Syai.g_01239	Prab.g_01589
OG0001667	Syai.g_01923	Prab.g_01305
OG0001700	Syai.g_01204	Prab.g_00790
OG0001835	Syai.g_00585, Syai.g_01690	Prab.g_00398
OG0001990	Syai.g_02897	Prab.g_00410
OG0001991	Syai.g_01203	Prab.g_00796
OG0002106	Syai.g_00555	Prab.g_00374
OG0002154	Syai.g_02598	Prab.g_01383
OG0002487	Syai.g_01842	Prab.g_01644
OG0002692	Syai.g_01618	Prab.g_00418
OG0002892	Syai.g_01214	Prab.g_00421
