Orthogroup	Syai	Prbl
OG0001125	Syai.g_01426	Prbl.g_02540
OG0001126	Syai.g_02021	Prbl.g_00939
OG0001127	Syai.g_02020	Prbl.g_00938
OG0001128	Syai.g_02017	Prbl.g_00935
OG0001129	Syai.g_02015	Prbl.g_00934
OG0001130	Syai.g_02014	Prbl.g_00933
OG0001131	Syai.g_01281	Prbl.g_02575
OG0001132	Syai.g_01620	Prbl.g_01603
OG0001133	Syai.g_01072	Prbl.g_01621
OG0001134	Syai.g_01745	Prbl.g_02204
OG0001135	Syai.g_01742	Prbl.g_02202
OG0001136	Syai.g_02146	Prbl.g_02082
OG0001137	Syai.g_02126	Prbl.g_02102
OG0001138	Syai.g_01763	Prbl.g_01118
OG0001139	Syai.g_01765	Prbl.g_01116
OG0001140	Syai.g_01766	Prbl.g_01115
OG0001141	Syai.g_01767	Prbl.g_01114
OG0001142	Syai.g_01768	Prbl.g_01113
OG0001143	Syai.g_01778	Prbl.g_01376
OG0001144	Syai.g_01788	Prbl.g_02580
OG0001145	Syai.g_02165	Prbl.g_01711
OG0001146	Syai.g_02185	Prbl.g_01727
OG0001147	Syai.g_00869	Prbl.g_01333
OG0001148	Syai.g_00626	Prbl.g_00501
OG0001149	Syai.g_00625	Prbl.g_00500
OG0001150	Syai.g_00624	Prbl.g_00499
OG0001151	Syai.g_00611	Prbl.g_00487
OG0001152	Syai.g_00610	Prbl.g_00486
OG0001153	Syai.g_00903	Prbl.g_00704
OG0001154	Syai.g_00901	Prbl.g_00705
OG0001155	Syai.g_02298	Prbl.g_00454
OG0001156	Syai.g_02301	Prbl.g_00451
OG0001157	Syai.g_02302	Prbl.g_01604
OG0001158	Syai.g_02303	Prbl.g_00450
OG0001159	Syai.g_02304	Prbl.g_00449
OG0001160	Syai.g_02355	Prbl.g_00420
OG0001161	Syai.g_02803	Prbl.g_01601
OG0001162	Syai.g_01374	Prbl.g_00048
OG0001163	Syai.g_02363	Prbl.g_00406
OG0001164	Syai.g_02369	Prbl.g_00401
OG0001165	Syai.g_02374	Prbl.g_00398
OG0001166	Syai.g_02400	Prbl.g_00371
OG0001167	Syai.g_02254	Prbl.g_00350
OG0001168	Syai.g_02256	Prbl.g_00348
OG0001169	Syai.g_02258	Prbl.g_00346
OG0001170	Syai.g_02260	Prbl.g_00344
OG0001171	Syai.g_02270	Prbl.g_00334
OG0001173	Syai.g_00324	Prbl.g_01062
OG0001174	Syai.g_00332	Prbl.g_01054
OG0001175	Syai.g_00333	Prbl.g_01053
OG0001176	Syai.g_00352	Prbl.g_00953
OG0001177	Syai.g_00350	Prbl.g_00951
OG0001179	Syai.g_00385	Prbl.g_00982
OG0001180	Syai.g_00410	Prbl.g_01134
OG0001181	Syai.g_00414	Prbl.g_01138
OG0001182	Syai.g_00423	Prbl.g_01147
OG0001183	Syai.g_00429	Prbl.g_01175
OG0001184	Syai.g_00156	Prbl.g_00848
OG0001185	Syai.g_00117	Prbl.g_01291
OG0001186	Syai.g_00084	Prbl.g_02026
OG0001187	Syai.g_00081	Prbl.g_02022
OG0001188	Syai.g_00078	Prbl.g_02018
OG0001189	Syai.g_00061	Prbl.g_01996
OG0001190	Syai.g_02776	Prbl.g_02239
OG0001191	Syai.g_02788	Prbl.g_02226
OG0001192	Syai.g_02793	Prbl.g_02219
OG0001193	Syai.g_02835	Prbl.g_02181
OG0001194	Syai.g_02838	Prbl.g_02175
OG0001195	Syai.g_02839	Prbl.g_02174
OG0001196	Syai.g_02913	Prbl.g_02138
OG0001197	Syai.g_02915	Prbl.g_02136
OG0001198	Syai.g_02930	Prbl.g_02124
OG0001199	Syai.g_02480	Prbl.g_00602
OG0001200	Syai.g_02482	Prbl.g_00600
OG0001202	Syai.g_02674	Prbl.g_00095
OG0001203	Syai.g_00540	Prbl.g_00197
OG0001204	Syai.g_00312	Prbl.g_02667
OG0001205	Syai.g_02212	Prbl.g_00642
OG0001206	Syai.g_00853	Prbl.g_01363
OG0001207	Syai.g_00629	Prbl.g_00503
OG0001208	Syai.g_00640	Prbl.g_00513
OG0001209	Syai.g_00711	Prbl.g_00763
OG0001210	Syai.g_00720	Prbl.g_00751
OG0001211	Syai.g_00735	Prbl.g_01884
OG0001212	Syai.g_00799	Prbl.g_01765
OG0001213	Syai.g_01082	Prbl.g_01631
OG0001214	Syai.g_01106	Prbl.g_01641
OG0001215	Syai.g_01958	Prbl.g_01858
OG0001216	Syai.g_01388	Prbl.g_02564
OG0001217	Syai.g_01185	Prbl.g_01904
OG0001218	Syai.g_00893	Prbl.g_00716
OG0001219	Syai.g_01561	Prbl.g_02435
OG0001220	Syai.g_02087	Prbl.g_01567
OG0001221	Syai.g_01284	Prbl.g_02383
OG0001222	Syai.g_01516	Prbl.g_02210
OG0001223	Syai.g_01463	Prbl.g_02503
OG0001224	Syai.g_02011	Prbl.g_00931
OG0001225	Syai.g_02009	Prbl.g_00929
OG0001226	Syai.g_01154	Prbl.g_01704
OG0001227	Syai.g_02806	Prbl.g_00472
OG0001228	Syai.g_02218	Prbl.g_02585
OG0001229	Syai.g_01986	Prbl.g_00409
OG0001230	Syai.g_00964	Prbl.g_00252
OG0001231	Syai.g_00017	Prbl.g_01957
OG0001232	Syai.g_02410	Prbl.g_00366
OG0001233	Syai.g_02261	Prbl.g_00343
OG0001234	Syai.g_00337	Prbl.g_01050
OG0001235	Syai.g_00343	Prbl.g_00948
OG0001236	Syai.g_00159	Prbl.g_00852
OG0001237	Syai.g_00137	Prbl.g_00845
OG0001238	Syai.g_02789	Prbl.g_02225
OG0001239	Syai.g_02477	Prbl.g_00605
OG0001240	Syai.g_02527	Prbl.g_00568
OG0001241	Syai.g_02537	Prbl.g_00558
OG0001242	Syai.g_02566	Prbl.g_01322
OG0001243	Syai.g_02573	Prbl.g_00828
OG0001245	Syai.g_02091	Prbl.g_01693
OG0001246	Syai.g_00666	Prbl.g_00803
OG0001247	Syai.g_01380	Prbl.g_02295
OG0001248	Syai.g_01377	Prbl.g_01869
OG0001249	Syai.g_00464	Prbl.g_01195
OG0001250	Syai.g_02053	Prbl.g_01546
OG0001252	Syai.g_02018	Prbl.g_00936
OG0001254	Syai.g_01744	Prbl.g_02203
OG0001255	Syai.g_01915	Prbl.g_00036
OG0001258	Syai.g_02372	Prbl.g_00400
OG0001259	Syai.g_02259	Prbl.g_00345
OG0001260	Syai.g_02281	Prbl.g_00315
OG0001261	Syai.g_00394	Prbl.g_00991
OG0001262	Syai.g_00063	Prbl.g_01999
OG0001263	Syai.g_02576	Prbl.g_00826
OG0001265	Syai.g_02563	Prbl.g_01324
OG0001266	Syai.g_02679	Prbl.g_00099
OG0001267	Syai.g_00259	Prbl.g_01453
OG0001268	Syai.g_00492	Prbl.g_01207
OG0001269	Syai.g_01699	Prbl.g_01564
OG0001270	Syai.g_02231	Prbl.g_00654
OG0001271	Syai.g_00862	Prbl.g_01343
OG0001272	Syai.g_00644	Prbl.g_00517
OG0001273	Syai.g_01099	Prbl.g_01634
OG0001274	Syai.g_02706	Prbl.g_01263
OG0001275	Syai.g_01447	Prbl.g_02518
OG0001276	Syai.g_01431	Prbl.g_02535
OG0001277	Syai.g_02899	Prbl.g_02152
OG0001278	Syai.g_01799	Prbl.g_02592
OG0001279	Syai.g_00991	Prbl.g_00156
OG0001280	Syai.g_02176	Prbl.g_01719
OG0001281	Syai.g_02186	Prbl.g_01728
OG0001283	Syai.g_02908	Prbl.g_02143
OG0001285	Syai.g_02866	Prbl.g_00362
OG0001286	Syai.g_00408	Prbl.g_01132
OG0001290	Syai.g_02536	Prbl.g_00559
OG0001291	Syai.g_02587	Prbl.g_00816
OG0001292	Syai.g_00306	Prbl.g_01512
OG0001293	Syai.g_00285	Prbl.g_01489
OG0001294	Syai.g_01242	Prbl.g_01393
OG0001295	Syai.g_00722	Prbl.g_00748
OG0001297	Syai.g_00676	Prbl.g_00793
OG0001298	Syai.g_00773	Prbl.g_01791
OG0001300	Syai.g_01982	Prbl.g_01873
OG0001301	Syai.g_01995	Prbl.g_00022
OG0001302	Syai.g_01142	Prbl.g_01930
OG0001303	Syai.g_01559	Prbl.g_02437
OG0001307	Syai.g_01717	Prbl.g_00723
OG0001308	Syai.g_00943	Prbl.g_00224
OG0001309	Syai.g_00682	Prbl.g_00787
OG0001311	Syai.g_01429	Prbl.g_02537
OG0001312	Syai.g_01549	Prbl.g_02448
OG0001316	Syai.g_02593	Prbl.g_00809
OG0001319	Syai.g_00270	Prbl.g_01463
OG0001321	Syai.g_02195	Prbl.g_00633
OG0001322	Syai.g_02194	Prbl.g_00632
OG0001323	Syai.g_00685	Prbl.g_00784
OG0001324	Syai.g_01983	Prbl.g_01874
OG0001326	Syai.g_02856	Prbl.g_02168
OG0001328	Syai.g_01278	Prbl.g_02390
OG0001330	Syai.g_02167	Prbl.g_01712
OG0001331	Syai.g_00622	Prbl.g_00497
OG0001332	Syai.g_02293	Prbl.g_00466
OG0001333	Syai.g_02255	Prbl.g_00349
OG0001334	Syai.g_00438	Prbl.g_01179
OG0001335	Syai.g_00439	Prbl.g_01180
OG0001336	Syai.g_02909	Prbl.g_02142
OG0001337	Syai.g_00434, Syai.g_00452	Prbl.g_01189
OG0001339	Syai.g_02539	Prbl.g_00556
OG0001340	Syai.g_00453	Prbl.g_01190
OG0001344	Syai.g_02139	Prbl.g_02089
OG0001347	Syai.g_02766	Prbl.g_02051
OG0001348	Syai.g_02033	Prbl.g_01243
OG0001351	Syai.g_00843	Prbl.g_00624
OG0001352	Syai.g_00700	Prbl.g_00027
OG0001353	Syai.g_02042	Prbl.g_01537
OG0001354	Syai.g_01477	Prbl.g_02494
OG0001355	Syai.g_01698	Prbl.g_02379
OG0001356	Syai.g_02032	Prbl.g_02208
OG0001357	Syai.g_00918, Syai.g_01612	Prbl.g_00628, Prbl.g_00679, Prbl.g_01685
OG0001360	Syai.g_02107	Prbl.g_01104
OG0001361	Syai.g_02113	Prbl.g_00182
OG0001362	Syai.g_00938	Prbl.g_00220
OG0001363	Syai.g_00936	Prbl.g_00218
OG0001370	Syai.g_02317	Prbl.g_02288
OG0001373	Syai.g_02855	Prbl.g_02169
OG0001374	Syai.g_02863	Prbl.g_02161
OG0001376	Syai.g_02795	Prbl.g_02216
OG0001377	Syai.g_02794	Prbl.g_02217
OG0001378	Syai.g_02232	Prbl.g_00661
OG0001379	Syai.g_02169	Prbl.g_01714
OG0001380	Syai.g_01168	Prbl.g_01572
OG0001381	Syai.g_02819, Syai.g_01723	Prbl.g_02577
OG0001385	Syai.g_02852	Prbl.g_02172
OG0001386	Syai.g_02853	Prbl.g_02171
OG0001387	Syai.g_02854	Prbl.g_02170
OG0001388	Syai.g_02857	Prbl.g_02167
OG0001389	Syai.g_02858	Prbl.g_02166
OG0001390	Syai.g_02859	Prbl.g_02165
OG0001391	Syai.g_02860	Prbl.g_02164
OG0001392	Syai.g_02861	Prbl.g_02163
OG0001393	Syai.g_02862	Prbl.g_02162
OG0001394	Syai.g_01290	Prbl.g_02366
OG0001395	Syai.g_01410	Prbl.g_02548
OG0001396	Syai.g_02765	Prbl.g_02050
OG0001397	Syai.g_00937	Prbl.g_00219
OG0001398	Syai.g_01587	Prbl.g_01692
OG0001400	Syai.g_02602, Syai.g_01928	Prbl.g_00307
OG0001401	Syai.g_02046, Syai.g_02047	Prbl.g_01541
OG0001402	Syai.g_01070	Prbl.g_01620
OG0001405	Syai.g_00441	Prbl.g_01182
OG0001406	Syai.g_02796	Prbl.g_02215
OG0001412	Syai.g_02767	Prbl.g_02052
OG0001414	Syai.g_01722	Prbl.g_01918
OG0001416	Syai.g_02183	Prbl.g_01725
OG0001422	Syai.g_02171	Prbl.g_01370
OG0001423	Syai.g_02446, Syai.g_02822, Syai.g_02466	Prbl.g_02629, Prbl.g_00738
OG0001425	Syai.g_02792	Prbl.g_02222
OG0001435	Syai.g_01256	Prbl.g_02411
OG0001436	Syai.g_00179	Prbl.g_00873
OG0001436	Syai.g_00178	Prbl.g_00872
OG0001438	Syai.g_00244	Prbl.g_01438
OG0001441	Syai.g_00687	Prbl.g_00782
OG0001442	Syai.g_01305	Prbl.g_02358
OG0001443	Syai.g_02800	Prbl.g_00408
OG0001444	Syai.g_02521	Prbl.g_00574
OG0001446	Syai.g_00832	Prbl.g_01075
OG0001449	Syai.g_00315	Prbl.g_01940
OG0001461	Syai.g_01730	Prbl.g_00620
OG0001462	Syai.g_00045	Prbl.g_01983
OG0001470	Syai.g_02235	Prbl.g_02028
OG0001472	Syai.g_01931	Prbl.g_01833
OG0001475	Syai.g_02237	Prbl.g_02030
OG0001476	Syai.g_02131	Prbl.g_02095
OG0001477	Syai.g_01992	Prbl.g_00017
OG0001479	Syai.g_00490	Prbl.g_01205
OG0001484	Syai.g_02864	Prbl.g_02573
OG0001487	Syai.g_00894	Prbl.g_00715, Prbl.g_00714, Prbl.g_00713
OG0001488	Syai.g_02121	Prbl.g_02106
OG0001489	Syai.g_00419	Prbl.g_01143
OG0001495	Syai.g_00349	Prbl.g_00950
OG0001496	Syai.g_01990	Prbl.g_00013
OG0001497	Syai.g_01991	Prbl.g_00016
OG0001498	Syai.g_00518	Prbl.g_02675
OG0001508	Syai.g_02234	Prbl.g_02027
OG0001510	Syai.g_00105	Prbl.g_02635
OG0001511	Syai.g_02549	Prbl.g_00544
OG0001512	Syai.g_00541	Prbl.g_00195
OG0001514	Syai.g_01989	Prbl.g_00012
OG0001515	Syai.g_01978	Prbl.g_01865
OG0001516	Syai.g_01233	Prbl.g_01402
OG0001517	Syai.g_00487	Prbl.g_01202
OG0001518	Syai.g_02791	Prbl.g_02223
OG0001519	Syai.g_02802	Prbl.g_02212
OG0001527	Syai.g_00749	Prbl.g_01898
OG0001528	Syai.g_02236	Prbl.g_02024
OG0001529	Syai.g_00054	Prbl.g_01989
OG0001530	Syai.g_02547	Prbl.g_00546
OG0001531	Syai.g_00542	Prbl.g_00194
OG0001532	Syai.g_01764	Prbl.g_01117
OG0001533	Syai.g_00821	Prbl.g_00662
OG0001533	Syai.g_00849	Prbl.g_01699
OG0001534	Syai.g_01417	Prbl.g_02545
OG0001535	Syai.g_01433	Prbl.g_02533
OG0001536	Syai.g_01508	Prbl.g_02474
OG0001537	Syai.g_01285	Prbl.g_02374
OG0001538	Syai.g_01326	Prbl.g_02330
OG0001539	Syai.g_01252	Prbl.g_01587
OG0001540	Syai.g_02578	Prbl.g_00824
OG0001541	Syai.g_02646	Prbl.g_00267
OG0001542	Syai.g_02655	Prbl.g_00073
OG0001543	Syai.g_02692	Prbl.g_01241
OG0001544	Syai.g_02801	Prbl.g_02213
OG0001545	Syai.g_02898	Prbl.g_02153
OG0001555	Syai.g_01645	Prbl.g_01949
OG0001558	Syai.g_00020, Syai.g_00021	Prbl.g_01960
OG0001559	Syai.g_02546	Prbl.g_00547
OG0001560	Syai.g_02535	Prbl.g_00560
OG0001561	Syai.g_01427	Prbl.g_02539
OG0001562	Syai.g_01441	Prbl.g_02525
OG0001563	Syai.g_00403	Prbl.g_00999
OG0001572	Syai.g_00564	Prbl.g_01025
OG0001574	Syai.g_00747	Prbl.g_01896
OG0001575	Syai.g_00752	Prbl.g_01901
OG0001576	Syai.g_00817	Prbl.g_01737
OG0001577	Syai.g_02148	Prbl.g_02080
OG0001579	Syai.g_00447	Prbl.g_01186
OG0001580	Syai.g_02758	Prbl.g_02250
OG0001588	Syai.g_00170	Prbl.g_00865
OG0001589	Syai.g_02263	Prbl.g_00341
OG0001591	Syai.g_01244	Prbl.g_01591
OG0001592	Syai.g_02760	Prbl.g_02249
OG0001614	Syai.g_00119	Prbl.g_01293
OG0001616	Syai.g_01751	Prbl.g_01380
OG0001617	Syai.g_01985	Prbl.g_00728
OG0001618	Syai.g_01399	Prbl.g_02557
OG0001619	Syai.g_01519	Prbl.g_02464
OG0001620	Syai.g_00499	Prbl.g_01215
OG0001621	Syai.g_00297	Prbl.g_01500
OG0001622	Syai.g_02907	Prbl.g_02144
OG0001634	Syai.g_01239	Prbl.g_01396
OG0001635	Syai.g_00091	Prbl.g_01814
OG0001637	Syai.g_02274	Prbl.g_00325
OG0001638	Syai.g_02390	Prbl.g_00379
OG0001639	Syai.g_02297	Prbl.g_00455
OG0001640	Syai.g_02022	Prbl.g_00940
OG0001641	Syai.g_01457	Prbl.g_02507
OG0001642	Syai.g_02085	Prbl.g_01563
OG0001643	Syai.g_01109	Prbl.g_01644
OG0001652	Syai.g_00018	Prbl.g_01958
OG0001653	Syai.g_02524, Syai.g_02924	Prbl.g_00571
OG0001654	Syai.g_02295	Prbl.g_00457
OG0001655	Syai.g_01926, Syai.g_02094	Prbl.g_00136, Prbl.g_00680
OG0001656	Syai.g_00445	Prbl.g_01185
OG0001657	Syai.g_02619	Prbl.g_00292
OG0001658	Syai.g_02775	Prbl.g_02240
OG0001672	Syai.g_02488, Syai.g_02489	Prbl.g_00594
OG0001673	Syai.g_00532	Prbl.g_01921
OG0001674	Syai.g_00975, Syai.g_00974	Prbl.g_00321
OG0001674	Syai.g_00976	Prbl.g_00320
OG0001675	Syai.g_01443	Prbl.g_02522, Prbl.g_02524
OG0001676	Syai.g_00444	Prbl.g_01188
OG0001677	Syai.g_00430, Syai.g_01762	Prbl.g_01176
OG0001680	Syai.g_02124	Prbl.g_01485
OG0001691	Syai.g_01064	Prbl.g_02422
OG0001692	Syai.g_00959	Prbl.g_00247
OG0001694	Syai.g_00257	Prbl.g_01451
OG0001695	Syai.g_02894	Prbl.g_02158
OG0001702	Syai.g_02511, Syai.g_02510, Syai.g_02509	Prbl.g_00581
OG0001703	Syai.g_00630	Prbl.g_00504
OG0001712	Syai.g_01634	Prbl.g_02283
OG0001715	Syai.g_01166	Prbl.g_01675
OG0001716	Syai.g_02081, Syai.g_02082	Prbl.g_01559
OG0001726	Syai.g_01593, Syai.g_01594	Prbl.g_02425
OG0001729	Syai.g_00545	Prbl.g_00189
OG0001730	Syai.g_00552	Prbl.g_02624
OG0001731	Syai.g_02315	Prbl.g_00442
OG0001732	Syai.g_01781	Prbl.g_01373
OG0001735	Syai.g_01226	Prbl.g_01410
OG0001736	Syai.g_00193	Prbl.g_00887
OG0001737	Syai.g_00238	Prbl.g_01433
OG0001738	Syai.g_00204	Prbl.g_00899
OG0001740	Syai.g_02896	Prbl.g_02155
OG0001747	Syai.g_02600	Prbl.g_00309
OG0001749	Syai.g_00148, Syai.g_00188	Prbl.g_00882
OG0001750	Syai.g_02522	Prbl.g_00573
OG0001751	Syai.g_00531, Syai.g_01577	Prbl.g_01920
OG0001752	Syai.g_02283	Prbl.g_02621
OG0001753	Syai.g_02277	Prbl.g_00319
OG0001754	Syai.g_02276	Prbl.g_00322
OG0001755	Syai.g_00681	Prbl.g_00788
OG0001759	Syai.g_01659, Syai.g_01660	Prbl.g_01518
OG0001761	Syai.g_01050	Prbl.g_01826
OG0001762	Syai.g_01450	Prbl.g_02515
OG0001763	Syai.g_01464, Syai.g_01465	Prbl.g_02502
OG0001764	Syai.g_01572	Prbl.g_02428
OG0001765	Syai.g_01711, Syai.g_01026	Prbl.g_01598
OG0001766	Syai.g_00228	Prbl.g_01423
OG0001767	Syai.g_00180	Prbl.g_00874
OG0001783	Syai.g_00114	Prbl.g_01288
OG0001784	Syai.g_02513	Prbl.g_00578
OG0001785	Syai.g_02275	Prbl.g_00323
OG0001786	Syai.g_02340	Prbl.g_00426
OG0001787	Syai.g_00706	Prbl.g_00767
OG0001788	Syai.g_00710, Syai.g_00709	Prbl.g_00764
OG0001789	Syai.g_02178	Prbl.g_01721
OG0001790	Syai.g_02153	Prbl.g_02073
OG0001791	Syai.g_02129	Prbl.g_02097
OG0001792	Syai.g_01789	Prbl.g_02581
OG0001794	Syai.g_01420	Prbl.g_02604
OG0001796	Syai.g_01439	Prbl.g_02527
OG0001797	Syai.g_01541	Prbl.g_02457
OG0001798	Syai.g_01073	Prbl.g_01622
OG0001799	Syai.g_01120	Prbl.g_01661
OG0001800	Syai.g_00990	Prbl.g_00159
OG0001801	Syai.g_00982	Prbl.g_00256
OG0001803	Syai.g_02216	Prbl.g_00646
OG0001804	Syai.g_00519	Prbl.g_02676
OG0001805	Syai.g_00302	Prbl.g_01507
OG0001806	Syai.g_00269	Prbl.g_01462
OG0001807	Syai.g_00177	Prbl.g_00871
OG0001808	Syai.g_00167	Prbl.g_00860
OG0001810	Syai.g_02591	Prbl.g_00811
OG0001811	Syai.g_02652	Prbl.g_00070
OG0001812	Syai.g_02761	Prbl.g_02248
OG0001813	Syai.g_02824	Prbl.g_02193
OG0001814	Syai.g_02917, Syai.g_02916	Prbl.g_02135
OG0001815	Syai.g_02928	Prbl.g_02126
OG0001835	Syai.g_00585, Syai.g_01690	Prbl.g_00020
OG0001838	Syai.g_00008	Prbl.g_02113
OG0001839	Syai.g_00039	Prbl.g_01978
OG0001840	Syai.g_00060	Prbl.g_01995
OG0001841	Syai.g_00068	Prbl.g_02003
OG0001842	Syai.g_02289	Prbl.g_01232
OG0001843	Syai.g_00120	Prbl.g_01294
OG0001844	Syai.g_00121	Prbl.g_01295
OG0001845	Syai.g_00122	Prbl.g_01301
OG0001846	Syai.g_02567	Prbl.g_01321
OG0001847	Syai.g_02564, Syai.g_02565	Prbl.g_01323
OG0001848	Syai.g_02560	Prbl.g_01327
OG0001849	Syai.g_02503	Prbl.g_00586
OG0001850	Syai.g_02491	Prbl.g_00593
OG0001851	Syai.g_02484	Prbl.g_00598
OG0001852	Syai.g_02483	Prbl.g_00599
OG0001853	Syai.g_02476	Prbl.g_00606
OG0001854	Syai.g_00536	Prbl.g_01924
OG0001855	Syai.g_00889	Prbl.g_00326
OG0001856	Syai.g_02354	Prbl.g_00421
OG0001857	Syai.g_02351	Prbl.g_00424
OG0001858	Syai.g_02309	Prbl.g_00445
OG0001859	Syai.g_00618	Prbl.g_00493
OG0001860	Syai.g_00632	Prbl.g_00505
OG0001861	Syai.g_00645	Prbl.g_00518
OG0001862	Syai.g_00656	Prbl.g_00530
OG0001863	Syai.g_00661	Prbl.g_00535
OG0001864	Syai.g_00718	Prbl.g_00753
OG0001865	Syai.g_00785	Prbl.g_01778
OG0001866	Syai.g_00813	Prbl.g_01753
OG0001867	Syai.g_01048	Prbl.g_01743
OG0001868	Syai.g_02182	Prbl.g_01724
OG0001869	Syai.g_02149	Prbl.g_02079
OG0001870	Syai.g_02141	Prbl.g_02087
OG0001871	Syai.g_02136	Prbl.g_02092
OG0001872	Syai.g_01795	Prbl.g_02588
OG0001873	Syai.g_01752	Prbl.g_01381
OG0001874	Syai.g_01749	Prbl.g_01105
OG0001877	Syai.g_01979	Prbl.g_01866
OG0001878	Syai.g_01446	Prbl.g_02519
OG0001879	Syai.g_01452	Prbl.g_02511
OG0001880	Syai.g_01498	Prbl.g_02481
OG0001881	Syai.g_01501	Prbl.g_02480
OG0001882	Syai.g_01524	Prbl.g_02460
OG0001883	Syai.g_01542	Prbl.g_02455
OG0001884	Syai.g_01551	Prbl.g_02446
OG0001885	Syai.g_01567	Prbl.g_02433
OG0001886	Syai.g_01571	Prbl.g_02429
OG0001887	Syai.g_01277	Prbl.g_02391
OG0001888	Syai.g_01298	Prbl.g_02349
OG0001889	Syai.g_01354	Prbl.g_02321
OG0001890	Syai.g_02060	Prbl.g_01553
OG0001891	Syai.g_02064	Prbl.g_01557
OG0001892	Syai.g_02089	Prbl.g_01570
OG0001893	Syai.g_01074	Prbl.g_01623
OG0001894	Syai.g_01103	Prbl.g_01638
OG0001895	Syai.g_00986	Prbl.g_00162
OG0001896	Syai.g_02222	Prbl.g_00664
OG0001897	Syai.g_00496	Prbl.g_01209
OG0001898	Syai.g_00463	Prbl.g_01193
OG0001899	Syai.g_00392	Prbl.g_00989
OG0001900	Syai.g_00284	Prbl.g_01488
OG0001901	Syai.g_00283	Prbl.g_01487
OG0001902	Syai.g_00252	Prbl.g_01446
OG0001903	Syai.g_00243	Prbl.g_01437
OG0001904	Syai.g_00175	Prbl.g_00868
OG0001905	Syai.g_00165	Prbl.g_00858
OG0001906	Syai.g_02579	Prbl.g_00823
OG0001907	Syai.g_02597	Prbl.g_00311
OG0001908	Syai.g_02648	Prbl.g_00266
OG0001909	Syai.g_02659	Prbl.g_00078
OG0001910	Syai.g_02698	Prbl.g_01254
OG0001912	Syai.g_02785	Prbl.g_02229
OG0001913	Syai.g_02787	Prbl.g_02227
OG0001914	Syai.g_01739	Prbl.g_02199
OG0001929	Syai.g_00075	Prbl.g_02010
OG0001930	Syai.g_02290	Prbl.g_01231
OG0001931	Syai.g_02291	Prbl.g_01230
OG0001932	Syai.g_00118	Prbl.g_01292
OG0001933	Syai.g_02543	Prbl.g_00549
OG0001934	Syai.g_02531	Prbl.g_00564
OG0001935	Syai.g_02481	Prbl.g_00601
OG0001936	Syai.g_01653	Prbl.g_01944
OG0001937	Syai.g_02329	Prbl.g_00434
OG0001938	Syai.g_00634	Prbl.g_00507
OG0001939	Syai.g_01960	Prbl.g_02648
OG0001940	Syai.g_00771	Prbl.g_01792
OG0001941	Syai.g_02187	Prbl.g_01729
OG0001943	Syai.g_01920	Prbl.g_02098
OG0001944	Syai.g_01932	Prbl.g_01070
OG0001946	Syai.g_01980	Prbl.g_01871
OG0001947	Syai.g_02024	Prbl.g_00942
OG0001948	Syai.g_01462	Prbl.g_02504
OG0001949	Syai.g_01483	Prbl.g_02490
OG0001950	Syai.g_01485	Prbl.g_02488
OG0001951	Syai.g_01502	Prbl.g_02479
OG0001952	Syai.g_01525	Prbl.g_02459
OG0001953	Syai.g_01526	Prbl.g_02458
OG0001957	Syai.g_01079	Prbl.g_01628
OG0001958	Syai.g_01228	Prbl.g_01407
OG0001961	Syai.g_00860	Prbl.g_01345
OG0001962	Syai.g_01809	Prbl.g_00142
OG0001964	Syai.g_00335	Prbl.g_01052
OG0001965	Syai.g_01131	Prbl.g_01501
OG0001966	Syai.g_00289	Prbl.g_01493
OG0001967	Syai.g_00287	Prbl.g_01491
OG0001968	Syai.g_00286	Prbl.g_01490
OG0001969	Syai.g_00222	Prbl.g_01418
OG0001970	Syai.g_02581	Prbl.g_00821
OG0001971	Syai.g_02657	Prbl.g_00076
OG0001972	Syai.g_02710	Prbl.g_01267
OG0001973	Syai.g_02753	Prbl.g_02268, Prbl.g_02256
OG0001974	Syai.g_02772	Prbl.g_02242
OG0001975	Syai.g_01740	Prbl.g_02200
OG0001976	Syai.g_01738	Prbl.g_02198
OG0001995	Syai.g_01948	Prbl.g_00757
OG0001996	Syai.g_00036	Prbl.g_01974
OG0001997	Syai.g_02520	Prbl.g_00575
OG0002000	Syai.g_00683	Prbl.g_00786
OG0002001	Syai.g_01964	Prbl.g_01069, Prbl.g_00176
OG0002002	Syai.g_01794	Prbl.g_02587
OG0002004	Syai.g_02496	Prbl.g_01848
OG0002006	Syai.g_02025	Prbl.g_00943
OG0002007	Syai.g_02026	Prbl.g_00944
OG0002008	Syai.g_01448	Prbl.g_02517
OG0002009	Syai.g_01287	Prbl.g_02371
OG0002010	Syai.g_00912	Prbl.g_00697
OG0002011	Syai.g_00525	Prbl.g_00683
OG0002012	Syai.g_01589	Prbl.g_00630, Prbl.g_01160
OG0002013	Syai.g_00515	Prbl.g_00895
OG0002014	Syai.g_00182	Prbl.g_00883
OG0002015	Syai.g_00183, Syai.g_00146	Prbl.g_00879
OG0002017	Syai.g_02832	Prbl.g_02184
OG0002018	Syai.g_02895	Prbl.g_02156
OG0002035	Syai.g_00973, Syai.g_00972, Syai.g_00592, Syai.g_01220	Prbl.g_00002
OG0002037	Syai.g_00636	Prbl.g_00509
OG0002038	Syai.g_02134	Prbl.g_02094
OG0002039	Syai.g_02120	Prbl.g_02107
OG0002041	Syai.g_01467	Prbl.g_02500
OG0002042	Syai.g_01495	Prbl.g_02484
