Orthogroup	Prao	Syas
OG0001209	Prao.g_01856	Syas.g_00065
OG0001210	Prao.g_01159	Syas.g_00761
OG0001211	Prao.g_01169	Syas.g_00788
OG0001212	Prao.g_00034	Syas.g_00847
OG0001213	Prao.g_00068	Syas.g_00100
OG0001214	Prao.g_00076	Syas.g_00744
OG0001215	Prao.g_00128	Syas.g_02245
OG0001217	Prao.g_00687	Syas.g_01397, Syas.g_02493
OG0001218	Prao.g_00694	Syas.g_01309
OG0001219	Prao.g_00729	Syas.g_00399
OG0001220	Prao.g_00793	Syas.g_02447
OG0001221	Prao.g_00856	Syas.g_02669
OG0001222	Prao.g_00894	Syas.g_00448
OG0001223	Prao.g_00920	Syas.g_00541
OG0001224	Prao.g_00970	Syas.g_01015
OG0001225	Prao.g_00972	Syas.g_01017
OG0001226	Prao.g_01001	Syas.g_02506
OG0001227	Prao.g_01019	Syas.g_00824
OG0001228	Prao.g_01044	Syas.g_02195
OG0001229	Prao.g_01241	Syas.g_00285
OG0001230	Prao.g_01389	Syas.g_02806
OG0001231	Prao.g_01493	Syas.g_02050
OG0001232	Prao.g_01575	Syas.g_02649
OG0001233	Prao.g_01595	Syas.g_02592
OG0001234	Prao.g_01630	Syas.g_01310
OG0001235	Prao.g_01640	Syas.g_01646
OG0001236	Prao.g_01721	Syas.g_02191
OG0001238	Prao.g_01800	Syas.g_01901
OG0001239	Prao.g_00210	Syas.g_02519
OG0001240	Prao.g_00232	Syas.g_02435
OG0001241	Prao.g_00240	Syas.g_02427
OG0001242	Prao.g_00258	Syas.g_02398
OG0001243	Prao.g_00264	Syas.g_02391
OG0001244	Prao.g_00279	Syas.g_02370
OG0001245	Prao.g_00514	Syas.g_00524
OG0001246	Prao.g_00610	Syas.g_01224, Syas.g_01829
OG0001249	Prao.g_00718	Syas.g_01547
OG0001250	Prao.g_00782	Syas.g_00239
OG0001251	Prao.g_00830	Syas.g_00516, Syas.g_00408
OG0001252	Prao.g_00965	Syas.g_00994
OG0001253	Prao.g_01020	Syas.g_00143
OG0001255	Prao.g_01105	Syas.g_00492
OG0001256	Prao.g_01486	Syas.g_02698
OG0001257	Prao.g_01492	Syas.g_01407
OG0001258	Prao.g_01549	Syas.g_02688
OG0001259	Prao.g_01593	Syas.g_02594
OG0001260	Prao.g_01609	Syas.g_02572
OG0001261	Prao.g_01679	Syas.g_01599
OG0001262	Prao.g_01783	Syas.g_02091
OG0001263	Prao.g_00267	Syas.g_02388
OG0001265	Prao.g_00257	Syas.g_02399
OG0001266	Prao.g_00341	Syas.g_02266
OG0001267	Prao.g_00417	Syas.g_01753
OG0001268	Prao.g_00475	Syas.g_01535
OG0001269	Prao.g_00493	Syas.g_00510
OG0001270	Prao.g_00538	Syas.g_01499
OG0001271	Prao.g_00578	Syas.g_01336
OG0001272	Prao.g_00592	Syas.g_01247
OG0001273	Prao.g_00070	Syas.g_00751
OG0001274	Prao.g_00141	Syas.g_01849
OG0001275	Prao.g_00930	Syas.g_00554
OG0001276	Prao.g_00949	Syas.g_00215
OG0001277	Prao.g_01009	Syas.g_00110
OG0001278	Prao.g_01039	Syas.g_01074
OG0001280	Prao.g_01277	Syas.g_01095
OG0001281	Prao.g_01271	Syas.g_02845
OG0001282	Prao.g_01238	Syas.g_01262
OG0001284	Prao.g_01466	Syas.g_02713
OG0001286	Prao.g_01691	Syas.g_01585
OG0001287	Prao.g_01745	Syas.g_00136
OG0001288	Prao.g_01754	Syas.g_02144
OG0001289	Prao.g_00226	Syas.g_02474
OG0001290	Prao.g_00239	Syas.g_02428
OG0001292	Prao.g_00386	Syas.g_01693
OG0001293	Prao.g_00399	Syas.g_01720
OG0001294	Prao.g_00512	Syas.g_00692
OG0001295	Prao.g_00573	Syas.g_00770
OG0001296	Prao.g_00615	Syas.g_01217
OG0001297	Prao.g_00620	Syas.g_01213
OG0001298	Prao.g_01869	Syas.g_00829
OG0001299	Prao.g_00105	Syas.g_00700
OG0001304	Prao.g_00959	Syas.g_00199
OG0001305	Prao.g_00978	Syas.g_01027
OG0001306	Prao.g_01103	Syas.g_01202
OG0001307	Prao.g_01256	Syas.g_01923
OG0001308	Prao.g_01407	Syas.g_02830
OG0001309	Prao.g_01490	Syas.g_00003
OG0001310	Prao.g_01564	Syas.g_02666
OG0001311	Prao.g_00951	Syas.g_00213
OG0001312	Prao.g_00883	Syas.g_00414
OG0001315	Prao.g_00200	Syas.g_01566
OG0001317	Prao.g_00372	Syas.g_02553
OG0001318	Prao.g_00394	Syas.g_01706
OG0001319	Prao.g_00410	Syas.g_01736
OG0001323	Prao.g_00625	Syas.g_00006
OG0001325	Prao.g_00653	Syas.g_00179
OG0001326	Prao.g_00817	Syas.g_01960, Syas.g_01961
OG0001327	Prao.g_00993	Syas.g_00687
OG0001329	Prao.g_01129	Syas.g_00773
OG0001330	Prao.g_01306	Syas.g_02865
OG0001331	Prao.g_01233	Syas.g_01267
OG0001333	Prao.g_01589	Syas.g_02598
OG0001336	Prao.g_01826	Syas.g_02003
OG0001339	Prao.g_00242	Syas.g_02425
OG0001345	Prao.g_01070	Syas.g_01132
OG0001346	Prao.g_01275	Syas.g_02853
OG0001349	Prao.g_01360	Syas.g_02643
OG0001351	Prao.g_00558	Syas.g_01280
OG0001353	Prao.g_00773	Syas.g_00228
OG0001354	Prao.g_00912	Syas.g_00526
OG0001355	Prao.g_01521	Syas.g_01057
OG0001358	Prao.g_00059	Syas.g_00122
OG0001360	Prao.g_01021	Syas.g_01130
OG0001361	Prao.g_01073	Syas.g_01135
OG0001364	Prao.g_01714	Syas.g_02212
OG0001365	Prao.g_01793	Syas.g_01886
OG0001371	Prao.g_00117	Syas.g_02499
OG0001373	Prao.g_00816	Syas.g_01959
OG0001374	Prao.g_00824	Syas.g_01968
OG0001376	Prao.g_00987	Syas.g_00468
OG0001377	Prao.g_00988	Syas.g_00467
OG0001378	Prao.g_01157	Syas.g_01500
OG0001379	Prao.g_01282	Syas.g_02861
OG0001380	Prao.g_01251	Syas.g_00126
OG0001385	Prao.g_00813	Syas.g_01956
OG0001386	Prao.g_00814	Syas.g_01957
OG0001387	Prao.g_00815	Syas.g_01958
OG0001388	Prao.g_00818	Syas.g_01962
OG0001389	Prao.g_00819	Syas.g_01963
OG0001390	Prao.g_00820	Syas.g_01964
OG0001391	Prao.g_00821	Syas.g_01965
OG0001392	Prao.g_00822	Syas.g_01966
OG0001393	Prao.g_00823	Syas.g_01967
OG0001395	Prao.g_00961	Syas.g_00195
OG0001396	Prao.g_01188	Syas.g_01949
OG0001399	Prao.g_01632	Syas.g_02459
OG0001401	Prao.g_00642	Syas.g_00233
OG0001402	Prao.g_00702	Syas.g_00112
OG0001406	Prao.g_00986	Syas.g_00469
OG0001408	Prao.g_01005	Syas.g_00142
OG0001409	Prao.g_01082	Syas.g_00154
OG0001411	Prao.g_01218	Syas.g_01156
OG0001412	Prao.g_01190	Syas.g_01951
OG0001413	Prao.g_01481	Syas.g_01481
OG0001416	Prao.g_00565	Syas.g_01061
OG0001417	Prao.g_00575	Syas.g_00507
OG0001418	Prao.g_00122	Syas.g_01177
OG0001420	Prao.g_01148	Syas.g_00017
OG0001423	Prao.g_01368	Syas.g_02532
OG0001428	Prao.g_00310	Syas.g_02325
OG0001429	Prao.g_00730	Syas.g_00401
OG0001432	Prao.g_01479	Syas.g_01484
OG0001438	Prao.g_00430	Syas.g_01767
OG0001439	Prao.g_00443	Syas.g_01809
OG0001441	Prao.g_00627	Syas.g_00008
OG0001447	Prao.g_00265	Syas.g_02390
OG0001449	Prao.g_00527	Syas.g_02567
OG0001450	Prao.g_00125	Syas.g_02208, Syas.g_00474
OG0001451	Prao.g_00802	Syas.g_02342, Syas.g_02343
OG0001452	Prao.g_00832	Syas.g_01700
OG0001453	Prao.g_00924	Syas.g_00547
OG0001454	Prao.g_01014	Syas.g_01483
OG0001456	Prao.g_01112	Syas.g_01969
OG0001457	Prao.g_01111	Syas.g_01970
OG0001458	Prao.g_01110	Syas.g_01971
OG0001459	Prao.g_01323	Syas.g_02778
OG0001471	Prao.g_01482	Syas.g_01819
OG0001473	Prao.g_01762	Syas.g_00323
OG0001477	Prao.g_00006	Syas.g_00934
OG0001479	Prao.g_00473	Syas.g_01537
OG0001480	Prao.g_00504	Syas.g_00771
OG0001482	Prao.g_00561	Syas.g_00535
OG0001484	Prao.g_01298	Syas.g_00166, Syas.g_00167
OG0001486	Prao.g_01091	Syas.g_01186
OG0001492	Prao.g_01042	Syas.g_01077
OG0001493	Prao.g_01034	Syas.g_01069
OG0001495	Prao.g_01637	Syas.g_01641
OG0001496	Prao.g_00008	Syas.g_00936
OG0001497	Prao.g_00007	Syas.g_00935
OG0001502	Prao.g_00710	Syas.g_00290
OG0001504	Prao.g_01322	Syas.g_02777
OG0001505	Prao.g_01205	Syas.g_02135
OG0001507	Prao.g_01532	Syas.g_01183
OG0001514	Prao.g_00009	Syas.g_00937
OG0001520	Prao.g_00522	Syas.g_00828
OG0001522	Prao.g_00774	Syas.g_00369
OG0001546	Prao.g_00630	Syas.g_00011
OG0001547	Prao.g_00712	Syas.g_00300
OG0001549	Prao.g_00800	Syas.g_00482
OG0001554	Prao.g_01488	Syas.g_00153
OG0001555	Prao.g_01501	Syas.g_00654
OG0001558	Prao.g_00638	Syas.g_02053
OG0001564	Prao.g_01209	Syas.g_01034
OG0001567	Prao.g_00711	Syas.g_00294
OG0001568	Prao.g_00713	Syas.g_00368
OG0001570	Prao.g_01146	Syas.g_00309
OG0001573	Prao.g_01352	Syas.g_02025
OG0001584	Prao.g_00875	Syas.g_00607
OG0001587	Prao.g_01611	Syas.g_02569
OG0001625	Prao.g_00396	Syas.g_01708
OG0001627	Prao.g_00691	Syas.g_01474
OG0001641	Prao.g_01200	Syas.g_00545
OG0001647	Prao.g_00411	Syas.g_01738
OG0001652	Prao.g_00636	Syas.g_02051
OG0001666	Prao.g_01324	Syas.g_02785
OG0001671	Prao.g_00151	Syas.g_01830
OG0001748	Prao.g_00152	Syas.g_01832
OG0001837	Prao.g_00153	Syas.g_01831
OG0001928	Prao.g_01376	Syas.g_02787
OG0001959	Prao.g_01345	Syas.g_01814
OG0002029	Prao.g_01325	Syas.g_01930, Syas.g_02786
OG0002098	Prao.g_01357	Syas.g_02127, Syas.g_02608
OG0002295	Prao.g_01372	Syas.g_01373
OG0002364	Prao.g_00731	Syas.g_00402
OG0002699	Prao.g_01356	Syas.g_02123
OG0002731	Prao.g_00643	Syas.g_00197
OG0002732	Prao.g_00644	Syas.g_02223
OG0002916	Prao.g_01259	Syas.g_00615
OG0002932	Prao.g_00645	Syas.g_02224
OG0002933	Prao.g_00646	Syas.g_02225
