Orthogroup	Prao	Prah
OG0001180	Prao.g_01693	Prah.g_01988
OG0001181	Prao.g_01697	Prah.g_01984
OG0001182	Prao.g_01704	Prah.g_01976
OG0001183	Prao.g_01708	Prah.g_01965
OG0001184	Prao.g_01724	Prah.g_02239
OG0001185	Prao.g_01738	Prah.g_00156
OG0001186	Prao.g_01761	Prah.g_00088
OG0001187	Prao.g_01765	Prah.g_00085
OG0001188	Prao.g_01768	Prah.g_00080
OG0001189	Prao.g_01785	Prah.g_00057
OG0001190	Prao.g_01789	Prah.g_02490
OG0001191	Prao.g_01799	Prah.g_02503
OG0001192	Prao.g_01804	Prah.g_02508
OG0001193	Prao.g_01814	Prah.g_02548
OG0001194	Prao.g_01815	Prah.g_02550
OG0001195	Prao.g_01816	Prah.g_02551
OG0001196	Prao.g_01829	Prah.g_02587
OG0001197	Prao.g_01830	Prah.g_02589
OG0001198	Prao.g_01838	Prah.g_02601
OG0001199	Prao.g_00213	Prah.g_01844
OG0001200	Prao.g_00215	Prah.g_01846
OG0001201	Prao.g_00246	Prah.g_01898
OG0001202	Prao.g_00337	Prah.g_02359
OG0001204	Prao.g_00381	Prah.g_02077
OG0001205	Prao.g_00549	Prah.g_00240
OG0001206	Prao.g_00568	Prah.g_00291
OG0001207	Prao.g_00583	Prah.g_01575
OG0001208	Prao.g_00588	Prah.g_01564
OG0001209	Prao.g_01856	Prah.g_01498
OG0001210	Prao.g_01159	Prah.g_01484
OG0001211	Prao.g_01169	Prah.g_01467
OG0001212	Prao.g_00034	Prah.g_01407
OG0001213	Prao.g_00068	Prah.g_00510
OG0001214	Prao.g_00076	Prah.g_00499
OG0001215	Prao.g_00128	Prah.g_00973
OG0001216	Prao.g_00650	Prah.g_00885
OG0001217	Prao.g_00687	Prah.g_01447
OG0001218	Prao.g_00694	Prah.g_00356
OG0001219	Prao.g_00729	Prah.g_00755
OG0001220	Prao.g_00793	Prah.g_00575
OG0001221	Prao.g_00856	Prah.g_00715
OG0001222	Prao.g_00894	Prah.g_02517
OG0001223	Prao.g_00920	Prah.g_00824
OG0001224	Prao.g_00970	Prah.g_00911
OG0001225	Prao.g_00972	Prah.g_00913
OG0001226	Prao.g_01001	Prah.g_01192
OG0001227	Prao.g_01019	Prah.g_01601
OG0001228	Prao.g_01044	Prah.g_01278
OG0001229	Prao.g_01241	Prah.g_01663
OG0001230	Prao.g_01389	Prah.g_00418
OG0001231	Prao.g_01493	Prah.g_00018
OG0001232	Prao.g_01575	Prah.g_01704
OG0001233	Prao.g_01595	Prah.g_01732
OG0001234	Prao.g_01630	Prah.g_02055
OG0001235	Prao.g_01640	Prah.g_02047
OG0001236	Prao.g_01721	Prah.g_02235
OG0001238	Prao.g_01800	Prah.g_02504
OG0001239	Prao.g_00210	Prah.g_01841
OG0001240	Prao.g_00232	Prah.g_01881
OG0001241	Prao.g_00240	Prah.g_01891
OG0001242	Prao.g_00258	Prah.g_00185
OG0001243	Prao.g_00264	Prah.g_02251
OG0001244	Prao.g_00279	Prah.g_02279
OG0001245	Prao.g_00514	Prah.g_01181
OG0001246	Prao.g_00610	Prah.g_01537
OG0001247	Prao.g_00121	Prah.g_00625
OG0001248	Prao.g_00123	Prah.g_00981
OG0001249	Prao.g_00718	Prah.g_01946
OG0001250	Prao.g_00782	Prah.g_00597
OG0001252	Prao.g_00965	Prah.g_00906
OG0001253	Prao.g_01020	Prah.g_01176
OG0001254	Prao.g_01120	Prah.g_02525
OG0001255	Prao.g_01105	Prah.g_01037
OG0001256	Prao.g_01486	Prah.g_01658
OG0001258	Prao.g_01549	Prah.g_01671
OG0001259	Prao.g_01593	Prah.g_01730
OG0001260	Prao.g_01609	Prah.g_01761
OG0001261	Prao.g_01679	Prah.g_02004
OG0001262	Prao.g_01783	Prah.g_00060
OG0001263	Prao.g_00267	Prah.g_02253
OG0001265	Prao.g_00257	Prah.g_00187
OG0001266	Prao.g_00341	Prah.g_02363
OG0001267	Prao.g_00417	Prah.g_02134
OG0001268	Prao.g_00475	Prah.g_01934
OG0001269	Prao.g_00493	Prah.g_00579
OG0001270	Prao.g_00538	Prah.g_00228
OG0001271	Prao.g_00578	Prah.g_00309
OG0001272	Prao.g_00592	Prah.g_01560
OG0001273	Prao.g_00070	Prah.g_00506
OG0001274	Prao.g_00141	Prah.g_02393
OG0001275	Prao.g_00930	Prah.g_00837
OG0001276	Prao.g_00949	Prah.g_00855
OG0001277	Prao.g_01009	Prah.g_02573
OG0001278	Prao.g_01039	Prah.g_01284
OG0001280	Prao.g_01277	Prah.g_01361
OG0001281	Prao.g_01271	Prah.g_01370
OG0001283	Prao.g_01216	Prah.g_02582
OG0001285	Prao.g_01578	Prah.g_01709
OG0001286	Prao.g_01691	Prah.g_01990
OG0001287	Prao.g_01745	Prah.g_00148
OG0001288	Prao.g_01754	Prah.g_00130
OG0001290	Prao.g_00239	Prah.g_01890
OG0001292	Prao.g_00386	Prah.g_02083
OG0001293	Prao.g_00399	Prah.g_02108
OG0001294	Prao.g_00512	Prah.g_00443
OG0001295	Prao.g_00573	Prah.g_01481
OG0001296	Prao.g_00615	Prah.g_01531
OG0001297	Prao.g_00620	Prah.g_01527
OG0001298	Prao.g_01869	Prah.g_01435
OG0001300	Prao.g_00131	Prah.g_00986
OG0001301	Prao.g_00134	Prah.g_01023
OG0001302	Prao.g_00727	Prah.g_01802
OG0001307	Prao.g_01256	Prah.g_00326
OG0001308	Prao.g_01407	Prah.g_00396
OG0001309	Prao.g_01490	Prah.g_01521
OG0001310	Prao.g_01564	Prah.g_01693
OG0001311	Prao.g_00951	Prah.g_00857
OG0001312	Prao.g_00883	Prah.g_00766
OG0001313	Prao.g_00641	Prah.g_00300, Prah.g_00299
OG0001316	Prao.g_00278	Prah.g_02269
OG0001319	Prao.g_00410	Prah.g_02124
OG0001321	Prao.g_00555	Prah.g_00253
OG0001322	Prao.g_00556	Prah.g_00254
OG0001323	Prao.g_00625	Prah.g_01518
OG0001324	Prao.g_00132	Prah.g_00987
OG0001326	Prao.g_00817	Prah.g_02557
OG0001327	Prao.g_00993	Prah.g_00555
OG0001328	Prao.g_01018	Prah.g_00722
OG0001329	Prao.g_01129	Prah.g_01213
OG0001330	Prao.g_01306	Prah.g_01354
OG0001331	Prao.g_01233	Prah.g_01581
OG0001332	Prao.g_01439	Prah.g_01605
OG0001333	Prao.g_01589	Prah.g_01726
OG0001334	Prao.g_01711	Prah.g_01961
OG0001335	Prao.g_01712	Prah.g_01960
OG0001336	Prao.g_01826	Prah.g_02583
OG0001339	Prao.g_00242	Prah.g_01893
OG0001340	Prao.g_00464	Prah.g_01949
OG0001341	Prao.g_00685	Prah.g_00615
OG0001344	Prao.g_01085	Prah.g_01317
OG0001347	Prao.g_01189	Prah.g_00098
OG0001350	Prao.g_00375, Prao.g_01537	Prah.g_01778
OG0001351	Prao.g_00558	Prah.g_00256
OG0001352	Prao.g_00118	Prah.g_01029
OG0001353	Prao.g_00773	Prah.g_00606
OG0001354	Prao.g_00912	Prah.g_00813
OG0001355	Prao.g_01521	Prah.g_00710
OG0001358	Prao.g_00059	Prah.g_00527
OG0001360	Prao.g_01021	Prah.g_01240
OG0001361	Prao.g_01073	Prah.g_01294
OG0001362	Prao.g_01411	Prah.g_00390
OG0001363	Prao.g_01413	Prah.g_00388
OG0001365	Prao.g_01793	Prah.g_02495
OG0001369	Prao.g_00231	Prah.g_01880
OG0001371	Prao.g_00117	Prah.g_01789
OG0001372	Prao.g_00693	Prah.g_01812
OG0001373	Prao.g_00816	Prah.g_02556
OG0001374	Prao.g_00824	Prah.g_02564
OG0001376	Prao.g_00987	Prah.g_02511
OG0001377	Prao.g_00988	Prah.g_02510
OG0001378	Prao.g_01157	Prah.g_00223
OG0001379	Prao.g_01282	Prah.g_01356
OG0001380	Prao.g_01251	Prah.g_00571
OG0001381	Prao.g_01245	Prah.g_00895
OG0001382	Prao.g_01505	Prah.g_00891
OG0001385	Prao.g_00813	Prah.g_02553
OG0001386	Prao.g_00814	Prah.g_02554
OG0001387	Prao.g_00815	Prah.g_02555
OG0001388	Prao.g_00818	Prah.g_02558
OG0001389	Prao.g_00819	Prah.g_02559
OG0001390	Prao.g_00820	Prah.g_02560
OG0001391	Prao.g_00821	Prah.g_02561
OG0001392	Prao.g_00822	Prah.g_02562
OG0001393	Prao.g_00823	Prah.g_02563
OG0001395	Prao.g_00961	Prah.g_00868
OG0001396	Prao.g_01188	Prah.g_00081
OG0001397	Prao.g_01412	Prah.g_00389
OG0001399	Prao.g_01632	Prah.g_01971, Prah.g_00340
OG0001401	Prao.g_00642	Prah.g_00602
OG0001402	Prao.g_00702	Prah.g_00522
OG0001405	Prao.g_00462	Prah.g_01957
OG0001406	Prao.g_00986	Prah.g_02512
OG0001409	Prao.g_01082	Prah.g_01307
OG0001410	Prao.g_01255	Prah.g_00325
OG0001412	Prao.g_01190	Prah.g_00083
OG0001414	Prao.g_00367	Prah.g_01786
OG0001415	Prao.g_00369	Prah.g_01412
OG0001416	Prao.g_00565	Prah.g_01367
OG0001418	Prao.g_00122	Prah.g_02051
OG0001422	Prao.g_01511	Prah.g_00282
OG0001423	Prao.g_01368	Prah.g_01078
OG0001425	Prao.g_01803	Prah.g_02507
OG0001431	Prao.g_01308	Prah.g_00998
OG0001437	Prao.g_00368	Prah.g_01411
OG0001438	Prao.g_00430	Prah.g_02149
OG0001441	Prao.g_00627	Prah.g_01516
OG0001442	Prao.g_00678	Prah.g_00691
OG0001446	Prao.g_00218	Prah.g_01211
OG0001449	Prao.g_00527	Prah.g_01806
OG0001450	Prao.g_00125	Prah.g_00965
OG0001451	Prao.g_00802	Prah.g_00866
OG0001452	Prao.g_00832	Prah.g_01220
OG0001455	Prao.g_01135	Prah.g_02425
OG0001462	Prao.g_00180	Prah.g_00044
OG0001463	Prao.g_00423	Prah.g_02142
OG0001464	Prao.g_00465	Prah.g_01948
OG0001477	Prao.g_00006	Prah.g_01020
OG0001479	Prao.g_00473	Prah.g_01936
OG0001484	Prao.g_01298	Prah.g_00892
OG0001485	Prao.g_01522	Prah.g_01609
OG0001491	Prao.g_00725	Prah.g_01231, Prah.g_01233
OG0001495	Prao.g_01637	Prah.g_02045
OG0001496	Prao.g_00008	Prah.g_01016
OG0001497	Prao.g_00007	Prah.g_01019
OG0001500	Prao.g_00401	Prah.g_01785
OG0001501	Prao.g_00143	Prah.g_01344
OG0001503	Prao.g_01115	Prah.g_01803
OG0001505	Prao.g_01205	Prah.g_00100
OG0001506	Prao.g_01437	Prah.g_01217
OG0001514	Prao.g_00009	Prah.g_01015
OG0001550	Prao.g_01132	Prah.g_01182
OG0001553	Prao.g_01394	Prah.g_00411
OG0001555	Prao.g_01501	Prah.g_01817
OG0001558	Prao.g_00638	Prah.g_00021
OG0001585	Prao.g_01329	Prah.g_01081
OG0001627	Prao.g_00691	Prah.g_01613
OG0001641	Prao.g_01200	Prah.g_00827
OG0001652	Prao.g_00636	Prah.g_00019
OG0001669	Prao.g_00184	Prah.g_00094
OG0001670	Prao.g_01526	Prah.g_01003
OG0001671	Prao.g_00151	Prah.g_02407
OG0001696	Prao.g_00803	Prah.g_00964
OG0001698	Prao.g_00994	Prah.g_01034
OG0001748	Prao.g_00152	Prah.g_02405
OG0001758	Prao.g_01541	Prah.g_01121
OG0001837	Prao.g_00153	Prah.g_02406
OG0001875	Prao.g_01542	Prah.g_01122
OG0001876	Prao.g_01543	Prah.g_01123
OG0001992	Prao.g_00700	Prah.g_00339, Prah.g_01973
OG0002490	Prao.g_01206	Prah.g_00103
