Orthogroup	Prao	Prbe
OG0001125	Prao.g_00953	Prbe.g_01397
OG0001126	Prao.g_00963	Prbe.g_01308
OG0001127	Prao.g_00964	Prbe.g_01307
OG0001128	Prao.g_00966	Prbe.g_01305
OG0001129	Prao.g_00967	Prbe.g_01304
OG0001130	Prao.g_00968	Prbe.g_01303
OG0001131	Prao.g_01007	Prbe.g_01919
OG0001132	Prao.g_01016	Prbe.g_00071
OG0001133	Prao.g_01137	Prbe.g_00374
OG0001134	Prao.g_01122	Prbe.g_00041
OG0001135	Prao.g_01119	Prbe.g_00044
OG0001136	Prao.g_01092	Prbe.g_01552
OG0001137	Prao.g_01081	Prbe.g_01540
OG0001138	Prao.g_01063	Prbe.g_01519
OG0001139	Prao.g_01062	Prbe.g_01517
OG0001140	Prao.g_01061	Prbe.g_01516
OG0001141	Prao.g_01060	Prbe.g_01515
OG0001142	Prao.g_01059	Prbe.g_01514
OG0001143	Prao.g_01052	Prbe.g_01507
OG0001144	Prao.g_01047	Prbe.g_01502
OG0001145	Prao.g_01284	Prbe.g_00901
OG0001146	Prao.g_01272	Prbe.g_00889
OG0001147	Prao.g_01253	Prbe.g_00869
OG0001148	Prao.g_01237	Prbe.g_00371
OG0001149	Prao.g_01236	Prbe.g_00370
OG0001150	Prao.g_01235	Prbe.g_00369
OG0001151	Prao.g_01224	Prbe.g_00358
OG0001152	Prao.g_01223	Prbe.g_00357
OG0001153	Prao.g_01428	Prbe.g_00279
OG0001154	Prao.g_01429	Prbe.g_00278
OG0001155	Prao.g_01441	Prbe.g_00261
OG0001156	Prao.g_01444	Prbe.g_00258
OG0001157	Prao.g_01445	Prbe.g_00257
OG0001158	Prao.g_01446	Prbe.g_00256
OG0001159	Prao.g_01447	Prbe.g_00255
OG0001160	Prao.g_01471	Prbe.g_00229
OG0001161	Prao.g_01484	Prbe.g_01042
OG0001162	Prao.g_01495	Prbe.g_00017
OG0001163	Prao.g_01544	Prbe.g_00994
OG0001164	Prao.g_01548	Prbe.g_00990
OG0001165	Prao.g_01551	Prbe.g_00987
OG0001166	Prao.g_01571	Prbe.g_00966
OG0001167	Prao.g_01588	Prbe.g_00949
OG0001168	Prao.g_01590	Prbe.g_00947
OG0001169	Prao.g_01592	Prbe.g_00945
OG0001170	Prao.g_01594	Prbe.g_00943
OG0001171	Prao.g_01603	Prbe.g_00933
OG0001172	Prao.g_01618	Prbe.g_01113
OG0001173	Prao.g_01619	Prbe.g_01112
OG0001174	Prao.g_01627	Prbe.g_01104
OG0001175	Prao.g_01628	Prbe.g_01103
OG0001176	Prao.g_01635	Prbe.g_01095
OG0001177	Prao.g_01638	Prbe.g_01093
OG0001178	Prao.g_01643	Prbe.g_00980
OG0001179	Prao.g_01671	Prbe.g_00853
OG0001180	Prao.g_01693	Prbe.g_00830
OG0001181	Prao.g_01697	Prbe.g_00826
OG0001182	Prao.g_01704	Prbe.g_00818
OG0001183	Prao.g_01708	Prbe.g_00813
OG0001184	Prao.g_01724	Prbe.g_00795
OG0001185	Prao.g_01738	Prbe.g_00779
OG0001186	Prao.g_01761	Prbe.g_00747
OG0001187	Prao.g_01765	Prbe.g_00750
OG0001188	Prao.g_01768	Prbe.g_00752
OG0001189	Prao.g_01785	Prbe.g_01146
OG0001190	Prao.g_01789	Prbe.g_01151
OG0001191	Prao.g_01799	Prbe.g_01161
OG0001192	Prao.g_01804	Prbe.g_01166
OG0001193	Prao.g_01814	Prbe.g_01178
OG0001194	Prao.g_01815	Prbe.g_01179
OG0001195	Prao.g_01816	Prbe.g_01180
OG0001196	Prao.g_01829	Prbe.g_01196
OG0001197	Prao.g_01830	Prbe.g_01198
OG0001198	Prao.g_01838	Prbe.g_01062
OG0001199	Prao.g_00213	Prbe.g_00179
OG0001200	Prao.g_00215	Prbe.g_00181
OG0001201	Prao.g_00246	Prbe.g_01650
OG0001202	Prao.g_00337	Prbe.g_01748
OG0001203	Prao.g_00376	Prbe.g_01790
OG0001204	Prao.g_00381	Prbe.g_01796
OG0001205	Prao.g_00549	Prbe.g_01943
OG0001206	Prao.g_00568	Prbe.g_00667
OG0001207	Prao.g_00583	Prbe.g_00656
OG0001208	Prao.g_00588	Prbe.g_00651
OG0001209	Prao.g_01856	Prbe.g_00600
OG0001210	Prao.g_01159	Prbe.g_00595
OG0001211	Prao.g_01169	Prbe.g_00585
OG0001212	Prao.g_00034	Prbe.g_00538
OG0001213	Prao.g_00068	Prbe.g_00503
OG0001214	Prao.g_00076	Prbe.g_01483
OG0001215	Prao.g_00128	Prbe.g_00465
OG0001216	Prao.g_00650	Prbe.g_01216
OG0001217	Prao.g_00687	Prbe.g_00055
OG0001218	Prao.g_00694	Prbe.g_01612
OG0001219	Prao.g_00729	Prbe.g_01321
OG0001220	Prao.g_00793	Prbe.g_01278
OG0001221	Prao.g_00856	Prbe.g_00428
OG0001222	Prao.g_00894	Prbe.g_01400
OG0001223	Prao.g_00920	Prbe.g_01368
OG0001224	Prao.g_00970	Prbe.g_01301
OG0001225	Prao.g_00972	Prbe.g_01299
OG0001226	Prao.g_01001	Prbe.g_00495
OG0001227	Prao.g_01019	Prbe.g_01597
OG0001228	Prao.g_01044	Prbe.g_01499
OG0001229	Prao.g_01241	Prbe.g_01611
OG0001230	Prao.g_01389	Prbe.g_00318
OG0001231	Prao.g_01493	Prbe.g_01920
OG0001232	Prao.g_01575	Prbe.g_00962
OG0001233	Prao.g_01595	Prbe.g_00942
OG0001234	Prao.g_01630	Prbe.g_01101
OG0001235	Prao.g_01640	Prbe.g_01097
OG0001236	Prao.g_01721	Prbe.g_00798
OG0001238	Prao.g_01800	Prbe.g_01162
OG0001239	Prao.g_00210	Prbe.g_00176
OG0001240	Prao.g_00232	Prbe.g_01633
OG0001241	Prao.g_00240	Prbe.g_01643
OG0001242	Prao.g_00258	Prbe.g_01663
OG0001243	Prao.g_00264	Prbe.g_01670
OG0001244	Prao.g_00279	Prbe.g_01685
OG0001245	Prao.g_00514	Prbe.g_01588
OG0001247	Prao.g_00121	Prbe.g_00458
OG0001248	Prao.g_00123	Prbe.g_00460
OG0001249	Prao.g_00718	Prbe.g_01889
OG0001250	Prao.g_00782	Prbe.g_01265
OG0001251	Prao.g_00830	Prbe.g_00106
OG0001252	Prao.g_00965	Prbe.g_01306
OG0001253	Prao.g_01020	Prbe.g_00492
OG0001254	Prao.g_01120	Prbe.g_00043
OG0001255	Prao.g_01105	Prbe.g_01567
OG0001256	Prao.g_01486	Prbe.g_00222
OG0001258	Prao.g_01549	Prbe.g_00989
OG0001259	Prao.g_01593	Prbe.g_00944
OG0001260	Prao.g_01609	Prbe.g_00927
OG0001261	Prao.g_01679	Prbe.g_00845
OG0001262	Prao.g_01783	Prbe.g_01144
OG0001263	Prao.g_00267	Prbe.g_01672
OG0001265	Prao.g_00257	Prbe.g_01662
OG0001266	Prao.g_00341	Prbe.g_01752
OG0001267	Prao.g_00417	Prbe.g_01834
OG0001268	Prao.g_00475	Prbe.g_01897
OG0001269	Prao.g_00493	Prbe.g_01277
OG0001270	Prao.g_00538	Prbe.g_01932
OG0001271	Prao.g_00578	Prbe.g_00661
OG0001272	Prao.g_00592	Prbe.g_00647
OG0001273	Prao.g_00070	Prbe.g_01489
OG0001274	Prao.g_00141	Prbe.g_01776
OG0001275	Prao.g_00930	Prbe.g_01378
OG0001276	Prao.g_00949	Prbe.g_01392
OG0001277	Prao.g_01009	Prbe.g_01184
OG0001278	Prao.g_01039	Prbe.g_01495
OG0001280	Prao.g_01277	Prbe.g_00894
OG0001281	Prao.g_01271	Prbe.g_00888
OG0001282	Prao.g_01238	Prbe.g_00372
OG0001283	Prao.g_01216	Prbe.g_01193
OG0001284	Prao.g_01466	Prbe.g_00236
OG0001285	Prao.g_01578	Prbe.g_00959
OG0001286	Prao.g_01691	Prbe.g_00832
OG0001287	Prao.g_01745	Prbe.g_00772
OG0001288	Prao.g_01754	Prbe.g_00762
OG0001289	Prao.g_00226	Prbe.g_00191
OG0001290	Prao.g_00239	Prbe.g_01642
OG0001292	Prao.g_00386	Prbe.g_01801
OG0001293	Prao.g_00399	Prbe.g_01814
OG0001295	Prao.g_00573	Prbe.g_00005
OG0001296	Prao.g_00615	Prbe.g_00624
OG0001297	Prao.g_00620	Prbe.g_00619
OG0001298	Prao.g_01869	Prbe.g_00558
OG0001299	Prao.g_00105	Prbe.g_01452
OG0001300	Prao.g_00131	Prbe.g_01199
OG0001301	Prao.g_00134	Prbe.g_01204
OG0001302	Prao.g_00727	Prbe.g_01317
OG0001304	Prao.g_00959	Prbe.g_01405
OG0001305	Prao.g_00978	Prbe.g_01293
OG0001306	Prao.g_01103	Prbe.g_01564
OG0001307	Prao.g_01256	Prbe.g_00398
OG0001308	Prao.g_01407	Prbe.g_00301
OG0001309	Prao.g_01490	Prbe.g_00194
OG0001310	Prao.g_01564	Prbe.g_00972
OG0001311	Prao.g_00951	Prbe.g_01394
OG0001312	Prao.g_00883	Prbe.g_01330
OG0001315	Prao.g_00200	Prbe.g_01602
OG0001316	Prao.g_00278	Prbe.g_01684
OG0001317	Prao.g_00372	Prbe.g_01786
OG0001318	Prao.g_00394	Prbe.g_01810
OG0001319	Prao.g_00410	Prbe.g_01827
OG0001320	Prao.g_00515	Prbe.g_01130, Prbe.g_01024
OG0001321	Prao.g_00555	Prbe.g_01949
OG0001322	Prao.g_00556	Prbe.g_01950
OG0001323	Prao.g_00625	Prbe.g_00614
OG0001324	Prao.g_00132	Prbe.g_01200
OG0001325	Prao.g_00653	Prbe.g_01435
OG0001327	Prao.g_00993	Prbe.g_00405
OG0001328	Prao.g_01018	Prbe.g_00912
OG0001329	Prao.g_01129	Prbe.g_01026
OG0001330	Prao.g_01306	Prbe.g_00205
OG0001331	Prao.g_01233	Prbe.g_00367
OG0001332	Prao.g_01439	Prbe.g_00265
OG0001333	Prao.g_01589	Prbe.g_00948
OG0001334	Prao.g_01711	Prbe.g_00810
OG0001335	Prao.g_01712	Prbe.g_00809
OG0001339	Prao.g_00242	Prbe.g_01645
OG0001340	Prao.g_00464	Prbe.g_01885
OG0001341	Prao.g_00685	Prbe.g_01604
OG0001342	Prao.g_00722	Prbe.g_01003
OG0001343	Prao.g_00826, Prao.g_00827	Prbe.g_00103
OG0001344	Prao.g_01085	Prbe.g_01545
OG0001345	Prao.g_01070	Prbe.g_01529
OG0001346	Prao.g_01275	Prbe.g_00892
OG0001349	Prao.g_01360	Prbe.g_00349
OG0001350	Prao.g_00375, Prao.g_01537	Prbe.g_01789
OG0001351	Prao.g_00558	Prbe.g_00675
OG0001352	Prao.g_00118	Prbe.g_00454
OG0001353	Prao.g_00773	Prbe.g_01255
OG0001354	Prao.g_00912	Prbe.g_01360
OG0001355	Prao.g_01521	Prbe.g_01414
OG0001359	Prao.g_00828	Prbe.g_00104
OG0001362	Prao.g_01411	Prbe.g_00297
OG0001363	Prao.g_01413	Prbe.g_00295
OG0001364	Prao.g_01714	Prbe.g_00807
OG0001365	Prao.g_01793	Prbe.g_01155
OG0001369	Prao.g_00231	Prbe.g_01632
OG0001371	Prao.g_00117	Prbe.g_00453
OG0001372	Prao.g_00693	Prbe.g_00494
OG0001375	Prao.g_00825	Prbe.g_00102
OG0001379	Prao.g_01282	Prbe.g_00899
OG0001380	Prao.g_01251	Prbe.g_01614
OG0001381	Prao.g_01245	Prbe.g_01574
OG0001382	Prao.g_01505	Prbe.g_01617
OG0001397	Prao.g_01412	Prbe.g_00296
OG0001401	Prao.g_00642	Prbe.g_01260
OG0001402	Prao.g_00702	Prbe.g_00509
OG0001404	Prao.g_00207	Prbe.g_00173
OG0001407	Prao.g_00999	Prbe.g_01621
OG0001409	Prao.g_01082	Prbe.g_01541
OG0001410	Prao.g_01255	Prbe.g_00399
OG0001411	Prao.g_01218	Prbe.g_00166
OG0001414	Prao.g_00367	Prbe.g_01781
OG0001415	Prao.g_00369	Prbe.g_01783
OG0001418	Prao.g_00122	Prbe.g_00459
OG0001419	Prao.g_01000	Prbe.g_01620
OG0001421	Prao.g_01487	Prbe.g_00221
OG0001422	Prao.g_01511	Prbe.g_01624
OG0001423	Prao.g_01368	Prbe.g_00698
OG0001424	Prao.g_01015, Prao.g_00831	Prbe.g_00074
OG0001425	Prao.g_01803	Prbe.g_01165
OG0001428	Prao.g_00310	Prbe.g_01720
OG0001429	Prao.g_00730	Prbe.g_01322
OG0001430	Prao.g_01312	Prbe.g_01613
OG0001431	Prao.g_01308	Prbe.g_01595, Prbe.g_00013
OG0001437	Prao.g_00368	Prbe.g_01782
OG0001440	Prao.g_00532	Prbe.g_01021, Prbe.g_01027
OG0001446	Prao.g_00218	Prbe.g_00066
OG0001448	Prao.g_00502	Prbe.g_00677
OG0001450	Prao.g_00125	Prbe.g_00462
OG0001451	Prao.g_00802	Prbe.g_01289
OG0001455	Prao.g_01135	Prbe.g_01605
OG0001463	Prao.g_00423	Prbe.g_01841
OG0001464	Prao.g_00465	Prbe.g_01886
OG0001465	Prao.g_00140	Prbe.g_01211
OG0001467	Prao.g_00719	Prbe.g_00378
OG0001468	Prao.g_00991	Prbe.g_00094
OG0001472	Prao.g_01489	Prbe.g_00486
OG0001477	Prao.g_00006	Prbe.g_00744
OG0001481	Prao.g_00508	Prbe.g_00913
OG0001484	Prao.g_01298	Prbe.g_00206
OG0001485	Prao.g_01522	Prbe.g_00714
OG0001486	Prao.g_01091	Prbe.g_01551
OG0001491	Prao.g_00725	Prbe.g_01314
OG0001496	Prao.g_00008	Prbe.g_00742
OG0001497	Prao.g_00007	Prbe.g_00743
OG0001500	Prao.g_00401	Prbe.g_01816
OG0001501	Prao.g_00143	Prbe.g_00403
OG0001503	Prao.g_01115	Prbe.g_00060
OG0001505	Prao.g_01205	Prbe.g_00088
OG0001506	Prao.g_01437	Prbe.g_00267
OG0001514	Prao.g_00009	Prbe.g_00741
OG0001521	Prao.g_00686	Prbe.g_01312
OG0001522	Prao.g_00774	Prbe.g_01256
OG0001523	Prao.g_01118	Prbe.g_00046
OG0001524	Prao.g_01117	Prbe.g_00047
OG0001526	Prao.g_01613	Prbe.g_00161
OG0001549	Prao.g_00800	Prbe.g_01287
OG0001550	Prao.g_01132	Prbe.g_00056
OG0001552	Prao.g_00016	Prbe.g_00218
OG0001564	Prao.g_01209	Prbe.g_00160
OG0001566	Prao.g_00115	Prbe.g_00450
OG0001569	Prao.g_01026	Prbe.g_00685
OG0001571	Prao.g_01139	Prbe.g_00724
OG0001581	Prao.g_00282	Prbe.g_00874
OG0001583	Prao.g_00724	Prbe.g_01313
OG0001584	Prao.g_00875	Prbe.g_01442
OG0001587	Prao.g_01611	Prbe.g_00925
OG0001595	Prao.g_00206	Prbe.g_00171
OG0001596	Prao.g_00214	Prbe.g_00180
OG0001597	Prao.g_00497	Prbe.g_00270
OG0001599	Prao.g_00566	Prbe.g_00669
OG0001600	Prao.g_00617	Prbe.g_00622
OG0001601	Prao.g_00113	Prbe.g_00448
OG0001603	Prao.g_00726	Prbe.g_01316
OG0001604	Prao.g_00853	Prbe.g_00425
OG0001605	Prao.g_00942	Prbe.g_00061
OG0001606	Prao.g_01336	Prbe.g_00051
OG0001607	Prao.g_01116	Prbe.g_00712
OG0001608	Prao.g_01248	Prbe.g_01408
OG0001609	Prao.g_01435	Prbe.g_00269
OG0001610	Prao.g_01438	Prbe.g_00266
OG0001611	Prao.g_01499	Prbe.g_01123
OG0001626	Prao.g_00684	Prbe.g_00707
OG0001628	Prao.g_00696	Prbe.g_00496
OG0001629	Prao.g_00697	Prbe.g_00733
OG0001630	Prao.g_00835	Prbe.g_00111
OG0001631	Prao.g_00996	Prbe.g_00716
OG0001641	Prao.g_01200	Prbe.g_01371
OG0001648	Prao.g_00507	Prbe.g_01049
OG0001649	Prao.g_00997	Prbe.g_00053
OG0001651	Prao.g_01498	Prbe.g_01585
OG0001663	Prao.g_01106	Prbe.g_01568
OG0001664	Prao.g_01350	Prbe.g_00033
OG0001665	Prao.g_01347	Prbe.g_01575
OG0001669	Prao.g_00184	Prbe.g_00875, Prbe.g_01043
OG0001670	Prao.g_01526	Prbe.g_00701
OG0001685	Prao.g_00804	Prbe.g_00491
OG0001686	Prao.g_00941	Prbe.g_01589
OG0001687	Prao.g_00990	Prbe.g_00671
OG0001689	Prao.g_01752	Prbe.g_00764
OG0001697	Prao.g_00811	Prbe.g_01315
OG0001701	Prao.g_01614	Prbe.g_00162
OG0001705	Prao.g_00528	Prbe.g_00923
OG0001706	Prao.g_00005	Prbe.g_00023
OG0001707	Prao.g_01013	Prbe.g_01596
OG0001709	Prao.g_01196	Prbe.g_00335
OG0001710	Prao.g_01633	Prbe.g_00478
OG0001722	Prao.g_00833	Prbe.g_00109
OG0001758	Prao.g_01541	Prbe.g_01007
OG0001875	Prao.g_01542	Prbe.g_01008
OG0001876	Prao.g_01543	Prbe.g_01009
OG0002034	Prao.g_01031	Prbe.g_00500
OG0002098	Prao.g_01357	Prbe.g_00390
OG0002275	Prao.g_01339	Prbe.g_01015
OG0003243	Prao.g_00001	Prbe.g_01016
