Orthogroup	Prao	Syaa
OG0001140	Prao.g_01061	Syaa.g_00999
OG0001141	Prao.g_01060	Syaa.g_00998
OG0001142	Prao.g_01059	Syaa.g_00997
OG0001143	Prao.g_01052	Syaa.g_00987
OG0001144	Prao.g_01047	Syaa.g_00978
OG0001145	Prao.g_01284	Syaa.g_00748
OG0001146	Prao.g_01272	Syaa.g_00729
OG0001147	Prao.g_01253	Syaa.g_01837
OG0001148	Prao.g_01237	Syaa.g_02061
OG0001149	Prao.g_01236	Syaa.g_02062
OG0001150	Prao.g_01235	Syaa.g_02063
OG0001151	Prao.g_01224	Syaa.g_02076
OG0001152	Prao.g_01223	Syaa.g_02077
OG0001153	Prao.g_01428	Syaa.g_01811
OG0001154	Prao.g_01429	Syaa.g_01812
OG0001156	Prao.g_01444	Syaa.g_00623
OG0001157	Prao.g_01445	Syaa.g_00622
OG0001158	Prao.g_01446	Syaa.g_00619
OG0001159	Prao.g_01447	Syaa.g_00618
OG0001160	Prao.g_01471	Syaa.g_00574
OG0001161	Prao.g_01484	Syaa.g_02620
OG0001162	Prao.g_01495	Syaa.g_01203
OG0001163	Prao.g_01544	Syaa.g_00566
OG0001164	Prao.g_01548	Syaa.g_00560
OG0001165	Prao.g_01551	Syaa.g_00555
OG0001166	Prao.g_01571	Syaa.g_00527
OG0001167	Prao.g_01588	Syaa.g_00673
OG0001168	Prao.g_01590	Syaa.g_00672
OG0001169	Prao.g_01592	Syaa.g_00670
OG0001170	Prao.g_01594	Syaa.g_00668
OG0001171	Prao.g_01603	Syaa.g_00655
OG0001172	Prao.g_01618	Syaa.g_02347
OG0001173	Prao.g_01619	Syaa.g_02346
OG0001174	Prao.g_01627	Syaa.g_02338
OG0001175	Prao.g_01628	Syaa.g_02337
OG0001176	Prao.g_01635	Syaa.g_02314
OG0001177	Prao.g_01638	Syaa.g_02316
OG0001178	Prao.g_01643	Syaa.g_00546
OG0001179	Prao.g_01671	Syaa.g_02268
OG0001180	Prao.g_01693	Syaa.g_02243
OG0001181	Prao.g_01697	Syaa.g_02239
OG0001182	Prao.g_01704	Syaa.g_02230
OG0001183	Prao.g_01708	Syaa.g_02224
OG0001184	Prao.g_01724	Syaa.g_00151
OG0001186	Prao.g_01761	Syaa.g_00081
OG0001187	Prao.g_01765	Syaa.g_00082
OG0001188	Prao.g_01768	Syaa.g_00075
OG0001189	Prao.g_01785	Syaa.g_00057
OG0001190	Prao.g_01789	Syaa.g_02592
OG0001191	Prao.g_01799	Syaa.g_02605
OG0001192	Prao.g_01804	Syaa.g_02612
OG0001193	Prao.g_01814	Syaa.g_02658
OG0001194	Prao.g_01815	Syaa.g_02660
OG0001195	Prao.g_01816	Syaa.g_02661
OG0001196	Prao.g_01829	Syaa.g_02741
OG0001197	Prao.g_01830	Syaa.g_02743
OG0001198	Prao.g_01838	Syaa.g_02755
OG0001199	Prao.g_00213	Syaa.g_00347
OG0001200	Prao.g_00215	Syaa.g_00345
OG0001201	Prao.g_00246	Syaa.g_02381
OG0001202	Prao.g_00337	Syaa.g_02528
OG0001203	Prao.g_00376	Syaa.g_02106
OG0001204	Prao.g_00381	Syaa.g_00316
OG0001205	Prao.g_00549	Syaa.g_00713
OG0001206	Prao.g_00568	Syaa.g_01855
OG0001207	Prao.g_00583	Syaa.g_02058
OG0001208	Prao.g_00588	Syaa.g_02049
OG0001209	Prao.g_01856	Syaa.g_01977
OG0001210	Prao.g_01159	Syaa.g_01967
OG0001211	Prao.g_01169	Syaa.g_01950
OG0001212	Prao.g_00034	Syaa.g_01892
OG0001213	Prao.g_00068	Syaa.g_01646
OG0001214	Prao.g_00076	Syaa.g_01631
OG0001215	Prao.g_00128	Syaa.g_00914
OG0001216	Prao.g_00650	Syaa.g_01238
OG0001217	Prao.g_00687	Syaa.g_01559
OG0001218	Prao.g_00694	Syaa.g_01820
OG0001219	Prao.g_00729	Syaa.g_01404
OG0001220	Prao.g_00793	Syaa.g_00812
OG0001221	Prao.g_00856	Syaa.g_01111
OG0001222	Prao.g_00894	Syaa.g_01371
OG0001223	Prao.g_00920	Syaa.g_01326
OG0001224	Prao.g_00970	Syaa.g_00874
OG0001225	Prao.g_00972	Syaa.g_00876
OG0001226	Prao.g_01001	Syaa.g_01579
OG0001227	Prao.g_01019	Syaa.g_02622
OG0001228	Prao.g_01044	Syaa.g_00695
OG0001229	Prao.g_01241	Syaa.g_00899
OG0001230	Prao.g_01389	Syaa.g_01764
OG0001231	Prao.g_01493	Syaa.g_00017
OG0001232	Prao.g_01575	Syaa.g_00508
OG0001233	Prao.g_01595	Syaa.g_00667
OG0001234	Prao.g_01630	Syaa.g_02333
OG0001235	Prao.g_01640	Syaa.g_02323
OG0001236	Prao.g_01721	Syaa.g_00154
OG0001238	Prao.g_01800	Syaa.g_02607
OG0001239	Prao.g_00210	Syaa.g_00350
OG0001240	Prao.g_00232	Syaa.g_02364
OG0001241	Prao.g_00240	Syaa.g_02374
OG0001242	Prao.g_00258	Syaa.g_02407
OG0001243	Prao.g_00264	Syaa.g_02415
OG0001244	Prao.g_00279	Syaa.g_02445
OG0001245	Prao.g_00514	Syaa.g_01492
OG0001246	Prao.g_00610	Syaa.g_02023
OG0001247	Prao.g_00121	Syaa.g_01207
OG0001248	Prao.g_00123	Syaa.g_01204
OG0001250	Prao.g_00782	Syaa.g_00832
OG0001251	Prao.g_00830	Syaa.g_02667
OG0001252	Prao.g_00965	Syaa.g_00867
OG0001253	Prao.g_01020	Syaa.g_01467
OG0001254	Prao.g_01120	Syaa.g_01029
OG0001255	Prao.g_01105	Syaa.g_01696
OG0001256	Prao.g_01486	Syaa.g_00567
OG0001257	Prao.g_01492	Syaa.g_00405, Syaa.g_01418
OG0001258	Prao.g_01549	Syaa.g_00557
OG0001259	Prao.g_01593	Syaa.g_00669
OG0001260	Prao.g_01609	Syaa.g_00642
OG0001261	Prao.g_01679	Syaa.g_02259
OG0001262	Prao.g_01783	Syaa.g_00059
OG0001263	Prao.g_00267	Syaa.g_02418
OG0001265	Prao.g_00257	Syaa.g_02405
OG0001266	Prao.g_00341	Syaa.g_02532
OG0001267	Prao.g_00417	Syaa.g_00262
OG0001268	Prao.g_00475	Syaa.g_02176
OG0001269	Prao.g_00493	Syaa.g_01499
OG0001270	Prao.g_00538	Syaa.g_00701
OG0001271	Prao.g_00578	Syaa.g_01845
OG0001272	Prao.g_00592	Syaa.g_02045
OG0001273	Prao.g_00070	Syaa.g_01639
OG0001274	Prao.g_00141	Syaa.g_02563
OG0001275	Prao.g_00930	Syaa.g_01311
OG0001276	Prao.g_00949	Syaa.g_01295
OG0001277	Prao.g_01009	Syaa.g_02724
OG0001278	Prao.g_01039	Syaa.g_00966
OG0001280	Prao.g_01277	Syaa.g_00738
OG0001281	Prao.g_01271	Syaa.g_00728
OG0001282	Prao.g_01238	Syaa.g_02060
OG0001283	Prao.g_01216	Syaa.g_02734
OG0001284	Prao.g_01466	Syaa.g_00583
OG0001286	Prao.g_01691	Syaa.g_02245
OG0001287	Prao.g_01745	Syaa.g_00121
OG0001289	Prao.g_00226	Syaa.g_00327
OG0001290	Prao.g_00239	Syaa.g_02373
OG0001292	Prao.g_00386	Syaa.g_00310
OG0001293	Prao.g_00399	Syaa.g_00288
OG0001294	Prao.g_00512	Syaa.g_01076
OG0001295	Prao.g_00573	Syaa.g_01964
OG0001296	Prao.g_00615	Syaa.g_02017
OG0001297	Prao.g_00620	Syaa.g_02013
OG0001298	Prao.g_01869	Syaa.g_01913
OG0001299	Prao.g_00105	Syaa.g_01070
OG0001300	Prao.g_00131	Syaa.g_00905
OG0001301	Prao.g_00134	Syaa.g_00891
OG0001302	Prao.g_00727	Syaa.g_01600
OG0001304	Prao.g_00959	Syaa.g_01281
OG0001305	Prao.g_00978	Syaa.g_00885
OG0001306	Prao.g_01103	Syaa.g_00753
OG0001309	Prao.g_01490	Syaa.g_02005
OG0001310	Prao.g_01564	Syaa.g_00535
OG0001311	Prao.g_00951	Syaa.g_01293
OG0001312	Prao.g_00883	Syaa.g_01391
OG0001315	Prao.g_00200	Syaa.g_02226
OG0001316	Prao.g_00278	Syaa.g_02434
OG0001317	Prao.g_00372	Syaa.g_02112
OG0001318	Prao.g_00394	Syaa.g_00296
OG0001319	Prao.g_00410	Syaa.g_00273
OG0001321	Prao.g_00555	Syaa.g_00719
OG0001322	Prao.g_00556	Syaa.g_00720
OG0001323	Prao.g_00625	Syaa.g_02002
OG0001324	Prao.g_00132	Syaa.g_00904
OG0001325	Prao.g_00653	Syaa.g_01243
OG0001326	Prao.g_00817	Syaa.g_00396, Syaa.g_02672
OG0001327	Prao.g_00993	Syaa.g_01083
OG0001328	Prao.g_01018	Syaa.g_01104
OG0001330	Prao.g_01306	Syaa.g_00746
OG0001331	Prao.g_01233	Syaa.g_02065
OG0001334	Prao.g_01711	Syaa.g_02216
OG0001335	Prao.g_01712	Syaa.g_02215
OG0001336	Prao.g_01826	Syaa.g_02735
OG0001339	Prao.g_00242	Syaa.g_02376
OG0001340	Prao.g_00464	Syaa.g_02199
OG0001341	Prao.g_00685	Syaa.g_00897
OG0001343	Prao.g_00826, Prao.g_00827	Syaa.g_02664
OG0001344	Prao.g_01085	Syaa.g_00775
OG0001345	Prao.g_01070	Syaa.g_00803
OG0001346	Prao.g_01275	Syaa.g_00734
OG0001347	Prao.g_01189	Syaa.g_00445, Syaa.g_01019
OG0001349	Prao.g_01360	Syaa.g_00454, Syaa.g_00437
OG0001350	Prao.g_01537	Syaa.g_02107
OG0001351	Prao.g_00558	Syaa.g_01863
OG0001352	Prao.g_00118	Syaa.g_01987
OG0001353	Prao.g_00773	Syaa.g_00841
OG0001354	Prao.g_00912	Syaa.g_01338
OG0001355	Prao.g_01521	Syaa.g_01524
OG0001358	Prao.g_00059	Syaa.g_01663
OG0001359	Prao.g_00828	Syaa.g_02663
OG0001360	Prao.g_01021	Syaa.g_00805
OG0001361	Prao.g_01073	Syaa.g_00800
OG0001362	Prao.g_01411	Syaa.g_01789
OG0001363	Prao.g_01413	Syaa.g_01791
OG0001364	Prao.g_01714	Syaa.g_00171
OG0001369	Prao.g_00231	Syaa.g_02363
OG0001373	Prao.g_00816	Syaa.g_02671
OG0001374	Prao.g_00824	Syaa.g_02679
OG0001375	Prao.g_00825	Syaa.g_02665
OG0001376	Prao.g_00987	Syaa.g_02614
OG0001377	Prao.g_00988	Syaa.g_02613
OG0001378	Prao.g_01157	Syaa.g_00700
OG0001379	Prao.g_01282	Syaa.g_00744
OG0001382	Prao.g_01505	Syaa.g_01866
OG0001385	Prao.g_00813	Syaa.g_02668
OG0001386	Prao.g_00814	Syaa.g_02669
OG0001387	Prao.g_00815	Syaa.g_02670
OG0001388	Prao.g_00818	Syaa.g_02673
OG0001389	Prao.g_00819	Syaa.g_02674
OG0001390	Prao.g_00820	Syaa.g_02675
OG0001391	Prao.g_00821	Syaa.g_02676
OG0001392	Prao.g_00822	Syaa.g_02677
OG0001393	Prao.g_00823	Syaa.g_02678
OG0001395	Prao.g_00961	Syaa.g_01267
OG0001396	Prao.g_01188	Syaa.g_00196
OG0001401	Prao.g_00642	Syaa.g_00837
OG0001402	Prao.g_00702	Syaa.g_01658
OG0001404	Prao.g_00207	Syaa.g_00355
OG0001405	Prao.g_00462	Syaa.g_02213
OG0001406	Prao.g_00986	Syaa.g_02615
OG0001407	Prao.g_00999	Syaa.g_01986
OG0001408	Prao.g_01005	Syaa.g_00953
OG0001411	Prao.g_01218	Syaa.g_00457
OG0001412	Prao.g_01190	Syaa.g_00442
OG0001413	Prao.g_01481	Syaa.g_01590
OG0001416	Prao.g_00565	Syaa.g_00731
OG0001417	Prao.g_00575	Syaa.g_01339
OG0001419	Prao.g_01000	Syaa.g_01985
OG0001420	Prao.g_01148	Syaa.g_01991
OG0001421	Prao.g_01487	Syaa.g_01583, Syaa.g_01469
OG0001422	Prao.g_01511	Syaa.g_00743
OG0001423	Prao.g_01368	Syaa.g_00365
OG0001428	Prao.g_00310	Syaa.g_02481
OG0001430	Prao.g_01312	Syaa.g_02584
OG0001432	Prao.g_01479	Syaa.g_00930
OG0001438	Prao.g_00430	Syaa.g_00247
OG0001439	Prao.g_00443	Syaa.g_00221
OG0001441	Prao.g_00627	Syaa.g_02000
OG0001442	Prao.g_00678	Syaa.g_01138
OG0001447	Prao.g_00265	Syaa.g_02416
OG0001448	Prao.g_00502	Syaa.g_00423
OG0001449	Prao.g_00527	Syaa.g_02098, Syaa.g_01042
OG0001452	Prao.g_00832	Syaa.g_00301
OG0001453	Prao.g_00924	Syaa.g_01319
OG0001454	Prao.g_01014	Syaa.g_01580
OG0001456	Prao.g_01112	Syaa.g_02687
OG0001457	Prao.g_01111	Syaa.g_02688
OG0001458	Prao.g_01110	Syaa.g_02689
OG0001459	Prao.g_01323	Syaa.g_01040
OG0001465	Prao.g_00140	Syaa.g_01211
OG0001467	Prao.g_00719	Syaa.g_01601
OG0001468	Prao.g_00991	Syaa.g_01597
OG0001471	Prao.g_01482	Syaa.g_00226
OG0001473	Prao.g_01762	Syaa.g_01603
OG0001477	Prao.g_00006	Syaa.g_00893
OG0001479	Prao.g_00473	Syaa.g_02178
OG0001480	Prao.g_00504	Syaa.g_00810
OG0001482	Prao.g_00561	Syaa.g_01329
OG0001486	Prao.g_01091	Syaa.g_00768
OG0001492	Prao.g_01042	Syaa.g_00969
OG0001493	Prao.g_01034	Syaa.g_00961
OG0001495	Prao.g_01637	Syaa.g_02317
OG0001496	Prao.g_00008	Syaa.g_00895
OG0001497	Prao.g_00007	Syaa.g_00894
OG0001499	Prao.g_00199	Syaa.g_01698
OG0001502	Prao.g_00710	Syaa.g_00819
OG0001504	Prao.g_01322	Syaa.g_01039
OG0001507	Prao.g_01532	Syaa.g_02137
OG0001514	Prao.g_00009	Syaa.g_00896
OG0001520	Prao.g_00522	Syaa.g_01929
OG0001523	Prao.g_01118	Syaa.g_02713
OG0001524	Prao.g_01117	Syaa.g_02714
OG0001546	Prao.g_00630	Syaa.g_01997
OG0001547	Prao.g_00712	Syaa.g_01420
OG0001548	Prao.g_00716	Syaa.g_01573
OG0001549	Prao.g_00800	Syaa.g_00806
OG0001551	Prao.g_01113	Syaa.g_00853
OG0001552	Prao.g_00016	Syaa.g_01229
OG0001554	Prao.g_01488	Syaa.g_02590
OG0001558	Prao.g_00638	Syaa.g_00022
OG0001564	Prao.g_01209	Syaa.g_02683
OG0001567	Prao.g_00711	Syaa.g_01421
OG0001568	Prao.g_00713	Syaa.g_01416
OG0001570	Prao.g_01146	Syaa.g_01693
OG0001573	Prao.g_01352	Syaa.g_02519, Syaa.g_01013, Syaa.g_00198
OG0001582	Prao.g_00574	Syaa.g_01746
OG0001602	Prao.g_00139	Syaa.g_01210
OG0001607	Prao.g_01116	Syaa.g_01519
OG0001613	Prao.g_01706	Syaa.g_02227
OG0001625	Prao.g_00396	Syaa.g_00294
OG0001627	Prao.g_00691	Syaa.g_00629
OG0001633	Prao.g_01242	Syaa.g_00855
OG0001641	Prao.g_01200	Syaa.g_01321
OG0001647	Prao.g_00411	Syaa.g_00271
OG0001652	Prao.g_00636	Syaa.g_00018
OG0001666	Prao.g_01324	Syaa.g_01506, Syaa.g_00399
OG0001667	Prao.g_01303	Syaa.g_01129
OG0001671	Prao.g_00151	Syaa.g_02552
OG0001709	Prao.g_01196	Syaa.g_00453
OG0001718	Prao.g_00498	Syaa.g_00941
OG0001928	Prao.g_01376	Syaa.g_01727
OG0001959	Prao.g_01345	Syaa.g_01047
OG0001991	Prao.g_00562	Syaa.g_01102
OG0002295	Prao.g_01372	Syaa.g_01275
OG0002399	Prao.g_01374	Syaa.g_01278, Syaa.g_02641, Syaa.g_01729, Syaa.g_01726
OG0002416	Prao.g_01028	Syaa.g_01538
OG0002490	Prao.g_01206	Syaa.g_00468
OG0002562	Prao.g_01365	Syaa.g_00378, Syaa.g_01741, Syaa.g_01270, Syaa.g_02631
OG0002731	Prao.g_00643	Syaa.g_02655
OG0002732	Prao.g_00644	Syaa.g_00110, Syaa.g_00111
OG0002932	Prao.g_00645	Syaa.g_00109
OG0002933	Prao.g_00646	Syaa.g_00108
