Orthogroup	Prao	Syal
OG0001178	Prao.g_01643	Syal.g_00592
OG0001179	Prao.g_01671	Syal.g_00256
OG0001180	Prao.g_01693	Syal.g_00282
OG0001182	Prao.g_01704	Syal.g_00295
OG0001183	Prao.g_01708	Syal.g_00302
OG0001184	Prao.g_01724	Syal.g_01359
OG0001185	Prao.g_01738	Syal.g_01453
OG0001186	Prao.g_01761	Syal.g_00179
OG0001187	Prao.g_01765	Syal.g_00175
OG0001188	Prao.g_01768	Syal.g_00172
OG0001189	Prao.g_01785	Syal.g_00152
OG0001190	Prao.g_01789	Syal.g_01067
OG0001191	Prao.g_01799	Syal.g_01083
OG0001192	Prao.g_01804	Syal.g_01090
OG0001193	Prao.g_01814	Syal.g_01128
OG0001194	Prao.g_01815	Syal.g_01130
OG0001195	Prao.g_01816	Syal.g_01131
OG0001196	Prao.g_01829	Syal.g_00078
OG0001197	Prao.g_01830	Syal.g_00080
OG0001198	Prao.g_01838	Syal.g_00093
OG0001199	Prao.g_00213	Syal.g_00757
OG0001200	Prao.g_00215	Syal.g_00759
OG0001201	Prao.g_00246	Syal.g_00821
OG0001202	Prao.g_00337	Syal.g_00956
OG0001203	Prao.g_00376	Syal.g_00683
OG0001204	Prao.g_00381	Syal.g_01201
OG0001205	Prao.g_00549	Syal.g_00515
OG0001206	Prao.g_00568	Syal.g_00490
OG0001207	Prao.g_00583	Syal.g_02889
OG0001208	Prao.g_00588	Syal.g_02899
OG0001209	Prao.g_01856	Syal.g_02835
OG0001210	Prao.g_01159	Syal.g_02827
OG0001211	Prao.g_01169	Syal.g_02811
OG0001212	Prao.g_00034	Syal.g_02754
OG0001213	Prao.g_00068	Syal.g_02701
OG0001214	Prao.g_00076	Syal.g_02634
OG0001215	Prao.g_00128	Syal.g_01786
OG0001216	Prao.g_00650	Syal.g_01861
OG0001217	Prao.g_00687	Syal.g_02067
OG0001218	Prao.g_00694	Syal.g_00429
OG0001219	Prao.g_00729	Syal.g_02036
OG0001220	Prao.g_00793	Syal.g_02494
OG0001221	Prao.g_00856	Syal.g_02258
OG0001222	Prao.g_00894	Syal.g_02006
OG0001223	Prao.g_00920	Syal.g_01960
OG0001224	Prao.g_00970	Syal.g_01827
OG0001225	Prao.g_00972	Syal.g_01825
OG0001226	Prao.g_01001	Syal.g_00767
OG0001227	Prao.g_01019	Syal.g_01575
OG0001228	Prao.g_01044	Syal.g_02451
OG0001229	Prao.g_01241	Syal.g_01801
OG0001230	Prao.g_01389	Syal.g_00029
OG0001231	Prao.g_01493	Syal.g_00114
OG0001232	Prao.g_01575	Syal.g_00622
OG0001233	Prao.g_01595	Syal.g_00645
OG0001234	Prao.g_01630	Syal.g_00212
OG0001236	Prao.g_01721	Syal.g_01352
OG0001238	Prao.g_01800	Syal.g_01085
OG0001239	Prao.g_00210	Syal.g_00754
OG0001240	Prao.g_00232	Syal.g_00804
OG0001241	Prao.g_00240	Syal.g_00814
OG0001242	Prao.g_00258	Syal.g_00844
OG0001243	Prao.g_00264	Syal.g_00852
OG0001244	Prao.g_00279	Syal.g_00882
OG0001245	Prao.g_00514	Syal.g_02522
OG0001246	Prao.g_00610	Syal.g_02927
OG0001247	Prao.g_00121	Syal.g_01126
OG0001248	Prao.g_00123	Syal.g_01778
OG0001249	Prao.g_00718	Syal.g_00337
OG0001250	Prao.g_00782	Syal.g_02469
OG0001251	Prao.g_00830	Syal.g_02576
OG0001252	Prao.g_00965	Syal.g_01834
OG0001253	Prao.g_01020	Syal.g_02521
OG0001254	Prao.g_01120	Syal.g_02507
OG0001255	Prao.g_01105	Syal.g_02609
OG0001256	Prao.g_01486	Syal.g_00571
OG0001257	Prao.g_01492	Syal.g_02262
OG0001258	Prao.g_01549	Syal.g_00582
OG0001259	Prao.g_01593	Syal.g_00643
OG0001260	Prao.g_01609	Syal.g_00665
OG0001261	Prao.g_01679	Syal.g_00265
OG0001262	Prao.g_01783	Syal.g_00154
OG0001263	Prao.g_00267	Syal.g_00856
OG0001264	Prao.g_00015	Syal.g_00191
OG0001265	Prao.g_00257	Syal.g_00842
OG0001266	Prao.g_00341	Syal.g_00960
OG0001267	Prao.g_00417	Syal.g_01263
OG0001268	Prao.g_00475	Syal.g_00353
OG0001269	Prao.g_00493	Syal.g_02567
OG0001270	Prao.g_00538	Syal.g_00528
OG0001271	Prao.g_00578	Syal.g_00466
OG0001272	Prao.g_00592	Syal.g_02903
OG0001273	Prao.g_00070	Syal.g_02641
OG0001274	Prao.g_00141	Syal.g_01007
OG0001275	Prao.g_00930	Syal.g_01932
OG0001276	Prao.g_00949	Syal.g_01914
OG0001277	Prao.g_01009	Syal.g_02963
OG0001278	Prao.g_01039	Syal.g_01766
OG0001280	Prao.g_01277	Syal.g_01604
OG0001281	Prao.g_01271	Syal.g_01592
OG0001282	Prao.g_01238	Syal.g_02887
OG0001283	Prao.g_01216	Syal.g_01179
OG0001284	Prao.g_01466	Syal.g_03007
OG0001285	Prao.g_01578	Syal.g_00625
OG0001286	Prao.g_01691	Syal.g_00280
OG0001287	Prao.g_01745	Syal.g_01461
OG0001288	Prao.g_01754	Syal.g_01513
OG0001289	Prao.g_00226	Syal.g_00781
OG0001290	Prao.g_00239	Syal.g_00813
OG0001292	Prao.g_00386	Syal.g_01206
OG0001293	Prao.g_00399	Syal.g_01236
OG0001294	Prao.g_00512	Syal.g_02207
OG0001295	Prao.g_00573	Syal.g_01828
OG0001296	Prao.g_00615	Syal.g_02933
OG0001298	Prao.g_01869	Syal.g_02777
OG0001299	Prao.g_00105	Syal.g_02200
OG0001300	Prao.g_00131	Syal.g_01795
OG0001301	Prao.g_00134	Syal.g_01941, Syal.g_01810
OG0001302	Prao.g_00727	Syal.g_02607
OG0001304	Prao.g_00959	Syal.g_01899
OG0001305	Prao.g_00978	Syal.g_01817
OG0001306	Prao.g_01103	Syal.g_01626
OG0001307	Prao.g_01256	Syal.g_02195
OG0001308	Prao.g_01407	Syal.g_00392
OG0001309	Prao.g_01490	Syal.g_02943
OG0001310	Prao.g_01564	Syal.g_00605
OG0001311	Prao.g_00951	Syal.g_01912
OG0001312	Prao.g_00883	Syal.g_02024
OG0001313	Prao.g_00641	Syal.g_00482
OG0001315	Prao.g_00200	Syal.g_00300
OG0001316	Prao.g_00278	Syal.g_00872
OG0001317	Prao.g_00372	Syal.g_00687
OG0001318	Prao.g_00394	Syal.g_01228
OG0001319	Prao.g_00410	Syal.g_01252
OG0001321	Prao.g_00555	Syal.g_00508
OG0001322	Prao.g_00556	Syal.g_00507
OG0001323	Prao.g_00625	Syal.g_02946
OG0001324	Prao.g_00132	Syal.g_01796
OG0001325	Prao.g_00653	Syal.g_01865
OG0001326	Prao.g_00817	Syal.g_01138
OG0001327	Prao.g_00993	Syal.g_02296
OG0001328	Prao.g_01018	Syal.g_02266
OG0001329	Prao.g_01129	Syal.g_01188
OG0001330	Prao.g_01306	Syal.g_01611
OG0001332	Prao.g_01439	Syal.g_02965
OG0001333	Prao.g_01589	Syal.g_00639
OG0001334	Prao.g_01711	Syal.g_00311
OG0001335	Prao.g_01712	Syal.g_00312
OG0001336	Prao.g_01826	Syal.g_01180
OG0001339	Prao.g_00242	Syal.g_00816
OG0001340	Prao.g_00464	Syal.g_00328
OG0001341	Prao.g_00685	Syal.g_02538
OG0001343	Prao.g_00826, Prao.g_00827	Syal.g_01190
OG0001344	Prao.g_01085	Syal.g_01658
OG0001345	Prao.g_01070	Syal.g_01694
OG0001346	Prao.g_01275	Syal.g_01600
OG0001349	Prao.g_01360	Syal.g_01426
OG0001351	Prao.g_00558	Syal.g_00501
OG0001353	Prao.g_00773	Syal.g_02457
OG0001354	Prao.g_00912	Syal.g_01973
OG0001358	Prao.g_00059	Syal.g_02715
OG0001359	Prao.g_00828	Syal.g_01189
OG0001360	Prao.g_01021	Syal.g_01696
OG0001361	Prao.g_01073	Syal.g_01691
OG0001362	Prao.g_01411	Syal.g_00397
OG0001363	Prao.g_01413	Syal.g_00399
OG0001364	Prao.g_01714	Syal.g_01342
OG0001365	Prao.g_01793	Syal.g_01072
OG0001369	Prao.g_00231	Syal.g_00803
OG0001373	Prao.g_00816	Syal.g_01137
OG0001374	Prao.g_00824	Syal.g_01145
OG0001375	Prao.g_00825	Syal.g_01191
OG0001376	Prao.g_00987	Syal.g_01095
OG0001377	Prao.g_00988	Syal.g_01094
OG0001378	Prao.g_01157	Syal.g_00529
OG0001379	Prao.g_01282	Syal.g_01609
OG0001382	Prao.g_01505	Syal.g_00220
OG0001385	Prao.g_00813	Syal.g_01134
OG0001386	Prao.g_00814	Syal.g_01135
OG0001387	Prao.g_00815	Syal.g_01136
OG0001388	Prao.g_00818	Syal.g_01139
OG0001389	Prao.g_00819	Syal.g_01140
OG0001390	Prao.g_00820	Syal.g_01141
OG0001391	Prao.g_00821	Syal.g_01142
OG0001392	Prao.g_00822	Syal.g_01143
OG0001393	Prao.g_00823	Syal.g_01144
OG0001395	Prao.g_00961	Syal.g_02432
OG0001396	Prao.g_01188	Syal.g_01532
OG0001397	Prao.g_01412	Syal.g_00398
OG0001399	Prao.g_01632	Syal.g_00434
OG0001401	Prao.g_00642	Syal.g_02463
OG0001402	Prao.g_00702	Syal.g_02711
OG0001404	Prao.g_00207	Syal.g_00750
OG0001405	Prao.g_00462	Syal.g_00314
OG0001406	Prao.g_00986	Syal.g_01096
OG0001407	Prao.g_00999	Syal.g_01774
OG0001408	Prao.g_01005	Syal.g_02589
OG0001409	Prao.g_01082	Syal.g_01671
OG0001410	Prao.g_01255	Syal.g_02194
OG0001411	Prao.g_01218	Syal.g_01399
OG0001413	Prao.g_01481	Syal.g_02570
OG0001416	Prao.g_00565	Syal.g_01595
OG0001417	Prao.g_00575	Syal.g_01974
OG0001419	Prao.g_01000	Syal.g_01775
OG0001420	Prao.g_01148	Syal.g_02955
OG0001423	Prao.g_01368	Syal.g_00726
OG0001425	Prao.g_01803	Syal.g_01089
OG0001428	Prao.g_00310	Syal.g_00915
OG0001430	Prao.g_01312	Syal.g_01055
OG0001432	Prao.g_01479	Syal.g_02578
OG0001438	Prao.g_00430	Syal.g_01278
OG0001439	Prao.g_00443	Syal.g_01306
OG0001442	Prao.g_00678	Syal.g_02234
OG0001447	Prao.g_00265	Syal.g_00853
OG0001448	Prao.g_00502	Syal.g_02552
OG0001449	Prao.g_00527	Syal.g_01198
OG0001452	Prao.g_00832	Syal.g_01223
OG0001454	Prao.g_01014	Syal.g_02566
OG0001456	Prao.g_01112	Syal.g_01146
OG0001457	Prao.g_01111	Syal.g_01147
OG0001458	Prao.g_01110	Syal.g_01148
OG0001459	Prao.g_01323	Syal.g_01493, Syal.g_02104
OG0001462	Prao.g_00180	Syal.g_00138
OG0001471	Prao.g_01482	Syal.g_01301
OG0001473	Prao.g_01762	Syal.g_02571
OG0001477	Prao.g_00006	Syal.g_01807
OG0001479	Prao.g_00473	Syal.g_00351
OG0001480	Prao.g_00504	Syal.g_02599
OG0001481	Prao.g_00508	Syal.g_00504
OG0001482	Prao.g_00561	Syal.g_01964
OG0001486	Prao.g_01091	Syal.g_01651
OG0001492	Prao.g_01042	Syal.g_01769
OG0001493	Prao.g_01034	Syal.g_01760
OG0001495	Prao.g_01637	Syal.g_00223
OG0001496	Prao.g_00008	Syal.g_01804
OG0001497	Prao.g_00007	Syal.g_01806
OG0001499	Prao.g_00199	Syal.g_00086
OG0001502	Prao.g_00710	Syal.g_02489
OG0001504	Prao.g_01322	Syal.g_02103, Syal.g_01492
OG0001507	Prao.g_01532	Syal.g_02094
OG0001514	Prao.g_00009	Syal.g_01803
OG0001520	Prao.g_00522	Syal.g_02790
OG0001546	Prao.g_00630	Syal.g_02950
OG0001547	Prao.g_00712	Syal.g_02050
OG0001551	Prao.g_01113	Syal.g_01781
OG0001554	Prao.g_01488	Syal.g_01065
OG0001555	Prao.g_01501	Syal.g_02484
OG0001558	Prao.g_00638	Syal.g_00117
OG0001567	Prao.g_00711	Syal.g_02051
OG0001568	Prao.g_00713	Syal.g_02049
OG0001570	Prao.g_01146	Syal.g_02053
OG0001582	Prao.g_00574	Syal.g_02644
OG0001585	Prao.g_01329	Syal.g_00712
OG0001625	Prao.g_00396	Syal.g_01230
OG0001641	Prao.g_01200	Syal.g_01955
OG0001647	Prao.g_00411	Syal.g_01254
OG0001652	Prao.g_00636	Syal.g_00115
OG0001666	Prao.g_01324	Syal.g_01491, Syal.g_02102, Syal.g_02073
OG0001667	Prao.g_01303	Syal.g_02863
OG0001671	Prao.g_00151	Syal.g_00993
OG0001719	Prao.g_00520	Syal.g_01472
OG0001722	Prao.g_00833	Syal.g_00730
OG0001744	Prao.g_00012, Prao.g_01290	Syal.g_00735
OG0001745	Prao.g_01478	Syal.g_02530
OG0001748	Prao.g_00152	Syal.g_00995
OG0001837	Prao.g_00153	Syal.g_00994
OG0002029	Prao.g_01325	Syal.g_00704
OG0002032	Prao.g_01802	Syal.g_02367
OG0002098	Prao.g_01357	Syal.g_01386
OG0002375	Prao.g_01361	Syal.g_01427
OG0003059	Prao.g_01260	Syal.g_01388
OG0004661	Prao.g_00672	Syal.g_02039
