Orthogroup	Prao	Syaq
OG0001147	Prao.g_01253	Syaq.g_00438
OG0001148	Prao.g_01237	Syaq.g_01761
OG0001149	Prao.g_01236	Syaq.g_01760
OG0001150	Prao.g_01235	Syaq.g_01759
OG0001151	Prao.g_01224	Syaq.g_01746
OG0001152	Prao.g_01223	Syaq.g_01745
OG0001153	Prao.g_01428	Syaq.g_00413
OG0001154	Prao.g_01429	Syaq.g_00414
OG0001155	Prao.g_01441	Syaq.g_01739
OG0001156	Prao.g_01444	Syaq.g_01729
OG0001157	Prao.g_01445	Syaq.g_01728
OG0001158	Prao.g_01446	Syaq.g_01727
OG0001159	Prao.g_01447	Syaq.g_01726
OG0001160	Prao.g_01471	Syaq.g_01693
OG0001161	Prao.g_01484	Syaq.g_01233
OG0001162	Prao.g_01495	Syaq.g_00331
OG0001163	Prao.g_01544	Syaq.g_01685
OG0001164	Prao.g_01548	Syaq.g_01679
OG0001165	Prao.g_01551	Syaq.g_01674
OG0001166	Prao.g_01571	Syaq.g_01652
OG0001167	Prao.g_01588	Syaq.g_01039
OG0001169	Prao.g_01592	Syaq.g_01620
OG0001170	Prao.g_01594	Syaq.g_01618
OG0001171	Prao.g_01603	Syaq.g_01607
OG0001172	Prao.g_01618	Syaq.g_00690
OG0001173	Prao.g_01619	Syaq.g_00689
OG0001174	Prao.g_01627	Syaq.g_00681
OG0001175	Prao.g_01628	Syaq.g_00680
OG0001176	Prao.g_01635	Syaq.g_00656
OG0001177	Prao.g_01638	Syaq.g_00658
OG0001178	Prao.g_01643	Syaq.g_01667
OG0001179	Prao.g_01671	Syaq.g_00626
OG0001180	Prao.g_01693	Syaq.g_00600
OG0001181	Prao.g_01697	Syaq.g_00596
OG0001182	Prao.g_01704	Syaq.g_00587
OG0001183	Prao.g_01708	Syaq.g_00579
OG0001184	Prao.g_01724	Syaq.g_00995
OG0001185	Prao.g_01738	Syaq.g_01022
OG0001186	Prao.g_01761	Syaq.g_01058
OG0001187	Prao.g_01765	Syaq.g_01061
OG0001188	Prao.g_01768	Syaq.g_01065
OG0001189	Prao.g_01785	Syaq.g_01095
OG0001190	Prao.g_01789	Syaq.g_01264
OG0001191	Prao.g_01799	Syaq.g_01248
OG0001192	Prao.g_01804	Syaq.g_01242
OG0001193	Prao.g_01814	Syaq.g_01217
OG0001194	Prao.g_01815	Syaq.g_01214
OG0001195	Prao.g_01816	Syaq.g_01213
OG0001196	Prao.g_01829	Syaq.g_01169
OG0001197	Prao.g_01830	Syaq.g_01167
OG0001198	Prao.g_01838	Syaq.g_01153
OG0001199	Prao.g_00213	Syaq.g_01553
OG0001200	Prao.g_00215	Syaq.g_01551
OG0001201	Prao.g_00246	Syaq.g_01486
OG0001202	Prao.g_00337	Syaq.g_01358
OG0001203	Prao.g_00376	Syaq.g_01581
OG0001204	Prao.g_00381	Syaq.g_00709
OG0001205	Prao.g_00549	Syaq.g_00491
OG0001206	Prao.g_00568	Syaq.g_00468
OG0001207	Prao.g_00583	Syaq.g_01764
OG0001208	Prao.g_00588	Syaq.g_01774
OG0001209	Prao.g_01856	Syaq.g_01841
OG0001210	Prao.g_01159	Syaq.g_01852
OG0001211	Prao.g_01169	Syaq.g_01932
OG0001212	Prao.g_00034	Syaq.g_01990
OG0001213	Prao.g_00068	Syaq.g_02072
OG0001214	Prao.g_00076	Syaq.g_02084
OG0001215	Prao.g_00128	Syaq.g_02580
OG0001216	Prao.g_00650	Syaq.g_00026
OG0001217	Prao.g_00687	Syaq.g_01885
OG0001218	Prao.g_00694	Syaq.g_00423
OG0001219	Prao.g_00729	Syaq.g_02434
OG0001220	Prao.g_00793	Syaq.g_02412
OG0001221	Prao.g_00856	Syaq.g_02300
OG0001222	Prao.g_00894	Syaq.g_02472
OG0001223	Prao.g_00920	Syaq.g_02516
OG0001224	Prao.g_00970	Syaq.g_02683
OG0001225	Prao.g_00972	Syaq.g_02681
OG0001226	Prao.g_01001	Syaq.g_01543
OG0001227	Prao.g_01019	Syaq.g_00333
OG0001230	Prao.g_01389	Syaq.g_00361
OG0001231	Prao.g_01493	Syaq.g_01133
OG0001232	Prao.g_01575	Syaq.g_01643
OG0001233	Prao.g_01595	Syaq.g_01617
OG0001234	Prao.g_01630	Syaq.g_00676
OG0001235	Prao.g_01640	Syaq.g_00665
OG0001236	Prao.g_01721	Syaq.g_00990
OG0001238	Prao.g_01800	Syaq.g_01246
OG0001239	Prao.g_00210	Syaq.g_01556
OG0001240	Prao.g_00232	Syaq.g_01502
OG0001241	Prao.g_00240	Syaq.g_01492
OG0001243	Prao.g_00264	Syaq.g_01457
OG0001244	Prao.g_00279	Syaq.g_01430
OG0001245	Prao.g_00514	Syaq.g_01916
OG0001246	Prao.g_00610	Syaq.g_01802
OG0001248	Prao.g_00123	Syaq.g_01891
OG0001249	Prao.g_00718	Syaq.g_00563
OG0001250	Prao.g_00782	Syaq.g_02389
OG0001251	Prao.g_00830	Syaq.g_02135
OG0001252	Prao.g_00965	Syaq.g_02690
OG0001253	Prao.g_01020	Syaq.g_01918
OG0001254	Prao.g_01120	Syaq.g_02214
OG0001255	Prao.g_01105	Syaq.g_02111
OG0001256	Prao.g_01486	Syaq.g_01686
OG0001258	Prao.g_01549	Syaq.g_01676
OG0001259	Prao.g_01593	Syaq.g_01619
OG0001260	Prao.g_01609	Syaq.g_01595
OG0001261	Prao.g_01679	Syaq.g_00617
OG0001262	Prao.g_01783	Syaq.g_01093
OG0001263	Prao.g_00267	Syaq.g_01454
OG0001265	Prao.g_00257	Syaq.g_01466
OG0001266	Prao.g_00341	Syaq.g_01354
OG0001267	Prao.g_00417	Syaq.g_00763
OG0001268	Prao.g_00475	Syaq.g_00553
OG0001269	Prao.g_00493	Syaq.g_01866
OG0001270	Prao.g_00538	Syaq.g_00504
OG0001271	Prao.g_00578	Syaq.g_00445
OG0001272	Prao.g_00592	Syaq.g_01778
OG0001273	Prao.g_00070	Syaq.g_02077
OG0001274	Prao.g_00141	Syaq.g_01303
OG0001275	Prao.g_00930	Syaq.g_02531
OG0001276	Prao.g_00949	Syaq.g_00062
OG0001278	Prao.g_01039	Syaq.g_00155
OG0001280	Prao.g_01277	Syaq.g_00294
OG0001281	Prao.g_01271	Syaq.g_00306
OG0001282	Prao.g_01238	Syaq.g_01762
OG0001283	Prao.g_01216	Syaq.g_01175
OG0001284	Prao.g_01466	Syaq.g_01700
OG0001285	Prao.g_01578	Syaq.g_01639
OG0001286	Prao.g_01691	Syaq.g_00602
OG0001287	Prao.g_01745	Syaq.g_01030
OG0001289	Prao.g_00226	Syaq.g_01528
OG0001290	Prao.g_00239	Syaq.g_01493
OG0001293	Prao.g_00399	Syaq.g_00736
OG0001294	Prao.g_00512	Syaq.g_02252
OG0001296	Prao.g_00615	Syaq.g_01808
OG0001297	Prao.g_00620	Syaq.g_01812
OG0001298	Prao.g_01869	Syaq.g_01967
OG0001299	Prao.g_00105	Syaq.g_02246
OG0001300	Prao.g_00131	Syaq.g_02589
OG0001301	Prao.g_00134	Syaq.g_02602
OG0001302	Prao.g_00727	Syaq.g_02115
OG0001304	Prao.g_00959	Syaq.g_00049
OG0001305	Prao.g_00978	Syaq.g_02673
OG0001306	Prao.g_01103	Syaq.g_00267
OG0001308	Prao.g_01407	Syaq.g_00385
OG0001312	Prao.g_00883	Syaq.g_02449
OG0001313	Prao.g_00641	Syaq.g_00458, Syaq.g_00459
OG0001315	Prao.g_00200	Syaq.g_00581
OG0001316	Prao.g_00278	Syaq.g_01437
OG0001317	Prao.g_00372	Syaq.g_01576
OG0001318	Prao.g_00394	Syaq.g_00728
OG0001319	Prao.g_00410	Syaq.g_00751
OG0001321	Prao.g_00555	Syaq.g_00483
OG0001322	Prao.g_00556	Syaq.g_00482
OG0001323	Prao.g_00625	Syaq.g_01820
OG0001324	Prao.g_00132	Syaq.g_02590
OG0001325	Prao.g_00653	Syaq.g_00030
OG0001326	Prao.g_00817	Syaq.g_01205
OG0001327	Prao.g_00993	Syaq.g_02259
OG0001328	Prao.g_01018	Syaq.g_02280
OG0001329	Prao.g_01129	Syaq.g_02113
OG0001330	Prao.g_01306	Syaq.g_00287
OG0001331	Prao.g_01233	Syaq.g_01757
OG0001333	Prao.g_01589	Syaq.g_01622
OG0001336	Prao.g_01826	Syaq.g_01174
OG0001343	Prao.g_00826, Prao.g_00827	Syaq.g_00700
OG0001345	Prao.g_01070	Syaq.g_00213
OG0001346	Prao.g_01275	Syaq.g_00298
OG0001349	Prao.g_01360	Syaq.g_00942
OG0001350	Prao.g_00375, Prao.g_01537	Syaq.g_01580
OG0001351	Prao.g_00558	Syaq.g_00476
OG0001352	Prao.g_00118	Syaq.g_01904
OG0001353	Prao.g_00773	Syaq.g_02379
OG0001354	Prao.g_00912	Syaq.g_02503
OG0001355	Prao.g_01521	Syaq.g_00797
OG0001358	Prao.g_00059	Syaq.g_02056
OG0001359	Prao.g_00828	Syaq.g_00699
OG0001360	Prao.g_01021	Syaq.g_00211
OG0001361	Prao.g_01073	Syaq.g_00216
OG0001364	Prao.g_01714	Syaq.g_00972
OG0001365	Prao.g_01793	Syaq.g_01259
OG0001369	Prao.g_00231	Syaq.g_01503
OG0001373	Prao.g_00816	Syaq.g_01206
OG0001374	Prao.g_00824	Syaq.g_01198
OG0001375	Prao.g_00825	Syaq.g_00701
OG0001378	Prao.g_01157	Syaq.g_00506
OG0001379	Prao.g_01282	Syaq.g_00289
OG0001380	Prao.g_01251	Syaq.g_01915
OG0001382	Prao.g_01505	Syaq.g_00662
OG0001385	Prao.g_00813	Syaq.g_01209
OG0001386	Prao.g_00814	Syaq.g_01208
OG0001387	Prao.g_00815	Syaq.g_01207
OG0001388	Prao.g_00818	Syaq.g_01204
OG0001389	Prao.g_00819	Syaq.g_01203
OG0001390	Prao.g_00820	Syaq.g_01202
OG0001391	Prao.g_00821	Syaq.g_01201
OG0001392	Prao.g_00822	Syaq.g_01200
OG0001393	Prao.g_00823	Syaq.g_01199
OG0001395	Prao.g_00961	Syaq.g_00045
OG0001396	Prao.g_01188	Syaq.g_01064
OG0001401	Prao.g_00642	Syaq.g_02383
OG0001402	Prao.g_00702	Syaq.g_02061
OG0001408	Prao.g_01005	Syaq.g_02125
OG0001409	Prao.g_01082	Syaq.g_00229
OG0001413	Prao.g_01481	Syaq.g_00139
OG0001416	Prao.g_00565	Syaq.g_00303
OG0001417	Prao.g_00575	Syaq.g_02502
OG0001418	Prao.g_00122	Syaq.g_00243
OG0001420	Prao.g_01148	Syaq.g_01833
OG0001428	Prao.g_00310	Syaq.g_01396
OG0001429	Prao.g_00730	Syaq.g_02438
OG0001430	Prao.g_01312	Syaq.g_01271
OG0001432	Prao.g_01479	Syaq.g_01862
OG0001438	Prao.g_00430	Syaq.g_00778
OG0001439	Prao.g_00443	Syaq.g_00863
OG0001441	Prao.g_00627	Syaq.g_01822
OG0001442	Prao.g_00678	Syaq.g_02322
OG0001447	Prao.g_00265	Syaq.g_01456
OG0001448	Prao.g_00502	Syaq.g_01873
OG0001449	Prao.g_00527	Syaq.g_00698
OG0001452	Prao.g_00832	Syaq.g_00723
OG0001453	Prao.g_00924	Syaq.g_02522
OG0001454	Prao.g_01014	Syaq.g_01917
OG0001456	Prao.g_01112	Syaq.g_01196
OG0001457	Prao.g_01111	Syaq.g_01195
OG0001458	Prao.g_01110	Syaq.g_01194
OG0001462	Prao.g_00180	Syaq.g_01108
OG0001465	Prao.g_00140	Syaq.g_02704
OG0001467	Prao.g_00719	Syaq.g_00354
OG0001471	Prao.g_01482	Syaq.g_00859
OG0001473	Prao.g_01762	Syaq.g_02134
OG0001477	Prao.g_00006	Syaq.g_02599
OG0001479	Prao.g_00473	Syaq.g_00555
OG0001480	Prao.g_00504	Syaq.g_02121
OG0001482	Prao.g_00561	Syaq.g_02512
OG0001484	Prao.g_01298	Syaq.g_02628
OG0001486	Prao.g_01091	Syaq.g_00251
OG0001492	Prao.g_01042	Syaq.g_00158
OG0001493	Prao.g_01034	Syaq.g_00150
OG0001495	Prao.g_01637	Syaq.g_00659
OG0001496	Prao.g_00008	Syaq.g_02596
OG0001497	Prao.g_00007	Syaq.g_02598
OG0001502	Prao.g_00710	Syaq.g_02407
OG0001505	Prao.g_01205	Syaq.g_00934
OG0001514	Prao.g_00009	Syaq.g_02595
OG0001520	Prao.g_00522	Syaq.g_01953
OG0001546	Prao.g_00630	Syaq.g_01825
OG0001547	Prao.g_00712	Syaq.g_02422
OG0001549	Prao.g_00800	Syaq.g_02416
OG0001551	Prao.g_01113	Syaq.g_02572
OG0001553	Prao.g_01394	Syaq.g_00368
OG0001554	Prao.g_01488	Syaq.g_01266
OG0001558	Prao.g_00638	Syaq.g_01130
OG0001564	Prao.g_01209	Syaq.g_02158
OG0001567	Prao.g_00711	Syaq.g_02421
OG0001568	Prao.g_00713	Syaq.g_02424
OG0001570	Prao.g_01146	Syaq.g_02417
OG0001573	Prao.g_01352	Syaq.g_01216, Syaq.g_00355, Syaq.g_02189
OG0001602	Prao.g_00139	Syaq.g_02705
OG0001605	Prao.g_00942	Syaq.g_01892
OG0001613	Prao.g_01706	Syaq.g_00582
OG0001625	Prao.g_00396	Syaq.g_00730
OG0001627	Prao.g_00691	Syaq.g_01735
OG0001641	Prao.g_01200	Syaq.g_02520
OG0001647	Prao.g_00411	Syaq.g_00753
OG0001652	Prao.g_00636	Syaq.g_01132
OG0001666	Prao.g_01324	Syaq.g_02653
OG0001671	Prao.g_00151	Syaq.g_01316
OG0001709	Prao.g_01196	Syaq.g_00943
OG0001748	Prao.g_00152	Syaq.g_01314
OG0001837	Prao.g_00153	Syaq.g_01315
OG0001991	Prao.g_00562	Syaq.g_00123, Syaq.g_00126, Syaq.g_02278
OG0002029	Prao.g_01325	Syaq.g_02609, Syaq.g_02652
OG0002364	Prao.g_00731	Syaq.g_02439
OG0002375	Prao.g_01361	Syaq.g_00479
OG0002416	Prao.g_01028	Syaq.g_01565
