Orthogroup	Syap	Praa
OG0001432	Syap.g_01967	Praa.g_01560
OG0001437	Syap.g_00448	Praa.g_00230
OG0001438	Syap.g_01346, Syap.g_01630	Praa.g_00293
OG0001439	Syap.g_01674	Praa.g_00307
OG0001441	Syap.g_02749	Praa.g_00521
OG0001447	Syap.g_02218	Praa.g_00126
OG0001452	Syap.g_01590	Praa.g_00894
OG0001453	Syap.g_02687	Praa.g_00986
OG0001456	Syap.g_01828	Praa.g_01137
OG0001457	Syap.g_01826	Praa.g_01138
OG0001458	Syap.g_01825	Praa.g_01139
OG0001459	Syap.g_00351	Praa.g_01273
OG0001470	Syap.g_00709	Praa.g_01404
OG0001479	Syap.g_00565	Praa.g_00337
OG0001492	Syap.g_02441	Praa.g_01206
OG0001493	Syap.g_02433	Praa.g_01214
OG0001495	Syap.g_01921	Praa.g_01721
OG0001502	Syap.g_00833	Praa.g_00772
OG0001504	Syap.g_00350	Praa.g_01274
OG0001507	Syap.g_00227	Praa.g_01619
OG0001546	Syap.g_02745	Praa.g_00524
OG0001547	Syap.g_00840, Syap.g_00839	Praa.g_00774
OG0001553	Syap.g_02121	Praa.g_01473
OG0001567	Syap.g_00838	Praa.g_00773
OG0001568	Syap.g_00842	Praa.g_00775
OG0001570	Syap.g_00438	Praa.g_01106
OG0001584	Syap.g_00183	Praa.g_00937
OG0001587	Syap.g_02669	Praa.g_01696
OG0001613	Syap.g_00597	Praa.g_01795
OG0001632	Syap.g_02524	Praa.g_01260
OG0001647	Syap.g_01370	Praa.g_00273
OG0001745	Syap.g_02401	Praa.g_01559
OG0001919	Syap.g_01968	Praa.g_00390
OG0002026	Syap.g_00821	Praa.g_00389
OG0002029	Syap.g_00356	Praa.g_01271
OG0002097	Syap.g_00711	Praa.g_01405
OG0002098	Syap.g_02161	Praa.g_01448
OG0002369	Syap.g_00708, Syap.g_00707, Syap.g_00730	Praa.g_01403
OG0002622	Syap.g_01448	Praa.g_01449
OG0002767	Syap.g_02415	Praa.g_00053
OG0002771	Syap.g_00878	Praa.g_01388
OG0002888	Syap.g_00862	Praa.g_01435
OG0003010	Syap.g_01271, Syap.g_00868	Praa.g_01400
OG0003159	Syap.g_01270	Praa.g_01399
OG0005333	Syap.g_01942	Praa.g_00542
OG0005336	Syap.g_00872	Praa.g_01413
