Orthogroup	Syap	Pran
OG0001437	Syap.g_00448	Pran.g_00202
OG0001438	Syap.g_01346, Syap.g_01630	Pran.g_01901
OG0001439	Syap.g_01674	Pran.g_01887
OG0001441	Syap.g_02749	Pran.g_01657
OG0001443	Syap.g_01006	Pran.g_00595
OG0001447	Syap.g_02218	Pran.g_00308
OG0001452	Syap.g_01590	Pran.g_00416
OG0001453	Syap.g_02687	Pran.g_00509
OG0001456	Syap.g_01828	Pran.g_00082
OG0001457	Syap.g_01826	Pran.g_00081
OG0001458	Syap.g_01825	Pran.g_00080
OG0001459	Syap.g_00351	Pran.g_00954, Pran.g_00642
OG0001460	Syap.g_00789	Pran.g_01392
OG0001461	Syap.g_02707	Pran.g_00916
OG0001474	Syap.g_00562	Pran.g_01855
OG0001492	Syap.g_02441	Pran.g_00013
OG0001493	Syap.g_02433	Pran.g_00005
OG0001502	Syap.g_00833	Pran.g_01373
OG0001504	Syap.g_00350	Pran.g_00953
OG0001507	Syap.g_00227	Pran.g_00613
OG0001527	Syap.g_00287, Syap.g_00292	Pran.g_01615
OG0001546	Syap.g_02745	Pran.g_01654
OG0001547	Syap.g_00840, Syap.g_00839	Pran.g_01371
OG0001553	Syap.g_02121	Pran.g_00736
OG0001556	Syap.g_00041, Syap.g_00411	Pran.g_01398
OG0001567	Syap.g_00838	Pran.g_01372
OG0001568	Syap.g_00842	Pran.g_01370
OG0001570	Syap.g_00438	Pran.g_00118
OG0001584	Syap.g_00183	Pran.g_00460
OG0001587	Syap.g_02669	Pran.g_01029
OG0001613	Syap.g_00597	Pran.g_01124
OG0001632	Syap.g_02524	Pran.g_00520
OG0001634	Syap.g_01956	Pran.g_00610
OG0001669	Syap.g_01283	Pran.g_00910
OG0001700	Syap.g_00975	Pran.g_01393
OG0001745	Syap.g_02401	Pran.g_00651
OG0001919	Syap.g_01968	Pran.g_01798
OG0001991	Syap.g_00791	Pran.g_01387
OG0002026	Syap.g_00821	Pran.g_01799
OG0002029	Syap.g_00356	Pran.g_00956
OG0002097	Syap.g_00711	Pran.g_00813
OG0002107	Syap.g_00420	Pran.g_01774
OG0002225	Syap.g_00419	Pran.g_01775
OG0002227	Syap.g_01023, Syap.g_01022	Pran.g_01396
OG0002274	Syap.g_00710	Pran.g_00814
OG0002369	Syap.g_00708, Syap.g_00707, Syap.g_00730	Pran.g_00784
OG0002375	Syap.g_00880	Pran.g_00791
OG0002622	Syap.g_01448	Pran.g_00782
OG0002771	Syap.g_00878	Pran.g_00803
OG0002776	Syap.g_02308	Pran.g_01776
OG0002893	Syap.g_00729	Pran.g_00815
OG0004518	Syap.g_00877	Pran.g_00790
