Orthogroup	Syap	Praq
OG0001439	Syap.g_01674	Praq.g_01695
OG0001441	Syap.g_02749	Praq.g_01081
OG0001447	Syap.g_02218	Praq.g_01877
OG0001452	Syap.g_01590	Praq.g_01476
OG0001453	Syap.g_02687	Praq.g_01569
OG0001456	Syap.g_01828	Praq.g_01310
OG0001457	Syap.g_01826	Praq.g_01311
OG0001458	Syap.g_01825	Praq.g_01312
OG0001459	Syap.g_00351	Praq.g_00092
OG0001474	Syap.g_00562	Praq.g_01205
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Praq.g_00201
OG0001479	Syap.g_00565	Praq.g_01208
OG0001492	Syap.g_02441	Praq.g_01380
OG0001493	Syap.g_02433	Praq.g_01388
OG0001502	Syap.g_00833	Praq.g_00643
OG0001504	Syap.g_00350	Praq.g_00093
OG0001507	Syap.g_00227	Praq.g_01957
OG0001508	Syap.g_00808	Praq.g_00198
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Praq.g_00200
OG0001546	Syap.g_02745	Praq.g_01078
OG0001553	Syap.g_02121	Praq.g_00291
OG0001584	Syap.g_00183	Praq.g_01521
OG0001587	Syap.g_02669	Praq.g_00955
OG0001613	Syap.g_00597	Praq.g_00726
OG0001632	Syap.g_02524	Praq.g_00087
OG0001647	Syap.g_01370	Praq.g_01730
OG0001713	Syap.g_00349	Praq.g_01946
OG0001745	Syap.g_02401	Praq.g_00376
OG0001919	Syap.g_01968	Praq.g_01144
OG0001924	Syap.g_00381	Praq.g_00559
OG0001925	Syap.g_00382	Praq.g_00558
OG0001926	Syap.g_00383	Praq.g_00557
OG0001927	Syap.g_00384	Praq.g_00556
OG0001994	Syap.g_00380	Praq.g_00560
OG0002026	Syap.g_00821	Praq.g_01145
OG0002097	Syap.g_00711	Praq.g_00234
OG0002110	Syap.g_00363	Praq.g_00852, Praq.g_00855
OG0002156	Syap.g_01621	Praq.g_01252, Praq.g_01253
OG0002274	Syap.g_00710	Praq.g_00235
OG0002425	Syap.g_01019	Praq.g_00254
OG0002628	Syap.g_01081	Praq.g_00837
OG0002771	Syap.g_00878	Praq.g_00230
