Orthogroup	Syap	Prat
OG0001535	Syap.g_01875	Prat.g_00935
OG0001536	Syap.g_02018	Prat.g_00892
OG0001537	Syap.g_00153	Prat.g_00729
OG0001538	Syap.g_00199	Prat.g_01032
OG0001539	Syap.g_02370	Prat.g_00706
OG0001540	Syap.g_02214	Prat.g_00129
OG0001541	Syap.g_01187	Prat.g_00181
OG0001542	Syap.g_01177	Prat.g_00187
OG0001543	Syap.g_01417, Syap.g_01416	Prat.g_01221
OG0001553	Syap.g_02121	Prat.g_01349
OG0001557	Syap.g_00162	Prat.g_00733
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Prat.g_00846
OG0001562	Syap.g_02700	Prat.g_00927
OG0001563	Syap.g_00473	Prat.g_01725
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Prat.g_00524
OG0001577	Syap.g_00232	Prat.g_01160
OG0001580	Syap.g_01340, Syap.g_01341	Prat.g_00050
OG0001584	Syap.g_00183	Prat.g_01047
OG0001592	Syap.g_01342	Prat.g_00049
OG0001613	Syap.g_00597	Prat.g_01747
OG0001614	Syap.g_01101	Prat.g_01782
OG0001616	Syap.g_01884	Prat.g_01133
OG0001619	Syap.g_01752	Prat.g_00882
OG0001620	Syap.g_00557	Prat.g_00357
OG0001621	Syap.g_01592	Prat.g_00259
OG0001622	Syap.g_02601	Prat.g_01876
OG0001632	Syap.g_02524	Prat.g_00668
OG0001636	Syap.g_01797	Prat.g_00035
OG0001639	Syap.g_00751	Prat.g_01406
OG0001642	Syap.g_00530	Prat.g_00986
OG0001643	Syap.g_00902	Prat.g_01085
OG0001644	Syap.g_00346	Prat.g_00806
OG0001652	Syap.g_02634	Prat.g_00844
OG0001654	Syap.g_00753	Prat.g_01404
OG0001657	Syap.g_02175	Prat.g_00155
OG0001658	Syap.g_00131	Prat.g_00045
OG0001669	Syap.g_01283	Prat.g_00041
OG0001673	Syap.g_01163	Prat.g_00237
OG0001678	Syap.g_02678	Prat.g_01659
OG0001679	Syap.g_02521	Prat.g_00343
OG0001692	Syap.g_02120	Prat.g_01347
OG0001694	Syap.g_01358	Prat.g_00289
OG0001713	Syap.g_00349	Prat.g_01149
OG0001717	Syap.g_01200	Prat.g_00168
OG0001729	Syap.g_02666	Prat.g_00247
OG0001731	Syap.g_00029	Prat.g_01419
OG0001737	Syap.g_01637	Prat.g_00836
OG0001748	Syap.g_01911	Prat.g_00838
OG0001749	Syap.g_02067	Prat.g_01325
OG0001752	Syap.g_02670	Prat.g_01653
OG0001769	Syap.g_00643	Prat.g_01222
OG0001771	Syap.g_00329	Prat.g_01576
OG0001813	Syap.g_02086	Prat.g_01855
OG0001956	Syap.g_01978	Prat.g_00979
OG0001977	Syap.g_02094	Prat.g_01859
OG0002097	Syap.g_00711	Prat.g_01321
OG0002247	Syap.g_01305	Prat.g_00535
OG0002274	Syap.g_00710	Prat.g_01319
OG0002296	Syap.g_02008	Prat.g_01377
OG0002349	Syap.g_01515	Prat.g_01637
OG0002495	Syap.g_00398	Prat.g_01541
OG0002588	Syap.g_02162	Prat.g_01276
OG0002893	Syap.g_00729	Prat.g_01322
