Orthogroup	Syap	Prbd
OG0001318	Syap.g_01596, Syap.g_01597	Prbd.g_00983
OG0001319	Syap.g_02338	Prbd.g_00967
OG0001323	Syap.g_00757	Prbd.g_00723
OG0001326	Syap.g_02646	Prbd.g_00179
OG0001332	Syap.g_01548	Prbd.g_01646
OG0001333	Syap.g_01373	Prbd.g_01488
OG0001336	Syap.g_02602	Prbd.g_01252
OG0001345	Syap.g_01877, Syap.g_02776	Prbd.g_00487
OG0001346	Syap.g_01484	Prbd.g_01800
OG0001348	Syap.g_00938	Prbd.g_01570
OG0001349	Syap.g_01264, Syap.g_00851	Prbd.g_01719
OG0001351	Syap.g_01996	Prbd.g_00788
OG0001353	Syap.g_01849	Prbd.g_00134
OG0001358	Syap.g_00942	Prbd.g_00624
OG0001360	Syap.g_01881, Syap.g_02778	Prbd.g_00385
OG0001361	Syap.g_01792	Prbd.g_00484
OG0001364	Syap.g_01052	Prbd.g_01364
OG0001365	Syap.g_00138	Prbd.g_01284
OG0001371	Syap.g_02545, Syap.g_02544	Prbd.g_00565
OG0001373	Syap.g_02647	Prbd.g_00178
OG0001374	Syap.g_01829, Syap.g_01830	Prbd.g_00186
OG0001376	Syap.g_01991	Prbd.g_00350
OG0001377	Syap.g_01992	Prbd.g_00351
OG0001378	Syap.g_02055	Prbd.g_00394
OG0001379	Syap.g_01474	Prbd.g_01807
OG0001382	Syap.g_00677	Prbd.g_01578
OG0001385	Syap.g_02650	Prbd.g_00175
OG0001386	Syap.g_02649	Prbd.g_00176
OG0001387	Syap.g_02648	Prbd.g_00177
OG0001388	Syap.g_02645	Prbd.g_00180
OG0001389	Syap.g_02644	Prbd.g_00181
OG0001390	Syap.g_02643	Prbd.g_00182
OG0001391	Syap.g_01833	Prbd.g_00183
OG0001392	Syap.g_01832	Prbd.g_00184
OG0001393	Syap.g_01831	Prbd.g_00185
OG0001394	Syap.g_00159	Prbd.g_00221
OG0001395	Syap.g_00531	Prbd.g_00327
OG0001396	Syap.g_02537	Prbd.g_01814
OG0001398	Syap.g_02356	Prbd.g_01565
OG0001406	Syap.g_01989	Prbd.g_00349
OG0001408	Syap.g_01862	Prbd.g_00367
OG0001411	Syap.g_00853	Prbd.g_01732
OG0001412	Syap.g_02535	Prbd.g_01816
OG0001415	Syap.g_00447, Syap.g_00446	Prbd.g_01008
OG0001418	Syap.g_00221	Prbd.g_00560
OG0001420	Syap.g_02736	Prbd.g_00403
OG0001422	Syap.g_01682	Prbd.g_01572
OG0001428	Syap.g_01196	Prbd.g_01068
OG0001432	Syap.g_01967	Prbd.g_01605
OG0001433	Syap.g_00790	Prbd.g_00829
OG0001434	Syap.g_00167	Prbd.g_00225
OG0001435	Syap.g_01259	Prbd.g_00202
OG0001437	Syap.g_00448	Prbd.g_01009
OG0001438	Syap.g_01346, Syap.g_01630	Prbd.g_00946
OG0001439	Syap.g_01674	Prbd.g_00932
OG0001441	Syap.g_02749	Prbd.g_00721
OG0001447	Syap.g_02218	Prbd.g_01117
OG0001452	Syap.g_01590	Prbd.g_00193
OG0001453	Syap.g_02687	Prbd.g_00286
OG0001456	Syap.g_01828	Prbd.g_00445
OG0001457	Syap.g_01826	Prbd.g_00446
OG0001458	Syap.g_01825	Prbd.g_00447
OG0001459	Syap.g_00351	Prbd.g_01879
OG0001460	Syap.g_00789	Prbd.g_00828
OG0001461	Syap.g_02707	Prbd.g_00823
OG0001474	Syap.g_00562	Prbd.g_00899
OG0001479	Syap.g_00565	Prbd.g_00902
OG0001492	Syap.g_02441	Prbd.g_00515
OG0001493	Syap.g_02433	Prbd.g_00523
OG0001495	Syap.g_01921	Prbd.g_01441
OG0001502	Syap.g_00833	Prbd.g_00072
OG0001504	Syap.g_00350	Prbd.g_01878
OG0001507	Syap.g_00227	Prbd.g_01549
OG0001546	Syap.g_02745	Prbd.g_00718
OG0001547	Syap.g_00840, Syap.g_00839	Prbd.g_00074
OG0001553	Syap.g_02121	Prbd.g_01692
OG0001556	Syap.g_00041, Syap.g_00411	Prbd.g_00825
OG0001567	Syap.g_00838	Prbd.g_00073
OG0001568	Syap.g_00842	Prbd.g_00075
OG0001570	Syap.g_00438	Prbd.g_00405
OG0001584	Syap.g_00183	Prbd.g_00237
OG0001587	Syap.g_02669	Prbd.g_01465
OG0001613	Syap.g_00597	Prbd.g_01372
OG0001632	Syap.g_02524	Prbd.g_01890
OG0001635	Syap.g_01127	Prbd.g_01545
OG0001647	Syap.g_01370	Prbd.g_00966
OG0001669	Syap.g_01283	Prbd.g_01712
OG0001690	Syap.g_00647	Prbd.g_01826, Prbd.g_01813, Prbd.g_01903, Prbd.g_01904
OG0001700	Syap.g_00975	Prbd.g_00827
OG0001745	Syap.g_02401	Prbd.g_01606
OG0001919	Syap.g_01968	Prbd.g_00844
OG0002020	Syap.g_02581	Prbd.g_01852
OG0002021	Syap.g_02584	Prbd.g_01850
OG0002022	Syap.g_02585	Prbd.g_01849
OG0002023	Syap.g_02588	Prbd.g_01848
OG0002026	Syap.g_00821	Prbd.g_00845
OG0002029	Syap.g_00356	Prbd.g_01881
OG0002107	Syap.g_00420	Prbd.g_00437
OG0002110	Syap.g_00363	Prbd.g_01906, Prbd.g_01905
OG0002131	Syap.g_02582	Prbd.g_01851
OG0002225	Syap.g_00419	Prbd.g_00436
OG0002375	Syap.g_00880	Prbd.g_01718
OG0002432	Syap.g_01335	Prbd.g_01821
OG0002492	Syap.g_01333	Prbd.g_01823
OG0002592	Syap.g_01327	Prbd.g_01819
OG0002632	Syap.g_01334	Prbd.g_01822
OG0002723	Syap.g_01265	Prbd.g_01717
OG0002776	Syap.g_02308	Prbd.g_00435
OG0002842	Syap.g_01336	Prbd.g_01820
OG0003033	Syap.g_01263	Prbd.g_01715
OG0004282	Syap.g_00882, Syap.g_01492	Prbd.g_01726
