Orthogroup	Syap	Prba
OG0001418	Syap.g_00221	Prba.g_01633
OG0001420	Syap.g_02736	Prba.g_00741
OG0001422	Syap.g_01682	Prba.g_00272
OG0001425	Syap.g_01024	Prba.g_00828
OG0001428	Syap.g_01196	Prba.g_00628
OG0001432	Syap.g_01967	Prba.g_00305
OG0001433	Syap.g_00790	Prba.g_01536
OG0001434	Syap.g_00167	Prba.g_01376
OG0001437	Syap.g_00448	Prba.g_00449
OG0001439	Syap.g_01674	Prba.g_00523
OG0001441	Syap.g_02749	Prba.g_00940
OG0001447	Syap.g_02218	Prba.g_01914
OG0001452	Syap.g_01590	Prba.g_01408
OG0001453	Syap.g_02687	Prba.g_01315
OG0001456	Syap.g_01828	Prba.g_00087
OG0001457	Syap.g_01826	Prba.g_00086
OG0001458	Syap.g_01825	Prba.g_00085
OG0001459	Syap.g_00351	Prba.g_01150
OG0001460	Syap.g_00789	Prba.g_01537
OG0001474	Syap.g_00562	Prba.g_00556
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prba.g_00162
OG0001479	Syap.g_00565	Prba.g_00553
OG0001492	Syap.g_02441	Prba.g_00016
OG0001493	Syap.g_02433	Prba.g_00008
OG0001502	Syap.g_00833	Prba.g_01529
OG0001504	Syap.g_00350	Prba.g_01151
OG0001507	Syap.g_00227	Prba.g_00250
OG0001508	Syap.g_00808	Prba.g_00174
OG0001546	Syap.g_02745	Prba.g_00937
OG0001547	Syap.g_00840, Syap.g_00839	Prba.g_01527
OG0001553	Syap.g_02121	Prba.g_00716
OG0001564	Syap.g_00876	Prba.g_00133
OG0001567	Syap.g_00838	Prba.g_01528
OG0001568	Syap.g_00842	Prba.g_01526
OG0001570	Syap.g_00438	Prba.g_00738
OG0001584	Syap.g_00183	Prba.g_01364
OG0001587	Syap.g_02669	Prba.g_00353
OG0001613	Syap.g_00597	Prba.g_01058
OG0001632	Syap.g_02524	Prba.g_01139
OG0001635	Syap.g_01127	Prba.g_00244
OG0001745	Syap.g_02401	Prba.g_00306
OG0001919	Syap.g_01968	Prba.g_00893
OG0002026	Syap.g_00821	Prba.g_00892
OG0002029	Syap.g_00356	Prba.g_01148
OG0002098	Syap.g_02161	Prba.g_00147
OG0002349	Syap.g_01515	Prba.g_00575
OG0002495	Syap.g_00398	Prba.g_01212
OG0002588	Syap.g_02162	Prba.g_00119
OG0002628	Syap.g_01081	Prba.g_00156
OG0002651	Syap.g_00854	Prba.g_00150
OG0002666	Syap.g_02425	Prba.g_01108
OG0002699	Syap.g_01710	Prba.g_00169
OG0002733	Syap.g_01679	Prba.g_01109
OG0003223	Syap.g_01709	Prba.g_00170
