Orthogroup	Syap	Prbn
OG0001348	Syap.g_00938	Prbn.g_00148
OG0001349	Syap.g_01264, Syap.g_00851	Prbn.g_00174
OG0001351	Syap.g_01996	Prbn.g_00656
OG0001353	Syap.g_01849	Prbn.g_01513
OG0001364	Syap.g_01052	Prbn.g_01910
OG0001365	Syap.g_00138	Prbn.g_00947
OG0001368	Syap.g_01576	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775
OG0001371	Syap.g_02545, Syap.g_02544	Prbn.g_01585
OG0001379	Syap.g_01474	Prbn.g_01090
OG0001382	Syap.g_00677	Prbn.g_01121
OG0001394	Syap.g_00159	Prbn.g_01606
OG0001398	Syap.g_02356	Prbn.g_01637
OG0001401	Syap.g_01844	Prbn.g_01508
OG0001411	Syap.g_00853	Prbn.g_00716
OG0001415	Syap.g_00447, Syap.g_00446	Prbn.g_00319
OG0001418	Syap.g_00221	Prbn.g_01579
OG0001422	Syap.g_01682	Prbn.g_01114
OG0001425	Syap.g_01024	Prbn.g_00937
OG0001428	Syap.g_01196	Prbn.g_00382
OG0001433	Syap.g_00790	Prbn.g_01732
OG0001434	Syap.g_00167	Prbn.g_01601
OG0001435	Syap.g_01259	Prbn.g_01625
OG0001437	Syap.g_00448	Prbn.g_00320
OG0001443	Syap.g_01006	Prbn.g_01128
OG0001460	Syap.g_00789	Prbn.g_01731
OG0001461	Syap.g_02707	Prbn.g_00725
OG0001487	Syap.g_00699	Prbn.g_00252
OG0001488	Syap.g_00209	Prbn.g_01202
OG0001489	Syap.g_00603	Prbn.g_01896
OG0001498	Syap.g_02044, Syap.g_02043	Prbn.g_00695
OG0001510	Syap.g_01117	Prbn.g_00990
OG0001511	Syap.g_02629, Syap.g_02676	Prbn.g_01307
OG0001512	Syap.g_01151, Syap.g_01152	Prbn.g_01132
OG0001515	Syap.g_00906	Prbn.g_01571
OG0001517	Syap.g_00568	Prbn.g_00106
OG0001518	Syap.g_01026	Prbn.g_00938
OG0001519	Syap.g_02079	Prbn.g_00933
OG0001527	Syap.g_00287, Syap.g_00292	Prbn.g_00553
OG0001529	Syap.g_01809	Prbn.g_00741
OG0001530	Syap.g_02627	Prbn.g_01308
OG0001531	Syap.g_01150	Prbn.g_00311
OG0001534	Syap.g_00534	Prbn.g_01362
OG0001535	Syap.g_01875	Prbn.g_01378
OG0001536	Syap.g_02018	Prbn.g_01422
OG0001537	Syap.g_00153	Prbn.g_01609
OG0001538	Syap.g_00199	Prbn.g_01541
OG0001539	Syap.g_02370	Prbn.g_01631
OG0001540	Syap.g_02214	Prbn.g_01287
OG0001541	Syap.g_01187	Prbn.g_00374
OG0001542	Syap.g_01177	Prbn.g_00368
OG0001543	Syap.g_01417, Syap.g_01416	Prbn.g_01098
OG0001557	Syap.g_00162	Prbn.g_01605
OG0001562	Syap.g_02700	Prbn.g_01385
OG0001563	Syap.g_00473	Prbn.g_01880
OG0001564	Syap.g_00876	Prbn.g_00722
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Prbn.g_00555
OG0001577	Syap.g_00232	Prbn.g_01184
OG0001580	Syap.g_01340, Syap.g_01341	Prbn.g_00734
OG0001584	Syap.g_00183	Prbn.g_00852
OG0001587	Syap.g_02669	Prbn.g_01806
OG0001592	Syap.g_01342	Prbn.g_00735
OG0001614	Syap.g_01101	Prbn.g_01002
OG0001616	Syap.g_01884	Prbn.g_00385
OG0001619	Syap.g_01752	Prbn.g_01429
OG0001620	Syap.g_00557	Prbn.g_00114
OG0001621	Syap.g_01592	Prbn.g_00019
OG0001622	Syap.g_02601	Prbn.g_00910
OG0001636	Syap.g_01797	Prbn.g_00747
OG0001638	Syap.g_01778	Prbn.g_01756
OG0001639	Syap.g_00751	Prbn.g_00261
OG0001641	Syap.g_02685	Prbn.g_01397
OG0001642	Syap.g_00530	Prbn.g_01492
OG0001643	Syap.g_00902	Prbn.g_00431
OG0001644	Syap.g_00346	Prbn.g_01951
OG0001654	Syap.g_00753	Prbn.g_00259
OG0001657	Syap.g_02175	Prbn.g_01258
OG0001658	Syap.g_00131	Prbn.g_00739
OG0001659	Syap.g_01892	Prbn.g_00143
OG0001669	Syap.g_01283	Prbn.g_01066, Prbn.g_01687
OG0001678	Syap.g_02678	Prbn.g_01813
OG0001679	Syap.g_02521	Prbn.g_00101
OG0001717	Syap.g_01200	Prbn.g_00826
OG0001733	Syap.g_00794	Prbn.g_01729
OG0001769	Syap.g_00643	Prbn.g_01137
OG0001771	Syap.g_00329	Prbn.g_01672
OG0001842	Syap.g_00147, Syap.g_00146	Prbn.g_01037
OG0001930	Syap.g_00148	Prbn.g_01036
OG0001931	Syap.g_00149	Prbn.g_01035
OG0001956	Syap.g_01978	Prbn.g_01485
OG0001977	Syap.g_02094	Prbn.g_00928
OG0002019	Syap.g_01103	Prbn.g_00140
OG0002098	Syap.g_02161	Prbn.g_01223
OG0002122	Syap.g_01294	Prbn.g_01032
OG0002389	Syap.g_00600	Prbn.g_01900
OG0002588	Syap.g_02162	Prbn.g_00191
OG0002888	Syap.g_00862	Prbn.g_00182
