Orthogroup	Syap	Pras
OG0001435	Syap.g_01259	Pras.g_01797
OG0001437	Syap.g_00448	Pras.g_01082
OG0001439	Syap.g_01674	Pras.g_01159
OG0001441	Syap.g_02749	Pras.g_01399
OG0001447	Syap.g_02218	Pras.g_00977
OG0001453	Syap.g_02687	Pras.g_01882
OG0001456	Syap.g_01828	Pras.g_00033
OG0001457	Syap.g_01826	Pras.g_00034
OG0001458	Syap.g_01825	Pras.g_00035
OG0001474	Syap.g_00562	Pras.g_01193
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Pras.g_00306
OG0001479	Syap.g_00565	Pras.g_01190
OG0001492	Syap.g_02441	Pras.g_00104
OG0001493	Syap.g_02433	Pras.g_00112
OG0001495	Syap.g_01921	Pras.g_00635
OG0001502	Syap.g_00833	Pras.g_01671
OG0001507	Syap.g_00227	Pras.g_00491
OG0001547	Syap.g_00840, Syap.g_00839	Pras.g_01673
OG0001553	Syap.g_02121	Pras.g_00347
OG0001557	Syap.g_00162	Pras.g_01817
OG0001564	Syap.g_00876	Pras.g_00320, Pras.g_00300
OG0001567	Syap.g_00838	Pras.g_01672
OG0001568	Syap.g_00842	Pras.g_01674
OG0001584	Syap.g_00183	Pras.g_01832
OG0001587	Syap.g_02669	Pras.g_00610
OG0001613	Syap.g_00597	Pras.g_00706
OG0001632	Syap.g_02524	Pras.g_00154
OG0001647	Syap.g_01370	Pras.g_01125
OG0001713	Syap.g_00349	Pras.g_00908
OG0001745	Syap.g_02401	Pras.g_00435
OG0001755	Syap.g_00250	Pras.g_00305
OG0001919	Syap.g_01968	Pras.g_01251
OG0001924	Syap.g_00381	Pras.g_00517
OG0001925	Syap.g_00382	Pras.g_00518
OG0001926	Syap.g_00383	Pras.g_00519
OG0001927	Syap.g_00384	Pras.g_00520
OG0001959	Syap.g_02163	Pras.g_00228
OG0001994	Syap.g_00380	Pras.g_00516
OG0002015	Syap.g_02069	Pras.g_00315
OG0002026	Syap.g_00821	Pras.g_01250
OG0002098	Syap.g_02161	Pras.g_00287, Pras.g_00284
OG0002156	Syap.g_01621	Pras.g_00891
OG0002349	Syap.g_01515	Pras.g_00595
OG0002771	Syap.g_00878	Pras.g_00275
OG0005658	Syap.g_02458	Pras.g_00760
