Orthogroup	Syap	Prau
OG0001428	Syap.g_01196	Prau.g_00173
OG0001432	Syap.g_01967	Prau.g_01614
OG0001434	Syap.g_00167	Prau.g_00976
OG0001436	Syap.g_01711, Syap.g_01703	Prau.g_01480
OG0001437	Syap.g_00448	Prau.g_00231
OG0001438	Syap.g_01346, Syap.g_01630	Prau.g_00295
OG0001439	Syap.g_01674	Prau.g_00309
OG0001441	Syap.g_02749	Prau.g_00562
OG0001447	Syap.g_02218	Prau.g_00127
OG0001452	Syap.g_01590	Prau.g_00944
OG0001453	Syap.g_02687	Prau.g_01037
OG0001456	Syap.g_01828	Prau.g_01184
OG0001457	Syap.g_01826	Prau.g_01185
OG0001458	Syap.g_01825	Prau.g_01186
OG0001474	Syap.g_00562	Prau.g_00342
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prau.g_01474
OG0001479	Syap.g_00565	Prau.g_00339
OG0001492	Syap.g_02441	Prau.g_01253
OG0001493	Syap.g_02433	Prau.g_01261
OG0001495	Syap.g_01921	Prau.g_01816
OG0001502	Syap.g_00833	Prau.g_00824
OG0001507	Syap.g_00227	Prau.g_01664
OG0001508	Syap.g_00808	Prau.g_01462
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Prau.g_01473, Prau.g_01464
OG0001547	Syap.g_00840, Syap.g_00839	Prau.g_00826
OG0001553	Syap.g_02121	Prau.g_01525
OG0001557	Syap.g_00162	Prau.g_00972
OG0001564	Syap.g_00876	Prau.g_01501, Prau.g_01505
OG0001567	Syap.g_00838	Prau.g_00825
OG0001568	Syap.g_00842	Prau.g_00827
OG0001570	Syap.g_00438	Prau.g_01152
OG0001584	Syap.g_00183	Prau.g_00988
OG0001587	Syap.g_02669	Prau.g_01791
OG0001613	Syap.g_00597	Prau.g_01888
OG0001632	Syap.g_02524	Prau.g_01322
OG0001647	Syap.g_01370	Prau.g_00275
OG0001745	Syap.g_02401	Prau.g_01613
OG0001897	Syap.g_00559	Prau.g_01280
OG0001919	Syap.g_01968	Prau.g_00402
OG0001924	Syap.g_00381	Prau.g_01691
OG0001925	Syap.g_00382	Prau.g_01692
OG0001926	Syap.g_00383	Prau.g_01693
OG0001927	Syap.g_00384	Prau.g_01694
OG0001959	Syap.g_02163	Prau.g_01315
OG0001994	Syap.g_00380	Prau.g_01690
OG0002026	Syap.g_00821	Prau.g_00401
OG0002097	Syap.g_00711	Prau.g_01455
OG0002156	Syap.g_01621	Prau.g_00045
OG0002369	Syap.g_00708, Syap.g_00707, Syap.g_00730	Prau.g_01459
OG0002425	Syap.g_01019	Prau.g_01468
OG0002651	Syap.g_00854	Prau.g_01490
OG0002935	Syap.g_00811	Prau.g_01314
OG0003496	Syap.g_01572, Syap.g_02667, Syap.g_02500	Prau.g_00243
OG0004267	Syap.g_02499	Prau.g_00242
