Orthogroup	Syap	Prbm
OG0001366	Syap.g_01399	Prbm.g_01650, Prbm.g_00039, Prbm.g_01684
OG0001368	Syap.g_01576	Prbm.g_01187, Prbm.g_01168
OG0001371	Syap.g_02545, Syap.g_02544	Prbm.g_00713
OG0001373	Syap.g_02647	Prbm.g_01928
OG0001374	Syap.g_01829, Syap.g_01830	Prbm.g_01936
OG0001376	Syap.g_01991	Prbm.g_00896
OG0001377	Syap.g_01992	Prbm.g_00897
OG0001378	Syap.g_02055	Prbm.g_00443
OG0001385	Syap.g_02650	Prbm.g_01925
OG0001386	Syap.g_02649	Prbm.g_01926
OG0001387	Syap.g_02648	Prbm.g_01927
OG0001388	Syap.g_02645	Prbm.g_01930
OG0001389	Syap.g_02644	Prbm.g_01931
OG0001390	Syap.g_02643	Prbm.g_01932
OG0001391	Syap.g_01833	Prbm.g_01933
OG0001392	Syap.g_01832	Prbm.g_01934
OG0001393	Syap.g_01831	Prbm.g_01935
OG0001394	Syap.g_00159	Prbm.g_00945
OG0001395	Syap.g_00531	Prbm.g_01049
OG0001396	Syap.g_02537	Prbm.g_02119
OG0001398	Syap.g_02356	Prbm.g_00761
OG0001401	Syap.g_01844	Prbm.g_01225, Prbm.g_00851
OG0001406	Syap.g_01989	Prbm.g_00895
OG0001408	Syap.g_01862	Prbm.g_00104
OG0001412	Syap.g_02535	Prbm.g_02117
OG0001415	Syap.g_00447, Syap.g_00446	Prbm.g_00290
OG0001418	Syap.g_00221	Prbm.g_00720
OG0001420	Syap.g_02736	Prbm.g_01159
OG0001422	Syap.g_01682	Prbm.g_01080
OG0001425	Syap.g_01024	Prbm.g_02183
OG0001428	Syap.g_01196	Prbm.g_00231
OG0001432	Syap.g_01967	Prbm.g_01027
OG0001433	Syap.g_00790	Prbm.g_01146, Prbm.g_01432
OG0001434	Syap.g_00167	Prbm.g_00949
OG0001435	Syap.g_01259	Prbm.g_00925
OG0001437	Syap.g_00448	Prbm.g_00289
OG0001439	Syap.g_01674	Prbm.g_00363
OG0001441	Syap.g_02749	Prbm.g_00555
OG0001443	Syap.g_01006	Prbm.g_01919
OG0001447	Syap.g_02218	Prbm.g_00186
OG0001453	Syap.g_02687	Prbm.g_01008
OG0001456	Syap.g_01828	Prbm.g_01592
OG0001457	Syap.g_01826	Prbm.g_01591
OG0001458	Syap.g_01825	Prbm.g_01590
OG0001459	Syap.g_00351	Prbm.g_01438
OG0001460	Syap.g_00789	Prbm.g_01431, Prbm.g_01147
OG0001461	Syap.g_02707	Prbm.g_00071
OG0001470	Syap.g_00709	Prbm.g_02128
OG0001474	Syap.g_00562	Prbm.g_00405
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prbm.g_02136
OG0001487	Syap.g_00699	Prbm.g_01748
OG0001488	Syap.g_00209	Prbm.g_01535
OG0001489	Syap.g_00603	Prbm.g_02049
OG0001495	Syap.g_01921	Prbm.g_01971
OG0001498	Syap.g_02044, Syap.g_02043	Prbm.g_00424
OG0001504	Syap.g_00350	Prbm.g_01439
OG0001507	Syap.g_00227	Prbm.g_01157
OG0001508	Syap.g_00808	Prbm.g_02139
OG0001510	Syap.g_01117	Prbm.g_02100
OG0001511	Syap.g_02629, Syap.g_02676	Prbm.g_00169
OG0001512	Syap.g_01151, Syap.g_01152	Prbm.g_01824
OG0001515	Syap.g_00906	Prbm.g_00729
OG0001517	Syap.g_00568	Prbm.g_00401
OG0001518	Syap.g_01026	Prbm.g_02182
OG0001519	Syap.g_02079	Prbm.g_02187
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Prbm.g_02137
OG0001529	Syap.g_01809	Prbm.g_00050
OG0001530	Syap.g_02627	Prbm.g_00168
OG0001531	Syap.g_01150	Prbm.g_00299
OG0001534	Syap.g_00534	Prbm.g_01047
OG0001535	Syap.g_01875	Prbm.g_01036
OG0001536	Syap.g_02018	Prbm.g_00984
OG0001537	Syap.g_00153	Prbm.g_00942
OG0001538	Syap.g_00199	Prbm.g_00819
OG0001539	Syap.g_02370	Prbm.g_00920
OG0001540	Syap.g_02214	Prbm.g_00190
OG0001541	Syap.g_01187	Prbm.g_00239
OG0001542	Syap.g_01177	Prbm.g_00245
OG0001543	Syap.g_01417, Syap.g_01416	Prbm.g_00892
OG0001553	Syap.g_02121	Prbm.g_01707
OG0001556	Syap.g_00041, Syap.g_00411	Prbm.g_01423
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Prbm.g_01221, Prbm.g_01282
OG0001562	Syap.g_02700	Prbm.g_01030
OG0001563	Syap.g_00473	Prbm.g_02032
OG0001564	Syap.g_00876	Prbm.g_02124
OG0001570	Syap.g_00438	Prbm.g_01241, Prbm.g_01240
OG0001577	Syap.g_00232	Prbm.g_01554
OG0001578	Syap.g_01818	Prbm.g_01294
OG0001584	Syap.g_00183	Prbm.g_00804
OG0001613	Syap.g_00597	Prbm.g_02055
OG0001623	Syap.g_00578, Syap.g_00582, Syap.g_00585	Prbm.g_00389
OG0001632	Syap.g_02524	Prbm.g_01162
OG0001634	Syap.g_01956	Prbm.g_00701
OG0001642	Syap.g_00530	Prbm.g_01643
OG0001644	Syap.g_00346	Prbm.g_00757
OG0001652	Syap.g_02634	Prbm.g_01219
OG0001659	Syap.g_01892	Prbm.g_01521
OG0001673	Syap.g_01163	Prbm.g_00292
OG0001692	Syap.g_02120	Prbm.g_01705
OG0001694	Syap.g_01358	Prbm.g_00338
OG0001700	Syap.g_00975	Prbm.g_01430
OG0001713	Syap.g_00349	Prbm.g_01128
OG0001715	Syap.g_00665	Prbm.g_01192
OG0001733	Syap.g_00794	Prbm.g_01421
OG0001739	Syap.g_01815, Syap.g_01816	Prbm.g_02202
OG0001748	Syap.g_01911	Prbm.g_01213
OG0001769	Syap.g_00643	Prbm.g_01474
OG0001915	Syap.g_02313	Prbm.g_02223
OG0001956	Syap.g_01978	Prbm.g_00872
OG0001959	Syap.g_02163	Prbm.g_02142, Prbm.g_00527, Prbm.g_02141, Prbm.g_01626, Prbm.g_01984
OG0001977	Syap.g_02094	Prbm.g_02193
OG0001991	Syap.g_00791	Prbm.g_01434
OG0002097	Syap.g_00711	Prbm.g_02130
OG0002227	Syap.g_01023, Syap.g_01022	Prbm.g_01425
OG0002229	Syap.g_01002, Syap.g_00858	Prbm.g_02113
OG0002274	Syap.g_00710	Prbm.g_02129
OG0002347	Syap.g_01387	Prbm.g_01868
OG0002369	Syap.g_00708, Syap.g_00707, Syap.g_00730	Prbm.g_02127
OG0002506	Syap.g_01555	Prbm.g_00903
OG0002714	Syap.g_01624	Prbm.g_01305
OG0003257	Syap.g_00706, Syap.g_00728	Prbm.g_02123
OG0003418	Syap.g_00873	Prbm.g_02135
