Orthogroup	Syap	Prac
OG0001439	Syap.g_01674	Prac.g_01624
OG0001441	Syap.g_02749	Prac.g_00851
OG0001447	Syap.g_02218	Prac.g_01805
OG0001452	Syap.g_01590	Prac.g_01398
OG0001453	Syap.g_02687	Prac.g_01306
OG0001456	Syap.g_01828	Prac.g_01008
OG0001457	Syap.g_01826	Prac.g_01007
OG0001458	Syap.g_01825	Prac.g_01006
OG0001459	Syap.g_00351	Prac.g_00134
OG0001474	Syap.g_00562	Prac.g_01194
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prac.g_00241
OG0001479	Syap.g_00565	Prac.g_01197
OG0001492	Syap.g_02441	Prac.g_00938
OG0001493	Syap.g_02433	Prac.g_00930
OG0001502	Syap.g_00833	Prac.g_01502
OG0001504	Syap.g_00350	Prac.g_00135
OG0001507	Syap.g_00227	Prac.g_00278
OG0001508	Syap.g_00808	Prac.g_00238
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Prac.g_00240
OG0001546	Syap.g_02745	Prac.g_00848
OG0001553	Syap.g_02121	Prac.g_00414
OG0001584	Syap.g_00183	Prac.g_01354
OG0001587	Syap.g_02669	Prac.g_00472
OG0001613	Syap.g_00597	Prac.g_00004
OG0001632	Syap.g_02524	Prac.g_01952
OG0001647	Syap.g_01370	Prac.g_01658
OG0001713	Syap.g_00349	Prac.g_01873
OG0001745	Syap.g_02401	Prac.g_00329
OG0001919	Syap.g_01968	Prac.g_01134
OG0001924	Syap.g_00381	Prac.g_01585
OG0001925	Syap.g_00382	Prac.g_01586
OG0001926	Syap.g_00383	Prac.g_01587
OG0001927	Syap.g_00384	Prac.g_01588
OG0001994	Syap.g_00380	Prac.g_01584
OG0002026	Syap.g_00821	Prac.g_01135
OG0002097	Syap.g_00711	Prac.g_00274
OG0002110	Syap.g_00363	Prac.g_00641, Prac.g_00638
OG0002156	Syap.g_01621	Prac.g_01895, Prac.g_01894
OG0002274	Syap.g_00710	Prac.g_00470
OG0002425	Syap.g_01019	Prac.g_00451
OG0002628	Syap.g_01081	Prac.g_00663
OG0002771	Syap.g_00878	Prac.g_00270
