Orthogroup	Syap	Praf
OG0001438	Syap.g_01346, Syap.g_01630	Praf.g_02294
OG0001441	Syap.g_02749	Praf.g_00644
OG0001443	Syap.g_01006	Praf.g_00493
OG0001444	Syap.g_00761	Praf.g_00166
OG0001452	Syap.g_01590	Praf.g_00953
OG0001460	Syap.g_00789	Praf.g_01028
OG0001461	Syap.g_02707	Praf.g_01953
OG0001470	Syap.g_01138, Syap.g_00709	Praf.g_00094
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Praf.g_00118
OG0001478	Syap.g_01790	Praf.g_01925
OG0001479	Syap.g_00565	Praf.g_02050
OG0001487	Syap.g_00699	Praf.g_01852
OG0001488	Syap.g_00209	Praf.g_00876
OG0001489	Syap.g_00603	Praf.g_02100
OG0001495	Syap.g_01921	Praf.g_02174
OG0001498	Syap.g_02044, Syap.g_02043	Praf.g_02014
OG0001508	Syap.g_00808	Praf.g_00093
OG0001510	Syap.g_01117	Praf.g_00172
OG0001511	Syap.g_02629, Syap.g_02676	Praf.g_00232
OG0001512	Syap.g_01151, Syap.g_01152	Praf.g_00389
OG0001515	Syap.g_00906	Praf.g_01214
OG0001516	Syap.g_01964	Praf.g_01740
OG0001517	Syap.g_00568	Praf.g_02053
OG0001518	Syap.g_01026	Praf.g_02672
OG0001519	Syap.g_02079	Praf.g_02682
OG0001527	Syap.g_00287, Syap.g_00292	Praf.g_00704
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Praf.g_00096
OG0001529	Syap.g_01809	Praf.g_00051
OG0001530	Syap.g_02627	Praf.g_00238
OG0001531	Syap.g_01150	Praf.g_00390
OG0001533	Syap.g_02326	Praf.g_00996
OG0001534	Syap.g_00534	Praf.g_01324
OG0001535	Syap.g_01875	Praf.g_01336
OG0001536	Syap.g_02018	Praf.g_01396
OG0001537	Syap.g_00153	Praf.g_01488
OG0001538	Syap.g_00199	Praf.g_01535
OG0001539	Syap.g_02370	Praf.g_01637
OG0001540	Syap.g_02214	Praf.g_02406
OG0001541	Syap.g_01187	Praf.g_02478
OG0001542	Syap.g_01177	Praf.g_02496
OG0001543	Syap.g_01417, Syap.g_01416	Praf.g_02571
OG0001553	Syap.g_02121	Praf.g_01791
OG0001556	Syap.g_00041, Syap.g_00411	Praf.g_01032
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Praf.g_00020
OG0001562	Syap.g_02700	Praf.g_01344
OG0001563	Syap.g_00473	Praf.g_02120
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Praf.g_00702
OG0001577	Syap.g_00232	Praf.g_00835
OG0001578	Syap.g_01818	Praf.g_01053
OG0001580	Syap.g_01340, Syap.g_01341	Praf.g_02612
OG0001590	Syap.g_00889	Praf.g_01617
OG0001592	Syap.g_01342	Praf.g_02613
OG0001614	Syap.g_01101	Praf.g_00186
OG0001615	Syap.g_01937	Praf.g_00682
OG0001616	Syap.g_01884	Praf.g_00915
OG0001618	Syap.g_00518	Praf.g_01312
OG0001619	Syap.g_01752	Praf.g_01406
OG0001620	Syap.g_00557	Praf.g_02040
OG0001621	Syap.g_01592	Praf.g_02241
OG0001622	Syap.g_02601	Praf.g_02761
OG0001634	Syap.g_01956	Praf.g_01746
OG0001635	Syap.g_01127	Praf.g_00968
OG0001636	Syap.g_01797	Praf.g_00042
OG0001637	Syap.g_01945, Syap.g_01946	Praf.g_00413
OG0001638	Syap.g_01778	Praf.g_00467
OG0001639	Syap.g_00751	Praf.g_00541
OG0001641	Syap.g_02685	Praf.g_01361
OG0001642	Syap.g_00530	Praf.g_01615
OG0001643	Syap.g_00902	Praf.g_01697
OG0001652	Syap.g_02634	Praf.g_00018
OG0001654	Syap.g_00753	Praf.g_00543
OG0001657	Syap.g_02175	Praf.g_02443
OG0001658	Syap.g_00131	Praf.g_02655
OG0001672	Syap.g_02553, Syap.g_02554	Praf.g_00307
OG0001673	Syap.g_01163	Praf.g_00377
OG0001675	Syap.g_02698	Praf.g_01347, Praf.g_01345
OG0001677	Syap.g_00592	Praf.g_02080
OG0001678	Syap.g_02678	Praf.g_02198
OG0001690	Syap.g_00647	Praf.g_02679
OG0001692	Syap.g_02120	Praf.g_01789
OG0001694	Syap.g_01358	Praf.g_02281
OG0001700	Syap.g_00975	Praf.g_01043
OG0001714	Syap.g_01040	Praf.g_00135
OG0001715	Syap.g_00665	Praf.g_01024
OG0001729	Syap.g_02666	Praf.g_00395
OG0001730	Syap.g_00770	Praf.g_00397
OG0001731	Syap.g_00029	Praf.g_00527
OG0001732	Syap.g_02315	Praf.g_00909
OG0001733	Syap.g_00794	Praf.g_01029
OG0001735	Syap.g_00095	Praf.g_01732
OG0001737	Syap.g_01637	Praf.g_02299
OG0001738	Syap.g_01657	Praf.g_02334
OG0001739	Syap.g_01815, Syap.g_01816	Praf.g_02744
OG0001748	Syap.g_01911	Praf.g_02562
OG0001749	Syap.g_02067	Praf.g_02353
OG0001750	Syap.g_00764	Praf.g_00265
OG0001751	Syap.g_01164	Praf.g_00376
OG0001752	Syap.g_02670	Praf.g_00401
OG0001754	Syap.g_01949, Syap.g_01948	Praf.g_00410
OG0001755	Syap.g_00250	Praf.g_00638
OG0001762	Syap.g_02692	Praf.g_01354
OG0001764	Syap.g_02336	Praf.g_01439
OG0001766	Syap.g_01328	Praf.g_02306, Praf.g_02309, Praf.g_02312
OG0001767	Syap.g_00863	Praf.g_02362
OG0001768	Syap.g_02275	Praf.g_02503
OG0001783	Syap.g_01108, Syap.g_01471	Praf.g_00181
OG0001786	Syap.g_00311, Syap.g_01210	Praf.g_00510
OG0001787	Syap.g_01454	Praf.g_00659
OG0001788	Syap.g_01449	Praf.g_00662
OG0001789	Syap.g_01482, Syap.g_01481	Praf.g_00797
OG0001790	Syap.g_00238	Praf.g_00828
OG0001796	Syap.g_01850, Syap.g_01852	Praf.g_01342
OG0001797	Syap.g_00947	Praf.g_01413
OG0001798	Syap.g_01291	Praf.g_01672
OG0001800	Syap.g_00771	Praf.g_01771
OG0001801	Syap.g_02110	Praf.g_01780
OG0001804	Syap.g_02045, Syap.g_02046	Praf.g_02013
OG0001806	Syap.g_02337	Praf.g_02270
OG0001808	Syap.g_01055	Praf.g_02374
OG0001811	Syap.g_01180	Praf.g_02493
OG0001812	Syap.g_01343	Praf.g_02614
OG0001813	Syap.g_02086	Praf.g_02701
OG0001814	Syap.g_01166, Syap.g_00125	Praf.g_02769
OG0001815	Syap.g_01801	Praf.g_02778
OG0001838	Syap.g_00064, Syap.g_00537	Praf.g_00008
OG0001839	Syap.g_01794	Praf.g_00038
OG0001840	Syap.g_00978	Praf.g_00057
OG0001841	Syap.g_00987	Praf.g_00065
OG0001842	Syap.g_00147, Syap.g_00146	Praf.g_00168
OG0001843	Syap.g_01100	Praf.g_00187
OG0001844	Syap.g_01099	Praf.g_00188
OG0001845	Syap.g_01094	Praf.g_00190
OG0001846	Syap.g_02228, Syap.g_02226	Praf.g_00215
OG0001847	Syap.g_02230	Praf.g_00216
OG0001848	Syap.g_02236	Praf.g_00220
OG0001849	Syap.g_02364	Praf.g_00298
OG0001850	Syap.g_02550	Praf.g_00305
OG0001851	Syap.g_01700	Praf.g_00311
OG0001852	Syap.g_01699	Praf.g_00312
OG0001853	Syap.g_01691	Praf.g_00319
OG0001854	Syap.g_01157	Praf.g_00380
OG0001855	Syap.g_01462	Praf.g_00414
OG0001856	Syap.g_01216	Praf.g_00506
OG0001857	Syap.g_01212	Praf.g_00509
OG0001858	Syap.g_00025	Praf.g_00531
OG0001859	Syap.g_02516	Praf.g_00574
OG0001860	Syap.g_02262	Praf.g_00588
OG0001861	Syap.g_02248	Praf.g_00602
OG0001862	Syap.g_00276	Praf.g_00613
OG0001863	Syap.g_00272	Praf.g_00618
OG0001864	Syap.g_01974	Praf.g_00671
OG0001865	Syap.g_00651	Praf.g_00736
OG0001866	Syap.g_01522	Praf.g_00762
OG0001867	Syap.g_01524	Praf.g_00772
OG0001868	Syap.g_01495	Praf.g_00793
OG0001869	Syap.g_00233	Praf.g_00834
OG0001870	Syap.g_00224	Praf.g_00857
OG0001871	Syap.g_00217	Praf.g_00862
OG0001872	Syap.g_02442	Praf.g_00896
OG0001873	Syap.g_01885	Praf.g_00916
OG0001874	Syap.g_01882	Praf.g_00935
OG0001877	Syap.g_00905	Praf.g_01213
OG0001878	Syap.g_02695	Praf.g_01350
OG0001879	Syap.g_02690	Praf.g_01357
OG0001883	Syap.g_01741	Praf.g_01414
OG0001884	Syap.g_01733	Praf.g_01423
OG0001885	Syap.g_02792	Praf.g_01434
OG0001886	Syap.g_02335	Praf.g_01438
OG0001887	Syap.g_01245	Praf.g_01472
OG0001888	Syap.g_00168	Praf.g_01513
OG0001889	Syap.g_02724	Praf.g_01544
OG0001890	Syap.g_00825	Praf.g_01605
OG0001891	Syap.g_00832	Praf.g_01609
OG0001893	Syap.g_01290	Praf.g_01673
OG0001894	Syap.g_00893	Praf.g_01691
OG0001895	Syap.g_02658	Praf.g_01774
OG0001896	Syap.g_02053	Praf.g_02000
OG0001897	Syap.g_00559	Praf.g_02046
OG0001898	Syap.g_00577	Praf.g_02064
OG0001899	Syap.g_00484	Praf.g_02130
OG0001900	Syap.g_02355	Praf.g_02253
OG0001901	Syap.g_02354	Praf.g_02254
OG0001902	Syap.g_01354	Praf.g_02286
OG0001903	Syap.g_01631	Praf.g_02295
OG0001904	Syap.g_02063	Praf.g_02367
OG0001905	Syap.g_01060	Praf.g_02376
OG0001906	Syap.g_02213	Praf.g_02407
OG0001908	Syap.g_01185	Praf.g_02479
OG0001909	Syap.g_02279	Praf.g_02501
OG0001910	Syap.g_01907	Praf.g_02558
OG0001911	Syap.g_00845	Praf.g_02634, Praf.g_02638, Praf.g_02640, Praf.g_02623, Praf.g_02642
OG0001912	Syap.g_01042	Praf.g_02666
OG0001913	Syap.g_01032	Praf.g_02668
OG0001929	Syap.g_00994	Praf.g_00073
OG0001930	Syap.g_00148	Praf.g_00169
OG0001931	Syap.g_00149	Praf.g_00170
OG0001932	Syap.g_01102	Praf.g_00185
OG0001935	Syap.g_01697	Praf.g_00314
OG0001937	Syap.g_00037	Praf.g_00519
OG0001938	Syap.g_00731, Syap.g_02259	Praf.g_00590
OG0001943	Syap.g_00645	Praf.g_00868
OG0001944	Syap.g_02662	Praf.g_00967
OG0001946	Syap.g_01058	Praf.g_01208
OG0001956	Syap.g_01978	Praf.g_01628
OG0001959	Syap.g_02163	Praf.g_01873
OG0001970	Syap.g_02212	Praf.g_02409
OG0001977	Syap.g_02094	Praf.g_02718
OG0001998	Syap.g_00747	Praf.g_00416
OG0001999	Syap.g_01375	Praf.g_00439
OG0002002	Syap.g_02443	Praf.g_00897
OG0002006	Syap.g_01384, Syap.g_01413	Praf.g_01291
OG0002009	Syap.g_00155	Praf.g_01491
OG0002010	Syap.g_00002	Praf.g_01835
OG0002013	Syap.g_02542	Praf.g_02338
OG0002015	Syap.g_02069	Praf.g_02355
OG0002016	Syap.g_00102	Praf.g_02565
OG0002017	Syap.g_02099	Praf.g_02721
OG0002039	Syap.g_00208	Praf.g_00877
OG0002046	Syap.g_02164	Praf.g_01927
OG0002047	Syap.g_02039, Syap.g_02154	Praf.g_02017
OG0002048	Syap.g_00598	Praf.g_02083
OG0002049	Syap.g_01926	Praf.g_02178
OG0002053	Syap.g_00836	Praf.g_02689
OG0002097	Syap.g_00711	Praf.g_00092, Praf.g_00140
OG0002110	Syap.g_00363	Praf.g_01468
OG0002113	Syap.g_01795	Praf.g_00039
OG0002114	Syap.g_01982	Praf.g_00417
OG0002116	Syap.g_00044	Praf.g_00514
OG0002122	Syap.g_01294	Praf.g_01217
OG0002160	Syap.g_01501	Praf.g_00368
OG0002161	Syap.g_01463	Praf.g_00415
OG0002167	Syap.g_01318	Praf.g_01236
OG0002168	Syap.g_01411	Praf.g_01289
OG0002169	Syap.g_02038, Syap.g_02152	Praf.g_02018
OG0002170	Syap.g_00573	Praf.g_02057
OG0002171	Syap.g_02070	Praf.g_02350
OG0002172	Syap.g_01910	Praf.g_02561
OG0002173	Syap.g_01420	Praf.g_02573
OG0002174	Syap.g_02100	Praf.g_02722
OG0002229	Syap.g_01002, Syap.g_00858	Praf.g_00138
OG0002235	Syap.g_00176	Praf.g_01505
OG0002236	Syap.g_02346	Praf.g_01624
OG0002238	Syap.g_02235, Syap.g_02000	Praf.g_01724
OG0002241	Syap.g_02165	Praf.g_01928
OG0002242	Syap.g_02068	Praf.g_02351
OG0002274	Syap.g_00710	Praf.g_00141
OG0002277	Syap.g_00997	Praf.g_00076
OG0002292	Syap.g_02266	Praf.g_02510
OG0002329	Syap.g_01423	Praf.g_01080, Praf.g_00963
OG0002335	Syap.g_01161	Praf.g_01800
OG0002341	Syap.g_01330	Praf.g_02608
OG0002382	Syap.g_02246	Praf.g_00604
OG0002389	Syap.g_00600	Praf.g_02095
OG0002390	Syap.g_02274	Praf.g_02504
OG0002391	Syap.g_02223	Praf.g_02631
OG0002425	Syap.g_01019	Praf.g_00114
OG0002430	Syap.g_00317	Praf.g_00275
OG0002431	Syap.g_02126	Praf.g_00652
OG0002432	Syap.g_01335	Praf.g_00336
OG0002440	Syap.g_01874	Praf.g_01335
OG0002443	Syap.g_01627	Praf.g_01706
OG0002444	Syap.g_01983	Praf.g_01797
OG0002492	Syap.g_01333	Praf.g_00334
OG0002495	Syap.g_00398	Praf.g_01079
OG0002570	Syap.g_02566	Praf.g_01567
OG0002573	Syap.g_01984	Praf.g_01798
OG0002580	Syap.g_02394, Syap.g_02538	Praf.g_02725
OG0002632	Syap.g_01334	Praf.g_00335
OG0002634	Syap.g_01153	Praf.g_00388
OG0002635	Syap.g_00937	Praf.g_00831
OG0002638	Syap.g_00768, Syap.g_00769	Praf.g_01200
OG0002643	Syap.g_00320	Praf.g_01574
OG0002645	Syap.g_01443	Praf.g_01702
OG0002648	Syap.g_01456	Praf.g_02615
OG0002649	Syap.g_01457	Praf.g_02616
OG0002650	Syap.g_01458	Praf.g_02617
OG0002714	Syap.g_01624	Praf.g_01753
OG0002797	Syap.g_01788	Praf.g_00476
OG0002800	Syap.g_00658	Praf.g_00987
OG0003041	Syap.g_00336, Syap.g_00334	Praf.g_01012
OG0003045	Syap.g_00439, Syap.g_02626	Praf.g_01584
OG0003196	Syap.g_00348	Praf.g_01243
OG0003201	Syap.g_01241	Praf.g_01945
