Orthogroup	Syap	Prbe
OG0001337	Syap.g_00576	Prbe.g_01884
OG0001345	Syap.g_01877, Syap.g_02776	Prbe.g_01529
OG0001346	Syap.g_01484	Prbe.g_00892
OG0001348	Syap.g_00938	Prbe.g_00003
OG0001349	Syap.g_01264, Syap.g_00851	Prbe.g_00349
OG0001351	Syap.g_01996	Prbe.g_00675
OG0001353	Syap.g_01849	Prbe.g_01255
OG0001364	Syap.g_01052	Prbe.g_00807
OG0001365	Syap.g_00138	Prbe.g_01155
OG0001368	Syap.g_01576	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686
OG0001371	Syap.g_02545, Syap.g_02544	Prbe.g_00453
OG0001379	Syap.g_01474	Prbe.g_00899
OG0001382	Syap.g_00677	Prbe.g_01617
OG0001394	Syap.g_00159	Prbe.g_00432
OG0001398	Syap.g_02356	Prbe.g_00028
OG0001401	Syap.g_01844	Prbe.g_01260
OG0001411	Syap.g_00853	Prbe.g_00166
OG0001415	Syap.g_00447, Syap.g_00446	Prbe.g_01783
OG0001418	Syap.g_00221	Prbe.g_00459
OG0001422	Syap.g_01682	Prbe.g_01624
OG0001425	Syap.g_01024	Prbe.g_01165
OG0001428	Syap.g_01196	Prbe.g_01720
OG0001433	Syap.g_00790	Prbe.g_00998
OG0001434	Syap.g_00167	Prbe.g_00437
OG0001435	Syap.g_01259	Prbe.g_00413
OG0001437	Syap.g_00448	Prbe.g_01782
OG0001443	Syap.g_01006	Prbe.g_01610
OG0001460	Syap.g_00789	Prbe.g_00999
OG0001461	Syap.g_02707	Prbe.g_00157
OG0001487	Syap.g_00699	Prbe.g_00271
OG0001488	Syap.g_00209	Prbe.g_01536
OG0001489	Syap.g_00603	Prbe.g_00821
OG0001498	Syap.g_02044, Syap.g_02043	Prbe.g_01916
OG0001510	Syap.g_01117	Prbe.g_00768
OG0001511	Syap.g_02629, Syap.g_02676	Prbe.g_01654
OG0001512	Syap.g_01151, Syap.g_01152	Prbe.g_01606
OG0001515	Syap.g_00906	Prbe.g_00467
OG0001517	Syap.g_00568	Prbe.g_01893
OG0001518	Syap.g_01026	Prbe.g_01164
OG0001519	Syap.g_02079	Prbe.g_01169
OG0001527	Syap.g_00287, Syap.g_00292	Prbe.g_00572
OG0001529	Syap.g_01809	Prbe.g_00141
OG0001530	Syap.g_02627	Prbe.g_01653
OG0001531	Syap.g_01150	Prbe.g_01791
OG0001534	Syap.g_00534	Prbe.g_01406
OG0001535	Syap.g_01875	Prbe.g_01390
OG0001536	Syap.g_02018	Prbe.g_01346
OG0001537	Syap.g_00153	Prbe.g_00429
OG0001538	Syap.g_00199	Prbe.g_01227
OG0001539	Syap.g_02370	Prbe.g_00407
OG0001540	Syap.g_02214	Prbe.g_01674
OG0001541	Syap.g_01187	Prbe.g_01728
OG0001542	Syap.g_01177	Prbe.g_01734
OG0001543	Syap.g_01417, Syap.g_01416	Prbe.g_00907
OG0001557	Syap.g_00162	Prbe.g_00433
OG0001562	Syap.g_02700	Prbe.g_01383
OG0001563	Syap.g_00473	Prbe.g_00837
OG0001564	Syap.g_00876	Prbe.g_00160
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Prbe.g_00574
OG0001577	Syap.g_00232	Prbe.g_01554
OG0001580	Syap.g_01340, Syap.g_01341	Prbe.g_00148
OG0001584	Syap.g_00183	Prbe.g_01442
OG0001587	Syap.g_02669	Prbe.g_00925
OG0001592	Syap.g_01342	Prbe.g_00147
OG0001614	Syap.g_01101	Prbe.g_00780
OG0001616	Syap.g_01884	Prbe.g_01526
OG0001619	Syap.g_01752	Prbe.g_01339
OG0001620	Syap.g_00557	Prbe.g_01901
OG0001621	Syap.g_01592	Prbe.g_01806
OG0001622	Syap.g_02601	Prbe.g_01192
OG0001636	Syap.g_01797	Prbe.g_00135
OG0001638	Syap.g_01778	Prbe.g_00974
OG0001639	Syap.g_00751	Prbe.g_00262
OG0001641	Syap.g_02685	Prbe.g_01371
OG0001642	Syap.g_00530	Prbe.g_01276
OG0001643	Syap.g_00902	Prbe.g_01480
OG0001644	Syap.g_00346	Prbe.g_01425
OG0001654	Syap.g_00753	Prbe.g_00264
OG0001657	Syap.g_02175	Prbe.g_01703
OG0001658	Syap.g_00131	Prbe.g_00143
OG0001659	Syap.g_01892	Prbe.g_00008
OG0001669	Syap.g_01283	Prbe.g_00875, Prbe.g_01043
OG0001678	Syap.g_02678	Prbe.g_00918
OG0001679	Syap.g_02521	Prbe.g_01888
OG0001717	Syap.g_01200	Prbe.g_00737
OG0001733	Syap.g_00794	Prbe.g_01001
OG0001769	Syap.g_00643	Prbe.g_01601
OG0001771	Syap.g_00329	Prbe.g_01129
OG0001842	Syap.g_00147, Syap.g_00146	Prbe.g_00069
OG0001930	Syap.g_00148	Prbe.g_00068
OG0001931	Syap.g_00149	Prbe.g_00067
OG0001956	Syap.g_01978	Prbe.g_01283
OG0001977	Syap.g_02094	Prbe.g_01174
OG0002019	Syap.g_01103	Prbe.g_00011
OG0002098	Syap.g_02161	Prbe.g_00390
OG0002122	Syap.g_01294	Prbe.g_00064
OG0002389	Syap.g_00600	Prbe.g_00817
OG0002588	Syap.g_02162	Prbe.g_00332
OG0002888	Syap.g_00862	Prbe.g_00341
