Orthogroup	Syap	Prbc
OG0001366	Syap.g_01399	Prbc.g_00647, Prbc.g_01109, Prbc.g_01237
OG0001368	Syap.g_01576	Prbc.g_00149, Prbc.g_00130
OG0001371	Syap.g_02545, Syap.g_02544	Prbc.g_01760
OG0001373	Syap.g_02647	Prbc.g_00914
OG0001374	Syap.g_01829, Syap.g_01830	Prbc.g_00922
OG0001376	Syap.g_01991	Prbc.g_01943
OG0001377	Syap.g_01992	Prbc.g_01944
OG0001378	Syap.g_02055	Prbc.g_01495
OG0001385	Syap.g_02650	Prbc.g_00911
OG0001386	Syap.g_02649	Prbc.g_00912
OG0001387	Syap.g_02648	Prbc.g_00913
OG0001388	Syap.g_02645	Prbc.g_00916
OG0001389	Syap.g_02644	Prbc.g_00917
OG0001390	Syap.g_02643	Prbc.g_00918
OG0001391	Syap.g_01833	Prbc.g_00919
OG0001392	Syap.g_01832	Prbc.g_00920
OG0001393	Syap.g_01831	Prbc.g_00921
OG0001394	Syap.g_00159	Prbc.g_01993
OG0001395	Syap.g_00531	Prbc.g_02098
OG0001396	Syap.g_02537	Prbc.g_00180
OG0001398	Syap.g_02356	Prbc.g_01806
OG0001401	Syap.g_01844	Prbc.g_01896
OG0001406	Syap.g_01989	Prbc.g_01942
OG0001408	Syap.g_01862	Prbc.g_02187
OG0001412	Syap.g_02535	Prbc.g_00182
OG0001415	Syap.g_00447, Syap.g_00446	Prbc.g_00340
OG0001418	Syap.g_00221	Prbc.g_01766
OG0001420	Syap.g_02736	Prbc.g_00119
OG0001422	Syap.g_01682	Prbc.g_02129
OG0001425	Syap.g_01024	Prbc.g_01004
OG0001432	Syap.g_01967	Prbc.g_02076
OG0001433	Syap.g_00790	Prbc.g_00602
OG0001434	Syap.g_00167	Prbc.g_01998
OG0001435	Syap.g_01259	Prbc.g_01973
OG0001437	Syap.g_00448	Prbc.g_00341
OG0001439	Syap.g_01674	Prbc.g_01199
OG0001441	Syap.g_02749	Prbc.g_01601
OG0001443	Syap.g_01006	Prbc.g_00905
OG0001447	Syap.g_02218	Prbc.g_00444
OG0001453	Syap.g_02687	Prbc.g_02056
OG0001456	Syap.g_01828	Prbc.g_01489
OG0001457	Syap.g_01826	Prbc.g_01488
OG0001458	Syap.g_01825	Prbc.g_01487
OG0001460	Syap.g_00789	Prbc.g_00601
OG0001461	Syap.g_02707	Prbc.g_00014
OG0001474	Syap.g_00562	Prbc.g_01251
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prbc.g_00185
OG0001487	Syap.g_00699	Prbc.g_00747
OG0001488	Syap.g_00209	Prbc.g_01432
OG0001489	Syap.g_00603	Prbc.g_00269
OG0001495	Syap.g_01921	Prbc.g_00956
OG0001498	Syap.g_02044, Syap.g_02043	Prbc.g_01269
OG0001507	Syap.g_00227	Prbc.g_00117
OG0001508	Syap.g_00808	Prbc.g_00188
OG0001510	Syap.g_01117	Prbc.g_00205
OG0001511	Syap.g_02629, Syap.g_02676	Prbc.g_00461
OG0001512	Syap.g_01151, Syap.g_01152	Prbc.g_00820
OG0001515	Syap.g_00906	Prbc.g_01774
OG0001517	Syap.g_00568	Prbc.g_01247
OG0001518	Syap.g_01026	Prbc.g_01003
OG0001519	Syap.g_02079	Prbc.g_01008
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Prbc.g_00186
OG0001529	Syap.g_01809	Prbc.g_01119
OG0001530	Syap.g_02627	Prbc.g_00462
OG0001531	Syap.g_01150	Prbc.g_00331
OG0001534	Syap.g_00534	Prbc.g_02096
OG0001535	Syap.g_01875	Prbc.g_02084
OG0001536	Syap.g_02018	Prbc.g_02032
OG0001537	Syap.g_00153	Prbc.g_01990
OG0001538	Syap.g_00199	Prbc.g_01863
OG0001539	Syap.g_02370	Prbc.g_01968
OG0001540	Syap.g_02214	Prbc.g_00440
OG0001541	Syap.g_01187	Prbc.g_00392
OG0001542	Syap.g_01177	Prbc.g_00386
OG0001543	Syap.g_01417, Syap.g_01416	Prbc.g_01939
OG0001553	Syap.g_02121	Prbc.g_00706
OG0001557	Syap.g_00162	Prbc.g_01994
OG0001562	Syap.g_02700	Prbc.g_02078
OG0001563	Syap.g_00473	Prbc.g_00285
OG0001570	Syap.g_00438	Prbc.g_00639
OG0001577	Syap.g_00232	Prbc.g_01451
OG0001578	Syap.g_01818	Prbc.g_00003
OG0001584	Syap.g_00183	Prbc.g_01848
OG0001613	Syap.g_00597	Prbc.g_00250
OG0001623	Syap.g_00578, Syap.g_00582, Syap.g_00585	Prbc.g_01226
OG0001632	Syap.g_02524	Prbc.g_00123
OG0001634	Syap.g_01956	Prbc.g_01747
OG0001635	Syap.g_01127	Prbc.g_01559
OG0001642	Syap.g_00530	Prbc.g_00597
OG0001644	Syap.g_00346	Prbc.g_01802
OG0001659	Syap.g_01892	Prbc.g_01419
OG0001673	Syap.g_01163	Prbc.g_00338
OG0001692	Syap.g_02120	Prbc.g_00704
OG0001694	Syap.g_01358	Prbc.g_01174
OG0001713	Syap.g_00349	Prbc.g_02175
OG0001715	Syap.g_00665	Prbc.g_00154
OG0001738	Syap.g_01657	Prbc.g_01212
OG0001739	Syap.g_01815, Syap.g_01816	Prbc.g_01023
OG0001769	Syap.g_00643	Prbc.g_01372
OG0001915	Syap.g_02313	Prbc.g_01058
OG0001956	Syap.g_01978	Prbc.g_01918
OG0001977	Syap.g_02094	Prbc.g_01014
OG0002020	Syap.g_02581	Prbc.g_01028
OG0002021	Syap.g_02584	Prbc.g_01030
OG0002022	Syap.g_02585	Prbc.g_01031
OG0002023	Syap.g_02588	Prbc.g_01032
OG0002131	Syap.g_02582	Prbc.g_01029
OG0002229	Syap.g_01002, Syap.g_00858	Prbc.g_00191
OG0002347	Syap.g_01387	Prbc.g_00859
OG0002506	Syap.g_01555	Prbc.g_00179, Prbc.g_01950
OG0002808	Syap.g_01798	Prbc.g_01103
OG0002939	Syap.g_00681, Syap.g_00436	Prbc.g_01359
