Orthogroup	Syap	Prax
OG0001422	Syap.g_01682	Prax.g_01613
OG0001428	Syap.g_01196	Prax.g_01046
OG0001432	Syap.g_01967	Prax.g_01645
OG0001433	Syap.g_00790	Prax.g_00526
OG0001434	Syap.g_00167	Prax.g_00581
OG0001437	Syap.g_00448	Prax.g_00988
OG0001438	Syap.g_01346, Syap.g_01630	Prax.g_00882
OG0001439	Syap.g_01674	Prax.g_00868
OG0001441	Syap.g_02749	Prax.g_00680
OG0001447	Syap.g_02218	Prax.g_01092
OG0001452	Syap.g_01590	Prax.g_00548
OG0001453	Syap.g_02687	Prax.g_01151
OG0001456	Syap.g_01828	Prax.g_00177
OG0001457	Syap.g_01826	Prax.g_00178
OG0001458	Syap.g_01825	Prax.g_00179
OG0001459	Syap.g_00351	Prax.g_01943
OG0001460	Syap.g_00789	Prax.g_00525
OG0001461	Syap.g_02707	Prax.g_01569
OG0001474	Syap.g_00562	Prax.g_00833
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prax.g_01839
OG0001479	Syap.g_00565	Prax.g_00836
OG0001492	Syap.g_02441	Prax.g_00247
OG0001493	Syap.g_02433	Prax.g_00255
OG0001495	Syap.g_01921	Prax.g_01284
OG0001502	Syap.g_00833	Prax.g_00403
OG0001504	Syap.g_00350	Prax.g_01942
OG0001507	Syap.g_00227	Prax.g_01590
OG0001508	Syap.g_00808	Prax.g_01842
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Prax.g_01840
OG0001546	Syap.g_02745	Prax.g_00677
OG0001547	Syap.g_00840, Syap.g_00839	Prax.g_00401
OG0001553	Syap.g_02121	Prax.g_01736
OG0001556	Syap.g_00041, Syap.g_00411	Prax.g_00518
OG0001557	Syap.g_00162	Prax.g_00577
OG0001564	Syap.g_00876	Prax.g_00489
OG0001567	Syap.g_00838	Prax.g_00402
OG0001568	Syap.g_00842	Prax.g_00400
OG0001570	Syap.g_00438	Prax.g_00137
OG0001584	Syap.g_00183	Prax.g_00593
OG0001587	Syap.g_02669	Prax.g_01258
OG0001613	Syap.g_00597	Prax.g_01357
OG0001632	Syap.g_02524	Prax.g_01954
OG0001635	Syap.g_01127	Prax.g_01586
OG0001647	Syap.g_01370	Prax.g_00902
OG0001680	Syap.g_01772	Prax.g_00521
OG0001700	Syap.g_00975	Prax.g_00524
OG0001713	Syap.g_00349	Prax.g_00630
OG0001745	Syap.g_02401	Prax.g_01646
OG0001919	Syap.g_01968	Prax.g_00782
OG0001959	Syap.g_02163	Prax.g_01963
OG0002013	Syap.g_02542	Prax.g_01782
OG0002019	Syap.g_01103	Prax.g_00503
OG0002026	Syap.g_00821	Prax.g_00783
OG0002029	Syap.g_00356	Prax.g_01945
OG0002097	Syap.g_00711	Prax.g_01807
OG0002107	Syap.g_00420	Prax.g_00171
OG0002225	Syap.g_00419	Prax.g_00170
OG0002227	Syap.g_01023, Syap.g_01022	Prax.g_00520
OG0002274	Syap.g_00710	Prax.g_01806
OG0002349	Syap.g_01515	Prax.g_01514
OG0002771	Syap.g_00878	Prax.g_01811
OG0002776	Syap.g_02308	Prax.g_00169
OG0003786	Syap.g_01281	Prax.g_01772
