Orthogroup	Prbb	Syap
OG0001307	Prbb.g_01609	Syap.g_00403
OG0001308	Prbb.g_01696	Syap.g_02751, Syap.g_02750
OG0001310	Prbb.g_01834	Syap.g_01774
OG0001311	Prbb.g_01044	Syap.g_01871
OG0001312	Prbb.g_00969	Syap.g_01735
OG0001315	Prbb.g_02023	Syap.g_00596
OG0001318	Prbb.g_00312	Syap.g_01596, Syap.g_01597
OG0001326	Prbb.g_01905	Syap.g_02646
OG0001332	Prbb.g_01731	Syap.g_01548
OG0001336	Prbb.g_02172	Syap.g_02602
OG0001337	Prbb.g_00383	Syap.g_00576
OG0001345	Prbb.g_01496	Syap.g_01877, Syap.g_02776
OG0001346	Prbb.g_01587	Syap.g_01484
OG0001347	Prbb.g_02088	Syap.g_02536
OG0001348	Prbb.g_01125	Syap.g_00938
OG0001351	Prbb.g_00459	Syap.g_01996
OG0001358	Prbb.g_00621	Syap.g_00942
OG0001360	Prbb.g_01494	Syap.g_01881, Syap.g_02778
OG0001365	Prbb.g_02128	Syap.g_00138
OG0001368	Prbb.g_01213, Prbb.g_01193	Syap.g_01576
OG0001371	Prbb.g_00684	Syap.g_02544, Syap.g_02545
OG0001373	Prbb.g_01904	Syap.g_02647
OG0001374	Prbb.g_01912	Syap.g_01829, Syap.g_01830
OG0001376	Prbb.g_00899	Syap.g_01991
OG0001377	Prbb.g_00900	Syap.g_01992
OG0001378	Prbb.g_00439	Syap.g_02055
OG0001385	Prbb.g_01901	Syap.g_02650
OG0001386	Prbb.g_01902	Syap.g_02649
OG0001387	Prbb.g_01903	Syap.g_02648
OG0001388	Prbb.g_01906	Syap.g_02645
OG0001389	Prbb.g_01907	Syap.g_02644
OG0001390	Prbb.g_01908	Syap.g_02643
OG0001391	Prbb.g_01909	Syap.g_01833
OG0001392	Prbb.g_01910	Syap.g_01832
OG0001393	Prbb.g_01911	Syap.g_01831
OG0001394	Prbb.g_00948	Syap.g_00159
OG0001395	Prbb.g_01055	Syap.g_00531
OG0001396	Prbb.g_02089	Syap.g_02537
OG0001398	Prbb.g_00732	Syap.g_02356
OG0001401	Prbb.g_00820	Syap.g_01844
OG0001406	Prbb.g_00898	Syap.g_01989
OG0001408	Prbb.g_00097	Syap.g_01862
OG0001412	Prbb.g_02086	Syap.g_02535
OG0001415	Prbb.g_00287	Syap.g_00447, Syap.g_00446
OG0001418	Prbb.g_00690	Syap.g_00221
OG0001420	Prbb.g_01183	Syap.g_02736
OG0001422	Prbb.g_01086	Syap.g_01682
OG0001425	Prbb.g_02138	Syap.g_01024
OG0001432	Prbb.g_01033	Syap.g_01967
OG0001433	Prbb.g_01163	Syap.g_00790
OG0001434	Prbb.g_00953	Syap.g_00167
OG0001435	Prbb.g_00928	Syap.g_01259
OG0001437	Prbb.g_00286	Syap.g_00448
OG0001439	Prbb.g_00358	Syap.g_01674
OG0001441	Prbb.g_00525	Syap.g_02749
OG0001443	Prbb.g_01896	Syap.g_01006
OG0001447	Prbb.g_00184	Syap.g_02218
OG0001453	Prbb.g_01011	Syap.g_02687
OG0001456	Prbb.g_01559	Syap.g_01828
OG0001457	Prbb.g_01558	Syap.g_01826
OG0001458	Prbb.g_01557	Syap.g_01825
OG0001460	Prbb.g_01162	Syap.g_00789
OG0001461	Prbb.g_01437	Syap.g_02707
OG0001470	Prbb.g_00853	Syap.g_01138, Syap.g_00709
OG0001474	Prbb.g_00399	Syap.g_00562
OG0001475	Prbb.g_00855	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001487	Prbb.g_01724	Syap.g_00699
OG0001488	Prbb.g_01503	Syap.g_00209
OG0001489	Prbb.g_02016	Syap.g_00603
OG0001495	Prbb.g_01944	Syap.g_01921
OG0001498	Prbb.g_00417	Syap.g_02044, Syap.g_02043
OG0001507	Prbb.g_01181	Syap.g_00227
OG0001508	Prbb.g_02096	Syap.g_01139, Syap.g_00808
OG0001510	Prbb.g_02067	Syap.g_01117
OG0001511	Prbb.g_00167	Syap.g_02629, Syap.g_02676
OG0001512	Prbb.g_01801	Syap.g_01151, Syap.g_01152
OG0001515	Prbb.g_00699	Syap.g_00906
OG0001516	Prbb.g_00666	Syap.g_01964
OG0001517	Prbb.g_00395	Syap.g_00568
OG0001518	Prbb.g_02137	Syap.g_01026
OG0001519	Prbb.g_02142	Syap.g_02079
OG0001528	Prbb.g_00854	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001529	Prbb.g_00056	Syap.g_01809
OG0001530	Prbb.g_00166	Syap.g_02627
OG0001531	Prbb.g_00296	Syap.g_01150
OG0001534	Prbb.g_01053	Syap.g_00534
OG0001535	Prbb.g_01041	Syap.g_01875
OG0001536	Prbb.g_00987	Syap.g_02018
OG0001537	Prbb.g_00945	Syap.g_00153
OG0001538	Prbb.g_00788	Syap.g_00199
OG0001539	Prbb.g_00923	Syap.g_02370
OG0001540	Prbb.g_00188	Syap.g_02214
OG0001541	Prbb.g_00236	Syap.g_01187
OG0001542	Prbb.g_00242	Syap.g_01177
OG0001543	Prbb.g_00896	Syap.g_01417, Syap.g_01416
OG0001556	Prbb.g_01154	Syap.g_00796, Syap.g_00041, Syap.g_00411
OG0001557	Prbb.g_00949	Syap.g_00162
OG0001562	Prbb.g_01035	Syap.g_02700
OG0001563	Prbb.g_02000	Syap.g_00473
OG0001564	Prbb.g_00863	Syap.g_00876
OG0001570	Prbb.g_01331	Syap.g_00438
OG0001577	Prbb.g_01522	Syap.g_00232
OG0001578	Prbb.g_01408	Syap.g_01818
OG0001584	Prbb.g_00773	Syap.g_00183
OG0001613	Prbb.g_02022	Syap.g_00597
OG0001623	Prbb.g_00385	Syap.g_00578, Syap.g_00582, Syap.g_00585
OG0001632	Prbb.g_01187	Syap.g_02524
OG0001634	Prbb.g_00672	Syap.g_01956
OG0001642	Prbb.g_01621	Syap.g_00530
OG0001644	Prbb.g_00728	Syap.g_00346
OG0001659	Prbb.g_01489	Syap.g_01892
OG0001673	Prbb.g_00289	Syap.g_01163
OG0001692	Prbb.g_01682	Syap.g_02120
OG0001694	Prbb.g_00333	Syap.g_01358
OG0001700	Prbb.g_01161	Syap.g_00975
OG0001713	Prbb.g_01131	Syap.g_00349
OG0001715	Prbb.g_01219	Syap.g_00665
OG0001733	Prbb.g_01152	Syap.g_00794
OG0001738	Prbb.g_00371	Syap.g_01657
OG0001739	Prbb.g_02157	Syap.g_01815, Syap.g_01816
OG0001755	Prbb.g_00856	Syap.g_00250
OG0001769	Prbb.g_01441	Syap.g_00643
OG0001915	Prbb.g_02179	Syap.g_02313
OG0001956	Prbb.g_00842	Syap.g_01978
OG0001977	Prbb.g_02148	Syap.g_02094
OG0001979	Prbb.g_00041	Syap.g_00662, Syap.g_00834
OG0001991	Prbb.g_01165	Syap.g_00791
OG0002227	Prbb.g_01156	Syap.g_01023, Syap.g_01022
OG0002229	Prbb.g_02081	Syap.g_00858, Syap.g_01002
OG0002347	Prbb.g_01850	Syap.g_01387
OG0002506	Prbb.g_00906	Syap.g_01555
OG0002651	Prbb.g_00862	Syap.g_00854
OG0002808	Prbb.g_00034	Syap.g_01798
OG0002916	Prbb.g_01807	Syap.g_00866
OG0003418	Prbb.g_02095	Syap.g_00873
