Orthogroup	Prbb	Syan
OG0001112	Prbb.g_00998	Syan.g_00579
OG0001113	Prbb.g_00999	Syan.g_00580
OG0001114	Prbb.g_01000	Syan.g_00581
OG0001115	Prbb.g_01002	Syan.g_00586
OG0001116	Prbb.g_01003	Syan.g_00588
OG0001117	Prbb.g_01004	Syan.g_00589
OG0001118	Prbb.g_01005	Syan.g_00590
OG0001119	Prbb.g_01006	Syan.g_00592
OG0001120	Prbb.g_01007	Syan.g_00597
OG0001122	Prbb.g_01038	Syan.g_00366
OG0001123	Prbb.g_01043	Syan.g_00359
OG0001124	Prbb.g_01045	Syan.g_00357
OG0001125	Prbb.g_01047	Syan.g_00355
OG0001126	Prbb.g_01058	Syan.g_00307
OG0001127	Prbb.g_01059	Syan.g_00306
OG0001128	Prbb.g_01062	Syan.g_00303
OG0001129	Prbb.g_01063	Syan.g_00301
OG0001130	Prbb.g_01064	Syan.g_00300
OG0001131	Prbb.g_00897	Syan.g_00079
OG0001132	Prbb.g_01108	Syan.g_00100
OG0001133	Prbb.g_01085	Syan.g_00006
OG0001134	Prbb.g_01887	Syan.g_01146
OG0001135	Prbb.g_01890	Syan.g_02542, Syan.g_01150
OG0001136	Prbb.g_01520	Syan.g_02699
OG0001137	Prbb.g_01507	Syan.g_02670
OG0001138	Prbb.g_01486	Syan.g_02638
OG0001139	Prbb.g_01484	Syan.g_02636
OG0001140	Prbb.g_01483	Syan.g_02635
OG0001141	Prbb.g_01482	Syan.g_02625
OG0001142	Prbb.g_01481	Syan.g_02624
OG0001143	Prbb.g_01474	Syan.g_02616
OG0001144	Prbb.g_01469	Syan.g_02596
OG0001145	Prbb.g_01578	Syan.g_01200
OG0001146	Prbb.g_01590	Syan.g_01219
OG0001147	Prbb.g_01612	Syan.g_02842
OG0001148	Prbb.g_01641	Syan.g_02775
OG0001149	Prbb.g_01642	Syan.g_02776
OG0001150	Prbb.g_01643	Syan.g_02777
OG0001151	Prbb.g_01654	Syan.g_02884
OG0001152	Prbb.g_01655	Syan.g_02885
OG0001153	Prbb.g_01716	Syan.g_02828
OG0001154	Prbb.g_01717	Syan.g_02829
OG0001156	Prbb.g_01736	Syan.g_02404
OG0001157	Prbb.g_01737	Syan.g_02403
OG0001158	Prbb.g_01738	Syan.g_02402
OG0001159	Prbb.g_01739	Syan.g_02401
OG0001160	Prbb.g_01765	Syan.g_01377
OG0001161	Prbb.g_01555	Syan.g_01594
OG0001162	Prbb.g_01778	Syan.g_02943
OG0001163	Prbb.g_01815	Syan.g_01385
OG0001164	Prbb.g_01819	Syan.g_01392
OG0001165	Prbb.g_01822	Syan.g_01397
OG0001166	Prbb.g_01840	Syan.g_01430
OG0001167	Prbb.g_01858	Syan.g_00992
OG0001168	Prbb.g_01859	Syan.g_01456
OG0001169	Prbb.g_01861	Syan.g_01458
OG0001170	Prbb.g_01863	Syan.g_01460
OG0001171	Prbb.g_01873	Syan.g_01470
OG0001172	Prbb.g_01926	Syan.g_02110
OG0001173	Prbb.g_01927	Syan.g_02111
OG0001174	Prbb.g_01935	Syan.g_02119
OG0001175	Prbb.g_01936	Syan.g_02120
OG0001176	Prbb.g_01947	Syan.g_02253
OG0001177	Prbb.g_01945	Syan.g_02256
OG0001179	Prbb.g_01984	Syan.g_02218
OG0001180	Prbb.g_02007	Syan.g_02191
OG0001181	Prbb.g_02011	Syan.g_02187
OG0001182	Prbb.g_02019	Syan.g_02179
OG0001183	Prbb.g_02025	Syan.g_02166
OG0001184	Prbb.g_02041	Syan.g_01929
OG0001185	Prbb.g_02056	Syan.g_01902
OG0001186	Prbb.g_02097	Syan.g_01864
OG0001187	Prbb.g_02100	Syan.g_01811
OG0001188	Prbb.g_02102	Syan.g_01806
OG0001189	Prbb.g_02119	Syan.g_01723
OG0001190	Prbb.g_02124	Syan.g_01565
OG0001191	Prbb.g_02134	Syan.g_01578
OG0001192	Prbb.g_02139	Syan.g_01585
OG0001193	Prbb.g_02152	Syan.g_01626
OG0001194	Prbb.g_02153	Syan.g_01627
OG0001195	Prbb.g_02154	Syan.g_01628
OG0001196	Prbb.g_02175	Syan.g_01693
OG0001197	Prbb.g_02177	Syan.g_01695
OG0001198	Prbb.g_02186	Syan.g_01793
OG0001199	Prbb.g_00129	Syan.g_02913
OG0001200	Prbb.g_00131	Syan.g_02915
OG0001201	Prbb.g_00163	Syan.g_02975
OG0001202	Prbb.g_00256	Syan.g_03084
OG0001203	Prbb.g_00295	Syan.g_02426
OG0001204	Prbb.g_00301	Syan.g_02097
OG0001205	Prbb.g_00450	Syan.g_01337
OG0001206	Prbb.g_00469	Syan.g_02880
OG0001207	Prbb.g_00480	Syan.g_02772
OG0001208	Prbb.g_00487	Syan.g_02762
OG0001209	Prbb.g_00538	Syan.g_01163
OG0001210	Prbb.g_00543	Syan.g_00830
OG0001211	Prbb.g_00554	Syan.g_00852
OG0001212	Prbb.g_00596	Syan.g_01002
OG0001213	Prbb.g_00630	Syan.g_01141
OG0001214	Prbb.g_00638	Syan.g_00814
OG0001215	Prbb.g_00696	Syan.g_00539
OG0001216	Prbb.g_00715	Syan.g_00319
OG0001217	Prbb.g_00108	Syan.g_00617
OG0001218	Prbb.g_00754	Syan.g_02837
OG0001219	Prbb.g_00960	Syan.g_00477
OG0001220	Prbb.g_00837	Syan.g_00203
OG0001221	Prbb.g_00944	Syan.g_01446
OG0001222	Prbb.g_00893	Syan.g_00552
OG0001223	Prbb.g_01008	Syan.g_00599
OG0001224	Prbb.g_01066	Syan.g_00294
OG0001225	Prbb.g_01068	Syan.g_00292
OG0001227	Prbb.g_01090	Syan.g_00940
OG0001228	Prbb.g_01465	Syan.g_01938
OG0001229	Prbb.g_01201	Syan.g_02631
OG0001230	Prbb.g_01678	Syan.g_01288
OG0001231	Prbb.g_00758	Syan.g_01764
OG0001232	Prbb.g_01844	Syan.g_01439
OG0001233	Prbb.g_01864	Syan.g_01461
OG0001234	Prbb.g_01938	Syan.g_01995
OG0001235	Prbb.g_01942	Syan.g_02130
OG0001236	Prbb.g_02038	Syan.g_01933
OG0001237	Prbb.g_02042	Syan.g_01928
OG0001239	Prbb.g_00126	Syan.g_02910
OG0001240	Prbb.g_00148	Syan.g_02963
OG0001242	Prbb.g_00176	Syan.g_02297
OG0001243	Prbb.g_00183	Syan.g_02289
OG0001244	Prbb.g_00199	Syan.g_03004
OG0001245	Prbb.g_01288	Syan.g_00179
OG0001246	Prbb.g_00508	Syan.g_02734
OG0001247	Prbb.g_00689	Syan.g_00199
OG0001249	Prbb.g_00389	Syan.g_02150
OG0001251	Prbb.g_01913	Syan.g_00490
OG0001252	Prbb.g_01061	Syan.g_00304
OG0001253	Prbb.g_01783	Syan.g_00099
OG0001254	Prbb.g_01889	Syan.g_01148
OG0001256	Prbb.g_01774	Syan.g_01384
OG0001257	Prbb.g_01779	Syan.g_00925, Syan.g_00217
OG0001258	Prbb.g_01820	Syan.g_01395
OG0001259	Prbb.g_01862	Syan.g_01459
OG0001260	Prbb.g_01879	Syan.g_01478
OG0001261	Prbb.g_01992	Syan.g_02209
OG0001262	Prbb.g_02117	Syan.g_01721
OG0001263	Prbb.g_00186	Syan.g_02286
OG0001277	Prbb.g_02163	Syan.g_00007
OG0001279	Prbb.g_01196	Syan.g_01306
OG0001281	Prbb.g_01591	Syan.g_01220
OG0001282	Prbb.g_01640	Syan.g_02774
OG0001283	Prbb.g_02171	Syan.g_01687
OG0001284	Prbb.g_01759	Syan.g_01369
OG0001285	Prbb.g_01847	Syan.g_00977
OG0001286	Prbb.g_02005	Syan.g_02193
OG0001287	Prbb.g_02063	Syan.g_01894
OG0001289	Prbb.g_00142	Syan.g_02942
OG0001294	Prbb.g_01553, Prbb.g_01628	Syan.g_00758
OG0001295	Prbb.g_01542	Syan.g_00836
OG0001296	Prbb.g_00513	Syan.g_02728
OG0001297	Prbb.g_00518	Syan.g_02724
OG0001299	Prbb.g_00669	Syan.g_00764
OG0001303	Prbb.g_01388	Syan.g_00479
OG0001304	Prbb.g_01052	Syan.g_00345
OG0001305	Prbb.g_00888	Syan.g_00191
OG0001306	Prbb.g_01532	Syan.g_02714
OG0001308	Prbb.g_01696	Syan.g_01248
OG0001309	Prbb.g_00522	Syan.g_01196
OG0001310	Prbb.g_01834	Syan.g_01422
OG0001311	Prbb.g_01044	Syan.g_00358
OG0001312	Prbb.g_00969	Syan.g_00496
OG0001315	Prbb.g_02023	Syan.g_02168
OG0001317	Prbb.g_00291	Syan.g_02422
OG0001318	Prbb.g_00312	Syan.g_02060
OG0001325	Prbb.g_00718	Syan.g_00323
OG0001326	Prbb.g_01905	Syan.g_01636
OG0001327	Prbb.g_00921	Syan.g_00753
OG0001328	Prbb.g_00940	Syan.g_02675
OG0001329	Prbb.g_01782	Syan.g_00838
OG0001330	Prbb.g_01579	Syan.g_01202
OG0001331	Prbb.g_01645	Syan.g_02779
OG0001332	Prbb.g_01731	Syan.g_00412
OG0001336	Prbb.g_02172	Syan.g_01688
OG0001337	Prbb.g_00383	Syan.g_02151
OG0001341	Prbb.g_00086	Syan.g_00524
OG0001345	Prbb.g_01496	Syan.g_02655
OG0001346	Prbb.g_01587	Syan.g_01214
OG0001347	Prbb.g_02088	Syan.g_01852
OG0001351	Prbb.g_00459	Syan.g_02804
OG0001354	Prbb.g_01001	Syan.g_00585
OG0001356	Prbb.g_01164	Syan.g_00067, Syan.g_00246
OG0001357	Prbb.g_01814	Syan.g_02332, Syan.g_02543, Syan.g_01250
OG0001358	Prbb.g_00621	Syan.g_00017
OG0001360	Prbb.g_01494	Syan.g_02653
OG0001365	Prbb.g_02128	Syan.g_01570
OG0001368	Prbb.g_01213, Prbb.g_01193	Syan.g_02098
OG0001369	Prbb.g_00147	Syan.g_02962
OG0001371	Prbb.g_00684	Syan.g_02927, Syan.g_02928
OG0001373	Prbb.g_01904	Syan.g_01635
OG0001374	Prbb.g_01912	Syan.g_01644
OG0001376	Prbb.g_00899	Syan.g_00511
OG0001377	Prbb.g_00900	Syan.g_00510
OG0001378	Prbb.g_00439	Syan.g_02392
OG0001380	Prbb.g_01541	Syan.g_00442
OG0001385	Prbb.g_01901	Syan.g_01632
OG0001386	Prbb.g_01902	Syan.g_01633
OG0001387	Prbb.g_01903	Syan.g_01634
OG0001388	Prbb.g_01906	Syan.g_01637
OG0001389	Prbb.g_01907	Syan.g_01639
OG0001390	Prbb.g_01908	Syan.g_01640
OG0001391	Prbb.g_01909	Syan.g_01641
OG0001392	Prbb.g_01910	Syan.g_01642
OG0001393	Prbb.g_01911	Syan.g_01643
OG0001394	Prbb.g_00948	Syan.g_00722
OG0001395	Prbb.g_01055	Syan.g_00340
OG0001396	Prbb.g_02089	Syan.g_01851
OG0001398	Prbb.g_00732	Syan.g_02932
OG0001401	Prbb.g_00820	Syan.g_00376
OG0001402	Prbb.g_00625	Syan.g_00011
OG0001403	Prbb.g_00031	Syan.g_01744
OG0001404	Prbb.g_00123	Syan.g_00343
OG0001406	Prbb.g_00898	Syan.g_00512
OG0001407	Prbb.g_00903	Syan.g_00455
OG0001408	Prbb.g_00097	Syan.g_00073
OG0001409	Prbb.g_01508	Syan.g_00284
OG0001413	Prbb.g_00759	Syan.g_00029
OG0001415	Prbb.g_00287	Syan.g_01004
OG0001417	Prbb.g_01552	Syan.g_00583
OG0001418	Prbb.g_00690	Syan.g_02689
OG0001419	Prbb.g_00750	Syan.g_00454
OG0001420	Prbb.g_01183	Syan.g_01180
OG0001422	Prbb.g_01086	Syan.g_00645
OG0001423	Prbb.g_01665, Prbb.g_01664	Syan.g_01318
OG0001425	Prbb.g_02138	Syan.g_01584
OG0001429	Prbb.g_00961	Syan.g_00480
OG0001432	Prbb.g_01033	Syan.g_00092
OG0001433	Prbb.g_01163	Syan.g_00245
OG0001434	Prbb.g_00953	Syan.g_00717
OG0001435	Prbb.g_00928	Syan.g_00745
OG0001437	Prbb.g_00286	Syan.g_01005
OG0001439	Prbb.g_00358	Syan.g_01986
OG0001441	Prbb.g_00525	Syan.g_01191
OG0001442	Prbb.g_01667	Syan.g_00709
OG0001443	Prbb.g_01896	Syan.g_01590
OG0001447	Prbb.g_00184	Syan.g_02288
OG0001453	Prbb.g_01011	Syan.g_00608
OG0001454	Prbb.g_01280	Syan.g_00418
OG0001456	Prbb.g_01559	Syan.g_01646
OG0001457	Prbb.g_01558	Syan.g_01647
OG0001458	Prbb.g_01557	Syan.g_01648
OG0001460	Prbb.g_01162	Syan.g_00244
OG0001461	Prbb.g_01437	Syan.g_00657
OG0001467	Prbb.g_00115	Syan.g_00107
OG0001470	Prbb.g_00853	Syan.g_01815
OG0001471	Prbb.g_01554	Syan.g_01991
OG0001473	Prbb.g_01623	Syan.g_00133
OG0001474	Prbb.g_00399	Syan.g_02137
OG0001475	Prbb.g_00855	Syan.g_01833
OG0001476	Prbb.g_01509	Syan.g_00451, Syan.g_00421, Syan.g_02511, Syan.g_00283
OG0001480	Prbb.g_01215	Syan.g_00072
OG0001486	Prbb.g_01519	Syan.g_02698
OG0001487	Prbb.g_01724	Syan.g_02836
OG0001488	Prbb.g_01503	Syan.g_02666
OG0001489	Prbb.g_02016	Syan.g_02182
OG0001495	Prbb.g_01944	Syan.g_02257
OG0001496	Prbb.g_01413	Syan.g_01154
OG0001497	Prbb.g_01414	Syan.g_01155
OG0001498	Prbb.g_00417	Syan.g_02317
OG0001507	Prbb.g_01181	Syan.g_02695
OG0001508	Prbb.g_02096	Syan.g_01814
OG0001509	Prbb.g_02090	Syan.g_01832
OG0001510	Prbb.g_02067	Syan.g_01890
OG0001511	Prbb.g_00167	Syan.g_02983
OG0001512	Prbb.g_01801	Syan.g_02428
OG0001513	Prbb.g_00050	Syan.g_03078
OG0001515	Prbb.g_00699	Syan.g_00505
OG0001516	Prbb.g_00666	Syan.g_00172, Syan.g_00767
OG0001517	Prbb.g_00395	Syan.g_02143
OG0001518	Prbb.g_02137	Syan.g_01582
OG0001519	Prbb.g_02142	Syan.g_01592
OG0001522	Prbb.g_00816	Syan.g_00464
OG0001528	Prbb.g_00854	Syan.g_01818
OG0001529	Prbb.g_00056	Syan.g_01730
OG0001530	Prbb.g_00166	Syan.g_02981
OG0001531	Prbb.g_00296	Syan.g_01511, Syan.g_02436
OG0001532	Prbb.g_01485	Syan.g_02637
OG0001534	Prbb.g_01053	Syan.g_00344
OG0001535	Prbb.g_01041	Syan.g_00362
OG0001536	Prbb.g_00987	Syan.g_00560
OG0001537	Prbb.g_00945	Syan.g_00729
OG0001538	Prbb.g_00788	Syan.g_00685
OG0001539	Prbb.g_00923	Syan.g_00750
OG0001540	Prbb.g_00188	Syan.g_02284
OG0001541	Prbb.g_00236	Syan.g_03048
OG0001542	Prbb.g_00242	Syan.g_03059
OG0001543	Prbb.g_00896	Syan.g_03110
OG0001544	Prbb.g_02141	Syan.g_01591
OG0001545	Prbb.g_02162	Syan.g_01661
OG0001549	Prbb.g_00846	Syan.g_00077
OG0001556	Prbb.g_01154	Syan.g_02338, Syan.g_00149, Syan.g_00276
OG0001557	Prbb.g_00949	Syan.g_00721
OG0001559	Prbb.g_00165	Syan.g_02980
OG0001560	Prbb.g_00155	Syan.g_02969
OG0001561	Prbb.g_01046	Syan.g_00356
OG0001562	Prbb.g_01035	Syan.g_00650
OG0001563	Prbb.g_02000	Syan.g_02200
OG0001564	Prbb.g_00863	Syan.g_00082
OG0001566	Prbb.g_00681	Syan.g_01072
OG0001570	Prbb.g_01331	Syan.g_00636
OG0001575	Prbb.g_00569	Syan.g_00870
OG0001576	Prbb.g_01599	Syan.g_01242
OG0001577	Prbb.g_01522	Syan.g_02701
OG0001578	Prbb.g_01408	Syan.g_01652
OG0001584	Prbb.g_00773	Syan.g_00701
OG0001589	Prbb.g_01866	Syan.g_01463
OG0001591	Prbb.g_00676	Syan.g_00756
OG0001623	Prbb.g_00385	Syan.g_02154, Syan.g_00212, Syan.g_02158
OG0001634	Prbb.g_00672	Syan.g_00761
OG0001642	Prbb.g_01621	Syan.g_02603
OG0001644	Prbb.g_00728	Syan.g_00336
OG0001659	Prbb.g_01489	Syan.g_02642
OG0001673	Prbb.g_00289	Syan.g_02896
OG0001691	Prbb.g_01056	Syan.g_01609
OG0001692	Prbb.g_01682	Syan.g_01284
OG0001694	Prbb.g_00333	Syan.g_02021
OG0001695	Prbb.g_02158	Syan.g_01656
OG0001700	Prbb.g_01161	Syan.g_00938
OG0001703	Prbb.g_00481	Syan.g_02770
OG0001715	Prbb.g_01219	Syan.g_00415
OG0001733	Prbb.g_01152	Syan.g_00275
OG0001738	Prbb.g_00371	Syan.g_01970
OG0001739	Prbb.g_02157	Syan.g_01654
OG0001740	Prbb.g_02161	Syan.g_01659
OG0001755	Prbb.g_00856	Syan.g_02719
OG0001769	Prbb.g_01441	Syan.g_00794
OG0001774	Prbb.g_00682	Syan.g_02509
OG0001810	Prbb.g_00709	Syan.g_02265
OG0001816	Prbb.g_00920	Syan.g_00754
OG0001907	Prbb.g_00198	Syan.g_00148
OG0001915	Prbb.g_02179	Syan.g_01702
OG0001917	Prbb.g_01042	Syan.g_00361
OG0001954	Prbb.g_01209	Syan.g_00547
OG0001955	Prbb.g_00092	Syan.g_00517
OG0001977	Prbb.g_02148	Syan.g_01621
OG0001978	Prbb.g_01808	Syan.g_01808
OG0001979	Prbb.g_00041	Syan.g_00402
OG0001990	Prbb.g_00074	Syan.g_01660
OG0002018	Prbb.g_02160	Syan.g_01658
OG0002052	Prbb.g_00894	Syan.g_00061
OG0002227	Prbb.g_01156	Syan.g_00243
OG0002229	Prbb.g_02081	Syan.g_01871
OG0002347	Prbb.g_01850	Syan.g_01444
OG0002449	Prbb.g_02159	Syan.g_01657
OG0002703	Prbb.g_00859	Syan.g_01827
OG0002905	Prbb.g_02091	Syan.g_01855
OG0002937	Prbb.g_01605	Syan.g_00242, Syan.g_02352
OG0003068	Prbb.g_01809	Syan.g_01809
OG0004274	Prbb.g_01615	Syan.g_01909
