Orthogroup	Prbb	Syak
OG0001119	Prbb.g_01006	Syak.g_00478
OG0001120	Prbb.g_01007	Syak.g_00474
OG0001121	Prbb.g_01627	Syak.g_00114
OG0001123	Prbb.g_01043	Syak.g_00650
OG0001124	Prbb.g_01045	Syak.g_00652
OG0001125	Prbb.g_01047	Syak.g_00654
OG0001126	Prbb.g_01058	Syak.g_00757
OG0001127	Prbb.g_01059	Syak.g_00756
OG0001128	Prbb.g_01062	Syak.g_00753
OG0001129	Prbb.g_01063	Syak.g_00751
OG0001130	Prbb.g_01064	Syak.g_00750
OG0001131	Prbb.g_00897	Syak.g_00389
OG0001132	Prbb.g_01108	Syak.g_00120
OG0001133	Prbb.g_01085	Syak.g_00014
OG0001134	Prbb.g_01887	Syak.g_00273
OG0001135	Prbb.g_01890	Syak.g_00274
OG0001136	Prbb.g_01520	Syak.g_00901
OG0001137	Prbb.g_01507	Syak.g_00876
OG0001138	Prbb.g_01486	Syak.g_00839
OG0001139	Prbb.g_01484	Syak.g_00837
OG0001140	Prbb.g_01483	Syak.g_00836
OG0001141	Prbb.g_01482	Syak.g_00835
OG0001142	Prbb.g_01481	Syak.g_00834
OG0001143	Prbb.g_01474	Syak.g_00826
OG0001144	Prbb.g_01469	Syak.g_00815
OG0001145	Prbb.g_01578	Syak.g_00922
OG0001146	Prbb.g_01590	Syak.g_00943
OG0001147	Prbb.g_01612	Syak.g_01113
OG0001148	Prbb.g_01641	Syak.g_02563
OG0001149	Prbb.g_01642	Syak.g_02562
OG0001150	Prbb.g_01643	Syak.g_02561
OG0001151	Prbb.g_01654	Syak.g_02548
OG0001153	Prbb.g_01716	Syak.g_01084
OG0001154	Prbb.g_01717	Syak.g_01085
OG0001155	Prbb.g_01733	Syak.g_02480
OG0001156	Prbb.g_01736	Syak.g_02477
OG0001157	Prbb.g_01737	Syak.g_02476
OG0001158	Prbb.g_01738	Syak.g_02475
OG0001159	Prbb.g_01739	Syak.g_02474
OG0001160	Prbb.g_01765	Syak.g_02437
OG0001161	Prbb.g_01555	Syak.g_01906
OG0001162	Prbb.g_01778	Syak.g_00959
OG0001163	Prbb.g_01815	Syak.g_02429
OG0001164	Prbb.g_01819	Syak.g_02423
OG0001165	Prbb.g_01822	Syak.g_02418
OG0001166	Prbb.g_01840	Syak.g_02394
OG0001167	Prbb.g_01858	Syak.g_02366
OG0001168	Prbb.g_01859	Syak.g_02364
OG0001169	Prbb.g_01861	Syak.g_02362
OG0001170	Prbb.g_01863	Syak.g_02360
OG0001171	Prbb.g_01873	Syak.g_02349
OG0001172	Prbb.g_01926	Syak.g_01388
OG0001173	Prbb.g_01927	Syak.g_01387
OG0001174	Prbb.g_01935	Syak.g_01379
OG0001175	Prbb.g_01936	Syak.g_01378
OG0001176	Prbb.g_01947	Syak.g_01354
OG0001177	Prbb.g_01945	Syak.g_01356
OG0001178	Prbb.g_01279	Syak.g_02411
OG0001179	Prbb.g_01984	Syak.g_01324
OG0001181	Prbb.g_02011	Syak.g_01296
OG0001182	Prbb.g_02019	Syak.g_01287
OG0001183	Prbb.g_02025	Syak.g_01282
OG0001184	Prbb.g_02041	Syak.g_01571
OG0001185	Prbb.g_02056	Syak.g_01643
OG0001186	Prbb.g_02097	Syak.g_01709
OG0001187	Prbb.g_02100	Syak.g_01712
OG0001188	Prbb.g_02102	Syak.g_01714
OG0001189	Prbb.g_02119	Syak.g_01736
OG0001190	Prbb.g_02124	Syak.g_01942
OG0001191	Prbb.g_02134	Syak.g_01928
OG0001192	Prbb.g_02139	Syak.g_01921
OG0001193	Prbb.g_02152	Syak.g_01888
OG0001194	Prbb.g_02153	Syak.g_01882
OG0001195	Prbb.g_02154	Syak.g_01881
OG0001196	Prbb.g_02175	Syak.g_01811
OG0001197	Prbb.g_02177	Syak.g_01809
OG0001198	Prbb.g_02186	Syak.g_01798
OG0001199	Prbb.g_00129	Syak.g_02249
OG0001200	Prbb.g_00131	Syak.g_02247
OG0001201	Prbb.g_00163	Syak.g_02191
OG0001202	Prbb.g_00256	Syak.g_02061
OG0001203	Prbb.g_00295	Syak.g_02307
OG0001204	Prbb.g_00301	Syak.g_01404
OG0001205	Prbb.g_00450	Syak.g_01181
OG0001206	Prbb.g_00469	Syak.g_01148
OG0001207	Prbb.g_00480	Syak.g_02566
OG0001208	Prbb.g_00487	Syak.g_02576
OG0001209	Prbb.g_00538	Syak.g_02643
OG0001210	Prbb.g_00543	Syak.g_02654
OG0001211	Prbb.g_00554	Syak.g_02669
OG0001212	Prbb.g_00596	Syak.g_02728
OG0001213	Prbb.g_00630	Syak.g_00025
OG0001214	Prbb.g_00638	Syak.g_00037
OG0001215	Prbb.g_00696	Syak.g_00697
OG0001216	Prbb.g_00715	Syak.g_00805
OG0001217	Prbb.g_00108	Syak.g_00138
OG0001218	Prbb.g_00754	Syak.g_01093
OG0001219	Prbb.g_00960	Syak.g_00551
OG0001220	Prbb.g_00837	Syak.g_00580
OG0001221	Prbb.g_00944	Syak.g_00390
OG0001222	Prbb.g_00893	Syak.g_00517
OG0001223	Prbb.g_01008	Syak.g_00472
OG0001224	Prbb.g_01066	Syak.g_00739
OG0001227	Prbb.g_01090	Syak.g_00963
OG0001228	Prbb.g_01465	Syak.g_00619
OG0001229	Prbb.g_01201	Syak.g_00711
OG0001230	Prbb.g_01678	Syak.g_01030
OG0001231	Prbb.g_00758	Syak.g_01777
OG0001232	Prbb.g_01844	Syak.g_02385
OG0001233	Prbb.g_01864	Syak.g_02359
OG0001234	Prbb.g_01938	Syak.g_01374
OG0001235	Prbb.g_01942	Syak.g_01362
OG0001236	Prbb.g_02038	Syak.g_01568
OG0001237	Prbb.g_02042	Syak.g_01573
OG0001238	Prbb.g_02135	Syak.g_01926
OG0001239	Prbb.g_00126	Syak.g_02252
OG0001240	Prbb.g_00148	Syak.g_02206
OG0001241	Prbb.g_00157	Syak.g_02197
OG0001242	Prbb.g_00176	Syak.g_02168
OG0001243	Prbb.g_00183	Syak.g_02160
OG0001244	Prbb.g_00199	Syak.g_02132
OG0001245	Prbb.g_01288	Syak.g_00248
OG0001246	Prbb.g_00508	Syak.g_02604
OG0001247	Prbb.g_00689	Syak.g_00618
OG0001248	Prbb.g_00691	Syak.g_00147
OG0001249	Prbb.g_00389	Syak.g_01251
OG0001251	Prbb.g_01913	Syak.g_01875
OG0001252	Prbb.g_01061	Syak.g_00754
OG0001253	Prbb.g_01783	Syak.g_00250
OG0001254	Prbb.g_01889	Syak.g_00272
OG0001255	Prbb.g_01534	Syak.g_00066
OG0001256	Prbb.g_01774	Syak.g_02430
OG0001257	Prbb.g_01779	Syak.g_02502
OG0001258	Prbb.g_01820	Syak.g_02420
OG0001259	Prbb.g_01862	Syak.g_02361
OG0001260	Prbb.g_01879	Syak.g_02332
OG0001261	Prbb.g_01992	Syak.g_01315
OG0001262	Prbb.g_02117	Syak.g_01734
OG0001263	Prbb.g_00186	Syak.g_02157
OG0001269	Prbb.g_00836	Syak.g_02323
OG0001273	Prbb.g_00632	Syak.g_00030
OG0001277	Prbb.g_02163	Syak.g_01829
OG0001279	Prbb.g_01196	Syak.g_00105
OG0001280	Prbb.g_01585	Syak.g_00933
OG0001281	Prbb.g_01591	Syak.g_00944
OG0001282	Prbb.g_01640	Syak.g_02564
OG0001283	Prbb.g_02171	Syak.g_01818
OG0001284	Prbb.g_01759	Syak.g_02446
OG0001285	Prbb.g_01847	Syak.g_02381
OG0001286	Prbb.g_02005	Syak.g_01301
OG0001287	Prbb.g_02063	Syak.g_01652
OG0001288	Prbb.g_02074	Syak.g_01686
OG0001289	Prbb.g_00142	Syak.g_02222
OG0001290	Prbb.g_00156	Syak.g_02198
OG0001294	Prbb.g_01553, Prbb.g_01628	Syak.g_00355
OG0001295	Prbb.g_01542	Syak.g_00740
OG0001296	Prbb.g_00513	Syak.g_02610
OG0001297	Prbb.g_00518	Syak.g_02614
OG0001299	Prbb.g_00669	Syak.g_00349
OG0001300	Prbb.g_00701	Syak.g_00706
OG0001301	Prbb.g_00703	Syak.g_00721
OG0001302	Prbb.g_00958	Syak.g_00068
OG0001303	Prbb.g_01388	Syak.g_00548
OG0001304	Prbb.g_01052	Syak.g_00664
OG0001305	Prbb.g_00888	Syak.g_00728
OG0001306	Prbb.g_01532	Syak.g_00915
OG0001307	Prbb.g_01609	Syak.g_00344
OG0001308	Prbb.g_01696	Syak.g_01054
OG0001309	Prbb.g_00522	Syak.g_02620
OG0001311	Prbb.g_01044	Syak.g_00651
OG0001312	Prbb.g_00969	Syak.g_00537
OG0001315	Prbb.g_02023	Syak.g_01284
OG0001316	Prbb.g_00197	Syak.g_02140
OG0001317	Prbb.g_00291	Syak.g_02302
OG0001318	Prbb.g_00312	Syak.g_01424
OG0001321	Prbb.g_00456	Syak.g_01172
OG0001322	Prbb.g_00457	Syak.g_01171
OG0001324	Prbb.g_00702	Syak.g_00707
OG0001325	Prbb.g_00718	Syak.g_00800
OG0001326	Prbb.g_01905	Syak.g_01870, Syak.g_01154
OG0001327	Prbb.g_00921	Syak.g_00362
OG0001328	Prbb.g_00940	Syak.g_00383
OG0001329	Prbb.g_01782	Syak.g_00280
OG0001330	Prbb.g_01579	Syak.g_00925
OG0001331	Prbb.g_01645	Syak.g_02559
OG0001332	Prbb.g_01731	Syak.g_02485
OG0001334	Prbb.g_02028	Syak.g_01274
OG0001335	Prbb.g_02029	Syak.g_01273
OG0001336	Prbb.g_02172	Syak.g_01817
OG0001337	Prbb.g_00383	Syak.g_01253, Syak.g_01262
OG0001340	Prbb.g_00384	Syak.g_01261
OG0001343	Prbb.g_00912	Syak.g_01877
OG0001344	Prbb.g_01512	Syak.g_00893
OG0001345	Prbb.g_01496	Syak.g_00856
OG0001346	Prbb.g_01587	Syak.g_00937
OG0001347	Prbb.g_02088	Syak.g_01885
OG0001348	Prbb.g_01125	Syak.g_00774
OG0001350	Prbb.g_00294	Syak.g_02306
OG0001351	Prbb.g_00459	Syak.g_01164
OG0001352	Prbb.g_00685	Syak.g_00764
OG0001354	Prbb.g_01001	Syak.g_00485
OG0001355	Prbb.g_01781	Syak.g_00144
OG0001356	Prbb.g_01164	Syak.g_00773
OG0001357	Prbb.g_01814	Syak.g_00092
OG0001358	Prbb.g_00621	Syak.g_00007
OG0001359	Prbb.g_00913	Syak.g_01878
OG0001360	Prbb.g_01494	Syak.g_00854
OG0001365	Prbb.g_02128	Syak.g_01937
OG0001368	Prbb.g_01213, Prbb.g_01193	Syak.g_01403
OG0001369	Prbb.g_00147	Syak.g_02207
OG0001371	Prbb.g_00684	Syak.g_02231
OG0001373	Prbb.g_01904	Syak.g_01871
OG0001374	Prbb.g_01912	Syak.g_01863
OG0001375	Prbb.g_00911	Syak.g_01876
OG0001376	Prbb.g_00899	Syak.g_01916
OG0001377	Prbb.g_00900	Syak.g_01917
OG0001378	Prbb.g_00439	Syak.g_01196
OG0001380	Prbb.g_01541	Syak.g_00237
OG0001385	Prbb.g_01901	Syak.g_01874
OG0001386	Prbb.g_01902	Syak.g_01873
OG0001387	Prbb.g_01903	Syak.g_01872
OG0001388	Prbb.g_01906	Syak.g_01869
OG0001389	Prbb.g_01907	Syak.g_01868
OG0001390	Prbb.g_01908	Syak.g_01867
OG0001391	Prbb.g_01909	Syak.g_01866
OG0001392	Prbb.g_01910	Syak.g_01865
OG0001393	Prbb.g_01911	Syak.g_01864
OG0001394	Prbb.g_00948	Syak.g_00399
OG0001395	Prbb.g_01055	Syak.g_00789
OG0001396	Prbb.g_02089	Syak.g_01623, Syak.g_01884
OG0001398	Prbb.g_00732	Syak.g_00571
OG0001401	Prbb.g_00820	Syak.g_00608
OG0001402	Prbb.g_00625	Syak.g_00012
OG0001405	Prbb.g_00377	Syak.g_01271
OG0001406	Prbb.g_00898	Syak.g_01915
OG0001408	Prbb.g_00097	Syak.g_00087
OG0001409	Prbb.g_01508	Syak.g_00878
OG0001410	Prbb.g_01610	Syak.g_00343
OG0001412	Prbb.g_02086	Syak.g_01621
OG0001413	Prbb.g_00759	Syak.g_00103
OG0001417	Prbb.g_01552	Syak.g_00486
OG0001420	Prbb.g_01183	Syak.g_00997, Syak.g_02635
OG0001422	Prbb.g_01086	Syak.g_00928
OG0001425	Prbb.g_02138	Syak.g_01922
OG0001429	Prbb.g_00961	Syak.g_00547
OG0001430	Prbb.g_00901	Syak.g_01949, Syak.g_00314
OG0001432	Prbb.g_01033	Syak.g_00095
OG0001433	Prbb.g_01163	Syak.g_00771
OG0001434	Prbb.g_00953	Syak.g_00404
OG0001435	Prbb.g_00928	Syak.g_00369
OG0001439	Prbb.g_00358	Syak.g_01506
OG0001442	Prbb.g_01667	Syak.g_00415
OG0001443	Prbb.g_01896	Syak.g_01909
OG0001447	Prbb.g_00184	Syak.g_02159
OG0001453	Prbb.g_01011	Syak.g_00465
OG0001454	Prbb.g_01280	Syak.g_00249
OG0001456	Prbb.g_01559	Syak.g_01855
OG0001457	Prbb.g_01558	Syak.g_01854
OG0001458	Prbb.g_01557	Syak.g_01853
OG0001460	Prbb.g_01162	Syak.g_00770
OG0001461	Prbb.g_01437	Syak.g_00276
OG0001464	Prbb.g_00739	Syak.g_01260
OG0001467	Prbb.g_00115	Syak.g_01022
OG0001470	Prbb.g_00853	Syak.g_01592
OG0001471	Prbb.g_01554	Syak.g_01501
OG0001473	Prbb.g_01623	Syak.g_00102
OG0001474	Prbb.g_00399	Syak.g_01239
OG0001475	Prbb.g_00855	Syak.g_01594
OG0001476	Prbb.g_01509	Syak.g_00882
OG0001477	Prbb.g_01415	Syak.g_00718
OG0001480	Prbb.g_01215	Syak.g_00084
OG0001482	Prbb.g_01089	Syak.g_00476
OG0001486	Prbb.g_01519	Syak.g_00900
OG0001488	Prbb.g_01503	Syak.g_00872
OG0001489	Prbb.g_02016	Syak.g_01291, Syak.g_00278
OG0001495	Prbb.g_01944	Syak.g_01357
OG0001496	Prbb.g_01413	Syak.g_00715
OG0001497	Prbb.g_01414	Syak.g_00717
OG0001498	Prbb.g_00417	Syak.g_01214
OG0001508	Prbb.g_02096	Syak.g_01591
OG0001509	Prbb.g_02090	Syak.g_01706
OG0001510	Prbb.g_02067	Syak.g_01662
OG0001511	Prbb.g_00167	Syak.g_02183
OG0001512	Prbb.g_01801	Syak.g_02308
OG0001513	Prbb.g_00050	Syak.g_01572
OG0001514	Prbb.g_01412	Syak.g_00714
OG0001515	Prbb.g_00699	Syak.g_00701
OG0001516	Prbb.g_00666	Syak.g_00346
OG0001517	Prbb.g_00395	Syak.g_01245
OG0001518	Prbb.g_02137	Syak.g_01924
OG0001519	Prbb.g_02142	Syak.g_01907
OG0001528	Prbb.g_00854	Syak.g_01593
OG0001529	Prbb.g_00056	Syak.g_01743
OG0001530	Prbb.g_00166	Syak.g_02185
OG0001531	Prbb.g_00296	Syak.g_02309
OG0001532	Prbb.g_01485	Syak.g_00838
OG0001534	Prbb.g_01053	Syak.g_00665
OG0001535	Prbb.g_01041	Syak.g_00646
OG0001536	Prbb.g_00987	Syak.g_00508
OG0001537	Prbb.g_00945	Syak.g_00392
OG0001538	Prbb.g_00788	Syak.g_00439
OG0001539	Prbb.g_00923	Syak.g_00364
OG0001540	Prbb.g_00188	Syak.g_02155
OG0001541	Prbb.g_00236	Syak.g_02089
OG0001542	Prbb.g_00242	Syak.g_02080
OG0001543	Prbb.g_00896	Syak.g_02007
OG0001544	Prbb.g_02141	Syak.g_01908
OG0001545	Prbb.g_02162	Syak.g_01830
OG0001549	Prbb.g_00846	Syak.g_00577
OG0001551	Prbb.g_01898	Syak.g_00689
OG0001556	Prbb.g_01154	Syak.g_00845
OG0001557	Prbb.g_00949	Syak.g_00400
OG0001559	Prbb.g_00165	Syak.g_02186
OG0001560	Prbb.g_00155	Syak.g_02199
OG0001561	Prbb.g_01046	Syak.g_00653
OG0001562	Prbb.g_01035	Syak.g_00639
OG0001563	Prbb.g_02000	Syak.g_01306
OG0001564	Prbb.g_00863	Syak.g_01860
OG0001570	Prbb.g_01331	Syak.g_00574
OG0001576	Prbb.g_01599	Syak.g_00955
OG0001577	Prbb.g_01522	Syak.g_00903
OG0001578	Prbb.g_01408	Syak.g_00229
OG0001579	Prbb.g_00381	Syak.g_01267
OG0001582	Prbb.g_01551	Syak.g_00231
OG0001589	Prbb.g_01866	Syak.g_02356
OG0001591	Prbb.g_00676	Syak.g_00357
OG0001623	Prbb.g_00385	Syak.g_01257
OG0001633	Prbb.g_01920	Syak.g_00662
OG0001634	Prbb.g_00672	Syak.g_00352
OG0001642	Prbb.g_01621	Syak.g_00581
OG0001644	Prbb.g_00728	Syak.g_00783
OG0001656	Prbb.g_00380	Syak.g_01268
OG0001659	Prbb.g_01489	Syak.g_00842
OG0001673	Prbb.g_00289	Syak.g_02299
OG0001676	Prbb.g_00382	Syak.g_01264
OG0001692	Prbb.g_01682	Syak.g_01035
OG0001694	Prbb.g_00333	Syak.g_01461
OG0001695	Prbb.g_02158	Syak.g_01836
OG0001700	Prbb.g_01161	Syak.g_00320, Syak.g_00570
OG0001703	Prbb.g_00481	Syak.g_02567
OG0001713	Prbb.g_01131	Syak.g_00881
OG0001715	Prbb.g_01219	Syak.g_00122
OG0001733	Prbb.g_01152	Syak.g_00359
OG0001738	Prbb.g_00371	Syak.g_01523
OG0001739	Prbb.g_02157	Syak.g_01838
OG0001740	Prbb.g_02161	Syak.g_01833
OG0001755	Prbb.g_00856	Syak.g_02619
OG0001758	Prbb.g_01572	Syak.g_00292
OG0001769	Prbb.g_01441	Syak.g_00972
OG0001810	Prbb.g_00709	Syak.g_02142
OG0001816	Prbb.g_00920	Syak.g_00361
OG0001835	Prbb.g_01417	Syak.g_00142
OG0001875	Prbb.g_01573	Syak.g_00293
OG0001876	Prbb.g_01574	Syak.g_00294
OG0001907	Prbb.g_00198	Syak.g_02136
OG0001915	Prbb.g_02179	Syak.g_01803
OG0001917	Prbb.g_01042	Syak.g_00648
OG0001954	Prbb.g_01209	Syak.g_00137
OG0001990	Prbb.g_00074	Syak.g_01832
OG0001991	Prbb.g_01165	Syak.g_00381
OG0002018	Prbb.g_02160	Syak.g_01834
OG0002229	Prbb.g_02081	Syak.g_01705
OG0002347	Prbb.g_01850	Syak.g_02378
OG0002380	Prbb.g_01431	Syak.g_00175
OG0002449	Prbb.g_02159	Syak.g_01835
OG0002704	Prbb.g_02080	Syak.g_01704
OG0004275	Prbb.g_01661	Syak.g_01956
