Orthogroup	Pral	Prae
OG0001173	Pral.g_00282	Prae.g_01794
OG0001174	Pral.g_00284	Prae.g_01796
OG0001175	Pral.g_00286	Prae.g_01798
OG0001176	Pral.g_00288	Prae.g_01799
OG0001177	Pral.g_00290	Prae.g_01801
OG0001178	Pral.g_00291	Prae.g_01802
OG0001179	Pral.g_00292	Prae.g_01803
OG0001180	Pral.g_00293	Prae.g_01804
OG0001181	Pral.g_00294	Prae.g_01805
OG0001182	Pral.g_00295	Prae.g_01806
OG0001183	Pral.g_00296	Prae.g_01807
OG0001184	Pral.g_00297	Prae.g_01808
OG0001185	Pral.g_00298	Prae.g_01809
OG0001186	Pral.g_00300	Prae.g_01810
OG0001187	Pral.g_00301	Prae.g_01811
OG0001188	Pral.g_00302	Prae.g_01812
OG0001189	Pral.g_00303	Prae.g_01813
OG0001190	Pral.g_00304	Prae.g_01814
OG0001191	Pral.g_00306	Prae.g_01816
OG0001192	Pral.g_00308	Prae.g_01818
OG0001193	Pral.g_00309	Prae.g_01819
OG0001194	Pral.g_00310	Prae.g_01820
OG0001195	Pral.g_00312	Prae.g_01821
OG0001196	Pral.g_00314	Prae.g_01823
OG0001197	Pral.g_00317	Prae.g_01826
OG0001198	Pral.g_00318	Prae.g_01827
OG0001199	Pral.g_00319	Prae.g_01828
OG0001200	Pral.g_00320	Prae.g_01829
OG0001201	Pral.g_00321	Prae.g_01830
OG0001202	Pral.g_00322	Prae.g_01831
OG0001203	Pral.g_00324	Prae.g_01833
OG0001204	Pral.g_00326	Prae.g_01836
OG0001205	Pral.g_00327	Prae.g_01837
OG0001206	Pral.g_00328	Prae.g_01838
OG0001207	Pral.g_00329	Prae.g_01839
OG0001208	Pral.g_00330	Prae.g_01840
OG0001209	Pral.g_00331	Prae.g_01841
OG0001210	Pral.g_00332	Prae.g_01842
OG0001211	Pral.g_00333	Prae.g_01843
OG0001212	Pral.g_00334	Prae.g_01844
OG0001213	Pral.g_00335	Prae.g_01845
OG0001214	Pral.g_00336	Prae.g_01846
OG0001215	Pral.g_00337	Prae.g_01847
OG0001216	Pral.g_00338	Prae.g_01848
OG0001217	Pral.g_00339	Prae.g_01849
OG0001218	Pral.g_00340	Prae.g_01850
OG0001219	Pral.g_00341	Prae.g_01851
OG0001220	Pral.g_00342	Prae.g_01852
OG0001221	Pral.g_00343	Prae.g_01853
OG0001222	Pral.g_00345	Prae.g_01855
OG0001223	Pral.g_00347	Prae.g_01857
OG0001224	Pral.g_00349	Prae.g_01858
OG0001225	Pral.g_00351	Prae.g_01860
OG0001226	Pral.g_00352	Prae.g_01861
OG0001227	Pral.g_00353	Prae.g_01862
OG0001228	Pral.g_00354	Prae.g_01863
OG0001229	Pral.g_00355	Prae.g_01864
OG0001230	Pral.g_00356	Prae.g_01865
OG0001231	Pral.g_00357	Prae.g_01866
OG0001232	Pral.g_00359	Prae.g_01868
OG0001233	Pral.g_00360	Prae.g_01869
OG0001234	Pral.g_00361	Prae.g_01870
OG0001235	Pral.g_00362	Prae.g_01871
OG0001236	Pral.g_00363	Prae.g_01872
OG0001237	Pral.g_00366	Prae.g_01875
OG0001238	Pral.g_00367	Prae.g_01876
OG0001239	Pral.g_00373	Prae.g_01879
OG0001240	Pral.g_00374	Prae.g_01880
OG0001241	Pral.g_00375	Prae.g_01881
OG0001242	Pral.g_00377	Prae.g_01882
OG0001243	Pral.g_00378	Prae.g_01883
OG0001244	Pral.g_00379	Prae.g_01884
OG0001245	Pral.g_00380	Prae.g_01885
OG0001246	Pral.g_00381	Prae.g_01886
OG0001247	Pral.g_00382	Prae.g_01887
OG0001248	Pral.g_00383	Prae.g_01888
OG0001249	Pral.g_00384	Prae.g_01889
OG0001250	Pral.g_00386	Prae.g_01890
OG0001251	Pral.g_00387	Prae.g_01891
OG0001252	Pral.g_00388	Prae.g_01892
OG0001253	Pral.g_00389	Prae.g_01893
OG0001254	Pral.g_00391	Prae.g_01895
OG0001255	Pral.g_00392	Prae.g_01896
OG0001256	Pral.g_00396	Prae.g_01898
OG0001257	Pral.g_00397	Prae.g_01899
OG0001258	Pral.g_00398	Prae.g_01900
OG0001259	Pral.g_00401	Prae.g_01902
OG0001260	Pral.g_00402	Prae.g_01903
OG0001261	Pral.g_00403	Prae.g_01904
OG0001262	Pral.g_00404	Prae.g_01905
OG0001263	Pral.g_00405	Prae.g_01906
OG0001264	Pral.g_00406	Prae.g_01907
OG0001265	Pral.g_00407	Prae.g_01908
OG0001266	Pral.g_00408	Prae.g_01909
OG0001267	Pral.g_00409	Prae.g_01910
OG0001268	Pral.g_00410	Prae.g_01911
OG0001269	Pral.g_00955	Prae.g_00092
OG0001270	Pral.g_00907	Prae.g_00138
OG0001271	Pral.g_00895	Prae.g_00153
OG0001272	Pral.g_00758	Prae.g_00282
OG0001273	Pral.g_00699	Prae.g_00334
OG0001274	Pral.g_00609	Prae.g_00456
OG0001276	Pral.g_00499	Prae.g_00564
OG0001277	Pral.g_01689	Prae.g_00751
OG0001278	Pral.g_01539	Prae.g_00856
OG0001279	Pral.g_01800	Prae.g_00907
OG0001280	Pral.g_01598	Prae.g_01016
OG0001281	Pral.g_01320, Pral.g_00967	Prae.g_01066
OG0001282	Pral.g_01856	Prae.g_01083
OG0001283	Pral.g_01317	Prae.g_01088
OG0001284	Pral.g_01732	Prae.g_01098
OG0001286	Pral.g_01364	Prae.g_01160
OG0001288	Pral.g_01116	Prae.g_01499
OG0001289	Pral.g_01102	Prae.g_01510
OG0001291	Pral.g_00572	Prae.g_01553
OG0001296	Pral.g_00098	Prae.g_01615
OG0001297	Pral.g_00102	Prae.g_01619
OG0001298	Pral.g_00105	Prae.g_01622
OG0001299	Pral.g_00175	Prae.g_01689
OG0001300	Pral.g_00112	Prae.g_01714
OG0001301	Pral.g_00285	Prae.g_01797
OG0001302	Pral.g_00316	Prae.g_01825
OG0001303	Pral.g_00346	Prae.g_01856
OG0001304	Pral.g_00400	Prae.g_01901
OG0001306	Pral.g_00657	Prae.g_00411
OG0001307	Pral.g_01013	Prae.g_00030
OG0001308	Pral.g_00976	Prae.g_00071
OG0001310	Pral.g_00971	Prae.g_00076
OG0001311	Pral.g_00954	Prae.g_00093
OG0001312	Pral.g_00926	Prae.g_00119
OG0001313	Pral.g_00919	Prae.g_00125
OG0001316	Pral.g_00787	Prae.g_00255
OG0001317	Pral.g_00671	Prae.g_00373
OG0001318	Pral.g_01438	Prae.g_00611
OG0001319	Pral.g_01308	Prae.g_00759
OG0001321	Pral.g_01565	Prae.g_01036
OG0001322	Pral.g_01703	Prae.g_01074
OG0001323	Pral.g_00348	Prae.g_01109
OG0001324	Pral.g_00034	Prae.g_01113
OG0001325	Pral.g_01701	Prae.g_01119
OG0001327	Pral.g_01237	Prae.g_01352
OG0001329	Pral.g_00130	Prae.g_01646
OG0001330	Pral.g_00166	Prae.g_01680
OG0001331	Pral.g_00281	Prae.g_01793
OG0001332	Pral.g_00904	Prae.g_00141
OG0001333	Pral.g_00802	Prae.g_00241
OG0001335	Pral.g_01810	Prae.g_01057
OG0001336	Pral.g_01829	Prae.g_01077
OG0001338	Pral.g_01047	Prae.g_01292
OG0001339	Pral.g_01276	Prae.g_01334
OG0001340	Pral.g_00394	Prae.g_01388
OG0001341	Pral.g_01069	Prae.g_01549
OG0001343	Pral.g_00103	Prae.g_01620
OG0001344	Pral.g_00155	Prae.g_01669
OG0001345	Pral.g_00247	Prae.g_01762
OG0001346	Pral.g_00307	Prae.g_01817
OG0001347	Pral.g_00344	Prae.g_01854
OG0001348	Pral.g_00917	Prae.g_00128
OG0001349	Pral.g_00927	Prae.g_00118
OG0001350	Pral.g_00670	Prae.g_00147
OG0001351	Pral.g_00841	Prae.g_00206
OG0001352	Pral.g_00791	Prae.g_00251
OG0001353	Pral.g_00778	Prae.g_00264
OG0001354	Pral.g_00759	Prae.g_00281
OG0001355	Pral.g_00693	Prae.g_00339
OG0001356	Pral.g_00025	Prae.g_00378
OG0001357	Pral.g_00660	Prae.g_00408
OG0001358	Pral.g_00620	Prae.g_00446
OG0001359	Pral.g_00605	Prae.g_00460
OG0001360	Pral.g_00581	Prae.g_00483
OG0001361	Pral.g_00576	Prae.g_00488
OG0001362	Pral.g_00511	Prae.g_00551
OG0001363	Pral.g_00818	Prae.g_00677
OG0001364	Pral.g_01666	Prae.g_00790
OG0001365	Pral.g_01529	Prae.g_00846
OG0001366	Pral.g_01822	Prae.g_00890
OG0001367	Pral.g_01585	Prae.g_00992
OG0001368	Pral.g_01597	Prae.g_01015
OG0001369	Pral.g_00073	Prae.g_01134
OG0001370	Pral.g_00072	Prae.g_01135
OG0001371	Pral.g_01425	Prae.g_01213
OG0001372	Pral.g_00024	Prae.g_01265
OG0001373	Pral.g_01082	Prae.g_01529
OG0001374	Pral.g_01055	Prae.g_01684, Prae.g_01425
OG0001375	Pral.g_00144	Prae.g_01660
OG0001377	Pral.g_00315	Prae.g_01824
OG0001378	Pral.g_01599	Prae.g_01017
OG0001379	Pral.g_00981	Prae.g_00067
OG0001380	Pral.g_00979	Prae.g_00068
OG0001381	Pral.g_00960	Prae.g_00087
OG0001382	Pral.g_00909	Prae.g_00135
OG0001383	Pral.g_00806	Prae.g_00237
OG0001384	Pral.g_00782	Prae.g_00259
OG0001385	Pral.g_00766	Prae.g_00275
OG0001386	Pral.g_01119	Prae.g_00361
OG0001388	Pral.g_01744	Prae.g_00399
OG0001389	Pral.g_00634	Prae.g_00428
OG0001390	Pral.g_00628	Prae.g_00434
OG0001391	Pral.g_00586	Prae.g_00478
OG0001392	Pral.g_00579	Prae.g_00485
OG0001393	Pral.g_00570	Prae.g_00493
OG0001394	Pral.g_01468	Prae.g_00640
OG0001395	Pral.g_01768	Prae.g_00648
OG0001396	Pral.g_01767	Prae.g_00650
OG0001397	Pral.g_01760	Prae.g_00656
OG0001398	Pral.g_01724	Prae.g_00716
OG0001399	Pral.g_01664	Prae.g_00792
OG0001400	Pral.g_01823	Prae.g_00889
OG0001401	Pral.g_01821	Prae.g_00891
OG0001402	Pral.g_01794	Prae.g_00913
OG0001403	Pral.g_01791	Prae.g_00916
OG0001405	Pral.g_01577	Prae.g_01025
OG0001406	Pral.g_01557	Prae.g_01044
OG0001407	Pral.g_01834	Prae.g_01054
OG0001408	Pral.g_00051	Prae.g_01064
OG0001409	Pral.g_01855	Prae.g_01071
OG0001410	Pral.g_01352	Prae.g_01149
OG0001411	Pral.g_01903	Prae.g_01295
OG0001412	Pral.g_01280	Prae.g_01330
OG0001413	Pral.g_01693	Prae.g_01359
OG0001414	Pral.g_01221	Prae.g_01369
OG0001415	Pral.g_01117	Prae.g_01498
OG0001416	Pral.g_01113	Prae.g_01501
OG0001417	Pral.g_01068	Prae.g_01550
OG0001418	Pral.g_01862	Prae.g_01564
OG0001424	Pral.g_01326	Prae.g_00061
OG0001425	Pral.g_00713	Prae.g_00327
OG0001426	Pral.g_01695	Prae.g_00363
OG0001427	Pral.g_00568	Prae.g_00495
OG0001430	Pral.g_01659	Prae.g_00795
OG0001431	Pral.g_01819	Prae.g_00893
OG0001432	Pral.g_01814	Prae.g_00898
OG0001434	Pral.g_01892	Prae.g_01136
OG0001435	Pral.g_01067	Prae.g_01225
OG0001437	Pral.g_01303	Prae.g_01578
OG0001438	Pral.g_00395	Prae.g_01897
OG0001440	Pral.g_01294, Pral.g_00087	Prae.g_00372
OG0001441	Pral.g_01617	Prae.g_00974
OG0001442	Pral.g_01844	Prae.g_01008
OG0001444	Pral.g_00052	Prae.g_01065
OG0001445	Pral.g_01863	Prae.g_01562
OG0001448	Pral.g_00467	Prae.g_00594
OG0001449	Pral.g_00426	Prae.g_01101
OG0001451	Pral.g_01349	Prae.g_01146
OG0001452	Pral.g_01389	Prae.g_01182
OG0001456	Pral.g_01710	Prae.g_01583
OG0001458	Pral.g_00365	Prae.g_01874
OG0001460	Pral.g_01851	Prae.g_00366
OG0001461	Pral.g_01880	Prae.g_00376
OG0001464	Pral.g_00531	Prae.g_00534
OG0001465	Pral.g_00500	Prae.g_00563
OG0001466	Pral.g_01735	Prae.g_00676
OG0001467	Pral.g_01223	Prae.g_00785
OG0001468	Pral.g_01520	Prae.g_00838
OG0001469	Pral.g_00448	Prae.g_00868
OG0001470	Pral.g_01330	Prae.g_01007
OG0001471	Pral.g_00630	Prae.g_01053
OG0001472	Pral.g_00428	Prae.g_01059
OG0001473	Pral.g_01850	Prae.g_01063
OG0001474	Pral.g_01309	Prae.g_01287
OG0001475	Pral.g_01053	Prae.g_01299
OG0001476	Pral.g_01168	Prae.g_01456
OG0001478	Pral.g_00273	Prae.g_01786
OG0001479	Pral.g_01365	Prae.g_01161
OG0001482	Pral.g_00719	Prae.g_00321
OG0001494	Pral.g_01386	Prae.g_01179
OG0001496	Pral.g_01287	Prae.g_01323
OG0001498	Pral.g_00168	Prae.g_01682
OG0001501	Pral.g_00463	Prae.g_00767
OG0001507	Pral.g_01858	Prae.g_00782
OG0001524	Pral.g_00425	Prae.g_00999
OG0001525	Pral.g_01325	Prae.g_01078
OG0001526	Pral.g_01348	Prae.g_01145
OG0001529	Pral.g_00265	Prae.g_01778
OG0001531	Pral.g_00989	Prae.g_00986
OG0001539	Pral.g_01846	Prae.g_00060
OG0001541	Pral.g_01816	Prae.g_00896
OG0001542	Pral.g_00047	Prae.g_01099
OG0001544	Pral.g_00092, Pral.g_00059	Prae.g_01437
OG0001552	Pral.g_01866	Prae.g_01289
OG0001555	Pral.g_00638	Prae.g_01421
OG0001561	Pral.g_01672	Prae.g_00687
OG0001572	Pral.g_01766	Prae.g_00651
OG0001599	Pral.g_00457	Prae.g_01228
OG0001602	Pral.g_00745	Prae.g_00294
OG0001610	Pral.g_01817	Prae.g_00895
OG0001619	Pral.g_00197	Prae.g_01708
OG0001623	Pral.g_01736	Prae.g_00675
OG0001627	Pral.g_00011	Prae.g_01346
OG0001629	Pral.g_01252, Pral.g_01255	Prae.g_01399
OG0001637	Pral.g_01061	Prae.g_00875
OG0001643	Pral.g_01733	Prae.g_01418
OG0001681	Pral.g_00017	Prae.g_01114
OG0001711	Pral.g_01831	Prae.g_01047
OG0001851	Pral.g_00667	Prae.g_00690
OG0001876	Pral.g_01319	Prae.g_01260
OG0001912	Pral.g_01678	Prae.g_00688
OG0001913	Pral.g_01677	Prae.g_00689
OG0001914	Pral.g_01685	Prae.g_00695
OG0002050	Pral.g_00640	Prae.g_01424
OG0002133	Pral.g_01188	Prae.g_01394
OG0002529	Pral.g_01189	Prae.g_01392
OG0003394	Pral.g_01198	Prae.g_01409
