Orthogroup	Pral	Prbk
OG0001129	Pral.g_00221	Prbk.g_00967
OG0001130	Pral.g_00222	Prbk.g_00966
OG0001131	Pral.g_00223	Prbk.g_00965
OG0001132	Pral.g_00224	Prbk.g_00964
OG0001133	Pral.g_00225	Prbk.g_00963
OG0001134	Pral.g_00226	Prbk.g_00962
OG0001135	Pral.g_00227	Prbk.g_00961
OG0001136	Pral.g_00228	Prbk.g_00960
OG0001137	Pral.g_00229	Prbk.g_00959
OG0001138	Pral.g_00230	Prbk.g_00958
OG0001139	Pral.g_00232	Prbk.g_00957
OG0001140	Pral.g_01190	Prbk.g_00956
OG0001141	Pral.g_00234	Prbk.g_00953
OG0001142	Pral.g_00235	Prbk.g_00952
OG0001143	Pral.g_00236	Prbk.g_00951
OG0001144	Pral.g_00238	Prbk.g_00949
OG0001145	Pral.g_00240	Prbk.g_00947
OG0001146	Pral.g_00241	Prbk.g_00946
OG0001147	Pral.g_00244	Prbk.g_00797
OG0001148	Pral.g_00245	Prbk.g_00798
OG0001149	Pral.g_00246	Prbk.g_00801
OG0001150	Pral.g_00249	Prbk.g_00804
OG0001151	Pral.g_00250	Prbk.g_00805
OG0001152	Pral.g_00251	Prbk.g_00806
OG0001153	Pral.g_00252	Prbk.g_00807
OG0001154	Pral.g_00253	Prbk.g_00808
OG0001155	Pral.g_00254	Prbk.g_00809
OG0001156	Pral.g_00255	Prbk.g_00810
OG0001157	Pral.g_00257	Prbk.g_00812
OG0001158	Pral.g_00259	Prbk.g_00814
OG0001159	Pral.g_00260	Prbk.g_00816
OG0001160	Pral.g_00261	Prbk.g_00817
OG0001161	Pral.g_00266	Prbk.g_00844
OG0001162	Pral.g_00267	Prbk.g_00845
OG0001163	Pral.g_00268	Prbk.g_00847
OG0001164	Pral.g_00269	Prbk.g_00848
OG0001165	Pral.g_00270	Prbk.g_00849
OG0001166	Pral.g_00271	Prbk.g_00850
OG0001167	Pral.g_00272	Prbk.g_00851
OG0001168	Pral.g_00274	Prbk.g_00506
OG0001169	Pral.g_00275	Prbk.g_00510
OG0001170	Pral.g_00278	Prbk.g_00513
OG0001171	Pral.g_00279	Prbk.g_00514
OG0001172	Pral.g_00280	Prbk.g_00516
OG0001173	Pral.g_00282	Prbk.g_00518
OG0001174	Pral.g_00284	Prbk.g_00521
OG0001175	Pral.g_00286	Prbk.g_00525
OG0001176	Pral.g_00288	Prbk.g_00527
OG0001177	Pral.g_00290	Prbk.g_00529
OG0001178	Pral.g_00291	Prbk.g_00530
OG0001179	Pral.g_00292	Prbk.g_00531
OG0001180	Pral.g_00293	Prbk.g_00215
OG0001181	Pral.g_00294	Prbk.g_00216
OG0001182	Pral.g_00295	Prbk.g_00217
OG0001183	Pral.g_00296	Prbk.g_00218
OG0001184	Pral.g_00297	Prbk.g_00219
OG0001185	Pral.g_00298	Prbk.g_00220
OG0001186	Pral.g_00300	Prbk.g_00231
OG0001187	Pral.g_00301	Prbk.g_00232
OG0001188	Pral.g_00302	Prbk.g_00233
OG0001189	Pral.g_00303	Prbk.g_00235
OG0001190	Pral.g_00304	Prbk.g_00236
OG0001191	Pral.g_00306	Prbk.g_00238
OG0001192	Pral.g_00308	Prbk.g_01482
OG0001193	Pral.g_00309	Prbk.g_01483
OG0001194	Pral.g_00310	Prbk.g_01484
OG0001195	Pral.g_00312	Prbk.g_01494
OG0001196	Pral.g_00314	Prbk.g_01530
OG0001197	Pral.g_00317	Prbk.g_01534
OG0001198	Pral.g_00318	Prbk.g_01535
OG0001199	Pral.g_00319	Prbk.g_01536
OG0001200	Pral.g_00320	Prbk.g_01537
OG0001201	Pral.g_00321	Prbk.g_01538
OG0001202	Pral.g_00322	Prbk.g_01539
OG0001203	Pral.g_00324	Prbk.g_01568
OG0001204	Pral.g_00326	Prbk.g_01571
OG0001205	Pral.g_00327	Prbk.g_01572
OG0001206	Pral.g_00328	Prbk.g_01573
OG0001207	Pral.g_00329	Prbk.g_01576
OG0001208	Pral.g_00330	Prbk.g_01577
OG0001209	Pral.g_00331	Prbk.g_01578
OG0001210	Pral.g_00332	Prbk.g_01580
OG0001211	Pral.g_00333	Prbk.g_01582
OG0001212	Pral.g_00334	Prbk.g_01583
OG0001213	Pral.g_00335	Prbk.g_01585
OG0001214	Pral.g_00336	Prbk.g_01586
OG0001215	Pral.g_00337	Prbk.g_01587
OG0001216	Pral.g_00338	Prbk.g_01588
OG0001217	Pral.g_00339	Prbk.g_01589
OG0001218	Pral.g_00340	Prbk.g_01590
OG0001219	Pral.g_00341	Prbk.g_01592
OG0001220	Pral.g_00342	Prbk.g_01593
OG0001221	Pral.g_00343	Prbk.g_01594
OG0001222	Pral.g_00345	Prbk.g_01596
OG0001223	Pral.g_00347	Prbk.g_01600
OG0001224	Pral.g_00349	Prbk.g_01602
OG0001225	Pral.g_00351	Prbk.g_02160
OG0001226	Pral.g_00352	Prbk.g_02161
OG0001227	Pral.g_00353	Prbk.g_02162
OG0001228	Pral.g_00354	Prbk.g_02163
OG0001229	Pral.g_00355	Prbk.g_02165
OG0001230	Pral.g_00356	Prbk.g_02166
OG0001231	Pral.g_00357	Prbk.g_02167
OG0001232	Pral.g_00359	Prbk.g_02169
OG0001233	Pral.g_00360	Prbk.g_02171
OG0001234	Pral.g_00361	Prbk.g_02173
OG0001235	Pral.g_00362	Prbk.g_02174
OG0001236	Pral.g_00363	Prbk.g_02175
OG0001237	Pral.g_00366	Prbk.g_02180
OG0001238	Pral.g_00367	Prbk.g_02185
OG0001239	Pral.g_00373	Prbk.g_02207
OG0001240	Pral.g_00374	Prbk.g_02210
OG0001241	Pral.g_00375	Prbk.g_02211
OG0001242	Pral.g_00377	Prbk.g_02213
OG0001243	Pral.g_00378	Prbk.g_02214
OG0001244	Pral.g_00379	Prbk.g_02217
OG0001245	Pral.g_00380	Prbk.g_02218
OG0001246	Pral.g_00381	Prbk.g_02224
OG0001247	Pral.g_00382	Prbk.g_02225
OG0001248	Pral.g_00383	Prbk.g_02226
OG0001249	Pral.g_00384	Prbk.g_02239
OG0001250	Pral.g_00386	Prbk.g_02248
OG0001251	Pral.g_00387	Prbk.g_02249
OG0001252	Pral.g_00388	Prbk.g_02250
OG0001253	Pral.g_00389	Prbk.g_02251
OG0001254	Pral.g_00391	Prbk.g_02253
OG0001255	Pral.g_00392	Prbk.g_02254
OG0001256	Pral.g_00396	Prbk.g_02258
OG0001257	Pral.g_00397	Prbk.g_02260
OG0001258	Pral.g_00398	Prbk.g_02261
OG0001259	Pral.g_00401	Prbk.g_02265
OG0001260	Pral.g_00402	Prbk.g_02267
OG0001261	Pral.g_00403	Prbk.g_02268
OG0001262	Pral.g_00404	Prbk.g_02270
OG0001263	Pral.g_00405	Prbk.g_02272
OG0001264	Pral.g_00406	Prbk.g_02274
OG0001265	Pral.g_00407	Prbk.g_02275
OG0001266	Pral.g_00408	Prbk.g_02276
OG0001267	Pral.g_00409	Prbk.g_02277
OG0001268	Pral.g_00410	Prbk.g_02278
OG0001269	Pral.g_00955	Prbk.g_00028
OG0001270	Pral.g_00907	Prbk.g_00557
OG0001271	Pral.g_00895	Prbk.g_00756
OG0001272	Pral.g_00758	Prbk.g_00418
OG0001273	Pral.g_00699	Prbk.g_00870
OG0001274	Pral.g_00609	Prbk.g_02063
OG0001276	Pral.g_00499	Prbk.g_01129
OG0001278	Pral.g_01539	Prbk.g_02554
OG0001279	Pral.g_01800	Prbk.g_02395
OG0001280	Pral.g_01598	Prbk.g_00588
OG0001281	Pral.g_01320, Pral.g_00967	Prbk.g_01682
OG0001282	Pral.g_01856	Prbk.g_02413
OG0001283	Pral.g_01317	Prbk.g_01681
OG0001286	Pral.g_01364	Prbk.g_01021
OG0001288	Pral.g_01116	Prbk.g_02664
OG0001289	Pral.g_01102	Prbk.g_01999
OG0001291	Pral.g_00572	Prbk.g_01059
OG0001294	Pral.g_01040	Prbk.g_02424
OG0001296	Pral.g_00098	Prbk.g_00920
OG0001297	Pral.g_00102	Prbk.g_00915
OG0001298	Pral.g_00105	Prbk.g_00912
OG0001299	Pral.g_00175	Prbk.g_01908
OG0001300	Pral.g_00112	Prbk.g_00901
OG0001301	Pral.g_00285	Prbk.g_00524
OG0001302	Pral.g_00316	Prbk.g_01533
OG0001303	Pral.g_00346	Prbk.g_01598
OG0001304	Pral.g_00400	Prbk.g_02263
OG0001305	Pral.g_01891	Prbk.g_01331, Prbk.g_02697
OG0001306	Pral.g_00657	Prbk.g_00327
OG0001307	Pral.g_01013	Prbk.g_01618
OG0001308	Pral.g_00976	Prbk.g_01317
OG0001310	Pral.g_00971	Prbk.g_01312
OG0001311	Pral.g_00954	Prbk.g_00027
OG0001312	Pral.g_00926	Prbk.g_00200
OG0001313	Pral.g_00919	Prbk.g_00541
OG0001316	Pral.g_00787	Prbk.g_01000
OG0001317	Pral.g_00671	Prbk.g_00303
OG0001318	Pral.g_01438	Prbk.g_02633
OG0001319	Pral.g_01308	Prbk.g_01205
OG0001321	Pral.g_01565	Prbk.g_00060
OG0001322	Pral.g_01703	Prbk.g_02247
OG0001323	Pral.g_00348	Prbk.g_01601
OG0001325	Pral.g_01701	Prbk.g_01692
OG0001327	Pral.g_01237	Prbk.g_01197
OG0001329	Pral.g_00130	Prbk.g_01433
OG0001330	Pral.g_00166	Prbk.g_01382
OG0001331	Pral.g_00281	Prbk.g_00517
OG0001333	Pral.g_00802	Prbk.g_01519
OG0001338	Pral.g_01047	Prbk.g_01193
OG0001339	Pral.g_01276	Prbk.g_01177
OG0001340	Pral.g_00394	Prbk.g_02256
OG0001343	Pral.g_00103	Prbk.g_00914
OG0001344	Pral.g_00155	Prbk.g_01406
OG0001345	Pral.g_00247	Prbk.g_00802
OG0001347	Pral.g_00344	Prbk.g_01595
OG0001348	Pral.g_00917	Prbk.g_00543
OG0001349	Pral.g_00927	Prbk.g_00198
OG0001351	Pral.g_00841	Prbk.g_01250
OG0001352	Pral.g_00791	Prbk.g_01007
OG0001353	Pral.g_00778	Prbk.g_00381
OG0001354	Pral.g_00759	Prbk.g_00417
OG0001355	Pral.g_00693	Prbk.g_00877
OG0001356	Pral.g_00025	Prbk.g_00707
OG0001357	Pral.g_00660	Prbk.g_00330
OG0001358	Pral.g_00620	Prbk.g_02110
OG0001359	Pral.g_00605	Prbk.g_02067
OG0001361	Pral.g_00576	Prbk.g_01053
OG0001362	Pral.g_00511	Prbk.g_01114
OG0001363	Pral.g_00818	Prbk.g_00651
OG0001365	Pral.g_01529	Prbk.g_02538
OG0001367	Pral.g_01585	Prbk.g_00570
OG0001368	Pral.g_01597	Prbk.g_00587
OG0001371	Pral.g_01425	Prbk.g_00176
OG0001372	Pral.g_00024	Prbk.g_01933
OG0001375	Pral.g_00144	Prbk.g_01416
OG0001377	Pral.g_00315	Prbk.g_01532
OG0001378	Pral.g_01599	Prbk.g_00589
OG0001382	Pral.g_00909	Prbk.g_00553
OG0001385	Pral.g_00766	Prbk.g_00407
OG0001388	Pral.g_01744	Prbk.g_01039
OG0001389	Pral.g_00634	Prbk.g_00300
OG0001391	Pral.g_00586	Prbk.g_01044
OG0001393	Pral.g_00570	Prbk.g_01062
OG0001421	Pral.g_01651	Prbk.g_02354
OG0001422	Pral.g_01888	Prbk.g_01351, Prbk.g_02675, Prbk.g_01462, Prbk.g_01732
OG0001425	Pral.g_00713	Prbk.g_00852
OG0001427	Pral.g_00568	Prbk.g_01064
OG0001437	Pral.g_01303	Prbk.g_00671
OG0001438	Pral.g_00395	Prbk.g_02257
OG0001441	Pral.g_01617	Prbk.g_02308
OG0001442	Pral.g_01844	Prbk.g_01656
OG0001448	Pral.g_00467	Prbk.g_02607
OG0001456	Pral.g_01710	Prbk.g_01694
OG0001458	Pral.g_00365	Prbk.g_02177
OG0001459	Pral.g_00070	Prbk.g_01742
OG0001463	Pral.g_01865	Prbk.g_01663, Prbk.g_01668
OG0001464	Pral.g_00531	Prbk.g_01883
OG0001465	Pral.g_00500	Prbk.g_01128
OG0001468	Pral.g_01520	Prbk.g_02529
OG0001475	Pral.g_01053	Prbk.g_00625
OG0001476	Pral.g_01168	Prbk.g_00256
OG0001480	Pral.g_01057	Prbk.g_00747
OG0001482	Pral.g_00719	Prbk.g_00469
OG0001484	Pral.g_01872	Prbk.g_02513
OG0001494	Pral.g_01386	Prbk.g_00102
OG0001496	Pral.g_01287	Prbk.g_01191
OG0001500	Pral.g_01779	Prbk.g_02441
OG0001501	Pral.g_00463	Prbk.g_02612
OG0001523	Pral.g_01784	Prbk.g_02437
OG0001546	Pral.g_01900	Prbk.g_01677, Prbk.g_00171
OG0001559	Pral.g_00434	Prbk.g_00357
OG0001560	Pral.g_01803	Prbk.g_02392
OG0001561	Pral.g_01672	Prbk.g_02533
OG0001562	Pral.g_00423	Prbk.g_01702
OG0001563	Pral.g_00030	Prbk.g_02116
OG0001599	Pral.g_00457	Prbk.g_00296
OG0001600	Pral.g_01300	Prbk.g_00922
OG0001602	Pral.g_00745	Prbk.g_00432
OG0001619	Pral.g_00197	Prbk.g_00994
OG0001621	Pral.g_01049	Prbk.g_00838, Prbk.g_00837
OG0001631	Pral.g_01869	Prbk.g_02674, Prbk.g_00109
OG0001633	Pral.g_01120	Prbk.g_01206, Prbk.g_01208
OG0001643	Pral.g_01733	Prbk.g_00496
OG0001645	Pral.g_01048	Prbk.g_00909
OG0001646	Pral.g_01667	Prbk.g_01960
OG0001702	Pral.g_01229	Prbk.g_00504
OG0001703	Pral.g_01836	Prbk.g_01787
OG0001721	Pral.g_00311	Prbk.g_01485
OG0001722	Pral.g_01310, Pral.g_01827	Prbk.g_01652
OG0001723	Pral.g_01835	Prbk.g_01658
OG0001725	Pral.g_00697	Prbk.g_00872
OG0001741	Pral.g_01004	Prbk.g_01605
OG0001743	Pral.g_00936	Prbk.g_00005
OG0001744	Pral.g_00937	Prbk.g_00006
OG0001745	Pral.g_00947	Prbk.g_00019
OG0001747	Pral.g_01297	Prbk.g_01517
OG0001748	Pral.g_00801	Prbk.g_01516
OG0001749	Pral.g_00153	Prbk.g_01408
OG0001750	Pral.g_01268	Prbk.g_01168
OG0001751	Pral.g_01381	Prbk.g_00159
OG0001752	Pral.g_01402	Prbk.g_00136
OG0001753	Pral.g_01749	Prbk.g_01809
OG0001754	Pral.g_01759	Prbk.g_01840
OG0001755	Pral.g_01576	Prbk.g_00597
OG0001756	Pral.g_01601	Prbk.g_00591
OG0001757	Pral.g_01596	Prbk.g_00585
OG0001758	Pral.g_01631	Prbk.g_02328
OG0001759	Pral.g_01574	Prbk.g_02381
OG0001760	Pral.g_01787	Prbk.g_02428
OG0001761	Pral.g_01493	Prbk.g_02473
OG0001762	Pral.g_01307	Prbk.g_02552
OG0001763	Pral.g_01540	Prbk.g_02555
OG0001764	Pral.g_01547	Prbk.g_02569
OG0001765	Pral.g_01808	Prbk.g_02579
OG0001766	Pral.g_01770	Prbk.g_02583
OG0001767	Pral.g_01465	Prbk.g_00716
OG0001768	Pral.g_00924	Prbk.g_02119
OG0001769	Pral.g_00675	Prbk.g_00363
OG0001770	Pral.g_00707	Prbk.g_00859
OG0001771	Pral.g_00708	Prbk.g_00858
OG0001772	Pral.g_00709	Prbk.g_00856
OG0001773	Pral.g_00710	Prbk.g_00855
OG0001774	Pral.g_00711	Prbk.g_00854
OG0001775	Pral.g_00258	Prbk.g_00813
OG0001776	Pral.g_00242	Prbk.g_00945
OG0001777	Pral.g_00915	Prbk.g_00545
OG0001778	Pral.g_00864	Prbk.g_00787
OG0001779	Pral.g_00858	Prbk.g_01276
OG0001780	Pral.g_01305	Prbk.g_00673
OG0001781	Pral.g_00364	Prbk.g_02176
OG0001782	Pral.g_00368	Prbk.g_02186
OG0001783	Pral.g_00369	Prbk.g_02187
OG0001784	Pral.g_01606	Prbk.g_02188
OG0001785	Pral.g_00376	Prbk.g_02212
OG0001786	Pral.g_00385	Prbk.g_02246
OG0001798	Pral.g_00526	Prbk.g_01878
OG0001801	Pral.g_01066	Prbk.g_01648
OG0001803	Pral.g_00442	Prbk.g_01806
OG0001804	Pral.g_01589	Prbk.g_00577
OG0001829	Pral.g_01362	Prbk.g_01023
OG0001830	Pral.g_01374	Prbk.g_00148
OG0001850	Pral.g_00071	Prbk.g_01713
OG0001851	Pral.g_00667	Prbk.g_01634
OG0001878	Pral.g_01010	Prbk.g_01612
OG0001879	Pral.g_00299	Prbk.g_00229
OG0001880	Pral.g_01109	Prbk.g_02005
OG0001881	Pral.g_00528	Prbk.g_01880
OG0001882	Pral.g_01392	Prbk.g_01500
OG0001883	Pral.g_01393	Prbk.g_01499
OG0001886	Pral.g_01745	Prbk.g_01955
OG0001887	Pral.g_01306	Prbk.g_00921
OG0001888	Pral.g_01572	Prbk.g_00069
OG0001889	Pral.g_01641	Prbk.g_02338
OG0001890	Pral.g_01894	Prbk.g_02585
OG0001891	Pral.g_00689	Prbk.g_00886
OG0001892	Pral.g_00786	Prbk.g_00370
OG0001893	Pral.g_00997	Prbk.g_02149
OG0001894	Pral.g_00998	Prbk.g_02150
OG0001895	Pral.g_01002	Prbk.g_02159
OG0001896	Pral.g_00393	Prbk.g_02255
OG0001912	Pral.g_01678	Prbk.g_01636
OG0001913	Pral.g_01677	Prbk.g_01635
OG0001914	Pral.g_01685	Prbk.g_00666
OG0001915	Pral.g_00118	Prbk.g_01446
OG0001916	Pral.g_01839	Prbk.g_02028
OG0001922	Pral.g_01847	Prbk.g_02026
OG0001965	Pral.g_01111	Prbk.g_02007
OG0001971	Pral.g_00889	Prbk.g_00762
OG0001972	Pral.g_00814	Prbk.g_00647
OG0001978	Pral.g_01668	Prbk.g_01342
OG0001997	Pral.g_01302	Prbk.g_00356, Prbk.g_00692
OG0002032	Pral.g_00808	Prbk.g_01367
OG0002033	Pral.g_00614	Prbk.g_02054
OG0002037	Pral.g_00757	Prbk.g_00419
OG0002038	Pral.g_01688	Prbk.g_00558
OG0002039	Pral.g_01056	Prbk.g_00743
OG0002053	Pral.g_01243	Prbk.g_01435
OG0002062	Pral.g_01674	Prbk.g_00548
OG0002063	Pral.g_01684	Prbk.g_00664
OG0002064	Pral.g_01683	Prbk.g_00665
OG0002076	Pral.g_00014	Prbk.g_02157
OG0002120	Pral.g_01224	Prbk.g_00540
OG0002133	Pral.g_01188	Prbk.g_00487
OG0002137	Pral.g_01096	Prbk.g_01992
OG0002193	Pral.g_01686	Prbk.g_00437
OG0002265	Pral.g_00798	Prbk.g_01511
OG0002268	Pral.g_01059	Prbk.g_00168
OG0002272	Pral.g_00473	Prbk.g_01847
OG0002274	Pral.g_01648	Prbk.g_02351
OG0002278	Pral.g_01431	Prbk.g_02625
OG0002280	Pral.g_00652	Prbk.g_00322
OG0002287	Pral.g_01225	Prbk.g_00744
OG0002288	Pral.g_00372	Prbk.g_02206
OG0002316	Pral.g_00097, Pral.g_00002	Prbk.g_01867
OG0002365	Pral.g_00069	Prbk.g_01469
OG0002389	Pral.g_00003	Prbk.g_01346
OG0003166	Pral.g_00986	Prbk.g_01328
