Orthogroup	Prav	Syaf
OG0001125	Prav.g_00912	Syaf.g_01938
OG0001126	Prav.g_00922	Syaf.g_01409
OG0001127	Prav.g_00923	Syaf.g_01410
OG0001128	Prav.g_00925	Syaf.g_01413
OG0001129	Prav.g_00926	Syaf.g_01415
OG0001130	Prav.g_00927	Syaf.g_01416
OG0001131	Prav.g_00242	Syaf.g_02090
OG0001132	Prav.g_00252	Syaf.g_01722
OG0001133	Prav.g_00019	Syaf.g_02334
OG0001134	Prav.g_00033	Syaf.g_01616
OG0001135	Prav.g_00036	Syaf.g_01618
OG0001136	Prav.g_00062	Syaf.g_01286
OG0001137	Prav.g_00073	Syaf.g_01306
OG0001138	Prav.g_01855	Syaf.g_01596
OG0001139	Prav.g_01854	Syaf.g_01594
OG0001140	Prav.g_01853	Syaf.g_01593
OG0001141	Prav.g_01852	Syaf.g_01592
OG0001142	Prav.g_01851	Syaf.g_01591
OG0001143	Prav.g_01844	Syaf.g_01583
OG0001144	Prav.g_01839	Syaf.g_01573
OG0001145	Prav.g_01430	Syaf.g_01267
OG0001146	Prav.g_01442	Syaf.g_01248
OG0001147	Prav.g_01459	Syaf.g_02489
OG0001148	Prav.g_01475	Syaf.g_02735
OG0001149	Prav.g_01476	Syaf.g_02736
OG0001150	Prav.g_01477	Syaf.g_02737
OG0001151	Prav.g_01488	Syaf.g_02750
OG0001152	Prav.g_01489	Syaf.g_02751
OG0001153	Prav.g_01610	Syaf.g_02463
OG0001154	Prav.g_01611	Syaf.g_02464
OG0001155	Prav.g_01623	Syaf.g_01107
OG0001156	Prav.g_01626	Syaf.g_01104
OG0001157	Prav.g_01627	Syaf.g_01103
OG0001158	Prav.g_01628	Syaf.g_01102
OG0001159	Prav.g_01629	Syaf.g_01101
OG0001160	Prav.g_01653	Syaf.g_01058
OG0001161	Prav.g_01664	Syaf.g_00617
OG0001162	Prav.g_01675	Syaf.g_02015
OG0001163	Prav.g_01753	Syaf.g_01050
OG0001164	Prav.g_01757	Syaf.g_01044
OG0001165	Prav.g_01760	Syaf.g_01039
OG0001166	Prav.g_01780	Syaf.g_01010
OG0001167	Prav.g_01797	Syaf.g_01182
OG0001168	Prav.g_01799	Syaf.g_01180
OG0001169	Prav.g_01801	Syaf.g_01178
OG0001170	Prav.g_01803	Syaf.g_01176
OG0001171	Prav.g_01813	Syaf.g_01166
OG0001172	Prav.g_00271	Syaf.g_00173
OG0001173	Prav.g_00272	Syaf.g_00172
OG0001174	Prav.g_00280	Syaf.g_00164
OG0001175	Prav.g_00281	Syaf.g_00163
OG0001176	Prav.g_00288	Syaf.g_00142
OG0001177	Prav.g_00291	Syaf.g_00144
OG0001178	Prav.g_00296	Syaf.g_01028
OG0001179	Prav.g_00616	Syaf.g_00112
OG0001180	Prav.g_00638	Syaf.g_00087
OG0001181	Prav.g_00642	Syaf.g_00083
OG0001182	Prav.g_00649	Syaf.g_00074
OG0001184	Prav.g_00670	Syaf.g_00360
OG0001185	Prav.g_00684	Syaf.g_00382
OG0001186	Prav.g_00707	Syaf.g_00418
OG0001187	Prav.g_00711	Syaf.g_00422
OG0001188	Prav.g_00713	Syaf.g_00425
OG0001189	Prav.g_00730	Syaf.g_00441
OG0001190	Prav.g_00734	Syaf.g_00646
OG0001191	Prav.g_00744	Syaf.g_00635
OG0001192	Prav.g_00749	Syaf.g_00630
OG0001193	Prav.g_00759	Syaf.g_00596
OG0001194	Prav.g_00760	Syaf.g_00594
OG0001195	Prav.g_00761	Syaf.g_00593
OG0001196	Prav.g_00774	Syaf.g_00519
OG0001197	Prav.g_00775	Syaf.g_00517
OG0001198	Prav.g_00783	Syaf.g_00501
OG0001199	Prav.g_00139	Syaf.g_00957
OG0001200	Prav.g_00141	Syaf.g_00955
OG0001201	Prav.g_00173	Syaf.g_00902
OG0001202	Prav.g_00839	Syaf.g_00764
OG0001203	Prav.g_00800	Syaf.g_02785
OG0001204	Prav.g_01890	Syaf.g_00185
OG0001205	Prav.g_01044	Syaf.g_01229
OG0001206	Prav.g_01060	Syaf.g_02530
OG0001207	Prav.g_01075	Syaf.g_02732
OG0001208	Prav.g_01080	Syaf.g_02719
OG0001209	Prav.g_01133	Syaf.g_02651
OG0001210	Prav.g_01138	Syaf.g_02642
OG0001211	Prav.g_01148	Syaf.g_02623
OG0001212	Prav.g_01192	Syaf.g_02563
OG0001213	Prav.g_01227	Syaf.g_02324
OG0001214	Prav.g_01235	Syaf.g_02308
OG0001215	Prav.g_01288	Syaf.g_01477
OG0001216	Prav.g_00308	Syaf.g_01980
OG0001217	Prav.g_00346	Syaf.g_02237
OG0001218	Prav.g_00355	Syaf.g_02473
OG0001219	Prav.g_00385	Syaf.g_01796
OG0001220	Prav.g_00448	Syaf.g_01335
OG0001221	Prav.g_00510	Syaf.g_02087
OG0001222	Prav.g_00548	Syaf.g_01848
OG0001223	Prav.g_00574	Syaf.g_01902
OG0001224	Prav.g_00929	Syaf.g_01438
OG0001225	Prav.g_00931	Syaf.g_01440
OG0001226	Prav.g_00236	Syaf.g_02262
OG0001227	Prav.g_00255	Syaf.g_00614
OG0001228	Prav.g_01836	Syaf.g_01223
OG0001229	Prav.g_01471	Syaf.g_01464
OG0001230	Prav.g_01570	Syaf.g_02404
OG0001231	Prav.g_01673	Syaf.g_00481
OG0001232	Prav.g_01784	Syaf.g_01000
OG0001234	Prav.g_00283	Syaf.g_00159
OG0001235	Prav.g_00293	Syaf.g_00150
OG0001236	Prav.g_00667	Syaf.g_00357
OG0001237	Prav.g_00671	Syaf.g_00362
OG0001238	Prav.g_00745	Syaf.g_00634
OG0001239	Prav.g_00136	Syaf.g_00960
OG0001240	Prav.g_00158	Syaf.g_00919
OG0001241	Prav.g_00166	Syaf.g_00909
OG0001242	Prav.g_00184	Syaf.g_00874
OG0001243	Prav.g_00190	Syaf.g_00867
OG0001244	Prav.g_00206	Syaf.g_00836
OG0001246	Prav.g_01102	Syaf.g_02693
OG0001247	Prav.g_01281	Syaf.g_02004
OG0001248	Prav.g_01283	Syaf.g_02012
OG0001250	Prav.g_00437	Syaf.g_01377
OG0001251	Prav.g_00484	Syaf.g_00588
OG0001252	Prav.g_00924	Syaf.g_01412
OG0001254	Prav.g_00035	Syaf.g_01617
OG0001255	Prav.g_00049	Syaf.g_01070
OG0001256	Prav.g_01666	Syaf.g_01051
OG0001257	Prav.g_01672	Syaf.g_02534
OG0001258	Prav.g_01758	Syaf.g_01041
OG0001259	Prav.g_01802	Syaf.g_01177
OG0001260	Prav.g_01819	Syaf.g_01155
OG0001261	Prav.g_00624	Syaf.g_00103
OG0001262	Prav.g_00728	Syaf.g_00439
OG0001263	Prav.g_00193	Syaf.g_00864
OG0001265	Prav.g_00183	Syaf.g_00876
OG0001266	Prav.g_00835	Syaf.g_00760
OG0001267	Prav.g_01926	Syaf.g_00244
OG0001268	Prav.g_01985	Syaf.g_00017
OG0001269	Prav.g_00978	Syaf.g_01653
OG0001270	Prav.g_01033	Syaf.g_01210
OG0001271	Prav.g_01070	Syaf.g_02501
OG0001272	Prav.g_01084	Syaf.g_02715
OG0001273	Prav.g_01229	Syaf.g_02315
OG0001274	Prav.g_01308, Prav.g_01311	Syaf.g_00707
OG0001275	Prav.g_00584	Syaf.g_01917
OG0001276	Prav.g_00908	Syaf.g_01933
OG0001277	Prav.g_00244	Syaf.g_00533
OG0001278	Prav.g_01831	Syaf.g_01562
OG0001279	Prav.g_01392	Syaf.g_02385
OG0001280	Prav.g_01437	Syaf.g_01257
OG0001281	Prav.g_01443	Syaf.g_01247
OG0001282	Prav.g_01474	Syaf.g_02734
OG0001283	Prav.g_01493	Syaf.g_00524, Syaf.g_02414
OG0001284	Prav.g_01648	Syaf.g_01073
OG0001285	Prav.g_01787	Syaf.g_00568
OG0001286	Prav.g_00636	Syaf.g_00089
OG0001287	Prav.g_00691	Syaf.g_00390
OG0001288	Prav.g_00700	Syaf.g_00408
OG0001289	Prav.g_00152	Syaf.g_00935
OG0001290	Prav.g_00165	Syaf.g_00910
OG0001291	Prav.g_00200	Syaf.g_00853
OG0001292	Prav.g_01895	Syaf.g_00191
OG0001293	Prav.g_01908	Syaf.g_00217
OG0001294	Prav.g_00995	Syaf.g_02124
OG0001295	Prav.g_01065	Syaf.g_02637
OG0001296	Prav.g_01107	Syaf.g_02687
OG0001297	Prav.g_01112	Syaf.g_02683
OG0001298	Prav.g_01174	Syaf.g_02584
OG0001299	Prav.g_01264	Syaf.g_02130
OG0001300	Prav.g_01291	Syaf.g_01468
OG0001301	Prav.g_01294	Syaf.g_01454
OG0001302	Prav.g_00383	Syaf.g_02279
OG0001303	Prav.g_00946	Syaf.g_01798
OG0001304	Prav.g_00918	Syaf.g_01950
OG0001305	Prav.g_00937	Syaf.g_01448
OG0001306	Prav.g_00051	Syaf.g_01272
OG0001307	Prav.g_01456	Syaf.g_01638
OG0001308	Prav.g_01588	Syaf.g_02427
OG0001309	Prav.g_01670	Syaf.g_02678
OG0001310	Prav.g_01773	Syaf.g_01018
OG0001311	Prav.g_00910	Syaf.g_01935
OG0001313	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871	Syaf.g_02517, Syaf.g_02523
OG0001315	Prav.g_00126	Syaf.g_00071
OG0001316	Prav.g_00205	Syaf.g_00847
OG0001317	Prav.g_00804	Syaf.g_02790
OG0001318	Prav.g_01903	Syaf.g_00209
OG0001319	Prav.g_01919	Syaf.g_00232
OG0001321	Prav.g_01050	Syaf.g_01238
OG0001322	Prav.g_01051	Syaf.g_01239
OG0001323	Prav.g_01117	Syaf.g_02675
OG0001324	Prav.g_01292	Syaf.g_01467
OG0001325	Prav.g_00311	Syaf.g_01976
OG0001326	Prav.g_00472	Syaf.g_00578
OG0001327	Prav.g_00227	Syaf.g_02116
OG0001328	Prav.g_00254	Syaf.g_02094
OG0001329	Prav.g_00026	Syaf.g_02285
OG0001330	Prav.g_01408	Syaf.g_01264
OG0001331	Prav.g_01479	Syaf.g_02739
OG0001333	Prav.g_01798	Syaf.g_01181
OG0001334	Prav.g_00657	Syaf.g_00060
OG0001335	Prav.g_00658	Syaf.g_00059
OG0001336	Prav.g_00771	Syaf.g_00523
OG0001339	Prav.g_00168	Syaf.g_00907
OG0001340	Prav.g_01974	Syaf.g_00039
OG0001341	Prav.g_00344	Syaf.g_01463
OG0001343	Prav.g_00481	Syaf.g_00590
OG0001344	Prav.g_00069	Syaf.g_01294
OG0001345	Prav.g_01862	Syaf.g_01323
OG0001346	Prav.g_01439	Syaf.g_01253
OG0001347	Prav.g_00299	Syaf.g_02483
OG0001348	Prav.g_01693	Syaf.g_01396
OG0001352	Prav.g_01278	Syaf.g_02661
OG0001353	Prav.g_00429	Syaf.g_01388
OG0001354	Prav.g_00566	Syaf.g_01888
OG0001356	Prav.g_00957	Syaf.g_02177, Syaf.g_01397
OG0001358	Prav.g_01218	Syaf.g_02341
OG0001359	Prav.g_00482	Syaf.g_00591
OG0001360	Prav.g_00257	Syaf.g_01325
OG0001361	Prav.g_01865	Syaf.g_01320
OG0001362	Prav.g_01592	Syaf.g_02432
OG0001363	Prav.g_01594	Syaf.g_02434
OG0001364	Prav.g_00660	Syaf.g_00338
OG0001371	Prav.g_01277	Syaf.g_00397
OG0001372	Prav.g_00354, Prav.g_01325	Syaf.g_01682
OG0001373	Prav.g_00471	Syaf.g_00579
OG0001374	Prav.g_00479	Syaf.g_00571
OG0001375	Prav.g_00480	Syaf.g_00589
OG0001376	Prav.g_00220	Syaf.g_00626
OG0001377	Prav.g_00221	Syaf.g_00627
OG0001378	Prav.g_00003	Syaf.g_01209
OG0001379	Prav.g_01432	Syaf.g_01262
OG0001380	Prav.g_01461	Syaf.g_02247
OG0001385	Prav.g_00468	Syaf.g_00582
OG0001386	Prav.g_00469	Syaf.g_00581
OG0001387	Prav.g_00470	Syaf.g_00580
OG0001388	Prav.g_00473	Syaf.g_00577
OG0001389	Prav.g_00474	Syaf.g_00576
OG0001390	Prav.g_00475	Syaf.g_00575
OG0001391	Prav.g_00476	Syaf.g_00574
OG0001392	Prav.g_00477	Syaf.g_00573
OG0001393	Prav.g_00478	Syaf.g_00572
OG0001395	Prav.g_00920	Syaf.g_01958
OG0001396	Prav.g_00300	Syaf.g_02399
OG0001397	Prav.g_01593	Syaf.g_02433
OG0001398	Prav.g_01700	Syaf.g_01758
OG0001399	Prav.g_00285	Syaf.g_00697
OG0001401	Prav.g_01365	Syaf.g_01383
OG0001402	Prav.g_01328	Syaf.g_02336
OG0001404	Prav.g_00133	Syaf.g_00964
OG0001405	Prav.g_01972	Syaf.g_00057
OG0001406	Prav.g_00219	Syaf.g_00625
OG0001407	Prav.g_00234	Syaf.g_02660
OG0001408	Prav.g_00239	Syaf.g_01546
OG0001410	Prav.g_01457	Syaf.g_01639
OG0001412	Prav.g_00298	Syaf.g_02482
OG0001413	Prav.g_01662	Syaf.g_02344, Syaf.g_02267
OG0001416	Prav.g_01057	Syaf.g_01250
OG0001417	Prav.g_01067	Syaf.g_01887
OG0001419	Prav.g_00235	Syaf.g_02659
OG0001420	Prav.g_00012	Syaf.g_02664
OG0001421	Prav.g_01667	Syaf.g_01721
OG0001425	Prav.g_00748	Syaf.g_00631
OG0001428	Prav.g_00866	Syaf.g_00804
OG0001432	Prav.g_01661	Syaf.g_01492
OG0001433	Prav.g_00958	Syaf.g_01398
OG0001435	Prav.g_00495	Syaf.g_02107
OG0001438	Prav.g_01939	Syaf.g_00259
OG0001439	Prav.g_01953	Syaf.g_00283
OG0001441	Prav.g_01119	Syaf.g_02673
OG0001442	Prav.g_00337	Syaf.g_02066
OG0001443	Prav.g_01744	Syaf.g_00621
OG0001447	Prav.g_00191	Syaf.g_00866
OG0001448	Prav.g_00986	Syaf.g_00612
OG0001449	Prav.g_01010	Syaf.g_00182
OG0001451	Prav.g_00457	Syaf.g_02183
OG0001452	Prav.g_00485	Syaf.g_00204
OG0001453	Prav.g_00578	Syaf.g_01909
OG0001454	Prav.g_00250	Syaf.g_02263
OG0001456	Prav.g_00042	Syaf.g_00561
OG0001457	Prav.g_00043	Syaf.g_00560
OG0001458	Prav.g_00044	Syaf.g_00559
OG0001459	Prav.g_01377	Syaf.g_01643
OG0001460	Prav.g_00959	Syaf.g_01399
OG0001462	Prav.g_00102	Syaf.g_00455
OG0001465	Prav.g_01300	Syaf.g_02000
OG0001467	Prav.g_00374	Syaf.g_02280
OG0001468	Prav.g_00225	Syaf.g_02278
OG0001470	Prav.g_01509	Syaf.g_01206
OG0001471	Prav.g_01663	Syaf.g_00276
OG0001473	Prav.g_00708	Syaf.g_02282
OG0001474	Prav.g_01986	Syaf.g_00016
OG0001475	Prav.g_01511	Syaf.g_01204
OG0001479	Prav.g_01983	Syaf.g_00019
OG0001480	Prav.g_00988	Syaf.g_01334
OG0001482	Prav.g_01055	Syaf.g_01897
OG0001492	Prav.g_01834	Syaf.g_01565
OG0001493	Prav.g_01826	Syaf.g_01555
OG0001495	Prav.g_00290	Syaf.g_00145
OG0001504	Prav.g_01378	Syaf.g_01642
OG0001507	Prav.g_01722	Syaf.g_01664
OG0001508	Prav.g_01508	Syaf.g_01207
OG0001528	Prav.g_01510	Syaf.g_01205
OG0001546	Prav.g_01122	Syaf.g_02670
OG0001548	Prav.g_00371	Syaf.g_02258
OG0001549	Prav.g_00455	Syaf.g_01326
OG0001551	Prav.g_00041	Syaf.g_01403
OG0001552	Prav.g_02005	Syaf.g_02761, Syaf.g_02762
OG0001554	Prav.g_01668	Syaf.g_00648
OG0001555	Prav.g_01683	Syaf.g_01698
OG0001556	Prav.g_00963	Syaf.g_01604
OG0001558	Prav.g_01353	Syaf.g_00478
OG0001582	Prav.g_01066	Syaf.g_01865
OG0001602	Prav.g_01299	Syaf.g_02001
OG0001625	Prav.g_01905	Syaf.g_00211
OG0001633	Prav.g_01470	Syaf.g_01528, Syaf.g_02381
OG0001652	Prav.g_01351	Syaf.g_00480
OG0001671	Prav.g_01358	Syaf.g_00721
OG0001700	Prav.g_00960	Syaf.g_02162, Syaf.g_02178
OG0001737	Prav.g_01364	Syaf.g_00265
OG0001749	Prav.g_01554	Syaf.g_00308, Syaf.g_00322
OG0001842	Prav.g_00966	Syaf.g_01115
OG0001930	Prav.g_00967	Syaf.g_01114
OG0001931	Prav.g_00968	Syaf.g_01113
OG0001991	Prav.g_01343	Syaf.g_02163
OG0002015	Prav.g_01525	Syaf.g_00327
OG0002029	Prav.g_01375	Syaf.g_01511
OG0002244	Prav.g_01721	Syaf.g_01663
OG0002291	Prav.g_01391	Syaf.g_00787
OG0002387	Prav.g_01527	Syaf.g_01203
OG0002890	Prav.g_00944	Syaf.g_01125, Syaf.g_02006
OG0003018	Prav.g_01337	Syaf.g_02166
OG0003373	Prav.g_01335	Syaf.g_02164
OG0003664	Prav.g_01336	Syaf.g_02165
OG0003666	Prav.g_01341	Syaf.g_02169
OG0004054	Prav.g_01340	Syaf.g_02168
