Orthogroup	Prav	Praf
OG0001161	Prav.g_01664	Praf.g_01650
OG0001162	Prav.g_01675	Praf.g_01145
OG0001163	Prav.g_01753	Praf.g_00492
OG0001164	Prav.g_01757	Praf.g_00487
OG0001165	Prav.g_01760	Praf.g_00484
OG0001166	Prav.g_01780	Praf.g_00459
OG0001167	Prav.g_01797	Praf.g_00437
OG0001168	Prav.g_01799	Praf.g_00435
OG0001169	Prav.g_01801	Praf.g_00433
OG0001170	Prav.g_01803	Praf.g_00431
OG0001171	Prav.g_01813	Praf.g_00421
OG0001172	Prav.g_00271	Praf.g_02197
OG0001173	Prav.g_00272	Praf.g_02196
OG0001174	Prav.g_00280	Praf.g_02188
OG0001175	Prav.g_00281	Praf.g_02187
OG0001176	Prav.g_00288	Praf.g_02171
OG0001177	Prav.g_00291	Praf.g_02173
OG0001178	Prav.g_00296	Praf.g_00474
OG0001179	Prav.g_00616	Praf.g_02137
OG0001180	Prav.g_00638	Praf.g_02109
OG0001181	Prav.g_00642	Praf.g_02105
OG0001182	Prav.g_00649	Praf.g_02096
OG0001183	Prav.g_00654	Praf.g_02081
OG0001184	Prav.g_00670	Praf.g_02391
OG0001185	Prav.g_00684	Praf.g_00184
OG0001186	Prav.g_00707	Praf.g_00091
OG0001187	Prav.g_00711	Praf.g_00088
OG0001188	Prav.g_00713	Praf.g_00083
OG0001189	Prav.g_00730	Praf.g_00058
OG0001190	Prav.g_00734	Praf.g_02656
OG0001191	Prav.g_00744	Praf.g_02669
OG0001192	Prav.g_00749	Praf.g_02674
OG0001193	Prav.g_00759	Praf.g_02724
OG0001194	Prav.g_00760	Praf.g_02728
OG0001195	Prav.g_00761	Praf.g_02729
OG0001196	Prav.g_00774	Praf.g_02766
OG0001197	Prav.g_00775	Praf.g_02768
OG0001198	Prav.g_00783	Praf.g_02780
OG0001199	Prav.g_00139	Praf.g_00315
OG0001200	Prav.g_00141	Praf.g_00313
OG0001201	Prav.g_00173	Praf.g_00243
OG0001203	Prav.g_00800	Praf.g_00387
OG0001204	Prav.g_01890	Praf.g_02206
OG0001205	Prav.g_01044	Praf.g_01979
OG0001206	Prav.g_01060	Praf.g_01941
OG0001207	Prav.g_01075	Praf.g_00586
OG0001208	Prav.g_01080	Praf.g_00597
OG0001209	Prav.g_01133	Praf.g_00663
OG0001210	Prav.g_01138	Praf.g_00673
OG0001211	Prav.g_01148	Praf.g_00690
OG0001212	Prav.g_01192	Praf.g_00750
OG0001213	Prav.g_01227	Praf.g_01684
OG0001214	Prav.g_01235	Praf.g_01694
OG0001215	Prav.g_01288	Praf.g_01220
OG0001216	Prav.g_00308	Praf.g_01304
OG0001217	Prav.g_00346	Praf.g_00710
OG0001218	Prav.g_00355	Praf.g_01853
OG0001219	Prav.g_00385	Praf.g_01432
OG0001220	Prav.g_00448	Praf.g_01619
OG0001221	Prav.g_00510	Praf.g_01480
OG0001222	Prav.g_00548	Praf.g_02684
OG0001223	Prav.g_00574	Praf.g_01364
OG0001224	Prav.g_00929	Praf.g_01278
OG0001225	Prav.g_00931	Praf.g_01276
OG0001226	Prav.g_00236	Praf.g_00991
OG0001227	Prav.g_00255	Praf.g_00558
OG0001228	Prav.g_01836	Praf.g_00899
OG0001229	Prav.g_01471	Praf.g_00494
OG0001230	Prav.g_01570	Praf.g_01784
OG0001231	Prav.g_01673	Praf.g_00017
OG0001232	Prav.g_01784	Praf.g_00454
OG0001233	Prav.g_01804	Praf.g_00430
OG0001234	Prav.g_00283	Praf.g_02184
OG0001235	Prav.g_00293	Praf.g_02176
OG0001236	Prav.g_00667	Praf.g_02387
OG0001237	Prav.g_00671	Praf.g_02392
OG0001238	Prav.g_00745	Praf.g_02670
OG0001239	Prav.g_00136	Praf.g_00318
OG0001240	Prav.g_00158	Praf.g_00260
OG0001241	Prav.g_00166	Praf.g_00250
OG0001243	Prav.g_00190	Praf.g_02402
OG0001244	Prav.g_00206	Praf.g_02429
OG0001245	Prav.g_00997	Praf.g_01003
OG0001246	Prav.g_01102	Praf.g_00624
OG0001247	Prav.g_01281	Praf.g_01572
OG0001248	Prav.g_01283	Praf.g_01210
OG0001249	Prav.g_00373	Praf.g_02063
OG0001250	Prav.g_00437	Praf.g_01598
OG0001252	Prav.g_00924	Praf.g_01284
OG0001253	Prav.g_00256	Praf.g_01008
OG0001254	Prav.g_00035	Praf.g_02691
OG0001255	Prav.g_00049	Praf.g_01134
OG0001256	Prav.g_01666	Praf.g_00497
OG0001258	Prav.g_01758	Praf.g_00486
OG0001259	Prav.g_01802	Praf.g_00432
OG0001260	Prav.g_01819	Praf.g_00403
OG0001261	Prav.g_00624	Praf.g_02128
OG0001262	Prav.g_00728	Praf.g_00061
OG0001263	Prav.g_00193	Praf.g_02404
OG0001265	Prav.g_00183	Praf.g_00217
OG0001266	Prav.g_00835	Praf.g_02522
OG0001267	Prav.g_01926	Praf.g_02279
OG0001268	Prav.g_01985	Praf.g_02048
OG0001269	Prav.g_00978	Praf.g_01616
OG0001270	Prav.g_01033	Praf.g_01991
OG0001271	Prav.g_01070	Praf.g_01910
OG0001272	Prav.g_01084	Praf.g_00601
OG0001273	Prav.g_01229	Praf.g_01687
OG0001274	Prav.g_01308, Prav.g_01311	Praf.g_02550
OG0001275	Prav.g_00584	Praf.g_01351
OG0001276	Prav.g_00908	Praf.g_01334
OG0001277	Prav.g_00244	Praf.g_02752
OG0001278	Prav.g_01831	Praf.g_00893
OG0001279	Prav.g_01392	Praf.g_01769
OG0001280	Prav.g_01437	Praf.g_00798
OG0001281	Prav.g_01443	Praf.g_00789
OG0001283	Prav.g_01493	Praf.g_02762
OG0001285	Prav.g_01787	Praf.g_00450
OG0001286	Prav.g_00636	Praf.g_02111
OG0001287	Prav.g_00691	Praf.g_00176
OG0001288	Prav.g_00700	Praf.g_00158
OG0001290	Prav.g_00165	Praf.g_00251
OG0001291	Prav.g_00200	Praf.g_02414
OG0001292	Prav.g_01895	Praf.g_02211
OG0001293	Prav.g_01908	Praf.g_02252
OG0001294	Prav.g_00995	Praf.g_01750
OG0001295	Prav.g_01065	Praf.g_00676
OG0001298	Prav.g_01174	Praf.g_00722
OG0001300	Prav.g_01291	Praf.g_01206
OG0001301	Prav.g_01294	Praf.g_01122
OG0001302	Prav.g_00383	Praf.g_00360
OG0001303	Prav.g_00946	Praf.g_01431
OG0001307	Prav.g_01456	Praf.g_01893
OG0001308	Prav.g_01588	Praf.g_01808
OG0001309	Prav.g_01670	Praf.g_00639
OG0001310	Prav.g_01773	Praf.g_00465
OG0001311	Prav.g_00910	Praf.g_01332
OG0001313	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871	Praf.g_01931, Praf.g_01933
OG0001316	Prav.g_00205	Praf.g_02421
OG0001319	Prav.g_01919	Praf.g_02269
OG0001321	Prav.g_01050	Praf.g_01961
OG0001322	Prav.g_01051	Praf.g_01960
OG0001323	Prav.g_01117	Praf.g_00642
OG0001324	Prav.g_01292	Praf.g_01205
OG0001326	Prav.g_00472	Praf.g_02735
OG0001327	Prav.g_00227	Praf.g_01640
OG0001328	Prav.g_00254	Praf.g_01473
OG0001329	Prav.g_00026	Praf.g_00960
OG0001330	Prav.g_01408	Praf.g_00805
OG0001331	Prav.g_01479	Praf.g_00578
OG0001332	Prav.g_01621	Praf.g_00554
OG0001333	Prav.g_01798	Praf.g_00436
OG0001334	Prav.g_00657	Praf.g_02077
OG0001335	Prav.g_00658	Praf.g_02076
OG0001336	Prav.g_00771	Praf.g_02763
OG0001339	Prav.g_00168	Praf.g_00248
OG0001340	Prav.g_01974	Praf.g_02066
OG0001341	Prav.g_00344	Praf.g_01580
OG0001344	Prav.g_00069	Praf.g_00859
OG0001347	Prav.g_00299	Praf.g_00130
OG0001348	Prav.g_01693	Praf.g_02569
OG0001352	Prav.g_01278	Praf.g_01127
OG0001353	Prav.g_00429	Praf.g_01589, Praf.g_01588
OG0001354	Prav.g_00566	Praf.g_01375
OG0001355	Prav.g_01704, Prav.g_00969	Praf.g_01484
OG0001356	Prav.g_00957	Praf.g_02686, Praf.g_01026
OG0001358	Prav.g_01218	Praf.g_01665
OG0001360	Prav.g_00257	Praf.g_00936
OG0001361	Prav.g_01865	Praf.g_00883
OG0001362	Prav.g_01592	Praf.g_01818
OG0001363	Prav.g_01594	Praf.g_01820
OG0001365	Prav.g_00738	Praf.g_02661
OG0001369	Prav.g_00157	Praf.g_00261
OG0001371	Prav.g_01277	Praf.g_00371
OG0001372	Prav.g_00354, Prav.g_01325	Praf.g_00348
OG0001373	Prav.g_00471	Praf.g_02734
OG0001374	Prav.g_00479	Praf.g_02742
OG0001376	Prav.g_00220	Praf.g_02677
OG0001377	Prav.g_00221	Praf.g_02676
OG0001378	Prav.g_00003	Praf.g_01997
OG0001379	Prav.g_01432	Praf.g_00803
OG0001380	Prav.g_01461	Praf.g_01623
OG0001381	Prav.g_01467	Praf.g_01294
OG0001382	Prav.g_01686	Praf.g_01298
OG0001385	Prav.g_00468	Praf.g_02731
OG0001386	Prav.g_00469	Praf.g_02732
OG0001387	Prav.g_00470	Praf.g_02733
OG0001388	Prav.g_00473	Praf.g_02736
OG0001389	Prav.g_00474	Praf.g_02737
OG0001390	Prav.g_00475	Praf.g_02738
OG0001391	Prav.g_00476	Praf.g_02739
OG0001392	Prav.g_00477	Praf.g_02740
OG0001393	Prav.g_00478	Praf.g_02741
OG0001395	Prav.g_00920	Praf.g_01321
OG0001396	Prav.g_00300	Praf.g_00132, Praf.g_00084
OG0001397	Prav.g_01593	Praf.g_01819
OG0001398	Prav.g_01700	Praf.g_01004
OG0001399	Prav.g_00285	Praf.g_02089, Praf.g_02090, Praf.g_02643, Praf.g_01869
OG0001401	Prav.g_01365	Praf.g_01593
OG0001402	Prav.g_01328	Praf.g_01670
OG0001403	Prav.g_00098	Praf.g_00036
OG0001405	Prav.g_01972	Praf.g_02074
OG0001406	Prav.g_00219	Praf.g_02678
OG0001409	Prav.g_00072	Praf.g_00870
OG0001410	Prav.g_01457	Praf.g_01894
OG0001412	Prav.g_00298	Praf.g_00131
OG0001414	Prav.g_00809	Praf.g_00374
OG0001415	Prav.g_00807	Praf.g_00744
OG0001416	Prav.g_01057	Praf.g_00792
OG0001418	Prav.g_01282	Praf.g_02180
OG0001422	Prav.g_01691	Praf.g_01950
OG0001425	Prav.g_00748	Praf.g_02673
OG0001431	Prav.g_01406	Praf.g_01082
OG0001433	Prav.g_00958	Praf.g_01027
OG0001434	Prav.g_00518	Praf.g_01500
OG0001435	Prav.g_00495	Praf.g_01457
OG0001437	Prav.g_00808	Praf.g_00745
OG0001438	Prav.g_01939	Praf.g_02294
OG0001441	Prav.g_01119	Praf.g_00644
OG0001442	Prav.g_00337	Praf.g_01504
OG0001443	Prav.g_01744	Praf.g_00493
OG0001446	Prav.g_00144	Praf.g_00962
OG0001449	Prav.g_01010	Praf.g_00353
OG0001450	Prav.g_01285	Praf.g_01230
OG0001451	Prav.g_00457	Praf.g_01323
OG0001452	Prav.g_00485	Praf.g_00953
OG0001455	Prav.g_00021, Prav.g_01388	Praf.g_02587
OG0001460	Prav.g_00959	Praf.g_01028
OG0001462	Prav.g_00102	Praf.g_00043
OG0001463	Prav.g_01932	Praf.g_02287
OG0001464	Prav.g_01975	Praf.g_02065
OG0001470	Prav.g_01509	Praf.g_00094
OG0001472	Prav.g_01669	Praf.g_01248
OG0001475	Prav.g_01511	Praf.g_00118
OG0001479	Prav.g_01983	Praf.g_02050
OG0001485	Prav.g_01705	Praf.g_00549
OG0001491	Prav.g_00381	Praf.g_00941
OG0001494	Prav.g_01553	Praf.g_00110
OG0001495	Prav.g_00290	Praf.g_02174
OG0001500	Prav.g_01910	Praf.g_00375
OG0001501	Prav.g_01313	Praf.g_00817
OG0001503	Prav.g_00039	Praf.g_00359
OG0001506	Prav.g_01619	Praf.g_00956
OG0001508	Prav.g_01508	Praf.g_00093
OG0001523	Prav.g_00037	Praf.g_01037
OG0001524	Prav.g_00038	Praf.g_01038
OG0001525	Prav.g_01678	Praf.g_00977
OG0001528	Prav.g_01510	Praf.g_00096
OG0001550	Prav.g_00024	Praf.g_02648, Praf.g_01002
OG0001553	Prav.g_01575	Praf.g_01791
OG0001555	Prav.g_01683	Praf.g_00345
OG0001556	Prav.g_00963	Praf.g_01032
OG0001558	Prav.g_01353	Praf.g_00020
OG0001565	Prav.g_01021	Praf.g_01576
OG0001569	Prav.g_00262	Praf.g_00969
OG0001585	Prav.g_01395	Praf.g_01193
OG0001586	Prav.g_01523	Praf.g_00115
OG0001598	Prav.g_01879, Prav.g_01383	Praf.g_00819
OG0001627	Prav.g_00351	Praf.g_00545
OG0001652	Prav.g_01351	Praf.g_00018
OG0001670	Prav.g_01710	Praf.g_01085
OG0001671	Prav.g_01358	Praf.g_02564
OG0001696	Prav.g_00458	Praf.g_01231
OG0001698	Prav.g_00228	Praf.g_01130
OG0001700	Prav.g_00960	Praf.g_01043
OG0001737	Prav.g_01364	Praf.g_02299
OG0001749	Prav.g_01554	Praf.g_02353
OG0001780	Prav.g_01515	Praf.g_00099
OG0001782	Prav.g_01425	Praf.g_01861
OG0001834	Prav.g_01517	Praf.g_00097
OG0001842	Prav.g_00966	Praf.g_00168
OG0001930	Prav.g_00967	Praf.g_00169
OG0001931	Prav.g_00968	Praf.g_00170
OG0001963	Prav.g_01742	Praf.g_02086
OG0001991	Prav.g_01343	Praf.g_01051
OG0001992	Prav.g_00361	Praf.g_02092
OG0002015	Prav.g_01525	Praf.g_02355
OG0002036	Prav.g_01724	Praf.g_00482
OG0002291	Prav.g_01391	Praf.g_02494
OG0002387	Prav.g_01527	Praf.g_01754
OG0002426	Prav.g_01528	Praf.g_00279
OG0002702	Prav.g_01874	Praf.g_01202
OG0002708	Prav.g_01303	Praf.g_01150, Praf.g_01163
OG0003018	Prav.g_01337	Praf.g_01048
OG0003183	Prav.g_01500	Praf.g_00104
OG0003373	Prav.g_01335	Praf.g_01050
OG0003664	Prav.g_01336	Praf.g_01049
OG0003666	Prav.g_01341	Praf.g_01045
OG0004054	Prav.g_01340	Praf.g_01046
OG0004059	Prav.g_01501	Praf.g_00103
