Orthogroup	Prav	Syao
OG0001172	Prav.g_00271	Syao.g_01914
OG0001173	Prav.g_00272	Syao.g_01915
OG0001174	Prav.g_00280	Syao.g_01923
OG0001175	Prav.g_00281	Syao.g_01924
OG0001176	Prav.g_00288	Syao.g_01799
OG0001177	Prav.g_00291	Syao.g_01802
OG0001178	Prav.g_00296	Syao.g_01541
OG0001179	Prav.g_00616	Syao.g_01768
OG0001180	Prav.g_00638	Syao.g_01833
OG0001181	Prav.g_00642	Syao.g_01829
OG0001182	Prav.g_00649	Syao.g_01820
OG0001183	Prav.g_00654	Syao.g_01851
OG0001184	Prav.g_00670	Syao.g_02264
OG0001185	Prav.g_00684	Syao.g_02147
OG0001186	Prav.g_00707	Syao.g_02173
OG0001187	Prav.g_00711	Syao.g_02171
OG0001188	Prav.g_00713	Syao.g_02169
OG0001189	Prav.g_00730	Syao.g_02215
OG0001190	Prav.g_00734	Syao.g_02436
OG0001191	Prav.g_00744	Syao.g_02449
OG0001192	Prav.g_00749	Syao.g_02367
OG0001193	Prav.g_00759	Syao.g_02284
OG0001194	Prav.g_00760	Syao.g_02285
OG0001195	Prav.g_00761	Syao.g_02286
OG0001196	Prav.g_00774	Syao.g_02341
OG0001197	Prav.g_00775	Syao.g_02343
OG0001198	Prav.g_00783	Syao.g_02158
OG0001199	Prav.g_00139	Syao.g_02623
OG0001200	Prav.g_00141	Syao.g_02625
OG0001201	Prav.g_00173	Syao.g_02601
OG0001202	Prav.g_00839	Syao.g_02461
OG0001203	Prav.g_00800	Syao.g_00296, Syao.g_01705
OG0001204	Prav.g_01890	Syao.g_02117
OG0001205	Prav.g_01044	Syao.g_01620
OG0001206	Prav.g_01060	Syao.g_02701, Syao.g_02702
OG0001207	Prav.g_01075	Syao.g_00035
OG0001208	Prav.g_01080	Syao.g_00026
OG0001209	Prav.g_01133	Syao.g_01415
OG0001210	Prav.g_01138	Syao.g_00882
OG0001211	Prav.g_01148	Syao.g_00861
OG0001212	Prav.g_01192	Syao.g_01001
OG0001213	Prav.g_01227	Syao.g_01322
OG0001214	Prav.g_01235	Syao.g_00896
OG0001215	Prav.g_01288	Syao.g_00700
OG0001216	Prav.g_00308	Syao.g_00492
OG0001218	Prav.g_00355	Syao.g_00092
OG0001219	Prav.g_00385	Syao.g_00651
OG0001220	Prav.g_00448	Syao.g_00393
OG0001221	Prav.g_00510	Syao.g_01657
OG0001222	Prav.g_00548	Syao.g_00687
OG0001223	Prav.g_00574	Syao.g_00820
OG0001224	Prav.g_00929	Syao.g_00427
OG0001226	Prav.g_00236	Syao.g_02633
OG0001227	Prav.g_00255	Syao.g_01047
OG0001228	Prav.g_01836	Syao.g_02256
OG0001229	Prav.g_01471	Syao.g_00220
OG0001230	Prav.g_01570	Syao.g_01503
OG0001231	Prav.g_01673	Syao.g_02254
OG0001232	Prav.g_01784	Syao.g_01664
OG0001233	Prav.g_01804	Syao.g_01643
OG0001234	Prav.g_00283	Syao.g_02035
OG0001235	Prav.g_00293	Syao.g_01863
OG0001236	Prav.g_00667	Syao.g_02261
OG0001237	Prav.g_00671	Syao.g_02265
OG0001238	Prav.g_00745	Syao.g_02451
OG0001239	Prav.g_00136	Syao.g_02620
OG0001240	Prav.g_00158	Syao.g_02669
OG0001242	Prav.g_00184	Syao.g_02576
OG0001243	Prav.g_00190	Syao.g_02584
OG0001244	Prav.g_00206	Syao.g_02477
OG0001245	Prav.g_00997	Syao.g_00362
OG0001247	Prav.g_01281	Syao.g_00390
OG0001249	Prav.g_00373	Syao.g_01882
OG0001250	Prav.g_00437	Syao.g_00556
OG0001251	Prav.g_00484	Syao.g_00641
OG0001252	Prav.g_00924	Syao.g_00507
OG0001253	Prav.g_00256	Syao.g_01220
OG0001254	Prav.g_00035	Syao.g_01426
OG0001255	Prav.g_00049	Syao.g_00920
OG0001256	Prav.g_01666	Syao.g_01572
OG0001257	Prav.g_01672	Syao.g_00414
OG0001258	Prav.g_01758	Syao.g_01561
OG0001259	Prav.g_01802	Syao.g_01645
OG0001260	Prav.g_01819	Syao.g_01623
OG0001261	Prav.g_00624	Syao.g_01814
OG0001262	Prav.g_00728	Syao.g_02213
OG0001263	Prav.g_00193	Syao.g_02541
OG0001265	Prav.g_00183	Syao.g_02574
OG0001266	Prav.g_00835	Syao.g_02465
OG0001267	Prav.g_01926	Syao.g_02063
OG0001268	Prav.g_01985	Syao.g_01871
OG0001270	Prav.g_01033	Syao.g_01733
OG0001271	Prav.g_01070	Syao.g_02685
OG0001272	Prav.g_01084	Syao.g_00120
OG0001274	Prav.g_01308, Prav.g_01311	Syao.g_02401
OG0001275	Prav.g_00584	Syao.g_00806
OG0001276	Prav.g_00908	Syao.g_00450
OG0001277	Prav.g_00244	Syao.g_01334
OG0001278	Prav.g_01831	Syao.g_00265
OG0001279	Prav.g_01392	Syao.g_01528
OG0001281	Prav.g_01443	Syao.g_01454
OG0001282	Prav.g_01474	Syao.g_00037
OG0001283	Prav.g_01493	Syao.g_02335
OG0001284	Prav.g_01648	Syao.g_01587
OG0001285	Prav.g_01787	Syao.g_01010
OG0001286	Prav.g_00636	Syao.g_01835
OG0001288	Prav.g_00700	Syao.g_02187
OG0001289	Prav.g_00152	Syao.g_02649
OG0001291	Prav.g_00200	Syao.g_02551
OG0001292	Prav.g_01895	Syao.g_02111
OG0001293	Prav.g_01908	Syao.g_02091
OG0001294	Prav.g_00995	Syao.g_00948
OG0001295	Prav.g_01065	Syao.g_00878
OG0001296	Prav.g_01107	Syao.g_00163
OG0001297	Prav.g_01112	Syao.g_00159
OG0001298	Prav.g_01174	Syao.g_01043
OG0001299	Prav.g_01264	Syao.g_00942
OG0001302	Prav.g_00383	Syao.g_02711
OG0001303	Prav.g_00946	Syao.g_00649
OG0001304	Prav.g_00918	Syao.g_00466
OG0001305	Prav.g_00937	Syao.g_00382
OG0001306	Prav.g_00051	Syao.g_00141
OG0001308	Prav.g_01588	Syao.g_01500
OG0001310	Prav.g_01773	Syao.g_01681
OG0001311	Prav.g_00910	Syao.g_00452
OG0001313	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871	Syao.g_02692
OG0001315	Prav.g_00126	Syao.g_01853
OG0001317	Prav.g_00804	Syao.g_01701
OG0001318	Prav.g_01903	Syao.g_02099
OG0001319	Prav.g_01919	Syao.g_02075
OG0001323	Prav.g_01117	Syao.g_01392
OG0001325	Prav.g_00311	Syao.g_00487
OG0001326	Prav.g_00472	Syao.g_02293
OG0001327	Prav.g_00227	Syao.g_00953
OG0001328	Prav.g_00254	Syao.g_00198
OG0001329	Prav.g_00026	Syao.g_00876
OG0001330	Prav.g_01408	Syao.g_01444
OG0001331	Prav.g_01479	Syao.g_00042
OG0001332	Prav.g_01621	Syao.g_01244
OG0001333	Prav.g_01798	Syao.g_01649
OG0001335	Prav.g_00658	Syao.g_01913
OG0001336	Prav.g_00771	Syao.g_02336
OG0001340	Prav.g_01974	Syao.g_01892
OG0001341	Prav.g_00344	Syao.g_00602
OG0001343	Prav.g_00481	Syao.g_01235
OG0001345	Prav.g_01862	Syao.g_00179
OG0001353	Prav.g_00429	Syao.g_00439
OG0001354	Prav.g_00566	Syao.g_00833
OG0001356	Prav.g_00957	Syao.g_00301
OG0001358	Prav.g_01218	Syao.g_01343
OG0001359	Prav.g_00482	Syao.g_01234
OG0001360	Prav.g_00257	Syao.g_00177
OG0001361	Prav.g_01865	Syao.g_00182
OG0001364	Prav.g_00660	Syao.g_01969
OG0001365	Prav.g_00738	Syao.g_02441
OG0001369	Prav.g_00157	Syao.g_02668
OG0001371	Prav.g_01277	Syao.g_02638
OG0001372	Prav.g_00354, Prav.g_01325	Syao.g_00368
OG0001373	Prav.g_00471	Syao.g_02291, Syao.g_02292
OG0001374	Prav.g_00479	Syao.g_02300
OG0001375	Prav.g_00480	Syao.g_01236
OG0001376	Prav.g_00220	Syao.g_00617
OG0001377	Prav.g_00221	Syao.g_00618
OG0001378	Prav.g_00003	Syao.g_01732
OG0001379	Prav.g_01432	Syao.g_01441
OG0001380	Prav.g_01461	Syao.g_00360
OG0001382	Prav.g_01686	Syao.g_00766
OG0001385	Prav.g_00468	Syao.g_02288
OG0001386	Prav.g_00469	Syao.g_02289
OG0001387	Prav.g_00470	Syao.g_02290
OG0001388	Prav.g_00473	Syao.g_02294
OG0001389	Prav.g_00474	Syao.g_02295
OG0001390	Prav.g_00475	Syao.g_02296
OG0001391	Prav.g_00476	Syao.g_02297
OG0001392	Prav.g_00477	Syao.g_02298
OG0001393	Prav.g_00478	Syao.g_02299
OG0001395	Prav.g_00920	Syao.g_00470
OG0001396	Prav.g_00300	Syao.g_02726
OG0001398	Prav.g_01700	Syao.g_02641
OG0001399	Prav.g_00285	Syao.g_01861
OG0001401	Prav.g_01365	Syao.g_00434
OG0001402	Prav.g_01328	Syao.g_01338
OG0001403	Prav.g_00098	Syao.g_02235
OG0001405	Prav.g_01972	Syao.g_01911
OG0001406	Prav.g_00219	Syao.g_00616
OG0001407	Prav.g_00234	Syao.g_00519
OG0001408	Prav.g_00239	Syao.g_01384
OG0001412	Prav.g_00298	Syao.g_02122
OG0001415	Prav.g_00807	Syao.g_00999
OG0001416	Prav.g_01057	Syao.g_01223
OG0001417	Prav.g_01067	Syao.g_00657
OG0001418	Prav.g_01282	Syao.g_00212
OG0001419	Prav.g_00235	Syao.g_00520
OG0001420	Prav.g_00012	Syao.g_01403
OG0001422	Prav.g_01691	Syao.g_00284
OG0001425	Prav.g_00748	Syao.g_02366
OG0001429	Prav.g_00386	Syao.g_00648
OG0001432	Prav.g_01661	Syao.g_01219
OG0001433	Prav.g_00958	Syao.g_00300
OG0001434	Prav.g_00518	Syao.g_00988
OG0001435	Prav.g_00495	Syao.g_00961
OG0001437	Prav.g_00808	Syao.g_00998
OG0001438	Prav.g_01939	Syao.g_02049
OG0001439	Prav.g_01953	Syao.g_02026
OG0001441	Prav.g_01119	Syao.g_01394
OG0001442	Prav.g_00337	Syao.g_00738
OG0001443	Prav.g_01744	Syao.g_02369
OG0001447	Prav.g_00191	Syao.g_02585
OG0001449	Prav.g_01010	Syao.g_01691
OG0001452	Prav.g_00485	Syao.g_02104
OG0001453	Prav.g_00578	Syao.g_00814
OG0001454	Prav.g_00250	Syao.g_01295
OG0001456	Prav.g_00042	Syao.g_00708
OG0001457	Prav.g_00043	Syao.g_00709
OG0001458	Prav.g_00044	Syao.g_00710
OG0001459	Prav.g_01377	Syao.g_00583
OG0001460	Prav.g_00959	Syao.g_00299
OG0001462	Prav.g_00102	Syao.g_02228
OG0001467	Prav.g_00374	Syao.g_01225
OG0001468	Prav.g_00225	Syao.g_00604
OG0001470	Prav.g_01509	Syao.g_02175
OG0001471	Prav.g_01663	Syao.g_02031
OG0001473	Prav.g_00708	Syao.g_00621
OG0001474	Prav.g_01986	Syao.g_01870
OG0001475	Prav.g_01511	Syao.g_02177
OG0001479	Prav.g_01983	Syao.g_01873
OG0001486	Prav.g_00063	Syao.g_00125
OG0001492	Prav.g_01834	Syao.g_00268
OG0001493	Prav.g_01826	Syao.g_00260
OG0001495	Prav.g_00290	Syao.g_01803
OG0001507	Prav.g_01722	Syao.g_00874
OG0001508	Prav.g_01508	Syao.g_02174
OG0001525	Prav.g_01678	Syao.g_00881
OG0001526	Prav.g_01504	Syao.g_02559
OG0001528	Prav.g_01510	Syao.g_02176
OG0001546	Prav.g_01122	Syao.g_01397
OG0001553	Prav.g_01575	Syao.g_01510
OG0001554	Prav.g_01668	Syao.g_00323
OG0001556	Prav.g_00963	Syao.g_00311
OG0001558	Prav.g_01353	Syao.g_02251
OG0001566	Prav.g_01274	Syao.g_01198
OG0001587	Prav.g_00265	Syao.g_01693
OG0001605	Prav.g_00901	Syao.g_01284
OG0001613	Prav.g_00652	Syao.g_01854
OG0001625	Prav.g_01905	Syao.g_02097
OG0001627	Prav.g_00351	Syao.g_01698
OG0001652	Prav.g_01351	Syao.g_02253
OG0001671	Prav.g_01358	Syao.g_02387
OG0001700	Prav.g_00960	Syao.g_00307
OG0001701	Prav.g_00267	Syao.g_02561
OG0001737	Prav.g_01364	Syao.g_02042
OG0001775	Prav.g_00237	Syao.g_00655
OG0001782	Prav.g_01425	Syao.g_01965
OG0002015	Prav.g_01525	Syao.g_01091
OG0002244	Prav.g_01721	Syao.g_00551
OG0002295	Prav.g_01304	Syao.g_02357
OG0002363	Prav.g_01027	Syao.g_02272
OG0002364	Prav.g_00387	Syao.g_00647
OG0002588	Prav.g_01543	Syao.g_01115
OG0002664	Prav.g_01345	Syao.g_01307
OG0003034	Prav.g_01521	Syao.g_01089
OG0003375	Prav.g_01555	Syao.g_01087
