Orthogroup	Prav	Syae
OG0001165	Prav.g_01760	Syae.g_01161
OG0001166	Prav.g_01780	Syae.g_01186
OG0001167	Prav.g_01797	Syae.g_01031
OG0001168	Prav.g_01799	Syae.g_01033
OG0001169	Prav.g_01801	Syae.g_01035
OG0001170	Prav.g_01803	Syae.g_01037
OG0001171	Prav.g_01813	Syae.g_01047
OG0001172	Prav.g_00271	Syae.g_02036
OG0001173	Prav.g_00272	Syae.g_02037
OG0001174	Prav.g_00280	Syae.g_02045
OG0001175	Prav.g_00281	Syae.g_02046
OG0001176	Prav.g_00288	Syae.g_02076
OG0001177	Prav.g_00291	Syae.g_02073
OG0001178	Prav.g_00296	Syae.g_01168
OG0001179	Prav.g_00616	Syae.g_02106
OG0001180	Prav.g_00638	Syae.g_02130
OG0001181	Prav.g_00642	Syae.g_02134
OG0001182	Prav.g_00649	Syae.g_02143
OG0001183	Prav.g_00654	Syae.g_02147
OG0001184	Prav.g_00670	Syae.g_01862
OG0001185	Prav.g_00684	Syae.g_01835
OG0001188	Prav.g_00713	Syae.g_01783
OG0001189	Prav.g_00730	Syae.g_01767
OG0001190	Prav.g_00734	Syae.g_01567
OG0001191	Prav.g_00744	Syae.g_01580
OG0001192	Prav.g_00749	Syae.g_01587
OG0001193	Prav.g_00759	Syae.g_01617
OG0001194	Prav.g_00760	Syae.g_01625
OG0001195	Prav.g_00761	Syae.g_01626
OG0001196	Prav.g_00774	Syae.g_01695
OG0001197	Prav.g_00775	Syae.g_01697
OG0001198	Prav.g_00783	Syae.g_01709
OG0001199	Prav.g_00139	Syae.g_01291
OG0001200	Prav.g_00141	Syae.g_01293
OG0001201	Prav.g_00173	Syae.g_01364
OG0001202	Prav.g_00839	Syae.g_01494
OG0001203	Prav.g_00800	Syae.g_02240
OG0001204	Prav.g_01890	Syae.g_02022
OG0001205	Prav.g_01044	Syae.g_00984
OG0001206	Prav.g_01060	Syae.g_02502
OG0001207	Prav.g_01075	Syae.g_02300
OG0001208	Prav.g_01080	Syae.g_02311
OG0001209	Prav.g_01133	Syae.g_02377
OG0001210	Prav.g_01138	Syae.g_02387
OG0001211	Prav.g_01148	Syae.g_02403
OG0001212	Prav.g_01192	Syae.g_02460
OG0001213	Prav.g_01227	Syae.g_00062
OG0001214	Prav.g_01235	Syae.g_00076
OG0001215	Prav.g_01288	Syae.g_00757
OG0001216	Prav.g_00308	Syae.g_00470
OG0001217	Prav.g_00346	Syae.g_00151
OG0001218	Prav.g_00355	Syae.g_02605
OG0001219	Prav.g_00385	Syae.g_00312
OG0001220	Prav.g_00448	Syae.g_00880
OG0001221	Prav.g_00510	Syae.g_00559
OG0001222	Prav.g_00548	Syae.g_00347
OG0001223	Prav.g_00574	Syae.g_00392
OG0001224	Prav.g_00929	Syae.g_00797
OG0001225	Prav.g_00931	Syae.g_00795
OG0001226	Prav.g_00236	Syae.g_00135
OG0001227	Prav.g_00255	Syae.g_01600
OG0001228	Prav.g_01836	Syae.g_01004
OG0001229	Prav.g_01471	Syae.g_00771
OG0001230	Prav.g_01570	Syae.g_02662
OG0001231	Prav.g_01673	Syae.g_01729
OG0001232	Prav.g_01784	Syae.g_01197
OG0001233	Prav.g_01804	Syae.g_01038
OG0001234	Prav.g_00283	Syae.g_02050
OG0001235	Prav.g_00293	Syae.g_02066
OG0001236	Prav.g_00667	Syae.g_01867
OG0001237	Prav.g_00671	Syae.g_01860
OG0001238	Prav.g_00745	Syae.g_01582
OG0001239	Prav.g_00136	Syae.g_01288
OG0001240	Prav.g_00158	Syae.g_01347
OG0001241	Prav.g_00166	Syae.g_01357
OG0001242	Prav.g_00184	Syae.g_01387
OG0001243	Prav.g_00190	Syae.g_01395
OG0001244	Prav.g_00206	Syae.g_01425
OG0001245	Prav.g_00997	Syae.g_00149
OG0001246	Prav.g_01102	Syae.g_02337
OG0001247	Prav.g_01281	Syae.g_00482
OG0001248	Prav.g_01283	Syae.g_00485
OG0001249	Prav.g_00373	Syae.g_02186
OG0001250	Prav.g_00437	Syae.g_00841
OG0001251	Prav.g_00484	Syae.g_01632
OG0001252	Prav.g_00924	Syae.g_00804
OG0001253	Prav.g_00256	Syae.g_00243
OG0001254	Prav.g_00035	Syae.g_00637
OG0001255	Prav.g_00049	Syae.g_00667
OG0001256	Prav.g_01666	Syae.g_01149
OG0001257	Prav.g_01672	Syae.g_00295
OG0001258	Prav.g_01758	Syae.g_01159
OG0001259	Prav.g_01802	Syae.g_01036
OG0001260	Prav.g_01819	Syae.g_01058
OG0001261	Prav.g_00624	Syae.g_02115
OG0001262	Prav.g_00728	Syae.g_01769
OG0001263	Prav.g_00193	Syae.g_01399
OG0001265	Prav.g_00183	Syae.g_01385
OG0001266	Prav.g_00835	Syae.g_01498
OG0001267	Prav.g_01926	Syae.g_01969
OG0001268	Prav.g_01985	Syae.g_02198
OG0001269	Prav.g_00978	Syae.g_00225
OG0001270	Prav.g_01033	Syae.g_00997
OG0001271	Prav.g_01070	Syae.g_02527
OG0001272	Prav.g_01084	Syae.g_02315
OG0001273	Prav.g_01229	Syae.g_00069
OG0001274	Prav.g_01308, Prav.g_01311	Syae.g_01535
OG0001275	Prav.g_00584	Syae.g_00407
OG0001276	Prav.g_00908	Syae.g_00423
OG0001277	Prav.g_00244	Syae.g_01677
OG0001278	Prav.g_01831	Syae.g_00697
OG0001279	Prav.g_01392	Syae.g_00007
OG0001280	Prav.g_01437	Syae.g_00958
OG0001281	Prav.g_01443	Syae.g_00969
OG0001282	Prav.g_01474	Syae.g_02298
OG0001283	Prav.g_01493	Syae.g_01688
OG0001284	Prav.g_01648	Syae.g_01132
OG0001285	Prav.g_01787	Syae.g_00237
OG0001287	Prav.g_00691	Syae.g_01827
OG0001288	Prav.g_00700	Syae.g_01815
OG0001289	Prav.g_00152	Syae.g_01330
OG0001290	Prav.g_00165	Syae.g_01356
OG0001291	Prav.g_00200	Syae.g_01409
OG0001292	Prav.g_01895	Syae.g_02017
OG0001293	Prav.g_01908	Syae.g_01996
OG0001294	Prav.g_00995	Syae.g_00593
OG0001295	Prav.g_01065	Syae.g_02389
OG0001296	Prav.g_01107	Syae.g_02343
OG0001297	Prav.g_01112	Syae.g_02347
OG0001298	Prav.g_01174	Syae.g_02439
OG0001299	Prav.g_01264	Syae.g_00599
OG0001300	Prav.g_01291	Syae.g_00766
OG0001301	Prav.g_01294	Syae.g_00780
OG0001302	Prav.g_00383	Syae.g_00110
OG0001303	Prav.g_00946	Syae.g_00314
OG0001304	Prav.g_00918	Syae.g_00436
OG0001305	Prav.g_00937	Syae.g_00786
OG0001306	Prav.g_00051	Syae.g_00943
OG0001307	Prav.g_01456	Syae.g_02059
OG0001310	Prav.g_01773	Syae.g_01178
OG0001311	Prav.g_00910	Syae.g_00425
OG0001313	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871	Syae.g_02511, Syae.g_02509
OG0001315	Prav.g_00126	Syae.g_02145
OG0001316	Prav.g_00205	Syae.g_01415
OG0001317	Prav.g_00804	Syae.g_02235
OG0001318	Prav.g_01903	Syae.g_02004
OG0001319	Prav.g_01919	Syae.g_01980
OG0001321	Prav.g_01050	Syae.g_00978
OG0001322	Prav.g_01051	Syae.g_00977
OG0001323	Prav.g_01117	Syae.g_02355
OG0001324	Prav.g_01292	Syae.g_00767
OG0001325	Prav.g_00311	Syae.g_00465
OG0001326	Prav.g_00472	Syae.g_01641
OG0001327	Prav.g_00227	Syae.g_00586
OG0001328	Prav.g_00254	Syae.g_00565
OG0001330	Prav.g_01408	Syae.g_00950
OG0001331	Prav.g_01479	Syae.g_02293
OG0001332	Prav.g_01621	Syae.g_01077
OG0001333	Prav.g_01798	Syae.g_01032
OG0001334	Prav.g_00657	Syae.g_02156
OG0001335	Prav.g_00658	Syae.g_02157
OG0001336	Prav.g_00771	Syae.g_01689
OG0001339	Prav.g_00168	Syae.g_01359
OG0001340	Prav.g_01974	Syae.g_02176
OG0001341	Prav.g_00344	Syae.g_00737
OG0001342	Prav.g_00377	Syae.g_02559
OG0001343	Prav.g_00481	Syae.g_01629
OG0001344	Prav.g_00069	Syae.g_00916
OG0001345	Prav.g_01862	Syae.g_00886
OG0001346	Prav.g_01439	Syae.g_00962
OG0001347	Prav.g_00299	Syae.g_01237, Syae.g_01794
OG0001348	Prav.g_01693	Syae.g_00821
OG0001352	Prav.g_01278	Syae.g_00666
OG0001353	Prav.g_00429	Syae.g_00831
OG0001354	Prav.g_00566	Syae.g_00379
OG0001355	Prav.g_01704, Prav.g_00969	Syae.g_00120
OG0001356	Prav.g_00957	Syae.g_00820
OG0001358	Prav.g_01218	Syae.g_00046
OG0001359	Prav.g_00482	Syae.g_01628
OG0001360	Prav.g_00257	Syae.g_00883
OG0001361	Prav.g_01865	Syae.g_00889
OG0001362	Prav.g_01592	Syae.g_02637
OG0001363	Prav.g_01594	Syae.g_02635
OG0001364	Prav.g_00660	Syae.g_01883
OG0001369	Prav.g_00157	Syae.g_01346
OG0001373	Prav.g_00471	Syae.g_01640
OG0001374	Prav.g_00479	Syae.g_01648
OG0001375	Prav.g_00480	Syae.g_01630
OG0001376	Prav.g_00220	Syae.g_01589
OG0001377	Prav.g_00221	Syae.g_01588
OG0001378	Prav.g_00003	Syae.g_00998
OG0001379	Prav.g_01432	Syae.g_00952
OG0001382	Prav.g_01686	Syae.g_02490
OG0001385	Prav.g_00468	Syae.g_01637
OG0001386	Prav.g_00469	Syae.g_01638
OG0001387	Prav.g_00470	Syae.g_01639
OG0001388	Prav.g_00473	Syae.g_01642
OG0001389	Prav.g_00474	Syae.g_01643
OG0001390	Prav.g_00475	Syae.g_01644
OG0001391	Prav.g_00476	Syae.g_01645
OG0001392	Prav.g_00477	Syae.g_01646
OG0001393	Prav.g_00478	Syae.g_01647
OG0001395	Prav.g_00920	Syae.g_00446
OG0001396	Prav.g_00300	Syae.g_01791, Syae.g_01238, Syae.g_01908
OG0001397	Prav.g_01593	Syae.g_02636
OG0001398	Prav.g_01700	Syae.g_00289
OG0001401	Prav.g_01365	Syae.g_00835
OG0001402	Prav.g_01328	Syae.g_00051
OG0001404	Prav.g_00133	Syae.g_01283
OG0001405	Prav.g_01972	Syae.g_02159
OG0001406	Prav.g_00219	Syae.g_01590
OG0001407	Prav.g_00234	Syae.g_02368
OG0001408	Prav.g_00239	Syae.g_00712
OG0001410	Prav.g_01457	Syae.g_02060
OG0001412	Prav.g_00298	Syae.g_01240
OG0001413	Prav.g_01662	Syae.g_00123
OG0001416	Prav.g_01057	Syae.g_00966
OG0001417	Prav.g_01067	Syae.g_00378
OG0001419	Prav.g_00235	Syae.g_02369
OG0001420	Prav.g_00012	Syae.g_00727, Syae.g_02365
OG0001421	Prav.g_01667	Syae.g_00241
OG0001422	Prav.g_01691	Syae.g_00953
OG0001425	Prav.g_00748	Syae.g_01586
OG0001428	Prav.g_00866	Syae.g_01456
OG0001429	Prav.g_00386	Syae.g_00315
OG0001430	Prav.g_01403	Syae.g_01560
OG0001432	Prav.g_01661	Syae.g_00742
OG0001433	Prav.g_00958	Syae.g_00819
OG0001434	Prav.g_00518	Syae.g_00548
OG0001435	Prav.g_00495	Syae.g_00579
OG0001438	Prav.g_01939	Syae.g_01954
OG0001439	Prav.g_01953	Syae.g_01929
OG0001442	Prav.g_00337	Syae.g_00538
OG0001443	Prav.g_01744	Syae.g_01594
OG0001447	Prav.g_00191	Syae.g_01396
OG0001449	Prav.g_01010	Syae.g_02253
OG0001452	Prav.g_00485	Syae.g_02009
OG0001453	Prav.g_00578	Syae.g_00399
OG0001454	Prav.g_00250	Syae.g_00131
OG0001456	Prav.g_00042	Syae.g_01650
OG0001457	Prav.g_00043	Syae.g_01651
OG0001458	Prav.g_00044	Syae.g_01652
OG0001459	Prav.g_01377	Syae.g_00621
OG0001460	Prav.g_00959	Syae.g_00818
OG0001462	Prav.g_00102	Syae.g_01754
OG0001465	Prav.g_01300	Syae.g_00475
OG0001468	Prav.g_00225	Syae.g_00113
OG0001470	Prav.g_01509	Syae.g_01006
OG0001471	Prav.g_01663	Syae.g_01934
OG0001473	Prav.g_00708	Syae.g_00107
OG0001474	Prav.g_01986	Syae.g_02199
OG0001475	Prav.g_01511	Syae.g_01008
OG0001479	Prav.g_01983	Syae.g_02196
OG0001482	Prav.g_01055	Syae.g_00388
OG0001492	Prav.g_01834	Syae.g_00694
OG0001493	Prav.g_01826	Syae.g_00702
OG0001495	Prav.g_00290	Syae.g_02072
OG0001499	Prav.g_00125	Syae.g_00216
OG0001504	Prav.g_01378	Syae.g_00622
OG0001507	Prav.g_01722	Syae.g_00192
OG0001508	Prav.g_01508	Syae.g_01005
OG0001528	Prav.g_01510	Syae.g_01007
OG0001546	Prav.g_01122	Syae.g_02359
OG0001548	Prav.g_00371	Syae.g_00142
OG0001549	Prav.g_00455	Syae.g_00882
OG0001551	Prav.g_00041	Syae.g_00815
OG0001554	Prav.g_01668	Syae.g_01565
OG0001556	Prav.g_00963	Syae.g_00648
OG0001558	Prav.g_01353	Syae.g_01732
OG0001582	Prav.g_01066	Syae.g_00443
OG0001585	Prav.g_01395	Syae.g_02396, Syae.g_00440
OG0001586	Prav.g_01523	Syae.g_01215
OG0001602	Prav.g_01299	Syae.g_00476
OG0001625	Prav.g_01905	Syae.g_02002
OG0001627	Prav.g_00351	Syae.g_01079
OG0001652	Prav.g_01351	Syae.g_01730
OG0001666	Prav.g_01376	Syae.g_00214
OG0001667	Prav.g_01411	Syae.g_00731
OG0001671	Prav.g_01358	Syae.g_01521
OG0001700	Prav.g_00960	Syae.g_00290
OG0001737	Prav.g_01364	Syae.g_01948
OG0001749	Prav.g_01554	Syae.g_01899
OG0001842	Prav.g_00966	Syae.g_01072
OG0001930	Prav.g_00967	Syae.g_01073
OG0001931	Prav.g_00968	Syae.g_01074
OG0001991	Prav.g_01343	Syae.g_00567
OG0002015	Prav.g_01525	Syae.g_01894
OG0002244	Prav.g_01721	Syae.g_00191
OG0002295	Prav.g_01304	Syae.g_00715
OG0002374	Prav.g_00956	Syae.g_00669
OG0002380	Prav.g_01880	Syae.g_00141
OG0002387	Prav.g_01527	Syae.g_01234
OG0003160	Prav.g_01494	Syae.g_01218
OG0004057	Prav.g_01520	Syae.g_01217
