Orthogroup	Prav	Syad
OG0001161	Prav.g_01664	Syad.g_00026
OG0001162	Prav.g_01675	Syad.g_01844
OG0001163	Prav.g_01753	Syad.g_02610
OG0001164	Prav.g_01757	Syad.g_02616
OG0001165	Prav.g_01760	Syad.g_02621
OG0001166	Prav.g_01780	Syad.g_02647
OG0001167	Prav.g_01797	Syad.g_02486
OG0001168	Prav.g_01799	Syad.g_02488
OG0001169	Prav.g_01801	Syad.g_02490
OG0001170	Prav.g_01803	Syad.g_02492
OG0001171	Prav.g_01813	Syad.g_02503
OG0001172	Prav.g_00271	Syad.g_00594
OG0001173	Prav.g_00272	Syad.g_00595
OG0001174	Prav.g_00280	Syad.g_00603
OG0001175	Prav.g_00281	Syad.g_00604
OG0001176	Prav.g_00288	Syad.g_00644
OG0001177	Prav.g_00291	Syad.g_00641
OG0001178	Prav.g_00296	Syad.g_02629
OG0001179	Prav.g_00616	Syad.g_00675
OG0001180	Prav.g_00638	Syad.g_00700
OG0001181	Prav.g_00642	Syad.g_00704
OG0001182	Prav.g_00649	Syad.g_00712
OG0001183	Prav.g_00654	Syad.g_00717
OG0001184	Prav.g_00670	Syad.g_00378
OG0001185	Prav.g_00684	Syad.g_00354
OG0001186	Prav.g_00707	Syad.g_00247
OG0001187	Prav.g_00711	Syad.g_00245
OG0001188	Prav.g_00713	Syad.g_00238
OG0001189	Prav.g_00730	Syad.g_00217
OG0001190	Prav.g_00734	Syad.g_03034
OG0001192	Prav.g_00749	Syad.g_00013
OG0001193	Prav.g_00759	Syad.g_00072
OG0001194	Prav.g_00760	Syad.g_00075
OG0001195	Prav.g_00761	Syad.g_00076
OG0001196	Prav.g_00774	Syad.g_00144
OG0001197	Prav.g_00775	Syad.g_00146
OG0001198	Prav.g_00783	Syad.g_00159
OG0001199	Prav.g_00139	Syad.g_02735
OG0001200	Prav.g_00141	Syad.g_02737
OG0001201	Prav.g_00173	Syad.g_02802
OG0001202	Prav.g_00839	Syad.g_02945
OG0001203	Prav.g_00800	Syad.g_00821
OG0001204	Prav.g_01890	Syad.g_00577
OG0001205	Prav.g_01044	Syad.g_02440
OG0001206	Prav.g_01060	Syad.g_02385
OG0001207	Prav.g_01075	Syad.g_00893
OG0001208	Prav.g_01080	Syad.g_00906
OG0001209	Prav.g_01133	Syad.g_00980
OG0001210	Prav.g_01138	Syad.g_00993
OG0001212	Prav.g_01192	Syad.g_01082
OG0001213	Prav.g_01227	Syad.g_02163
OG0001214	Prav.g_01235	Syad.g_02150
OG0001215	Prav.g_01288	Syad.g_01366
OG0001216	Prav.g_00308	Syad.g_01816
OG0001218	Prav.g_00355	Syad.g_02328
OG0001219	Prav.g_00385	Syad.g_01653
OG0001220	Prav.g_00448	Syad.g_01195
OG0001221	Prav.g_00510	Syad.g_01950
OG0001222	Prav.g_00548	Syad.g_01770
OG0001223	Prav.g_00574	Syad.g_01715
OG0001224	Prav.g_00929	Syad.g_01286
OG0001225	Prav.g_00931	Syad.g_01288
OG0001226	Prav.g_00236	Syad.g_02100
OG0001227	Prav.g_00255	Syad.g_00029
OG0001228	Prav.g_01836	Syad.g_02460
OG0001229	Prav.g_01471	Syad.g_01314
OG0001231	Prav.g_01673	Syad.g_00179
OG0001232	Prav.g_01784	Syad.g_02658
OG0001233	Prav.g_01804	Syad.g_02493
OG0001234	Prav.g_00283	Syad.g_00608
OG0001235	Prav.g_00293	Syad.g_00633
OG0001236	Prav.g_00667	Syad.g_00412
OG0001237	Prav.g_00671	Syad.g_00376
OG0001238	Prav.g_00745	Syad.g_00007
OG0001239	Prav.g_00136	Syad.g_02732
OG0001240	Prav.g_00158	Syad.g_02785
OG0001241	Prav.g_00166	Syad.g_02795
OG0001242	Prav.g_00184	Syad.g_02827
OG0001243	Prav.g_00190	Syad.g_02841
OG0001244	Prav.g_00206	Syad.g_02873
OG0001245	Prav.g_00997	Syad.g_02223
OG0001246	Prav.g_01102	Syad.g_00933
OG0001247	Prav.g_01281	Syad.g_01837
OG0001248	Prav.g_01283	Syad.g_01843
OG0001249	Prav.g_00373	Syad.g_00756
OG0001250	Prav.g_00437	Syad.g_01227
OG0001251	Prav.g_00484	Syad.g_00083
OG0001252	Prav.g_00924	Syad.g_01279
OG0001253	Prav.g_00256	Syad.g_02037
OG0001254	Prav.g_00035	Syad.g_01528
OG0001255	Prav.g_00049	Syad.g_02224
OG0001256	Prav.g_01666	Syad.g_02609
OG0001257	Prav.g_01672	Syad.g_02210
OG0001258	Prav.g_01758	Syad.g_02619
OG0001260	Prav.g_01819	Syad.g_02514
OG0001261	Prav.g_00624	Syad.g_00684
OG0001262	Prav.g_00728	Syad.g_00219
OG0001263	Prav.g_00193	Syad.g_02844
OG0001265	Prav.g_00183	Syad.g_02825
OG0001266	Prav.g_00835	Syad.g_02949
OG0001267	Prav.g_01926	Syad.g_00523
OG0001268	Prav.g_01985	Syad.g_00767
OG0001270	Prav.g_01033	Syad.g_02453
OG0001271	Prav.g_01070	Syad.g_02356
OG0001272	Prav.g_01084	Syad.g_00910
OG0001273	Prav.g_01229	Syad.g_02157
OG0001274	Prav.g_01308, Prav.g_01311	Syad.g_02988
OG0001275	Prav.g_00584	Syad.g_01699
OG0001276	Prav.g_00908	Syad.g_01683
OG0001277	Prav.g_00244	Syad.g_00127
OG0001278	Prav.g_01831	Syad.g_01445
OG0001279	Prav.g_01392	Syad.g_02248
OG0001280	Prav.g_01437	Syad.g_02402
OG0001281	Prav.g_01443	Syad.g_02413
OG0001282	Prav.g_01474	Syad.g_00890
OG0001283	Prav.g_01493	Syad.g_00138
OG0001284	Prav.g_01648	Syad.g_02585
OG0001285	Prav.g_01787	Syad.g_02043
OG0001286	Prav.g_00636	Syad.g_00698
OG0001287	Prav.g_00691	Syad.g_00346
OG0001288	Prav.g_00700	Syad.g_00326
OG0001289	Prav.g_00152	Syad.g_02767
OG0001290	Prav.g_00165	Syad.g_02794
OG0001291	Prav.g_00200	Syad.g_02854
OG0001292	Prav.g_01895	Syad.g_00572
OG0001293	Prav.g_01908	Syad.g_00549
OG0001294	Prav.g_00995	Syad.g_01597
OG0001295	Prav.g_01065	Syad.g_00997
OG0001296	Prav.g_01107	Syad.g_00939
OG0001297	Prav.g_01112	Syad.g_00943
OG0001298	Prav.g_01174	Syad.g_01055
OG0001299	Prav.g_01264	Syad.g_01591
OG0001300	Prav.g_01291	Syad.g_01339
OG0001301	Prav.g_01294	Syad.g_01303
OG0001302	Prav.g_00383	Syad.g_02123
OG0001303	Prav.g_00946	Syad.g_01655
OG0001304	Prav.g_00918	Syad.g_01669
OG0001305	Prav.g_00937	Syad.g_01296
OG0001306	Prav.g_00051	Syad.g_01119
OG0001307	Prav.g_01456	Syad.g_00626
OG0001309	Prav.g_01670	Syad.g_00950
OG0001310	Prav.g_01773	Syad.g_02638
OG0001311	Prav.g_00910	Syad.g_01681
OG0001313	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871	Syad.g_02372, Syad.g_02373
OG0001315	Prav.g_00126	Syad.g_00715
OG0001316	Prav.g_00205	Syad.g_02861
OG0001317	Prav.g_00804	Syad.g_00814
OG0001318	Prav.g_01903	Syad.g_00557
OG0001321	Prav.g_01050	Syad.g_02423
OG0001322	Prav.g_01051	Syad.g_02422
OG0001323	Prav.g_01117	Syad.g_00953
OG0001324	Prav.g_01292	Syad.g_01338
OG0001325	Prav.g_00311	Syad.g_01811
OG0001326	Prav.g_00472	Syad.g_00092
OG0001327	Prav.g_00227	Syad.g_01605
OG0001328	Prav.g_00254	Syad.g_01638
OG0001329	Prav.g_00026	Syad.g_00866
OG0001330	Prav.g_01408	Syad.g_02395
OG0001332	Prav.g_01621	Syad.g_02535
OG0001333	Prav.g_01798	Syad.g_02487
OG0001334	Prav.g_00657	Syad.g_00725
OG0001335	Prav.g_00658	Syad.g_00726
OG0001336	Prav.g_00771	Syad.g_00139
OG0001339	Prav.g_00168	Syad.g_02797
OG0001340	Prav.g_01974	Syad.g_00742
OG0001341	Prav.g_00344	Syad.g_01312
OG0001343	Prav.g_00481	Syad.g_00079
OG0001344	Prav.g_00069	Syad.g_01157
OG0001345	Prav.g_01862	Syad.g_01188
OG0001346	Prav.g_01439	Syad.g_02406
OG0001347	Prav.g_00299	Syad.g_00308
OG0001348	Prav.g_01693	Syad.g_01250
OG0001352	Prav.g_01278	Syad.g_00969
OG0001353	Prav.g_00429	Syad.g_01244
OG0001354	Prav.g_00566	Syad.g_01728
OG0001355	Prav.g_01704, Prav.g_00969	Syad.g_02116
OG0001356	Prav.g_00957	Syad.g_01251
OG0001358	Prav.g_01218	Syad.g_02179
OG0001359	Prav.g_00482	Syad.g_00078
OG0001360	Prav.g_00257	Syad.g_01191
OG0001361	Prav.g_01865	Syad.g_01185
OG0001362	Prav.g_01592	Syad.g_02294
OG0001363	Prav.g_01594	Syad.g_02296
OG0001364	Prav.g_00660	Syad.g_00431
OG0001369	Prav.g_00157	Syad.g_02784
OG0001373	Prav.g_00471	Syad.g_00091
OG0001374	Prav.g_00479	Syad.g_00099
OG0001375	Prav.g_00480	Syad.g_00080
OG0001376	Prav.g_00220	Syad.g_00015
OG0001377	Prav.g_00221	Syad.g_00014
OG0001378	Prav.g_00003	Syad.g_02454
OG0001379	Prav.g_01432	Syad.g_02397
OG0001381	Prav.g_01467	Syad.g_01266, Syad.g_00614
OG0001385	Prav.g_00468	Syad.g_00088
OG0001386	Prav.g_00469	Syad.g_00089
OG0001387	Prav.g_00470	Syad.g_00090
OG0001388	Prav.g_00473	Syad.g_00093
OG0001389	Prav.g_00474	Syad.g_00094
OG0001390	Prav.g_00475	Syad.g_00095
OG0001391	Prav.g_00476	Syad.g_00096
OG0001392	Prav.g_00477	Syad.g_00097
OG0001393	Prav.g_00478	Syad.g_00098
OG0001395	Prav.g_00920	Syad.g_01792
OG0001396	Prav.g_00300	Syad.g_00309, Syad.g_00455
OG0001397	Prav.g_01593	Syad.g_02295
OG0001398	Prav.g_01700	Syad.g_01977
OG0001399	Prav.g_00285	Syad.g_02336
OG0001401	Prav.g_01365	Syad.g_01233
OG0001402	Prav.g_01328	Syad.g_02174
OG0001403	Prav.g_00098	Syad.g_00197
OG0001404	Prav.g_00133	Syad.g_02727
OG0001405	Prav.g_01972	Syad.g_00728
OG0001407	Prav.g_00234	Syad.g_00970
OG0001408	Prav.g_00239	Syad.g_01431
OG0001410	Prav.g_01457	Syad.g_00627
OG0001412	Prav.g_00298	Syad.g_00307
OG0001413	Prav.g_01662	Syad.g_02113
OG0001414	Prav.g_00809	Syad.g_00615
OG0001416	Prav.g_01057	Syad.g_02410
OG0001417	Prav.g_01067	Syad.g_01729
OG0001419	Prav.g_00235	Syad.g_00971
OG0001420	Prav.g_00012	Syad.g_00963
OG0001421	Prav.g_01667	Syad.g_02105, Syad.g_02039
OG0001425	Prav.g_00748	Syad.g_00012
OG0001428	Prav.g_00866	Syad.g_02906
OG0001429	Prav.g_00386	Syad.g_01656
OG0001430	Prav.g_01403	Syad.g_03026
OG0001431	Prav.g_01406	Syad.g_00393
OG0001432	Prav.g_01661	Syad.g_01382
OG0001433	Prav.g_00958	Syad.g_01253, Syad.g_01252
OG0001434	Prav.g_00518	Syad.g_01916
OG0001435	Prav.g_00495	Syad.g_01612
OG0001438	Prav.g_01939	Syad.g_00507
OG0001439	Prav.g_01953	Syad.g_00476
OG0001442	Prav.g_00337	Syad.g_01906
OG0001443	Prav.g_01744	Syad.g_00023
OG0001447	Prav.g_00191	Syad.g_02842
OG0001448	Prav.g_00986	Syad.g_02723
OG0001449	Prav.g_01010	Syad.g_00583
OG0001452	Prav.g_00485	Syad.g_00563
OG0001453	Prav.g_00578	Syad.g_01709
OG0001454	Prav.g_00250	Syad.g_02101
OG0001456	Prav.g_00042	Syad.g_00101
OG0001457	Prav.g_00043	Syad.g_00102
OG0001458	Prav.g_00044	Syad.g_00103
OG0001459	Prav.g_01377	Syad.g_01550
OG0001460	Prav.g_00959	Syad.g_01254
OG0001462	Prav.g_00102	Syad.g_00204
OG0001463	Prav.g_01932	Syad.g_01264
OG0001464	Prav.g_01975	Syad.g_00743
OG0001465	Prav.g_01300	Syad.g_01830
OG0001470	Prav.g_01509	Syad.g_02462
OG0001471	Prav.g_01663	Syad.g_00484
OG0001473	Prav.g_00708	Syad.g_02127
OG0001474	Prav.g_01986	Syad.g_00768
OG0001475	Prav.g_01511	Syad.g_02464
OG0001479	Prav.g_01983	Syad.g_00765
OG0001480	Prav.g_00988	Syad.g_01194
OG0001482	Prav.g_01055	Syad.g_01719
OG0001492	Prav.g_01834	Syad.g_01448
OG0001493	Prav.g_01826	Syad.g_01439
OG0001494	Prav.g_01553	Syad.g_00267
OG0001499	Prav.g_00125	Syad.g_02081
OG0001504	Prav.g_01378	Syad.g_01535
OG0001505	Prav.g_01503	Syad.g_00259
OG0001508	Prav.g_01508	Syad.g_02461
OG0001525	Prav.g_01678	Syad.g_00036
OG0001528	Prav.g_01510	Syad.g_02463, Syad.g_00283, Syad.g_00286
OG0001548	Prav.g_00371	Syad.g_02092
OG0001551	Prav.g_00041	Syad.g_01256
OG0001554	Prav.g_01668	Syad.g_03031
OG0001555	Prav.g_01683	Syad.g_01923
OG0001556	Prav.g_00963	Syad.g_01509
OG0001558	Prav.g_01353	Syad.g_00182
OG0001582	Prav.g_01066	Syad.g_02086
OG0001585	Prav.g_01395	Syad.g_02678
OG0001602	Prav.g_01299	Syad.g_01831
OG0001625	Prav.g_01905	Syad.g_00555
OG0001652	Prav.g_01351	Syad.g_00180
OG0001666	Prav.g_01376	Syad.g_01536
OG0001671	Prav.g_01358	Syad.g_02974
OG0001700	Prav.g_00960	Syad.g_01976
OG0001737	Prav.g_01364	Syad.g_00501
OG0001749	Prav.g_01554	Syad.g_00446
OG0001780	Prav.g_01515	Syad.g_00288
OG0001842	Prav.g_00966	Syad.g_02522
OG0001930	Prav.g_00967	Syad.g_02523
OG0001931	Prav.g_00968	Syad.g_02524
OG0002015	Prav.g_01525	Syad.g_00443
OG0002295	Prav.g_01304	Syad.g_02334
OG0002369	Prav.g_01532	Syad.g_00284
OG0002380	Prav.g_01880	Syad.g_02681
OG0002708	Prav.g_01303	Syad.g_00390
OG0002785	Prav.g_01319	Syad.g_02531
OG0002838	Prav.g_01546	Syad.g_00265
OG0003246	Prav.g_00301	Syad.g_00835
OG0003404	Prav.g_01522	Syad.g_00266
OG0005670	Prav.g_01552	Syad.g_00269
