Orthogroup	Prak	Prbc
OG0001106	Prak.g_01729	Prbc.g_00953
OG0001107	Prak.g_01728	Prbc.g_00952
OG0001108	Prak.g_01727	Prbc.g_00951
OG0001109	Prak.g_01737	Prbc.g_00327
OG0001110	Prak.g_01739	Prbc.g_00325
OG0001111	Prak.g_01740	Prbc.g_00324
OG0001112	Prak.g_01741	Prbc.g_00323
OG0001113	Prak.g_01742	Prbc.g_00322
OG0001114	Prak.g_01743	Prbc.g_00321
OG0001115	Prak.g_01744	Prbc.g_00320
OG0001116	Prak.g_01745	Prbc.g_00319
OG0001117	Prak.g_01746	Prbc.g_00318
OG0001118	Prak.g_01747	Prbc.g_00317
OG0001119	Prak.g_01748	Prbc.g_00316
OG0001120	Prak.g_01749	Prbc.g_00315
OG0001121	Prak.g_01750	Prbc.g_00314
OG0001122	Prak.g_01751	Prbc.g_00313
OG0001123	Prak.g_01752	Prbc.g_00312
OG0001124	Prak.g_01753	Prbc.g_00311
OG0001125	Prak.g_01754	Prbc.g_00310
OG0001126	Prak.g_01755	Prbc.g_00309
OG0001127	Prak.g_01756	Prbc.g_00308
OG0001128	Prak.g_01757	Prbc.g_00307
OG0001129	Prak.g_01758	Prbc.g_00306
OG0001130	Prak.g_01759	Prbc.g_00305
OG0001131	Prak.g_01760	Prbc.g_00304
OG0001132	Prak.g_01761	Prbc.g_00303
OG0001133	Prak.g_01762	Prbc.g_00302
OG0001134	Prak.g_01763	Prbc.g_00301
OG0001135	Prak.g_01764	Prbc.g_00300
OG0001136	Prak.g_01765	Prbc.g_00299
OG0001137	Prak.g_01766	Prbc.g_00298
OG0001138	Prak.g_01767	Prbc.g_00297
OG0001139	Prak.g_01768	Prbc.g_00296
OG0001140	Prak.g_01769	Prbc.g_00295
OG0001141	Prak.g_01771	Prbc.g_00293
OG0001142	Prak.g_01772	Prbc.g_00292
OG0001143	Prak.g_01773	Prbc.g_00291
OG0001144	Prak.g_01775	Prbc.g_00289
OG0001145	Prak.g_01777	Prbc.g_00287
OG0001146	Prak.g_01778	Prbc.g_00286
OG0001147	Prak.g_01781	Prbc.g_00283
OG0001148	Prak.g_01782	Prbc.g_00282
OG0001149	Prak.g_01783	Prbc.g_00281
OG0001150	Prak.g_01786	Prbc.g_00278
OG0001151	Prak.g_01787	Prbc.g_00277
OG0001152	Prak.g_01788	Prbc.g_00276
OG0001153	Prak.g_01789	Prbc.g_00275
OG0001154	Prak.g_01790	Prbc.g_00274
OG0001155	Prak.g_01791	Prbc.g_00273
OG0001156	Prak.g_01792	Prbc.g_00272
OG0001157	Prak.g_01794	Prbc.g_00270
OG0001158	Prak.g_01796	Prbc.g_00268
OG0001159	Prak.g_01797	Prbc.g_00267
OG0001160	Prak.g_01798	Prbc.g_00266
OG0001161	Prak.g_01802	Prbc.g_00248
OG0001162	Prak.g_01803	Prbc.g_00247
OG0001163	Prak.g_01804	Prbc.g_00246
OG0001164	Prak.g_01805	Prbc.g_00245
OG0001165	Prak.g_01806	Prbc.g_00244
OG0001166	Prak.g_01807	Prbc.g_00243
OG0001167	Prak.g_01808	Prbc.g_00242
OG0001168	Prak.g_01810	Prbc.g_00241
OG0001169	Prak.g_01811	Prbc.g_00240
OG0001170	Prak.g_01815	Prbc.g_00237
OG0001171	Prak.g_01816	Prbc.g_00236
OG0001172	Prak.g_01817	Prbc.g_00235
OG0001173	Prak.g_01819	Prbc.g_00233
OG0001174	Prak.g_01821	Prbc.g_00231
OG0001175	Prak.g_01823	Prbc.g_00229
OG0001176	Prak.g_01825	Prbc.g_00227
OG0001177	Prak.g_01827	Prbc.g_00225
OG0001178	Prak.g_01828	Prbc.g_00224
OG0001179	Prak.g_01829	Prbc.g_00223
OG0001180	Prak.g_01830	Prbc.g_00222
OG0001181	Prak.g_01831	Prbc.g_00221
OG0001182	Prak.g_01832	Prbc.g_00220
OG0001183	Prak.g_01833	Prbc.g_00219
OG0001184	Prak.g_01834	Prbc.g_00218
OG0001185	Prak.g_01835	Prbc.g_00217
OG0001186	Prak.g_01837	Prbc.g_00216
OG0001187	Prak.g_01838	Prbc.g_00215
OG0001188	Prak.g_01839	Prbc.g_00214
OG0001189	Prak.g_01840	Prbc.g_00213
OG0001190	Prak.g_01841	Prbc.g_00212
OG0001191	Prak.g_01843	Prbc.g_00210
OG0001192	Prak.g_01845	Prbc.g_00208
OG0001193	Prak.g_01846	Prbc.g_00207
OG0001194	Prak.g_01847	Prbc.g_00206
OG0001195	Prak.g_01849	Prbc.g_00204
OG0001196	Prak.g_01851	Prbc.g_00202
OG0001197	Prak.g_01854	Prbc.g_00198
OG0001198	Prak.g_01855	Prbc.g_00197
OG0001199	Prak.g_01856	Prbc.g_00196
OG0001200	Prak.g_01857	Prbc.g_00195
OG0001201	Prak.g_01858	Prbc.g_00194
OG0001202	Prak.g_01859	Prbc.g_00193
OG0001203	Prak.g_01861	Prbc.g_00189
OG0001204	Prak.g_01863	Prbc.g_00965
OG0001205	Prak.g_01864	Prbc.g_00966
OG0001206	Prak.g_01865	Prbc.g_00967
OG0001207	Prak.g_01866	Prbc.g_00968
OG0001208	Prak.g_01867	Prbc.g_00969
OG0001209	Prak.g_01868	Prbc.g_00970
OG0001210	Prak.g_01869	Prbc.g_00971
OG0001211	Prak.g_01870	Prbc.g_00972
OG0001212	Prak.g_01871	Prbc.g_00973
OG0001213	Prak.g_01872	Prbc.g_00974
OG0001214	Prak.g_01873	Prbc.g_00975
OG0001215	Prak.g_01874	Prbc.g_00976
OG0001216	Prak.g_01875	Prbc.g_00977
OG0001217	Prak.g_01876	Prbc.g_00978
OG0001218	Prak.g_01877	Prbc.g_00979
OG0001219	Prak.g_01878	Prbc.g_00980
OG0001220	Prak.g_01879	Prbc.g_00981
OG0001221	Prak.g_01880	Prbc.g_00982
OG0001222	Prak.g_01882	Prbc.g_00984
OG0001223	Prak.g_01884	Prbc.g_00986
OG0001224	Prak.g_01886	Prbc.g_00988
OG0001225	Prak.g_01888	Prbc.g_00990
OG0001226	Prak.g_01889	Prbc.g_00991
OG0001227	Prak.g_01890	Prbc.g_00992
OG0001228	Prak.g_01891	Prbc.g_00993
OG0001229	Prak.g_01892	Prbc.g_00994
OG0001230	Prak.g_01893	Prbc.g_00995
OG0001231	Prak.g_01894	Prbc.g_00996
OG0001232	Prak.g_01896	Prbc.g_00998
OG0001233	Prak.g_01897	Prbc.g_00999
OG0001234	Prak.g_01898	Prbc.g_01000
OG0001235	Prak.g_01899	Prbc.g_01001
OG0001236	Prak.g_01900	Prbc.g_01002
OG0001237	Prak.g_01903	Prbc.g_01005
OG0001238	Prak.g_01904	Prbc.g_01006
OG0001239	Prak.g_01908	Prbc.g_01011
OG0001240	Prak.g_01909	Prbc.g_01012
OG0001241	Prak.g_01910	Prbc.g_01013
OG0001242	Prak.g_01912	Prbc.g_01015
OG0001243	Prak.g_01913	Prbc.g_01016
OG0001244	Prak.g_01914	Prbc.g_01017
OG0001245	Prak.g_01915	Prbc.g_01018
OG0001246	Prak.g_01916	Prbc.g_01019
OG0001247	Prak.g_01917	Prbc.g_01020
OG0001248	Prak.g_01918	Prbc.g_01021
OG0001249	Prak.g_01919	Prbc.g_01022
OG0001250	Prak.g_01922	Prbc.g_01043
OG0001251	Prak.g_01923	Prbc.g_01044
OG0001252	Prak.g_01924	Prbc.g_01045
OG0001253	Prak.g_01925	Prbc.g_01046
OG0001254	Prak.g_01927	Prbc.g_01048
OG0001255	Prak.g_01928	Prbc.g_01049
OG0001256	Prak.g_01931	Prbc.g_01052
OG0001257	Prak.g_01932	Prbc.g_01053
OG0001258	Prak.g_01933	Prbc.g_01054
OG0001259	Prak.g_01936	Prbc.g_01057
OG0001260	Prak.g_01937	Prbc.g_01060
OG0001261	Prak.g_01938	Prbc.g_01061
OG0001262	Prak.g_01939	Prbc.g_01062
OG0001263	Prak.g_01940	Prbc.g_01063
OG0001264	Prak.g_01941	Prbc.g_01065
OG0001265	Prak.g_01942	Prbc.g_01066
OG0001266	Prak.g_01943	Prbc.g_01067
OG0001267	Prak.g_01944	Prbc.g_01068
OG0001268	Prak.g_01945	Prbc.g_01069
OG0001269	Prak.g_00096	Prbc.g_00481
OG0001270	Prak.g_00146	Prbc.g_00433
OG0001271	Prak.g_00161	Prbc.g_00421
OG0001272	Prak.g_00299	Prbc.g_01173
OG0001273	Prak.g_00355	Prbc.g_01245
OG0001274	Prak.g_00443	Prbc.g_01542
OG0001275	Prak.g_00459	Prbc.g_01557
OG0001276	Prak.g_00551	Prbc.g_01666
OG0001277	Prak.g_00935	Prbc.g_02071, Prbc.g_01377
OG0001278	Prak.g_00898	Prbc.g_00068
OG0001279	Prak.g_00769	Prbc.g_01976
OG0001280	Prak.g_01016	Prbc.g_02086
OG0001281	Prak.g_00600	Prbc.g_00930
OG0001282	Prak.g_01258	Prbc.g_01985
OG0001283	Prak.g_01222	Prbc.g_00090
OG0001284	Prak.g_00681	Prbc.g_00611
OG0001285	Prak.g_01190	Prbc.g_01463
OG0001286	Prak.g_01175	Prbc.g_01449
OG0001288	Prak.g_01434	Prbc.g_00750
OG0001289	Prak.g_01447	Prbc.g_00762
OG0001290	Prak.g_00609	Prbc.g_01940, Prbc.g_00069
OG0001291	Prak.g_01508	Prbc.g_01598
OG0001292	Prak.g_01526	Prbc.g_00799
OG0001293	Prak.g_01247	Prbc.g_02129
OG0001294	Prak.g_01037	Prbc.g_00802
OG0001295	Prak.g_01604	Prbc.g_00811, Prbc.g_00909
OG0001296	Prak.g_01636	Prbc.g_00825
OG0001297	Prak.g_01640	Prbc.g_00829
OG0001298	Prak.g_01643	Prbc.g_00831
OG0001299	Prak.g_01713	Prbc.g_00937
OG0001300	Prak.g_01650	Prbc.g_01309
OG0001301	Prak.g_01822	Prbc.g_00230
OG0001302	Prak.g_01853	Prbc.g_00199
OG0001303	Prak.g_01883	Prbc.g_00985
OG0001304	Prak.g_01935	Prbc.g_01056
OG0001305	Prak.g_01527	Prbc.g_00116
OG0001306	Prak.g_00399	Prbc.g_01498
OG0001307	Prak.g_00031	Prbc.g_01100
OG0001308	Prak.g_00076	Prbc.g_00502
OG0001309	Prak.g_00079	Prbc.g_00499
OG0001310	Prak.g_00081	Prbc.g_00497
OG0001311	Prak.g_00097	Prbc.g_00480
OG0001312	Prak.g_00127	Prbc.g_00452
OG0001313	Prak.g_00134	Prbc.g_00445
OG0001314	Prak.g_00212	Prbc.g_00372
OG0001315	Prak.g_00260	Prbc.g_01141
OG0001316	Prak.g_00269	Prbc.g_01148
OG0001317	Prak.g_01257	Prbc.g_02120
OG0001318	Prak.g_01106	Prbc.g_01714
OG0001319	Prak.g_01235	Prbc.g_01829
OG0001320	Prak.g_00929	Prbc.g_02104
OG0001321	Prak.g_00924	Prbc.g_02109
OG0001322	Prak.g_01921	Prbc.g_01042
OG0001323	Prak.g_01885	Prbc.g_00987
OG0001324	Prak.g_00671	Prbc.g_01348, Prbc.g_02182
OG0001325	Prak.g_00727	Prbc.g_01277
OG0001326	Prak.g_01139	Prbc.g_01413
OG0001327	Prak.g_01303	Prbc.g_00587
OG0001328	Prak.g_00384	Prbc.g_01833
OG0001329	Prak.g_01668	Prbc.g_00853
OG0001330	Prak.g_01703	Prbc.g_00888
OG0001331	Prak.g_01818	Prbc.g_00234
OG0001332	Prak.g_00149	Prbc.g_00429
OG0001333	Prak.g_00254	Prbc.g_00332
OG0001334	Prak.g_01514	Prbc.g_01471
OG0001335	Prak.g_00758	Prbc.g_01966
OG0001336	Prak.g_00741	Prbc.g_00513
OG0001337	Prak.g_00632	Prbc.g_00041
OG0001338	Prak.g_01497	Prbc.g_00559
OG0001340	Prak.g_01930	Prbc.g_01050
OG0001341	Prak.g_01480	Prbc.g_00795
OG0001344	Prak.g_01692	Prbc.g_00877
OG0001345	Prak.g_01784	Prbc.g_00280
OG0001346	Prak.g_01844	Prbc.g_00209
OG0001347	Prak.g_01881	Prbc.g_00983
OG0001348	Prak.g_00136	Prbc.g_00442
OG0001350	Prak.g_01296	Prbc.g_02147
OG0001360	Prak.g_00470	Prbc.g_01589
OG0001361	Prak.g_00475	Prbc.g_01594
OG0001366	Prak.g_00746	Prbc.g_01956, Prbc.g_01957
OG0001369	Prak.g_01555	Prbc.g_00901
OG0001370	Prak.g_01556	Prbc.g_00902
OG0001372	Prak.g_00668	Prbc.g_00133
OG0001373	Prak.g_01466	Prbc.g_00781
OG0001374	Prak.g_00061	Prbc.g_02000
OG0001377	Prak.g_01852	Prbc.g_00200
OG0001378	Prak.g_01017	Prbc.g_02087
OG0001379	Prak.g_00071	Prbc.g_00506
OG0001380	Prak.g_00073	Prbc.g_00505
OG0001381	Prak.g_00091	Prbc.g_00486
OG0001383	Prak.g_00250	Prbc.g_00336
OG0001384	Prak.g_00274	Prbc.g_01152
OG0001386	Prak.g_01432	Prbc.g_00748
OG0001388	Prak.g_00825	Prbc.g_02116
OG0001389	Prak.g_00419	Prbc.g_01515
OG0001390	Prak.g_00425	Prbc.g_01523
OG0001392	Prak.g_00472	Prbc.g_01591
OG0001394	Prak.g_01075	Prbc.g_01744
OG0001395	Prak.g_00801	Prbc.g_01754
OG0001396	Prak.g_00803	Prbc.g_01756
OG0001397	Prak.g_00809	Prbc.g_01763
OG0001398	Prak.g_01058	Prbc.g_01792
OG0001399	Prak.g_00939	Prbc.g_02002
OG0001400	Prak.g_00745	Prbc.g_01955
OG0001401	Prak.g_00747	Prbc.g_01958
OG0001402	Prak.g_00775	Prbc.g_01982
OG0001403	Prak.g_00778	Prbc.g_01986
OG0001404	Prak.g_01607	Prbc.g_00092
OG0001405	Prak.g_01028	Prbc.g_02095
OG0001406	Prak.g_00916	Prbc.g_01931
OG0001407	Prak.g_00737	Prbc.g_01954
OG0001408	Prak.g_01244	Prbc.g_01947
OG0001409	Prak.g_00732	Prbc.g_00615
OG0001410	Prak.g_01187	Prbc.g_01461
OG0001411	Prak.g_00679	Prbc.g_00142
OG0001412	Prak.g_01278	Prbc.g_00567
OG0001413	Prak.g_01031	Prbc.g_02160
OG0001414	Prak.g_01330	Prbc.g_00658
OG0001415	Prak.g_01433	Prbc.g_00749
OG0001416	Prak.g_01436	Prbc.g_00753
OG0001417	Prak.g_01481	Prbc.g_00796
OG0001418	Prak.g_01566	Prbc.g_00613
OG0001420	Prak.g_00660	Prbc.g_00616
OG0001421	Prak.g_00953	Prbc.g_02014
OG0001423	Prak.g_00699, Prak.g_00633, Prak.g_01252	Prbc.g_00130, Prbc.g_00149
OG0001424	Prak.g_01225	Prbc.g_00249
OG0001426	Prak.g_01032	Prbc.g_00523
OG0001428	Prak.g_00654	Prbc.g_00048, Prbc.g_01302
OG0001429	Prak.g_00680	Prbc.g_00115
OG0001430	Prak.g_00945	Prbc.g_02006
OG0001431	Prak.g_00749	Prbc.g_00923
OG0001432	Prak.g_00754	Prbc.g_01963
OG0001433	Prak.g_00663	Prbc.g_01814
OG0001434	Prak.g_00659	Prbc.g_00158
OG0001435	Prak.g_01484	Prbc.g_00904
OG0001437	Prak.g_01512	Prbc.g_02169
OG0001440	Prak.g_01581	Prbc.g_00816
OG0001441	Prak.g_00983	Prbc.g_02046
OG0001442	Prak.g_00722	Prbc.g_02144
OG0001443	Prak.g_00730	Prbc.g_01946
OG0001444	Prak.g_01243	Prbc.g_01825
OG0001445	Prak.g_01208	Prbc.g_02157
OG0001446	Prak.g_01633	Prbc.g_00603
OG0001451	Prak.g_01191	Prbc.g_01464
OG0001452	Prak.g_01152	Prbc.g_01425
OG0001453	Prak.g_01542	Prbc.g_00652
OG0001454	Prak.g_01543	Prbc.g_00653
OG0001455	Prak.g_01198	Prbc.g_00654
OG0001456	Prak.g_01537	Prbc.g_01806
OG0001458	Prak.g_01902	Prbc.g_01004
OG0001459	Prak.g_00648	Prbc.g_00052
OG0001462	Prak.g_01223	Prbc.g_02123
OG0001463	Prak.g_00650	Prbc.g_02156
OG0001465	Prak.g_00550	Prbc.g_01231
OG0001467	Prak.g_01324	Prbc.g_00514
OG0001474	Prak.g_01236	Prbc.g_01945
OG0001475	Prak.g_01496	Prbc.g_01278
OG0001477	Prak.g_01569	Prbc.g_01486
OG0001477	Prak.g_01599	Prbc.g_00895
OG0001479	Prak.g_01174	Prbc.g_01448
OG0001486	Prak.g_00938	Prbc.g_02001
OG0001487	Prak.g_01065	Prbc.g_01848
OG0001495	Prak.g_01549	Prbc.g_01520
OG0001499	Prak.g_00617	Prbc.g_01135
OG0001500	Prak.g_00790	Prbc.g_01998
OG0001501	Prak.g_00586	Prbc.g_01701
OG0001509	Prak.g_00879	Prbc.g_01892
OG0001523	Prak.g_00785	Prbc.g_01993
OG0001524	Prak.g_01532	Prbc.g_00527, Prbc.g_01311
OG0001528	Prak.g_01510	Prbc.g_00903
OG0001535	Prak.g_01528	Prbc.g_00078
OG0001536	Prak.g_01632	Prbc.g_00602
OG0001538	Prak.g_01565, Prak.g_00710	Prbc.g_00630
OG0001541	Prak.g_00752	Prbc.g_01961
OG0001545	Prak.g_01631	Prbc.g_00601
OG0001546	Prak.g_00657, Prak.g_00683	Prbc.g_00112
OG0001550	Prak.g_00910	Prbc.g_01922
OG0001559	Prak.g_01531	Prbc.g_00146
OG0001560	Prak.g_00766	Prbc.g_01973
OG0001561	Prak.g_00883	Prbc.g_01896
OG0001562	Prak.g_00700, Prak.g_00634	Prbc.g_01324
OG0001563	Prak.g_01231, Prak.g_00673	Prbc.g_00251
OG0001564	Prak.g_01232	Prbc.g_00543, Prbc.g_00177, Prbc.g_00824, Prbc.g_00595
OG0001570	Prak.g_00424	Prbc.g_01037, Prbc.g_00170
OG0001573	Prak.g_00711	Prbc.g_00155
OG0001588	Prak.g_00669	Prbc.g_00096, Prbc.g_00019
OG0001599	Prak.g_00057	Prbc.g_00014
OG0001600	Prak.g_01233	Prbc.g_00905
OG0001621	Prak.g_01500	Prbc.g_00961
OG0001627	Prak.g_01253	Prbc.g_00147
OG0001633	Prak.g_01431	Prbc.g_00747
OG0001634	Prak.g_00688	Prbc.g_00007
OG0001645	Prak.g_01491	Prbc.g_01283
OG0001646	Prak.g_01499	Prbc.g_00924
OG0001647	Prak.g_00689	Prbc.g_00008
OG0001648	Prak.g_00690	Prbc.g_00009
OG0001649	Prak.g_00691	Prbc.g_00010
OG0001650	Prak.g_00635	Prbc.g_01137
OG0001721	Prak.g_01848	Prbc.g_00205
OG0001722	Prak.g_00742	Prbc.g_02127
OG0001723	Prak.g_00736	Prbc.g_00516
OG0001725	Prak.g_00357	Prbc.g_01247
OG0001726	Prak.g_00631, Prak.g_01513	Prbc.g_00139
OG0001740	Prak.g_00786	Prbc.g_01994
OG0001741	Prak.g_00041	Prbc.g_01119
OG0001743	Prak.g_00117	Prbc.g_00462
OG0001744	Prak.g_00116	Prbc.g_00463
OG0001745	Prak.g_00105	Prbc.g_00473
OG0001747	Prak.g_01229	Prbc.g_00820
OG0001748	Prak.g_00255	Prbc.g_00331
OG0001749	Prak.g_01690	Prbc.g_00875
OG0001750	Prak.g_01291	Prbc.g_00578
OG0001751	Prak.g_01159	Prbc.g_01432
OG0001752	Prak.g_01141	Prbc.g_01415
OG0001753	Prak.g_00820	Prbc.g_01774
OG0001754	Prak.g_00810	Prbc.g_01764
OG0001755	Prak.g_01029	Prbc.g_02096
OG0001756	Prak.g_01019	Prbc.g_02089
OG0001757	Prak.g_01013	Prbc.g_02084
OG0001758	Prak.g_00969	Prbc.g_02032
OG0001759	Prak.g_00934	Prbc.g_02099
OG0001760	Prak.g_00782	Prbc.g_01990
OG0001761	Prak.g_00850	Prbc.g_01863
OG0001762	Prak.g_01525	Prbc.g_00547
OG0001763	Prak.g_00899	Prbc.g_00597
OG0001764	Prak.g_00906	Prbc.g_01918
OG0001765	Prak.g_00760	Prbc.g_01968
OG0001766	Prak.g_00799	Prbc.g_01751
OG0001767	Prak.g_01078	Prbc.g_01741
OG0001768	Prak.g_00129	Prbc.g_00450
OG0001769	Prak.g_00380	Prbc.g_01269
OG0001770	Prak.g_00348	Prbc.g_01224
OG0001771	Prak.g_00347	Prbc.g_01223
OG0001772	Prak.g_00346	Prbc.g_01222
OG0001773	Prak.g_00345	Prbc.g_01221
OG0001774	Prak.g_00344	Prbc.g_01220
OG0001775	Prak.g_01795	Prbc.g_00269
OG0001776	Prak.g_01779	Prbc.g_00285
OG0001777	Prak.g_00138	Prbc.g_00440
OG0001778	Prak.g_00192	Prbc.g_00392
OG0001779	Prak.g_00198	Prbc.g_00386
OG0001780	Prak.g_01263	Prbc.g_01939
OG0001781	Prak.g_01901	Prbc.g_01003
OG0001782	Prak.g_01905	Prbc.g_01007
OG0001783	Prak.g_01906	Prbc.g_01008
OG0001784	Prak.g_01024	Prbc.g_01937
OG0001785	Prak.g_01911	Prbc.g_01014
OG0001786	Prak.g_01920	Prbc.g_01041
OG0001801	Prak.g_01485	Prbc.g_01949
OG0001802	Prak.g_01577	Prbc.g_01112
OG0001803	Prak.g_00675	Prbc.g_00551
OG0001804	Prak.g_01006	Prbc.g_02078
OG0001805	Prak.g_00743	Prbc.g_02118, Prbc.g_00524
OG0001829	Prak.g_01177	Prbc.g_01451
OG0001830	Prak.g_01165	Prbc.g_01438
OG0001831	Prak.g_00674	Prbc.g_02122
OG0001833	Prak.g_00605	Prbc.g_00053, Prbc.g_01328
OG0001834	Prak.g_01199	Prbc.g_00651
OG0001852	Prak.g_00708	Prbc.g_00087
OG0001853	Prak.g_01623	Prbc.g_00552, Prbc.g_00020
OG0001855	Prak.g_01560	Prbc.g_01364
OG0001884	Prak.g_01622	Prbc.g_00553
OG0001885	Prak.g_01621	Prbc.g_00554
OG0001897	Prak.g_00750	Prbc.g_01960
OG0001898	Prak.g_01625	Prbc.g_01281
OG0001899	Prak.g_01205	Prbc.g_01477
OG0001900	Prak.g_01533	Prbc.g_00818
OG0001916	Prak.g_00733	Prbc.g_01472
OG0001919	Prak.g_00682	Prbc.g_00120
OG0001921	Prak.g_01501	Prbc.g_00005
OG0001923	Prak.g_00653	Prbc.g_02188
OG0001924	Prak.g_00738	Prbc.g_00522
OG0001925	Prak.g_00351	Prbc.g_01226
OG0001926	Prak.g_00429	Prbc.g_01527
OG0001927	Prak.g_00457	Prbc.g_01555
OG0001928	Prak.g_00836	Prbc.g_01786
OG0001929	Prak.g_01048	Prbc.g_01802
OG0001930	Prak.g_01523	Prbc.g_01926
OG0001931	Prak.g_01034	Prbc.g_02115
OG0001932	Prak.g_00676	Prbc.g_01306
OG0001933	Prak.g_00718	Prbc.g_01313
OG0001935	Prak.g_00598	Prbc.g_01384
OG0001936	Prak.g_00597	Prbc.g_01385
OG0001937	Prak.g_01471	Prbc.g_00786
OG0001938	Prak.g_01554	Prbc.g_00900
OG0001939	Prak.g_01203	Prbc.g_00928
OG0001940	Prak.g_00693	Prbc.g_00962
OG0001941	Prak.g_01812	Prbc.g_00239
OG0001942	Prak.g_01541	Prbc.g_00034, Prbc.g_02151
OG0001974	Prak.g_00302	Prbc.g_01335
OG0001975	Prak.g_01517	Prbc.g_01419
OG0001976	Prak.g_00804	Prbc.g_00648
OG0001977	Prak.g_01620	Prbc.g_00926
OG0002003	Prak.g_01239	Prbc.g_02138
OG0002004	Prak.g_00713	Prbc.g_02148
OG0002005	Prak.g_01256	Prbc.g_00612
OG0002006	Prak.g_01529	Prbc.g_01304
OG0002007	Prak.g_01195	Prbc.g_01469
OG0002008	Prak.g_00734	Prbc.g_00817
OG0002010	Prak.g_01245	Prbc.g_00537
OG0002042	Prak.g_01602	Prbc.g_02199, Prbc.g_00540
OG0002043	Prak.g_01036	Prbc.g_00058
OG0002045	Prak.g_01224	Prbc.g_01372
OG0002046	Prak.g_00415	Prbc.g_01138
OG0002083	Prak.g_01505	Prbc.g_02174
OG0002084	Prak.g_00701	Prbc.g_00131
OG0002085	Prak.g_00658	Prbc.g_01296
OG0002086	Prak.g_00649	Prbc.g_00626
OG0002087	Prak.g_01628	Prbc.g_00060, Prbc.g_00061
OG0002088	Prak.g_01192	Prbc.g_01467
OG0002090	Prak.g_01568	Prbc.g_00927
OG0002095	Prak.g_00729	Prbc.g_01564, Prbc.g_00635
OG0002144	Prak.g_00662	Prbc.g_00171
OG0002145	Prak.g_00611	Prbc.g_01577
OG0002217	Prak.g_01014	Prbc.g_02085
