Orthogroup	Prak	Prae
OG0001177	Prak.g_01827	Prae.g_01801
OG0001178	Prak.g_01828	Prae.g_01802
OG0001179	Prak.g_01829	Prae.g_01803
OG0001180	Prak.g_01830	Prae.g_01804
OG0001181	Prak.g_01831	Prae.g_01805
OG0001182	Prak.g_01832	Prae.g_01806
OG0001183	Prak.g_01833	Prae.g_01807
OG0001184	Prak.g_01834	Prae.g_01808
OG0001185	Prak.g_01835	Prae.g_01809
OG0001186	Prak.g_01837	Prae.g_01810
OG0001187	Prak.g_01838	Prae.g_01811
OG0001188	Prak.g_01839	Prae.g_01812
OG0001189	Prak.g_01840	Prae.g_01813
OG0001190	Prak.g_01841	Prae.g_01814
OG0001191	Prak.g_01843	Prae.g_01816
OG0001192	Prak.g_01845	Prae.g_01818
OG0001193	Prak.g_01846	Prae.g_01819
OG0001194	Prak.g_01847	Prae.g_01820
OG0001195	Prak.g_01849	Prae.g_01821
OG0001196	Prak.g_01851	Prae.g_01823
OG0001197	Prak.g_01854	Prae.g_01826
OG0001198	Prak.g_01855	Prae.g_01827
OG0001199	Prak.g_01856	Prae.g_01828
OG0001200	Prak.g_01857	Prae.g_01829
OG0001201	Prak.g_01858	Prae.g_01830
OG0001202	Prak.g_01859	Prae.g_01831
OG0001203	Prak.g_01861	Prae.g_01833
OG0001204	Prak.g_01863	Prae.g_01836
OG0001205	Prak.g_01864	Prae.g_01837
OG0001206	Prak.g_01865	Prae.g_01838
OG0001207	Prak.g_01866	Prae.g_01839
OG0001208	Prak.g_01867	Prae.g_01840
OG0001209	Prak.g_01868	Prae.g_01841
OG0001210	Prak.g_01869	Prae.g_01842
OG0001211	Prak.g_01870	Prae.g_01843
OG0001212	Prak.g_01871	Prae.g_01844
OG0001213	Prak.g_01872	Prae.g_01845
OG0001214	Prak.g_01873	Prae.g_01846
OG0001215	Prak.g_01874	Prae.g_01847
OG0001216	Prak.g_01875	Prae.g_01848
OG0001217	Prak.g_01876	Prae.g_01849
OG0001218	Prak.g_01877	Prae.g_01850
OG0001219	Prak.g_01878	Prae.g_01851
OG0001220	Prak.g_01879	Prae.g_01852
OG0001221	Prak.g_01880	Prae.g_01853
OG0001222	Prak.g_01882	Prae.g_01855
OG0001223	Prak.g_01884	Prae.g_01857
OG0001224	Prak.g_01886	Prae.g_01858
OG0001225	Prak.g_01888	Prae.g_01860
OG0001226	Prak.g_01889	Prae.g_01861
OG0001227	Prak.g_01890	Prae.g_01862
OG0001228	Prak.g_01891	Prae.g_01863
OG0001229	Prak.g_01892	Prae.g_01864
OG0001230	Prak.g_01893	Prae.g_01865
OG0001231	Prak.g_01894	Prae.g_01866
OG0001232	Prak.g_01896	Prae.g_01868
OG0001233	Prak.g_01897	Prae.g_01869
OG0001234	Prak.g_01898	Prae.g_01870
OG0001235	Prak.g_01899	Prae.g_01871
OG0001236	Prak.g_01900	Prae.g_01872
OG0001237	Prak.g_01903	Prae.g_01875
OG0001238	Prak.g_01904	Prae.g_01876
OG0001239	Prak.g_01908	Prae.g_01879
OG0001240	Prak.g_01909	Prae.g_01880
OG0001241	Prak.g_01910	Prae.g_01881
OG0001242	Prak.g_01912	Prae.g_01882
OG0001243	Prak.g_01913	Prae.g_01883
OG0001244	Prak.g_01914	Prae.g_01884
OG0001245	Prak.g_01915	Prae.g_01885
OG0001246	Prak.g_01916	Prae.g_01886
OG0001247	Prak.g_01917	Prae.g_01887
OG0001248	Prak.g_01918	Prae.g_01888
OG0001249	Prak.g_01919	Prae.g_01889
OG0001250	Prak.g_01922	Prae.g_01890
OG0001251	Prak.g_01923	Prae.g_01891
OG0001252	Prak.g_01924	Prae.g_01892
OG0001253	Prak.g_01925	Prae.g_01893
OG0001254	Prak.g_01927	Prae.g_01895
OG0001255	Prak.g_01928	Prae.g_01896
OG0001256	Prak.g_01931	Prae.g_01898
OG0001257	Prak.g_01932	Prae.g_01899
OG0001258	Prak.g_01933	Prae.g_01900
OG0001259	Prak.g_01936	Prae.g_01902
OG0001260	Prak.g_01937	Prae.g_01903
OG0001261	Prak.g_01938	Prae.g_01904
OG0001262	Prak.g_01939	Prae.g_01905
OG0001263	Prak.g_01940	Prae.g_01906
OG0001264	Prak.g_01941	Prae.g_01907
OG0001265	Prak.g_01942	Prae.g_01908
OG0001266	Prak.g_01943	Prae.g_01909
OG0001267	Prak.g_01944	Prae.g_01910
OG0001268	Prak.g_01945	Prae.g_01911
OG0001269	Prak.g_00096	Prae.g_00092
OG0001270	Prak.g_00146	Prae.g_00138
OG0001271	Prak.g_00161	Prae.g_00153
OG0001272	Prak.g_00299	Prae.g_00282
OG0001273	Prak.g_00355	Prae.g_00334
OG0001274	Prak.g_00443	Prae.g_00456
OG0001275	Prak.g_00459	Prae.g_00472
OG0001276	Prak.g_00551	Prae.g_00564
OG0001277	Prak.g_00935	Prae.g_00751
OG0001278	Prak.g_00898	Prae.g_00856
OG0001279	Prak.g_00769	Prae.g_00907
OG0001280	Prak.g_01016	Prae.g_01016
OG0001281	Prak.g_00600	Prae.g_01066
OG0001282	Prak.g_01258	Prae.g_01083
OG0001283	Prak.g_01222	Prae.g_01088
OG0001284	Prak.g_00681	Prae.g_01098
OG0001285	Prak.g_01190	Prae.g_01147
OG0001286	Prak.g_01175	Prae.g_01160
OG0001288	Prak.g_01434	Prae.g_01499
OG0001289	Prak.g_01447	Prae.g_01510
OG0001290	Prak.g_00609	Prae.g_01552
OG0001291	Prak.g_01508	Prae.g_01553
OG0001292	Prak.g_01526	Prae.g_01558
OG0001293	Prak.g_01247	Prae.g_01576
OG0001295	Prak.g_01604	Prae.g_01597
OG0001296	Prak.g_01636	Prae.g_01615
OG0001297	Prak.g_01640	Prae.g_01619
OG0001298	Prak.g_01643	Prae.g_01622
OG0001299	Prak.g_01713	Prae.g_01689
OG0001300	Prak.g_01650	Prae.g_01714
OG0001301	Prak.g_01822	Prae.g_01797
OG0001302	Prak.g_01853	Prae.g_01825
OG0001303	Prak.g_01883	Prae.g_01856
OG0001304	Prak.g_01935	Prae.g_01901
OG0001306	Prak.g_00399	Prae.g_00411
OG0001307	Prak.g_00031	Prae.g_00030
OG0001308	Prak.g_00076	Prae.g_00071
OG0001309	Prak.g_00079	Prae.g_00074
OG0001310	Prak.g_00081	Prae.g_00076
OG0001311	Prak.g_00097	Prae.g_00093
OG0001312	Prak.g_00127	Prae.g_00119
OG0001313	Prak.g_00134	Prae.g_00125
OG0001314	Prak.g_00212	Prae.g_00202
OG0001315	Prak.g_00260	Prae.g_00246
OG0001316	Prak.g_00269	Prae.g_00255
OG0001317	Prak.g_01257	Prae.g_00373
OG0001318	Prak.g_01106	Prae.g_00611
OG0001319	Prak.g_01235	Prae.g_00759
OG0001320	Prak.g_00929	Prae.g_01031
OG0001321	Prak.g_00924	Prae.g_01036
OG0001322	Prak.g_01921	Prae.g_01074
OG0001323	Prak.g_01885	Prae.g_01109
OG0001324	Prak.g_00671	Prae.g_01113
OG0001325	Prak.g_00727	Prae.g_01119
OG0001326	Prak.g_01139	Prae.g_01191
OG0001327	Prak.g_01303	Prae.g_01352
OG0001328	Prak.g_00384	Prae.g_01556
OG0001329	Prak.g_01668	Prae.g_01646
OG0001330	Prak.g_01703	Prae.g_01680
OG0001331	Prak.g_01818	Prae.g_01793
OG0001332	Prak.g_00149	Prae.g_00141
OG0001333	Prak.g_00254	Prae.g_00241
OG0001334	Prak.g_01514	Prae.g_00441
OG0001335	Prak.g_00758	Prae.g_01057
OG0001336	Prak.g_00741	Prae.g_01077
OG0001337	Prak.g_00632	Prae.g_01091
OG0001338	Prak.g_01497	Prae.g_01292
OG0001339	Prak.g_01282	Prae.g_01334
OG0001340	Prak.g_01930	Prae.g_01388
OG0001341	Prak.g_01480	Prae.g_01549
OG0001342	Prak.g_01586, Prak.g_01618	Prae.g_01560
OG0001343	Prak.g_01641	Prae.g_01620
OG0001344	Prak.g_01692	Prae.g_01669
OG0001345	Prak.g_01784	Prae.g_01762
OG0001346	Prak.g_01844	Prae.g_01817
OG0001347	Prak.g_01881	Prae.g_01854
OG0001348	Prak.g_00136	Prae.g_00128
OG0001349	Prak.g_00126	Prae.g_00118
OG0001350	Prak.g_01296	Prae.g_00147
OG0001351	Prak.g_00216	Prae.g_00206
OG0001352	Prak.g_00265	Prae.g_00251
OG0001353	Prak.g_00278	Prae.g_00264
OG0001354	Prak.g_00298	Prae.g_00281
OG0001355	Prak.g_00361	Prae.g_00339
OG0001357	Prak.g_00396	Prae.g_00408
OG0001358	Prak.g_00433	Prae.g_00446
OG0001359	Prak.g_00447	Prae.g_00460
OG0001360	Prak.g_00470	Prae.g_00483
OG0001361	Prak.g_00475	Prae.g_00488
OG0001362	Prak.g_00537	Prae.g_00551
OG0001363	Prak.g_00240	Prae.g_00677
OG0001364	Prak.g_00936	Prae.g_00790
OG0001365	Prak.g_00888	Prae.g_00846
OG0001366	Prak.g_00746	Prae.g_00890
OG0001367	Prak.g_01001	Prae.g_00992
OG0001368	Prak.g_01015	Prae.g_01015
OG0001369	Prak.g_01555	Prae.g_01134
OG0001370	Prak.g_01556	Prae.g_01135
OG0001371	Prak.g_01118	Prae.g_01213
OG0001372	Prak.g_00668	Prae.g_01265
OG0001373	Prak.g_01466	Prae.g_01529
OG0001374	Prak.g_00061	Prae.g_01684, Prae.g_01425
OG0001375	Prak.g_01682	Prae.g_01660
OG0001377	Prak.g_01852	Prae.g_01824
OG0001378	Prak.g_01017	Prae.g_01017
OG0001379	Prak.g_00071	Prae.g_00067
OG0001380	Prak.g_00073	Prae.g_00068
OG0001381	Prak.g_00091	Prae.g_00087
OG0001382	Prak.g_00144	Prae.g_00135
OG0001383	Prak.g_00250	Prae.g_00237
OG0001384	Prak.g_00274	Prae.g_00259
OG0001385	Prak.g_00291	Prae.g_00275
OG0001386	Prak.g_01432	Prae.g_00361
OG0001388	Prak.g_00825	Prae.g_00399
OG0001389	Prak.g_00419	Prae.g_00428
OG0001390	Prak.g_00425	Prae.g_00434
OG0001392	Prak.g_00472	Prae.g_00485
OG0001393	Prak.g_00480	Prae.g_00493
OG0001394	Prak.g_01075	Prae.g_00640
OG0001395	Prak.g_00801	Prae.g_00648
OG0001396	Prak.g_00803	Prae.g_00650
OG0001397	Prak.g_00809	Prae.g_00656
OG0001398	Prak.g_01058	Prae.g_00716
OG0001399	Prak.g_00939	Prae.g_00792
OG0001400	Prak.g_00745	Prae.g_00889
OG0001401	Prak.g_00747	Prae.g_00891
OG0001402	Prak.g_00775	Prae.g_00913
OG0001403	Prak.g_00778	Prae.g_00916
OG0001404	Prak.g_01607	Prae.g_00996
OG0001405	Prak.g_01028	Prae.g_01025
OG0001406	Prak.g_00916	Prae.g_01044
OG0001407	Prak.g_00737	Prae.g_01054
OG0001408	Prak.g_01244	Prae.g_01064
OG0001409	Prak.g_00732	Prae.g_01071
OG0001410	Prak.g_01187	Prae.g_01149
OG0001411	Prak.g_00679	Prae.g_01295
OG0001412	Prak.g_01278	Prae.g_01330
OG0001413	Prak.g_01031	Prae.g_01359
OG0001414	Prak.g_01330	Prae.g_01369
OG0001415	Prak.g_01433	Prae.g_01498
OG0001416	Prak.g_01436	Prae.g_01501
OG0001417	Prak.g_01481	Prae.g_01550
OG0001418	Prak.g_01566	Prae.g_01564
OG0001424	Prak.g_01225	Prae.g_00061
OG0001426	Prak.g_01032	Prae.g_00363
OG0001428	Prak.g_00654	Prae.g_00749
OG0001429	Prak.g_00680	Prae.g_00762
OG0001430	Prak.g_00945	Prae.g_00795
OG0001431	Prak.g_00749	Prae.g_00893
OG0001432	Prak.g_00754	Prae.g_00898
OG0001433	Prak.g_00663	Prae.g_01060
OG0001434	Prak.g_00659	Prae.g_01136
OG0001435	Prak.g_01484	Prae.g_01225
OG0001436	Prak.g_01240	Prae.g_01570
OG0001437	Prak.g_01512	Prae.g_01578
OG0001440	Prak.g_01581	Prae.g_00372
OG0001441	Prak.g_00983	Prae.g_00974
OG0001442	Prak.g_00722	Prae.g_01008
OG0001443	Prak.g_00730	Prae.g_01062
OG0001444	Prak.g_01243	Prae.g_01065
OG0001445	Prak.g_01208	Prae.g_01562
OG0001446	Prak.g_01633	Prae.g_01231
OG0001451	Prak.g_01191	Prae.g_01146
OG0001452	Prak.g_01152	Prae.g_01182
OG0001456	Prak.g_01537	Prae.g_01583
OG0001458	Prak.g_01902	Prae.g_01874
OG0001460	Prak.g_00417	Prae.g_00366
OG0001462	Prak.g_01223	Prae.g_00388
OG0001465	Prak.g_00550	Prae.g_00563
OG0001466	Prak.g_00834	Prae.g_00676
OG0001467	Prak.g_01324	Prae.g_00785
OG0001468	Prak.g_00878	Prae.g_00838
OG0001469	Prak.g_00604	Prae.g_00868
OG0001470	Prak.g_01212	Prae.g_01007
OG0001471	Prak.g_00423	Prae.g_01053
OG0001474	Prak.g_01236	Prae.g_01287
OG0001475	Prak.g_01496	Prae.g_01299
OG0001478	Prak.g_01809	Prae.g_01786
OG0001479	Prak.g_01174	Prae.g_01161
OG0001496	Prak.g_01271	Prae.g_01323
OG0001497	Prak.g_00066	Prae.g_01439
OG0001498	Prak.g_01705	Prae.g_01682
OG0001499	Prak.g_00617	Prae.g_01704
OG0001501	Prak.g_00586	Prae.g_00767
OG0001503	Prak.g_00184	Prae.g_00175
OG0001504	Prak.g_01707	Prae.g_00395
OG0001506	Prak.g_01524	Prae.g_00743
OG0001508	Prak.g_00875	Prae.g_00835
OG0001524	Prak.g_01532	Prae.g_00999
OG0001525	Prak.g_01219	Prae.g_01078
OG0001527	Prak.g_01610	Prae.g_01561
OG0001528	Prak.g_01510	Prae.g_01571
OG0001536	Prak.g_01632	Prae.g_01232
OG0001537	Prak.g_00062	Prae.g_01685
OG0001541	Prak.g_00752	Prae.g_00896
OG0001545	Prak.g_01631	Prae.g_01233
OG0001550	Prak.g_00910	Prae.g_00864
OG0001555	Prak.g_00695	Prae.g_01421
OG0001561	Prak.g_00883	Prae.g_00687
OG0001573	Prak.g_00711	Prae.g_00744
OG0001599	Prak.g_00057	Prae.g_01228
OG0001601	Prak.g_01325	Prae.g_00704
OG0001616	Prak.g_01558	Prae.g_01347
OG0001627	Prak.g_01253	Prae.g_01346
OG0001643	Prak.g_00698	Prae.g_01418
OG0001844	Prak.g_00696	Prae.g_01420
OG0001876	Prak.g_01617	Prae.g_01260
OG0001964	Prak.g_00637	Prae.g_00684
OG0002018	Prak.g_01362	Prae.g_01407
OG0002124	Prak.g_01260	Prae.g_01603
OG0002130	Prak.g_00636	Prae.g_00685
OG0002185	Prak.g_00697	Prae.g_01419
