Orthogroup	Prbc	Prbk
OG0001084	Prbc.g_00957	Prbk.g_00993
OG0001085	Prbc.g_00958	Prbk.g_00992
OG0001086	Prbc.g_00953	Prbk.g_00996
OG0001087	Prbc.g_00952	Prbk.g_00997
OG0001088	Prbc.g_00951	Prbk.g_01926
OG0001089	Prbc.g_00327	Prbk.g_00988
OG0001090	Prbc.g_00325	Prbk.g_00986
OG0001091	Prbc.g_00324	Prbk.g_00985
OG0001092	Prbc.g_00323	Prbk.g_00984
OG0001093	Prbc.g_00322	Prbk.g_00983
OG0001094	Prbc.g_00321	Prbk.g_00982
OG0001095	Prbc.g_00320	Prbk.g_00981
OG0001096	Prbc.g_00319	Prbk.g_00980
OG0001097	Prbc.g_00318	Prbk.g_00979
OG0001098	Prbc.g_00317	Prbk.g_00978
OG0001099	Prbc.g_00316	Prbk.g_00977
OG0001100	Prbc.g_00315	Prbk.g_00976
OG0001101	Prbc.g_00314	Prbk.g_00975
OG0001102	Prbc.g_00313	Prbk.g_00974
OG0001103	Prbc.g_00312	Prbk.g_00973
OG0001104	Prbc.g_00311	Prbk.g_00972
OG0001105	Prbc.g_00310	Prbk.g_00971
OG0001106	Prbc.g_00309	Prbk.g_00970
OG0001107	Prbc.g_00308	Prbk.g_00969
OG0001108	Prbc.g_00307	Prbk.g_00968
OG0001109	Prbc.g_00306	Prbk.g_00967
OG0001110	Prbc.g_00305	Prbk.g_00966
OG0001111	Prbc.g_00304	Prbk.g_00965
OG0001112	Prbc.g_00303	Prbk.g_00964
OG0001113	Prbc.g_00302	Prbk.g_00963
OG0001114	Prbc.g_00301	Prbk.g_00962
OG0001115	Prbc.g_00300	Prbk.g_00961
OG0001116	Prbc.g_00299	Prbk.g_00960
OG0001117	Prbc.g_00298	Prbk.g_00959
OG0001118	Prbc.g_00297	Prbk.g_00958
OG0001119	Prbc.g_00296	Prbk.g_00957
OG0001120	Prbc.g_00295	Prbk.g_00956
OG0001121	Prbc.g_00293	Prbk.g_00953
OG0001122	Prbc.g_00292	Prbk.g_00952
OG0001123	Prbc.g_00291	Prbk.g_00951
OG0001124	Prbc.g_00289	Prbk.g_00949
OG0001125	Prbc.g_00287	Prbk.g_00947
OG0001126	Prbc.g_00286	Prbk.g_00946
OG0001127	Prbc.g_00283	Prbk.g_00797
OG0001128	Prbc.g_00282	Prbk.g_00798
OG0001129	Prbc.g_00281	Prbk.g_00801
OG0001130	Prbc.g_00278	Prbk.g_00804
OG0001131	Prbc.g_00277	Prbk.g_00805
OG0001132	Prbc.g_00276	Prbk.g_00806
OG0001133	Prbc.g_00275	Prbk.g_00807
OG0001134	Prbc.g_00274	Prbk.g_00808
OG0001135	Prbc.g_00273	Prbk.g_00809
OG0001136	Prbc.g_00272	Prbk.g_00810
OG0001137	Prbc.g_00271	Prbk.g_00811
OG0001138	Prbc.g_00270	Prbk.g_00812
OG0001139	Prbc.g_00268	Prbk.g_00814
OG0001140	Prbc.g_00267	Prbk.g_00816
OG0001141	Prbc.g_00266	Prbk.g_00817
OG0001142	Prbc.g_00248	Prbk.g_00844
OG0001143	Prbc.g_00247	Prbk.g_00845
OG0001144	Prbc.g_00246	Prbk.g_00847
OG0001145	Prbc.g_00245	Prbk.g_00848
OG0001146	Prbc.g_00244	Prbk.g_00849
OG0001147	Prbc.g_00243	Prbk.g_00850
OG0001148	Prbc.g_00242	Prbk.g_00851
OG0001149	Prbc.g_00241	Prbk.g_00506
OG0001150	Prbc.g_00240	Prbk.g_00510
OG0001151	Prbc.g_00237	Prbk.g_00513
OG0001152	Prbc.g_00236	Prbk.g_00514
OG0001153	Prbc.g_00235	Prbk.g_00516
OG0001154	Prbc.g_00233	Prbk.g_00518
OG0001155	Prbc.g_00231	Prbk.g_00521
OG0001156	Prbc.g_00229	Prbk.g_00525
OG0001157	Prbc.g_00227	Prbk.g_00527
OG0001158	Prbc.g_00225	Prbk.g_00529
OG0001159	Prbc.g_00224	Prbk.g_00530
OG0001160	Prbc.g_00223	Prbk.g_00531
OG0001161	Prbc.g_00222	Prbk.g_00215
OG0001162	Prbc.g_00221	Prbk.g_00216
OG0001163	Prbc.g_00220	Prbk.g_00217
OG0001164	Prbc.g_00219	Prbk.g_00218
OG0001165	Prbc.g_00218	Prbk.g_00219
OG0001166	Prbc.g_00217	Prbk.g_00220
OG0001167	Prbc.g_00216	Prbk.g_00231
OG0001168	Prbc.g_00215	Prbk.g_00232
OG0001169	Prbc.g_00214	Prbk.g_00233
OG0001170	Prbc.g_00213	Prbk.g_00235
OG0001171	Prbc.g_00212	Prbk.g_00236
OG0001172	Prbc.g_00210	Prbk.g_00238
OG0001173	Prbc.g_00208	Prbk.g_01482
OG0001174	Prbc.g_00207	Prbk.g_01483
OG0001175	Prbc.g_00206	Prbk.g_01484
OG0001176	Prbc.g_00204	Prbk.g_01494
OG0001177	Prbc.g_00202	Prbk.g_01530
OG0001178	Prbc.g_00198	Prbk.g_01534
OG0001179	Prbc.g_00197	Prbk.g_01535
OG0001180	Prbc.g_00196	Prbk.g_01536
OG0001181	Prbc.g_00195	Prbk.g_01537
OG0001182	Prbc.g_00194	Prbk.g_01538
OG0001183	Prbc.g_00193	Prbk.g_01539
OG0001184	Prbc.g_00189	Prbk.g_01568
OG0001185	Prbc.g_00965	Prbk.g_01571
OG0001186	Prbc.g_00966	Prbk.g_01572
OG0001187	Prbc.g_00967	Prbk.g_01573
OG0001188	Prbc.g_00968	Prbk.g_01576
OG0001189	Prbc.g_00969	Prbk.g_01577
OG0001190	Prbc.g_00970	Prbk.g_01578
OG0001191	Prbc.g_00971	Prbk.g_01580
OG0001192	Prbc.g_00972	Prbk.g_01582
OG0001193	Prbc.g_00973	Prbk.g_01583
OG0001194	Prbc.g_00974	Prbk.g_01585
OG0001195	Prbc.g_00975	Prbk.g_01586
OG0001196	Prbc.g_00976	Prbk.g_01587
OG0001197	Prbc.g_00977	Prbk.g_01588
OG0001198	Prbc.g_00978	Prbk.g_01589
OG0001199	Prbc.g_00979	Prbk.g_01590
OG0001200	Prbc.g_00980	Prbk.g_01592
OG0001201	Prbc.g_00981	Prbk.g_01593
OG0001202	Prbc.g_00982	Prbk.g_01594
OG0001203	Prbc.g_00984	Prbk.g_01596
OG0001204	Prbc.g_00986	Prbk.g_01600
OG0001205	Prbc.g_00988	Prbk.g_01602
OG0001206	Prbc.g_00989	Prbk.g_01603
OG0001207	Prbc.g_00990	Prbk.g_02160
OG0001208	Prbc.g_00991	Prbk.g_02161
OG0001209	Prbc.g_00992	Prbk.g_02162
OG0001210	Prbc.g_00993	Prbk.g_02163
OG0001211	Prbc.g_00994	Prbk.g_02165
OG0001212	Prbc.g_00995	Prbk.g_02166
OG0001213	Prbc.g_00996	Prbk.g_02167
OG0001214	Prbc.g_00998	Prbk.g_02169
OG0001215	Prbc.g_00999	Prbk.g_02171
OG0001216	Prbc.g_01000	Prbk.g_02173
OG0001217	Prbc.g_01001	Prbk.g_02174
OG0001218	Prbc.g_01002	Prbk.g_02175
OG0001219	Prbc.g_01005	Prbk.g_02180
OG0001220	Prbc.g_01006	Prbk.g_02185
OG0001221	Prbc.g_01011	Prbk.g_02207
OG0001222	Prbc.g_01012	Prbk.g_02210
OG0001223	Prbc.g_01013	Prbk.g_02211
OG0001224	Prbc.g_01015	Prbk.g_02213
OG0001225	Prbc.g_01016	Prbk.g_02214
OG0001226	Prbc.g_01017	Prbk.g_02217
OG0001227	Prbc.g_01018	Prbk.g_02218
OG0001228	Prbc.g_01019	Prbk.g_02224
OG0001229	Prbc.g_01020	Prbk.g_02225
OG0001230	Prbc.g_01021	Prbk.g_02226
OG0001231	Prbc.g_01022	Prbk.g_02239
OG0001232	Prbc.g_01043	Prbk.g_02248
OG0001233	Prbc.g_01044	Prbk.g_02249
OG0001234	Prbc.g_01045	Prbk.g_02250
OG0001235	Prbc.g_01046	Prbk.g_02251
OG0001236	Prbc.g_01048	Prbk.g_02253
OG0001237	Prbc.g_01049	Prbk.g_02254
OG0001238	Prbc.g_01052	Prbk.g_02258
OG0001239	Prbc.g_01053	Prbk.g_02260
OG0001240	Prbc.g_01054	Prbk.g_02261
OG0001241	Prbc.g_01057	Prbk.g_02265
OG0001242	Prbc.g_01060	Prbk.g_02267
OG0001243	Prbc.g_01061	Prbk.g_02268
OG0001244	Prbc.g_01062	Prbk.g_02270
OG0001245	Prbc.g_01063	Prbk.g_02272
OG0001246	Prbc.g_01065	Prbk.g_02274
OG0001247	Prbc.g_01066	Prbk.g_02275
OG0001248	Prbc.g_01067	Prbk.g_02276
OG0001249	Prbc.g_01068	Prbk.g_02277
OG0001250	Prbc.g_01069	Prbk.g_02278
OG0001251	Prbc.g_00481	Prbk.g_00028
OG0001252	Prbc.g_00433	Prbk.g_00557
OG0001253	Prbc.g_00421	Prbk.g_00756
OG0001254	Prbc.g_01173	Prbk.g_00418
OG0001255	Prbc.g_01245	Prbk.g_00870
OG0001256	Prbc.g_00164	Prbk.g_01851
OG0001257	Prbc.g_01542	Prbk.g_02063
OG0001258	Prbc.g_01557	Prbk.g_01861
OG0001259	Prbc.g_01666	Prbk.g_01129
OG0001261	Prbc.g_01894	Prbk.g_02531
OG0001262	Prbc.g_00068	Prbk.g_02554
OG0001264	Prbc.g_01976	Prbk.g_02395
OG0001265	Prbc.g_02086	Prbk.g_00588
OG0001266	Prbc.g_00930	Prbk.g_01682
OG0001267	Prbc.g_01463	Prbk.g_01776
OG0001268	Prbc.g_01449	Prbk.g_01021
OG0001269	Prbc.g_00586	Prbk.g_01198
OG0001270	Prbc.g_00750	Prbk.g_02664
OG0001271	Prbc.g_00762	Prbk.g_01999
OG0001272	Prbc.g_00069, Prbc.g_01940	Prbk.g_01841
OG0001273	Prbc.g_01598	Prbk.g_01059
OG0001274	Prbc.g_00799	Prbk.g_01788
OG0001275	Prbc.g_02129	Prbk.g_02082
OG0001276	Prbc.g_00802	Prbk.g_02424
OG0001278	Prbc.g_00825	Prbk.g_00920
OG0001279	Prbc.g_00829	Prbk.g_00915
OG0001280	Prbc.g_00831	Prbk.g_00912
OG0001281	Prbc.g_00937	Prbk.g_01908
OG0001282	Prbc.g_01309	Prbk.g_00901
OG0001283	Prbc.g_00230	Prbk.g_00524
OG0001284	Prbc.g_00199	Prbk.g_01533
OG0001285	Prbc.g_00985	Prbk.g_01598
OG0001286	Prbc.g_01056	Prbk.g_02263
OG0001287	Prbc.g_00116	Prbk.g_01331, Prbk.g_02697
OG0001288	Prbc.g_01498	Prbk.g_00327
OG0001290	Prbc.g_01100	Prbk.g_01618
OG0001291	Prbc.g_00502	Prbk.g_01317
OG0001292	Prbc.g_00499	Prbk.g_01314
OG0001293	Prbc.g_00497	Prbk.g_01312
OG0001294	Prbc.g_00480	Prbk.g_00027
OG0001295	Prbc.g_00452	Prbk.g_00200
OG0001296	Prbc.g_00445	Prbk.g_00541
OG0001297	Prbc.g_00372	Prbk.g_01254
OG0001298	Prbc.g_01141	Prbk.g_01013
OG0001299	Prbc.g_01148	Prbk.g_01000
OG0001300	Prbc.g_02120	Prbk.g_00303
OG0001301	Prbc.g_01714	Prbk.g_02633
OG0001303	Prbc.g_01829	Prbk.g_01205
OG0001304	Prbc.g_02104	Prbk.g_00065
OG0001305	Prbc.g_02109	Prbk.g_00060
OG0001306	Prbc.g_01042	Prbk.g_02247
OG0001307	Prbc.g_01985	Prbk.g_02413
OG0001308	Prbc.g_02114	Prbk.g_01664
OG0001309	Prbc.g_00987	Prbk.g_01601
OG0001310	Prbc.g_01277	Prbk.g_01692
OG0001311	Prbc.g_01413	Prbk.g_00134
OG0001312	Prbc.g_00587	Prbk.g_01197
OG0001313	Prbc.g_01833	Prbk.g_01637
OG0001314	Prbc.g_00853	Prbk.g_01433
OG0001315	Prbc.g_00888	Prbk.g_01382
OG0001316	Prbc.g_00234	Prbk.g_00517
OG0001319	Prbc.g_00332	Prbk.g_01519
OG0001320	Prbc.g_01471	Prbk.g_01098
OG0001324	Prbc.g_00041	Prbk.g_02659
OG0001326	Prbc.g_00143	Prbk.g_01737
OG0001327	Prbc.g_00559	Prbk.g_01193
OG0001329	Prbc.g_01050	Prbk.g_02256
OG0001332	Prbc.g_00877	Prbk.g_01406
OG0001333	Prbc.g_00280	Prbk.g_00802
OG0001335	Prbc.g_00983	Prbk.g_01595
OG0001336	Prbc.g_00442	Prbk.g_00543
OG0001344	Prbc.g_01483, Prbc.g_00646	Prbk.g_00707
OG0001348	Prbc.g_01584	Prbk.g_01044
OG0001350	Prbc.g_01594	Prbk.g_01053
OG0001362	Prbc.g_00133	Prbk.g_01933
OG0001368	Prbc.g_00200	Prbk.g_01532
OG0001369	Prbc.g_02087	Prbk.g_00589
OG0001380	Prbc.g_02116	Prbk.g_01039
OG0001381	Prbc.g_01515	Prbk.g_00300
OG0001396	Prbc.g_00092	Prbk.g_02365
OG0001410	Prbc.g_02169	Prbk.g_00671
OG0001412	Prbc.g_02014	Prbk.g_02354
OG0001413	Prbc.g_00533	Prbk.g_01462, Prbk.g_01351, Prbk.g_02675, Prbk.g_01732
OG0001415	Prbc.g_01218	Prbk.g_00852
OG0001416	Prbc.g_01601	Prbk.g_01064
OG0001426	Prbc.g_01051	Prbk.g_02257
OG0001429	Prbc.g_02046	Prbk.g_02308
OG0001430	Prbc.g_02144	Prbk.g_01656
OG0001436	Prbc.g_00603	Prbk.g_02191
OG0001438	Prbc.g_01697	Prbk.g_02607
OG0001442	Prbc.g_00803	Prbk.g_01661
OG0001448	Prbc.g_01806	Prbk.g_01694
OG0001452	Prbc.g_01004	Prbk.g_02177
OG0001453	Prbc.g_00052	Prbk.g_01742
OG0001455	Prbc.g_02156	Prbk.g_01663, Prbk.g_01668
OG0001456	Prbc.g_01231	Prbk.g_01128
OG0001466	Prbc.g_01278	Prbk.g_00625
OG0001467	Prbc.g_00706	Prbk.g_00256
OG0001472	Prbc.g_01925	Prbk.g_01828
OG0001474	Prbc.g_00911	Prbk.g_02227
OG0001475	Prbc.g_01942	Prbk.g_02184
OG0001476	Prbc.g_01943	Prbk.g_02183
OG0001477	Prbc.g_01944	Prbk.g_02182
OG0001478	Prbc.g_00678	Prbk.g_01771
OG0001479	Prbc.g_01423	Prbk.g_00123
OG0001480	Prbc.g_01495	Prbk.g_00337
OG0001486	Prbc.g_01998	Prbk.g_02441
OG0001487	Prbc.g_01701	Prbk.g_02612
OG0001493	Prbc.g_00912	Prbk.g_02228
OG0001494	Prbc.g_00913	Prbk.g_02229
OG0001495	Prbc.g_00914	Prbk.g_02230
OG0001496	Prbc.g_00915	Prbk.g_02231
OG0001497	Prbc.g_00916	Prbk.g_02232
OG0001498	Prbc.g_00917	Prbk.g_02233
OG0001499	Prbc.g_00918	Prbk.g_02234
OG0001500	Prbc.g_00919	Prbk.g_02235
OG0001501	Prbc.g_00920	Prbk.g_02236
OG0001502	Prbc.g_00921	Prbk.g_02237
OG0001503	Prbc.g_00922	Prbk.g_02238
OG0001504	Prbc.g_01993	Prbk.g_02437
OG0001531	Prbc.g_00112	Prbk.g_00171, Prbk.g_01677
OG0001544	Prbc.g_00146	Prbk.g_00357
OG0001545	Prbc.g_01973	Prbk.g_02392
OG0001546	Prbc.g_01896	Prbk.g_02533
OG0001547	Prbc.g_01324	Prbk.g_01702
OG0001548	Prbc.g_00251	Prbk.g_02116
OG0001574	Prbc.g_00019, Prbc.g_00096	Prbk.g_01332
OG0001587	Prbc.g_00014	Prbk.g_00296
OG0001588	Prbc.g_00905	Prbk.g_00922
OG0001593	Prbc.g_00170	Prbk.g_02516
OG0001605	Prbc.g_00956	Prbk.g_00994
OG0001606	Prbc.g_01251	Prbk.g_00878
OG0001608	Prbc.g_00961	Prbk.g_00837, Prbk.g_00838
OG0001622	Prbc.g_00007	Prbk.g_01751
OG0001632	Prbc.g_01283	Prbk.g_00909
OG0001633	Prbc.g_00924	Prbk.g_01960
OG0001634	Prbc.g_00008	Prbk.g_01752
OG0001635	Prbc.g_00009	Prbk.g_01755
OG0001636	Prbc.g_00010	Prbk.g_01756
OG0001683	Prbc.g_00181	Prbk.g_00942, Prbk.g_01542
OG0001695	Prbc.g_00185	Prbk.g_01564
OG0001696	Prbc.g_00647	Prbk.g_02118
OG0001696	Prbc.g_01109, Prbc.g_01237	Prbk.g_02671
OG0001713	Prbc.g_00188	Prbk.g_01567
OG0001714	Prbc.g_00747	Prbk.g_01206
OG0001715	Prbc.g_00205	Prbk.g_01485
OG0001716	Prbc.g_01415	Prbk.g_00136
OG0001717	Prbc.g_02127	Prbk.g_01652
OG0001718	Prbc.g_00516	Prbk.g_01658
OG0001719	Prbc.g_01247	Prbk.g_00872
OG0001730	Prbc.g_00187	Prbk.g_01566
OG0001737	Prbc.g_01119	Prbk.g_01605
OG0001738	Prbc.g_00461	Prbk.g_00003
OG0001739	Prbc.g_00462	Prbk.g_00005
OG0001740	Prbc.g_00463	Prbk.g_00006
OG0001741	Prbc.g_00473	Prbk.g_00019
OG0001742	Prbc.g_00820	Prbk.g_01517
OG0001743	Prbc.g_00331	Prbk.g_01516
OG0001744	Prbc.g_00875	Prbk.g_01408
OG0001745	Prbc.g_01645	Prbk.g_01875
OG0001746	Prbc.g_00578	Prbk.g_01168
OG0001747	Prbc.g_01432	Prbk.g_00159
OG0001748	Prbc.g_01774	Prbk.g_01809
OG0001749	Prbc.g_01764	Prbk.g_01840
OG0001750	Prbc.g_02096	Prbk.g_00597
OG0001751	Prbc.g_02089	Prbk.g_00591
OG0001752	Prbc.g_02084	Prbk.g_00585
OG0001753	Prbc.g_02032	Prbk.g_02328
OG0001754	Prbc.g_02099	Prbk.g_02381
OG0001755	Prbc.g_01990	Prbk.g_02428
OG0001756	Prbc.g_01863	Prbk.g_02473
OG0001757	Prbc.g_00547	Prbk.g_02552
OG0001758	Prbc.g_00597	Prbk.g_02555
OG0001759	Prbc.g_01918	Prbk.g_02569
OG0001760	Prbc.g_01968	Prbk.g_02579
OG0001761	Prbc.g_01751	Prbk.g_02583
OG0001762	Prbc.g_01741	Prbk.g_00716
OG0001763	Prbc.g_00450	Prbk.g_02119
OG0001764	Prbc.g_01269	Prbk.g_00363
OG0001765	Prbc.g_01224	Prbk.g_00859
OG0001766	Prbc.g_01223	Prbk.g_00858
OG0001767	Prbc.g_01222	Prbk.g_00856
OG0001768	Prbc.g_01221	Prbk.g_00855
OG0001769	Prbc.g_01220	Prbk.g_00854
OG0001770	Prbc.g_00269	Prbk.g_00813
OG0001771	Prbc.g_00285	Prbk.g_00945
OG0001772	Prbc.g_00440	Prbk.g_00545
OG0001773	Prbc.g_01783	Prbk.g_00558
OG0001774	Prbc.g_00392	Prbk.g_00787
OG0001775	Prbc.g_00386	Prbk.g_01276
OG0001776	Prbc.g_01939	Prbk.g_00673
OG0001777	Prbc.g_01003	Prbk.g_02176
OG0001778	Prbc.g_01007	Prbk.g_02186
OG0001779	Prbc.g_01008	Prbk.g_02187
OG0001780	Prbc.g_01937	Prbk.g_02188
OG0001781	Prbc.g_01014	Prbk.g_02212
OG0001782	Prbc.g_01041	Prbk.g_02246
OG0001792	Prbc.g_00182	Prbk.g_01541, Prbk.g_01574
OG0001793	Prbc.g_00180	Prbk.g_01543
OG0001799	Prbc.g_01949	Prbk.g_01648
OG0001800	Prbc.g_01112	Prbk.g_01680
OG0001801	Prbc.g_00090	Prbk.g_01681
OG0001802	Prbc.g_00551	Prbk.g_01806
OG0001803	Prbc.g_02078	Prbk.g_00577
OG0001830	Prbc.g_00186	Prbk.g_01570
OG0001831	Prbc.g_01451	Prbk.g_01023
OG0001832	Prbc.g_01438	Prbk.g_00148
OG0001852	Prbc.g_00087	Prbk.g_00173
OG0001882	Prbc.g_01559	Prbk.g_02658
OG0001915	Prbc.g_01747	Prbk.g_00710
OG0001919	Prbc.g_00175, Prbc.g_00168	Prbk.g_01354
OG0001955	Prbc.g_00026	Prbk.g_01759
OG0001996	Prbc.g_00191	Prbk.g_01560
OG0002005	Prbc.g_01024	Prbk.g_02241
OG0002006	Prbc.g_01026	Prbk.g_02244
OG0002036	Prbc.g_00338	Prbk.g_01367
OG0002038	Prbc.g_01537	Prbk.g_02054
OG0002041	Prbc.g_01174	Prbk.g_00419
OG0002043	Prbc.g_00430	Prbk.g_00743
OG0002072	Prbc.g_01639	Prbk.g_01883
OG0002074	Prbc.g_02098	Prbk.g_00600
OG0002075	Prbc.g_00704	Prbk.g_00254
OG0002079	Prbc.g_00534	Prbk.g_02157
OG0002145	Prbc.g_00192	Prbk.g_01559
OG0002147	Prbc.g_00154	Prbk.g_01712
OG0002149	Prbc.g_00689	Prbk.g_02445
OG0002152	Prbc.g_00590	Prbk.g_01522
OG0002154	Prbc.g_01025	Prbk.g_02243
OG0002200	Prbc.g_02201	Prbk.g_01565
OG0002202	Prbc.g_02090	Prbk.g_00592
OG0002203	Prbc.g_00145	Prbk.g_02508
OG0002207	Prbc.g_01212	Prbk.g_00470
OG0002309	Prbc.g_01059	Prbk.g_02266
OG0002318	Prbc.g_00515	Prbk.g_01561
OG0002594	Prbc.g_00258	Prbk.g_00827
OG0002595	Prbc.g_00254	Prbk.g_00824
OG0003041	Prbc.g_00109	Prbk.g_00042
OG0003043	Prbc.g_00001, Prbc.g_01358	Prbk.g_00083
OG0003044	Prbc.g_00252, Prbc.g_01232	Prbk.g_00829
OG0003362	Prbc.g_00183	Prbk.g_01557
OG0003363	Prbc.g_00253	Prbk.g_00823
OG0003364	Prbc.g_00255	Prbk.g_00825
OG0003365	Prbc.g_00256	Prbk.g_00826
