Orthogroup	Prbb	Syat
OG0001123	Prbb.g_01043	Syat.g_00704
OG0001124	Prbb.g_01045	Syat.g_00702
OG0001125	Prbb.g_01047	Syat.g_00700
OG0001126	Prbb.g_01058	Syat.g_00790
OG0001127	Prbb.g_01059	Syat.g_00789
OG0001128	Prbb.g_01062	Syat.g_00786
OG0001129	Prbb.g_01063	Syat.g_00784
OG0001130	Prbb.g_01064	Syat.g_00783
OG0001131	Prbb.g_00897	Syat.g_01674
OG0001132	Prbb.g_01108	Syat.g_00965
OG0001133	Prbb.g_01085	Syat.g_03311
OG0001136	Prbb.g_01520	Syat.g_03257
OG0001137	Prbb.g_01507	Syat.g_00306
OG0001138	Prbb.g_01486	Syat.g_00214
OG0001139	Prbb.g_01484	Syat.g_00209
OG0001140	Prbb.g_01483	Syat.g_00208
OG0001141	Prbb.g_01482	Syat.g_00207
OG0001142	Prbb.g_01481	Syat.g_00206
OG0001143	Prbb.g_01474	Syat.g_00925
OG0001144	Prbb.g_01469	Syat.g_00906
OG0001145	Prbb.g_01578	Syat.g_01117
OG0001146	Prbb.g_01590	Syat.g_01158
OG0001147	Prbb.g_01612	Syat.g_01368
OG0001148	Prbb.g_01641	Syat.g_01297
OG0001149	Prbb.g_01642	Syat.g_01298
OG0001150	Prbb.g_01643	Syat.g_01299
OG0001151	Prbb.g_01654	Syat.g_01420
OG0001152	Prbb.g_01655	Syat.g_01421
OG0001153	Prbb.g_01716	Syat.g_01346
OG0001154	Prbb.g_01717	Syat.g_01347
OG0001155	Prbb.g_01733	Syat.g_02774
OG0001156	Prbb.g_01736	Syat.g_02978
OG0001157	Prbb.g_01737	Syat.g_02977
OG0001158	Prbb.g_01738	Syat.g_02976
OG0001159	Prbb.g_01739	Syat.g_02975
OG0001160	Prbb.g_01765	Syat.g_03104
OG0001161	Prbb.g_01555	Syat.g_02384
OG0001162	Prbb.g_01778	Syat.g_01528
OG0001163	Prbb.g_01815	Syat.g_03112
OG0001164	Prbb.g_01819	Syat.g_03116
OG0001165	Prbb.g_01822	Syat.g_03121
OG0001166	Prbb.g_01840	Syat.g_03050
OG0001167	Prbb.g_01858	Syat.g_03019
OG0001168	Prbb.g_01859	Syat.g_03017
OG0001169	Prbb.g_01861	Syat.g_03015
OG0001170	Prbb.g_01863	Syat.g_03013
OG0001171	Prbb.g_01873	Syat.g_03001
OG0001172	Prbb.g_01926	Syat.g_01858
OG0001173	Prbb.g_01927	Syat.g_01857
OG0001174	Prbb.g_01935	Syat.g_01849
OG0001175	Prbb.g_01936	Syat.g_01848
OG0001176	Prbb.g_01947	Syat.g_01831
OG0001178	Prbb.g_01279	Syat.g_03137
OG0001180	Prbb.g_02007	Syat.g_01654
OG0001181	Prbb.g_02011	Syat.g_01650
OG0001182	Prbb.g_02019	Syat.g_01642
OG0001183	Prbb.g_02025	Syat.g_01632
OG0001184	Prbb.g_02041	Syat.g_02160
OG0001185	Prbb.g_02056	Syat.g_02200
OG0001186	Prbb.g_02097	Syat.g_02235
OG0001187	Prbb.g_02100	Syat.g_02256
OG0001188	Prbb.g_02102	Syat.g_02261
OG0001189	Prbb.g_02119	Syat.g_02287
OG0001190	Prbb.g_02124	Syat.g_02692
OG0001191	Prbb.g_02134	Syat.g_02675
OG0001192	Prbb.g_02139	Syat.g_02663
OG0001193	Prbb.g_02152	Syat.g_02513
OG0001194	Prbb.g_02153	Syat.g_02515
OG0001195	Prbb.g_02154	Syat.g_02516
OG0001196	Prbb.g_02175	Syat.g_02398
OG0001197	Prbb.g_02177	Syat.g_02396
OG0001199	Prbb.g_00129	Syat.g_01475
OG0001200	Prbb.g_00131	Syat.g_01477
OG0001201	Prbb.g_00163	Syat.g_01572
OG0001202	Prbb.g_00256	Syat.g_02812
OG0001203	Prbb.g_00295	Syat.g_01447
OG0001204	Prbb.g_00301	Syat.g_01867
OG0001205	Prbb.g_00450	Syat.g_01287
OG0001206	Prbb.g_00469	Syat.g_03268
OG0001207	Prbb.g_00480	Syat.g_03162
OG0001208	Prbb.g_00487	Syat.g_03172
OG0001209	Prbb.g_00538	Syat.g_03273
OG0001210	Prbb.g_00543	Syat.g_00103
OG0001211	Prbb.g_00554	Syat.g_00078
OG0001213	Prbb.g_00630	Syat.g_03289
OG0001214	Prbb.g_00638	Syat.g_00128
OG0001216	Prbb.g_00715	Syat.g_00660
OG0001217	Prbb.g_00108	Syat.g_02587
OG0001218	Prbb.g_00754	Syat.g_01356
OG0001219	Prbb.g_00960	Syat.g_00629
OG0001220	Prbb.g_00837	Syat.g_01534
OG0001222	Prbb.g_00893	Syat.g_00597
OG0001223	Prbb.g_01008	Syat.g_00544
OG0001224	Prbb.g_01066	Syat.g_00804
OG0001225	Prbb.g_01068	Syat.g_00806
OG0001228	Prbb.g_01465	Syat.g_00938
OG0001229	Prbb.g_01201	Syat.g_00981
OG0001230	Prbb.g_01678	Syat.g_01235
OG0001231	Prbb.g_00758	Syat.g_02327
OG0001232	Prbb.g_01844	Syat.g_03041
OG0001233	Prbb.g_01864	Syat.g_03012
OG0001234	Prbb.g_01938	Syat.g_02092
OG0001235	Prbb.g_01942	Syat.g_01838
OG0001236	Prbb.g_02038	Syat.g_02156
OG0001237	Prbb.g_02042	Syat.g_02161
OG0001238	Prbb.g_02135	Syat.g_02673
OG0001239	Prbb.g_00126	Syat.g_01472
OG0001240	Prbb.g_00148	Syat.g_01554
OG0001241	Prbb.g_00157	Syat.g_01564
OG0001242	Prbb.g_00176	Syat.g_02936
OG0001243	Prbb.g_00183	Syat.g_02928
OG0001244	Prbb.g_00199	Syat.g_02901
OG0001245	Prbb.g_01288	Syat.g_00212
OG0001246	Prbb.g_00508	Syat.g_03209
OG0001247	Prbb.g_00689	Syat.g_01019
OG0001248	Prbb.g_00691	Syat.g_03159
OG0001249	Prbb.g_00389	Syat.g_01620
OG0001251	Prbb.g_01913	Syat.g_00963, Syat.g_00621
OG0001252	Prbb.g_01061	Syat.g_00787
OG0001255	Prbb.g_01534	Syat.g_00843
OG0001256	Prbb.g_01774	Syat.g_03111
OG0001257	Prbb.g_01779	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Prbb.g_01820	Syat.g_03119
OG0001259	Prbb.g_01862	Syat.g_03014
OG0001261	Prbb.g_01992	Syat.g_01791
OG0001262	Prbb.g_02117	Syat.g_02285
OG0001263	Prbb.g_00186	Syat.g_02926
OG0001269	Prbb.g_00836	Syat.g_02369
OG0001277	Prbb.g_02163	Syat.g_03312
OG0001279	Prbb.g_01196	Syat.g_01252
OG0001281	Prbb.g_01591	Syat.g_01159
OG0001282	Prbb.g_01640	Syat.g_02780
OG0001283	Prbb.g_02171	Syat.g_02403
OG0001286	Prbb.g_02005	Syat.g_01656
OG0001287	Prbb.g_02063	Syat.g_02208
OG0001288	Prbb.g_02074	Syat.g_02225
OG0001289	Prbb.g_00142	Syat.g_01527
OG0001290	Prbb.g_00156	Syat.g_01563
OG0001294	Prbb.g_01553, Prbb.g_01628	Syat.g_00409
OG0001295	Prbb.g_01542	Syat.g_00945
OG0001296	Prbb.g_00513	Syat.g_03217
OG0001297	Prbb.g_00518	Syat.g_03221
OG0001299	Prbb.g_00669	Syat.g_00401
OG0001300	Prbb.g_00701	Syat.g_01025
OG0001303	Prbb.g_01388	Syat.g_00628
OG0001304	Prbb.g_01052	Syat.g_00690
OG0001305	Prbb.g_00888	Syat.g_00813
OG0001306	Prbb.g_01532	Syat.g_03234
OG0001307	Prbb.g_01609	Syat.g_02082
OG0001308	Prbb.g_01696	Syat.g_01176
OG0001309	Prbb.g_00522	Syat.g_01113
OG0001310	Prbb.g_01834	Syat.g_03066
OG0001311	Prbb.g_01044	Syat.g_00703
OG0001312	Prbb.g_00969	Syat.g_00615
OG0001315	Prbb.g_02023	Syat.g_01634
OG0001317	Prbb.g_00291	Syat.g_01451
OG0001318	Prbb.g_00312	Syat.g_01888
OG0001325	Prbb.g_00718	Syat.g_00664
OG0001326	Prbb.g_01905	Syat.g_02525
OG0001327	Prbb.g_00921	Syat.g_00414
OG0001329	Prbb.g_01782	Syat.g_00097
OG0001331	Prbb.g_01645	Syat.g_01301
OG0001336	Prbb.g_02172	Syat.g_02402
OG0001337	Prbb.g_00383	Syat.g_01621
OG0001345	Prbb.g_01496	Syat.g_00290
OG0001347	Prbb.g_02088	Syat.g_02666
OG0001348	Prbb.g_01125	Syat.g_03316
OG0001351	Prbb.g_00459	Syat.g_01318
OG0001354	Prbb.g_01001	Syat.g_00558
OG0001355	Prbb.g_01781	Syat.g_02589
OG0001356	Prbb.g_01164	Syat.g_01035, Syat.g_01428
OG0001357	Prbb.g_01814	Syat.g_00135
OG0001358	Prbb.g_00621	Syat.g_03319
OG0001360	Prbb.g_01494	Syat.g_00256
OG0001365	Prbb.g_02128	Syat.g_02687
OG0001371	Prbb.g_00684	Syat.g_01490
OG0001373	Prbb.g_01904	Syat.g_02524
OG0001374	Prbb.g_01912	Syat.g_02541
OG0001376	Prbb.g_00899	Syat.g_00841
OG0001377	Prbb.g_00900	Syat.g_00842
OG0001378	Prbb.g_00439	Syat.g_02967
OG0001385	Prbb.g_01901	Syat.g_02521
OG0001386	Prbb.g_01902	Syat.g_02522
OG0001387	Prbb.g_01903	Syat.g_02523
OG0001388	Prbb.g_01906	Syat.g_02526
OG0001389	Prbb.g_01907	Syat.g_02531
OG0001390	Prbb.g_01908	Syat.g_02532
OG0001391	Prbb.g_01909	Syat.g_02533
OG0001392	Prbb.g_01910	Syat.g_02539
OG0001393	Prbb.g_01911	Syat.g_02540
OG0001394	Prbb.g_00948	Syat.g_00450
OG0001396	Prbb.g_02089	Syat.g_01137, Syat.g_02665
OG0001401	Prbb.g_00820	Syat.g_00721
OG0001402	Prbb.g_00625	Syat.g_03314
OG0001403	Prbb.g_00031	Syat.g_02307
OG0001406	Prbb.g_00898	Syat.g_00840
OG0001408	Prbb.g_00097	Syat.g_00211
OG0001409	Prbb.g_01508	Syat.g_01007
OG0001412	Prbb.g_02086	Syat.g_01135
OG0001413	Prbb.g_00759	Syat.g_02775, Syat.g_00853
OG0001415	Prbb.g_00287	Syat.g_00017
OG0001417	Prbb.g_01552	Syat.g_01705
OG0001418	Prbb.g_00690	Syat.g_03267
OG0001420	Prbb.g_01183	Syat.g_01099
OG0001421	Prbb.g_01775	Syat.g_03056
OG0001429	Prbb.g_00961	Syat.g_00627
OG0001430	Prbb.g_00901	Syat.g_03343
OG0001432	Prbb.g_01033	Syat.g_00846
OG0001433	Prbb.g_01163	Syat.g_01429
OG0001434	Prbb.g_00953	Syat.g_00455
OG0001435	Prbb.g_00928	Syat.g_00422
OG0001437	Prbb.g_00286	Syat.g_00016
OG0001439	Prbb.g_00358	Syat.g_02105
OG0001441	Prbb.g_00525	Syat.g_01109
OG0001443	Prbb.g_01896	Syat.g_02649
OG0001451	Prbb.g_00848	Syat.g_02877
OG0001453	Prbb.g_01011	Syat.g_00538
OG0001454	Prbb.g_01280	Syat.g_00189
OG0001456	Prbb.g_01559	Syat.g_02545
OG0001457	Prbb.g_01558	Syat.g_02546
OG0001458	Prbb.g_01557	Syat.g_02547
OG0001460	Prbb.g_01162	Syat.g_01430
OG0001461	Prbb.g_01437	Syat.g_01945
OG0001467	Prbb.g_00115	Syat.g_02457
OG0001470	Prbb.g_00853	Syat.g_02257, Syat.g_02252
OG0001473	Prbb.g_01623	Syat.g_00190
OG0001474	Prbb.g_00399	Syat.g_01607
OG0001475	Prbb.g_00855	Syat.g_01116
OG0001476	Prbb.g_01509	Syat.g_02579, Syat.g_01012
OG0001477	Prbb.g_01415	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001480	Prbb.g_01215	Syat.g_00100
OG0001482	Prbb.g_01089	Syat.g_00549
OG0001484	Prbb.g_01248	Syat.g_02443
OG0001486	Prbb.g_01519	Syat.g_03258
OG0001487	Prbb.g_01724	Syat.g_01355
OG0001488	Prbb.g_01503	Syat.g_00301
OG0001489	Prbb.g_02016	Syat.g_01645
OG0001495	Prbb.g_01944	Syat.g_01833
OG0001496	Prbb.g_01413	Syat.g_00316
OG0001497	Prbb.g_01414	Syat.g_00317
OG0001498	Prbb.g_00417	Syat.g_02954
OG0001505	Prbb.g_00857	Syat.g_01215
OG0001507	Prbb.g_01181	Syat.g_03261
OG0001508	Prbb.g_02096	Syat.g_02258
OG0001509	Prbb.g_02090	Syat.g_01140, Syat.g_01296
OG0001510	Prbb.g_02067	Syat.g_02214
OG0001511	Prbb.g_00167	Syat.g_01580
OG0001512	Prbb.g_01801	Syat.g_01445
OG0001513	Prbb.g_00050	Syat.g_01083
OG0001514	Prbb.g_01412	Syat.g_00315
OG0001515	Prbb.g_00699	Syat.g_00927
OG0001516	Prbb.g_00666	Syat.g_00398
OG0001517	Prbb.g_00395	Syat.g_01613
OG0001518	Prbb.g_02137	Syat.g_02671
OG0001519	Prbb.g_02142	Syat.g_02646
OG0001522	Prbb.g_00816	Syat.g_00642
OG0001523	Prbb.g_01892	Syat.g_01089
OG0001524	Prbb.g_01893	Syat.g_01088
OG0001526	Prbb.g_00955	Syat.g_02907
OG0001528	Prbb.g_00854	Syat.g_01115
OG0001529	Prbb.g_00056	Syat.g_02294
OG0001530	Prbb.g_00166	Syat.g_01578
OG0001531	Prbb.g_00296	Syat.g_01444
OG0001532	Prbb.g_01485	Syat.g_00213
OG0001534	Prbb.g_01053	Syat.g_00689
OG0001535	Prbb.g_01041	Syat.g_00707
OG0001536	Prbb.g_00987	Syat.g_00589
OG0001537	Prbb.g_00945	Syat.g_00441
OG0001538	Prbb.g_00788	Syat.g_00484
OG0001539	Prbb.g_00923	Syat.g_00417
OG0001540	Prbb.g_00188	Syat.g_02924
OG0001541	Prbb.g_00236	Syat.g_02847
OG0001542	Prbb.g_00242	Syat.g_02837
OG0001543	Prbb.g_00896	Syat.g_03229
OG0001544	Prbb.g_02141	Syat.g_02647
OG0001545	Prbb.g_02162	Syat.g_02444, Syat.g_02433
OG0001549	Prbb.g_00846	Syat.g_00799
OG0001556	Prbb.g_01154	Syat.g_01046, Syat.g_03334, Syat.g_03147
OG0001557	Prbb.g_00949	Syat.g_00451
OG0001559	Prbb.g_00165	Syat.g_01577
OG0001560	Prbb.g_00155	Syat.g_01562
OG0001561	Prbb.g_01046	Syat.g_00701
OG0001562	Prbb.g_01035	Syat.g_00523
OG0001563	Prbb.g_02000	Syat.g_01662
OG0001564	Prbb.g_00863	Syat.g_01209
OG0001570	Prbb.g_01331	Syat.g_03269
OG0001575	Prbb.g_00569	Syat.g_00061
OG0001576	Prbb.g_01599	Syat.g_01169
OG0001577	Prbb.g_01522	Syat.g_03255
OG0001578	Prbb.g_01408	Syat.g_00192
OG0001584	Prbb.g_00773	Syat.g_00468
OG0001591	Prbb.g_00676	Syat.g_00411
OG0001613	Prbb.g_02022	Syat.g_01635
OG0001623	Prbb.g_00385	Syat.g_01623, Syat.g_01666
OG0001634	Prbb.g_00672	Syat.g_00404
OG0001642	Prbb.g_01621	Syat.g_00676
OG0001644	Prbb.g_00728	Syat.g_00844
OG0001659	Prbb.g_01489	Syat.g_00219
OG0001673	Prbb.g_00289	Syat.g_01454
OG0001692	Prbb.g_01682	Syat.g_01231
OG0001694	Prbb.g_00333	Syat.g_02062
OG0001695	Prbb.g_02158	Syat.g_02434
OG0001700	Prbb.g_01161	Syat.g_01074
OG0001703	Prbb.g_00481	Syat.g_03164
OG0001715	Prbb.g_01219	Syat.g_01717
OG0001733	Prbb.g_01152	Syat.g_01048
OG0001738	Prbb.g_00371	Syat.g_02127
OG0001739	Prbb.g_02157	Syat.g_02435, Syat.g_02445
OG0001755	Prbb.g_00856	Syat.g_03226
OG0001769	Prbb.g_01441	Syat.g_00373
OG0001816	Prbb.g_00920	Syat.g_00413
OG0001915	Prbb.g_02179	Syat.g_02389
OG0001955	Prbb.g_00092	Syat.g_01670
OG0001956	Prbb.g_00842	Syat.g_00959
OG0001977	Prbb.g_02148	Syat.g_02506
OG0001978	Prbb.g_01808	Syat.g_01141
OG0001979	Prbb.g_00041	Syat.g_03155
OG0001991	Prbb.g_01165	Syat.g_01679
OG0002052	Prbb.g_00894	Syat.g_01022
OG0002229	Prbb.g_02081	Syat.g_02254
OG0002347	Prbb.g_01850	Syat.g_03036
OG0002384	Prbb.g_01567	Syat.g_00943
OG0002808	Prbb.g_00034	Syat.g_02300
