Orthogroup	Prbb	Syai
OG0001114	Prbb.g_01000	Syai.g_01480
OG0001115	Prbb.g_01002	Syai.g_01476
OG0001116	Prbb.g_01003	Syai.g_01474
OG0001117	Prbb.g_01004	Syai.g_01473
OG0001118	Prbb.g_01005	Syai.g_01472
OG0001119	Prbb.g_01006	Syai.g_01470
OG0001120	Prbb.g_01007	Syai.g_01466
OG0001121	Prbb.g_01627	Syai.g_01676
OG0001122	Prbb.g_01038	Syai.g_01437
OG0001123	Prbb.g_01043	Syai.g_01430
OG0001124	Prbb.g_01045	Syai.g_01428
OG0001125	Prbb.g_01047	Syai.g_01426
OG0001126	Prbb.g_01058	Syai.g_02021
OG0001127	Prbb.g_01059	Syai.g_02020
OG0001128	Prbb.g_01062	Syai.g_02017
OG0001129	Prbb.g_01063	Syai.g_02015
OG0001130	Prbb.g_01064	Syai.g_02014
OG0001131	Prbb.g_00897	Syai.g_01281
OG0001132	Prbb.g_01108	Syai.g_01620
OG0001133	Prbb.g_01085	Syai.g_01072
OG0001134	Prbb.g_01887	Syai.g_01745
OG0001135	Prbb.g_01890	Syai.g_01742
OG0001136	Prbb.g_01520	Syai.g_02146
OG0001137	Prbb.g_01507	Syai.g_02126
OG0001138	Prbb.g_01486	Syai.g_01763
OG0001139	Prbb.g_01484	Syai.g_01765
OG0001140	Prbb.g_01483	Syai.g_01766
OG0001141	Prbb.g_01482	Syai.g_01767
OG0001142	Prbb.g_01481	Syai.g_01768
OG0001143	Prbb.g_01474	Syai.g_01778
OG0001144	Prbb.g_01469	Syai.g_01788
OG0001145	Prbb.g_01578	Syai.g_02165
OG0001146	Prbb.g_01590	Syai.g_02185
OG0001147	Prbb.g_01612	Syai.g_00869
OG0001148	Prbb.g_01641	Syai.g_00626
OG0001149	Prbb.g_01642	Syai.g_00625
OG0001150	Prbb.g_01643	Syai.g_00624
OG0001151	Prbb.g_01654	Syai.g_00611
OG0001152	Prbb.g_01655	Syai.g_00610
OG0001153	Prbb.g_01716	Syai.g_00903
OG0001154	Prbb.g_01717	Syai.g_00901
OG0001155	Prbb.g_01733	Syai.g_02298
OG0001156	Prbb.g_01736	Syai.g_02301
OG0001157	Prbb.g_01737	Syai.g_02302
OG0001158	Prbb.g_01738	Syai.g_02303
OG0001159	Prbb.g_01739	Syai.g_02304
OG0001160	Prbb.g_01765	Syai.g_02355
OG0001161	Prbb.g_01555	Syai.g_02803
OG0001162	Prbb.g_01778	Syai.g_01374
OG0001163	Prbb.g_01815	Syai.g_02363
OG0001164	Prbb.g_01819	Syai.g_02369
OG0001165	Prbb.g_01822	Syai.g_02374
OG0001166	Prbb.g_01840	Syai.g_02400
OG0001167	Prbb.g_01858	Syai.g_02254
OG0001168	Prbb.g_01859	Syai.g_02256
OG0001169	Prbb.g_01861	Syai.g_02258
OG0001170	Prbb.g_01863	Syai.g_02260
OG0001171	Prbb.g_01873	Syai.g_02270
OG0001172	Prbb.g_01926	Syai.g_00323
OG0001173	Prbb.g_01927	Syai.g_00324
OG0001174	Prbb.g_01935	Syai.g_00332
OG0001175	Prbb.g_01936	Syai.g_00333
OG0001176	Prbb.g_01947	Syai.g_00352
OG0001177	Prbb.g_01945	Syai.g_00350
OG0001178	Prbb.g_01279	Syai.g_02383
OG0001179	Prbb.g_01984	Syai.g_00385
OG0001180	Prbb.g_02007	Syai.g_00410
OG0001181	Prbb.g_02011	Syai.g_00414
OG0001182	Prbb.g_02019	Syai.g_00423
OG0001183	Prbb.g_02025	Syai.g_00429
OG0001184	Prbb.g_02041	Syai.g_00156
OG0001185	Prbb.g_02056	Syai.g_00117
OG0001186	Prbb.g_02097	Syai.g_00084
OG0001187	Prbb.g_02100	Syai.g_00081
OG0001188	Prbb.g_02102	Syai.g_00078
OG0001189	Prbb.g_02119	Syai.g_00061
OG0001190	Prbb.g_02124	Syai.g_02776
OG0001191	Prbb.g_02134	Syai.g_02788
OG0001192	Prbb.g_02139	Syai.g_02793
OG0001193	Prbb.g_02152	Syai.g_02835
OG0001194	Prbb.g_02153	Syai.g_02838
OG0001195	Prbb.g_02154	Syai.g_02839
OG0001196	Prbb.g_02175	Syai.g_02913
OG0001197	Prbb.g_02177	Syai.g_02915
OG0001198	Prbb.g_02186	Syai.g_02930
OG0001199	Prbb.g_00129	Syai.g_02480
OG0001200	Prbb.g_00131	Syai.g_02482
OG0001202	Prbb.g_00256	Syai.g_02674
OG0001203	Prbb.g_00295	Syai.g_00540
OG0001204	Prbb.g_00301	Syai.g_00312
OG0001205	Prbb.g_00450	Syai.g_02212
OG0001206	Prbb.g_00469	Syai.g_00853
OG0001207	Prbb.g_00480	Syai.g_00629
OG0001208	Prbb.g_00487	Syai.g_00640
OG0001209	Prbb.g_00538	Syai.g_00711
OG0001210	Prbb.g_00543	Syai.g_00720
OG0001211	Prbb.g_00554	Syai.g_00735
OG0001212	Prbb.g_00596	Syai.g_00799
OG0001213	Prbb.g_00630	Syai.g_01082
OG0001214	Prbb.g_00638	Syai.g_01106
OG0001215	Prbb.g_00696	Syai.g_01958
OG0001216	Prbb.g_00715	Syai.g_01388
OG0001217	Prbb.g_00108	Syai.g_01185
OG0001218	Prbb.g_00754	Syai.g_00893
OG0001219	Prbb.g_00960	Syai.g_01561
OG0001220	Prbb.g_00837	Syai.g_02087
OG0001221	Prbb.g_00944	Syai.g_01284
OG0001222	Prbb.g_00893	Syai.g_01516
OG0001223	Prbb.g_01008	Syai.g_01463
OG0001224	Prbb.g_01066	Syai.g_02011
OG0001225	Prbb.g_01068	Syai.g_02009
OG0001227	Prbb.g_01090	Syai.g_02806
OG0001228	Prbb.g_01465	Syai.g_02218
OG0001229	Prbb.g_01201	Syai.g_01986
OG0001230	Prbb.g_01678	Syai.g_00964
OG0001231	Prbb.g_00758	Syai.g_00017
OG0001232	Prbb.g_01844	Syai.g_02410
OG0001233	Prbb.g_01864	Syai.g_02261
OG0001234	Prbb.g_01938	Syai.g_00337
OG0001235	Prbb.g_01942	Syai.g_00343
OG0001236	Prbb.g_02038	Syai.g_00159
OG0001237	Prbb.g_02042	Syai.g_00137
OG0001238	Prbb.g_02135	Syai.g_02789
OG0001239	Prbb.g_00126	Syai.g_02477
OG0001240	Prbb.g_00148	Syai.g_02527
OG0001241	Prbb.g_00157	Syai.g_02537
OG0001242	Prbb.g_00176	Syai.g_02566
OG0001243	Prbb.g_00183	Syai.g_02573
OG0001244	Prbb.g_00199	Syai.g_02605
OG0001245	Prbb.g_01288	Syai.g_02091
OG0001246	Prbb.g_00508	Syai.g_00666
OG0001247	Prbb.g_00689	Syai.g_01380
OG0001248	Prbb.g_00691	Syai.g_01377
OG0001249	Prbb.g_00389	Syai.g_00464
OG0001251	Prbb.g_01913	Syai.g_02845
OG0001252	Prbb.g_01061	Syai.g_02018
OG0001254	Prbb.g_01889	Syai.g_01744
OG0001255	Prbb.g_01534	Syai.g_01915
OG0001256	Prbb.g_01774	Syai.g_02362
OG0001257	Prbb.g_01779	Syai.g_00848
OG0001258	Prbb.g_01820	Syai.g_02372
OG0001259	Prbb.g_01862	Syai.g_02259
OG0001260	Prbb.g_01879	Syai.g_02281
OG0001261	Prbb.g_01992	Syai.g_00394
OG0001262	Prbb.g_02117	Syai.g_00063
OG0001263	Prbb.g_00186	Syai.g_02576
OG0001269	Prbb.g_00836	Syai.g_01699
OG0001273	Prbb.g_00632	Syai.g_01099
OG0001277	Prbb.g_02163	Syai.g_02899
OG0001279	Prbb.g_01196	Syai.g_00991
OG0001280	Prbb.g_01585	Syai.g_02176
OG0001281	Prbb.g_01591	Syai.g_02186
OG0001282	Prbb.g_01640	Syai.g_00627
OG0001283	Prbb.g_02171	Syai.g_02908
OG0001284	Prbb.g_01759	Syai.g_02338
OG0001285	Prbb.g_01847	Syai.g_02866
OG0001286	Prbb.g_02005	Syai.g_00408
OG0001287	Prbb.g_02063	Syai.g_00109
OG0001289	Prbb.g_00142	Syai.g_02504
OG0001290	Prbb.g_00156	Syai.g_02536
OG0001294	Prbb.g_01553, Prbb.g_01628	Syai.g_01242
OG0001295	Prbb.g_01542	Syai.g_00722
OG0001296	Prbb.g_00513	Syai.g_00672
OG0001297	Prbb.g_00518	Syai.g_00676
OG0001299	Prbb.g_00669	Syai.g_01236
OG0001300	Prbb.g_00701	Syai.g_01982
OG0001301	Prbb.g_00703	Syai.g_01995
OG0001302	Prbb.g_00958	Syai.g_01142
OG0001303	Prbb.g_01388	Syai.g_01559
OG0001304	Prbb.g_01052	Syai.g_01418
OG0001305	Prbb.g_00888	Syai.g_02001
OG0001306	Prbb.g_01532	Syai.g_02160
OG0001307	Prbb.g_01609	Syai.g_01717
OG0001308	Prbb.g_01696	Syai.g_00943
OG0001309	Prbb.g_00522	Syai.g_00682
OG0001311	Prbb.g_01044	Syai.g_01429
OG0001312	Prbb.g_00969	Syai.g_01549
OG0001315	Prbb.g_02023	Syai.g_00427
OG0001316	Prbb.g_00197	Syai.g_02593
OG0001317	Prbb.g_00291	Syai.g_00534
OG0001318	Prbb.g_00312	Syai.g_00293
OG0001321	Prbb.g_00456	Syai.g_02195
OG0001322	Prbb.g_00457	Syai.g_02194
OG0001324	Prbb.g_00702	Syai.g_01983
OG0001325	Prbb.g_00718	Syai.g_01392
OG0001326	Prbb.g_01905	Syai.g_02856
OG0001327	Prbb.g_00921	Syai.g_01250
OG0001328	Prbb.g_00940	Syai.g_01278
OG0001330	Prbb.g_01579	Syai.g_02167
OG0001331	Prbb.g_01645	Syai.g_00622
OG0001332	Prbb.g_01731	Syai.g_02293
OG0001334	Prbb.g_02028	Syai.g_00438
OG0001335	Prbb.g_02029	Syai.g_00439
OG0001336	Prbb.g_02172	Syai.g_02909
OG0001337	Prbb.g_00383	Syai.g_00434, Syai.g_00452
OG0001339	Prbb.g_00159	Syai.g_02539
OG0001340	Prbb.g_00384	Syai.g_00453
OG0001343	Prbb.g_00912	Syai.g_02842
OG0001344	Prbb.g_01512	Syai.g_02139
OG0001345	Prbb.g_01496	Syai.g_02110
OG0001346	Prbb.g_01587	Syai.g_02180
OG0001347	Prbb.g_02088	Syai.g_02766
OG0001348	Prbb.g_01125	Syai.g_02033
OG0001350	Prbb.g_00294	Syai.g_00539
OG0001351	Prbb.g_00459	Syai.g_00843
OG0001352	Prbb.g_00685	Syai.g_00700
OG0001354	Prbb.g_01001	Syai.g_01477
OG0001355	Prbb.g_01781	Syai.g_01698
OG0001356	Prbb.g_01164	Syai.g_02032
OG0001357	Prbb.g_01814	Syai.g_00918, Syai.g_01612
OG0001359	Prbb.g_00913	Syai.g_02841
OG0001360	Prbb.g_01494	Syai.g_02107
OG0001362	Prbb.g_01700	Syai.g_00938
OG0001363	Prbb.g_00465	Syai.g_00936
OG0001366	Prbb.g_00047, Prbb.g_01955	Syai.g_02512
OG0001368	Prbb.g_01213, Prbb.g_01193	Syai.g_00313
OG0001370	Prbb.g_01235	Syai.g_02317, Syai.g_02865
OG0001373	Prbb.g_01904	Syai.g_02855
OG0001374	Prbb.g_01912	Syai.g_02863
OG0001375	Prbb.g_00911	Syai.g_02843
OG0001376	Prbb.g_00899	Syai.g_02795
OG0001377	Prbb.g_00900	Syai.g_02794
OG0001378	Prbb.g_00439	Syai.g_02232
OG0001380	Prbb.g_01541	Syai.g_01168
OG0001381	Prbb.g_01637	Syai.g_02819, Syai.g_01723
OG0001385	Prbb.g_01901	Syai.g_02852
OG0001386	Prbb.g_01902	Syai.g_02853
OG0001387	Prbb.g_01903	Syai.g_02854
OG0001388	Prbb.g_01906	Syai.g_02857
OG0001389	Prbb.g_01907	Syai.g_02858
OG0001390	Prbb.g_01908	Syai.g_02859
OG0001391	Prbb.g_01909	Syai.g_02860
OG0001392	Prbb.g_01910	Syai.g_02861
OG0001393	Prbb.g_01911	Syai.g_02862
OG0001394	Prbb.g_00948	Syai.g_01290
OG0001395	Prbb.g_01055	Syai.g_01410
OG0001396	Prbb.g_02089	Syai.g_02765
OG0001397	Prbb.g_01701	Syai.g_00937
OG0001398	Prbb.g_00732	Syai.g_01587
OG0001401	Prbb.g_00820	Syai.g_02046, Syai.g_02047
OG0001402	Prbb.g_00625	Syai.g_01070
OG0001404	Prbb.g_00123	Syai.g_02473
OG0001405	Prbb.g_00377	Syai.g_00441
OG0001406	Prbb.g_00898	Syai.g_02796
OG0001407	Prbb.g_00903	Syai.g_00701
OG0001408	Prbb.g_00097	Syai.g_01831
OG0001413	Prbb.g_00759	Syai.g_01148
OG0001414	Prbb.g_00285	Syai.g_01722
OG0001417	Prbb.g_01552	Syai.g_01478
OG0001419	Prbb.g_00750	Syai.g_00702
OG0001420	Prbb.g_01183	Syai.g_00697
OG0001421	Prbb.g_01775	Syai.g_01621
OG0001422	Prbb.g_01086	Syai.g_02171
OG0001423	Prbb.g_01665, Prbb.g_01664	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Prbb.g_02138	Syai.g_02792
OG0001430	Prbb.g_00901	Syai.g_02768
OG0001432	Prbb.g_01033	Syai.g_01943
OG0001433	Prbb.g_01163	Syai.g_02031
OG0001435	Prbb.g_00928	Syai.g_01256
OG0001439	Prbb.g_00358	Syai.g_00219
OG0001441	Prbb.g_00525	Syai.g_00687
OG0001442	Prbb.g_01667	Syai.g_01305
OG0001443	Prbb.g_01896	Syai.g_02800
OG0001446	Prbb.g_00134	Syai.g_00832
OG0001447	Prbb.g_00184	Syai.g_02574
OG0001453	Prbb.g_01011	Syai.g_01455
OG0001454	Prbb.g_01280	Syai.g_01153
OG0001456	Prbb.g_01559	Syai.g_02873
OG0001457	Prbb.g_01558	Syai.g_02874
OG0001458	Prbb.g_01557	Syai.g_02875
OG0001460	Prbb.g_01162	Syai.g_02030
OG0001461	Prbb.g_01437	Syai.g_01730
OG0001467	Prbb.g_00115	Syai.g_01141
OG0001468	Prbb.g_00910	Syai.g_01144
OG0001470	Prbb.g_00853	Syai.g_02235
OG0001471	Prbb.g_01554	Syai.g_00224
OG0001472	Prbb.g_01371	Syai.g_01931
OG0001473	Prbb.g_01623	Syai.g_01130
OG0001474	Prbb.g_00399	Syai.g_00493
OG0001475	Prbb.g_00855	Syai.g_02237
OG0001476	Prbb.g_01509	Syai.g_02131
OG0001477	Prbb.g_01415	Syai.g_01992
OG0001480	Prbb.g_01215	Syai.g_02088
OG0001482	Prbb.g_01089	Syai.g_01468
OG0001484	Prbb.g_01248	Syai.g_02864
OG0001487	Prbb.g_01724	Syai.g_00894
OG0001488	Prbb.g_01503	Syai.g_02121
OG0001489	Prbb.g_02016	Syai.g_00419
OG0001495	Prbb.g_01944	Syai.g_00349
OG0001496	Prbb.g_01413	Syai.g_01990
OG0001497	Prbb.g_01414	Syai.g_01991
OG0001498	Prbb.g_00417	Syai.g_00518
OG0001499	Prbb.g_00110	Syai.g_00831, Syai.g_01189
OG0001507	Prbb.g_01181	Syai.g_01671
OG0001508	Prbb.g_02096	Syai.g_02234
OG0001510	Prbb.g_02067	Syai.g_00105
OG0001511	Prbb.g_00167	Syai.g_02549
OG0001512	Prbb.g_01801	Syai.g_00541
OG0001513	Prbb.g_00050	Syai.g_00138
OG0001514	Prbb.g_01412	Syai.g_01989
OG0001515	Prbb.g_00699	Syai.g_01978
OG0001516	Prbb.g_00666	Syai.g_01233
OG0001517	Prbb.g_00395	Syai.g_00487
OG0001518	Prbb.g_02137	Syai.g_02791
OG0001519	Prbb.g_02142	Syai.g_02802
OG0001528	Prbb.g_00854	Syai.g_02236
OG0001529	Prbb.g_00056	Syai.g_00054
OG0001530	Prbb.g_00166	Syai.g_02547
OG0001531	Prbb.g_00296	Syai.g_00542
OG0001532	Prbb.g_01485	Syai.g_01764
OG0001534	Prbb.g_01053	Syai.g_01417
OG0001535	Prbb.g_01041	Syai.g_01433
OG0001536	Prbb.g_00987	Syai.g_01508
OG0001537	Prbb.g_00945	Syai.g_01285
OG0001538	Prbb.g_00788	Syai.g_01326
OG0001539	Prbb.g_00923	Syai.g_01252
OG0001540	Prbb.g_00188	Syai.g_02578
OG0001541	Prbb.g_00236	Syai.g_02646
OG0001542	Prbb.g_00242	Syai.g_02655
OG0001543	Prbb.g_00896	Syai.g_02692
OG0001544	Prbb.g_02141	Syai.g_02801
OG0001545	Prbb.g_02162	Syai.g_02898
OG0001548	Prbb.g_01105	Syai.g_01157
OG0001549	Prbb.g_00846	Syai.g_02106
OG0001551	Prbb.g_01898	Syai.g_02028
OG0001552	Prbb.g_01895	Syai.g_01018
OG0001555	Prbb.g_01803	Syai.g_01645
OG0001556	Prbb.g_01154	Syai.g_01757
OG0001557	Prbb.g_00949	Syai.g_01291
OG0001559	Prbb.g_00165	Syai.g_02546
OG0001560	Prbb.g_00155	Syai.g_02535
OG0001561	Prbb.g_01046	Syai.g_01427
OG0001562	Prbb.g_01035	Syai.g_01441
OG0001563	Prbb.g_02000	Syai.g_00403
OG0001564	Prbb.g_00863	Syai.g_02869
OG0001575	Prbb.g_00569	Syai.g_00752
OG0001576	Prbb.g_01599	Syai.g_00817
OG0001577	Prbb.g_01522	Syai.g_02148
OG0001578	Prbb.g_01408	Syai.g_01886, Syai.g_01734, Syai.g_01155
OG0001579	Prbb.g_00381	Syai.g_00447
OG0001582	Prbb.g_01551	Syai.g_01500
OG0001586	Prbb.g_00872	Syai.g_02464, Syai.g_02424
OG0001589	Prbb.g_01866	Syai.g_02263
OG0001591	Prbb.g_00676	Syai.g_01244
OG0001623	Prbb.g_00385	Syai.g_00457
OG0001633	Prbb.g_01920	Syai.g_00995
OG0001634	Prbb.g_00672	Syai.g_01239
OG0001642	Prbb.g_01621	Syai.g_02085
OG0001644	Prbb.g_00728	Syai.g_01406
OG0001656	Prbb.g_00380	Syai.g_00445
OG0001659	Prbb.g_01489	Syai.g_01759
OG0001667	Prbb.g_01206	Syai.g_01923
OG0001673	Prbb.g_00289	Syai.g_00532
OG0001676	Prbb.g_00382	Syai.g_00444
OG0001691	Prbb.g_01056	Syai.g_01064
OG0001692	Prbb.g_01682	Syai.g_00959
OG0001694	Prbb.g_00333	Syai.g_00257
OG0001695	Prbb.g_02158	Syai.g_02894
OG0001700	Prbb.g_01161	Syai.g_01204
OG0001703	Prbb.g_00481	Syai.g_00630
OG0001713	Prbb.g_01131	Syai.g_02130
OG0001715	Prbb.g_01219	Syai.g_01166
OG0001733	Prbb.g_01152	Syai.g_01247
OG0001738	Prbb.g_00371	Syai.g_00204
OG0001739	Prbb.g_02157	Syai.g_02892
OG0001740	Prbb.g_02161	Syai.g_02896
OG0001755	Prbb.g_00856	Syai.g_00681
OG0001758	Prbb.g_01572	Syai.g_01708
OG0001769	Prbb.g_01441	Syai.g_01123
OG0001810	Prbb.g_00709	Syai.g_02591
OG0001816	Prbb.g_00920	Syai.g_01249
OG0001835	Prbb.g_01417	Syai.g_00585, Syai.g_01690
OG0001875	Prbb.g_01573	Syai.g_01707
OG0001876	Prbb.g_01574	Syai.g_01706
OG0001907	Prbb.g_00198	Syai.g_02597
OG0001915	Prbb.g_02179	Syai.g_02922
OG0001916	Prbb.g_00500	Syai.g_00655
OG0001917	Prbb.g_01042	Syai.g_01432
OG0001954	Prbb.g_01209	Syai.g_01600
OG0001979	Prbb.g_00041	Syai.g_01961
OG0001990	Prbb.g_00074	Syai.g_02897
OG0001991	Prbb.g_01165	Syai.g_01203
OG0002018	Prbb.g_02160	Syai.g_02895
OG0002177	Prbb.g_01454	Syai.g_01182
OG0002293	Prbb.g_01079	Syai.g_00879
OG0002380	Prbb.g_01431	Syai.g_00478
OG0002384	Prbb.g_01567, Prbb.g_01308	Syai.g_00598
OG0002507	Prbb.g_01387, Prbb.g_01024	Syai.g_01683
OG0002813	Prbb.g_01268, Prbb.g_01430	Syai.g_02436
OG0002916	Prbb.g_01807	Syai.g_02746
OG0005683	Prbb.g_01568	Syai.g_02518
OG0005684	Prbb.g_01569	Syai.g_02517
