Orthogroup	Prau	Syae
OG0001174	Prau.g_01806	Syae.g_02045
OG0001175	Prau.g_01807	Syae.g_02046
OG0001176	Prau.g_01814	Syae.g_02076
OG0001177	Prau.g_01817	Syae.g_02073
OG0001178	Prau.g_01822	Syae.g_01168
OG0001179	Prau.g_01853	Syae.g_02106
OG0001180	Prau.g_01875	Syae.g_02130
OG0001181	Prau.g_01879	Syae.g_02134
OG0001182	Prau.g_01886	Syae.g_02143
OG0001183	Prau.g_01890	Syae.g_02147
OG0001184	Prau.g_01906	Syae.g_01862
OG0001185	Prau.g_01920	Syae.g_01835
OG0001188	Prau.g_01950	Syae.g_01783
OG0001189	Prau.g_01967	Syae.g_01767
OG0001190	Prau.g_01971	Syae.g_01567
OG0001191	Prau.g_01981	Syae.g_01580
OG0001192	Prau.g_01985	Syae.g_01587
OG0001193	Prau.g_01995	Syae.g_01617
OG0001194	Prau.g_01996	Syae.g_01625
OG0001195	Prau.g_01997	Syae.g_01626
OG0001196	Prau.g_02010	Syae.g_01695
OG0001197	Prau.g_02011	Syae.g_01697
OG0001198	Prau.g_02019	Syae.g_01709
OG0001199	Prau.g_00075	Syae.g_01291
OG0001200	Prau.g_00077	Syae.g_01293
OG0001201	Prau.g_00109	Syae.g_01364
OG0001202	Prau.g_00200	Syae.g_01494
OG0001203	Prau.g_00239	Syae.g_02240
OG0001204	Prau.g_00245	Syae.g_02022
OG0001205	Prau.g_00486	Syae.g_00984
OG0001206	Prau.g_00504	Syae.g_02502
OG0001207	Prau.g_00518	Syae.g_02300
OG0001208	Prau.g_00523	Syae.g_02311
OG0001209	Prau.g_00575	Syae.g_02377
OG0001210	Prau.g_00580	Syae.g_02387
OG0001211	Prau.g_00590	Syae.g_02403
OG0001212	Prau.g_00634	Syae.g_02460
OG0001213	Prau.g_00669	Syae.g_00062
OG0001214	Prau.g_00677	Syae.g_00076
OG0001215	Prau.g_00730	Syae.g_00757
OG0001216	Prau.g_00757	Syae.g_00470
OG0001217	Prau.g_00800	Syae.g_00151
OG0001218	Prau.g_00809	Syae.g_02605
OG0001219	Prau.g_00843	Syae.g_00312
OG0001220	Prau.g_00906	Syae.g_00880
OG0001221	Prau.g_00967	Syae.g_00559
OG0001222	Prau.g_01007	Syae.g_00347
OG0001223	Prau.g_01033	Syae.g_00392
OG0001224	Prau.g_01085	Syae.g_00797
OG0001225	Prau.g_01087	Syae.g_00795
OG0001226	Prau.g_01112	Syae.g_00135
OG0001227	Prau.g_01130	Syae.g_01600
OG0001228	Prau.g_01251	Syae.g_01004
OG0001229	Prau.g_01407	Syae.g_00771
OG0001230	Prau.g_01520	Syae.g_02662
OG0001231	Prau.g_01628	Syae.g_01729
OG0001232	Prau.g_01755	Syae.g_01197
OG0001233	Prau.g_01775	Syae.g_01038
OG0001234	Prau.g_01809	Syae.g_02050
OG0001235	Prau.g_01819	Syae.g_02066
OG0001236	Prau.g_01903	Syae.g_01867
OG0001237	Prau.g_01907	Syae.g_01860
OG0001238	Prau.g_01982	Syae.g_01582
OG0001240	Prau.g_00094	Syae.g_01347
OG0001241	Prau.g_00102	Syae.g_01357
OG0001242	Prau.g_00120	Syae.g_01387
OG0001243	Prau.g_00126	Syae.g_01395
OG0001244	Prau.g_00142	Syae.g_01425
OG0001245	Prau.g_00383	Syae.g_00149
OG0001246	Prau.g_00545	Syae.g_02337
OG0001247	Prau.g_00723	Syae.g_00482
OG0001248	Prau.g_00725	Syae.g_00485
OG0001249	Prau.g_00832	Syae.g_02186
OG0001250	Prau.g_00894	Syae.g_00841
OG0001251	Prau.g_00943	Syae.g_01632
OG0001252	Prau.g_01080	Syae.g_00804
OG0001253	Prau.g_01131	Syae.g_00243
OG0001254	Prau.g_01176	Syae.g_00637
OG0001255	Prau.g_01191	Syae.g_00667
OG0001256	Prau.g_01621	Syae.g_01149
OG0001257	Prau.g_01627	Syae.g_00295
OG0001258	Prau.g_01729	Syae.g_01159
OG0001259	Prau.g_01773	Syae.g_01036
OG0001260	Prau.g_01789	Syae.g_01058
OG0001261	Prau.g_01861	Syae.g_02115
OG0001262	Prau.g_01965	Syae.g_01769
OG0001263	Prau.g_00129	Syae.g_01399
OG0001264	Prau.g_01268	Syae.g_01222
OG0001265	Prau.g_00119	Syae.g_01385
OG0001266	Prau.g_00204	Syae.g_01498
OG0001267	Prau.g_00282	Syae.g_01969
OG0001268	Prau.g_00341	Syae.g_02198
OG0001269	Prau.g_00361	Syae.g_00225
OG0001270	Prau.g_00475	Syae.g_00997
OG0001271	Prau.g_00513	Syae.g_02527
OG0001272	Prau.g_00527	Syae.g_02315
OG0001273	Prau.g_00671	Syae.g_00069
OG0001274	Prau.g_00743	Syae.g_01535
OG0001275	Prau.g_01043	Syae.g_00407
OG0001276	Prau.g_01064	Syae.g_00423
OG0001277	Prau.g_01120	Syae.g_01677
OG0001278	Prau.g_01256	Syae.g_00697
OG0001279	Prau.g_01320	Syae.g_00007
OG0001280	Prau.g_01370	Syae.g_00958
OG0001281	Prau.g_01376	Syae.g_00969
OG0001282	Prau.g_01410	Syae.g_02298
OG0001283	Prau.g_01429	Syae.g_01688
OG0001284	Prau.g_01601	Syae.g_01132
OG0001285	Prau.g_01758	Syae.g_00237
OG0001287	Prau.g_01927	Syae.g_01827
OG0001288	Prau.g_01936	Syae.g_01815
OG0001289	Prau.g_00088	Syae.g_01330
OG0001290	Prau.g_00101	Syae.g_01356
OG0001291	Prau.g_00136	Syae.g_01409
OG0001292	Prau.g_00250	Syae.g_02017
OG0001293	Prau.g_00263	Syae.g_01996
OG0001294	Prau.g_00381	Syae.g_00593
OG0001295	Prau.g_00509	Syae.g_02389
OG0001296	Prau.g_00550	Syae.g_02343
OG0001297	Prau.g_00555	Syae.g_02347
OG0001298	Prau.g_00616	Syae.g_02439
OG0001299	Prau.g_00706	Syae.g_00599
OG0001300	Prau.g_00733	Syae.g_00766
OG0001301	Prau.g_00736	Syae.g_00780
OG0001302	Prau.g_00841	Syae.g_00110
OG0001303	Prau.g_01047	Syae.g_00314
OG0001304	Prau.g_01074	Syae.g_00436
OG0001305	Prau.g_01093	Syae.g_00786
OG0001306	Prau.g_01193	Syae.g_00943
OG0001307	Prau.g_01392	Syae.g_02059
OG0001310	Prau.g_01744	Syae.g_01178
OG0001311	Prau.g_01066	Syae.g_00425
OG0001313	Prau.g_00752	Syae.g_02509
OG0001315	Prau.g_00063	Syae.g_02145
OG0001316	Prau.g_00141	Syae.g_01415
OG0001317	Prau.g_00235	Syae.g_02235
OG0001318	Prau.g_00258	Syae.g_02004
OG0001319	Prau.g_00274	Syae.g_01980
OG0001321	Prau.g_00492	Syae.g_00978
OG0001322	Prau.g_00493	Syae.g_00977
OG0001323	Prau.g_00560	Syae.g_02355
OG0001324	Prau.g_00734	Syae.g_00767
OG0001325	Prau.g_00760	Syae.g_00465
OG0001326	Prau.g_00931	Syae.g_01641
OG0001327	Prau.g_01104	Syae.g_00586
OG0001328	Prau.g_01129	Syae.g_00565
OG0001330	Prau.g_01345	Syae.g_00950
OG0001331	Prau.g_01415	Syae.g_02293
OG0001332	Prau.g_01574	Syae.g_01077
OG0001333	Prau.g_01769	Syae.g_01032
OG0001334	Prau.g_01893	Syae.g_02156
OG0001335	Prau.g_01894	Syae.g_02157
OG0001336	Prau.g_02007	Syae.g_01689
OG0001339	Prau.g_00104	Syae.g_01359
OG0001340	Prau.g_00330	Syae.g_02176
OG0001341	Prau.g_00798	Syae.g_00737
OG0001342	Prau.g_00836	Syae.g_02559
OG0001343	Prau.g_00940	Syae.g_01629
OG0001344	Prau.g_01210	Syae.g_00916
OG0001345	Prau.g_01225	Syae.g_00886
OG0001346	Prau.g_01372	Syae.g_00962
OG0001349	Prau.g_01530	Syae.g_01228, Syae.g_01245
OG0001350	Prau.g_00784	Syae.g_02239
OG0001351	Prau.g_00495	Syae.g_02492
OG0001352	Prau.g_00720	Syae.g_00666
OG0001355	Prau.g_01657, Prau.g_01309	Syae.g_00120
OG0001358	Prau.g_00660	Syae.g_00046
OG0001359	Prau.g_00941	Syae.g_01628
OG0001360	Prau.g_01132	Syae.g_00883
OG0001361	Prau.g_01222	Syae.g_00889
OG0001362	Prau.g_01545	Syae.g_02637
OG0001363	Prau.g_01547	Syae.g_02635
OG0001364	Prau.g_01896	Syae.g_01883
OG0001369	Prau.g_00093	Syae.g_01346
OG0001370	Prau.g_00501	Syae.g_01270, Syae.g_00109
OG0001373	Prau.g_00930	Syae.g_01640
OG0001374	Prau.g_00938	Syae.g_01648
OG0001375	Prau.g_00939	Syae.g_01630
OG0001376	Prau.g_01098	Syae.g_01589
OG0001377	Prau.g_01099	Syae.g_01588
OG0001378	Prau.g_01141	Syae.g_00998
OG0001382	Prau.g_01640	Syae.g_02490
OG0001385	Prau.g_00927	Syae.g_01637
OG0001386	Prau.g_00928	Syae.g_01638
OG0001387	Prau.g_00929	Syae.g_01639
OG0001388	Prau.g_00932	Syae.g_01642
OG0001389	Prau.g_00933	Syae.g_01643
OG0001390	Prau.g_00934	Syae.g_01644
OG0001391	Prau.g_00935	Syae.g_01645
OG0001392	Prau.g_00936	Syae.g_01646
OG0001393	Prau.g_00937	Syae.g_01647
OG0001394	Prau.g_00971	Syae.g_00553
OG0001395	Prau.g_01076	Syae.g_00446
OG0001397	Prau.g_01546	Syae.g_02636
OG0001398	Prau.g_01653	Syae.g_00289
OG0001404	Prau.g_00070	Syae.g_01283
OG0001405	Prau.g_00328	Syae.g_02159
OG0001406	Prau.g_01097	Syae.g_01590
OG0001407	Prau.g_01110	Syae.g_02368
OG0001408	Prau.g_01115	Syae.g_00712
OG0001410	Prau.g_01393	Syae.g_02060
OG0001413	Prau.g_01616	Syae.g_00123
OG0001416	Prau.g_00500	Syae.g_00966
OG0001417	Prau.g_00511	Syae.g_00378
OG0001419	Prau.g_01111	Syae.g_02369
OG0001420	Prau.g_01150	Syae.g_00727, Syae.g_02365
OG0001421	Prau.g_01622	Syae.g_00241
OG0001422	Prau.g_01645	Syae.g_00953
OG0001428	Prau.g_00173	Syae.g_01456
OG0001429	Prau.g_00844	Syae.g_00315
OG0001430	Prau.g_01341	Syae.g_01560
OG0001432	Prau.g_01614	Syae.g_00742
OG0001434	Prau.g_00976	Syae.g_00548
OG0001436	Prau.g_01480	Syae.g_01889, Syae.g_01888
OG0001438	Prau.g_00295	Syae.g_01954
OG0001439	Prau.g_00309	Syae.g_01929
OG0001442	Prau.g_00791	Syae.g_00538
OG0001447	Prau.g_00127	Syae.g_01396
OG0001449	Prau.g_00405	Syae.g_02253
OG0001452	Prau.g_00944	Syae.g_02009
OG0001453	Prau.g_01037	Syae.g_00399
OG0001454	Prau.g_01125	Syae.g_00131
OG0001456	Prau.g_01184	Syae.g_01650
OG0001457	Prau.g_01185	Syae.g_01651
OG0001458	Prau.g_01186	Syae.g_01652
OG0001462	Prau.g_00033	Syae.g_01754
OG0001465	Prau.g_00742	Syae.g_00475
OG0001468	Prau.g_01102	Syae.g_00113
OG0001470	Prau.g_01463, Prau.g_01472	Syae.g_01006
OG0001471	Prau.g_01617	Syae.g_01934
OG0001473	Prau.g_01944	Syae.g_00107
OG0001474	Prau.g_00342	Syae.g_02199
OG0001475	Prau.g_01474	Syae.g_01008
OG0001479	Prau.g_00339	Syae.g_02196
OG0001482	Prau.g_00498	Syae.g_00388
OG0001484	Prau.g_01709	Syae.g_01649
OG0001492	Prau.g_01253	Syae.g_00694
OG0001493	Prau.g_01261	Syae.g_00702
OG0001495	Prau.g_01816	Syae.g_02072
OG0001499	Prau.g_00062	Syae.g_00216
OG0001502	Prau.g_00824	Syae.g_00874
OG0001507	Prau.g_01664	Syae.g_00192
OG0001508	Prau.g_01462	Syae.g_01005
OG0001520	Prau.g_00397	Syae.g_02425
OG0001528	Prau.g_01473, Prau.g_01464	Syae.g_01007
OG0001547	Prau.g_00826	Syae.g_00293
OG0001548	Prau.g_01719, Prau.g_00830	Syae.g_00142
OG0001549	Prau.g_00913	Syae.g_00882
OG0001551	Prau.g_01183	Syae.g_00815
OG0001554	Prau.g_01623	Syae.g_01565
OG0001557	Prau.g_00972	Syae.g_00552
OG0001564	Prau.g_01501, Prau.g_01505	Syae.g_02485
OG0001567	Prau.g_00825	Syae.g_00291
OG0001568	Prau.g_00827	Syae.g_00297
OG0001570	Prau.g_01152	Syae.g_00278
OG0001572	Prau.g_01308	Syae.g_00134
OG0001582	Prau.g_00510	Syae.g_00443
OG0001585	Prau.g_01323	Syae.g_02396, Syae.g_00440
OG0001586	Prau.g_01467, Prau.g_01484	Syae.g_01215
OG0001602	Prau.g_00741	Syae.g_00476
OG0001625	Prau.g_00260	Syae.g_02002
OG0001627	Prau.g_00805	Syae.g_01079
OG0001647	Prau.g_00275	Syae.g_01978
OG0001667	Prau.g_01348	Syae.g_00731
OG0001712	Prau.g_00418	Syae.g_00150
OG0001746	Prau.g_01296	Syae.g_01064
OG0001897	Prau.g_01280	Syae.g_02202
OG0001924	Prau.g_01691	Syae.g_00038
OG0001925	Prau.g_01692	Syae.g_00037
OG0001926	Prau.g_01693	Syae.g_00036
OG0001927	Prau.g_01694	Syae.g_00035
OG0001993	Prau.g_01689	Syae.g_00040
OG0001994	Prau.g_01690	Syae.g_00039
OG0002001	Prau.g_01712	Syae.g_01315
OG0002063	Prau.g_01671	Syae.g_00714
OG0002112	Prau.g_00409	Syae.g_01941
OG0002156	Prau.g_00045	Syae.g_02681
OG0002157	Prau.g_00410	Syae.g_01940
OG0002158	Prau.g_00408	Syae.g_01942
OG0002244	Prau.g_01663	Syae.g_00191
OG0002248	Prau.g_01722	Syae.g_00768
OG0002478	Prau.g_00421	Syae.g_01214
OG0002488	Prau.g_01497	Syae.g_01882
OG0002518	Prau.g_00454	Syae.g_00206
OG0002651	Prau.g_01490	Syae.g_01225, Syae.g_01209
OG0002934	Prau.g_00450	Syae.g_02546
OG0002935	Prau.g_01314	Syae.g_01807
OG0003814	Prau.g_01493	Syae.g_01863
