Orthogroup	Prau	Syaj
OG0001125	Prau.g_01068	Syaj.g_00806
OG0001126	Prau.g_01078	Syaj.g_00413
OG0001127	Prau.g_01079	Syaj.g_00414
OG0001128	Prau.g_01081	Syaj.g_00417
OG0001129	Prau.g_01082	Syaj.g_00419
OG0001130	Prau.g_01083	Syaj.g_00420
OG0001131	Prau.g_01118	Syaj.g_01070
OG0001132	Prau.g_01127	Syaj.g_01166
OG0001133	Prau.g_01160	Syaj.g_01302
OG0001134	Prau.g_01174	Syaj.g_00645
OG0001136	Prau.g_01204	Syaj.g_00300
OG0001137	Prau.g_01214	Syaj.g_00318
OG0001138	Prau.g_01232	Syaj.g_00620
OG0001139	Prau.g_01233	Syaj.g_00618
OG0001140	Prau.g_01234	Syaj.g_00617
OG0001141	Prau.g_01235	Syaj.g_00616
OG0001142	Prau.g_01236	Syaj.g_00615
OG0001143	Prau.g_01243	Syaj.g_00602
OG0001144	Prau.g_01248	Syaj.g_00588
OG0001145	Prau.g_01362	Syaj.g_00276
OG0001146	Prau.g_01375	Syaj.g_01518
OG0001147	Prau.g_01395	Syaj.g_01438
OG0001148	Prau.g_01411	Syaj.g_00057
OG0001149	Prau.g_01412	Syaj.g_00056
OG0001150	Prau.g_01413	Syaj.g_00055
OG0001151	Prau.g_01424	Syaj.g_00043
OG0001152	Prau.g_01425	Syaj.g_00040
OG0001153	Prau.g_01563	Syaj.g_01425
OG0001154	Prau.g_01564	Syaj.g_01426
OG0001155	Prau.g_01576	Syaj.g_01637
OG0001156	Prau.g_01579	Syaj.g_01640
OG0001157	Prau.g_01580	Syaj.g_01641
OG0001158	Prau.g_01581	Syaj.g_01643
OG0001159	Prau.g_01582	Syaj.g_01644
OG0001160	Prau.g_01606	Syaj.g_01697
OG0001161	Prau.g_01619	Syaj.g_02148
OG0001162	Prau.g_01630	Syaj.g_00979
OG0001163	Prau.g_01724	Syaj.g_01705
OG0001164	Prau.g_01728	Syaj.g_01711
OG0001165	Prau.g_01731	Syaj.g_01716
OG0001166	Prau.g_01751	Syaj.g_01746
OG0001167	Prau.g_01768	Syaj.g_01592
OG0001168	Prau.g_01770	Syaj.g_01594
OG0001169	Prau.g_01772	Syaj.g_01596
OG0001170	Prau.g_01774	Syaj.g_01597
OG0001171	Prau.g_01783	Syaj.g_01607
OG0001172	Prau.g_01797	Syaj.g_02641
OG0001173	Prau.g_01798	Syaj.g_02642
OG0001174	Prau.g_01806	Syaj.g_02650
OG0001175	Prau.g_01807	Syaj.g_02651
OG0001176	Prau.g_01814	Syaj.g_02688
OG0001177	Prau.g_01817	Syaj.g_02685
OG0001178	Prau.g_01822	Syaj.g_01726
OG0001179	Prau.g_01853	Syaj.g_02719
OG0001180	Prau.g_01875	Syaj.g_02744
OG0001181	Prau.g_01879	Syaj.g_02748
OG0001182	Prau.g_01886	Syaj.g_02757
OG0001183	Prau.g_01890	Syaj.g_02762
OG0001184	Prau.g_01906	Syaj.g_02449
OG0001185	Prau.g_01920	Syaj.g_02423
OG0001186	Prau.g_01943	Syaj.g_02339
OG0001187	Prau.g_01947	Syaj.g_02369
OG0001188	Prau.g_01950	Syaj.g_02336
OG0001189	Prau.g_01967	Syaj.g_02318
OG0001190	Prau.g_01971	Syaj.g_02111
OG0001191	Prau.g_01981	Syaj.g_02128
OG0001192	Prau.g_01985	Syaj.g_02138
OG0001193	Prau.g_01995	Syaj.g_02178
OG0001194	Prau.g_01996	Syaj.g_02180
OG0001195	Prau.g_01997	Syaj.g_02181
OG0001196	Prau.g_02010	Syaj.g_02244
OG0001197	Prau.g_02011	Syaj.g_02246
OG0001198	Prau.g_02019	Syaj.g_02259
OG0001199	Prau.g_00075	Syaj.g_01825
OG0001200	Prau.g_00077	Syaj.g_01827
OG0001201	Prau.g_00109	Syaj.g_01888
OG0001202	Prau.g_00200	Syaj.g_02032
OG0001203	Prau.g_00239	Syaj.g_02877
OG0001204	Prau.g_00245	Syaj.g_02621
OG0001205	Prau.g_00486	Syaj.g_01545
OG0001206	Prau.g_00504	Syaj.g_01484
OG0001207	Prau.g_00518	Syaj.g_00061
OG0001208	Prau.g_00523	Syaj.g_00074
OG0001209	Prau.g_00575	Syaj.g_00147
OG0001210	Prau.g_00580	Syaj.g_00158
OG0001211	Prau.g_00590	Syaj.g_00184
OG0001212	Prau.g_00634	Syaj.g_00246
OG0001214	Prau.g_00677	Syaj.g_01281
OG0001215	Prau.g_00730	Syaj.g_00492
OG0001216	Prau.g_00757	Syaj.g_00958
OG0001218	Prau.g_00809	Syaj.g_01434
OG0001219	Prau.g_00843	Syaj.g_00782
OG0001220	Prau.g_00906	Syaj.g_00345
OG0001221	Prau.g_00967	Syaj.g_01067
OG0001222	Prau.g_01007	Syaj.g_00911
OG0001223	Prau.g_01033	Syaj.g_00844
OG0001224	Prau.g_01085	Syaj.g_00423
OG0001225	Prau.g_01087	Syaj.g_00425
OG0001227	Prau.g_01130	Syaj.g_02152
OG0001228	Prau.g_01251	Syaj.g_01565
OG0001229	Prau.g_01407	Syaj.g_00451
OG0001231	Prau.g_01628	Syaj.g_02279
OG0001232	Prau.g_01755	Syaj.g_01757
OG0001233	Prau.g_01775	Syaj.g_01598
OG0001234	Prau.g_01809	Syaj.g_02655
OG0001235	Prau.g_01819	Syaj.g_02679
OG0001236	Prau.g_01903	Syaj.g_02453
OG0001237	Prau.g_01907	Syaj.g_02447
OG0001240	Prau.g_00094	Syaj.g_01871
OG0001242	Prau.g_00120	Syaj.g_01913
OG0001243	Prau.g_00126	Syaj.g_01926
OG0001244	Prau.g_00142	Syaj.g_01960
OG0001246	Prau.g_00545	Syaj.g_00100
OG0001247	Prau.g_00723	Syaj.g_00973
OG0001248	Prau.g_00725	Syaj.g_00978
OG0001250	Prau.g_00894	Syaj.g_00375
OG0001251	Prau.g_00943	Syaj.g_02187
OG0001252	Prau.g_01080	Syaj.g_00416
OG0001253	Prau.g_01131	Syaj.g_01165
OG0001254	Prau.g_01176	Syaj.g_00646
OG0001256	Prau.g_01621	Syaj.g_01704
OG0001257	Prau.g_01627	Syaj.g_01342
OG0001258	Prau.g_01729	Syaj.g_01714
OG0001260	Prau.g_01789	Syaj.g_01617
OG0001261	Prau.g_01861	Syaj.g_02728
OG0001262	Prau.g_01965	Syaj.g_02320
OG0001263	Prau.g_00129	Syaj.g_01929
OG0001265	Prau.g_00119	Syaj.g_01911
OG0001266	Prau.g_00204	Syaj.g_02036
OG0001267	Prau.g_00282	Syaj.g_02565
OG0001268	Prau.g_00341	Syaj.g_02811
OG0001270	Prau.g_00475	Syaj.g_01558
OG0001271	Prau.g_00513	Syaj.g_01447
OG0001272	Prau.g_00527	Syaj.g_00078
OG0001273	Prau.g_00671	Syaj.g_01288
OG0001274	Prau.g_00743	Syaj.g_02077
OG0001275	Prau.g_01043	Syaj.g_00827
OG0001276	Prau.g_01064	Syaj.g_00811
OG0001277	Prau.g_01120	Syaj.g_02227
OG0001278	Prau.g_01256	Syaj.g_00575
OG0001279	Prau.g_01320	Syaj.g_01356
OG0001280	Prau.g_01370	Syaj.g_01508
OG0001281	Prau.g_01376	Syaj.g_01519
OG0001282	Prau.g_01410	Syaj.g_00058
OG0001283	Prau.g_01429	Syaj.g_02238
OG0001284	Prau.g_01601	Syaj.g_01688
OG0001285	Prau.g_01758	Syaj.g_01170
OG0001286	Prau.g_01873	Syaj.g_02742
OG0001287	Prau.g_01927	Syaj.g_02415
OG0001288	Prau.g_01936	Syaj.g_02394
OG0001289	Prau.g_00088	Syaj.g_01845
OG0001290	Prau.g_00101	Syaj.g_01880
OG0001291	Prau.g_00136	Syaj.g_01939
OG0001292	Prau.g_00250	Syaj.g_02616
OG0001293	Prau.g_00263	Syaj.g_02594
OG0001294	Prau.g_00381	Syaj.g_00722
OG0001295	Prau.g_00509	Syaj.g_00161
OG0001296	Prau.g_00550	Syaj.g_00106
OG0001297	Prau.g_00555	Syaj.g_00110
OG0001298	Prau.g_00616	Syaj.g_00221
OG0001299	Prau.g_00706	Syaj.g_00716
OG0001300	Prau.g_00733	Syaj.g_00479
OG0001301	Prau.g_00736	Syaj.g_00440
OG0001302	Prau.g_00841	Syaj.g_01251
OG0001303	Prau.g_01047	Syaj.g_00784
OG0001304	Prau.g_01074	Syaj.g_00795
OG0001305	Prau.g_01093	Syaj.g_00433
OG0001306	Prau.g_01193	Syaj.g_00285
OG0001307	Prau.g_01392	Syaj.g_02672
OG0001309	Prau.g_01625	Syaj.g_00116
OG0001310	Prau.g_01744	Syaj.g_01735
OG0001311	Prau.g_01066	Syaj.g_00809
OG0001313	Prau.g_00752	Syaj.g_01471, Syaj.g_01472
OG0001315	Prau.g_00063	Syaj.g_02760
OG0001316	Prau.g_00141	Syaj.g_01946
OG0001317	Prau.g_00235	Syaj.g_02857
OG0001319	Prau.g_00274	Syaj.g_02576
OG0001321	Prau.g_00492	Syaj.g_01528
OG0001322	Prau.g_00493	Syaj.g_01527
OG0001323	Prau.g_00560	Syaj.g_00119
OG0001324	Prau.g_00734	Syaj.g_00478
OG0001325	Prau.g_00760	Syaj.g_00953
OG0001326	Prau.g_00931	Syaj.g_02196
OG0001327	Prau.g_01104	Syaj.g_00729
OG0001328	Prau.g_01129	Syaj.g_00764
OG0001329	Prau.g_01168	Syaj.g_00028
OG0001330	Prau.g_01345	Syaj.g_01501
OG0001332	Prau.g_01574	Syaj.g_01631
OG0001333	Prau.g_01769	Syaj.g_01593
OG0001334	Prau.g_01893	Syaj.g_02770
OG0001335	Prau.g_01894	Syaj.g_02771
OG0001336	Prau.g_02007	Syaj.g_02239
OG0001339	Prau.g_00104	Syaj.g_01883
OG0001340	Prau.g_00330	Syaj.g_02787
OG0001341	Prau.g_00798	Syaj.g_00449
OG0001343	Prau.g_00940	Syaj.g_02184
OG0001344	Prau.g_01210	Syaj.g_00307
OG0001345	Prau.g_01225	Syaj.g_00337
OG0001346	Prau.g_01372	Syaj.g_01512
OG0001349	Prau.g_01530	Syaj.g_01763
OG0001350	Prau.g_00784	Syaj.g_02876
OG0001351	Prau.g_00495	Syaj.g_00272
OG0001352	Prau.g_00720	Syaj.g_00136
OG0001355	Prau.g_01657, Prau.g_01309	Syaj.g_01244
OG0001358	Prau.g_00660	Syaj.g_01309
OG0001359	Prau.g_00941	Syaj.g_02183
OG0001360	Prau.g_01132	Syaj.g_00340
OG0001361	Prau.g_01222	Syaj.g_00334
OG0001362	Prau.g_01545	Syaj.g_01396
OG0001363	Prau.g_01547	Syaj.g_01398
OG0001364	Prau.g_01896	Syaj.g_02473
OG0001369	Prau.g_00093	Syaj.g_01870
OG0001370	Prau.g_00501	Syaj.g_01171, Syaj.g_01672, Syaj.g_01252
OG0001373	Prau.g_00930	Syaj.g_02195
OG0001374	Prau.g_00938	Syaj.g_02203
OG0001375	Prau.g_00939	Syaj.g_02185
OG0001376	Prau.g_01098	Syaj.g_02140
OG0001377	Prau.g_01099	Syaj.g_02139
OG0001378	Prau.g_01141	Syaj.g_01559
OG0001381	Prau.g_01403	Syaj.g_00405, Syaj.g_02663
OG0001382	Prau.g_01640	Syaj.g_00685
OG0001385	Prau.g_00927	Syaj.g_02192
OG0001386	Prau.g_00928	Syaj.g_02193
OG0001387	Prau.g_00929	Syaj.g_02194
OG0001388	Prau.g_00932	Syaj.g_02197
OG0001389	Prau.g_00933	Syaj.g_02198
OG0001390	Prau.g_00934	Syaj.g_02199
OG0001391	Prau.g_00935	Syaj.g_02200
OG0001392	Prau.g_00936	Syaj.g_02201
OG0001393	Prau.g_00937	Syaj.g_02202
OG0001394	Prau.g_00971	Syaj.g_01059
OG0001395	Prau.g_01076	Syaj.g_00935
OG0001397	Prau.g_01546	Syaj.g_01397
OG0001398	Prau.g_01653	Syaj.g_01116
OG0001404	Prau.g_00070	Syaj.g_01817
OG0001405	Prau.g_00328	Syaj.g_02773
OG0001406	Prau.g_01097	Syaj.g_02141
OG0001407	Prau.g_01110	Syaj.g_00137
OG0001408	Prau.g_01115	Syaj.g_00561
OG0001410	Prau.g_01393	Syaj.g_02673
OG0001413	Prau.g_01616	Syaj.g_01241
OG0001414	Prau.g_00230	Syaj.g_02664
OG0001416	Prau.g_00500	Syaj.g_01516
OG0001417	Prau.g_00511	Syaj.g_00858
OG0001419	Prau.g_01111	Syaj.g_00138
OG0001420	Prau.g_01150	Syaj.g_00131
OG0001421	Prau.g_01622	Syaj.g_01235, Syaj.g_01167
OG0001428	Prau.g_00173	Syaj.g_01993
OG0001430	Prau.g_01341	Syaj.g_02104
OG0001432	Prau.g_01614	Syaj.g_00509
OG0001434	Prau.g_00976	Syaj.g_01054
OG0001436	Prau.g_01480	Syaj.g_02479, Syaj.g_02478
OG0001438	Prau.g_00295	Syaj.g_02550
OG0001439	Prau.g_00309	Syaj.g_02520
OG0001446	Prau.g_00080	Syaj.g_00527
OG0001447	Prau.g_00127	Syaj.g_01927
OG0001448	Prau.g_00369	Syaj.g_01813
OG0001449	Prau.g_00405	Syaj.g_02625
OG0001452	Prau.g_00944	Syaj.g_02607
OG0001453	Prau.g_01037	Syaj.g_00838
OG0001454	Prau.g_01125	Syaj.g_01231
OG0001456	Prau.g_01184	Syaj.g_02205
OG0001457	Prau.g_01185	Syaj.g_02206
OG0001458	Prau.g_01186	Syaj.g_02207
OG0001462	Prau.g_00033	Syaj.g_02304
OG0001463	Prau.g_00288	Syaj.g_00403
OG0001464	Prau.g_00331	Syaj.g_02788
OG0001465	Prau.g_00742	Syaj.g_00968
OG0001470	Prau.g_01463, Prau.g_01472	Syaj.g_01567
OG0001471	Prau.g_01617	Syaj.g_02526
OG0001473	Prau.g_01944	Syaj.g_01255
OG0001474	Prau.g_00342	Syaj.g_02812
OG0001475	Prau.g_01474	Syaj.g_01569
OG0001479	Prau.g_00339	Syaj.g_02809
OG0001480	Prau.g_00371	Syaj.g_00343
OG0001482	Prau.g_00498	Syaj.g_00848
OG0001492	Prau.g_01253	Syaj.g_00578
OG0001493	Prau.g_01261	Syaj.g_00569
OG0001494	Prau.g_01503	Syaj.g_02353
OG0001499	Prau.g_00062	Syaj.g_01211
OG0001502	Prau.g_00824	Syaj.g_00351
OG0001508	Prau.g_01462	Syaj.g_01566
OG0001520	Prau.g_00397	Syaj.g_00206
OG0001522	Prau.g_00886	Syaj.g_00385
OG0001523	Prau.g_01178	Syaj.g_00673
OG0001524	Prau.g_01179	Syaj.g_00672
OG0001525	Prau.g_01633	Syaj.g_02159
OG0001528	Prau.g_01473, Prau.g_01464	Syaj.g_01568
OG0001547	Prau.g_00826	Syaj.g_01106
OG0001548	Prau.g_01719, Prau.g_00830	Syaj.g_01222
OG0001551	Prau.g_01183	Syaj.g_00395
OG0001554	Prau.g_01623	Syaj.g_02109
OG0001557	Prau.g_00972	Syaj.g_01058
OG0001564	Prau.g_01501, Prau.g_01505	Syaj.g_00657
OG0001567	Prau.g_00825	Syaj.g_01108
OG0001568	Prau.g_00827	Syaj.g_01104
OG0001570	Prau.g_01152	Syaj.g_01124
OG0001572	Prau.g_01308	Syaj.g_00522
OG0001582	Prau.g_00510	Syaj.g_01215
OG0001585	Prau.g_01323	Syaj.g_01778
OG0001602	Prau.g_00741	Syaj.g_00969
OG0001625	Prau.g_00260	Syaj.g_02600
OG0001627	Prau.g_00805	Syaj.g_01633
OG0001633	Prau.g_01406	Syaj.g_01347
OG0001647	Prau.g_00275	Syaj.g_02574
OG0001782	Prau.g_00426	Syaj.g_02355
OG0001897	Prau.g_01280	Syaj.g_02815
OG0001924	Prau.g_01691	Syaj.g_01318
OG0001925	Prau.g_01692	Syaj.g_01319
OG0001926	Prau.g_01693	Syaj.g_01320
OG0001927	Prau.g_01694	Syaj.g_01321
OG0001993	Prau.g_01689	Syaj.g_01316
OG0001994	Prau.g_01690	Syaj.g_01317
OG0002063	Prau.g_01671	Syaj.g_00557
OG0002112	Prau.g_00409	Syaj.g_02537
OG0002157	Prau.g_00410	Syaj.g_02536
OG0002158	Prau.g_00408	Syaj.g_02538
OG0002248	Prau.g_01722	Syaj.g_00477
OG0002369	Prau.g_01459	Syaj.g_02343
OG0002488	Prau.g_01497	Syaj.g_02472
OG0002618	Prau.g_01673	Syaj.g_00171
OG0002898	Prau.g_00437	Syaj.g_01094
OG0002935	Prau.g_01314	Syaj.g_02386, Syaj.g_02385
OG0003813	Prau.g_01492, Prau.g_01502	Syaj.g_02361
OG0004668	Prau.g_01494	Syaj.g_02349
