Orthogroup	Prau	Syan
OG0001186	Prau.g_01943	Syan.g_01864
OG0001187	Prau.g_01947	Syan.g_01811
OG0001188	Prau.g_01950	Syan.g_01806
OG0001189	Prau.g_01967	Syan.g_01723
OG0001190	Prau.g_01971	Syan.g_01565
OG0001191	Prau.g_01981	Syan.g_01578
OG0001192	Prau.g_01985	Syan.g_01585
OG0001193	Prau.g_01995	Syan.g_01626
OG0001194	Prau.g_01996	Syan.g_01627
OG0001195	Prau.g_01997	Syan.g_01628
OG0001196	Prau.g_02010	Syan.g_01693
OG0001197	Prau.g_02011	Syan.g_01695
OG0001198	Prau.g_02019	Syan.g_01793
OG0001199	Prau.g_00075	Syan.g_02913
OG0001200	Prau.g_00077	Syan.g_02915
OG0001201	Prau.g_00109	Syan.g_02975
OG0001202	Prau.g_00200	Syan.g_03084
OG0001203	Prau.g_00239	Syan.g_02426
OG0001204	Prau.g_00245	Syan.g_02097
OG0001205	Prau.g_00486	Syan.g_01337
OG0001206	Prau.g_00504	Syan.g_02880
OG0001207	Prau.g_00518	Syan.g_02772
OG0001208	Prau.g_00523	Syan.g_02762
OG0001209	Prau.g_00575	Syan.g_01163
OG0001210	Prau.g_00580	Syan.g_00830
OG0001211	Prau.g_00590	Syan.g_00852
OG0001212	Prau.g_00634	Syan.g_01002
OG0001213	Prau.g_00669	Syan.g_01141
OG0001214	Prau.g_00677	Syan.g_00814
OG0001215	Prau.g_00730	Syan.g_00539
OG0001216	Prau.g_00757	Syan.g_00319
OG0001217	Prau.g_00800	Syan.g_00617
OG0001218	Prau.g_00809	Syan.g_02837
OG0001219	Prau.g_00843	Syan.g_00477
OG0001220	Prau.g_00906	Syan.g_00203
OG0001221	Prau.g_00967	Syan.g_01446
OG0001222	Prau.g_01007	Syan.g_00552
OG0001223	Prau.g_01033	Syan.g_00599
OG0001224	Prau.g_01085	Syan.g_00294
OG0001225	Prau.g_01087	Syan.g_00292
OG0001226	Prau.g_01112	Syan.g_02922
OG0001227	Prau.g_01130	Syan.g_00940
OG0001228	Prau.g_01251	Syan.g_01938
OG0001229	Prau.g_01407	Syan.g_02631
OG0001230	Prau.g_01520	Syan.g_01288
OG0001231	Prau.g_01628	Syan.g_01764
OG0001232	Prau.g_01755	Syan.g_01439
OG0001233	Prau.g_01775	Syan.g_01461
OG0001234	Prau.g_01809	Syan.g_01995
OG0001235	Prau.g_01819	Syan.g_02130
OG0001236	Prau.g_01903	Syan.g_01933
OG0001237	Prau.g_01907	Syan.g_01928
OG0001240	Prau.g_00094	Syan.g_02963
OG0001242	Prau.g_00120	Syan.g_02297
OG0001243	Prau.g_00126	Syan.g_02289
OG0001244	Prau.g_00142	Syan.g_03004
OG0001245	Prau.g_00383	Syan.g_00179
OG0001246	Prau.g_00545	Syan.g_02734
OG0001247	Prau.g_00723	Syan.g_00199
OG0001249	Prau.g_00832	Syan.g_02150
OG0001250	Prau.g_00894	Syan.g_00382
OG0001251	Prau.g_00943	Syan.g_00490
OG0001252	Prau.g_01080	Syan.g_00304
OG0001253	Prau.g_01131	Syan.g_00099
OG0001254	Prau.g_01176	Syan.g_01148
OG0001256	Prau.g_01621	Syan.g_01384
OG0001258	Prau.g_01729	Syan.g_01395
OG0001259	Prau.g_01773	Syan.g_01459
OG0001260	Prau.g_01789	Syan.g_01478
OG0001261	Prau.g_01861	Syan.g_02209
OG0001262	Prau.g_01965	Syan.g_01721
OG0001263	Prau.g_00129	Syan.g_02286
OG0001264	Prau.g_01268	Syan.g_02949
OG0001265	Prau.g_00119	Syan.g_02299
OG0001266	Prau.g_00204	Syan.g_03088
OG0001267	Prau.g_00282	Syan.g_02023
OG0001268	Prau.g_00341	Syan.g_02138
OG0001270	Prau.g_00475	Syan.g_02393
OG0001271	Prau.g_00513	Syan.g_02849
OG0001272	Prau.g_00527	Syan.g_02758
OG0001274	Prau.g_00743	Syan.g_01528
OG0001275	Prau.g_01043	Syan.g_00628
OG0001276	Prau.g_01064	Syan.g_00360
OG0001277	Prau.g_01120	Syan.g_00007
OG0001278	Prau.g_01256	Syan.g_02585
OG0001279	Prau.g_01320	Syan.g_01306
OG0001281	Prau.g_01376	Syan.g_01220
OG0001282	Prau.g_01410	Syan.g_02774
OG0001283	Prau.g_01429	Syan.g_01687
OG0001284	Prau.g_01601	Syan.g_01369
OG0001285	Prau.g_01758	Syan.g_00977
OG0001286	Prau.g_01873	Syan.g_02193
OG0001287	Prau.g_01927	Syan.g_01894
OG0001289	Prau.g_00088	Syan.g_02942
OG0001291	Prau.g_00136	Syan.g_02273
OG0001292	Prau.g_00250	Syan.g_02091
OG0001293	Prau.g_00263	Syan.g_02051
OG0001294	Prau.g_00381	Syan.g_00758
OG0001295	Prau.g_00509	Syan.g_00836
OG0001296	Prau.g_00550	Syan.g_02728
OG0001297	Prau.g_00555	Syan.g_02724
OG0001298	Prau.g_00616	Syan.g_00944
OG0001299	Prau.g_00706	Syan.g_00764
OG0001303	Prau.g_01047	Syan.g_00479
OG0001304	Prau.g_01074	Syan.g_00345
OG0001305	Prau.g_01093	Syan.g_00191
OG0001306	Prau.g_01193	Syan.g_02714
OG0001308	Prau.g_01541	Syan.g_01248
OG0001309	Prau.g_01625	Syan.g_01196
OG0001310	Prau.g_01744	Syan.g_01422
OG0001311	Prau.g_01066	Syan.g_00358
OG0001313	Prau.g_00752	Syan.g_02860
OG0001315	Prau.g_00063	Syan.g_02168
OG0001317	Prau.g_00235	Syan.g_02422
OG0001318	Prau.g_00258	Syan.g_02060
OG0001319	Prau.g_00274	Syan.g_02034
OG0001323	Prau.g_00560	Syan.g_01193
OG0001325	Prau.g_00760	Syan.g_00323
OG0001326	Prau.g_00931	Syan.g_01636
OG0001327	Prau.g_01104	Syan.g_00753
OG0001328	Prau.g_01129	Syan.g_02675
OG0001329	Prau.g_01168	Syan.g_00838
OG0001330	Prau.g_01345	Syan.g_01202
OG0001331	Prau.g_01415	Syan.g_02779
OG0001332	Prau.g_01574	Syan.g_00412
OG0001333	Prau.g_01769	Syan.g_01455
OG0001336	Prau.g_02007	Syan.g_01688
OG0001341	Prau.g_00798	Syan.g_00524
OG0001345	Prau.g_01225	Syan.g_02655
OG0001346	Prau.g_01372	Syan.g_01214
OG0001349	Prau.g_01530	Syan.g_01131
OG0001351	Prau.g_00495	Syan.g_02804
OG0001358	Prau.g_00660	Syan.g_00017
OG0001360	Prau.g_01132	Syan.g_02653
OG0001361	Prau.g_01222	Syan.g_02658
OG0001364	Prau.g_01896	Syan.g_01950
OG0001365	Prau.g_01975	Syan.g_01570
OG0001369	Prau.g_00093	Syan.g_02962
OG0001371	Prau.g_00719	Syan.g_02927, Syan.g_02928
OG0001373	Prau.g_00930	Syan.g_01635
OG0001374	Prau.g_00938	Syan.g_01644
OG0001376	Prau.g_01098	Syan.g_00511
OG0001377	Prau.g_01099	Syan.g_00510
OG0001378	Prau.g_01141	Syan.g_02392
OG0001380	Prau.g_01397	Syan.g_00442
OG0001382	Prau.g_01640	Syan.g_00680
OG0001385	Prau.g_00927	Syan.g_01632
OG0001386	Prau.g_00928	Syan.g_01633
OG0001387	Prau.g_00929	Syan.g_01634
OG0001388	Prau.g_00932	Syan.g_01637
OG0001389	Prau.g_00933	Syan.g_01639
OG0001390	Prau.g_00934	Syan.g_01640
OG0001391	Prau.g_00935	Syan.g_01641
OG0001392	Prau.g_00936	Syan.g_01642
OG0001393	Prau.g_00937	Syan.g_01643
OG0001394	Prau.g_00971	Syan.g_00722
OG0001395	Prau.g_01076	Syan.g_00340
OG0001398	Prau.g_01653	Syan.g_02932
OG0001399	Prau.g_01811	Syan.g_02175
OG0001404	Prau.g_00070	Syan.g_00343
OG0001406	Prau.g_01097	Syan.g_00512
OG0001407	Prau.g_01110	Syan.g_00455
OG0001408	Prau.g_01115	Syan.g_00073
OG0001409	Prau.g_01213	Syan.g_00284
OG0001411	Prau.g_01452	Syan.g_01125
OG0001415	Prau.g_00232	Syan.g_01004
OG0001416	Prau.g_00500	Syan.g_00103
OG0001417	Prau.g_00511	Syan.g_00583
OG0001418	Prau.g_00724	Syan.g_02689
OG0001419	Prau.g_01111	Syan.g_00454
OG0001420	Prau.g_01150	Syan.g_01180
OG0001422	Prau.g_01645	Syan.g_00645
OG0001428	Prau.g_00173	Syan.g_03039
OG0001429	Prau.g_00844	Syan.g_00480
OG0001432	Prau.g_01614	Syan.g_00092
OG0001434	Prau.g_00976	Syan.g_00717
OG0001437	Prau.g_00231	Syan.g_01005
OG0001438	Prau.g_00295	Syan.g_02009
OG0001439	Prau.g_00309	Syan.g_01986
OG0001441	Prau.g_00562	Syan.g_01191
OG0001442	Prau.g_00791	Syan.g_00709
OG0001447	Prau.g_00127	Syan.g_02288
OG0001449	Prau.g_00405	Syan.g_02058
OG0001452	Prau.g_00944	Syan.g_02066
OG0001453	Prau.g_01037	Syan.g_00608
OG0001454	Prau.g_01125	Syan.g_00418
OG0001456	Prau.g_01184	Syan.g_01646
OG0001457	Prau.g_01185	Syan.g_01647
OG0001458	Prau.g_01186	Syan.g_01648
OG0001462	Prau.g_00033	Syan.g_01737
OG0001471	Prau.g_01617	Syan.g_01991
OG0001473	Prau.g_01944	Syan.g_00133
OG0001474	Prau.g_00342	Syan.g_02137
OG0001475	Prau.g_01474	Syan.g_01833
OG0001479	Prau.g_00339	Syan.g_02140
OG0001480	Prau.g_00371	Syan.g_00072
OG0001492	Prau.g_01253	Syan.g_02588
OG0001493	Prau.g_01261	Syan.g_02578
OG0001495	Prau.g_01816	Syan.g_02257
OG0001502	Prau.g_00824	Syan.g_00401
OG0001507	Prau.g_01664	Syan.g_02695
OG0001508	Prau.g_01462	Syan.g_01814
OG0001520	Prau.g_00397	Syan.g_00943
OG0001522	Prau.g_00886	Syan.g_00464
OG0001525	Prau.g_01633	Syan.g_00831
OG0001528	Prau.g_01473, Prau.g_01464	Syan.g_01818
OG0001547	Prau.g_00826	Syan.g_00462
OG0001549	Prau.g_00913	Syan.g_00077
OG0001553	Prau.g_01525	Syan.g_01282
OG0001554	Prau.g_01623	Syan.g_00282
OG0001557	Prau.g_00972	Syan.g_00721
OG0001564	Prau.g_01501, Prau.g_01505	Syan.g_00082
OG0001566	Prau.g_00716	Syan.g_01072
OG0001567	Prau.g_00825	Syan.g_00461
OG0001568	Prau.g_00827	Syan.g_00463
OG0001570	Prau.g_01152	Syan.g_00636
OG0001584	Prau.g_00988	Syan.g_00701
OG0001587	Prau.g_01791	Syan.g_01482
OG0001625	Prau.g_00260	Syan.g_02057
OG0001627	Prau.g_00805	Syan.g_02410
OG0001647	Prau.g_00275	Syan.g_02032
OG0001712	Prau.g_00418	Syan.g_00786
OG0001726	Prau.g_00415	Syan.g_00041
OG0001774	Prau.g_00717	Syan.g_02509
OG0001782	Prau.g_00426, Prau.g_01825	Syan.g_01869
OG0001897	Prau.g_01280	Syan.g_02134
OG0001919	Prau.g_00402	Syan.g_00078
OG0001924	Prau.g_01691	Syan.g_00021
OG0001925	Prau.g_01692	Syan.g_00022
OG0001926	Prau.g_01693	Syan.g_00023
OG0001927	Prau.g_01694	Syan.g_00024
OG0001993	Prau.g_01689	Syan.g_00019
OG0001994	Prau.g_01690	Syan.g_00020
OG0002097	Prau.g_01455	Syan.g_01105
OG0002244	Prau.g_01663	Syan.g_00387
OG0002248	Prau.g_01722	Syan.g_00727
OG0002379	Prau.g_00042	Syan.g_00214
OG0002486	Prau.g_01824, Prau.g_00427	Syan.g_01870
OG0002934	Prau.g_00450	Syan.g_02077, Syan.g_01561
OG0003063	Prau.g_01476	Syan.g_01834
OG0003157	Prau.g_00465	Syan.g_02084
OG0005665	Prau.g_01717	Syan.g_01070
