Orthogroup	Prau	Syap
OG0001428	Prau.g_00173	Syap.g_01196
OG0001432	Prau.g_01614	Syap.g_01967
OG0001434	Prau.g_00976	Syap.g_00167
OG0001436	Prau.g_01480	Syap.g_01711, Syap.g_01703
OG0001437	Prau.g_00231	Syap.g_00448
OG0001438	Prau.g_00295	Syap.g_01346, Syap.g_01630
OG0001439	Prau.g_00309	Syap.g_01674
OG0001441	Prau.g_00562	Syap.g_02749
OG0001447	Prau.g_00127	Syap.g_02218
OG0001452	Prau.g_00944	Syap.g_01590
OG0001453	Prau.g_01037	Syap.g_02687
OG0001456	Prau.g_01184	Syap.g_01828
OG0001457	Prau.g_01185	Syap.g_01826
OG0001458	Prau.g_01186	Syap.g_01825
OG0001474	Prau.g_00342	Syap.g_00562
OG0001475	Prau.g_01474	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Prau.g_00339	Syap.g_00565
OG0001492	Prau.g_01253	Syap.g_02441
OG0001493	Prau.g_01261	Syap.g_02433
OG0001495	Prau.g_01816	Syap.g_01921
OG0001502	Prau.g_00824	Syap.g_00833
OG0001507	Prau.g_01664	Syap.g_00227
OG0001508	Prau.g_01462	Syap.g_00808
OG0001528	Prau.g_01473, Prau.g_01464	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001547	Prau.g_00826	Syap.g_00840, Syap.g_00839
OG0001553	Prau.g_01525	Syap.g_02121
OG0001557	Prau.g_00972	Syap.g_00162
OG0001564	Prau.g_01501, Prau.g_01505	Syap.g_00876
OG0001567	Prau.g_00825	Syap.g_00838
OG0001568	Prau.g_00827	Syap.g_00842
OG0001570	Prau.g_01152	Syap.g_00438
OG0001584	Prau.g_00988	Syap.g_00183
OG0001587	Prau.g_01791	Syap.g_02669
OG0001613	Prau.g_01888	Syap.g_00597
OG0001632	Prau.g_01322	Syap.g_02524
OG0001647	Prau.g_00275	Syap.g_01370
OG0001745	Prau.g_01613	Syap.g_02401
OG0001897	Prau.g_01280	Syap.g_00559
OG0001919	Prau.g_00402	Syap.g_01968
OG0001924	Prau.g_01691	Syap.g_00381
OG0001925	Prau.g_01692	Syap.g_00382
OG0001926	Prau.g_01693	Syap.g_00383
OG0001927	Prau.g_01694	Syap.g_00384
OG0001959	Prau.g_01315	Syap.g_02163
OG0001994	Prau.g_01690	Syap.g_00380
OG0002026	Prau.g_00401	Syap.g_00821
OG0002097	Prau.g_01455	Syap.g_00711
OG0002156	Prau.g_00045	Syap.g_01621
OG0002369	Prau.g_01459	Syap.g_00708, Syap.g_00707, Syap.g_00730
OG0002425	Prau.g_01468	Syap.g_01019
OG0002651	Prau.g_01490	Syap.g_00854
OG0002935	Prau.g_01314	Syap.g_00811
OG0003496	Prau.g_00243	Syap.g_01572, Syap.g_02667, Syap.g_02500
OG0004267	Prau.g_00242	Syap.g_02499
