Orthogroup	Prau	Prap
OG0001166	Prau.g_01751	Prap.g_01760
OG0001167	Prau.g_01768	Prap.g_01742
OG0001168	Prau.g_01770	Prap.g_01740
OG0001169	Prau.g_01772	Prap.g_01738
OG0001170	Prau.g_01774	Prap.g_01736
OG0001171	Prau.g_01783	Prap.g_01726
OG0001172	Prau.g_01797	Prap.g_01710
OG0001173	Prau.g_01798	Prap.g_01709
OG0001174	Prau.g_01806	Prap.g_01701
OG0001175	Prau.g_01807	Prap.g_01700
OG0001176	Prau.g_01814	Prap.g_01692
OG0001177	Prau.g_01817	Prap.g_01690
OG0001178	Prau.g_01822	Prap.g_01774
OG0001179	Prau.g_01853	Prap.g_01660
OG0001180	Prau.g_01875	Prap.g_01636
OG0001181	Prau.g_01879	Prap.g_01632
OG0001182	Prau.g_01886	Prap.g_01624
OG0001183	Prau.g_01890	Prap.g_01619
OG0001184	Prau.g_01906	Prap.g_01601
OG0001185	Prau.g_01920	Prap.g_01585
OG0001186	Prau.g_01943	Prap.g_01561
OG0001187	Prau.g_01947	Prap.g_01558
OG0001188	Prau.g_01950	Prap.g_01556
OG0001189	Prau.g_01967	Prap.g_01540
OG0001190	Prau.g_01971	Prap.g_01535
OG0001191	Prau.g_01981	Prap.g_01525
OG0001192	Prau.g_01985	Prap.g_01520
OG0001193	Prau.g_01995	Prap.g_01508
OG0001194	Prau.g_01996	Prap.g_01507
OG0001195	Prau.g_01997	Prap.g_01506
OG0001196	Prau.g_02010	Prap.g_01490
OG0001197	Prau.g_02011	Prap.g_01488
OG0001198	Prau.g_02019	Prap.g_01868
OG0001199	Prau.g_00075	Prap.g_00876
OG0001201	Prau.g_00109	Prap.g_01068
OG0001202	Prau.g_00200	Prap.g_00970
OG0001203	Prau.g_00239	Prap.g_01474
OG0001204	Prau.g_00245	Prap.g_01468
OG0001205	Prau.g_00486	Prap.g_01321
OG0001206	Prau.g_00504	Prap.g_01301
OG0001207	Prau.g_00518	Prap.g_01290
OG0001208	Prau.g_00523	Prap.g_01285
OG0001209	Prau.g_00575	Prap.g_01234
OG0001210	Prau.g_00580	Prap.g_01229
OG0001211	Prau.g_00590	Prap.g_01219
OG0001212	Prau.g_00634	Prap.g_01172
OG0001213	Prau.g_00669	Prap.g_01137
OG0001214	Prau.g_00677	Prap.g_00390
OG0001215	Prau.g_00730	Prap.g_00810
OG0001216	Prau.g_00757	Prap.g_00789
OG0001217	Prau.g_00800	Prap.g_00036
OG0001218	Prau.g_00809	Prap.g_00519
OG0001219	Prau.g_00843	Prap.g_00685
OG0001220	Prau.g_00906	Prap.g_00727
OG0001221	Prau.g_00967	Prap.g_00847
OG0001222	Prau.g_01007	Prap.g_00307
OG0001223	Prau.g_01033	Prap.g_00275
OG0001224	Prau.g_01085	Prap.g_00704
OG0001225	Prau.g_01087	Prap.g_00706
OG0001226	Prau.g_01112	Prap.g_01129
OG0001227	Prau.g_01130	Prap.g_00504
OG0001228	Prau.g_01251	Prap.g_00406
OG0001229	Prau.g_01407	Prap.g_00518
OG0001230	Prau.g_01520	Prap.g_00114
OG0001231	Prau.g_01628	Prap.g_01344
OG0001233	Prau.g_01775	Prap.g_01735
OG0001234	Prau.g_01809	Prap.g_01698
OG0001235	Prau.g_01819	Prap.g_01694
OG0001236	Prau.g_01903	Prap.g_01604
OG0001237	Prau.g_01907	Prap.g_01600
OG0001238	Prau.g_01982	Prap.g_01524
OG0001240	Prau.g_00094	Prap.g_01085
OG0001241	Prau.g_00102	Prap.g_01075
OG0001242	Prau.g_00120	Prap.g_01055
OG0001243	Prau.g_00126	Prap.g_01048
OG0001244	Prau.g_00142	Prap.g_01033
OG0001245	Prau.g_00383	Prap.g_00495
OG0001247	Prau.g_00723	Prap.g_00817
OG0001248	Prau.g_00725	Prap.g_00815
OG0001249	Prau.g_00832	Prap.g_01375
OG0001250	Prau.g_00894	Prap.g_00740
OG0001251	Prau.g_00943	Prap.g_00659
OG0001252	Prau.g_01080	Prap.g_00699
OG0001253	Prau.g_01131	Prap.g_01126
OG0001254	Prau.g_01176	Prap.g_01881
OG0001255	Prau.g_01191	Prap.g_00474
OG0001256	Prau.g_01621	Prap.g_00210
OG0001258	Prau.g_01729	Prap.g_01783
OG0001259	Prau.g_01773	Prap.g_01737
OG0001260	Prau.g_01789	Prap.g_01720
OG0001261	Prau.g_01861	Prap.g_01652
OG0001263	Prau.g_00129	Prap.g_01046
OG0001265	Prau.g_00119	Prap.g_01056
OG0001266	Prau.g_00204	Prap.g_00966
OG0001267	Prau.g_00282	Prap.g_01430
OG0001268	Prau.g_00341	Prap.g_01367
OG0001269	Prau.g_00361	Prap.g_00728
OG0001270	Prau.g_00475	Prap.g_01332
OG0001271	Prau.g_00513	Prap.g_01295
OG0001272	Prau.g_00527	Prap.g_01281
OG0001273	Prau.g_00671	Prap.g_00396
OG0001274	Prau.g_00743	Prap.g_00942
OG0001275	Prau.g_01043	Prap.g_00285
OG0001276	Prau.g_01064	Prap.g_00299
OG0001277	Prau.g_01120	Prap.g_01502
OG0001278	Prau.g_01256	Prap.g_00402
OG0001279	Prau.g_01320	Prap.g_00610
OG0001280	Prau.g_01370	Prap.g_00560
OG0001281	Prau.g_01376	Prap.g_00566
OG0001282	Prau.g_01410	Prap.g_00060
OG0001283	Prau.g_01429	Prap.g_01493
OG0001284	Prau.g_01601	Prap.g_00196
OG0001285	Prau.g_01758	Prap.g_01752
OG0001286	Prau.g_01873	Prap.g_01638
OG0001287	Prau.g_01927	Prap.g_01578
OG0001288	Prau.g_01936	Prap.g_01568
OG0001289	Prau.g_00088	Prap.g_01091
OG0001290	Prau.g_00101	Prap.g_01076
OG0001291	Prau.g_00136	Prap.g_01038
OG0001292	Prau.g_00250	Prap.g_01463
OG0001293	Prau.g_00263	Prap.g_01450
OG0001295	Prau.g_00509	Prap.g_01919
OG0001296	Prau.g_00550	Prap.g_01258
OG0001297	Prau.g_00555	Prap.g_01253
OG0001298	Prau.g_00616	Prap.g_01192
OG0001299	Prau.g_00706	Prap.g_00359
OG0001300	Prau.g_00733	Prap.g_00806
OG0001301	Prau.g_00736	Prap.g_00801
OG0001302	Prau.g_00841	Prap.g_00688
OG0001303	Prau.g_01047	Prap.g_01817
OG0001304	Prau.g_01074	Prap.g_00312
OG0001305	Prau.g_01093	Prap.g_00712
OG0001306	Prau.g_01193	Prap.g_00471
OG0001307	Prau.g_01392	Prap.g_01927
OG0001308	Prau.g_01541	Prap.g_00131
OG0001309	Prau.g_01625	Prap.g_00238
OG0001310	Prau.g_01744	Prap.g_01766
OG0001311	Prau.g_01066	Prap.g_00301
OG0001315	Prau.g_00063	Prap.g_00509
OG0001316	Prau.g_00141	Prap.g_01034
OG0001317	Prau.g_00235	Prap.g_01478
OG0001318	Prau.g_00258	Prap.g_01454
OG0001319	Prau.g_00274	Prap.g_01437
OG0001320	Prau.g_01284, Prau.g_00385	Prap.g_01851, Prap.g_01818
OG0001321	Prau.g_00492	Prap.g_01315
OG0001322	Prau.g_00493	Prap.g_01314
OG0001323	Prau.g_00560	Prap.g_01248
OG0001324	Prau.g_00734	Prap.g_00805
OG0001325	Prau.g_00760	Prap.g_00342
OG0001327	Prau.g_01104	Prap.g_00870
OG0001328	Prau.g_01129	Prap.g_00542
OG0001329	Prau.g_01168	Prap.g_01820
OG0001330	Prau.g_01345	Prap.g_00227
OG0001331	Prau.g_01415	Prap.g_00065
OG0001332	Prau.g_01574	Prap.g_00167
OG0001333	Prau.g_01769	Prap.g_01741
OG0001334	Prau.g_01893	Prap.g_01616
OG0001335	Prau.g_01894	Prap.g_01615
OG0001339	Prau.g_00104	Prap.g_01073
OG0001340	Prau.g_00330	Prap.g_01379
OG0001341	Prau.g_00798	Prap.g_00511
OG0001342	Prau.g_00836	Prap.g_01797
OG0001343	Prau.g_00940	Prap.g_00662
OG0001344	Prau.g_01210	Prap.g_00452
OG0001345	Prau.g_01225	Prap.g_00436
OG0001346	Prau.g_01372	Prap.g_00562
OG0001349	Prau.g_01530	Prap.g_00083
OG0001350	Prau.g_00238, Prau.g_00784	Prap.g_01475
OG0001351	Prau.g_00495	Prap.g_01309
OG0001352	Prau.g_00720	Prap.g_00821
OG0001355	Prau.g_01657, Prau.g_01309	Prap.g_00321
OG0001359	Prau.g_00941	Prap.g_00661
OG0001362	Prau.g_01545	Prap.g_00135
OG0001363	Prau.g_01547	Prap.g_00137
OG0001364	Prau.g_01896	Prap.g_01613
OG0001365	Prau.g_01975	Prap.g_01531
OG0001369	Prau.g_00093	Prap.g_01086
OG0001370	Prau.g_00501	Prap.g_01304
OG0001371	Prau.g_00719	Prap.g_00822
OG0001372	Prau.g_00808	Prap.g_01128
OG0001375	Prau.g_00939	Prap.g_00663
OG0001380	Prau.g_01397	Prap.g_00521
OG0001381	Prau.g_01403	Prap.g_00481
OG0001382	Prau.g_01640	Prap.g_00524
OG0001394	Prau.g_00971	Prap.g_00843
OG0001397	Prau.g_01546	Prap.g_00136
OG0001398	Prau.g_01653	Prap.g_01896
OG0001404	Prau.g_00070	Prap.g_00882
OG0001407	Prau.g_01110	Prap.g_00528
OG0001409	Prau.g_01213	Prap.g_00448
OG0001410	Prau.g_01393	Prap.g_01926
OG0001411	Prau.g_01452	Prap.g_00889
OG0001414	Prau.g_00230	Prap.g_01483
OG0001415	Prau.g_00232	Prap.g_01481
OG0001418	Prau.g_00724	Prap.g_00816
OG0001419	Prau.g_01111	Prap.g_00527
OG0001421	Prau.g_01622	Prap.g_00211
OG0001422	Prau.g_01645	Prap.g_00531
OG0001424	Prau.g_01126	Prap.g_00017
OG0001428	Prau.g_00173	Prap.g_00998
OG0001429	Prau.g_00844	Prap.g_00684
OG0001430	Prau.g_01341	Prap.g_00520
OG0001431	Prau.g_01344	Prap.g_00502, Prap.g_01911
OG0001434	Prau.g_00976	Prap.g_00838
OG0001437	Prau.g_00231	Prap.g_01482
OG0001440	Prau.g_00458, Prau.g_00432	Prap.g_01815, Prap.g_01821
OG0001446	Prau.g_00080	Prap.g_00025
OG0001448	Prau.g_00369	Prap.g_01311
OG0001450	Prau.g_00727	Prap.g_00813
OG0001451	Prau.g_00915	Prap.g_00716
OG0001455	Prau.g_01162, Prau.g_00749	Prap.g_00512
OG0001463	Prau.g_00288	Prap.g_01423
OG0001464	Prau.g_00331	Prap.g_01378
OG0001465	Prau.g_00742	Prap.g_00794
OG0001468	Prau.g_01102	Prap.g_00671
OG0001472	Prau.g_01624	Prap.g_01120
OG0001481	Prau.g_00376	Prap.g_00541
OG0001483	Prau.g_01666	Prap.g_01863
OG0001484	Prau.g_01709	Prap.g_00226
OG0001485	Prau.g_01658	Prap.g_00618
OG0001491	Prau.g_00839	Prap.g_00691
OG0001500	Prau.g_00265	Prap.g_01448
OG0001501	Prau.g_00745	Prap.g_00872
OG0001503	Prau.g_01181	Prap.g_00031
OG0001506	Prau.g_01572	Prap.g_00165
OG0001521	Prau.g_00799	Prap.g_00693
OG0001522	Prau.g_00886	Prap.g_00749
OG0001523	Prau.g_01178	Prap.g_01878
OG0001524	Prau.g_01179	Prap.g_01877
OG0001525	Prau.g_01633	Prap.g_01814
OG0001526	Prau.g_01272	Prap.g_00894
OG0001549	Prau.g_00913	Prap.g_00718
OG0001550	Prau.g_01165	Prap.g_00035
OG0001552	Prau.g_01270	Prap.g_00214
OG0001557	Prau.g_00972	Prap.g_00842
OG0001564	Prau.g_01501, Prau.g_01505	Prap.g_00895
OG0001565	Prau.g_00457, Prau.g_00431	Prap.g_00636
OG0001566	Prau.g_00716	Prap.g_00825
OG0001569	Prau.g_01137	Prap.g_00647
OG0001571	Prau.g_01159	Prap.g_00607
OG0001572	Prau.g_01308	Prap.g_00609
OG0001581	Prau.g_00145	Prap.g_00580
OG0001583	Prau.g_00838, Prau.g_00038	Prap.g_00692
OG0001584	Prau.g_00988	Prap.g_00349
OG0001587	Prau.g_01791	Prap.g_01718
OG0001595	Prau.g_00069	Prap.g_00884
OG0001596	Prau.g_00076	Prap.g_00875
OG0001597	Prau.g_00364	Prap.g_00162
OG0001599	Prau.g_00502	Prap.g_01303
OG0001600	Prau.g_00552	Prap.g_01256
OG0001601	Prau.g_00714	Prap.g_00827
OG0001603	Prau.g_00840	Prap.g_00689
OG0001604	Prau.g_00964	Prap.g_00850
OG0001605	Prau.g_01057	Prap.g_00030
OG0001606	Prau.g_01117	Prap.g_00040
OG0001607	Prau.g_01180	Prap.g_00620
OG0001608	Prau.g_01400	Prap.g_00315
OG0001609	Prau.g_01570	Prap.g_00163
OG0001610	Prau.g_01573	Prap.g_00166
OG0001611	Prau.g_01635	Prap.g_01858
OG0001626	Prau.g_00797	Prap.g_00625
OG0001628	Prau.g_00811	Prap.g_01130
OG0001629	Prau.g_00812	Prap.g_00598
OG0001630	Prau.g_00947	Prap.g_00654
OG0001631	Prau.g_01107	Prap.g_00616
OG0001648	Prau.g_00375	Prap.g_01843
OG0001649	Prau.g_01108	Prap.g_00038
OG0001651	Prau.g_01634	Prap.g_00492
OG0001661	Prau.g_00440	Prap.g_00629
OG0001662	Prau.g_01147	Prap.g_01894
OG0001663	Prau.g_01190	Prap.g_00475
OG0001664	Prau.g_01336	Prap.g_01890
OG0001665	Prau.g_01339	Prap.g_00482
OG0001684	Prau.g_01674	Prap.g_01179
OG0001685	Prau.g_00917	Prap.g_01125
OG0001686	Prau.g_01056	Prap.g_00496
OG0001687	Prau.g_01101	Prap.g_01305
OG0001689	Prau.g_01934	Prap.g_01570
OG0001697	Prau.g_00925	Prap.g_00690
OG0001699	Prau.g_01683, Prau.g_01667	Prap.g_01884
OG0001701	Prau.g_01793, Prau.g_01273	Prap.g_00893
OG0001705	Prau.g_00406	Prap.g_01716
OG0001706	Prau.g_00779	Prap.g_01901
OG0001709	Prau.g_01477	Prap.g_00097
OG0001710	Prau.g_01812	Prap.g_01112
OG0001722	Prau.g_00945	Prap.g_00656
OG0001725	Prau.g_00392	Prap.g_01905
OG0001727	Prau.g_01710	Prap.g_01859, Prap.g_00018
OG0001746	Prau.g_01296	Prap.g_01902
OG0001834	Prau.g_01454	Prap.g_00085
OG0001836	Prau.g_01278	Prap.g_01948, Prap.g_01949
OG0001922	Prau.g_01386	Prap.g_00103
OG0001923	Prau.g_01451	Prap.g_00096
OG0001988	Prau.g_01387	Prap.g_00537
OG0002034	Prau.g_01264	Prap.g_01134
OG0002377	Prau.g_01277	Prap.g_00057
OG0002379	Prau.g_00042	Prap.g_01832
OG0002518	Prau.g_00454	Prap.g_01113
OG0002583	Prau.g_01438	Prap.g_00232
OG0002786	Prau.g_00657	Prap.g_00642
OG0002833	Prau.g_00041	Prap.g_01833
OG0002903	Prau.g_00658	Prap.g_00643
OG0003081	Prau.g_01529	Prap.g_00578
