Orthogroup	Prau	Syak
OG0001174	Prau.g_01806	Syak.g_01379
OG0001175	Prau.g_01807	Syak.g_01378
OG0001176	Prau.g_01814	Syak.g_01354
OG0001177	Prau.g_01817	Syak.g_01356
OG0001178	Prau.g_01822	Syak.g_02411
OG0001179	Prau.g_01853	Syak.g_01324
OG0001181	Prau.g_01879	Syak.g_01296
OG0001182	Prau.g_01886	Syak.g_01287
OG0001183	Prau.g_01890	Syak.g_01282
OG0001184	Prau.g_01906	Syak.g_01571
OG0001185	Prau.g_01920	Syak.g_01643
OG0001186	Prau.g_01943	Syak.g_01709
OG0001187	Prau.g_01947	Syak.g_01712
OG0001188	Prau.g_01950	Syak.g_01714
OG0001189	Prau.g_01967	Syak.g_01736
OG0001190	Prau.g_01971	Syak.g_01942
OG0001191	Prau.g_01981	Syak.g_01928
OG0001192	Prau.g_01985	Syak.g_01921
OG0001193	Prau.g_01995	Syak.g_01888
OG0001194	Prau.g_01996	Syak.g_01882
OG0001195	Prau.g_01997	Syak.g_01881
OG0001196	Prau.g_02010	Syak.g_01811
OG0001197	Prau.g_02011	Syak.g_01809
OG0001198	Prau.g_02019	Syak.g_01798
OG0001199	Prau.g_00075	Syak.g_02249
OG0001200	Prau.g_00077	Syak.g_02247
OG0001201	Prau.g_00109	Syak.g_02191
OG0001202	Prau.g_00200	Syak.g_02061
OG0001203	Prau.g_00239	Syak.g_02307
OG0001204	Prau.g_00245	Syak.g_01404
OG0001205	Prau.g_00486	Syak.g_01181
OG0001206	Prau.g_00504	Syak.g_01148
OG0001207	Prau.g_00518	Syak.g_02566
OG0001208	Prau.g_00523	Syak.g_02576
OG0001209	Prau.g_00575	Syak.g_02643
OG0001210	Prau.g_00580	Syak.g_02654
OG0001211	Prau.g_00590	Syak.g_02669
OG0001212	Prau.g_00634	Syak.g_02728
OG0001213	Prau.g_00669	Syak.g_00025
OG0001214	Prau.g_00677	Syak.g_00037
OG0001215	Prau.g_00730	Syak.g_00697
OG0001216	Prau.g_00757	Syak.g_00805
OG0001217	Prau.g_00800	Syak.g_00138
OG0001218	Prau.g_00809	Syak.g_01093
OG0001219	Prau.g_00843	Syak.g_00551
OG0001220	Prau.g_00906	Syak.g_00580
OG0001221	Prau.g_00967	Syak.g_00390
OG0001222	Prau.g_01007	Syak.g_00517
OG0001223	Prau.g_01033	Syak.g_00472
OG0001224	Prau.g_01085	Syak.g_00739
OG0001226	Prau.g_01112	Syak.g_02239
OG0001227	Prau.g_01130	Syak.g_00963
OG0001228	Prau.g_01251	Syak.g_00619
OG0001229	Prau.g_01407	Syak.g_00711
OG0001230	Prau.g_01520	Syak.g_01030
OG0001231	Prau.g_01628	Syak.g_01777
OG0001232	Prau.g_01755	Syak.g_02385
OG0001233	Prau.g_01775	Syak.g_02359
OG0001234	Prau.g_01809	Syak.g_01374
OG0001235	Prau.g_01819	Syak.g_01362
OG0001236	Prau.g_01903	Syak.g_01568
OG0001237	Prau.g_01907	Syak.g_01573
OG0001238	Prau.g_01982	Syak.g_01926
OG0001240	Prau.g_00094	Syak.g_02206
OG0001241	Prau.g_00102	Syak.g_02197
OG0001242	Prau.g_00120	Syak.g_02168
OG0001243	Prau.g_00126	Syak.g_02160
OG0001244	Prau.g_00142	Syak.g_02132
OG0001245	Prau.g_00383	Syak.g_00248
OG0001246	Prau.g_00545	Syak.g_02604
OG0001247	Prau.g_00723	Syak.g_00618
OG0001248	Prau.g_00725	Syak.g_00147
OG0001249	Prau.g_00832	Syak.g_01251
OG0001250	Prau.g_00894	Syak.g_00602
OG0001251	Prau.g_00943	Syak.g_01875
OG0001252	Prau.g_01080	Syak.g_00754
OG0001253	Prau.g_01131	Syak.g_00250
OG0001254	Prau.g_01176	Syak.g_00272
OG0001255	Prau.g_01191	Syak.g_00066
OG0001256	Prau.g_01621	Syak.g_02430
OG0001257	Prau.g_01627	Syak.g_02502
OG0001258	Prau.g_01729	Syak.g_02420
OG0001259	Prau.g_01773	Syak.g_02361
OG0001260	Prau.g_01789	Syak.g_02332
OG0001261	Prau.g_01861	Syak.g_01315
OG0001262	Prau.g_01965	Syak.g_01734
OG0001263	Prau.g_00129	Syak.g_02157
OG0001265	Prau.g_00119	Syak.g_02170
OG0001266	Prau.g_00204	Syak.g_02057
OG0001267	Prau.g_00282	Syak.g_01459
OG0001268	Prau.g_00341	Syak.g_01240
OG0001269	Prau.g_00361	Syak.g_02323
OG0001270	Prau.g_00475	Syak.g_01194
OG0001271	Prau.g_00513	Syak.g_01121
OG0001272	Prau.g_00527	Syak.g_02580
OG0001273	Prau.g_00671	Syak.g_00030
OG0001274	Prau.g_00743	Syak.g_01988
OG0001275	Prau.g_01043	Syak.g_00633
OG0001276	Prau.g_01064	Syak.g_00649
OG0001277	Prau.g_01120	Syak.g_01829
OG0001278	Prau.g_01256	Syak.g_00671
OG0001279	Prau.g_01320	Syak.g_00105
OG0001280	Prau.g_01370	Syak.g_00933
OG0001281	Prau.g_01376	Syak.g_00944
OG0001282	Prau.g_01410	Syak.g_02564
OG0001283	Prau.g_01429	Syak.g_01818
OG0001284	Prau.g_01601	Syak.g_02446
OG0001285	Prau.g_01758	Syak.g_02381
OG0001286	Prau.g_01873	Syak.g_01301
OG0001287	Prau.g_01927	Syak.g_01652
OG0001288	Prau.g_01936	Syak.g_01686
OG0001289	Prau.g_00088	Syak.g_02222
OG0001290	Prau.g_00101	Syak.g_02198
OG0001291	Prau.g_00136	Syak.g_02147
OG0001292	Prau.g_00250	Syak.g_01410
OG0001293	Prau.g_00263	Syak.g_01432
OG0001294	Prau.g_00381	Syak.g_00355
OG0001295	Prau.g_00509	Syak.g_00740
OG0001296	Prau.g_00550	Syak.g_02610
OG0001297	Prau.g_00555	Syak.g_02614
OG0001298	Prau.g_00616	Syak.g_02703
OG0001299	Prau.g_00706	Syak.g_00349
OG0001300	Prau.g_00733	Syak.g_00706
OG0001301	Prau.g_00736	Syak.g_00721
OG0001302	Prau.g_00841	Syak.g_00068
OG0001303	Prau.g_01047	Syak.g_00548
OG0001304	Prau.g_01074	Syak.g_00664
OG0001305	Prau.g_01093	Syak.g_00728
OG0001306	Prau.g_01193	Syak.g_00915
OG0001307	Prau.g_01392	Syak.g_00344
OG0001308	Prau.g_01541	Syak.g_01054
OG0001309	Prau.g_01625	Syak.g_02620
OG0001311	Prau.g_01066	Syak.g_00651
OG0001315	Prau.g_00063	Syak.g_01284
OG0001316	Prau.g_00141	Syak.g_02140
OG0001317	Prau.g_00235	Syak.g_02302
OG0001318	Prau.g_00258	Syak.g_01424
OG0001319	Prau.g_00274	Syak.g_01448
OG0001321	Prau.g_00492	Syak.g_01172
OG0001322	Prau.g_00493	Syak.g_01171
OG0001323	Prau.g_00560	Syak.g_02623
OG0001324	Prau.g_00734	Syak.g_00707
OG0001325	Prau.g_00760	Syak.g_00800
OG0001326	Prau.g_00931	Syak.g_01870
OG0001327	Prau.g_01104	Syak.g_00362
OG0001328	Prau.g_01129	Syak.g_00383
OG0001329	Prau.g_01168	Syak.g_00280
OG0001330	Prau.g_01345	Syak.g_00925
OG0001331	Prau.g_01415	Syak.g_02559
OG0001332	Prau.g_01574	Syak.g_02485
OG0001333	Prau.g_01769	Syak.g_02365
OG0001334	Prau.g_01893	Syak.g_01274
OG0001335	Prau.g_01894	Syak.g_01273
OG0001336	Prau.g_02007	Syak.g_01817
OG0001340	Prau.g_00330	Syak.g_01261
OG0001343	Prau.g_00940	Syak.g_01877
OG0001344	Prau.g_01210	Syak.g_00893
OG0001345	Prau.g_01225	Syak.g_00856
OG0001346	Prau.g_01372	Syak.g_00937
OG0001350	Prau.g_00238, Prau.g_00784	Syak.g_02306
OG0001351	Prau.g_00495	Syak.g_01164
OG0001352	Prau.g_00720	Syak.g_00764
OG0001355	Prau.g_01657, Prau.g_01309	Syak.g_00144
OG0001358	Prau.g_00660	Syak.g_00007
OG0001359	Prau.g_00941	Syak.g_01878
OG0001360	Prau.g_01132	Syak.g_00854
OG0001361	Prau.g_01222	Syak.g_00859
OG0001364	Prau.g_01896	Syak.g_01552
OG0001365	Prau.g_01975	Syak.g_01937
OG0001369	Prau.g_00093	Syak.g_02207
OG0001371	Prau.g_00719	Syak.g_02231
OG0001373	Prau.g_00930	Syak.g_01871
OG0001374	Prau.g_00938	Syak.g_01863
OG0001375	Prau.g_00939	Syak.g_01876
OG0001376	Prau.g_01098	Syak.g_01916
OG0001377	Prau.g_01099	Syak.g_01917
OG0001378	Prau.g_01141	Syak.g_01196
OG0001380	Prau.g_01397	Syak.g_00237
OG0001382	Prau.g_01640	Syak.g_01169
OG0001385	Prau.g_00927	Syak.g_01874
OG0001386	Prau.g_00928	Syak.g_01873
OG0001387	Prau.g_00929	Syak.g_01872
OG0001388	Prau.g_00932	Syak.g_01869
OG0001389	Prau.g_00933	Syak.g_01868
OG0001390	Prau.g_00934	Syak.g_01867
OG0001391	Prau.g_00935	Syak.g_01866
OG0001392	Prau.g_00936	Syak.g_01865
OG0001393	Prau.g_00937	Syak.g_01864
OG0001394	Prau.g_00971	Syak.g_00399
OG0001395	Prau.g_01076	Syak.g_00789
OG0001398	Prau.g_01653	Syak.g_00571
OG0001399	Prau.g_01811	Syak.g_01977, Syak.g_01103
OG0001405	Prau.g_00328	Syak.g_01271
OG0001406	Prau.g_01097	Syak.g_01915
OG0001408	Prau.g_01115	Syak.g_00087
OG0001409	Prau.g_01213	Syak.g_00878
OG0001410	Prau.g_01393	Syak.g_00343
OG0001411	Prau.g_01452	Syak.g_01581
OG0001413	Prau.g_01616	Syak.g_00103
OG0001416	Prau.g_00500	Syak.g_00941
OG0001417	Prau.g_00511	Syak.g_00486
OG0001420	Prau.g_01150	Syak.g_00997, Syak.g_02635
OG0001422	Prau.g_01645	Syak.g_00928
OG0001429	Prau.g_00844	Syak.g_00547
OG0001430	Prau.g_01341	Syak.g_01949, Syak.g_00314
OG0001432	Prau.g_01614	Syak.g_00095
OG0001434	Prau.g_00976	Syak.g_00404
OG0001436	Prau.g_01480	Syak.g_01546, Syak.g_01547
OG0001438	Prau.g_00295	Syak.g_01475
OG0001439	Prau.g_00309	Syak.g_01506
OG0001442	Prau.g_00791	Syak.g_00415
OG0001447	Prau.g_00127	Syak.g_02159
OG0001448	Prau.g_00369	Syak.g_00121
OG0001449	Prau.g_00405	Syak.g_01401
OG0001452	Prau.g_00944	Syak.g_01419
OG0001453	Prau.g_01037	Syak.g_00465
OG0001454	Prau.g_01125	Syak.g_00249
OG0001456	Prau.g_01184	Syak.g_01855
OG0001457	Prau.g_01185	Syak.g_01854
OG0001458	Prau.g_01186	Syak.g_01853
OG0001462	Prau.g_00033	Syak.g_01750
OG0001464	Prau.g_00331	Syak.g_01260
OG0001465	Prau.g_00742	Syak.g_00775
OG0001470	Prau.g_01463, Prau.g_01472	Syak.g_01592
OG0001471	Prau.g_01617	Syak.g_01501
OG0001473	Prau.g_01944	Syak.g_00102
OG0001474	Prau.g_00342	Syak.g_01239
OG0001475	Prau.g_01474	Syak.g_01594
OG0001479	Prau.g_00339	Syak.g_01242
OG0001480	Prau.g_00371	Syak.g_00084
OG0001482	Prau.g_00498	Syak.g_00476
OG0001492	Prau.g_01253	Syak.g_00668
OG0001493	Prau.g_01261	Syak.g_00676
OG0001495	Prau.g_01816	Syak.g_01357
OG0001502	Prau.g_00824	Syak.g_00586
OG0001508	Prau.g_01462	Syak.g_01591
OG0001520	Prau.g_00397	Syak.g_02689
OG0001525	Prau.g_01633	Syak.g_00091
OG0001528	Prau.g_01473, Prau.g_01464	Syak.g_01593
OG0001547	Prau.g_00826	Syak.g_00564
OG0001549	Prau.g_00913	Syak.g_00577
OG0001551	Prau.g_01183	Syak.g_00689
OG0001553	Prau.g_01525	Syak.g_01037
OG0001554	Prau.g_01623	Syak.g_01945
OG0001557	Prau.g_00972	Syak.g_00400
OG0001564	Prau.g_01501, Prau.g_01505	Syak.g_01860
OG0001565	Prau.g_00457, Prau.g_00431	Syak.g_00083
OG0001567	Prau.g_00825	Syak.g_00565
OG0001568	Prau.g_00827	Syak.g_00562
OG0001570	Prau.g_01152	Syak.g_00574
OG0001572	Prau.g_01308	Syak.g_00097
OG0001582	Prau.g_00510	Syak.g_00231
OG0001602	Prau.g_00741	Syak.g_00776
OG0001625	Prau.g_00260	Syak.g_01426
OG0001633	Prau.g_01406	Syak.g_00662
OG0001647	Prau.g_00275	Syak.g_01450
OG0001712	Prau.g_00418	Syak.g_00225
OG0001726	Prau.g_00415	Syak.g_00572
OG0001745	Prau.g_01613	Syak.g_00281
OG0001897	Prau.g_01280	Syak.g_01236
OG0001924	Prau.g_01691	Syak.g_02769
OG0001925	Prau.g_01692	Syak.g_02768
OG0001926	Prau.g_01693	Syak.g_02767
OG0001927	Prau.g_01694	Syak.g_02766
OG0001959	Prau.g_01315	Syak.g_02031
OG0001993	Prau.g_01689	Syak.g_02771
OG0001994	Prau.g_01690	Syak.g_02770
OG0002112	Prau.g_00409	Syak.g_01488
OG0002156	Prau.g_00045	Syak.g_01003
OG0002157	Prau.g_00410	Syak.g_01489
OG0002158	Prau.g_00408	Syak.g_01487
OG0002518	Prau.g_00454	Syak.g_00195
OG0002692	Prau.g_01655	Syak.g_00245
OG0002934	Prau.g_00450	Syak.g_01107
