Orthogroup	Prau	Syao
OG0001183	Prau.g_01890	Syao.g_01851
OG0001184	Prau.g_01906	Syao.g_02264
OG0001185	Prau.g_01920	Syao.g_02147
OG0001186	Prau.g_01943	Syao.g_02173
OG0001187	Prau.g_01947	Syao.g_02171
OG0001188	Prau.g_01950	Syao.g_02169
OG0001189	Prau.g_01967	Syao.g_02215
OG0001190	Prau.g_01971	Syao.g_02436
OG0001191	Prau.g_01981	Syao.g_02449
OG0001192	Prau.g_01985	Syao.g_02367
OG0001193	Prau.g_01995	Syao.g_02284
OG0001194	Prau.g_01996	Syao.g_02285
OG0001195	Prau.g_01997	Syao.g_02286
OG0001196	Prau.g_02010	Syao.g_02341
OG0001197	Prau.g_02011	Syao.g_02343
OG0001198	Prau.g_02019	Syao.g_02158
OG0001199	Prau.g_00075	Syao.g_02623
OG0001200	Prau.g_00077	Syao.g_02625
OG0001201	Prau.g_00109	Syao.g_02601
OG0001202	Prau.g_00200	Syao.g_02461
OG0001203	Prau.g_00239	Syao.g_00296, Syao.g_01705
OG0001204	Prau.g_00245	Syao.g_02117
OG0001205	Prau.g_00486	Syao.g_01620
OG0001206	Prau.g_00504	Syao.g_02701, Syao.g_02702
OG0001207	Prau.g_00518	Syao.g_00035
OG0001208	Prau.g_00523	Syao.g_00026
OG0001209	Prau.g_00575	Syao.g_01415
OG0001210	Prau.g_00580	Syao.g_00882
OG0001211	Prau.g_00590	Syao.g_00861
OG0001212	Prau.g_00634	Syao.g_01001
OG0001213	Prau.g_00669	Syao.g_01322
OG0001214	Prau.g_00677	Syao.g_00896
OG0001215	Prau.g_00730	Syao.g_00700
OG0001216	Prau.g_00757	Syao.g_00492
OG0001218	Prau.g_00809	Syao.g_00092
OG0001219	Prau.g_00843	Syao.g_00651
OG0001220	Prau.g_00906	Syao.g_00393
OG0001221	Prau.g_00967	Syao.g_01657
OG0001222	Prau.g_01007	Syao.g_00687
OG0001223	Prau.g_01033	Syao.g_00820
OG0001224	Prau.g_01085	Syao.g_00427
OG0001226	Prau.g_01112	Syao.g_02633
OG0001227	Prau.g_01130	Syao.g_01047
OG0001228	Prau.g_01251	Syao.g_02256
OG0001229	Prau.g_01407	Syao.g_00220
OG0001230	Prau.g_01520	Syao.g_01503
OG0001231	Prau.g_01628	Syao.g_02254
OG0001232	Prau.g_01755	Syao.g_01664
OG0001233	Prau.g_01775	Syao.g_01643
OG0001234	Prau.g_01809	Syao.g_02035
OG0001235	Prau.g_01819	Syao.g_01863
OG0001236	Prau.g_01903	Syao.g_02261
OG0001237	Prau.g_01907	Syao.g_02265
OG0001238	Prau.g_01982	Syao.g_02451
OG0001240	Prau.g_00094	Syao.g_02669
OG0001242	Prau.g_00120	Syao.g_02576
OG0001243	Prau.g_00126	Syao.g_02584
OG0001244	Prau.g_00142	Syao.g_02477
OG0001245	Prau.g_00383	Syao.g_00362
OG0001247	Prau.g_00723	Syao.g_00390
OG0001249	Prau.g_00832	Syao.g_01882
OG0001250	Prau.g_00894	Syao.g_00556
OG0001251	Prau.g_00943	Syao.g_00641
OG0001252	Prau.g_01080	Syao.g_00507
OG0001253	Prau.g_01131	Syao.g_01220
OG0001254	Prau.g_01176	Syao.g_01426
OG0001255	Prau.g_01191	Syao.g_00920
OG0001256	Prau.g_01621	Syao.g_01572
OG0001258	Prau.g_01729	Syao.g_01561
OG0001259	Prau.g_01773	Syao.g_01645
OG0001260	Prau.g_01789	Syao.g_01623
OG0001261	Prau.g_01861	Syao.g_01814
OG0001262	Prau.g_01965	Syao.g_02213
OG0001263	Prau.g_00129	Syao.g_02541
OG0001265	Prau.g_00119	Syao.g_02574
OG0001266	Prau.g_00204	Syao.g_02465
OG0001267	Prau.g_00282	Syao.g_02063
OG0001268	Prau.g_00341	Syao.g_01871
OG0001270	Prau.g_00475	Syao.g_01733
OG0001271	Prau.g_00513	Syao.g_02685
OG0001272	Prau.g_00527	Syao.g_00120
OG0001274	Prau.g_00743	Syao.g_02401
OG0001275	Prau.g_01043	Syao.g_00806
OG0001276	Prau.g_01064	Syao.g_00450
OG0001277	Prau.g_01120	Syao.g_01334
OG0001278	Prau.g_01256	Syao.g_00265
OG0001279	Prau.g_01320	Syao.g_01528
OG0001281	Prau.g_01376	Syao.g_01454
OG0001282	Prau.g_01410	Syao.g_00037
OG0001283	Prau.g_01429	Syao.g_02335
OG0001284	Prau.g_01601	Syao.g_01587
OG0001285	Prau.g_01758	Syao.g_01010
OG0001286	Prau.g_01873	Syao.g_01835
OG0001288	Prau.g_01936	Syao.g_02187
OG0001289	Prau.g_00088	Syao.g_02649
OG0001291	Prau.g_00136	Syao.g_02551
OG0001292	Prau.g_00250	Syao.g_02111
OG0001293	Prau.g_00263	Syao.g_02091
OG0001294	Prau.g_00381	Syao.g_00948
OG0001295	Prau.g_00509	Syao.g_00878
OG0001296	Prau.g_00550	Syao.g_00163
OG0001297	Prau.g_00555	Syao.g_00159
OG0001298	Prau.g_00616	Syao.g_01043
OG0001299	Prau.g_00706	Syao.g_00942
OG0001302	Prau.g_00841	Syao.g_02711
OG0001303	Prau.g_01047	Syao.g_00649
OG0001304	Prau.g_01074	Syao.g_00466
OG0001305	Prau.g_01093	Syao.g_00382
OG0001306	Prau.g_01193	Syao.g_00141
OG0001308	Prau.g_01541	Syao.g_01500
OG0001310	Prau.g_01744	Syao.g_01681
OG0001311	Prau.g_01066	Syao.g_00452
OG0001313	Prau.g_00752	Syao.g_02692
OG0001315	Prau.g_00063	Syao.g_01853
OG0001317	Prau.g_00235	Syao.g_01701
OG0001318	Prau.g_00258	Syao.g_02099
OG0001319	Prau.g_00274	Syao.g_02075
OG0001323	Prau.g_00560	Syao.g_01392
OG0001325	Prau.g_00760	Syao.g_00487
OG0001326	Prau.g_00931	Syao.g_02293
OG0001327	Prau.g_01104	Syao.g_00953
OG0001328	Prau.g_01129	Syao.g_00198
OG0001329	Prau.g_01168	Syao.g_00876
OG0001330	Prau.g_01345	Syao.g_01444
OG0001331	Prau.g_01415	Syao.g_00042
OG0001332	Prau.g_01574	Syao.g_01244
OG0001333	Prau.g_01769	Syao.g_01649
OG0001335	Prau.g_01894	Syao.g_01913
OG0001336	Prau.g_02007	Syao.g_02336
OG0001340	Prau.g_00330	Syao.g_01892
OG0001341	Prau.g_00798	Syao.g_00602
OG0001343	Prau.g_00940	Syao.g_01235
OG0001345	Prau.g_01225	Syao.g_00179
OG0001349	Prau.g_01530	Syao.g_01074
OG0001351	Prau.g_00495	Syao.g_00060
OG0001358	Prau.g_00660	Syao.g_01343
OG0001359	Prau.g_00941	Syao.g_01234
OG0001360	Prau.g_01132	Syao.g_00177
OG0001361	Prau.g_01222	Syao.g_00182
OG0001364	Prau.g_01896	Syao.g_01969
OG0001365	Prau.g_01975	Syao.g_02441
OG0001369	Prau.g_00093	Syao.g_02668
OG0001371	Prau.g_00719	Syao.g_02638
OG0001372	Prau.g_00808	Syao.g_00368
OG0001373	Prau.g_00930	Syao.g_02291, Syao.g_02292
OG0001374	Prau.g_00938	Syao.g_02300
OG0001375	Prau.g_00939	Syao.g_01236
OG0001376	Prau.g_01098	Syao.g_00617
OG0001377	Prau.g_01099	Syao.g_00618
OG0001378	Prau.g_01141	Syao.g_01732
OG0001380	Prau.g_01397	Syao.g_00360
OG0001382	Prau.g_01640	Syao.g_00766
OG0001385	Prau.g_00927	Syao.g_02288
OG0001386	Prau.g_00928	Syao.g_02289
OG0001387	Prau.g_00929	Syao.g_02290
OG0001388	Prau.g_00932	Syao.g_02294
OG0001389	Prau.g_00933	Syao.g_02295
OG0001390	Prau.g_00934	Syao.g_02296
OG0001391	Prau.g_00935	Syao.g_02297
OG0001392	Prau.g_00936	Syao.g_02298
OG0001393	Prau.g_00937	Syao.g_02299
OG0001394	Prau.g_00971	Syao.g_00983
OG0001395	Prau.g_01076	Syao.g_00470
OG0001398	Prau.g_01653	Syao.g_02641
OG0001399	Prau.g_01811	Syao.g_01861
OG0001405	Prau.g_00328	Syao.g_01911
OG0001406	Prau.g_01097	Syao.g_00616
OG0001407	Prau.g_01110	Syao.g_00519
OG0001408	Prau.g_01115	Syao.g_01384
OG0001411	Prau.g_01452	Syao.g_01079, Syao.g_02007
OG0001415	Prau.g_00232	Syao.g_00999
OG0001416	Prau.g_00500	Syao.g_01223
OG0001417	Prau.g_00511	Syao.g_00657
OG0001418	Prau.g_00724	Syao.g_00212
OG0001419	Prau.g_01111	Syao.g_00520
OG0001420	Prau.g_01150	Syao.g_01403
OG0001422	Prau.g_01645	Syao.g_00284
OG0001429	Prau.g_00844	Syao.g_00648
OG0001432	Prau.g_01614	Syao.g_01219
OG0001434	Prau.g_00976	Syao.g_00988
OG0001436	Prau.g_01480	Syao.g_01990, Syao.g_01102
OG0001437	Prau.g_00231	Syao.g_00998
OG0001438	Prau.g_00295	Syao.g_02049
OG0001439	Prau.g_00309	Syao.g_02026
OG0001441	Prau.g_00562	Syao.g_01394
OG0001442	Prau.g_00791	Syao.g_00738
OG0001447	Prau.g_00127	Syao.g_02585
OG0001449	Prau.g_00405	Syao.g_01691
OG0001452	Prau.g_00944	Syao.g_02104
OG0001453	Prau.g_01037	Syao.g_00814
OG0001454	Prau.g_01125	Syao.g_01295
OG0001456	Prau.g_01184	Syao.g_00708
OG0001457	Prau.g_01185	Syao.g_00709
OG0001458	Prau.g_01186	Syao.g_00710
OG0001462	Prau.g_00033	Syao.g_02228
OG0001468	Prau.g_01102	Syao.g_00604
OG0001471	Prau.g_01617	Syao.g_02031
OG0001473	Prau.g_01944	Syao.g_00621
OG0001474	Prau.g_00342	Syao.g_01870
OG0001475	Prau.g_01474	Syao.g_02177
OG0001479	Prau.g_00339	Syao.g_01873
OG0001492	Prau.g_01253	Syao.g_00268
OG0001493	Prau.g_01261	Syao.g_00260
OG0001495	Prau.g_01816	Syao.g_01803
OG0001502	Prau.g_00824	Syao.g_00526
OG0001507	Prau.g_01664	Syao.g_00874
OG0001508	Prau.g_01462	Syao.g_02174
OG0001520	Prau.g_00397	Syao.g_01044
OG0001522	Prau.g_00886	Syao.g_00568
OG0001525	Prau.g_01633	Syao.g_00881
OG0001526	Prau.g_01272	Syao.g_02559
OG0001528	Prau.g_01473, Prau.g_01464	Syao.g_02176
OG0001547	Prau.g_00826	Syao.g_00570
OG0001553	Prau.g_01525	Syao.g_01510
OG0001554	Prau.g_01623	Syao.g_00323
OG0001557	Prau.g_00972	Syao.g_00984
OG0001564	Prau.g_01501, Prau.g_01505	Syao.g_00883
OG0001566	Prau.g_00716	Syao.g_01198
OG0001567	Prau.g_00825	Syao.g_00571
OG0001568	Prau.g_00827	Syao.g_00569
OG0001570	Prau.g_01152	Syao.g_00286
OG0001572	Prau.g_01308	Syao.g_00721
OG0001584	Prau.g_00988	Syao.g_00746
OG0001587	Prau.g_01791	Syao.g_01693
OG0001605	Prau.g_01057	Syao.g_01284
OG0001613	Prau.g_01888	Syao.g_01854
OG0001625	Prau.g_00260	Syao.g_02097
OG0001627	Prau.g_00805	Syao.g_01698
OG0001647	Prau.g_00275	Syao.g_02073
OG0001701	Prau.g_01793, Prau.g_01273	Syao.g_02561
OG0001712	Prau.g_00418	Syao.g_00712
OG0001775	Prau.g_01113	Syao.g_00655
OG0001782	Prau.g_00426, Prau.g_01825	Syao.g_01965
OG0001897	Prau.g_01280	Syao.g_01867
OG0001924	Prau.g_01691	Syao.g_01347
OG0001925	Prau.g_01692	Syao.g_01348
OG0001926	Prau.g_01693	Syao.g_01349
OG0001927	Prau.g_01694	Syao.g_01350
OG0001993	Prau.g_01689	Syao.g_01345
OG0001994	Prau.g_01690	Syao.g_01346
OG0002001	Prau.g_01712	Syao.g_02352
OG0002156	Prau.g_00045	Syao.g_01358
OG0002244	Prau.g_01663	Syao.g_00551
OG0002248	Prau.g_01722	Syao.g_00979
OG0002363	Prau.g_00469	Syao.g_02272
OG0002486	Prau.g_01824, Prau.g_00427	Syao.g_01966
OG0002629	Prau.g_01713, Prau.g_01715, Prau.g_01286, Prau.g_00442	Syao.g_01267
OG0002692	Prau.g_01655	Syao.g_00365
OG0002778	Prau.g_00428	Syao.g_01967
OG0003034	Prau.g_01486	Syao.g_01089
OG0004607	Prau.g_01447	Syao.g_02003
