Orthogroup	Prau	Syaa
OG0001130	Prau.g_01083	Syaa.g_00871
OG0001131	Prau.g_01118	Syaa.g_01108
OG0001132	Prau.g_01127	Syaa.g_01468
OG0001133	Prau.g_01160	Syaa.g_01656
OG0001134	Prau.g_01174	Syaa.g_01028
OG0001136	Prau.g_01204	Syaa.g_00767
OG0001137	Prau.g_01214	Syaa.g_00786
OG0001138	Prau.g_01232	Syaa.g_01002
OG0001139	Prau.g_01233	Syaa.g_01000
OG0001140	Prau.g_01234	Syaa.g_00999
OG0001141	Prau.g_01235	Syaa.g_00998
OG0001142	Prau.g_01236	Syaa.g_00997
OG0001143	Prau.g_01243	Syaa.g_00987
OG0001144	Prau.g_01248	Syaa.g_00978
OG0001145	Prau.g_01362	Syaa.g_00748
OG0001146	Prau.g_01375	Syaa.g_00729
OG0001147	Prau.g_01395	Syaa.g_01837
OG0001148	Prau.g_01411	Syaa.g_02061
OG0001149	Prau.g_01412	Syaa.g_02062
OG0001150	Prau.g_01413	Syaa.g_02063
OG0001151	Prau.g_01424	Syaa.g_02076
OG0001152	Prau.g_01425	Syaa.g_02077
OG0001153	Prau.g_01563	Syaa.g_01811
OG0001154	Prau.g_01564	Syaa.g_01812
OG0001156	Prau.g_01579	Syaa.g_00623
OG0001157	Prau.g_01580	Syaa.g_00622
OG0001158	Prau.g_01581	Syaa.g_00619
OG0001159	Prau.g_01582	Syaa.g_00618
OG0001160	Prau.g_01606	Syaa.g_00574
OG0001161	Prau.g_01619	Syaa.g_02620
OG0001162	Prau.g_01630	Syaa.g_01203
OG0001163	Prau.g_01724	Syaa.g_00566
OG0001164	Prau.g_01728	Syaa.g_00560
OG0001165	Prau.g_01731	Syaa.g_00555
OG0001166	Prau.g_01751	Syaa.g_00527
OG0001167	Prau.g_01768	Syaa.g_00673
OG0001168	Prau.g_01770	Syaa.g_00672
OG0001169	Prau.g_01772	Syaa.g_00670
OG0001170	Prau.g_01774	Syaa.g_00668
OG0001171	Prau.g_01783	Syaa.g_00655
OG0001172	Prau.g_01797	Syaa.g_02347
OG0001173	Prau.g_01798	Syaa.g_02346
OG0001174	Prau.g_01806	Syaa.g_02338
OG0001175	Prau.g_01807	Syaa.g_02337
OG0001176	Prau.g_01814	Syaa.g_02314
OG0001177	Prau.g_01817	Syaa.g_02316
OG0001178	Prau.g_01822	Syaa.g_00546
OG0001179	Prau.g_01853	Syaa.g_02268
OG0001180	Prau.g_01875	Syaa.g_02243
OG0001181	Prau.g_01879	Syaa.g_02239
OG0001182	Prau.g_01886	Syaa.g_02230
OG0001183	Prau.g_01890	Syaa.g_02224
OG0001184	Prau.g_01906	Syaa.g_00151
OG0001186	Prau.g_01943	Syaa.g_00081
OG0001187	Prau.g_01947	Syaa.g_00082
OG0001188	Prau.g_01950	Syaa.g_00075
OG0001189	Prau.g_01967	Syaa.g_00057
OG0001190	Prau.g_01971	Syaa.g_02592
OG0001191	Prau.g_01981	Syaa.g_02605
OG0001192	Prau.g_01985	Syaa.g_02612
OG0001193	Prau.g_01995	Syaa.g_02658
OG0001194	Prau.g_01996	Syaa.g_02660
OG0001195	Prau.g_01997	Syaa.g_02661
OG0001196	Prau.g_02010	Syaa.g_02741
OG0001197	Prau.g_02011	Syaa.g_02743
OG0001198	Prau.g_02019	Syaa.g_02755
OG0001199	Prau.g_00075	Syaa.g_00347
OG0001200	Prau.g_00077	Syaa.g_00345
OG0001201	Prau.g_00109	Syaa.g_02381
OG0001202	Prau.g_00200	Syaa.g_02528
OG0001203	Prau.g_00239	Syaa.g_02106
OG0001204	Prau.g_00245	Syaa.g_00316
OG0001205	Prau.g_00486	Syaa.g_00713
OG0001206	Prau.g_00504	Syaa.g_01855
OG0001207	Prau.g_00518	Syaa.g_02058
OG0001208	Prau.g_00523	Syaa.g_02049
OG0001209	Prau.g_00575	Syaa.g_01977
OG0001210	Prau.g_00580	Syaa.g_01967
OG0001211	Prau.g_00590	Syaa.g_01950
OG0001212	Prau.g_00634	Syaa.g_01892
OG0001213	Prau.g_00669	Syaa.g_01646
OG0001214	Prau.g_00677	Syaa.g_01631
OG0001215	Prau.g_00730	Syaa.g_00914
OG0001216	Prau.g_00757	Syaa.g_01238
OG0001217	Prau.g_00800	Syaa.g_01559
OG0001218	Prau.g_00809	Syaa.g_01820
OG0001219	Prau.g_00843	Syaa.g_01404
OG0001220	Prau.g_00906	Syaa.g_00812
OG0001221	Prau.g_00967	Syaa.g_01111
OG0001222	Prau.g_01007	Syaa.g_01371
OG0001223	Prau.g_01033	Syaa.g_01326
OG0001224	Prau.g_01085	Syaa.g_00874
OG0001225	Prau.g_01087	Syaa.g_00876
OG0001226	Prau.g_01112	Syaa.g_01579
OG0001227	Prau.g_01130	Syaa.g_02622
OG0001228	Prau.g_01251	Syaa.g_00695
OG0001229	Prau.g_01407	Syaa.g_00899
OG0001230	Prau.g_01520	Syaa.g_01764
OG0001231	Prau.g_01628	Syaa.g_00017
OG0001232	Prau.g_01755	Syaa.g_00508
OG0001233	Prau.g_01775	Syaa.g_00667
OG0001234	Prau.g_01809	Syaa.g_02333
OG0001235	Prau.g_01819	Syaa.g_02323
OG0001236	Prau.g_01903	Syaa.g_00154
OG0001238	Prau.g_01982	Syaa.g_02607
OG0001240	Prau.g_00094	Syaa.g_02364
OG0001241	Prau.g_00102	Syaa.g_02374
OG0001242	Prau.g_00120	Syaa.g_02407
OG0001243	Prau.g_00126	Syaa.g_02415
OG0001244	Prau.g_00142	Syaa.g_02445
OG0001245	Prau.g_00383	Syaa.g_01492
OG0001246	Prau.g_00545	Syaa.g_02023
OG0001247	Prau.g_00723	Syaa.g_01207
OG0001248	Prau.g_00725	Syaa.g_01204
OG0001250	Prau.g_00894	Syaa.g_00832
OG0001251	Prau.g_00943	Syaa.g_02667
OG0001252	Prau.g_01080	Syaa.g_00867
OG0001253	Prau.g_01131	Syaa.g_01467
OG0001254	Prau.g_01176	Syaa.g_01029
OG0001255	Prau.g_01191	Syaa.g_01696
OG0001256	Prau.g_01621	Syaa.g_00567
OG0001257	Prau.g_01627	Syaa.g_00405, Syaa.g_01418
OG0001258	Prau.g_01729	Syaa.g_00557
OG0001259	Prau.g_01773	Syaa.g_00669
OG0001260	Prau.g_01789	Syaa.g_00642
OG0001261	Prau.g_01861	Syaa.g_02259
OG0001262	Prau.g_01965	Syaa.g_00059
OG0001263	Prau.g_00129	Syaa.g_02418
OG0001265	Prau.g_00119	Syaa.g_02405
OG0001266	Prau.g_00204	Syaa.g_02532
OG0001267	Prau.g_00282	Syaa.g_00262
OG0001268	Prau.g_00341	Syaa.g_02176
OG0001269	Prau.g_00361	Syaa.g_01499
OG0001270	Prau.g_00475	Syaa.g_00701
OG0001271	Prau.g_00513	Syaa.g_01845
OG0001272	Prau.g_00527	Syaa.g_02045
OG0001273	Prau.g_00671	Syaa.g_01639
OG0001274	Prau.g_00743	Syaa.g_02563
OG0001275	Prau.g_01043	Syaa.g_01311
OG0001276	Prau.g_01064	Syaa.g_01295
OG0001277	Prau.g_01120	Syaa.g_02724
OG0001278	Prau.g_01256	Syaa.g_00966
OG0001279	Prau.g_01320	Syaa.g_01749
OG0001280	Prau.g_01370	Syaa.g_00738
OG0001281	Prau.g_01376	Syaa.g_00728
OG0001282	Prau.g_01410	Syaa.g_02060
OG0001283	Prau.g_01429	Syaa.g_02734
OG0001284	Prau.g_01601	Syaa.g_00583
OG0001286	Prau.g_01873	Syaa.g_02245
OG0001287	Prau.g_01927	Syaa.g_00121
OG0001289	Prau.g_00088	Syaa.g_00327
OG0001290	Prau.g_00101	Syaa.g_02373
OG0001291	Prau.g_00136	Syaa.g_02428
OG0001292	Prau.g_00250	Syaa.g_00310
OG0001293	Prau.g_00263	Syaa.g_00288
OG0001294	Prau.g_00381	Syaa.g_01076
OG0001295	Prau.g_00509	Syaa.g_01964
OG0001296	Prau.g_00550	Syaa.g_02017
OG0001297	Prau.g_00555	Syaa.g_02013
OG0001298	Prau.g_00616	Syaa.g_01913
OG0001299	Prau.g_00706	Syaa.g_01070
OG0001300	Prau.g_00733	Syaa.g_00905
OG0001301	Prau.g_00736	Syaa.g_00891
OG0001302	Prau.g_00841	Syaa.g_01600
OG0001303	Prau.g_01047	Syaa.g_01402
OG0001304	Prau.g_01074	Syaa.g_01281
OG0001305	Prau.g_01093	Syaa.g_00885
OG0001306	Prau.g_01193	Syaa.g_00753
OG0001309	Prau.g_01625	Syaa.g_02005
OG0001310	Prau.g_01744	Syaa.g_00535
OG0001311	Prau.g_01066	Syaa.g_01293
OG0001315	Prau.g_00063	Syaa.g_02226
OG0001316	Prau.g_00141	Syaa.g_02434
OG0001317	Prau.g_00235	Syaa.g_02112
OG0001318	Prau.g_00258	Syaa.g_00296
OG0001319	Prau.g_00274	Syaa.g_00273
OG0001321	Prau.g_00492	Syaa.g_00719
OG0001322	Prau.g_00493	Syaa.g_00720
OG0001323	Prau.g_00560	Syaa.g_02002
OG0001324	Prau.g_00734	Syaa.g_00904
OG0001325	Prau.g_00760	Syaa.g_01243
OG0001326	Prau.g_00931	Syaa.g_00396, Syaa.g_02672
OG0001327	Prau.g_01104	Syaa.g_01083
OG0001328	Prau.g_01129	Syaa.g_01104
OG0001330	Prau.g_01345	Syaa.g_00746
OG0001331	Prau.g_01415	Syaa.g_02065
OG0001334	Prau.g_01893	Syaa.g_02216
OG0001335	Prau.g_01894	Syaa.g_02215
OG0001336	Prau.g_02007	Syaa.g_02735
OG0001339	Prau.g_00104	Syaa.g_02376
OG0001340	Prau.g_00330	Syaa.g_02199
OG0001341	Prau.g_00798	Syaa.g_00897
OG0001343	Prau.g_00940	Syaa.g_02664
OG0001344	Prau.g_01210	Syaa.g_00775
OG0001345	Prau.g_01225	Syaa.g_00803
OG0001346	Prau.g_01372	Syaa.g_00734
OG0001349	Prau.g_01530	Syaa.g_00437
OG0001350	Prau.g_00784	Syaa.g_02107
OG0001351	Prau.g_00495	Syaa.g_01863
OG0001352	Prau.g_00720	Syaa.g_01987
OG0001355	Prau.g_01657, Prau.g_01309	Syaa.g_01524
OG0001358	Prau.g_00660	Syaa.g_01663
OG0001359	Prau.g_00941	Syaa.g_02663
OG0001360	Prau.g_01132	Syaa.g_00805
OG0001361	Prau.g_01222	Syaa.g_00800
OG0001362	Prau.g_01545	Syaa.g_01789
OG0001363	Prau.g_01547	Syaa.g_01791
OG0001364	Prau.g_01896	Syaa.g_00171
OG0001369	Prau.g_00093	Syaa.g_02363
OG0001370	Prau.g_00501	Syaa.g_02140, Syaa.g_01218
OG0001373	Prau.g_00930	Syaa.g_02671
OG0001374	Prau.g_00938	Syaa.g_02679
OG0001375	Prau.g_00939	Syaa.g_02665
OG0001376	Prau.g_01098	Syaa.g_02614
OG0001377	Prau.g_01099	Syaa.g_02613
OG0001378	Prau.g_01141	Syaa.g_00700
OG0001382	Prau.g_01640	Syaa.g_01866
OG0001385	Prau.g_00927	Syaa.g_02668
OG0001386	Prau.g_00928	Syaa.g_02669
OG0001387	Prau.g_00929	Syaa.g_02670
OG0001388	Prau.g_00932	Syaa.g_02673
OG0001389	Prau.g_00933	Syaa.g_02674
OG0001390	Prau.g_00934	Syaa.g_02675
OG0001391	Prau.g_00935	Syaa.g_02676
OG0001392	Prau.g_00936	Syaa.g_02677
OG0001393	Prau.g_00937	Syaa.g_02678
OG0001394	Prau.g_00971	Syaa.g_01118
OG0001395	Prau.g_01076	Syaa.g_01267
OG0001398	Prau.g_01653	Syaa.g_01424
OG0001404	Prau.g_00070	Syaa.g_00355
OG0001405	Prau.g_00328	Syaa.g_02213
OG0001406	Prau.g_01097	Syaa.g_02615
OG0001407	Prau.g_01110	Syaa.g_01986
OG0001408	Prau.g_01115	Syaa.g_00953
OG0001411	Prau.g_01452	Syaa.g_00457
OG0001413	Prau.g_01616	Syaa.g_01590
OG0001416	Prau.g_00500	Syaa.g_00731
OG0001417	Prau.g_00511	Syaa.g_01339
OG0001419	Prau.g_01111	Syaa.g_01985
OG0001420	Prau.g_01150	Syaa.g_01991
OG0001421	Prau.g_01622	Syaa.g_01583, Syaa.g_01469
OG0001422	Prau.g_01645	Syaa.g_00743
OG0001428	Prau.g_00173	Syaa.g_02481
OG0001430	Prau.g_01341	Syaa.g_02584
OG0001432	Prau.g_01614	Syaa.g_00930
OG0001434	Prau.g_00976	Syaa.g_01123
OG0001438	Prau.g_00295	Syaa.g_00247
OG0001439	Prau.g_00309	Syaa.g_00221
OG0001441	Prau.g_00562	Syaa.g_02000
OG0001442	Prau.g_00791	Syaa.g_01138
OG0001447	Prau.g_00127	Syaa.g_02416
OG0001448	Prau.g_00369	Syaa.g_00423
OG0001449	Prau.g_00405	Syaa.g_02098, Syaa.g_01042
OG0001452	Prau.g_00944	Syaa.g_00301
OG0001453	Prau.g_01037	Syaa.g_01319
OG0001454	Prau.g_01125	Syaa.g_01580
OG0001456	Prau.g_01184	Syaa.g_02687
OG0001457	Prau.g_01185	Syaa.g_02688
OG0001458	Prau.g_01186	Syaa.g_02689
OG0001465	Prau.g_00742	Syaa.g_01211
OG0001468	Prau.g_01102	Syaa.g_01597
OG0001470	Prau.g_01463, Prau.g_01472	Syaa.g_00693
OG0001471	Prau.g_01617	Syaa.g_00226
OG0001473	Prau.g_01944	Syaa.g_01603
OG0001474	Prau.g_00342	Syaa.g_02175
OG0001475	Prau.g_01474	Syaa.g_00691
OG0001479	Prau.g_00339	Syaa.g_02178
OG0001480	Prau.g_00371	Syaa.g_00810
OG0001482	Prau.g_00498	Syaa.g_01329
OG0001492	Prau.g_01253	Syaa.g_00969
OG0001493	Prau.g_01261	Syaa.g_00961
OG0001494	Prau.g_01503	Syaa.g_00483
OG0001495	Prau.g_01816	Syaa.g_02317
OG0001499	Prau.g_00062	Syaa.g_01698
OG0001502	Prau.g_00824	Syaa.g_00819
OG0001507	Prau.g_01664	Syaa.g_02137
OG0001508	Prau.g_01462	Syaa.g_00694
OG0001520	Prau.g_00397	Syaa.g_01929
OG0001523	Prau.g_01178	Syaa.g_02713
OG0001524	Prau.g_01179	Syaa.g_02714
OG0001528	Prau.g_01473, Prau.g_01464	Syaa.g_00692
OG0001547	Prau.g_00826	Syaa.g_01420
OG0001548	Prau.g_01719, Prau.g_00830	Syaa.g_01573
OG0001549	Prau.g_00913	Syaa.g_00806
OG0001551	Prau.g_01183	Syaa.g_00853
OG0001552	Prau.g_01270	Syaa.g_01229
OG0001554	Prau.g_01623	Syaa.g_02590
OG0001557	Prau.g_00972	Syaa.g_01119
OG0001564	Prau.g_01501, Prau.g_01505	Syaa.g_02683
OG0001567	Prau.g_00825	Syaa.g_01421
OG0001568	Prau.g_00827	Syaa.g_01416
OG0001570	Prau.g_01152	Syaa.g_01693
OG0001572	Prau.g_01308	Syaa.g_01180
OG0001582	Prau.g_00510	Syaa.g_01746
OG0001586	Prau.g_01467, Prau.g_01484	Syaa.g_00479
OG0001602	Prau.g_00741	Syaa.g_01210
OG0001607	Prau.g_01180	Syaa.g_01519
OG0001613	Prau.g_01888	Syaa.g_02227
OG0001625	Prau.g_00260	Syaa.g_00294
OG0001627	Prau.g_00805	Syaa.g_00629
OG0001633	Prau.g_01406	Syaa.g_00855
OG0001647	Prau.g_00275	Syaa.g_00271
OG0001667	Prau.g_01348	Syaa.g_01129
OG0001709	Prau.g_01477	Syaa.g_00453
OG0001712	Prau.g_00418	Syaa.g_01487
OG0001718	Prau.g_00365	Syaa.g_00941
OG0001897	Prau.g_01280	Syaa.g_02172
OG0001924	Prau.g_01691	Syaa.g_01671
OG0001925	Prau.g_01692	Syaa.g_01672
OG0001926	Prau.g_01693	Syaa.g_01673
OG0001927	Prau.g_01694	Syaa.g_01674
OG0001959	Prau.g_01315	Syaa.g_01047
OG0001993	Prau.g_01689	Syaa.g_01669
OG0001994	Prau.g_01690	Syaa.g_01670
OG0002001	Prau.g_01712	Syaa.g_02453
OG0002063	Prau.g_01671	Syaa.g_00949
OG0002112	Prau.g_00409	Syaa.g_00234, Syaa.g_00233
OG0002157	Prau.g_00410	Syaa.g_00232
OG0002158	Prau.g_00408	Syaa.g_00235
OG0002244	Prau.g_01663	Syaa.g_02136
OG0002248	Prau.g_01722	Syaa.g_00903
OG0002425	Prau.g_01468	Syaa.g_00466
OG0002488	Prau.g_01497	Syaa.g_00170
OG0002695	Prau.g_01499, Prau.g_01466	Syaa.g_00478
OG0002794	Prau.g_01471	Syaa.g_00484
OG0002935	Prau.g_01314	Syaa.g_00090
OG0003034	Prau.g_01486	Syaa.g_00460
